有人吗？？？
哔哩哔哩直播热度比不上他们，别天真了
你是腾讯的儿子?
斗虎?
连B站也合吧，加上央视广东 统一中国直播行业
似曾相识
说过啦
虎牙和斗鱼合并了也就是说籽岷和炎黄一起玩游戏的几率变高了
有操作的呀这个人
虎牙高层走？
三国杀
UZI
YY是雷布斯的
你行不行啊
垄断垄断!
大仙怎么办？
杰少
三国杀现在也在玩
反垄断
腾讯一家独大呀牛皮
大仙表示很淦
三国杀不氪金武将平衡太差
豆芽
腾讯儿子
虎牙和斗鱼的有腾讯的股份，而且不低，所以是腾讯的产业没什么毛病
为的是对抗其它平台  整合自己手中的资源
CEO  CFO  CTO  COO
把自己作死了
凭什么叫虎牙高层走。
直播平台多的呢  快手 抖音 B站 
狗卡
步子太大 拉垮了
拳头不算？
用过
步子迈大了
还有游侠对战平台
晕
这就是资本啊
垄断是必然走向
当年盛大，就是第一大互联网，这还不配？
就这么称呼一下，有饼吧？一个个的
腾讯，无法无天的时候来了
双方的最大股东都是腾讯，你说是不是自家呢？
三国杀
烧钱已经结束，是时候开始收割了
斗虎？
斗虎？
禁止套娃。
小陈
边凉企，我爱杀
雷公助我
狗卡
没用，还有很多不知名的直播平台。垄断法管不着
花里胡俏
花里胡俏
跨太大，扯到蛋了。
裂开来
..........
狗卡
眼力见不行注定被淘汰
步子迈大了，扯着蛋了
腾讯托拉斯？
籽岷和炎黄早闹掰了
可怕
狗卡
凉企
脑子进水
蒸蒸日上
蒸蒸日上警告
太好了  ，
你有钱不会这么做吗
狗卡
太好了  ，终于不用下很多个app了
千播大战开玩笑的吗？
哇，浩方
这不是在谷歌广告打擦边球的软件吗
掌门人是真好用
一家独大会变成客大欺主
虎鱼
找一些桌游，杀鸡取卵
斗鱼管理层那没事了
这腾讯的势力真是大到离谱
我要听动动枪说话
腾讯搞垄断
大仙表示很淦
扯着蛋了
心疼大仙
大仙要怎么办啊
最左和最右面的分别是lbw之外的幻神，pdd和旭旭宝宝
加菲盐
tx老垄断了
八号打假赛提前倒下
腾讯都帮他完成了
斗牙（豆芽）
大仙表示很淦
yy时代结束了
虎鱼么？
起点活了啊
热血传奇
腾讯这么搞早晚出问题
最后，马化腾实现了这一目标。
凉企
而且这两家平台的流量大部分来自腾讯游戏
代码作为要挟
看来腾讯是想成为国内的谷歌啊
逐渐忘记标题
1
阅文集团
那张大仙不就又落到斗鱼手里了吗，完了呀
虎斗
企鹅互娱
放羊了，享受生活
？？晕了
才31岁！！！
太超前了
步子迈大了就容易……所以理想要有但不一定立即实现就是好的
斗虎
害，有钱真好
怎么没有波兰蠢驴（部落）
作死
这才是头脑
三国杀不还是被盛大卖了，淦
目前勉强听得懂
b
B站是不是也要腾讯资本
这就是有钱人的快乐吗
狗卡
虎鱼
前面的你别说，国外也收购了不少
、、、、
剩下yy和斗鱼了
垄断
浩方呢？
企鹅电竞怎么说？
盛大引进的游戏都很好玩 运营像个pi
用过
独山县表示两个都是弟弟
这是要垄断了
我用浩方玩过我的世界
8号打假赛提前倒下
买得起吗
其他的买得起吗
有妖气！！！！！！
黄盖赖死你
又是腾讯，直播要完了
熊猫好惨
请大家做好笔记，并规划为一张思维导图
豆芽
鱼牙
谁都打不过腾讯，老干妈说的
大家好我是渣渣恢
腾讯想垄断直播市场，还有其他行业，比如电子小说
大仙可以来B站
他俩合并后还有谁能竞争
完了完了
那大仙咋办啊
好牌打的稀巴烂
腾讯的精明之处就在于看似垄断，但是完全没有达到法律规定的垄断
好牌打的稀巴烂
腾讯垄断
是兄弟就来砍我
斗牙？
牙虎
然后。。一个都没出来。。。
三国杀！
滴滴打车
浩方好怀恋
白交了
三国杀排面
白菜价
步子大了，当时网络底子没这么深厚
一个企业涉及领域太多太大不是好事
帝国时代
腾讯养蛊养成了？？？？？？
凉企正当盛世
大资本家
垄断？
讲直播能从三国杀讲起，我惊了
豆芽腾空出世
也没垄断啊咋反垄断法了
职业道德呢
腾讯：有钱就是可以为所欲为
合并之后会不会叫鹅虎斗
狗卡
和隋炀帝一样 步子太大扯着蛋
一个独山县都没有
小陈，不愧是铁血刀斯林
腾讯已经花了十几亿买了虎牙的50.1%的股份
斗虎直播
虎鱼
b站tx也是第二大股东
大仙咋办
直播垄断对普通人没影响
腾讯已经垄断了
？  生放送还没交待来源呢
大司马vsig
一刀999
确实，游戏基本都是腾讯代理的
直接给他垄断了
反对垄断！
炎黄人设都崩了
屏幕呢？？？？
铁打的yy流水的直播
《三国杀》三易其主，边锋，盛大，油卡
三国杀，三易其主，边锋，盛大，油卡
飞机舒克233
垄断没好处
私有化？
蒸蒸日上
卡哇伊直播表示不服
浩方  
这尼玛不垄断？
垄断了啊
啊这，排面啊
扯着蛋了
哈哈哈  腾讯一统天下
边锋桌游？？
腾讯胃口不大？
前面那个就浙，号是买来的？
晕了，一知半解
大仙估计要被排挤了
腾讯就尼玛离谱
豆芽
垄断了？？
中国还不出反垄断法？
凉企
。三国杀
我也是用浩方玩我的世界
浩方和VS
lol是腾讯的，腾讯肯定说了算
又来垄断了
被申花搞死了
直播天下终归腾讯马氏
直播的人气高的不都是腾讯的游戏，你不在腾讯的平台播腾讯不让播你有辙吗
想屁吃啊，想一步登天
腾讯成了……
中间少了一段吧
得亏大仙和斗鱼闹的不是很僵
才有了后面全网直播时代
弹幕笑死我了
韦神不用赔钱了？
三国杀
握草，那其他平台没法活了
出现了键盘侠，手握键盘手动会
苟卡
腾讯now直播
凉企蒸蒸日上
b站有直播？(战术后仰)
SG？
苟卡
狗卡
聪明
bigo是yy的？？
？？？
原来是傻狗
禁止套娃
防垄断法出来一下
b站虽然有腾讯股份但腾讯持有的是没多少股权的z股，没法影响决策的。具体可以看b站相关视频解释
狗卡？？？？？？？？
鱼牙
当年多多少少也充了1000
删库跑路
浩方去哪了？
三国杀！
温州游戏茶苑nb
我们的bug没有游戏
我们的公司没有游戏，只有bug
张大仙怎么跳还是没有跳出五指山
三国杀不充钱没有游戏体验
狗卡正当盛世，氪些钱财又何妨。
狗卡
怡定药在一起
怡定药在一起
没有反垄断法来制止一下嘛。
狗卡
这还得了
小人啊你
底子太薄，痴心妄想
斗虎
这段我看过。。。。
取名叫豆芽~
又一个把自己玩死的公司
三国杀
武汉！
能不能别刷张大仙了烦不烦
？？？？
后面，就要开始收割了
行业垄断
豆芽
完了，该宰客了
狗卡蒸蒸日上，我们的bug没有游戏
虎纹鲨鱼
腾讯真够恶心的什么都要掺一脚
斗鱼赢了
用游戏对战平台联机都太low了，懂点网络知识的人都用内网穿透或端口转发
斗牙？虎鱼？
裆不疼吗
水军？
边凉企，我爱杀
雷公助我
斗企化虎
晕了
秦始皇表示不服
这绝对不是好事
日常恐高
扯到蛋了
韩红
三马食槽
  你认识榜一吗
哇噢噢噢噢陈天桥，好年轻啊
狗卡sgs
b战药丸
然后炸了
x x b b t x d y
反垄断又没有禁止收购
三国杀！
狗卡正当盛世，氪8亿又何妨
晕了
浩方
哔哩哔哩直播才什么体量，根本比不过这两家
虎牙的主机区风气被几个b搞坏了，直播内容也太拉胯了
黄盖：狗卡给爷表上史诗!
不是步子迈大了，是超出管理层的能力了，只管收购就运营不好。
用过
阿里巴巴也支持了b站啊
凉企
少杰
腾讯也有入股B站哦
苟卡
绝了这游戏真的，后来tx的英雄杀就是换了个皮
卧槽
最坏的时代要来了
握草，直接垄断了搞个屁
国企牛壁
.
盛大可惜了
哇哦
恭喜恭喜，企鹅又成功垄断一个行业
腾讯是不是打算垄断所有软件行业
又垄断了
给腾讯做了嫁衣
哈哈哈哈哈哈，起点文学网
想一统江湖
虎鲨那个站住
垄断了
腾讯大赢家
就是没谈拢。带着自己写的东西走了
这个bigo我见过
鲨鱼
键盘侠就是不知不觉的人吧
大仙无奈了
熊猫，龙珠，虎牙....全没了
原来在隔壁的生放送
勾卡
能不能做个人物关系图，这样说考试呢，是l搞得清啊
狗卡
腾讯拿钱耗死对手
还是我马哥牛逼
叫虎鲨啊
这家公司走起我们楼下hhhh战旗也是
搞垄断就是资本家手段，实在是想不到在中国这些资本家这么猖狂
资本垄断，开启付费观看直播时代
反垄断就是个屁
赵璇怎么办
叫虎纹鲨鱼？
大仙牛逼
那不就是斗鱼吗？虎牙高层都没啦？？
陈天桥不玩了，结果就是腾讯开始一家独大
垄断不是要罚款吗
想象着十几年后，这类视频里面的例子变成了腾讯和网易，，，
又搞线下。。。怎么这么多大佬都要作死搞线下
盛大的龙之谷！
豆芽那个可太秀了
动动枪小鸡仔神预测！！！
浩方是曾经的顶点
动动枪小鸡仔神预测！！！
鱼牙？
张大仙怎么办呢？
动动枪小鸡仔神预测！！！
步子迈的太大，扯到蛋了
动动枪小鸡仔神预测！！！
动动枪小鸡仔神预测！！！
盛大现在成了风投公司
动动枪小鸡仔神预测！！！
动动枪小鸡仔神预测！！！
到时候腾讯给你搞个防沉迷就难受了
虎鱼？
就是没有房地产
又是腾讯
八号打假赛提前倒下
蒸蒸日上
吊图一堆
二胖，
后面看直播只能开会员
小人
直播没了
被腾讯搞去又要开始不要脸的搞钱了
腾讯疯狂垄断各个行业
淘米也是
fgnb！rua！
多一点平台才有竞争，一家独大没好处，他想怎么搞就怎么搞，你还没办法
这个人很狠，很有头脑
还没到垄断的程度，但也差不多了
腾讯这十年近乎垄断了多少国内市场？
那不就是斗鱼吞了虎牙吗
完 全 垄
并不赞成合并，感觉合并后竞争更激烈了
大仙之前不是合约到了才跳槽的吗？
狗卡
边峰早凉了
11对战平台呢
hfnb
然后凉了
大仙只要把签约费弄少点斗鱼不会搞他的
时间这么长
斗牙？
8号打假赛的提前倒下
盛大？现在叫数犬罢了
这不垄断了？？？
666
凉企苟卡
腾讯大资本
最后便宜的腾讯
垄断消费者绝对没好处
斗虎直播（doge）
有亿点长
大仙有啥炸的，有腾讯亲爹的支持
九城魔兽世界
虎牙688
游卡司马
长陈士骏
虎鲨平台
野心很大
不
完了，腾讯要统治互联网了
咔
西游杀谁玩过纸牌
陈少杰最打动人的地方就是他的企业家精神
蒸蒸日上
腾讯也有B站的股份呀
想看原画请开会员（doge）
做烂了，真的可惜
豆芽
不多 还不如独山县
fgnb
蒸蒸日上
？？
我记不得许多名字。。
三国杀
财富自由了
没对赌的公司收购了也没用，核心都走人了
实卡好好的偏要玩网游
边锋是真的良心
腾讯也是B站股东
凉企正当盛世，兴些土木又何妨。
上浩方玩RPG遊戲 ，富甲天下，滿滿回憶湧上心頭，一晃14年過去了但腦海裡一幕幕場景就像昨日發生。
？？？？？？？
简直狗卡，座右铭是：我们的bug没有游戏
开始垄断了
只是时代早了一步，可惜了
三国杀
lj斗鱼
三国杀，英雄杀，西游杀，植物大战僵尸杀都玩过
怀缅过去常陶醉，一半乐事一半令人流泪，梦如人生快乐永记取，悲苦深刻藏骨髓。
理念很超前，支撑不起来，步子迈大了
苟卡
怡定药在一起
别忘了b站也是腾讯
陈天桥可惜了
珍惜你生命中的22分钟
垄断。。不知道
斗虎
三国杀，狗卡日常没有ma
虎鱼
我出生了
垄断大业终于完成
垄断开始
那就是大仙又回去了？
烧钱犯法的
腾讯688
这个生放送是隔壁站的，看你们不知道和你们说下
鱼长了虎牙？
大仙正常合同结束走人，斗鱼会跟钱过不去？
小破站坚持住
啧啧啧
小陈啊
花里胡哨 看不懂 溜了溜了
苟卡
好眼熟的视频啊
三国杀啊。。。
完了一家独大，行业要完
雷军
三国杀
血亏
大————仙————
虎鲨直播
斗虎可以
被美国中介搞了
斗虎
哎，不是早就合并了吗的感觉
陈总要变小陈了
忍者村大战玩过的举手
浩方666
三国杀排面
哈哈哈三个平台大仙都待过
小陈？
步子太大，扯到蛋了
被腾讯抄了
为王前驱。。。
没事 大仙去哪儿都行 来b站我也照样看
浩方我的青春
要是腾讯网易阿里巴巴合并......
玩过
斗牙
M皇？
bilibili才刚刚入场呢
步子太大 扯到蛋了
豆芽直播
起点
狗卡不是人
太可怕了 未来真是“腾讯帝国”的
游戏有版权   都播腾讯游戏  都要给钱
我们的凉企正蒸蒸日上
难怪三国杀卖给了油卡
已经垄断直播行业了，反垄断部门也不知道在做什么
八号打假赛的提前倒下
八号打假赛的提前倒下
企鹅赢了
ohhhhhhhhhhh
狗卡就是你
商战听得我好乱。。。
1
轩子就是没认清形势
最大的两个直播平台合并，剩下些猫猫狗狗吃残渣了
牛
这个厉害了
虎牙要没落了
不仅不充钱没游戏体验，一年少于五六万也没有游戏体验
斗鱼那尿性，垄断后更不是人了
败者食尘！
那时候小破站还在吗
腾讯起飞
狗卡
陈少杰就别吹了 人品垃圾
资本垄断？
超前
亏啊
败笑大神
腾讯国内成网络帝国了
讲个笑话，垄断头子tx支持反垄断
腾讯垄断了所有网络了
虎鲸
腾讯真的是胃口大
垄断意味着可以为所欲为了
资本入侵
自断命路
小宇热游直播
三国杀
fgnb
步子跨大了
起点真的IP很值钱啊
司马油卡
那大仙和韦神会被搞吗
直接给一个好游戏整成坑钱游戏了
狗卡
宇哥牛壁
11
虎鱼
腾讯入的B站股份没有决策权
狗卡
为
为什么啥公司都离不开腾讯
被世纪华通收购了
“步子迈大了，容易扯着蛋蛋。”
喂了狗
欢迎来到豆芽（斗牙）直播！！！
要收网了
跟我读，斯滴母
这不豆芽直播嘛
狗卡
我喜欢虎牙，为什么走的是虎牙的管理
籽岷可以和五歌橙子联动直播啦！
大仙还是没逃掉斗鱼的魔爪
凉企正当盛世，冲些小钱算什么
狗卡必凉
一家独大，以后没得选了
vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvip
苟卡
不止三年吧
虎纹鲨鱼
腾讯最大赢家
三国志14？
豆芽
狗卡
购卡没嘛
盛大什么垃圾搞坏一个个就跑路
是啊，热门游戏都是腾讯的
三国杀凉企
想法太超前了
天下归心？
混乱啊
鱼牙
斗牙
电脑端搜索栏来的
不说都忘了这个平台了
。。。。。。
我还记得当时说yy直播改名虎牙
天下归心
"想法太超前, 眼光挺不错的"
虎纹鲨鱼
啊
斗鱼网页卡的要命
垄断绝对没好事
小破站早晚也是走这条路
就这
想法是对的，步子太大了
斗鱼恶心的一匹
痴人说梦
虎鱼
小破站挺住？挺个p，腾讯早就入股了。没听过现在只有腾讯网络和其他么
企鹅帝国
一个平台不知道药水哥和周淑怡见了会不会尴尬
3/4个独山县
张大仙怎么办？和以前的老东家对头，肯定会过的很难
陈少杰斗鱼ceo
虎牙撤了?我感觉虎牙比斗鱼舒服
一家独大不是春
听我哥以前说过
小陈！？！？
屏幕绿了一下？？？
不亏是老马
建议反垄断调查
究竟是谁演了熊猫
Ohhhhhhhhh
都豆芽，肯定能获得不少流量，这个时代需要小丑心态
带恶人
战旗tv
威锋也是啊
肥婆 水沟…腾讯 版权 
三国杀没出那些奇怪武将前确实是很好的游戏
yy有雷军投资吧
傻狗论坛
某鱼老挖人
座好了
果然有钱的一个比一个不要脸
fgnb
为了乌兹去的虎牙
虎纹鲨鱼
作死
凉企
盛大真是傻
垄断后的直播
我黑屏了，难道就我一个？
豆芽也蛮好听的
b站会不会被腾讯收购
有钱为所欲为
浩方mc我的青春
xxbb来b站行不
凉企
浩方
@游卡
狗卡
腾讯基本就是买股份然后就不管了，
游卡
逼 狗？
这不小陈吗
苟卡：我们的游戏正在蒸蒸日上
糊涂啊！
边锋
游卡:wdnmd
师父别念了
JY?
竟然是dou（第四声）鱼
统(long)一（duan）
哇腾讯是真要玩垄断
之前还是国有的？
完了，腾讯垄断了
腾讯是真牛批
陈少杰是睿总高中同学
这算个锤子聪明，拿着项目鸽了甲方跑了？？
苟卡
完了 又被垄断了
wokao
三国杀!!!!!
虎牙没了，哪里还有虎字命名？？
腾    讯     帝      国
三国杀
我大老板
斗鱼高层掌权，那三天两头要割肉了
虎鱼
豆芽
有腾讯呢大仙没事
感觉b站直播会乘风起飞
阿
垄断不是好事
虎鱼
腾讯给你搞个付费看直播
Jy？
有玩过开阔传奇的小伙伴吗？
大鱼吞小鱼呗
改名  虎鲨直播！！
狗卡我不玩了，把钱还给我！
正因为有反垄断法，才会有b站的生存空间。
斗虎？
大仙来B站的话，估计要带走虎牙一大堆粉丝
tx牛批
三国杀
垄断了
这里背景是国贸诶，在我家旁边
还是比较喜欢虎牙，斗鱼太多广告
aabb没排面？？
优酷现在一大堆盗视频的
三家归晋
没有一家独大，快手抖音直播势头很猛的，阿b就算了
宇哥牛逼
311
狗卡，绝逼就是狗卡
最后都让腾讯给吃了。
反正我大王卡都免流
这个私有化真一言难尽，哎
是因为打不过快手了，所以急着合并
虎鲨
所以四驱兄弟可以重组了
三国杀！
浩方是我的童年
狗卡
吊图一堆
吊图一堆
豆芽好听
吊图一堆
那腾讯自家的企鹅呢
吊图一堆
我记得我玩三国杀的时候就是边锋的
太急了
斗鱼成为最大赢家
希望不是万恶的资本主义
现在你带走源代码试试？
吊图一堆
哎，以后一家独大
b站第一股东是谁
豆芽（斗牙）
大仙！！！！1
三国杀
小陈牛逼啊
这不是釜底抽薪么
腾讯nb！
人家腾讯有游戏让你播，腾讯不开心了我不让你斗鱼虎牙转播
然后拉胯了
这垄断啥了。。。。
腾讯还是die
无中生友
傻狗sg论坛？
卧槽bigo竟然是YY的
垄断了
垄断了
没办法毕竟都是腾讯代理，腾讯发行的。腾讯大赢家
那老子不看了 垃圾斗鱼
奶粉刚从B站去虎牙
飞机舒克233
陈总
虎纹鲨鱼
司马狗卡
斗牙
周公吐脯，天下归心
晕了
武汉斗鱼
肥水不流外人田
别给斗鱼的高层管理层呀！
斗虎吧
垄断必将衰落
扯到蛋了
版权大鳄腾讯
反垄断法
蒸蒸日上
习惯了腾讯垄断
反对垄断，以后一家独大，想咋就咋
大仙：每晚七点半鱼牙688不见不散
群雄逐鹿是真好玩
反垄断法。。。
害怕
大仙怎么办啊这样搞。
西游杀我玩过，唐僧好像才2血
扯着淡了
这进度条ilil
小陈？
斗牙？虎鱼？
qq对战平台也很好用
苟卡
虎鲨直播
腾讯一个小学生企业也配叫爸爸？
腾讯基本上不就是国家的蛮
一刀999不思进取
垄断了？
虎鲨
这是垄断了吧
腾讯已经在垄断了，还不管会出大问题
三国志，司马家族后面的大佬（腾讯）
养蛊
狗卡
三国杀气死人
运营烂的要死
腾讯儿子，不是我爸爸，是你爸爸
曾经的dota和澄海
嗯鱼斗牙虎闪亮登场~~~
谁叫我
tencent
土豆网点赞
想多了 迪士尼后面有CIA扶持的
狗卡你是真的没。。。
哈哈哈哈哈，三分归晋啊！
如果是公司员工  代码属于公司
我还是安心看我的cc直播吧
这玩意不是搞垄断。。。。？
超玩是什么吊东西？我只知道哥谭
起点现在和电视剧一起是真的nb
改名叫腾讯直播
企鹅电竞呢
垄断是必然，不然用10多个平台
财务自由
AC高管拆生放送是真的脑子进水了
弔图一堆
蒸蒸日上
所以有什么是腾讯不能不能干的吗？
腾讯是你爸爸
现在虎牙比斗鱼强太多了
别忘了bilibili
豆芽多好
流氓腾讯
在二大爷面前就是个p
想多了
老马又整这玩意了
起凡
少了隔壁吧
1
一个都没听说过
反垄断法不管管？
盛大真的不行
用过游侠对战平台的举个手
企鹅直播
鱼牙
杭州边锋真的有名
斗牙
一产业垄断之后，就没有竞争力了
？？？腾讯这种事情干少了？
这垄断的就离谱了，两个都是大平台
熊猫是很可惜的，
你tm也把企鹅电竞搁里边吧，反正都是一家的
之前的直播平台好多现在都没了
腾讯做这么大迟早完蛋
反垄断！！！
三国杀可惜了
♂
评论你的都报真的假 
评论里的都不知道真的假 
难怪了，斗鱼风格从这来的
狗卡桌游
凉心企业
老玩家不和我心意，全离开啊
反垄断法呢
建议自己去看垄断的真正含义和我们国家的反垄断法，不要直接在这里说垄断不垄断的
大仙来b站，你也太看得起逼站了
草
股份合并而已
垄断法不管一下吗
软件应该不合并
狗卡！！
建议张大仙来b站吧
大仙危啊
虎纹鲨鱼
不算垄断
三国杀
11
啊这
扯到蛋了
蒸蒸日上！
所以叫斗虎？
边锋。。。
凉企
大仙怎么办
不，是企鹅直播
陈天桥从来就看不起游戏
环球海钓
张大仙
ntyy
怎么跟听历史课一样
说这么详细干嘛，奔主题不好么
希望斗鱼不要被染丑了
大仙和轩子怎么办
反垄断
monopolize
？？
狗卡凉企
PC端搜索栏通知书
大仙痛哭
有话快说
都是你们的钱
良企
斗虎
凉企
三国杀八年花了我2万多
雷军
炙手可热是贬义词
战旗直播的三国杀是我第一次接触直播
野心太大
蒸蒸日上
什么是垄断都不知道在这刷？？？？
事实证明这个策略没问题
威胁老板？？
大仙应该要去熊猫了
虎投鱼
狗卡
一家独大挺恐怖的。。。
感觉腾讯应该被反垄断机构调查
大仙从斗鱼去了虎牙，又回到了斗鱼
腾讯不会太大了吗
nb
？？？？？？？？
继续垄断
？？？斗鱼的高层
动不动就说垄断/。你以为别人都啥子？腾讯傻还是监管傻？
这不是JY?
不想看了，虎牙也卸载了
腾讯垄断啊，阿里在哪里
你以为没腾讯给钱做的起来？
好好学学反垄断法再弹幕吹
确实，直播玩的游戏大多是腾讯旗下的
企鹅电竞和进去吗
卧槽
才0.75独，太少了
三国杀
三国杀那玩意坑钱狠得一匹
资本寡头
太抽象了
糊涂
虎鲨
豆腐（斗虎）？！
腾讯，永远滴神！
凉企正当盛世，冲些元宝又何妨
11啊
垄断
凉企正当盛世，冲些元宝又何妨
企鹅最后不会成为国中国吧，所有东西都垄断
你们还信这个反垄断法?
大仙可以来b站了
6
糊涂啊
行情不好了，赶快套现
大仙咋办
斯迪姆
垃圾盛大
腾讯直播干不过同行？那就把同行收购
RNG 危
基德基德
朱一旦?
起凡对战平台
熊猫干啥呢哈哈哈哈哈
盛大一手好牌打烂
真正常啊都倒了几个平台了
反垄断调查呢？
进入资本垄断时期了
反垄断法第五条：经营者可以通过公平竞争、自愿联合，依法实施集中，扩大经营规模，提高市场竞争能力。
搜索栏通知书
中国亡于直播
豆芽直播
豆芽？
防止平台恶意竞争可还行2333
反垄断法是允许垄断状态存在的
盛大这么有钱啊卧槽
大仙可以来B站
飞机陈
经营者集中
这个人来过我们学校 签了什么电竞学院
鹅场，你们继续秀，继续为我打基础
鱼牙
对，腾讯版权太nb了
腾讯虎（互）鱼（娱）
大仙从企鹅到虎牙。。。有得回去了？？
b站直播不挣钱的
要做寡头了吗
完了
lol版权在腾讯，离开同学不能播腾讯游戏，只播单机吗
三国杀
卡哇伊的站住，你不对劲
弹幕懂哥来了
传奇太庞大了控制不住
毒瘤
诶弹幕了
韦神款号
陈天桥是盛大的老总
不必多说一家独大，这是腾讯自己挣来的，其他公司没有竞争力是他们的事情
蒸蒸日上
我靠，辕华
舒克贝塔
哇唔是苟卡耶！！
SG？？？？？
垄断了
腾讯要垄断整个互联网吗？
在等几年b站也是了
希望不会沦为腾讯一家独大，虽然统一有许多好处
屏幕绿了
斗牙
三国杀还是可以白嫖的。
你不会快进吗？没手也能打字？
这声音好像jy
实际上他们都是腾讯家的，最大的资本和股东都是腾讯系的、。
苟卡
狗卡正当盛世，氪点金又何妨
腾讯是真的厉害啊，现在活多比较火的软件都有腾讯的股份，等时机成熟了就吞掉，感觉网络娱乐这一块要被腾讯全部吞掉啊。
蒸蒸日上哦
腾讯一家独大了啊
以为腾讯在B站没股份是吧？
我的大仙啊！！！
Vs对战平台
(⊙o⊙)哦
垄断
流星蝴蝶剑 cs1.6 浩方dddd
玩我的世界用过浩方
腾讯有人有钱搞这个部门，没人搞游戏客服吗
边锋三国杀
反垄断法就是放屁
豆芽？
这……
狗卡
司帝姆
爱了
fgnb
资本的时代
整个虎牙就你家大仙？？？？
合并之后叫啥，鹅斗虎吗
这个有点意思了，以后可以用一个平台了
盛大是真的可惜
可惜
合并了不太好  二强或者三强更好
三国杀！
三国杀
主要是最大平台合并
神仙打架小弟遭殃，这一闹又得死一些直播平台
虎鲸！
b站难顶了
从入门到删库跑路
豆芽
步子迈大，扯到胯了
企鹅电竞本就是腾讯的，只不过专注游戏而已
知道这个
上流
斗鱼688不见不散
陈少杰和陈睿关系不错
直播圈满是套路早就不看了
三马同槽
牛逼
哪圆滑了
蒸蒸日上。
王思聪一手炒出的网红泡沫
狗卡比凉
腾讯直播
步子太大，容易扯着蛋
可惜了
怕不是下一个悦文
触手
垃圾狗卡，司马爆率低到死
浩方MC联机比网易好
腾讯一样是B站的股东
游卡！！！
狗卡，凉企
英雄杀
终于等到你，虎纹鲨鱼
万箭齐发
我就叫陈少杰，总感觉up在叫我
凉企蒸蒸日上
陈天桥不好好做游戏天天搞这搞那把自己搞死了
前面的，线下线上我也花了不少了2万起步
31岁的中国首富。网络YY小说都不敢这么写
所以说，网游赚钱。
11
天天看到这个广告
哇，这个游戏茶苑好怀念啊，小时候一直看大人玩
狗卡
小陈
要开始垄断了
SG
完了。我的大仙
大仙怎么办啊…
小陈
成少杰这么看来确实有所谓的远见卓识
凉企
腾讯儿子
哈哈哈哈哈哈哈哈哈哈
飞机舒克233
我天
四di目
哈哈哈sg
腾讯只要愿意，任何平台都播不了腾讯的游戏
三国杀，谁玩谁知道
渡边？？
QQ对战平台
企鹅电竞是什么
fgnb
打假赛的
还是要感谢4G
上香
其实大仙可以来B站的(∩❛ڡ❛∩)
哈哈哈哈哈哈哈哈哈哈哈
似曾相识的操作
雷军 还好跑的早
青春
万恶的资本主义
"怎么感觉少了一截,是因为在B不能提A嘛"
垄断了
不是好事
哈哈超级
没竞争，苦的是观众，没好内容了
b站大股东也是腾讯噢
？
腾讯再怎么搞也是在国家的控制下，他翻不了天
反托拉斯！！！
没瓜子 不看了
腾讯不会做东西，只会搞资本垄断收购拿别人的胜利成果，腾讯一家独大，中国各个行业会变成什么样？
完了完了直播界也垄断了
不是，这大仙是谁啊？？一直有看见发？？？？
三国杀风靡中国的纸片游戏，和游戏王并驾齐驱
人傻
领先时代了，真的可惜
