哦吼，第一第一！
有内味了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
好听！！！
？？？
动次打次
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
不算glitch
这个好听诶
众所周知博人传是消防用品的一种
这个！
02年？
aaa！
比博燃
我擦
刻刻op的歌手
18分钟
玩文字梗草
在歌单里很长时间
星有野 风格~
喜欢！
叮
十八分钟！我也算出息了
诶
三厨狂喜
探头
666
ohhhhhhhhhhhhh手机那一期的！
哇
这首歌我感觉逛HM的时候听过
比博燃hhhhh
有没有冷门的2333
听懂音响
等等，听了这首歌……有……有画面了
这个还好吧不算冷门
好听
热乎的
越共探头
喜欢！
推荐一首冷门英文歌arcade巨好听
这歌在网抑云有700多条评论
ohhhh
在歌单里！
厉害
好家伙第一首就开始搜歌了
？
挖草，夏宝
比博燃
美丽之物
有碧梨内味儿了
一年！
日推来的
2
剌啦剌啦
开始添加到Apple Music音乐哭
啊啊啊啊
在歌单的
3
riri！！！
有异度侵入內味
比博燃
空灵
芜湖
封面原神
在歌单好几年了
草
芜湖，有
太喜欢这个系列了
hhhhh
这首我有！
乞丐敲碗
黑鲨
喜欢
惊了这首歌昨天还上过我的热推
啊啊啊好听的
越共探头
这个我喜欢
quiet
我更推荐重返极夜的版本
00后都这么有才了
听了两年了都
美丽之物超棒！
DJ
听过
这首歌在之前的视频中用过
好
致命女人
啊啊啊啊啊来了
听过，在我歌单里
神曲
怎么有点像香蕉君经典舞曲  /狗头
刚刚是什么
这首也几年了
啊啊啊啊好好听
战双！！！！
爱了爱了
已经下了
适合做谱（
我可以
电影Drive
爱了
闷了点
战双
mp3里有，Elephante真的是宝藏华裔DJ，他的歌都挺好！
不冷门
！！！！！！！
前两个不冷门
这首冷的出奇
听过
保留歌曲
啊啊啊啊啊啊啊啊
请收下我的膝盖
SH永远的神！！！！！！！
马牛壁空港神曲
好耶
美丽之物
啊啊啊啊啊这首超好听！
鼓点和气短女声是我永远的狙击点
好听
带耳机
卧槽
比博燃草hhh，简单的推荐理由
热乎
。。。
啊啊啊这个个人超喜欢，卷舌
不评论
全一个风格的
探头
这个不冷吧
我的菜
这也不冷门
那就说明这歌就十二秒好听（bushi）
俊豪金碟
哇！
yyds
探头
一点都不冷门！！！
越共探头
NAGI！！！！！！！！
之前拍照视频里的BGM
草
草
哈哈哈
我有
蕉迟但到
aura！
wc spylent
5/18
！
三连了
哇这个好！
yyds
因为13秒就侵权啦
?
爱了爱了
GTAV
5/20
？？？
老歌
越共探头
yyds
好喜欢
爷青回
这首听了好久了
哈哈哈，给拉导跪了
emmm。。。有亿点点像
3/4
草
3/5
前方高能
听过
听懂音响
Dance In the
是不比博人传燃 不是比博人传不燃
哈哈哈哈哈
歌单里有
好听
孤胆车神
同龄
护手霜小姐姐
空灵
听了好久
越共探头
很lounge
去年的我还缓存着
草
椅子！
听了
爱了！
马克
空港24！难不代表不可能
她的call特别好听！！！
打机打到熟
马克
去年不是10秒吗
钉
这个算热门
？！！！！
开头一秒直接收藏！
好耶好耶
空中花园
我洗个脸都比博人传燃，说这
国家宝藏np
烫手
烫手
gta5里有听到过
听过
我也是收藏的这首翻唱！
yuna的歌都好听
这个真的好听
11111111
白鲨狂喜
好
2/2
我喜欢原唱
国家宝藏yyds
cao比博燃！
全体起立
刻刻的ed好像就是他唱的
这首不冷门，听了好多年了
这个不错
你也知道
探头
不要在其他平台上发评论！
听懂音响
！！！
晚上开车听？开啥车？
啊啊black bird赛高！
谢大脚？
暂停找耳机
战双！
暗黑系列我喜欢
谁在敲碗
好
果然又是年更系列
在你频道听过！当时就收藏了
FELT最喜欢的一首，就如原曲名般空灵澄澈
哄
Yuna太好听啦
！/
不喜欢的没必要专门发弹幕说一下哈
国家宝藏！！！！！！！！！！！！！！
有酒保行动的感觉
探头
马牛逼空港知道的
吓得我赶紧戴了个耳机
超喜欢
爱了爱了
探头
歌单里有
起飞！
我的宝藏啊啊啊啊啊啊
听懂耳机用的歌
中
直接喜欢
?
这个也比博然
我聽過!!
第一首好像安利过了
歌单里有
哈哈哈哈哈哈
这不爽飞
OK，终于去搜了
我超喜欢他
听过了
耳朵灌水
好第一首听过
美丽之物
啦啦啦啦
他的 I'am OK 很不错
暂停带耳机
sound horizon！
这个以前循环了一天
剌腊剌腊（）
Sound Horizon!
歌单有
这首也听过了
wow
这首不冷门吧……某软件都4w评论了
！美丽之物！超级好听！！
！这个喜欢
搜这个乐团就可以找到！
强推一波鸦羽版本战斗曲
这个好好听啊
在
techno
yyds
?????
这首歌，绝爱
夺笋呐
可以
哇，我列表里很久的歌了
国旗好评
听过
俊晖用过
草
啊啊啊啊啊啊啊黑鸟
探头
脑子里有谱了
好听
第一首就爱了
美丽之物，我甚至写过文！！！
草
二次元里不冷门啦
双宝排面！！！
可是这些爆款我也没听过
↑这封面的灯是跟LKs借的吗？doge
相对冷门呀姐妹们
被daily mix推到过
。
亚撒西
同款
肝疼
别说这歌了我打个喷嚏都比博燃
AAA赛高！！！
草
？
美丽之物！
非酋抄袭这首歌吗
哦哦哦哦哦哦
可惜FELT解散了
LHC!!!
好听
卧槽
这真的好听
越听越好听
03年……
AAA!
？这还不火
年更节目
付费嘤嘤嘤
听过
觉得冷了
宝藏
？？？？这算冷门
彳亍
？？
比某燃
三连了
这个太火了
爷青回
1 1 1
好像碧梨
前方高能
前方高能
riri!
前方高能
我歌单有
幽静之美
听两年了啊啊啊啊
打五把CSGO
啊啊啊啊啊啊啊啊啊这个我歌单里好几年了！！！
妈耶！！！！我的宝藏啊啊啊啊！！！
啊这
战双！出息了呀！
0
这个好听
给他爱5
国家宝藏里好多特别好的音乐
woc
卧槽这人声
热乎
极地暗流很棒唉！
战双的人声和声都很好听！
真的不行
前方高能
每个人的品味不一样吧。
爷青回
macbook很舒服
不行
！！！
越共探头
双宝！
《相对冷门》
在歌单里
她的you know what？也好听
请问尔提哦皮；
跨年晚会万物笙
似乎在哪个NBA混剪听过
匪  味  十  足
终于来一首歌单里有的了
歌单有啊啊啊啊啊！！！！！
这个宝藏！歌单里有！
哈哈哈哈哈哈
？？？
探头
听过！！
好好听
这个很早就在我歌单里了
歌单里有！
总算有一首来感觉了
YUna听她最近的专辑就好了
很好听！
先赞再看
拉导这不都是爆款吗
车万探头
没错你卡了
Madeline草，我想到了蔚蓝（大雾）
吹爆
你在枪战亮出了匕首
前方高能
这首前两天刚日推过
这首之前一直循环的
越共探头
美丽之物
好听！！！
这首歌我初中就很喜欢呀
战宝
雷元素
！！！
爱了啊这一首
你是谁
啊啊啊啊啊啊
越共探头
越共探头
哈哈哈吼吼
索尼xm4来了
g house少有的慢
啊啊啊啊这首超爱！！
虽然不玩战双了，但这首歌真的好听
谁曾想到他唱过《春光灿烂猪八戒》的op
热门
啊这种我就不行了
开车看海
得，阿婆主和我的喜好不一样
掏出我的原道
这个歌！我当时随机放的时候就收了
听懂系列老歌
这就有一年了？
dotawtf 买定离手
1
课代表在哪，我都要！
hhhhhhhhhhhhhhh
比博燃
1年多1秒
亡命驾驶里的歌
挖槽这个人声
不行
吹爆这首
见封进
见封进
见封进
可可可
我歌单里
00后都21岁，只是我们老了而已
无情比博然
techno，啊这，想起了techonblade
节奏感很重
印尼宽带可还行
节奏感很重
守林人认可你的眼光
黑武士
音乐盒
车车人集合
战双的音乐一直很不错
战双排面
战双？？！
可以
哈哈哈
有年代感
………
又这首 这个词太悲伤了
都是爆款啊
黑武士
双宝！
20岁了还没看过海，不知其味
！！！
合成器浪潮？
美丽之物呜呜呜呜！！！！
这首很喜欢！
你把爱情给了谁，不管我憔悴
全程抖腿
他超棒！！！
国家宝藏
吴彤 好春光的那个
哭红眼睛挽不回心一点点碎
一上来就是我有的？？？
sound horizon！！
?
征服我了
？？
马牛逼
见原神进
+
这个紫色的魔方封面是我喜欢的感觉！~
《相对冷门》
你管这叫冷门
spylent!
哇偶
哈哈哈
炸出一堆马吹 hhh
琉璃吧
《刻刻》有一首歌也是他唱的！
ohhhhhhhhh这首
越共探头
蒸 的 不 错
好了，我去搜《你把爱情给了谁了》
这首听着好chill啊
我好像看到了战双
草
？？？，重新定义冷门
我老婆！
美丽之物！
搞笑一家人第一部最后一集很像慢节奏版
好
在歌单！李白yyds
酒保行动+2
这么多首都是听鼓的？
很复古啊
!
越共抬头
爱了
越共探头
越共抬头
草
这个超好听
爷青回
House人狂喜
求课代表
草
听过
听过
來了來了
这首早就被你的视频BGM里安利过啦
越共探头
10到11到12，等差数列
国家宝藏牛逼
啊啊啊啊啊啊啊啊
这个好诶
这首歌我歌单很早就有了
万万没想到，在拉导视频里能看见战双
真~~~卡
宝藏
探头
全体起立！
哇啊啊啊啊啊啊啊啊啊！我超爱！
别说了，DNA动了
sound horizon几乎所有的音乐都很好听，而且都有故事，是个大坑
这个音乐团体的核心人物是revo，没错就是红莲弓矢的那个revo
爱了爱了
听过
战双这歌配上白毛那场战斗很有味儿
冲冲冲！！！！！
老歌了
这个我超级推荐！！！！！！！！！！！！！
？
《冷门》
感觉不如她的 YOU KNOW WHAT 啊
东方日常
右下角战双
02？！
退隐
课代表在哪？！！！
四百冷
这歌首真的好听啊，感觉站在海边，嗅着一股悲伤的味道
噗
这还不冷门?
你管这首歌冷？
草
很喜欢这个女歌手
自♂由的气息
可以
有点熟悉
这里的BGM是啥呀？
???
打五把CSGO
美丽之物直接把我炸出来了
众所周知博是种不可燃物
超好听
在喜欢电音future bass领域来说它可不冷
爷歌单有！
多冷
《冷门》
无相之雷？
霓虹风
全体起立
！！！！！
有了
因为被捧太高觉得自己不配就隐退的小哥哥
哇这首太戳我了
四百冷出息了！！！
战双要火
TRANCE  永远滴神
哈哈哈哈哈哈
好大的歌，肯定是俄罗斯人
这首歌在我歌单好多年了！
不行
我奶奶散步都比博人传燃
我天
啊这歌老早之前就听了
白鲨排面
哈哈哈
有的！
卧槽拉倒还听Techno
探头
美丽之物听了好多年了
战双天下第一!
致命女人
越共探头
这首，大赞。
四百冷排面！！！
在歌单里
更喜欢panic room
这不冷门了！！！
断眉前女友
听过
riri啊！听了好多年了；；
正好缺歌了！！！
战双！！！！
探头
这首！！我滴宝藏！！
riri的歌都很好听，声线太棒了
拉导有关注过Valorant的音乐吗 感觉可以做一期视频  期待
这个歌手 冷门啊
嗷！！
夜间出租车？
！！！
越共探头
草
02……
！！！！！！！！！！！！！
GTA那味儿
03………………
正吃着饭我寻思咋播在播我音乐
！！！存了好久竟然有这个
划重点不要去评论！还看到有人去刷存在感！
《冷门》
战双
好耳熟！？
潮又烂
！！听了好几年了
！！听了好几年了！！！
哇
好听！
月宫探头！！！
Lks这里怎么也有猴子
看成武德充沛
想起了香蕉君
这首真听过！很不错
这个惊艳了
听过！
Apple Music有推荐过
刷碧梨的人，稍微注意点
马牛逼空港！
蛋饺肉丝
挺喜欢一首老歌了
这个超棒！！！
哇
最近发现的！
我的歌单
给03年丢脸了
都好熟悉咋回事
0
过年啦
拒绝抖音
一群憨憨听不懂什么叫“相对”
！
我有听过！
好汀
泥巴爱情给了谁我听过哈哈哈
有，真的好听，吹爆
四百冷！！！！
我歌单居然有这首
刻里面的
upliftingtrance可海星哈哈哈哈
在我歌单里面！
当场开启分屏找歌
燃
美丽之物！
这还冷啊
有的
专辑封面好好看
啊啊啊啊啊啊
这不冷门啊
冷起来了
上头！
迈阿密的感觉
第一首就把我征服了
这是我歌单中的宝藏
我想知道我不是一个人没忍住搜了爱情给了谁
我听了很久
好听
AAA！
马NB空港
为啥拉导这么懂我呢？！
这首超爱
可以
探头
UP TRANCE永远的神
全体起立
无相之雷
可以
铁壳诺俺来了
敲不锈钢盆
这个封面嘶。。。。
冷门？
战双
这首的吉他都是采样包的
阿这 不是日语歌就冷门啊
yyds吴彤
好听！
！！！
好听！ohhhhhhhhhhhhhhhh
有CSGO音乐盒内味儿了
我爱刚才那首
这首在我的收藏里面哈哈
美丽之物！！！！
居然是这首歌
这..
Au/Ra！
wow
这首我有！
战双
ちゃんみな不冷門吧...
好春光！
好喜欢这个系列
先赞后看，已为习惯
所以听懂耳机什么时候更新
哈哈哈哈
haoting!
ohhhhhhhhhhhhhh！！！！！！！
ohhhhhhhh！！！！hhh
冷 门
比博燃哈哈哈哈哈
草
到目前为止一首都没听过，也没很心动的
博人传是不可燃物（doge）
这个还行
ohhhhhhhhhhhhhhh！！！！！
！！！！
草
听过！！！
也有可能只有这12秒能怦然心动
《相对冷门》
E A 7
就三个字
？？？？
越共探头
东方
草
ohhhhhhhhh
越共探头
这首竟然冷门吗
！！居然在这听到了
这个不是挺多人听
hhhhhhhhh
riri不做音乐了，好可惜的
听着很熟悉
看见原神就点了进来
太冷门了！
ohhhhhhhhhhh
早就在歌单里了……
重新定义冷门
听懂音箱
听懂音响！
没错你卡了
好活
我U盘19772首歌，全电音，我像缺歌的人吗
哈哈战双
有了
天圆地方也不错
好家伙
越共探头
越共探头
草   都在我歌单里
没人注意下面的黄点吗 我特么差点把屏幕扣破
啊啊啊啊啊我认识这支专辑啊啊啊啊
这手镯真大
比博燃
有了
啊啊啊啊！！！
还以为是匹老板的Solw Motion
好！
哈哈哈哈哈哈哈哈哈哈哈哈
好家伙我有
歌单里的!!
战双？
trance好耶
yyds
卡了
好耶
black bird      yyds
吹爆这首
有了
“守林人很认可丽芙的战略眼光。。”
呜呜呜AAA！！！
ddc四boss曲我傻了
我打了个冷灿
哎呀wc了啊
这首爱了
没错，你卡了
不错
草
越共探头
！！！品味相同
哈哈哈
这个之前就想听 但因为要会员所以没听！
爱了
亡命驾驶？
守林人？？？
声音好好听
好棒！
可以
草
不冷门
大气
博人传，不可燃，不助燃
11秒
13秒什么时候更新
《游戏我没玩》
@！！！！！！！！！！
给他爱5
回归了已经！！
这已经是比较火的歌了
？？？？？？？？
搜不到
美丽之物
GTA？？
我也是
掏出我的akg
这个歌手所有的歌都很好（一首歌一个故事）
好耶
安利《将进酒》啊！！！！
S P Y L E N T
.！！！！！！
这个好经典
这样好
我是第一万币
有股玩gta开车的感觉
哇哇哇哇哇哇哇哇哇哇哇哇
03年 厉害！
经典哦
老了
AAA
果断收藏
马牛逼yyds
你管这叫冷门？
这个女歌手我超爱的！强烈安利
音乐区up主雷克赛
好耶！
好一个冷门
冷 门
我？？？
草￼
wc
已经一年了？！
在歌单！！
早在我的列表里了！
有了
奶青回
这冷门？
起飞！！！极地三首都是神曲级别的
草
德国出品
有的
听不懂
？
不好听
越共探头
这首顶
这特么冷门吗
越共探头
真力8030
草
夏洛克，劳伦斯!!!!
在俊晖那里听过
太草了这个哈哈哈
这个
这个很火
之前LKS跟其他up主看星星就找了！建议去看那期！
lol编年史怎么就不更了，呜呜呜
翻唱啊注意不是原唱所以说冷门
比博燃哈哈哈哈
！！
终于有一首我歌单里的了
收车里了
就根本不看描述是吗？推荐的是翻唱版本
请大家不要在网易云刷了求求了
这首超好听！
！！！战双
这个好听！
老板粉！！！
AAA的
美丽之物，听了好几年了
战双？
《冷门》
"我听过她的另一首歌《ghost》,推荐大家也听一下"
╭(°A°`)╮
冷门可还行
战双排面！！！！
推荐这个作者的Infinity!
马牛逼yyds
弛放
哦哦哦哦，这首超爱的！
卧槽…真正的童年出现了！
！！！
这个抖音火过了
？冷门？
失恋的时候听哭过哈哈
?????
冷门？
nb
探头
老这首歌熟人了
black bird！！！！！！！！！！！！我单曲循环好长一段时间了！！！
听懂系列祖传歌曲
lks真的好吃编曲啊，我不行。
上头
这个音响难推
剧版斗罗真没博人传燃2333
草
！！！
这个真不冷门
?我小时候就听过hhhh
！！
终于有首我在听的了
草
？？？？
越共狂喜
好快啊，一年了
这个我自己搜到的
战双！
啊啊啊啊
woc
四百冷！
这个怎么那么像香蕉君的背景音乐。。。
？？？？？
听了两秒就去搜歌了
有有有
好家伙还有techno
techno 永 远 的 神
美丽之物
ohhhhhh
techno！！！
就你懂 你要不说爷还看不见 挥之不去了。↑
终于有在我歌单里的歌啦
草
上次我加了30首歌到歌单，好好听
？？？？？？？？？？？？？？？？
这是不是推荐过了?
鸭鸭！
听过！！
阿哲！
双厨狂喜
握草第一首就听过
口琴必吹神曲
非常好听
好耶
更比剧斗燃
老早就听过了
ohhhhhhhhhh
可以可以可以
搜出来已下载
永远滴神！！！！！
终于有人听她了吗
双宝！
超爱
冷门
哦吼！
！：！！！
炸出来了
美丽之物
03太牛了吧
！！！！
好家伙
好听！歌单好多年了！
有GTA那味了
你把爱情给了谁
这么快就一年了
草
这歌可不冷门
草
woc，这首直接升天。
我干
这首！
听歌识曲可不是这个
好大！！！
好家伙
什么？！她02年的？？？？
这个上头
有的歌也许只有这12秒好听啊
FELT，永远的神
竟然不是仙才叹
我有!!!
这是发热女巫还是felt的？
草...草色入帘青！
战双要火
c
FELT！！！！
这歌就一年，听了两年可还行
最初的梦想！？
你把爱情给了谁~
ohhhhh spylent
爷青回
上一首
听了好几年了
听了好久的黑鸟
03？
开头骗赞，太狗了（dogo）
这冷门么
这是晚安曲妈
全是节奏很强的
没错，你卡了
炸出
我有！
也有也有
NAGI是东方FELT社团主催，FELT停止活动后，他进入商业领域，比如魔女之旅op就是他写的
草
战双，好耶
有点小腾内味儿
越共探头
她是02年的！？
全体起立
这位姐姐和Alan walker合作过很多首，上次的《ghost》也很不错
耳熟
？？？？？
没错，你卡了
草
这个歌手翻唱的新宝岛我收藏了
凯  迪  拉  克  敞  篷  车？
老歌了
网易云techon工业电子
空港
好听！
啊啊啊啊啊啊啊啊啊啊啊
坐等undertale
tech真的冷门
爷青回！！！！！！！
《冷门》
草
这是你视频里的
有点像planet
Techno锤爆
草
在外网太火了这歌
我大車萬還能再戰500年
比上一次又多了一秒 好耶
这
alo仙女座前来应战
都听过哈哈哈
好
！
来了！
有点蒸汽朋克的感觉
比勃然
这个听了好久了，超爱
鲨我
美丽之物
听过
ohhhhhhhhhhhhhhhhhh
啊啊啊啊啊我最喜欢的歌！！！我冲了！！！
今天刚听
越共探头
战双！
FELT!
？
爷青回
听过
《凤凰战士》
666
图个了，音？还是得，，，
这是给你推荐歌不是推荐冷门歌……
抖音火关b站啥事?
这不冷啊
超级好听！！
比博燃
反手一个赞
爱了爱了
好耶
卍冷    门卍
《 冷 门 》
绝了
比博燃23333
hhhhhhhhhhhhhhhh
超喜欢
woc
好耶
太经典了吧
SH 10年老粉
原神？
粉了
这个歌手我太爱了！！就是有点可惜退圈了好像
香香的粉丝哈哈哈
吴老师
比      博      燃
这个不冷哈哈哈哈
肝疼。。
！！！！！！
冷得我打喷嚏了
这首歌居然上榜了？？
！！！！！！我的宝藏
掏出我的铁三角
《相对冷门》??
好耶事白毛！
Spylent没来冠军就是劳 姿 得 鸭鸭！
啊啊啊这个超好听
卧槽
这首以前经常循环
这个喜欢
这首有！
他少年音超好听去网抑云各位铁铁
这种也太难听了
Kurz
这肯定不算小众啊。
冷门？？？
！這個我也聽！超級好聽
四百冷yyds
ohhhhhhhhhh！！
竟然有这首
在歌单几年了
越共探头
你管这俩叫 冷门？
我一听这么强的鼓点，就感觉是beatsaber的歌
这首直接炸出来
草
越共探头
这首歌在我歌单里都不知道多少年了
啊啊啊啊啊啊啊啊啊啊啊啊我的宝藏歌
绝了都太好听了
又多一秒
文化人就是不一样  不紧不慢不说不紧不慢说不急不徐  讲究
？草
这手机真大
好耶
《大腿转转酒吧》
我有！
喜欢喜欢
草
超喜欢这个
！
多了·一秒
我健身专用歌曲
ohhhhhh
不行
ohohohohoohohoh
听过
喜欢听它的纯音乐
东方！！
原来你也玩原神
怪奇物语的感觉
今天刚点喜欢！
草
越共探头
刀光
这首歌刚出我就收藏了
吴彤老师yyds
你把爱情给了谁 不管我憔悴
喜欢
这个不冷吧
woc
好家伙
马上去办
还以为我屏幕烧了
厉害
有感觉了
战双！
NAGI！！！！！！！！永远的神！！！！！
草，最近刚好在听这首
双杀
芜湖！喜欢的女生给我推的！
666
？？？？
听懂音响系列
b点下包必听
啊啊啊啊啊spylent，就在b站，快去搜
这首听爆了
探头
香蕉君（幻听
AWSL，超喜欢这歌
屑rick的英伦电子风
越共探头
这首上瘾
已经下了 哈哈哈
没想到这么多年了
？？？？
这歌从l k s这听过
冷门
我刚好就卡了，这个点
这冷门？？？？？？？？？？？？？？？？？？？？？？？？？？
战双牛逼，最喜欢这首
听过！！！
？？？？
03年
战双！
ohhhhh
不冷门吧
我是fw
csgiao~
谢谢，歌找到了，但是车哪里领？
刚刚搜了歌，已经把刷up名字的全举报了
他的歌都好听的，可以去听听
啊啊啊
听过这首！
不知为何鼻子一酸，一股跨越千年的感情扑面而来
这我很懵逼呀，我卡了？？？
还有mol-74 古川本舗 
听了好久了
最近再上点头呗
冷 门
喜欢专辑封面
riri回来了，现在在乐队gorilla
听过诶
????????????????
芜湖
啊啊啊啊啊啊！！宝藏男孩！！
这个啊  听过听过
这个相对的冷是广西对广东吗
终于有我的歌单了
这首很绝的ԅ(¯ㅂ¯ԅ)
！！！双宝！！！
冷门spylent!
0 2 年
草
这首原版一定要听，亡命驾驶电影的音乐，电影也好看
听过+1
强推！！！
03年
喜欢！！！
!
¿
拉导有一期视频BGM就是这个！当时就觉得好好听！
三联直接走起
sub/objective
谁都想赚钱
草
这个声线绝了
啊啊啊啊我念歌词呆呆的！！！！
啊啊啊啊我念歌词呆呆的！！！！
节奏轻快，第一次听到时贼喜欢这首
草
原来你也玩原神
像广告、
半夜得起来上个厕所了
空中花园指挥官集合！
美丽之物巨爱
我敲
既然spylent没来冠军就是老子的！鸭鸭！
《冷        门》
啊啊啊啊riri!
哈哈哈又是这个梗
战双好耶
夹带私货
战双！
肝疼
泪目
草
！这个超好听
听过！！
中东悍匪
战双——！！！
起床铃！
憋不住了，炸出我来
从小听到大
02年！！
见原神进
夏宝
gta
想起了那个自由的男人
双宝冲冲冲！
啊啊啊啊听过！
喜欢这个！
这歌也太草
是爱了
来了来了
tqltql mol
Goest也不错
无敌！
这个好听
可是爆款我也没听过
啊啊啊啊
这电音爱了
谁说中国新一代没有音乐人的?
爷青回
草
spykent永远滴神！
!!!
爷青回
乐凯撒
战双！
重新定义冷门
越共探头
有的!!!
经典
啊啊啊超爱的歌曲!!
刚开始我就去搜了。。。
关大洲的都不错
这个爱了
音乐区？
好家伙
居然是美丽之物！
双宝排面！
riri
复出了吧，何样
冷门
比博燃~
令人肝疼的音乐
越共探头
我最爱!!
有在听的歌!
全体起立！
这个不冷吧
GTA的那个我也是
pass
有种gta的感觉了哈哈哈
致命女人
好听，直接跪下
开车（指GTA）
比博燃
ohhhh
健身专用
草
啊啊啊啊啊，这个我超级爱
自由？
2/2
这个有唉
空气突然焦♂灼
riri！！！！！
抢银行了？
哇！
？？？
绿毛姐姐，大家也可以去听听姐姐的<<ghost>>
暂停发弹幕
暂停发弹幕
啊啊啊啊啊啊啊啊啊啊啊233
wooooooo
啊啊啊啊啊，永远的少年音，大家都是八嘎
从小听到大的宝藏歌曲
美丽之物
这个超好的
草草草草草
战宝站起来了
我有！
这冷门？
不，你没有
吹爆
这曲子有些年头啦
美丽之物！！
吹爆
战双排面！
芜湖
前年在奶粉哪天天听
几乎从不听歌的我都听过
地平线4
草草
一万多评论冷门？
不好听
推荐一下鲜远的歌
战双！！！！！！！
!!!!!!!!!!!
战双！
！
我DNA动了
全是外文歌?
双宝！
冷门
草
您好 如果喜欢的话去搜搜felt这个名字 绝对不会让您失望的
（对  没错  是你卡了）
奇妙的介绍
草
战双排面！
淦！
战双牛啊
这歌上过公告牌电音舞曲榜TOP50
好听
这个冷门吗
酒保的等等我
很喜欢她！！
战双nb
我也有
观前提醒：建议屏蔽关键字“冷门”
观前提醒：建议屏蔽关键字“冷门”
我感觉都是爆款。。都是抖音神曲啊
这歌我听过
WOWwowo
这首是真好听
这首在那期音响评测中用到，当时就收藏了！
重新定义冷门哈哈哈哈
飞飞飞飞
掏出IE800s
音乐游戏实锤了
这个超好听，故事也感人
燃起来了
dna动了
你把爱情给了谁
ohhhh刚好我歌单有哎
+了1s？
这伴奏小了点吧
不能说十分相似，只能是一模一样
老外 耳机 流泪.jpg
越共探头
老物了
！！！
好评！！！
？
最后一句草
神了这个
冷门
肝疼我的天
入站最初听的曲子！
东方！
摊牌了，是我爱听的［狗头］
终于有一首在歌单的了
好了，我要带上耳机准备搜歌了
future bass！！！
战双！！！！！！
????
梦回初中，好家伙十几年了
没错你卡了
越共探头
！！
这首我爱！
啊啊啊这个歌手
好耶！
奇怪的简介
！
马来西亚人狂喜！！
要VIP的
这首纯音乐特别多的版本
战双！！！
Techno不倒
“比博燃”
泪目
