好！！！
“神圣的卡拉连接着我们”
耶利哥
火旺和岁岁合体形态
哈哈哈哈哈哈哈哈哈
四手霸王！
正在吃饭
我靠，这不是那个跳票游戏
*诡异的爬行*
毛坯游戏，啥都没做 哈哈
这可太艺术了
再多看一眼就会爆炸
非瑞克西亚
我也在吃饭 真下饭啊哈哈哈
不可名状之物
草
魂斗罗
人生三大问，我是谁，我在哪，我要干什么？
竟然在饭点讲这个，乔伊，现在的你真的很温柔！
蔑视啊
跳票王
e v a
《防退款机制》
遵循真实性
健达:莫挨老子
大胆想法
不要想歪
好耶
可爱
《不止下饭》
2W+
生物寄生体技术@泰伦虫群
来自友方铁驭的电池
还好没在吃饭
性暗示
牛哇
好耶好耶好耶好耶好耶好耶好耶
注意上面伸出来一只手和一只脚
工程师（
这视频好像不是特别下饭，再见！
你中有我中有你
鸭脖
看起来很合理
让你感觉不是玩游戏，真实场景哪有什么提示啊
情比金坚七天锁
san值清空
田...田中脊髓...枪?
生理不适
顶级生物科技
这可真疼
电子咸菜
我是铁血战士吗？
e v a
情比金坚七天锁
星际拓荒的bgm
芝士红药水瓶
我也在吃饭 真下饭啊哈哈哈
生异形啊
san狂掉
很有意思的设计啊
是不是也导致游戏的汉化非常轻松
四手霸王！
奇怪的玩法增加了
虽然但是，异形女皇是斯坦温斯顿设计的，吉格尔的在异形1比较多
戴耳机有感觉了
真·血包
看到这我开始有些不适了（恼）
是神印！
并不事机械，应该是骨头
\、、、、、、、、、‘
这叫毛胚？
早
cool！
不知名的好兄弟。狗乔伊更新了，快来看
饿了
我高中时几乎所有梦境就是这样，所以那时候特别厌恶做梦
啥都没有你怎么知道这是序章的
触手
不知名的hxd，狗乔伊又更新视频了，一起来看丫
不止克苏鲁
阴暗地爬行（bushi）
李岁
BGM是星际拓荒的。
有异型那种风格了
会丢炸弹
太下饭啦
下饭，但是设定有意思
其实他只参与了第一部，第二部的设计尤其是女皇都是卡梅隆的团队自主设计的，只不过给他过目了
蓝血人 里也有生物寄生武器
不止下饭
据说部分地图参考了一个在死亡十分钟后又活了的人的作品
血肉磨坊
诅 咒 铠 甲
武器是共生器官
生物机械
什么诅咒铠甲？
一头四臂
协议一：神经链接
审核：你说我到底是放还是不放呢（点烟）
森纳（幻视
嗷都嗷不懂＝咬都咬不动
蛊王
←菜单上你能看到的几个字
格 里 弗 斯 将 军
下饭
FPS解谜射击，有点像半条命
好!
巴别塔（bushi
戳xp的那位，人不能，至少不该
你这期别刚好有啊
扭曲的爬行
还没发售吧
游戏才刚出啊！
有生之年了，这游戏
黑暗之蛊
人在吃饭，感觉良好
科技树全点在生物上了
抓娃娃机开锁的游戏
13号机
蛏王
性崇拜
?
恶魔之子（bushi）
我什么时候 大开杀戒（滑稽）
审核：我冲不起来，想必不是什么瑟瑟的东西吧
哲学三问:who? where? what?
制作者的蔑视（bushi）
美术风格独特，这个简直又不是人类能欣赏的独特。
2.2万+
混沌成这样的玩意要操作？！
吉格尔=异形
异形
可爱
莫名有点搞笑……
那就可以放心了
好兄弟们，狗乔伊更新了
生物科技
血肉飞升
因为有枪和血条（
开饭啦
嗷 啊～～～ 啊啊 啊啊 啊～ 嗷啊～～
这玩意是模具人
草，alyx是吧
看饿了
异形的吉格尔，在看别的电影up介绍过。画风眼前一暗
产卵是吧
这个游戏我可以汉化， 我来我来
打他蛋打他蛋
然而女王不是他的作品
哲学三问……
之前看过（指2016年的时候。。。）
这画风还不恐怖啊？
生物朋克
异形舌刺
任务开始:黑梦
有生之年，蔑视终于出了
刚那个码就是你抓出来的蛋壳人被榨汁了
《不止下饭》
wc，一下恐怖游戏了
不止诡异
非常的Blame！
卧槽
有画面了，有点像榨西瓜
这个等了多少年了
不止蔑视
阿这
《灵笼》马克
吉格斯式hhh
已经发售啦?
这不就是一个电影里边骨头做的枪吗？
404985
我也刚想说这也太非瑞了
95232833
原来是你
太下饭了
省下了配音演员的经费
左上角不是还有个显眼的“森纳映画”嘛（
卧槽压碎了
200W粉丝祝贺！
这游戏我高中就看了预告片，现在我已经读完大学工作两年了
恶魔之子是吧
邦摁
开幕就给哥们来个这，狗乔伊真是不拿我们当外人
下饭
这也太~~~
啊这。。我想歪了
莲蓬是周星星的吗？哈哈哈
蛋都碎了
阴暗的爬行
机械迷城：这个我熟
有可爱突然出现
不止诡异
上世纪生物朋克类作品其实挺多的
卡莎是吧
确实，我吃饭的时候刷到的，然后再也忘不掉了
非常异形
上一个是控制
如果大家正在吃饭，那还非常抱歉（半圆并感
卧槽我要玩
就是普罗米修斯飞船内部模拟器
生物装甲
生化危机？
好戳xp
看来是某种自动化单兵系统啊
我给这把武器命名为：异形舌头攻击器
玩起来应该和半条命差不多
饭饭 饿饿 吃吃吃
蛆甲豪皮
泰伦生化大炮emmm
异性+普罗米修斯
四臂神皇啊！
这画很出名啊
消化完我再回来看
边吃鸡边看
？
没咋看出科技感。。。
夏日重现是吧
嗨过头了
有点像warframe
没想到，这期视频是 蔑视
《我手上刚好有一个异形》
大受震撼
可爱捏
臥槽......
这游戏XGP可以白嫖太爽了
这游戏个性十足，猜测只是试水作品
我家楼下的娃娃机何时质量能那么好
看着好好玩
真他么硬核啊
火子哥和岁岁
好家伙，森纳刚出，游戏也同步出了
毁 灭 战 士 之 刃
我的评价是入口即化
弹 药 包
可爱捏
ok
没地图对路痴可太不友好了
刚才那个游戏有点爽
挑战边吃饭边看
等了五六年，这游戏
几年前就看过这游戏了，上架了？
野蛏王
魂斗罗画风
H. R. Giger
这一看就是吉格的美术风格
异形卵(bushi)
omg直戳xp了
才发现这游戏我加关注了
视频不能播但是直播能直接看
羡慕主角
造了一个肉人
脊髓枪
什么异形玩意
这个是我的牛牛
暗示比人教材更加显著
营造“没有人类的东西”的氛围
下饭
刚好饭点
岁岁、
200W！！！！
肥肠期待！
啊这嘴巴……怎么看着像蝴蝶型那啥呀
刚吃完，无所畏惧
完美……
2.2万＋
直接风灵月影（doger）
这游戏的生物科技都是以以生物为基本模组的
不是恐怖游戏，是恶心游戏
也就是说这里面很多生物实际上被当做物品使用
可爱捏
他是桥1
最奇怪的一集
克
呀呼万岁
 拜托这超帅的好吗
初具人形
不是才解锁吗
不错，我正好泡面
破掉蔑视条
下饭
不止诡异
地外生物科技文明，克总看到老喜欢了
感觉。。。有点帅？（
会被吓死
按空格格挡
没有地图的，对于我这种路痴基本就pass了
四只手，是菈妮
不用汉化
可爱滴捏
厚礼蟹！
异形的创造者——吉格尔
我只知道我要大开杀戒
好酷哦
生物科技
难以描述
好……帅啊！
我感觉这已经不是独不独特的问题了
开门！伊比利亚审判庭！
堕落者是吧
很喜欢这种血肉和机械相融生命与死亡并存的美术风格
精神污染
这里和之后的那段操作应该都是回忆
《没事》
地图风格跟S佬的骨螺战舰似的
路痴玩家劝退
异形
正在放入电池
初具人形
长得像个白笛
猩红要塞(bushi)
星际拓荒bgm好评
游戏里只要能反抗那么恐怖感就会大幅降低
这是兄弟会是吧
吃面中...
不就是普陆修卡吗
三体游戏
小右
玩过几款这种风格的黄油
这不是上高数的我吗
这个风格一看就是HR吉格的风格
感觉有点像异形的风格
狗乔伊200w！了 干杯！
超大型巨人
我是谁，我在哪里，我要干嘛。灵魂三问
是和异形系列有关系吗，艺术风格感觉好像
哈哈哈哈哈哈哈哈哈哈
确定不是异形？
想到了机械迷城
灭骸之刃（
就像回到家一样（
灭 孩 之 刃
我等了十年，整整十年
交流与记述不一定非得靠文字与语言
异形的爹
感觉有相当多的性崇拜
正在吃饭，真下饭
被夺舍了
下饭
吃两大口饭，太下饭了
怪不得
乌鸦巢穴
审核:你小子，挺猖狂啊
什么
这游戏已经出了吗，几年前看过cg还挺想玩的
灭骸之刃（雾）
吉格尔
生异形啊哥们儿
爽快
受祝之子是吧
我只知道我要大开杀戒.jpg
这个游戏老带感了
听这些音效耳朵能怀孕
我并不知道我是谁？我在哪？但我知道我要前进
doom系列 不足为惧
什么非瑞克西亚风格
模具人
看的我密恐犯了
啥时候出啊？
克苏鲁
好像牛肚哦
热乎的
普罗米修斯
生化外骨骼，帅得很
洗面奶
十分拟人
百变星君
硬核
脑袋开花
田中脊椎枪
生物科技
爷爷，那个游戏，它上市啦！
说不定本来就是钥匙，只是你拿钥匙去打架（）
柱之男
泰星来客
284。是你吗？
好瑟
共生体
这不是钢链手指么
算了，还是云吧
懂了，生物背包
长了个人类的草稿
不止下饭
首发加入XGP
啊~哥哥，疼！
这临场感太强了吧
我就到这里，删了
边吃边看
吉格尔风格
可爱捏
《泰伦虫子》
效率是真高
省翻译工作量
你们好，1.9万人
《异形》、《黑暗之蛊》既视感
很有异形的味道
我的电子榨菜，你肿么了？(ﾟOﾟ)
好了，这游戏不能买了，不能玩了，对路痴太不友好了
中间这是什么阿姆斯特朗回旋式阿姆斯特朗炮
不知名的hxd，狗乔伊更新了
刚拿到拿外卖，这就开动
汉化组狂喜
神印
阴暗的爬行
《蔑视》
Yes，indeed
这个生物是工具
脑洞大开
好耶
拜托！这样超帅的好嘛！
哇！金色传说！
灵笼风格
科技树点歪的下场
我的画风在你之上
全都是蛊虫啊
这个XGP有，不退款
近视眼狂喜，清晰度不错
《钢铁之躯》里的氪星风格
前面的仓鼠我看见你了
克苏鲁的感觉
公开穿模
这都是人
下饭视频
《  睾  霉  》
刚玩了一下，有点晕
能不能整个黑白麻 这样能看到形状
初具人形
对引导要求极高，很容易卡关体验差
致 胜 炮
开局：我是谁？我在哪？我要干什么？  拿到枪后：我只知道接下来我要大杀特杀！
想起了普罗米修斯
多看一眼就会爆炸～
看起来像把枪，其实是个吹风机
玩过异形系列得我表示这风格太相似了 而且元素也很多就是太过硬核。。。
就像被扔进地狱
高等数学
我刚玩到这里
卧槽什么死亡空间
普罗米修斯
金钱肚
卡瓦瓦
进击的巨人是吧
DOOM：地狱？我有点怀念那里了.
从另一方面来说这不是很成功的塑造吗
我不知道我是谁，也不知道在哪，我只知道我要大开杀戒
有点异形的感觉
“美术”(确信)
神印
有异形的感觉
Scorn!
我已经感到不适了 我超
非瑞克西亚并感
我上来就吐槽这个了，这个要不要中文完全没有任何音响
什么基贼
弹幕里怎么这么多心素啊（恼）
如果电脑不好岂不是体验不到游戏
还不算密恐吧，就是看起来好痛……
觉得涩涩是正常的，因为有很多生殖崇拜
异形
怪奇物语
不止诡异
要是改成美少女被缠绕在地就好了
这……我想问问这游戏的美术还好吗
可爱捏
太克爱了
怪力
这不就是普罗米修斯中那个外星飞船内部的样子吗
直播这个的今天全卡了
有种异形和普罗米修斯的感觉
筋膜枪
最喜欢的一集
被河坝玩法吓晕.jpg
加勒比海盗里是不是也有个藤壶人跟这个差不多意思？
代入感很强，说实话挺喜欢的，但自己肯定玩不下去（。。）
那也没多高
刚好在吃饭
...
san值狂掉，灵视疯长，我感觉我家房梁上有东西
"已经买了一箱,孩子说很好吃"
蟹！不肉！
这些开发者在做这游戏的时候，精神状态还好吗？
生异形啊，你们哥俩。
异术家
龟龟
下饭
克系游戏？
辛苦啦~
异形是吧
《文明：冲出地球》之和谐飞升
看别人直播过，但一直搞不懂剧情
感官游戏
好怪哦，再看一次
知道我在吃什么嘛？老干妈拌米饭还有个鸡蛋，跟这玩意贼只因像
他给的太多啦
掉san
可爱捏
不止诡异
有ps的，马上灵媒进2档库
我丢 新游刚上线就解说  牛批啊乔伊
《拟人的修辞手法》
这就是莫名增加了角色昏迷代入感
灵魂献祭的感觉
前面那抬杠的橙色给我整乐了
很好，已经知道是什么了
？
异形
下饭
《异形》即视感
这应该属于肉体恐怖变蝇人就是肉体恐怖代表
太抽象阴暗了
洗澡的？
胃口大开
揣手手，可爱捏
筋膜枪是吧
这游戏简直就是完全的异常
太下饭了家人们、
这是碳基生物整的活？
好漂亮
欢迎收看本集的《不止乔伊》
今天刚刚发售啊，出生啊
哈哈哈，蔑视条，激战2玩家是吧
火旺和李岁的原型了属于是
模具人不是被删了吗？
诡异不止
脊髓吗？
神特喵火子哥和岁岁 拉出去喂太岁！
阴暗地爬行orz~
灭骸之刃
现在的年轻人都不知道莲蓬Ru了吧
四手霸王！
已经开始不适了
怎么这么多类似脊柱的东西啊
啥都是克苏鲁是吧，这跟克苏鲁没多大关系
這遊戲我買了 但是不敢自己玩
我要炸了这里再离开！
啊！我的蛋！好痛好痛！
血肉之墙已苏醒！（错乱
好吧，把我劝退了
好家伙
混沌卵
异性
厚礼谢
这都能冲
直播看有人玩这个，以为是异形
可爱捏
混沌纳垢狂喜
很异形
经典三问
任何游戏只要碰到“速通”挑战就只会剩下一个观感.....
十年了这游戏
可爱捏
铁血战士
这种完全零提示的解密我只想看别人玩
我正在吃饭……瞬间吃不下
哈哈哈哈哈哈哈哈哈哈哈
？
我刚到嘴里的饭啊
牛牛
异形的内槽牙
异形
蔑视！
-+++
这个游戏是什么题材的？
太tm硬核了
3D版阴暗森林（doge
懂了，格里弗斯将军还没改造
玩不下去……太无聊
有枪，风灵月影宗，参上！
火力够不够
各种暗示
一柱擎天！
机械（指全是血肉骨骼）
克苏鲁
娃娃机水平太差
牛牛
这游戏跳票有好几年了
娃  娃  机
完全不用本地化
灵笼
打（zhe）磨
卧槽san值狂掉
盔甲是吧
荷光者
异 形 武 装
机械飞升
卧槽
这个是这个文明的“寄生作战服”
CSOL恶魔之子
是你吗托雷那？
一听名字就是个波兰人
信号与系统
锡默尔斯多夫（并感）
嘶～
科技树全部点到了生物工程科技学
带货这么快啊
这个性暗示也太……
这就是普罗米修斯里的异形世界啊
蔑视刚出是没错，但是预告试玩都好几年了
又是你
已经肚子疼了
200W賀電!
？？发售了？
真的很想玩这游戏
一点都不克，纯粹的诡异
脊蛊虫？
跟舍长同时发……
下饭！
这类游戏大概玩的时候又得看攻略通关了
被我猜对了
很帅！！！
这形状真不可描述
生物科技
这形容词用的
又大！
这很异形
好！
大开杀戒
好！
下饭
好怪哦
左上角有森纳映画
好！
好！
生物科技
泰伦虫族（不是）
刚刚那玩意儿我不行了，我密籍恐惧症。
蛋被捏碎的感觉
这个如果能做成VR游戏绝对特别带劲
笑死我了，肉人
生物科技很牛逼
灵笼啊
10月份psn二档会员有灵媒
玲珑幻视
这不是终极生物科技吗 卧槽
没有剧情，该不会是半成品吧
囊  海  爬  行  者
劝退路痴
蔑视和原子之心，谁先出谁是狗。
沙耶之歌视角
经典的解密游戏啊，喜欢解密的爱了
我起码四年前就看过预告片了。。
挺像
生物科技这么发达了吗 共生体武器
巴别塔？
异形即视感
1.5万人
四手霸王！
woc原来是上buff
这周epic上乔伊讲过黑暗森林免费领
生物科技
我要大开杀戒
这开关有点SOMA的既视感
好的，已经感觉不适了
刚看完c君实况就刷到了，针不戳
下饭
这把枪其实是个锤子
生物科技？
Alyx
52963+
真·生物武器
已经开始不适了
hsl
sentient并感
这不蔑视吗
神印
生物外骨骼
这游戏就一个字形容    鸽
等太久了
生出来的（精神错乱）
好像骨螺战舰的风格
这游戏几乎就没有UI，比电视都少个台标
这游戏太刺激了，还是云通关吧
我买了
新型防退款机制
什么抱脸虫
warframe并感
"别睡了,起来传火了"
好恶……
阔爱
这游戏都等几年了
岸边露伴一动也不动
卷帘门（bushi）
死亡空间？
上线了吗？马上去买
1.5万人出来
我超，爱了！
想起来了《泰星来客》里的生物枪
脊髓枪
蔑视 很期待
真的掉san
ai作画也这画风
关半圆什么事？
好耶！！！
鸡哥儿
这属于外星生物，并不是克苏鲁的宗教仪式那种
点满了生物科技
王座世界
灭世
模具人！
我饿了，搞碗面吃吃
有枪就好说！风灵月影，启动！！！
太酷了
这个封面也太《怪形》了吧
酷
《1.4万+》
蔑视
三十岁的大宝宝表示已经没有什么能被冲击到了，尽管来
终于发售了
动力闷棍
等了好久
心灵控制塔是吧
《华聋道》
热乎的
全年龄向UP主
卧槽 这是啥？咬上去就是武器了？
我说咋有点灵媒的感觉
所以bgm为什么是星际拓荒的
狗乔伊终于更新了
？不是有个森纳映华吗
真实
辐射76
22
恐怖游戏吗？我知道是哪个最新的，正好来这里看一看，反正也不敢玩
义体脊柱
洗面奶
别觉得奇怪哈后面还有更奇怪的！
这个画面让我想到了一些不该想的，果然如标题所说
这个游戏偏向解谜，而且是现实和意识的结合，两个意识，两个场景
这种玩法把压抑感衬托到了极致
脑袋开花
但这好像就是人陷入未知情况的真实体现啊
至美！
就好像你莫名其妙的传送到一个雨林一样
终于评这个了
什么都没有，最多也就是一些嘶吼，没旁白没自白
恶魔之子是吧
血肉苦痛 机械飞升
因为没有那些背包系统，或者说检查一类的，就一些简单的东西在上面显示着
主打疼痛感的游戏  有点接受不能
蔑视是吧？
这种解密不可能被大多数人接受的
626哈哈哈哈史迪仔是吧
下饭
我在啃棒子
克苏鲁
这就是评判标准，我看了估计也会不舒服
这个片段看着我就已经....
生物科技
下饭
难道是那个家伙仍然在背后？而拿着的是他的一部分，就这样开始攻击
可爱捏
有点涩
上面的就相当于一个一个的药品，然后一个就加一些血
哈哈哈哈哈哈哈
纯生物殖装
太压抑了
这布景，信息太多了吧
看博奇了
科技树完全歪了，明明都生物科技点满了不去做基因武器和身体改造，而是依然用这种低效率的发射器
1.4万人在观看，好厉害
审核：6
有AR版没
发售了吗
神印
hai y还有性暗示
很好，虽然打了码，但已经知道是什么了
引战的直接举报
（阴暗地爬行）
有识血肉
没地图那岂不是迷路常态
果然异形的视感！
开饭！
有一种异型的美
这就是一开始那个醒过来的玩意吧
极暗地牢
这其实是生物
自己演电影一切都未知 
别说ai，ai也是要拼人家的作品才行
狗蛋，附魔星，森纳，隔空梦幻联动了
斯安威斯坦
生异形啊 哥俩
森纳:我身边刚好有只异形[doge]
(阴暗地爬行)
绝对真实
游戏的卖点就是生物朋克，宗教伦理，性思考，实机和预告都能放，就别在这纠结性暗示了
这是真的进了陌生之地的恐惧感
阋神星
生物武装？帅爆了
陷阱呢？
那么为什么不叫Comtempt？
可爱
外观：肉肉的
san值消灭类游戏
好像是濒死体验后画的
合体是吧
《滕蔓》
魂斗罗一样的感觉
原来是她
有种普罗米修斯的感觉吧
异形美学
666
玩VR应该会有意思
很真实，你什么都不知道
死亡回归
outer wilds眼之回响的BGM?
就和第一次玩半条命一种感觉
美味!
这游戏不是时时刻刻让人不适吗
死灵之书
类人
嗝～
现在steam上打折 9折125
好饭
卡莎？！
竟然在饭点讲这个，乔伊，现在的你真的很温柔！
看饿了，突然就想吃东西了
有点像warframe的i佬武器
蛋拐暗雷兽原型?
黑暗森林epic免费领了
克苏鲁是未知，不可名状
很像胎盘
很接近现实，现实可没有提示
warframe玩家表示情绪稳定，甚至感觉很亲切（doge
泰星来客里的生物枪
展现“在”大众面前
下饭游戏
hr吉格！
这不就是真实吗
正在吃饭
好漂亮
太酷了
异形风
石巨人之拳
痛
这也太怪了…
这么像异形
无声狂啸
电影式沉浸感
诅咒铠甲的那个给我拷走！
真•工具人
普罗米修斯既视感
也没有cg剧情那些的嘛。。
明明是洛夫克拉夫特(
已经开始晕了
AI作画
我是乔二
最喜欢的美术风格
这个笑容由我来守护！
战锤虫族是吧
普罗米修斯
合着是人机辅助是吧
这游戏性暗示和生殖崇拜很明显了
魂斗罗
如果是第三人称就好了
恶魔之子
生异形啊哥俩
完了，他都觉得不舒服了
捏麻麻的这画面给我整的
巢都
魂斗罗某一关卡
西瓜皮真香
哪都有仓鼠(恼)
地球人进外星大基地
不知道为什么这个画风让我感到头晕，不知道你们有没有
传说中的，一世长安。
什么伸缩拳头枪
都是皮肉
.
刚从C君那过来
《CO2》
正德寺
不止诡异
这玩的也太闹心了
马上就发布了，激动
害怕了，拜拜
基因窃取者
我觉得这个设定还挺可爱的……但就是长得……
这里官方演示视频都解了好久
8年啊，开发了8年
这个东西。。。
看着像是异形之父画的么
他是狗乔伊
完全是吉格尔的画作成游戏了。
阴暗森林男主的后续
生物朋克
抱脸虫
这不是神秘海域4的解密吗？
miss
我就说有些场景美术有一点眼熟。。。
《看起来有点像》
咩事
都挤碎了，还那么害羞
感觉好像《普罗米修斯》的场景
我不道啊~
蔑视
哦，我明白了，这个武器的能量或者是弹药是要靠主角自身的血肉提供的。
这里挺恶趣味的 第一次都会固定碎
8年 你知道我这8年怎么过来的
蛋拐的恶魔之子
很像异性里面的那个飞船
脑洞大开
HR吉格  异形之父
《 藤 蔓 》
那我的笛子呢。（普罗米修斯）
woc好有趣
看到这我开始有些不适了（恼）
可爱捏
玩warfare的我表示毫无畏惧，已经开始飞着跑了
哈哈
黑暗之蛊
前面的人说什么灵笼……有关系吗?
四只手好搞笑
抱背虫（不是）
好像inside
这让我想起了魂斗罗异形母巢那关
然而这全是肉，都是肉，肉体进化的最高程度
古神的低语
诅咒铠甲太长了，玩了8个小时通不了。也收不到攻略
刚刚玩完第一章
都挤碎了 还这么害羞
机械加生物真的太有恐怖片的感觉了
老克苏鲁了
五老胡同
刚从附魔星过来。。。
你知道这五年我怎么过的吗！！！！
沙耶之歌
这游戏预告片我初一的时候就看了，到现在已经高三了
骨骼建筑风
生殖崇拜
来晚了
类似《异形》和《普罗米修斯》的生物科技艺术概念，真的很震撼
如果引导不好就是纯粹痛苦
各种生殖崇拜元素
有人拿这些图片编了一个画师起死回生后描绘地狱的谣言
扎乌利的克星
濒死体验是谣言，谣言很久了
生异形啊哥俩
下饭不止
生异形吗哥俩
这不是克苏鲁风格，是生物科技风格，类似《异形》和《普罗米修斯》
有生之年
克苏鲁+异形有搞头
卧槽
遇战疯科技
喷射战士
所以玩的真的太折磨了
就是艺术上有些太前卫了
可爱捏
我接受不了
只要能到达那个地方！
机械迷城
不止形容
贾维斯
确实诡异
普罗米修斯
原来是你！
哪里都能看到仓鼠
这帧数也太舒服了
冲了
不止诡异
满地火锅食材
血肉机甲
我是你的破蛋人
生物式外骨骼是吧
生 化 朋 克
生物科技的外骨骼
哈哈哈哈哈哈哈有点可爱
灵笼
哈哈哈哈哈哈哈哈哈
不是奇特是猎奇
I佬武器
i系武器
狗乔伊终于更新了
我就刚玩了一会儿，全在开门玩吐了
终极谜语人游戏 顶级劝退
这游戏我放愿望单里四五年了
还知道更新！早干嘛去了生气
宝宝奶昔
好帅
难道是system shock作者？
麻辣兔头 不是
没啥意思
没啥意思
结局吐了。。。。
下饭来的
死亡空间
男一号寄生虫，男二号类人
这不抓娃娃机？
蛋人桑！
和平和平和平
是不是一个婴儿
这也太硬核了？！
和平和平和平
和平和平和平
什么司机？
场景有点像doom
博爱之城
拟人
捣蒜器
异形?
正巧我手边刚好有一只异形
有点帅
工程师啊
哈哈哈哈哈哈
都是躯壳
太棒了，这个艺术风格，太帅了
共生
这设定太酷了吧
疯狂之墙!!!
深受克总影响啊
我只知道我要大开杀戒.jpg
可爱捏
v￼
《崎蛆氮》
而是因为明明是个fps却会因为火力不足而带来恐惧（bushi）
碳基元素瓶
下饭
有枪可能更恐怖了
蔑视
只要能反抗我风灵月影宗就不带怕的。
什么埃里克斯尼族
.0
伊惹
地铁离乡最后一关划船
最喜欢的一集
基飞现状
感觉像普罗米修斯啊
岁岁真可爱
这个UI我喜欢
普罗米修斯
济斯瓦夫贝克辛斯基
HR吉格的风格
贝克辛斯基的画那可太有冲击力了
开核桃呢这
哒哒哒哒
沃日
机械苦弱，血肉飞升！
和平捍卫者
好喜欢这种画风
邪神的近战RPG
灵媒 yysa
沙耶之歌男主眼里的世界
生物学点满，其它科技能不点就不点
哈哈，我看着也是想起了泰星来客，暴露年龄了
感觉不是地球人可以理解的东西
第一人称诡异版机械迷城
令人不适的是马赛克
筋膜枪！！
没有文字本身就是一种恐怖
黎明卿的弹药箱
经典不给提示然后让你自己猜设计者想让你干什么，脑阔疼
被撅了？
生异形吗哥俩儿
如果你玩了这款游戏，最终你就会发现，这就是你的内心世界
机 械 战 警
有趣
有点像异性契约
富婆不快乐器
泰星来客生物枪
路痴地狱。。。
纳垢狂喜
这个好像是刚才的那个操作角色变的
小学就看过这游戏的预告，现在我大一
阿q：滑腻？这个我懂
吉格尔的画风，我真的太喜欢了
奇怪的东西
怎么有点怪奇物语的感觉
