每次听都头皮发麻
我爱你，我也热爱那个曾经从黑暗中走出来的自己
パソコンの薄明かり 上階の部屋の生活音
啊啊啊啊啊啊啊啊啊啊
屏幕的微光 楼上的噪音
♪曾经我也想过一了百了 ♪
ベッドの上で土下座してるよ あの日の僕にごめんなさいと
鸡皮疙瘩都起了
我也知道
♪我知道，我知道，但是…♪
不至于吧
曾经我也想过一了百了 因为少年深情凝视着我
好听
結びなおすのは苦手なんだよ 人との繋がりもまた然り
555555
不擅长重新系起 与人的牵绊亦是如此
愛されたいと泣いているのは 人の温もりを知ってしまったから
如果歌手不能被自己的演唱感动，那么唱出来的歌有听的价值？（指很多花腔UP）
曾经我也想过一了百了 因为被人说是冷血
好好活着
曾经我也想过一了百了 因为鞋带松开了
木造车站的暖炉前 
♪丢弃的自行车♪
満たされないと泣いているのは きっと満たされたいと願うから
見えない敵と戦ってる 六畳一間のドンキホーテ
♪生锈的拱桥 ♪
电话的铃声 紧塞住双耳 那笼中的少年
永远开心
インターフォンのチャイムの音 耳を塞ぐ鳥かごの少年
分かってる 分かってる けれど
我知道 我知道 但是...
屏幕的微光 楼上的噪音
♪薄荷糖 渔港的灯塔♪
还好有你
パソコンの薄明かり 上階の部屋の生活音
真正的歌手都很感性
感谢字幕君们，我感觉你们是把歌词都背下来了
woc
ベッドの上で土下座してるよ あの日の僕にごめんなさいと
青青一定要一直一直都好好的
曾经我也想过一了百了 因为少年深情凝视着我
我不想一了百了
yyds
大家都要幸福
不擅长重新系起 与人的牵绊亦是如此
叼啄着过去飞向远方
没听出咋样啊，
《真•镇魂曲》
結びなおすのは苦手なんだよ 人との繋がりもまた然り
曾经我也想过一了百了 因为鞋带松开了
字幕呢
随着波浪一浮一沉
薄荷飴 漁港の灯台 錆びたアーチ橋 捨てた自転車
所，所长？
薄荷糖 渔港的灯塔 生锈的拱桥 丢弃的自行车
満たされないと泣いているのは きっと満たされたいと願うから 感到空虚而哭泣 一定是渴望得到充实
打转
再次听，依旧泪目
歌曲水平太高了
2023清华大学！
随着浪花起伏消没 叼啄着往昔飞离不见
我会成功
一公升的眼泪什么时候能看
柯南
曾经我也想过一了百了 因为生日那天杏花开放
高考前一直单曲循环!
谢谢！
希望我们大家会更好
不得不说真牛
谢谢这首歌的存在
谢谢你
浴火重生的天使！
虽然我们语言不同，但一点不妨碍我们热爱优秀的音乐。
感情太饱满了，怎么听怎么想哭
太厉害了，听着听着不自觉就要流下泪来
音乐有无穷的力量。
绝了绝了那些不要再发了真是污染。能不能说点别的词没有就多读书。
所长辛苦了。
眼角真的流泪了
中岛美嘉
我直呼老公
YYDS
起鸡皮了！
呜呜呜泪目
永远要幸福呀，陌生人
感動了
曾今我也想过一了百了
真正的好歌就是每一次唱响，都能感动人心
帅
曾经我也想过一了百了
记得去跑马拉松啊，张宝腾
泪目
感动
所长！
泪目
居然看到一建，同备考一建
开口一瞬间泪目，我也不知道为什么，
感谢字幕感谢字幕
要是有中文字幕就好了
非常感谢唱出这么好的歌曲，把人从沼泽中拯救出来
她好像打了瘦脸针？？？
啊啊啊啊，姐姐谢谢你
没字幕啊
鸡皮疙瘩起
鸡皮疙瘩站起来了
姐姐被你们吃了？光喜欢其他人
啊啊
你好，好好生活，我们爱你
N
YYDS
世界に少し期待するよ我才对这个世界有了些许期待
生きてる生活于世
あなたのような人が是因为有你这样的人
是美魂啊
世界を少し好きになったよ我才对这个世界稍微有了好感
生まれた诞生于世
这是哪里的演唱会？
あなたのような人が是因为有你这样的人
出会ってなかったから没有与你相遇
まだあなたに因为我还
真面目すぎるから太过认真了啊
努力活着，努力爱自己
きっと生きる事に一定是活得
感谢！！
字幕呢
来了
瘦了她
人の温もりを知ってしまったから是因为曾经感受过人的温暖
泣いているのは会就此哭出声来
美嘉回春了？
愛されたいと想要被人所爱 
绝美的女人
冷たい人と言われたから因为被人说过冷血
六畳一間のドンキホーテ六叠一间的唐吉诃德
見えない敵と戦ってる与无形的敌人战斗着
チャイムの音那阵铃声
インターフォンの电话响起的
上階の部屋の生活音楼上房间里日常的声音
パソコンの薄明かり屏幕上的微光
ごめんなさいと说声对不起
あの日の僕に向那天的自己
MIKA是我永远的nana！
厉害
苦手なんだよ将它重新系好
結びなおすのは而我并不擅长
靴紐が解けたから因为鞋带松开了
yyds
願うから那份充实
きっと満たされたいと一定是渴望得到
泪目了
泣いているのは就此潸然泪下
満たされないと感受到无法填满的空虚
请别太早离去 因为你是某个人活着的意义
我也是在一个特别迷茫害怕的时候听到了这首歌，生活也许很难，但请你一定要好好的活下去！
唱出了大家的心声
分かってる我知道啊
好好听
曾经我也想过一了百了 因为还未与你相遇
泪目
捨てた自転車 被丢弃的自行车
中岛美嘉YYDS
錆びたアーチ橋生锈的拱桥
薄荷飴 漁港の灯台薄荷糖 渔港的灯塔
屏幕的微光 楼上的噪音
鸡皮疙瘩
うたた寝したら树荫之下打盹的话
yyds
誕生日に因为生日那天杏花
感到空虚而哭泣一定是渴望得到充实
这一看就是祖国人
曾经我也想过一了百了
朋友要好好爱自己呀
帅啊
她活出了我们最想活出的样子
我也要考
小姐姐，上海三伏天，主义防暑降温
正是这首歌，当时让我重新燃起了对未来的期望
当时zheshiu
如果没有活着的理由 那就找一个
无限循环
社长辛苦啦
谢谢你
能把唱歌的人自己都感动的就一定是好歌
mem
姐姐瘦了，也变美了，歌还是那么治愈
短发太酷了啊
好好爱自己
字幕太牛了
谢谢你
难过
你们都好惨啊
着声音一听就很治愈 但钥匙知道歌词就完美了
／
这个妆发好美啊
曾经我也想一了百了
yyds
我不哭
他是真的强
当时全靠这首歌给了我力量和勇气
好耶
因为有你在我对这个世界又充满了期待
好稳
y y d s
中岛！！！
中正评测
谢谢姐姐
谢谢谢谢
鸡皮疙瘩都出来了，爱了爱了
yyds
”
谢谢
这眼妆就像含着泪光
因为有像你这样的人活在这个世上，我对世界稍微有了期待！
因为有像你这样的人出生，我对世界稍微有了好感！
好听！鸡皮疙瘩都起来了感动
yyds
鸡皮疙瘩起来了！
高考后循环这首歌从早到晚
ohhhhhhh
感谢野生字幕菌
感谢野生字幕菌
开班备案表不用送
超爱最后的电吉他
我也好想去现场
这是演唱会吗
在我心里和my all并驾齐驱的歌
好好爱自己，陌生人
手机铃声，一直没变
曾经我也想过一了百了
陌生的你，好好爱自己，好好感谢自己坚持了下来，好好珍惜继续坚持的自己
常见的我也想过，一了百了。
曾经我也想过一了百了
曾经的我也想过一了百了。
普香如来金光如来
美嘉酱抽烟了
药师琉璃光如来
今天就像是昨天
不管多少次都会受到鼓舞！谢谢！
站在木造车站的火车前
这首歌是我最爱的中岛美嘉的歌 单曲循环了好久
一切都会变好的
谢谢
那是眼影
以及无可去处的心里。
爱与勇气
渔港的灯光。破旧的木质车站。
每次听这首歌都会想哭
百听不厌的歌曲
因为生日那天的杏花盛开。
在现场
追逐飞过去的海鸥。
现在耳朵好了吧？
谢谢 这首歌 原来 我还被世界爱着、对吗 曾经不堪的自己
这个发型太漂亮了
大家都要好好生活呀
谢谢这首歌 原来、我还爱被世界爱着、
涙がーー涙がーーwuwuwuwwuuwu
谢谢你治愈了我
绝了
牛的姐姐
现场的样子好漂亮
鼻子酸了我不玩了
泪目
……《曾经我也想一了百了》……
所长辛苦了
歌词组走起
下次一定
眼眶有点酸……
永远听了都想哭
美嘉阿姨，我听你的歌听到了长大
好美
鸡皮疙瘩起来了
要是在现场就好了
2549人
从此女主有了模样
感谢你帮我走过的哪段时光
谢谢你
泪目
想起了多年后也是长发的nana
泪目
眼泪不停打转
是因为尝到了人的温暖
没降调
这段绝了啊兄弟们
所长辛苦了。。。
所长辛苦了
所长好
Yyds
想哭了
中岛美嘉，我心中的NO.1
泪目
谢谢姐姐
三连了
薄荷糖 渔港的灯塔 生锈的拱桥 丢弃的自行车
所长
那個閃亮亮的眼影太適合這首歌了
眼里有光
好美
yyds
这就是那种平时不会刻意去搜，推送必听的歌
第一次当字幕君，献给最完美的歌姬——中岛美嘉
不少人听哭了啊
好听
这个现场版本好赞！
我开始有点期待这个世界了
让我开始有点期待这个世界了
因你这般的人生于此世
谢谢
这是在哪里啊
是因为我还没有和你相遇
一定是因为太过认真的活
所长辛苦了
好诶
谢谢中岛美嘉陪伴我成长。也祝所有小伙伴们快乐开心健康
是因为尝到了人的温暖
渴望被爱而哭泣的原因
姐姐的病养好了吗？
因为被说成是冷淡的人
爱了  爱了   但是为什么没有字幕呢？
太好听
谢谢你
六置一间的堂吉柯德
这里，，，高能。。。
与看不见的敌人战斗着
我也想过一了百了
一切都会好起来的
堵上耳朵在鸟笼中的少年
现场啊！
内线电话的铃声
楼上房间的噪音
电脑屏幕的微光
听一次哭一次
对那天的自己说抱歉
在现场
若是在那洒下的阳光里打盹
因为少年始终凝视着我
今天也要努力爱自己！
好爱
刘炳圻你在看吗？
手打字幕爱了爱了
与人之间的羁绊也是如此
随着浪花起伏消没 叼啄着往昔飞离不见
不太会把东西绑在一起
因为鞋子的鞋带松了
也想秋田桑的版本了
我是无情的干饭机器
感觉不满足而哭泣的原因
猛男泪目
我看了广州的，但是看不够啊QWQ
所长辛苦了
谢谢你
一切都会好起来的！
今天就像是昨天
心中却没有想要去的地方
生锈的拱桥  废弃的自行车
来了
薄荷糖  渔港的灯台
三大歌姬
nana！
若是在那撒下的阳光里打盹
因为生日那天杏花开了
这就是我一直喜欢mika十多年的原因！
曾经我也想过一了百了
这就是境界，可不是那种泽野弘之表演时其粉丝一直叫唤且只会无脑高音的谭晶配得上的
电话的铃声
楼上的噪音
木造の駅のストーブの前で どこにも旅立てない心
屏幕上的微光
我也曾那么深的爱过你
向那天的我说抱歉
怎么没歌词啊，很感动的
好后悔没去啊
世界を少し好きになったよ我渐渐喜欢上这个世界
居然能请到中岛美嘉，难以置信
あなたのような人が生まれた 因为有像你这样的人出生 
所长？
在我最困难的时刻，这首歌真的给了我很多感动。
その木漏れ日でうたた寝したら
 世界を少し好きになったよ我渐渐喜欢上这个世界
绝望在曾经，希望在当下
感觉不满足而哭泣的原因
あなたのような人が生まれた 世界を少し好きになったよ，因为有像你这样的人出生 我对世界稍微有了好感
曾经我也想一了百了
波の随意に浮かんで消える
きっと生きる事に真面目すぎるから一定是因为太过认真地活
生锈的拱桥 废弃的自行车
ウミネコが桟橋で鳴いたから
能否与虫之残骸一同化为灰尘呢
薄荷糖 渔港的灯塔
深圳看过mika的现场，真的太感动了
这是通过直播吧
支撑了那三年
人の温もりを知ってしまったから 是因为尝到了人的温暖
若是在那洒下的阳光里打盹
愛されたいと泣いているのは 想要被爱而哭泣 
要好好活着 要爱自己呀 
哎
冷たい人と言われたから因为被人说是冷血
我也曾想过一了百了 我也曾想过一了百了 我也曾想过一了百了
がんばってください！
没有大神翻唱中文版的嘛?
谢谢
xxie
。
人の温もりを知ってしまったから是因为尝到了人的温暖
愛されたいと泣いているのは 想要被爱而哭泣 
太稳了
我还是喜欢她长发，有点破音那个版本
现在我也想一了百了
谢谢你
見えない敵と戦ってる 与看不见的敌人战斗着 
我手机铃声，太爱这首歌了，每次听都泪目
所长辛苦了
真的每次听每次哭
听一次哭一次
我知道啊 我知道啊 可是
パソコンの薄明かり 上階の部屋の生活音
日本人？
少年が僕を見つめていたから因为少年深情凝视着我
鸡皮疙瘩起来了
nb
很震撼！
人との繋がりもまた然り与人的牵绊亦是如此，
結びなおすのは苦手なんだよ 不擅长重新系起 
靴紐が解けたから因为鞋带松开了，
 きっと満たされたいと願うから一定是渴望得到充实，
好帅
我们爱中岛美嘉
満たされないと泣感到空虚而哭泣 
一定是渴望得到充实
感到空虚而哭泣 
鸡皮疙瘩起来了
错过了靠
我知道 我知道 但是...
分かってる 分かってる けれど我知道 我知道 但是...
快加上歌词！歌词真的超好
所长辛苦了
谢谢你
今天与昨天如此相像 
好耶
无处可去的心灵
高考前那段时间真的陪我走过了，幸好结果如我所愿
木造车站的暖炉前 
坚持下去，陌生人
生锈的拱桥 丢弃的自行车
薄荷糖 渔港的灯塔
三连了
人生哪有那么多如意，但是再糟糕其实终究也会过去的！
哭了
这生意，很有感染力
卧槽这首！我先走了，
没有字幕，不能明白
我对世界稍微有了期待
因为有像你这样的人出生 
因为还未与你相遇
ヾ(✿ﾟ▽ﾟ)ノ
来日可期哦
来晚了
一定是因为太过认真地活
谢谢
是因为尝到了人的温暖
这首超好听的
その木漏れ日でうたた寝したら 若是在那洒下的阳光里打盹 
想要被爱而哭泣 
曾经我要想过一了百了
因为被人说是冷血
一了百了，我也曾想过
 誕生日に杏の花が咲いたか因为生日那天杏花开放，
曾经我也想过一了百了
之前推荐给别人，这次推荐给自己
真哭了
与看不见的敌人战斗着 
過去も啄ばんで飛んでいけ  叼啄着往昔飞离不见，
泪目
难道要坚持不下去了嘛……
电话的铃声 紧塞住双耳
我对世界稍微有了一点期待
屏幕的微光 楼上的噪音
我不想将就
因为有像你这样的人活在这个世上
我对世界稍微有了好感
因为像你这样的人生于此世
我对世界稍微有了期待
如果配个歌词就更好了
没人爱自己，那就自爱
因为有像你这样的人活在这个世上
DNA动了
向那天的我说抱歉
这么稳！
因为还未与你相遇
因为有像你这样的人出生
一定是因为太过认真的活着
谢谢
一定是因为太过认真地活
燃起来了
泪目
曾经我也想过一了百了 
好听好听好听
与人的牵绊亦是如此，
我曾经想一了百了
不擅长重新系起 
谢谢姐姐
 因为鞋带松开了
想要被爱而哭泣
結びなおすのは苦手なんだよ
是因为尝到了人间的温暖
曾经我也想过一了百了
妙啊
想要被爱而哭泣
靴紐が解けたから
一定是渴望得到充实
yyds
因为被人说是冷血
感到空虚而哭泣 
きっと満たされたいと願うから
六置（？）一间的堂吉柯德
心が空っぽになったから
好稳啊
比先前的现场好很多诶
你左下角屏幕裂了
心が空っぽになったから
紧塞住双耳 那笼中的少年
木造车站的暖炉前 无处可去的心灵，
生锈的拱桥 丢弃的自行车，
头皮发麻
电话的铃声
谢谢
薄荷糖 渔港的灯塔 生锈的拱桥 丢弃
左下角屏幕裂了
楼上的噪音
紧塞住双耳    那笼中的少年
屏幕的微光
好 已经想哭了
这是哪里的现场啊！！！
どこにも旅立てない心
始终是列表的歌
楼上的噪音
向那天的我说抱歉
向那天的我说抱歉
想哭，曾经靠这首歌陪伴过来的日子历历在目
曾经我也想过一了百了 因为生日那天杏花开放，
木造の駅のストーブの前で
因为少年深情凝视着我
这歌真的强，每次听都一身鸡皮疙瘩
艾达王？
因为少年深情凝视着我
希望大家都好好的
中正评测yyds
不擅长重新系起
不擅长重新系起
前面的我一建备考中
所长
曾经单曲循环播放，现在偶尔听听，很有感触
以前疯狂喜欢这首歌
也治愈过我
太卡
一定是渴望得到充实
眼睛进沙子了
来了  来了 鸡皮疙瘩
中正评测
波の随意に浮かんで消える
现场的哭音绝对了
曾今我也想过一了百了
这个现场我的天
来了
在哭了在哭了
好听
谢谢姐姐
这一幕美炸了
木造车站的暖炉前 无处可去的心灵
哭了
她真的好帅气！！！
姐姐好美
呜呜呜
~
秋田的歌啊
还是哭了啊
谢谢姐姐
曾今我也想过一了百了
美嘉姐姐！
稳
所长辛苦了！！！
这是何同学嘛
浴火重生
我听过啊
鸡皮疙瘩起来了
预备眼泪
起鸡皮了，感触
陌生人请你好好的！
我跟菠萝都能好好的  一定
症状好了就好
yyds
美魂
这个声音绝了！
谢谢
姐姐眼睛里有光！！
泪目
这个角度有点像美智子姐姐
鸡皮疙瘩起来了！
1002在看
好好爱自己陌生人
流弊啊 把中岛美嘉也搬来了 小破站流弊
眼里那是亮片，好吧
鸡皮疙瘩起来了!!!
泪目
字幕君何在？
希望能加歌词
太暖了
音乐不分国界
喜欢一个人十年了却发现自己是一厢情愿，那是我生命的十分之一啊
好听
喜欢一个十年了
叼啄着往昔飞离不见
谢谢！
看着看着就哭了起来
所以，你们要好好的
随着浪花起伏消没
好听
好久不见
谢谢姐姐
字幕菌il
这首歌拯救了我
暂停，欣赏女神
看左下角屏幕，是什么？
啊哭了
爷青回
感谢这首歌
好帅
激动的我，鸡皮疙瘩起来都
鸡皮疙瘩起来都
左下角，我老是以为我屏幕裂了
因为有像你这样的人出生 我对世界稍微有了好感
因为还未与你相遇
感谢现场黄字
百听不厌
在现场
想要被爱而哭泣 是因为尝到了人的温暖
因为被人说是冷血
谢谢你
与看不见的敌人战斗着 六叠一间的堂吉珂德
好无语 这歌哪有那么好听 而且你们听得懂吗？？
从一开始哭到结尾
电话的铃声 紧塞住双耳 那笼中的少年
反手一个三连
太穩了！
因为少年深情凝视着我
这里的剪辑绝了啊
感谢
不擅长重新系起 与人的牵绊亦是如此
啊，那逝去的青春啊
因为鞋带松开了
曾经我也想过要投币和三连
感到空虚而哭泣一定是渴望得到充实
Yyds
曾经我也想过一了百了
我知道 我知道 但是……
木造车站的暖炉前 无处可去的心灵
好喜欢她
字幕歌词牛
既然我的存在对你来说是种困扰，放心，不会再来打扰
所长
曾经我也想过一了百了
我发现我现在听，不需要字幕了
谢谢
上海
前面的养活半个香港乐坛的是中岛美雪
Nana回来了
头皮发麻
milka!!!!
泪目
范婷 我爱你
我会为了所有我爱的和爱我的人努力活下去
我也想过
努力活着
来了来了
所长辛苦了
大家早上好啊！！！！
昨天
五线城市 放弃了为梦想 最总选择了去进厂子 希望自己以后不会后悔
治愈系
好好活着四个字 做起来真的难啊
这歌，没有篮字都能听哭，旋律情绪直击内心
感谢野生字幕君
她拯救了我
随着浪花起伏消没 叼啄着往昔飞离不见
这才是歌唱的真正意义
曾经我，也想过，一了百了
姐姐好好看
这歌真的太好哭了
我以为我手机屏碎了
还得是她。yyds
太难了
都会熬过去的
等待野生字幕君
我爱你
状态好很多了
降调了
不会再见面，但是曾经爱过你
中岛美嘉YYDS
曾一度无限循环
感谢字幕
7.12早上6点还有336个人看就离谱了。
姐姐短发造型好美
好听
这是国内场吧
曾经无限循环的歌~
早上好
有生之年系列
谢谢
哪里的现场
请你开心 请你快乐 至少你爱你自己
谢谢姐姐，谢谢您
都给我哭
所长来
谢谢
因为有像你这样的人活在这个世上 我对世界稍微有了期待
因为有像你这样的人出生 我对世界稍微有了好感
曾经我也想过一了百了 因为还未与你相遇
曾经我也想过一了百了
绝了
电话的铃声 紧塞住双耳 那笼中的少年
屏幕的微光 楼上的噪音
不擅长重新系起 与人的牵绊亦是如此
有现场版的音频吗，很喜欢
曾经我也想过一了百了 因为鞋带松开了
感到空虚而哭泣 一定是渴望得到充实
我知道 我知道 但是...
天籁之音
薄荷糖 渔港的灯塔 生锈的拱桥 丢弃的自行车
字幕君在哪里
姐姐不哭
坚持下去，我们一起守候天明
每次听都动容
love you self
兄弟们 我虽然不认识你们 但我要说你们是最棒的！
中正看守所
这是最近唱的？听力恢复了？
女神
来个字幕
字幕君
曾经我也想过一了百了
太稳了她
B站10年内可以挑战腾讯
好想去现场
姐姐好美！！
这是我的NANA么，好心疼
每次都会泪目
不要怕 就一直走下去吧
有点难熬
太好哭了
建议去听听原作词曲者唱的版本
感谢这首歌
超喜欢这首歌
国内的现场氛围还是不行啊
每次听都很感动
←这是上海
←这是上海
嘿!屏幕面前的那个人，你哭什么啊歪，明天太阳还是照常升起的!
我哭了啊啊啊啊啊啊
←上海
每次听都感动哭
谢谢
沖
永远的神
哭了
一身鸡皮疙瘩
好感动
哭了，我太爱美嘉了呜呜呜呜
哪里
yyds
就连灵魂都很美的中岛美魂~
我也曾想过一了百了
姐姐还是这么好看
姐姐
好爱
生日快乐陌生人
顶级歌手，最朴实无华的感情加最让人尊敬的唱功
所长不在嘛？
人生它太美好了
天呐这个造型简直梦回2003年
woc！！
全体起立！！！
谢谢
这个怒音呜呜呜呜
华晨宇抄的是这首歌吧？
这首歌给我很多感动
秋田叔
15分钟加长版
yyds
一次又一次因為這首歌被治癒
哭了哭了
謝謝你
我的性格不适合这个世界生存
泪目
感谢B站
听了几年了！
好好生活
泪目
这个现场好有感染力，好好听啊
yyds
好美
努力再努力
姐姐好美
让我相信美好永远存在
是当年那个留着小狼剪的mika呀
上海
不说别的，投币就行
直播！！！
感谢
还没遇到那个人
就在昨天，我也想着一了百了
啊啊 姐姐好帅
活着，真好
我靠
我的最爱
曾经我也想过一了百了
她这是哭了吗
因为有像你这样的人活在这个世上 我对世界稍微有了期待
因为有像你这样的人出生 我对世界稍微有了好感
叼啄着往昔飞离不见
曾经我也想过一了百了 因为还未与你相遇
一定是因为太过认真地活
あなたのような人が生きてる
世界を少し好きになったよ
曾经我也想过一了百了
求一个字幕君
あのたのような人が生まれた
まだあなたに出会ってなかったから
想要被爱而哭泣 是因为尝到了人的温暖
因为被人说是冷血
好美
电话的铃声 紧塞住双耳 那笼中的少年
厉害
愛されたいと泣いているのは
屏幕的微光 楼上的噪音
音乐的力量
回来了回来了
見えない敵と戦ってる
好爱
耳を塞ぐ鳥かごの少年
大晚上，首推这个……
谢谢
造型太美了
上階の部屋の生活音
パソコンの薄明かり
ベッドの上で土下座しているよ
因为少年深情凝视着我
有内味了
曾经我也想过一了百了
