哇 哦
好亲切的口音
陈佩斯吃面条？
人脉
哈哈哈哈
？？？？离谱  我天天在这附近
磕疯了
38分钟
老师演的真好啊
热乎
gala
沐上偷师中
烫手的
洛阳好干净啊
对吃播产生了一点点兴趣
无脑 投币
哈哈哈哈哈哈哈哈哈哈
古代没有塑料袋，怎么吃席啊？
再见，没兴趣
胖了好多
啊啊啊啊！树梢好棒！！！
树梢姐，真中！
蒜香hhh
蒜香百灵鸟可还行
这个时长
共青团yyds
完了
这黑眼圈，这段时间辛苦了
小品吃面条
我一直都在呀
专业的声乐小课就这么上的
我老师家附近！
老师表演的表情好丰富
门坎还是比较高的
40分钟
热乎
来了来了
43分钟！！耶！
来料
哼鸣
好棒啊
多吃两口肉哈哈哈
ohhhhhhh
看第二遍超感动！
这洛阳方言2333
屏幕前飘来蒜香味
美女，你谁？
人好多
四十一分钟，已三连
我映像最深的是娘娘和丞相吵架的，但是不知道是哪个剧种，倍速观看笑死我了
好亲切！
树梢好棒！！！
孟津现在已经划到洛阳市区了，不再是下设的县了
孟津排面
赞美太阳！
狂喜！！！！
40分钟
穆桂英挂帅！
练声哈哈哈
赞美太阳！
树梢眼里有光！
哦吼
地铁上不要外放 谢谢
啊口音好亲切啊
程咬金的老婆
弹幕护体
新鲜的！！！
哈哈哈
总感觉好像穿了个睡衣出门
豫剧小天才
一键三连再观看
先投币！
高中还有豫剧进校园呢
树梢好美
《人脉》
我去，23分钟，良心巨制啊！
沐上好像门神啊hhh
23分钟！！
49分钟
好家伙。。。
。
洛阳人在外地哭了
四十九分
哈哈哈哈哈哈
白嫖
咦！弄啥类？真俊！
50分钟，热乎的
时长爱了！
沐沐呢
牛逼
上有天堂，下有洛阳
见封进
直接三连
加油！！
人脉
这不比说台词的小鲜肉强？
排面
蒜香百灵鸟哈哈哈
这还是我认识的树梢吗
青枝 树梢   缘分呐哈哈哈哈
我河南团子永远值得信任
哇哦老师好厉害
木上是不是又胖了
大孟津
出息了
刘大哥讲话，理太偏
洛阳人路过
优秀
来了，树梢好看
梨园春个赶脚~
8089个小伙伴们好啊
这个想法不错
救命啊。。。。
哈哈哈哈哈哈哈哈哈
最少100万赞
马金凤老师
豫团真的好宠粉呀
呼麦
树梢真棒
来了来了来了来了
熱乎
首先你得真实吃过了，才能无实物表演
天呐，终于等来了！！！
公费回家
天来之音
哈哈
青枝，树梢，果然有缘啊
一个小时还算热乎
东都洛阳
树梢真好看
不，等等，洛阳学习？你就是想喝汤吧（狗头）
沐上的表情笑死了
牛批
没过1小时，我出息大了
跟我合唱团练声一样（泪目）
人脉
哈哈哈哈哈哈啊哈哈哈
墙裂建议接下来加大音量！
厉害了
看后面的钟，过了一个小时了
这个专业
去见丈母娘？
中州中路
热乎乎!!!
v+5+
太可爱了
人脈
诶呀这河南话太亲切了
束脩
太棒了
马老师，发生了肾莫事？
58
哈哈
59分钟整！！！！
吃席？！
七奶奶:戏中是程咬金妻，以诰命身怼李世民地缝都找不到
这熟悉的音乐
长袖？
永远对不上焦
这么多
运气好，热乎的
哇，许青枝老师，以前看过她的剧诶
啊！！！我从小听这一段
23分钟？这时长我的妈
好像zxx
热乎的热乎的
我大河南啊啊啊啊啊
最近河南官号到处抓人 想起来摸老师 
豫团子真行哈哈哈哈
暗中观察
盗月社yyds!!

来了来了
实话说，我听着我爸妈听粤剧长大的，但是本人一句都不会
买不起食材？那我必须投币
加油。树梢姐
后堂里走出我王氏诰命，后堂里走了我~啊切~王氏诰命
杨七奶
这个发声，我听我邻居练了好久
好家伙
热乎的！
哇树梢也太厉害了还能抽空去学习豫剧
2倍速新世界
好棒！
一看就是可以背打詹姆斯的水平！
Bgm好评
真中
偷师
沐上怎么胖了那么多哈哈哈哈哈
中气好足
梦回大高中！！！
不可能，我刚吃完饭
热乎
好家伙
哈哈
花打朝？？？？
可以改成实物表演
哈哈哈
特意选一颗能挡住沐上的树，真是辛苦你了
我要吃完饭再来看
这种课应该很贵吧
这声音穿透力
沐上出来是屁声
羊奶加油
前排前排前排！！！
大师这气质
合唱团练声
是马金凤大师的弟子啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊！！！！！
笑死
树梢真的是全年龄段都喜欢的好孩子hhh
惊了，甚至看到自己家
人脉！
哇
天呐！这是我家！我家啊啊啊啊！
hhhhhhhhhh
bgm！！！心中无别人！！！
咱们河南豫剧
人脉
卧槽
杨七奶奶
来了来了来了
贾宝玉！！！！
中
得劲儿
见封近
豫剧：所以吸引你的是吃播……
确实难
人脉
武坠子来一段
学习假吃
《对吃产生了亿点点兴趣》
太猛了
太真实了呜呜呜我们声乐课就是这样
时长感人啊啊啊啊哈哈哈哈我
沐上：圣上有旨，宣王宝钏王娘娘上殿
同款鞋子
赞美太阳
而且也是经常吃的人
看到A的那个xswl
来了
这是5月份拍的吧
河南共青团真的发挥了不少作用哈哈哈
吓我一跳
真好
加个弹幕
好想哭是怎么回事！燃了
手拿把掐
虎度门
来了来了
越共探头
可以省经费
中
树梢果然人见人爱
憨憨探头
兴趣不一定 但是外卖小哥可能要忙了
一小时
此時一個疑惑的靚仔路過
美呆了
人脉
报告老师，有人偷听
woc这个声音……
小两口回娘家串门？
我以为我手机响了。。。
好看
中气好足
陈佩斯吃面条了解一下
树梢儿
口音真亲切
王宝钏那个是河北梆子大登殿吧
传承的精神
热乎
笑死了
怪不得这么久没更
哈哈哈哈哈哈哈
沐上：我好慌
说照片是狐主任的那位，我也以为是
一个小时！
池子里王宝钏王娘娘有没有~~~
亲切！
蒜香百灵鸟笑死我了
树梢儿最美！树梢儿超棒！
专业对口属于是
圆圆，我想你了
害怕
刚才我的基因动了
树梢美如画
下饭
人 脉
《人脉》
本洛阳人看到了自己家！！！
我小学时练过
哈哈哈哈哈哈
哎呀！这河南话真亲切
好难的，不管哪种戏剧
这不我家门口吗。。。。。
马派嫡传许青枝老师！！！
不愧是唱戏的，说话中气十足啊
耳朵好大
求BGM
赞美太阳！
前面的，这是4，5月
好美！
哦
Lang may the sunshine
A4真的很可以了
树梢的T恤盲猜是优衣库的～^_^
冲浪？你是GG还是MM啊？
wc，唐宫路
乖乖，几天没洗头了
唱到A了
有基础
超级感动的一期
树梢的正确打开方式
有播音功底
中
欢迎来洛阳呀！
A5吗？
老师的儿子万万没想到在百万人面前暴露了艺术照
真棒  加油
厉害了
热乎热乎热乎热乎热乎热乎热乎
河南人就得学豫剧？
都成你啦！！！
热乎的热乎的
一小时关门
东北人就得学二人转？
路人：嘿！干啥勒？
热度
去老师家记得带东西，棒
好亲切
树梢这种性格谁会不喜欢啊
先投币，再下饭。嘿嘿嘿
来了来了
温温的！！
热辣的树梢
传承文化的大门永远是打开的！！！
蒜香百灵鸟哈哈哈哈哈哈
主要是缺几瓣儿蒜
马金凤老师
梨园春啊，小时候天天看，还会哼几句
一小时，还好
本色出演
go吧
一小时还没凉
蒜香小百灵………
哈哈哈哈哈哈哈哈
牛啊！
老师说的对，你开始唱就变成戏里那个人就对了
杨树梢一回洛阳拜师忙
哈哈哈哈哈哈哈哈
练戏腔冷水浇头心茫然
《聪明才智》
哈哈哈
偷偷占便宜
结果沐上偷学的比树梢都好#doge
树梢 你真的是我们洛阳人民的骄傲！！！真棒！！！
1小时
平顶山的男生来了！
咋是程七奶？不是吴七奶吗？
牛逼
国产琴珠江
音乐表演专业学生打卡
！！！！！！！！！我家孟津！！！！！
对吃产生了兴趣
哇塞
陪伴是最长情的告白
第二回柳暗花明又一村
说得好！
小曲同学～
树梢希望重回再出发
孟津一高校友报道
你永远可以相信团团（各地的）
刚才是杨树梢?
想太多，不然就不会有台下十年功的说法了
束脩
哈哈哈哈哈
声乐课
罗样
BGM:是GALA的
看完之后，就裂开了hhh
1小时
后面横幅是天津农商银行吗
我最帅
特意吃饱饭来看的，准备好你的硬币
排面
以后就不用去饭店拍视频了，甚至饭都不用买了
一小时之前！！第一次这么前
你这～说的是豫语不～
同款衬衣
恶心
拖更多久了
树梢?杨姐?
一小时
当初我在的合唱队也是这么练的∠( ᐛ 」∠)_
树梢眼睛好亮啊
专挑饿的时候来看，也是没谁了
老师说的这段戏，让我想到陈佩斯老师的吃面条了^_^
可我扮演我这个角色太累了
俺来了
河南团团yyds
洛阳
换大米～
树梢要好好休息啊 黑眼圈好重啊
我家？
为树梢三连
前面的说不会粤剧，我起个调，落花满天蔽月光
前排，一小时而已，热热
一听河南话就想起来岳云鹏。。
《 人 脉 》
知道！
、
杨七奶
加油
哎呀 三姐快上车呀
哈哈哈
沐上像送女儿去上课的老父亲hhhhhh
七奶奶哈哈哈哈
哈哈哈哈哈
哈哈哈
哟哟哟~
吃耐人？？？哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
哎呀 三姐快上车呀
老人家一开口声音的中气十足震的我手机嗡嗡的
树梢性格真的好好
百灵鸟
阿嚏！
一个小时
哈哈哈哈
听过曲剧卷席筒
合唱团练声
热乎！1小时
开玩笑，台上一分钟，台下十年功呢！
蒜香百灵鸟哈哈哈哈哈
前面炒焦的秦腔，黑叮本
b
我的手机麦，老师住口
美女 你谁?
看不起谁呢，有币就投好不好
小哥：你俩搁这搁这呢？
来啦
不拿塑料袋吃什么席
老师真会夸人
哈哈哈
红红火火恍恍惚惚
才吃了饭，我不信我会饿
左边照片是藏狐吗
哈？居然是老乡？
来了来了
好耶
七奶奶——树梢
人家是表演而你是真吃
树梢的大胳臂
哈哈哈哈哈哈哈哈哈
树梢有心了呀
热乎的
师傅领进门，修行靠个人。
中
三联走起
杨美丽
第三遍看起
随缘焦点
太强了
我家在这人
这壮实的小身板
丹田
封面进
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
以后拍视频就可以不用去店里了？
好吃那人这句话瞬间亲切起来，太河南话了
传承中华文化
母上卒
一学就废了
嘿沐耳
不行就先吃两辫子大蒜再唱
给力
Rehu
热乎
高清版豫剧太好看了吧
我只知道你们最近不更新
不是除了吃，别的事就那啥了吗，主业不就是吃饭吗
怎么
河科大在此
沐上:   这啥   我呆住了
盗月社真棒
我同学学过，还拿过奖
提醒一下，戏腔和戏曲是有区别的，戏腔是腔不是戏
我也以为是狐主任哈哈哈哈救
河南正能量！
我天老师这个下嘴唇颤着吸气，看得我馋了，像嘴里有块热乎乎的五花肉一样
杨姐好飒
先投币了！
鼓膜：裂开了裂开了我裂开了
树梢七奶奶
好巧，你也上网冲浪啊！
哈哈哈哈哈哈哈哈哈哈哈
热乎
传统戏剧不是从小学真的很难
偷偷摸摸的跟贼是的
优秀啊
违规飞线充电
ww两小时！
老乡～
哈哈哈哈哈哈哈
亿点拨
眼睛里都是血丝
河南共青团老热情了
漂酿！！！
哈哈哈哈哈蒜香百灵鸟
和我合唱练声一样啊
又是河南哦哈哈哈哈哈
前方高能
已经开始有兴趣了
还在想树梢会不会忘了要表演了
高产啊
两个小时七万硬币
第一次这么热乎
排面
蒜香百灵鸟 应该很好吃的
你舅宠她爸
哦吼，过年的时候河南春晚出圈，我第一个想到的就是树梢啊，还想着啥时候你们去河南做个相关的，结果我梦想成真啦，哈哈哈哈，开心
告辞
！？？？？！？？？
DNA动了
衣服好好看啊，树梢好漂亮
人脉牛逼
天将选题
"古代母上就是叫""书童"""
杨姐别熬夜了
眼圈好重
这饭点过去的？
洛桑学艺
赞美愚者
你说啥来
人脉
哈哈哈哈哈哈哈哈哈哈哈哈哈
象团团yyds
原来baby拍戏是学的这一段啊
这黑眼圈，太憔悴了
2小时
你三连有了！
熟悉的开声
热乎
不是花枪缘是花打朝
树梢太棒啦
真美！
《人脉》
来啦！
哈哈哈哈
哇
豫剧真的好听，小时候梨园春经常看
好壮
我山西人听京剧。。
三连了
币比赞多系列
神都洛阳
前面的，七奶奶是程咬金的老婆，程咬金在瓦岗寨排行第七，所以被称为程七奶奶
老师好眼力！
吃席哈哈哈
行不行的，三连有了
哇这个口音太亲切了
妈耶
好的杨七奶奶
听这个声音是有声乐基础的
河科大在此+2
两个小时了，凉了凉了，不会饿了
两小时！
两小时！
同款小龟王
偏美声啊
熟悉的调调
热乎
卑微沐上，在线偷听
热乎的
路人：夹空气？
来了
两个小时，已经凉了
一开始没认出来
面子果实能力者
来了来了
2小时
成热
杨女士超级棒 绝美啊
不是播音主持专业的吗？气息没学会？
哈哈哈
哇啊啊啊～
求求你俩结婚吧
女高音
大片
夏树！
七奶奶 你好
团团出来挨表演
但是
夏树！
来过
哈哈哈 哈哈哈
狗狗祟祟
曾毅：这活我熟
原地领证吧，
丑
好家伙
好棒好棒
美炸了呀
先投再看
树梢好棒！！！！
请收下我的膝盖
共青团yyds
教练嘛
《  人  脉  》
你炸了
好家伙，就开始吃上了
i can
看牙认人
准备上梨园春么？
所以还是为了吃
DNA动了哈哈哈哈哈哈哈
Gala？
豫剧：见家长
同款手机支架
这不是老公该做的吗
哈哈哈哈哈
中气好足！！！
哈哈哈小沐在等着端茶递水吗
我对豫语有兴趣
蒜香可还行
你媳妇儿同意吗？
晚上逃不过系列
你这是斯坦尼啊
咋回事
经典蒜香百灵鸟
哎呀。你来就来 带什么东西嘛
旁边笑的好像不是大佬了？
好家伙，学豫剧刚开始也是这个啊
热乎
马金凤奶奶 
刚才的造型好像曹俊哇⊙∀⊙！
竟然是在我家！！！
热乎
大佬啊
暗中观察.jpg
神都洛阳
加油杨姐
牛批！！！！
啊记起来了。之前视频也有提过的
孟津人狂喜
看过这个戏，很好看
学过一小段，才知道有多难
俺也上过京剧欣赏课
来了来了
回娘家了，有点紧张
程七奶奶？
排面啊
黑眼圈
沐上真的长胖了哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
七奶奶好
唐宫路！！！
这是要出圈啊！
三小时…放冷冻层吧
先一键三连再看
直接全退
马金凤老师曹县人
你还别说，树梢上妆真不错
哈，原来是老乡
天天路过的地方，天啊
黑眼圈很明显
绝了
好熟悉……想起了音乐老师支配的恐惧。
越共
声乐课
陈佩斯吃面
BGM：secret
这眼圈，国宝级。
母上
河南，你币有了
换大米啊~
家里同款钢琴
我饱了
人脉
狗狗祟祟的沐上
bgm给我炸出来了
我们大河南的话！！
wwww‘
哇哦
小沐沐夏吹风变气球了？
学豫剧要这么贵的吗
穆桂英挂帅
熟悉的声乐
狗狗祟祟的助教
圆乎乎
为什么只能投两个币？
树梢领沐上回家了，这门亲事我不同意
开局三连
亲家母，你坐下，咱来说说知心话啊~啊啊啊啊啊啊
你就宠她吧
/？
自己人，为何要开腔
岳云鹏。。打洗你个龟孙儿，
你这不是唱戏
热乎的
原来是这一段
牌面
体验派表演吗
河南周九良是你吗？
马金凤的徒弟
孟津？？我就在县城
我也DNA动了哈哈哈哈哈哈
戏腔不是戏曲，一定要区分
 热乎的。
蒜香百灵鸟听着挺香
树上，你来了
零基础学豫剧之从入门到放弃
《人脉》
为什么这么像吃的
辕门外我三声炮 如有雷震～
我对吃的啥来了兴趣
人脉
所以你俩就没吃上大姨的烤鸭？
中中中
人脉
孟津欢迎大家游玩呀
吉利区
杨姐
豫团 好棒
花打朝七奶奶?
此时五点五十五分
杨七奶奶
太美辣！！！
先投币
哈哈哈哈哈哈
这不搞一段军中飞来百灵
朱时茂和陈佩斯的小品也是无实物表演吃面
人  脉
此时七点快二十
好有趣啊
谁说了
中
黑了
初学已经不错了！很棒
bgm好评！
人脉
众所周知，吃播=假吃
百灵鸟还可以做蒜香的？只吃过麻辣的
欢迎孙俪老师加入盗月社（狗头）
作为老公，我也是这么支持我老婆的
树梢被河南团团转发了
杀了我吧！
bgm好评
抬花轿
熟悉的麻美迷蒙
找神都俗人喝个汤
汝州人报道！
咦，这口音真中
爱了，沐上
必须三连必须三连
村子里有个唱戏的打小去河道里叼嗓子
还是俺这河南话听着得劲
请收下我的膝盖
大制作
根本有些人不认识就喊大佬 装作认识的样子
秦腔
薛珍珠老师？
气质
那么你们吃上绵羊的烤鸭了吗
"说咱河南,那必须一键三连"
老乡啊
必须三连！！！
这戏子这不是美丽的树梢姐吗！
沐有偷听
投币比点赞多
哇！杨姐！！
树梢走哪人爱哪
台上三分钟台下十年功可不是随便说说的
塞尔达！！！！
膜拜大佬
人脉
热乎的
盆腔共鸣
黑眼圈好严重，哈哈哈哈哈哈
gala乐队！
《人脉》
啊这熟悉的河普，好亲切
团团子牛壁
rap
吃啥这期
看什么看 快开空调
NB
热乎。。
河南不是坠子么
排面
好美
树梢太美了！！！！！！
沐上：暗中观察
赞美太阳！
藏狐惊现！！！！！！！！！！！！
杨女士好样的，支持
疑惑的小眼神
男保安
这美女谁啊
疑惑的小眼神
刘大哥讲话理太偏
学成归来
好好看，对对对，我也会唱一两段
