自古2p没人看
如果刀不直那扇也只能不直了
？？？？？？？？
机械箱
牛逼
爪
这不对吧？？？？？？？？？
我缺的不是手和脑，是一个光影
好！我蓝雨技术部进来学习一波
大剑
术士
剑
没有降落伞差评
感觉操作不当，分分钟误杀自己
牛比牛比牛比
申请重看
????????????????????/
wcwcwcwcwcwc
玩家【寒烟柔】进入直播间
我就不
武 器 大 师
好看
这个太秀了
好奇怪的要求
我一女生进来干嘛
白嫖失败
我的意大利火箭炮呢
卧槽卧槽
口红？？？
砖石笔笔头
握草
零生成的等等我
？？？？？？大人，食大便了
沐秋复活了
先窝草
人兴欣机密
我天哪
帅啊
66666666
？？？发生了什么
好想要
奈何没文化，一句握草走天下
不要的话  就不给了哈
别抬杠，不喜欢出去呗，有本事自己做一个，做不出来就好好看
好的
好的
火钳刘明
没看够啊啊啊啊啊啊啊
冒昧的问一句，能做出来吗？
这三连给的心服口服
满足你
66666
好的
我是好人，我满足你
弹幕怎么还有说不可能做出来的？别人都傻的不知道吗？要你说出来提醒诸位？
强
这伞防水不
大人，时代变了
玩家【大漠孤烟】进入直播间
在线变态
叶不修：来兴欣技术部报道
玩家[莫敢回头]进入直播间
厉害
下次一定
！？？？？
大剑？
有一说一，我想要
好的
好
这次一定
好的
哈哈哈阿尔卑斯棒棒糖
好的
？？？？？？？
握草。
欲擒故纵哈哈哈哈哈
玩家莫笑君上线。
呃
刀中刀
"dalao,你在说什么呢dalao?"
好高级的样子
？
 ?   ?    ?
12
如你所愿
下次一定
好的
13
小朋友，你是否有很多问号
牛逼
手机伞我也是
苏沐秋再世
@手工梗
我人傻了
大人，食大便了
时代在召唤！！！！
好的
太狠了
？？？？？？？
还有刀！太厉害
双马合一 ！优秀！
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
叶修表示很nb
白嫖失败
我拿块橡皮泥能变的比你还多信吗
除了不能拿来当雨伞貌似啥都能干
还有，唐刀是太刀的鼻祖，是日本刀的爷爷
？？？？？？？
RGB YES！
？？？？？？？？？？？？
？？？？？？？？
热榜通知书
  太刀多了去了，，打刀就是直的
卧槽
如你所愿
下次一定
蓝蝴蝶牛逼！
玩家【一叶知秋】进入直播间
怕是很贵买不起
我又来了
爪
武器大师的路灯
佛了
千机伞  看效果
玩家【包子入侵】进入直播间
woooo好帅啊
大佬大佬
厉害了
好的
666
!强
我偏不
飞天扫帚【滑稽】
好的
这个伞翼变形太牛了
？？？
牛逼牛逼
卧槽
前面那个手工耿，我看过那本小说
可以防雨啊，防过混乱之雨
nbnb
这次一定
？？？？？？？？？？？？
重剑形态
玩家【君莫笑】进入直播间
好的
666666666666666
在？还伞？
求出周边！！！
666
怪事年年有，今年特别多  那就满足你吧
魔法的力量
白嫖失败
能变个拖把吗
玩家【秋木苏】进入直播间
好的
nb
想氪金了，伞卖不
叶修本人？？？
刺客的小刀！！！
忍者形态
这把刀我可！！！！
香蕉棒棒锤
好
玩家【百花缭乱】进入直播间
？
传我的命令，全体上刺刀，准备进攻！
过分了啊
好的
教练：你走开
盾牌形态挡攻击都行，还不能防雨
我偏要
66666666666666
如你所愿
xiaciyiding！！！！！！！！
帅死了
三联
白嫖失败
好的
？？？？？？
听音乐感觉要搞事情了
卧槽
那哪行
刀里藏刀
好的好的
好的
牛壁
莫凡进入直播间
小说里不是这么变的啊啊啊啊啊
我去！机械旋翼
过分了
这玩意——
？
？？？？？？？？？？？？？？？？？？？？？？
66666666
你这就过分了
买个模型也行
想伞哥，想哭，好激动
？？？本来就是游戏里的你们讨论现实能不能做出来？？？
好狠
ok
？？？？
好的
哇塞
？？？？？？
卧槽牛逼！
纳米技术
牛逼
牛逼
b站关榕飞
技术活，当赏
？？？？？？
卧槽
量子科技
好了草图做好了，工程师产品制作交给你了
遇事不决，量子力学
魔法科技。
要你命3000
好的，太强了
卧槽！！！
教练：不，你没有
666
问号你是否有许多朋友
大人，食大便了
玩家【秋木苏】进入直播间
好的
哪里买！！
却邪
叶不羞
我听你的
三连有了
要用魔法打败魔法
？？？？？？
我傻了
好的满足你
有点可爱
卧槽
有点可爱(๑• . •๑)
哈哈(´▽｀)
这是什么游戏
这是双拐
强
会3D就是厉害
首页通知书
nb
哦
？！？！？！？！？！？！？！
卧槽
噬菌体?
卧槽
好的
玩家【秋沐苏】进入直播间
用0·5倍看一下，大概能看懂
瑞士军刀弱爆了
？？？
卧槽
好的
好的，我还准备投币呢，不要算了
66666666666666666666
这理论上是可以的
［孙翔］气冲冲的离开直播间
玩家【王不留行】进入直播间
哈哈哈哈哈哈哈哈哈
这刀柄不够长，出不来啊
nb
好的
卧槽，锄头
国家不让买。。。
卧槽？
666
这也太牛逼了吧
卧槽666
是有点重。
这次一定
what?
牛逼
玩家【生灵灭】进入直播间
既然如此，那我就如你所愿吧
浮萍拐？
莫名像快板
这是啥？？？？？？？
战戟形态
666666
君莫笑进入直播间
这东西千万不能让刑部尚书看到了
双刀形态
伞本来就存在于游戏里
？？？？？
拐棍
夜雨声烦进入直播间
我人傻了
好听你的
重锤形态
忍刀形态
好
醉卧沙场君莫笑
太刀形态
浮萍拐
下次一定
这刀刃是从异次元冒出来的吗
为什么你能这么帅
woc
日本刺刀枪么
？？？？？？？？发生了什么
这没用啊，过不了安检唉
驱魔师！！！！！！！！！战镰
？？？？？？？
有没有卖的，我要买，哪怕简单点都行
好的
了不起，好厉害
死神，来收人了
魔道学者
逆反心理
这是个啥？！武器库？
这是个啥？武器库？
BGM:Night Invasion
NB
好沉  拿不动
千机伞蹦迪？
帅的一匹
战法的枪
狂战士的，或圣职系的
量子形态？
？？？？？？？？？
牛
满足你
火钳？？
流批
法权形态
亲脚制作可还行
伞形态
百万播放get
好嘞
玩家【一枪穿云】进入直播间
跪了，
当代伞哥
赤平投影?
重炮
这把伞做出来得卖多贵
格林机枪呢
必须三连
夜雨烦声
众筹么。
魔法的力量
nb
枪
好帅
首页警告
所以说这个下雨能挡雨吗？
牛逼！
你就是苏沐秋？
下次一定
哇
倒回去看了三遍...哇
需要用灵魂操控
电热扇
战镰！
警棍谁会用阿，警察蜀黍吗？
小太阳儿
白嫖失败
牛逼
哇
咋冒出来的？
宿伞之魂什么时候能这样
先卧槽一下
好的
？？？？？？？？？
10
宁就是苏沐秋？！？
注意这个亲脚制作
小朋友，你是否有很多问号？
???
路转粉谢谢!
草啊，钱有了，伞哪里买
妈祖你
好的
满足你
我大概没看懂
这。。。。。能锤?
我爱了！！！！
绝了
？？？？？？？？？？？？？？？？？？？
下次一定
跟游戏叫真服了
好
大人，时代变了
大佬！！！
围观大佬操作
这样看，苏沐秋真的是天才中的天才啊。。。
神TM的雨刮器哈哈哈哈哈哈
一切还要从一只蝙蝠说起
竹蜻蜓？？？
阿尔卑斯双享棒？？？
隔着屏幕骂了句脏话……靠!!
好的
？？？？！
牛逼牛逼牛逼牛逼牛逼牛逼牛逼
woc这是人做出来的？？？？？？？？？？？？
ohhhhhhhhhhhhhhhhhh
这伞要是做出来，怕是会立刻买断吧！
？？？？？？？？？？？？？？？
蝙蝠侠的披风同款材料
牛逼
up你看我跪的标准吗？
卧槽
叫希尔的那个记在复仇小本本上
小问号，你是否有很多的小朋友？
问问能变口罩不
要和希儿一起玩儿吗.....
给我变个口罩
NB
本来就是游戏武器啊为什么要合理……
一句卧槽行天下
先练臂力吧
这就很帅！
nb
出现了，哆啦A梦
下次一定
托尼史塔克觉得很淦
6666
好的好的
噬菌体的你给我回来
厉害了，厉害了。
卧槽
握草
妈！！我要这个！！
。
好的
狩个p，怪猎玩疯了？
这次一定
太你m
跪下
我这暴脾气，我偏要
看不起谁呢 不好使 这三连老子给定了
卧槽
除了雨天都能用
帅
卧槽
wc nb
卧槽卧槽
超脱基于干杯
nb啊
合情合理 创意无限 
扫帚光剑都不能变
瑞士军伞
我突然想要一把这样的伞诶，好酷，好帅好奈斯，好想拥有
？？？
我进来找了半天手机伞，发现我搞错了
纳米材料，暗物质能量引擎
？？？
白嫖失败
盾形态
？？？？
水母
你说的对
币都给您！
刺客的手爪
全体上刺刀？？？
哈哈哈哈哈哈哈哈太厉害了
跪了
好的
斗罗的矛
握草
必须三连必须三连必须三连必须三连
大佬
这次就不下次一定了，我听你的
牛
卧槽
河南伞
这把伞应该很沉
太刀
瑟瑟发抖
6666666666666666666
叶修表示很赞
炮
nb
我就三连!!!
牛壁牛壁
你有本事和给我改个流星锤出来
你想屁吃
说！是不是偷的！
我傻了
卧槽牛逼
满足你
流弊
我不管，我就是要给你个三连
R! G! B!
R！G！B！！！！
??????????
小朋友，你是否有很多问号？？？
战斧
卧槽
这次一定
这是魔法
沐秋大大？！
666666
牛逼
应该是大剑
666666
求BGM
BGM是啥
66666666666666666666666666666666666666666666666666666666666666666666
叶修：我尼玛人都傻了
竹蜻蜓。。。
牛逼
牛皮！
我人傻了
枪形态？
如何过安检（doge）
这次一定
nb
就这个你币有了
太酷了！
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
卧槽
这个做不出来吧，看看得了
不科学
牛批
卧槽
武器大师进入直播间
？？？？？！！！
这特么自己吓拆估计就装不回去了
魁地奇？
匕首
66666666666666
卧槽
千机伞
？？？？？？？？？？？？？？
小问号，你是否有很多朋友？
机械旋翼
666
火钳刘明
啊啊啊啊啊啊啊啊啊啊
ohhhhhhhhhhh
流氓的爪子！！
我偏要三连！！！！！！！
最强单兵武器
噬菌体还行
我不信你能变一艘航母出来
灯笼
你是苏沐秋吗
和天问有的比
玩家【一枪穿云】进入直播间
卧槽卧槽卧槽
还防雨嘛
卧槽nb啊
牛逼
牛批
小说里说过，斧子一样的是狂剑的重剑
NB
说太刀的弟弟，那是唐刀好吧
你看我这暴脾气
驱魔师的镰刀
秀儿
麻麻叫我别看了，买它！买它！买它！
如果大佬做游戏我一定去玩
蓝河因言语过激被踢出直播间
发电
我天
流氓拳套
NB
好帅
叶神牛逼！！！
但是我拒绝，
下次也不一定
弩
三连警告
？？？？？？
？？？？？？？卧槽！！！
流氓的爪子
？？？
卧槽
twdl
浮空四连刺！！？
魔幻体验？？？
这已经不是伞了吧！喂！！
卧槽！！！我的初中~
啊！！！！！牛批
哇嘞？！
tql
时代变了
NB
好的
厉害厉害
卧槽牛逼
牛的
nb
首页通知书
没有币了
我擦
天呢，这得用什么材质啊
老子就是要给你三连怎么着？？？？？？！！！！！！
牛逼n
woc
这个是什么我貌似不知道
这真的是个伞？。
？？？
旋转翼
卧槽牛逼
666666666
厉害了
好的
这伞真实存在吗？
终于可以不用昧着良心白嫖了
如你所愿
强
白嫖失败
？？？？？？？？？？？
玩家【一叶之秋】进入直播间
你看不起我们吗
其实我想白嫖的，最后还是没忍住
RGB！提升攻击力100%
臣卜木曹
云雀的拐～
????
你赞有了
烧火叉（dage）
nb
nb
好的
东方棍？
牛逼
好的
屁的太刀，这是唐横刀
卧槽
这次就就是要三连一定
hhhhh这次一定
满足你
？？？？
献上膝盖
看着手里的雨伞，你给我变！
会员色来了
牛批6666666666
666
苏沐秋
卧槽
重碎棒！！！
卧槽
竹蜻蜓
你币有了
呦，我还真就三连了呢
设计出来了但没有那么好的材料
连刀都有
牛逼
我要能变形哒
千机伞在中国古代历史其实是有的但专家还没研究好就坏了
66666
666666666666666666666666666666666666666666666666666
钢爪
子母刀有的东西
浮萍拐
nb
nb
你是什么神佬
好的
nbnbnbnbnbnbn
nb
卧槽  牛皮
vac
卧槽
NB
如你所愿
有人做出来了
东方棍
砍刀
wow
热门
足蜻蜓
牛皮
一定一定一定一定一定
这个必须点
这是雨刮器？？
这是取暖器？
666666666
OK
行了，你币有了
[君莫笑]进入直播间
东方棍
大人，时代变了
太刀！
首页警告 
首页警告
谢谢谢谢
我还要给你俩硬币
爪，东方棍
这伞什么都能干，就是不能挡雨
尼玛
下次一定
？？？
哇
挖槽
给跪了
盗贼，爪
m，斧
mt，斧子
牛逼！！
大佬
？？？？？？？？？
东方棍
手里剑
想象力真强   无敌
你妹的越来越离谱了。
奇怪的要求又增加了
竹蜻蜓!
小弟，时代变了！
噬菌体可太形象了
牛笔
被逗笑哈哈哈哈哈哈
混元珍珠伞
你就是蜀中唐门机关世家的真传弟子
太强了
千机伞应该是伞面藏刺，伞骨藏箭，三包伞柄藏刀，内有绳索或链条，可投掷并展开
枪炮师
？？？？？？
请收下我的膝盖
这次一定
刺客
骑士枪
卧槽
哦，好的
准了准了
你想得美，就是要投
66666
本来就是个游戏道具，up这么设计建模也的确是满足我们对千机伞的想象，说什么物理基本性质和现实世界的就不用讨论了
巴巴托斯
内心有千言万语，最后都化成了一句“卧槽牛逼”
你想p吃呢，我就是要投
卧槽
太强了!
是maya，爱了爱了
战矛
千机伞每个形态可以打一个技能，矛打的就是伏龙翔天
忍者双刀
握草？？？？？
流氓的爪子6666
大佬！您是什么神仙！
好的
？？？？？？发生了什么
牛壁
woc，牛批
好的
？？？
流氓的爪
哇塞！巨佬！！！
老韩
这个伞布超现实了
小问好，你是否有好多个朋友
当这折纸呢
牛逼啊
除了能挡雨 其他什么都能干
卧槽
加个变钱的功能吧
nb！！！！
套娃？
好的
牛壁
盾芒自己的，我笑了，哈哈哈哈
666
好帅呀！我要退出霸图，加入兴欣
绝了！！
机械旋翼
流氓
NB
武器大师
真得nb
卧槽流批
太厉害了
R！！！G！！！B！！！
R！！！G！！！B！！！
牛逼
R！！！G！！！B！！！
nb
卧槽？
卧槽？？？？？
子母刀
太帅了
这个应该是大剑，扫帚是魔道学者的专属武器，其他职业无法使用
握草
奈何本人没文化  一句卧槽行天下
牛逼牛逼牛逼！！！！
6666666666
已经脑补小说了
现在驱魔不是拿斧子，就是拿念珠，没人用镰刀了
这双剑就不科学了
NB66666666666
神光同步（狗头）
我的天
真的好帅啊
woc66666
三连给定了，没下一次
66666666
东方棍可还行
太强了
？？
我不管我就是要三连
这伞除了不遮雨啥都行
好的
法杖
卧槽
鬼才
忍刀
建模一时爽，一直建模一直爽
我居然才看到！！！
我为什么觉得这个伞在嘲讽我？？？
帅的呀
流啤流啤
好的
怎么说结尾是否召唤一下手工耿
听你的
卧槽？？
唐刀
这可控性金属跟钢铁侠似的，为啥不直接做套suit？
222222222222222222222222222222222222222222222
1111111111111111
6666666
nb 
我直呼NB
伞皇伞皇伞皇伞皇伞皇伞皇伞皇伞皇伞皇伞皇伞皇伞皇伞皇伞皇伞皇伞皇伞皇伞皇伞皇伞皇伞皇
这次一定
你是苏沐秋吗？？！
这次一定
我妈问我为什么一直跪着，我哭了。
OHHHHHHHHHH！
你币有了！
东方棍嘛
这是钢铁侠的纳米科技吧
你币有了
卧槽？！
我嘞個去
战士
哇啊啊
禁止套娃
？？？？？？？？？？？？？
卧槽
？？？？？？？？？？？？？
太帅了吧
哇
@包子
伞哥太厉害了
666
啊
过分了啊，这伞！！！
驱魔师
双刀刀刃不好伸缩吧？？
弩
爪子
卧槽
帅爆了
弩
伞哥天才！伞哥牛逼！！！
ohhhhhhhhhhhhh
NB！
卧槽
禁止套娃
献上膝盖
玩家【蓝河】已进入直播间
卧槽？
我偏要
真得劲
我偏要
好帅啊啊啊啊啊啊
nb
牛
太帅了吧
看封面我以为是小蘑菇。。
？？？？
币我给了
卧槽
棒
螺旋上天
矛形态
就是把直刀
好的
太无敌了
闪瞎队友，全队阵亡
我靠
太刀呢太刀还有操虫棍（滑稽）
对不起，我没币了，up
rgb
姑获鸟，以伞为剑
NB啊！！！！
剑中剑
来了
扫帚不可以的吧
哈哈
弹幕呢？
好的满足你。
可以给千机伞洗点然后加一级大招的云读者
牛逼
一伞走天下，你币有了
卧槽
好的
？？？
6666
卧槽NB
卧槽
卧槽
下面注解辛苦了
必须三连！
牛逼
众所周知，平面可以无限延展
好酷啊啊啊啊啊啊啊啊
UP主有心了！
苏沐秋转世？？！
？？？？？？？？？？？
真做出来你几百万都买不到
？
作者大大迟早要火
牛逼啊
流氓爪
除了卧槽无话可说
伞“我当时害怕极了”
蹦迪专用伞
2倍直接跪
好滴
良心不允许我白嫖
千变
牛皮
能当盾吗
你这是看不起我！
建议加水印
不行不行 三连给你
6666
秀
好的！
好的
魔道学者-扫把
?
我怀疑你是苏沐秋
如果没有霸体会被连击到死吧
好的 下次一定
好的up说了算
忍刀！机械箱
刀中刀？
卧槽(*｀へ´*)
没毛病小说里叶神的千机伞枪形态就是步枪
卧槽，这要真自己做一把也太秀了
oooo
这牛逼
每种形态可以打一个同职业系技能（低阶高阶都可以）
伞哥牛批
好的
可以做钓鱼竿哦
跪了
wc
千言万语一句卧槽
提示：忍刀有绳子，还是双刃版本的
千言万语一句卧槽
千言万语一句卧槽
众所周知，千机伞是一把玄幻武器
牛壁！！！！！！！！！！！！！！！！！！！！！
牛逼
nb
还有一种单拐
好的
大人，食大便了
哇! 牛批! 还可以蹦迪色!
太强了爱了
流批
666
秀啊
这个还是伞么？我傻了
说噬菌体那个，你成功把我逗笑了
？？？？？
牛逼
请收下我的膝盖
外观mod也是这样做的 好像
？？？？？？？？？
0.5倍速看完qwq
太刀？
这是扫帚吧
原谅我，这是路灯？？
螺旋翼形态，通关神之领域后可解锁
服气
一点道理都不讲啊
?过分了啊
散人技能多
卧槽
牛逼
合不拢嘴
剑形态
大人，食大便啦！！
66666666
卧槽
…
矛形态
哥布林怎么搞
好的，知道了
致敬量子力学
哈哈哈哈
太强了！！！
太帅了
牛逼
折伞扛不动，偷也偷不走
给大佬跪了，真的牛
幽兰戴尔等待指示
我偏不
这伞漏雨
卧槽
挖机挖机挖机哇
好的，如你所愿
这玩意会做出来吗
woc
热门通知书
卧槽
开头见
不要啊……那就算了
太厉害了吧
留个弹幕，白嫖走起
卧槽
？？？？！！！！
！！！！！
woc
woc
卧槽
突然感觉伞哥不是一般的np
？？？？？？？？？？？？？？？？？？？？
卧槽
必须三联
卧槽
鬼剑士！！
卧槽
本来就是游戏里的东西啊要什么符合实际？
炫酷
每种形态都可以打技能的ok
好的
G
R
啊啊啊啊啊啊啊啊，好帅！
流氓
厉害了
这都要从一只蝙蝠开始说起。
/???????????????????
苏沐秋太强了……
下次。。。这次一定
woc
奇怪的要求增加了
盾形态
66666
不明觉厉
卧槽
下次一定
好帅！！！
叶神眼睛没了呀！
牛壁
此乃神人也
卧槽牛逼
卧槽还带rgb
量子力学？？
就是有点拿不动
唐刀
把自己发射出去
up加个大水印吧，防盗
卧槽尼玛
卧槽
一把伞走天下…
