球形闪电
敬礼
卧槽，这句话回想起来，真的有点初衷的感觉
牛
我遵守约定，了小女孩
前面高能，
东方延续，第六个面壁者
骗        子
恒星什么东西被摧毁啊，都是白色看不见啊
1453精罗落泪
我前几天坐过，哪都好就是有点速度快晕
牛
哭了
“没关系，都一样”
我去，NB！
章北海死得其所
刘慈欣有本小说就叫《球状闪电》!
这个老爷爷第一次上去就没了
战歌起
zhangk战歌起
高堡奇人
不愧是你
精罗落泪
内蒙古排面
帅的一笔
战歌起
类目
求BGM
火钳刘明
这是剪的《我的三体》还是阿婆主配的音
敬礼
看的我鸡皮疙瘩起来了单体牛壁大牛牛壁
战歌起
自然选择号 前进四！
歌名是叶航星我最爱的歌了
没注意这设定
CEO可还行
1727
引出第二季
人类 ……需要进化
给岁月以文明
牛批
罗辑！！！
生存是第一需要。。美帝要自由不要口罩
章北海，永远滴神！
起立！！！！！
1453罗马帝国永世长存
啊啊啊啊，音乐一起，整个人都......
这不是家！
先三连
敬礼
五神：章北海 罗辑 汪淼 云天明 史强
人将变成非人
水滴的力量
我哭着笑了。
面壁人
看到程心爷就像骂人。。
不才的歌
666
毁灭你，与你和干
泪目了
神抛弃CEO哈哈哈哈哈哈哈
唔
太赞了
哈哈哈哈
这是在危机中爆发的科学进步
好看！！！
我三排面
林——云——
艾AA，永远滴神
>_<
人类不感谢罗辑
林云最飒了！！
为了准确度，这时章北海开枪是脱下手套的
不要回来，这里不是家
我向三体世界说话
太阳系舰队最大的疏忽就是没想到他们会被一滴水滴毁灭
爱死机·天鹰座裂缝
使命：工具人
战歌起
RANK4！！
火钳刘明
太牛了太牛了
bgm带劲
三体为什么抛弃CEO
只能说牛逼
宇宙人族
灯塔
嗯三体里还真有提到过宏原子武器。不过貌似没原著中那些个厉害不然后面人类也不是这样发展了
带圣母程心
排面
我的三体牛逼！
——青铜时代呼叫蓝色空间。不要返航，这里不是家。
水滴
西部世界排面！！！
梵高《星空》
好燃啊
期待2021
这个BGM太打声音
？
林云永垂不朽！
双厨狂喜！！！
战歌起
这是朝闻道的吧
执剑人林云
这个动漫去哪看
火钳刘名
nb
抵心脏直接发送信号，抵头还有一段时间跳动
牛啊
章北海！
火钳刘明
明白v
章北海自然选择+四艘
你给我看前端？
不是二向箔是水滴啊
蓝色空间
精罗落泪
五艘是因为还有一艘追他们的
巨卡无比
精萝狂喜
huoqianliuming
我三
战歌起
火钳刘明
鸡皮疙瘩颤抖
敬礼
火钳刘明
1453 精罗震怒
用a族的金色大蘑菇多好。。。。
都一样
神一样的男人章北海
高堡奇人
三连
开始平淡平铺直叙，是为了后面的高潮迭起，像极了原著第一部，一定要坚持看到两分钟之后
自然选择号，前进四
云天明！！！
bgm：gravity
EVE牌面
消灭人类暴政，世界属于三体
北海！
老——航——天——
火钳刘明
有三体电影我必看！
鸡皮疙瘩起来了
可以，这示波器我用过，调李萨如波形
啊啊啊啊啊啊啊啊啊啊啊啊球状闪电！！！！！！！
火钳刘明
我出生了
logic！！！！
汪淼！
夜航星爱了爱了
这是HTML呀
吃了果冻 ，长大我也要当太空人
我出事了
原来这是个伏笔啊
鸡皮疙瘩
二向箔
今年太空电梯建成
战歌起
懂的人就很出戏
前段html
勒维亚坦！
拿h5 入侵服务器呢
火钳留名
北海，此去一别，便是沧海桑田了吧
web
今……今年
别人的2020
me  too
三体来吧来吧，我带球去抄你家了（滑稽）
我就说林云是谁啊，原来是球状闪电的，还以为少看了
都一样
爱 死亡与机器人《天鹰座裂缝外》
说真的，我很想看到一部令大多数人都满意的三体影视剧
太厉害了
人类飞行器无法实现的超高速锐角转弯！！！
黑暗森林
孩子们，让我来吧
人类不配感谢罗辑
牛逼
确实该逃 章北海算是最成功的了
火钳刘明
哇啊啊啊啊啊
人类不配感谢罗辑
前排提示，不要刷我出生了
三连兄弟们
在那时，不要刷出生了
燃
火钳刘明
谁要知道你出生了，别给自己找存在感
林云！！！
前排提示，不要刷我出生了
鸡皮疙瘩
你看，我遵守了诺言
所以刷出生的是在对号入座吗？
人类从不感谢罗辑。
刚刚那是弑星者基地（星球大战）
青铜时代呼叫蓝色空间，不要返航，这里不是家
你们的主害怕你们，更怕我们。
老一一一航一一一天~
章北海真的牛逼
自然选择，前进四
敲代玛的一看就笑了
求这块的bgm，看三体预告片时就爱了！！！
威慑纪元开启
自然选择号，前进四！
星舰地球！！！！
蓝色空间号，青铜时代号，量子号！！！
这种事能让你知道？（doge）
不，人将变成...非人
自然选择号，前进四
章北海的狙击！！！
罗辑明明是英雄！
三体二，这里不是家园，不要回来
我，罗辑，直接对三体讲话
天鹰座裂缝
新朝雅政
春节两千响
星星的诅咒实现了 
还有球状闪电，全频段阻塞这些
为什么骄傲
 因为不配，人类不配感谢罗辑
逃离是事实，但没有叛变
啊啊啊广播剧里的配音
这不是web前端的吗？
打破2020个赞！
太悲壮了，痛苦
章政委！
火钳刘明
林云没死呜呜呜
现在描述的都是逻辑的故事
拿h5代码骗鬼
骄傲个毛线
别人的2020
发现一个宝藏
你死了傻。
流浪地球！！！
球闪！
这配音是我的三体里的
上面的这里面全是三体里的好不好
牛逼
光环4
精彩
自然选择号，前进四
这个台词…电视剧出了？
自然选择 前进四！
好
罗禾首
"1715,火钳流明"
精罗震怒
Legacy!!!
火钳刘明
自然选择，前进四
火钳刘明
一定要火呀
直到2020年我才终于明白 人类真的不感谢罗辑
夜航星!
林云！球状闪电！
我三！
《夜航星》
夜航星
这歌叫啥来着
.com绝了
火钳刘明
良作无人
一定要看到两分钟以后！
html
这些玩意儿能打外星人2？
自然选择，前进四
战歌起
Gravity!
火后刘明
三体！！！！
全体成员注意，本舰即将前往地狱，请做好准备
敬礼
逻辑牛逼吹爆
First
前端  这是那个  .js
讲真看到一半就有点泪目
1
。。。
牛的
这部书好就好在程心逃跑了
轰20丁
流浪地球！
我哭了
respect！！！
钱不够
陈坤
不怪程心
这个视频怎么跟我之前看的有些不一样了
罗辑永远的神
泪目
大内蒙古
1
这是个假的2020年吗？！
啊啊啊啊啊啊啊啊啊啊啊啊啊！
量子叠加态的林云
比原版
nb
地心引力结尾BGM
自然选择，前进四
水滴，牛批！
罗辑  yyds
三体粉激动了
程心这个圣母B
首页通知书！
逃亡是事实，但从未背叛
浸泡！！！
少发点弹幕
章北海老航天感谢你
女神林云！！！
自然选择，前进四!!
程圣母
logic
666
毁灭你，与你何干
自然选择！！！！！！！！！！！！
三体，永远滴神！黑暗森林，唯死神永生！
多谢提醒，这就屏蔽关键字出生
要多想
火钳刘明
三体！
危
此画面出自BV1Rb411F77h，士兵手里拿的是03式突击步枪（国产新步枪）
HTML???
想象不出来降维打击的画面
火钳刘明
世界属于三体
面壁人
精罗落泪
战歌起
给岁月以文明，不要给文明以岁月
没关系的，都一样
啊！！！！我在颤抖
敬礼!
不要回答！
这前端有点。。。。。
不对啊，不是一个世界线啊
毁灭你，与你何干？
期待三体动画
期待三体动画
这不是流浪地球的场景吗？
bgm是不才的夜航星
bgm是不才的夜航星
bgm是不才的夜航星
bgm是不才的夜航星
这段是哪里来的？想看找不到
维德真男人
ETC
大爱罗辑
火钳刘明
自然选择，前进四！
前进十
可能没有防范注入式攻击吧 草
闪的太快了，字都没看清
三体球闪混着来啊
给岁月以文明
真希望云天明爱上的不是这个看了
bgm：夜航星
自然选择，前进四
前进四
自然选择号，前进四
寒毛全竖起来了
鸡皮疙瘩起来了
给时光以生命，而不是给生命以时光
敬礼
三连
黑啊，真特么黑啊
夜航星！！！
敬礼！
BGM地心引力
留名
怕不是对水库有啥误解（狗头.jpg）
火钳刘明
主啊，您还需要我们
精罗落泪
给这位低熵体送一张小纸条
B2幽灵轰炸机
战歌起
消灭人类暴政 地球属于三体
水滴
面壁者罗辑 我是你的破壁人
给岁月以文明，给时光以生命
敬礼
最喜欢大史、章北海
我东方！！！
新朝雅政
罗辑！！！
人类不配拥有罗辑
给文明以岁月，还是给岁月以文明
毁灭你，与你何干？
林云！
并死于宏聚变
向伟大的面壁者，执剑人以及人类最后的守墓者罗辑致以最崇高的敬意和感谢
弱小和无知从来都不是生存的障碍，傲慢才是
没有这个程心，会有下个“程心”人类的选择是不变的
都一样
H5 草
史诗
东方延绪   东方延续
我出生了
战歌起
弱小和无知不是生存的障碍，傲慢才是
select
print
给岁月以文明，而不是给文明以岁月
我的三体
杨冬进入直播间
前进四
自然选择，前进四
球闪啊！！
大型白给现场
罗辑！！！
给岁月以文明!!
敬礼
人类不配感谢逻辑
1453
排面
你币有了
火钳刘明
罗辑罗辑罗辑！！！
然而最后圣母毁灭了整个世界
留名
前进！不择手段的前进！
泪目
Bgm，是什么
达尔文的生物进化论
先三连再说
三体早都出动画了
程心是人类选出来的，没有人类她就不会上场
前进4
罗辑！！！！！！
刷子
我生日在这一年
蓝色煎饼号。
我的主啊
毁灭你，与你何干
全体起立!
为什么我是黑屏
我要和三体世界对话！
我三nb
敬礼
起立
你们是虫子
章北海刺杀
我只佩服云天明、章北海、韦德
敬礼！！！！！！！
妈妈我将变成一只萤火虫
高堡奇人OP
都一样
中国的太空军已经有了。。就在战略支援部队里，挺神秘的
啥玩意儿B2那是国产无人机彩虹七
敬礼
我们的目标是星辰大海
我们不知道三体是什么样，但知道人类
战歌起
没关系的 都一样
罗辑，永远滴神
地球往事的
企业号！
蓝色空间，青铜时代都还在呢吧，青铜时代还没返航呢吧
狂喜
666
把琴竖起来
地球往事
韦德
哥白尼
面壁者
程心 我用爱毁灭世界
三体干涉地球内政
html草
饥饿大进军
罗辑，永远滴神
我反手一个二向箔打击
我反手一个二向箔打击
歌名。夜航星
看小说到这段的时候真的哭了
罗辑永远的神
前进！前进！前进！！！不择手段的前进！
2050年考古
牛逼啊
没关系的，都一样
这段是《我的三体》
我面壁着罗辑对三体世界讲话
物理学从来就不存在，我们只是火鸡场的火鸡而已
很好，我们拥有了一个神
世界属于三体！！！！
罗辑nb
密云排面
我是墓地
ohhhhhhhhhhhhhhhhh
轮播图
除了地球，我们再约定一个地方吧
ohhhhhh球状闪电！
自然选择号，前进四！！！！
前进！人类的梦想是星辰大海！
蝼蚁，主不在乎
woc
哦，要进画里了，孩子们，走好
都一样
世界属于三体
短暂的魔法纪元！
人来不配感谢罗辑
前进四！
看到这个示波器立刻出戏，唉写实验报告去了
我的妈呀！我要这币何用！
戰爭開始了
起立！！
我出生了
致敬章北海政委
敬礼！
蓝色空间，yyds
火钳刘明
起飞！
红岸基地！
快看！那是我们的星星
走吧，我们去星环号
大史牛逼
“要发射二向铝吗？”
罗辑博士
消灭人类暴政！世界属于三体！
全员进入深海状态！自然选择，前进四！
五公斤？只送大脑
汪三水弄的吧
高堡奇人
妈妈，我将变成萤火虫
逃离是事实，但没有背叛
弹幕
罗辑NB！！！！
哇
战歌！！
韦德
《西部世界》
泪目
自然选择，前进四！！
罗辑永远的神
这场面和书里不太一样啊
二向箔打击你
别人家的2020
科技大爆炸，猜疑链
流浪地球
黑暗战役！
敬礼
三天np
三体牛批
出生尼玛呢
要哭了
战歌起
我小学外教教我们的歌，雪绒花
先三连再看
宇宙是怎么来的？
三体牛逼
太空人
前进四。
双缝干涉
罗辑永远的神
主啊
最后只剩下了蓝色空间号
东方！
云天明永远得神
罗辑永远得神
开幕雷击，精罗暴哭
程心只是个背锅的 人类的集体意志才是问题
天呐，带制作
我币没了
我像三体世界说话！
全体起立！
被水滴直接秒了
带制作
我，面壁者罗辑，对三体世界说话
前进前进
这html就离谱
林云我
夜航星
huimei
毁灭我们，与我
敬礼
敬礼
我想为我们的文明保留一颗种子
青铜时代号呼叫蓝色空间号:不要返航！这里不是家
逻辑救了人类，人类不感谢逻辑
密集编队是个不可原谅的错误，其他的，都在预料之中
三体迷狂喜
帝国歼星舰
密集编队是个不可原谅的错误，其他的，都在意料之中
拯救你，与你何干
宇宙大，但生命更大。
夜航星必须安排上排面
恩底弥翁草
黑暗森林!
牛壁牛壁NB
0
敬礼
章北海
火钳刘明
错的不是程心而是整个人类，他们选择用爱来对抗宇宙
你这里还包括球状闪电了啊
罗辑大神NB
罗辑yyds
罗辑
啊，我要这该死的硬币有何用？！！！
乍一听，泽野弘之的感觉
程心，md
智子不应该在球状闪电之前吗
投降派的下场
火钳刘明
版权给了网飞，大伙不用急了
只有恐怖平衡，才是和睦的开端
脱水
没关系的，都一样
面壁者！！！
nb!!!
阶梯计划
来块黑域把
我出生了
html哈哈哈
来了来了
敬礼
北海啊，要多想
精罗震怒
我怎么看不懂
暂停给三连
人类不感谢罗辑，人类不配感谢罗辑
美国有个绿岸射电望远镜
？？？？？？？？？
末日终临
这声音，鸡皮疙瘩
《圣 母 的 眼 泪》
干得漂亮
危机纪元元年
生存是文明的需要
人类是一个矛盾体
人类中的强者是没有人性的
黑暗战役
泪目
章北海nb
鸡皮疙瘩！
泪木
致敬章北海！
向人类文明延续者----章北海同志给予最高的敬意！全体起立，敬礼∠(°ゝ°)！
敬礼！
太空电梯！！汪淼的纳米材料！！
BGM啥
wow~ ⊙o⊙
程心是个人物，但她代表的什么不知道吗？你们不是讨厌程心，而是讨厌人类这种意识
直十
敬礼
太燃了
咒语生效了！
自然选择，前进四！
星海人类，从此刻诞生！
火钳刘明
你币有了
火钳刘明
全体起立。
首页通知书
住手！住手！住手！
主不在乎
猪不在糊
时间之外的往事
生物选修三
珠----峰---------号！
自然选择，前进四
消灭人类暴政，世界属于三体
！
星河战队？？？
100年后
球状闪电是三体前传一样的存在
大史牛逼！
火钳刘明
！
大史nb!
快回头！这里不是家！
世界属于三体
北海，你要多想。
消灭人类暴政！世界属于三体！！！
不要返航！这里不是家！
ohhh
火钳刘明
球状闪电都有！tql
一个躲在地下的神
是的，这是个错误的决定
敬礼
精罗落泪
前........前端？？？？？
企业号，犯规了
罗辑！
不要回答！！！不要回答！！！不要回答！！！
这里建议去补一下球状闪电
缺个马斯克的火箭回收
林云以量子态存活着！
那时一个宣传片，是中国航空集团的
火钳刘明
结束人类暴政。世界属于三体
战歌排面
纬德牛逼
噢噢噢哦哦
大圣母程心
好活当赏
夜航星！！！
史大哥！！
春节两千响
我太喜欢罗辑了
以下要求全文背诵
《夜航星》
前辈，您的归宿是星辰大海
国庆！
啊，云天明啊，三体最浪漫的男人
敬礼！
章北海牛逼！！！
那我凭什么不能骂程心，我所代表的是人类的生存欲!
我要向三体世界喊话
精罗落泪
⬇️打错就算了，还发了两遍
我对三体世界说话
水滴
世界属于三体
又是2036，多灾多难的一年
背景音乐是《地心引力》中的Gravity
密集排列是不可原谅的错误
EVE
全频带阻塞干扰？
丁仪进入直播间
自然选择，前进四！！！
没关系的，都一样
你们是虫子
史大哥
广播剧吗
太空军！！！
罗辑，永远的神
全体起立
归零者
我以为是这是动漫的电影
大史，永远的神！
高堡奇人片头曲？
大爱不才
>…<
刚看完三体  慢慢的震撼
罗辑，章北海，维德，永远地神
开炮
看开头就三连！！
孩子们我要进入画里
我对三体世界对话
666
章北海！！
致敬章北海
敬礼！
给岁月以文明，而不是给文明以岁月
最强上路云天明！！！偶像。2！
自然选择，前进四！！
泪目
夜航星好评！！！
火钳刘明亮
球闪！
火钳刘明！！！！！
主不在乎
前进四！！！
黑，真TM的黑
圣母程心
黑暗森林
给力两千响
信仰吧各位，可以开始信仰了
留名
拿走我币
没关系的，都一样
住手！住手！住手！
奥特曼
求BGM
BGM：《夜航星》
我是星
流浪地球客串
我三！
我，面壁者罗辑，对三体世界说话
蓝色空间NB
执剑者
不择手段的前进
给岁月以文明，而不是给文明以岁月
林云我女神，唉，那朵蓝玫瑰
我1岁了
我出生了
球闪！
能把所有电影剪辑成一个故事不错了
北海上线
咒语，咒语生效了！
其实这个时间不一定是完全正确的
书买了还没到
我，面壁者罗辑，向三体世界，说   话！
我，面壁者罗辑，向三体世界，说   话！
星辰大海才是他的归宿
自然选择，前进四！
战歌起
我出生了/滑稽
我出生了
死亡是一座永恒的灯塔，无论驶向何方最终都会指向它
三体
每天亿遍
三体
啊哈
啊哈
火钳刘明
战歌起
纵观文明史，他的胜利无人能及！！！
纵观文明史，他的胜利无人能及！！！
纵观文明史，他的胜利无人能及！！！
纵观文明史，他的胜利无人能及！！！
纵观文明史，他的胜利无人能及！！！
说起这三个童话我是真的一个都没看懂
一个文明和另一个文明战争
火钳刘明
前进不择手段的前进
鸡皮疙瘩起来了！！！！！！！！！！
顺序错了，是先回答再知道。。
守墓人
前进四
全员进入深海状态！
泪目
好
火钳刘明
云天明，永远滴神。
她没死，只是变成量子态了
•ᴗ•…
B站也有了
物理学从未存在过
罗辑是神啊啊啊啊
啊啊啊啊啊啊，面壁计划
光粒：我不要面子的吗？
想想都折寿！
一身鸡皮，受不了了
你是星！
向北海同志致敬
看得心痛
人类自己选择的路
球闪？三体跟球闪一条线的？
....................................................................................................
良心！！！！
世界属于三体
罗非鱼
我三体排面
全体起立！
精罗落泪
亲手毁灭人类文明，自己却活了下来
自然选择号，前进四！
BGM：夜航星
战歌起！
罗辑对决警告
前方高能
敬礼
敬礼！
666
gad
给岁月以文明
给岁月以文明
石浩林
石浩林
石浩林
石浩林
在哪里
在哪里呢
开心吗
石
我去还有从章北海传等等片子，up主牛逼。
第亿遍！
夜航星
入侵HTML能干啥
这是HTML
三体是球状闪电的后传
niu\
起立!
敬礼
红色
夜航星
我想重新刷我三去了
纵观文明史，他的胜利无人能及！！！
我也才看明白其他观察者是三体文明！woc！打冷战
妈呀，起了一身的鸡皮疙瘩
电影电影啊啊啊啊啊快出吧
没事，都一样
没听说过生不如死？
牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛
给岁月以文明，而不是给文明以岁月!
没人吹维德嘛
前些天刚看的时候才几千播放，这么快就热门了
我鸡皮疙瘩全起来了，梦啊大牛造了个梦啊
全体起立
起立！
火钳刘明
前方高能！
前方高能！前方高能！前方高能！
主不在乎！
罗辑永远的神！
前进前进前进！
xxx的xx程心
褚岩的正义演讲
bgm<夜航星>
罗辑，永远滴神
冯建兴笑了
好
全球大战
黑暗森林法则呢
这是地心引力的bgm?
毁灭你，与你有何相干？
Natual election 
Natual election ！
北海只是逃跑，并没有背叛！
三体快来解放我们吧
我的三体的配音！！！
孩子啊，快走
北海，要多想，我只能告诉你要多想
敬礼
自相残杀是必然的，这样才能延续人类文明啊，参考北海“没事的，都一样”
流浪地球
逻辑
说主的滚
人类不配感谢逻辑，至少这一代不配
北海啊，你要多想啊
已经火了
这首歌是《夜航星》。
罗辑永远的神
罗辑的面壁人就是自己
老航天危
便是沧海桑田了吧
住手！
自然选择，前进四
致敬
主啊
无故事王国
点燃黑暗森林的一颗火星
三体不是人类的末日，就像蝗虫从未被我们消灭
精罗落泪
自然选择号，前进四！
自然选择  前进四
全体起立！
-
圣母！！！！！！！！！！
我出生了
血肉苦弱，智械飞升
希望别出电影，怕拍不好而毁掉这部优秀的小说
完美地解决了邮差问题（多点之间的最短路程）
要多响
人类牛逼！
夜航星排面
自然选择，前进四！
这段代码啥也不是就离谱
北海，要多想
战歌起
电梯呢（doge）
敬礼
罗辑，永远的神
自然选择，前进四！
牛b
都一样的
