第一！卢老师好手艺！！！
哥哥手好稳
百万！！！
小伙子加油啊
福如东海，寿比南山。
多少钱我买了
太强了
强！
厉害
百万合影
这次一定
哪吒，二郎神，之类的来一个，开个店摆上去
百万合影
我真的还想再活五～百年！
这次一定
下次不一定
百万合影
牛逼
牛逼
投，投俩
没问题
这次一定
下次也一定
百万合影
合影！
nb！！！！！！！！
卧槽，这年轻人
nb
百万合影！！！
合影
百万合影
百万合影
百大百大！！！！
帅帅
百万合影
已经开始牛壁了
投币！！！
百万合影！！
woc，这年轻人
真帅气
一个多少钱
一定一定
牛逼
百万合影
百万合影
百万合影
恭喜百万
亿点点细节
百万合影
百万合影
百万合影
这次一定
百万合影
小卢可以直播
百万合影
帅
屏幕都在抖动
百万合影
wc，这年轻人
百万合影
卢少爷
卧槽！牛逼！
牛批啊
这年轻人真厉害
安排！
天呐！
全给你
毛脸雷公嘴
大好看了，必须三连
越小越牛掰
百万合影！！！
这次一定！
终于
恭喜
给你，都给你
没问题
ohohohoh
帅气小卢
可以有
雾山还远吗
想要想要
 小卢牛逼
做一个需要很久吧
小卢牛逼
上热门了
百万合影
百万合影
合影留恋
NB
百万合影
牛逼！
666
看哭了
给给给
帅
好多细节
百万合影
掉一个这得花多久啊
真不错
看到是小卢才点进来的
小卢，这个悟空好帅！
百万合影
百万合影
ohhhhhhhh
小卢牛逼。
成全你
给了给了
白嫖失败
百万合影
天才
老哥牛逼
百万合影
这个太细致了
NB
得得得
百万合影
安排
百万合影
小卢，帅！
卧槽
卧槽！！小卢太牛了
这次一定
恭喜小卢百万
合影
恭喜百万
太牛了
百万合影
百万！
百万合影
有内味
这美腿
百万合影
你大爷永远是你大爷
hhh桶头的确有一点
牛
威风！
百万合影
牛逼啊
这年轻人
阔怕的细节
后摇啊
百万合影
28岁的年轻木雕师
这次一定
百万合影，小卢加油！
帅啊
这次一定！
百万合影
亿点细节
硬币超点赞，第一次见
工匠精神
好的，卢哥
亿点点细节
百万粉丝金牌牌已开始制作
百万手艺
百万合影！！
棍子太小了
投了
卧槽
太帅了
卧槽这也太帅了吧
多发点弹幕这也太帅了！
百万合影
3.33分钟，秀
卧槽！卧槽！太帅了！
拿去
卧槽，这年轻人
亿点点细节
安排！！
鸡皮疙瘩
百万合影
太帅了！齐天大圣！
你啥都想学
百万小卢。
这个真的太帅了
安排安排(づ￣ ³￣)づ
小伙子很厉害
安排上了
百万合影
百万合影
哇，传统手艺木雕
百万合影
小伙子你有点谢顶啊
小卢的木镜框很有感觉
小伙子不错嘛
百万留念
祝小卢师傅身体健康
手艺人真棒
我的妈呀 绝了啊啊！！！！！！！！！！！！！！！
安排
帅
神态绝了啊！！战神!啊！！！！
厉害了，币比赞还多
百万合影
百万合影
给了给了
合影
來了來了
百万合影！
我感觉这是最好最帅的一个
百万合影
百万合影
都是你的
来了，百万合影
给了给了硬币
小卢牛逼
这个年轻人太有才了
真雷公脸，牛
投币了，这次一定
百万合影
合影
一百万了小卢
刻上如意金箍棒
百万合约
百万合影
哥哥厉害了
百万
合影
这次一定
666
牛牛牛
百万合影
合影
太强了
强
安排
好家伙
胸口
这身上的连是想头掉了之后当刑天吗
直接两个
小卢，你好呀
百万合影
这nc红字不看简介，各位不要介意
大佬
下次这次
带我一个
百万合影
安排
云宫迅音的变奏？？
牛逼
帅
细节啊
这次一定
一位投了两个硬币的白嫖怪路过
百万合影
哈哈
百万合影
你拿这个建模吧我去买你的正版手办，有没有众筹
好，给小卢足够的时间
百万合影
卧槽
百大了
我叫卢正义，年芳二十有七
年轻人好吧
嗯嗯嗯嗯~
帅
币比赞多！
我就想知道王者荣耀什么时候买这个皮肤
大圣
小卢NB
卢本伟牛壁
好帅啊！
币比赞多，第一次见
帅
一定
你币有了
百万合影
这个表情厉害了
太强了
百万贺电，小卢保重身体
这次一定
稳
神奇
这次一定
百万合影
教练:我想学这个
百万合影
好厉害
这次一定
惟妙惟肖
这次一定
牛逼
帅啊
开花了
百万合影
震惊！国内一小伙看了黑神话悟空居然……
百万粉丝，15万的硬币，牛批啊
白嫖失败……
提前点赞投币
nb
四个月百万
好6
卧槽这老年人
牛逼
想学
三连安排
合影
福建传统民居
可以啊小伙子
这阿噗主的简介是27岁我咋不大信呢
百万合影
BGM真的泪目了
bgm好爱噢
百万合影
这次一定！
投了
牛皮
燃起来了
 太厉害了
百万合影
这有点像小卢
百万合影
你大爷，终究还是你大爷
卧槽！！！！！！！！！！！！！！！！！！！！！！！！！！
帅
安排
卧槽
给了给了
百万合影！
百万合影
百万合影
BGM帅气
百万合影
大国工匠
啊？
2021考古
牛皮
百万合影
脑后那个是反骨吗
百万合影
大神在民间
时间时间慢些吧
这面部细节太绝了
像，真像啊
好帅呀
好帅啊啊
这年轻人
手艺人
叫什么大爷，叫哥哥
百万合影
给给给！
666666
百万合影
恭喜百万
百万合影
这次一定
牛逼
百万合影！
冲冲冲
又多了老实人，说一下，说up年轻是个梗
太帅了！！！！
太帅了
百万合影
百万合影
给你给你都给你
先切掉一点不香吗
帅
还差啥，我一起给了
这bgm感觉好像西游记葫芦娃那一类的hhh
卧槽，这年轻人
币比赞多系列
百万合影
这次一定！！！
大佬牛逼
太帅了
神了
这次一定
百万合影
哇……
你TM必活一百岁+
百万合影！！
这兽吞，这锁子，i了i了
bgm牛逼
哇那个胸毛也太强了，好强啊
卧槽
牛逼，这次一定三连啊啊啊
天呐 表情绝了
百万合影
太牛了
哇好稳
百万合影
百万了？
好舒服的声音
百万合影
OHHHHHHHHHHHHHHHHHHHHHHHHH
这才是真的手艺人
雕刻神佛是不是有什么讲究的，麻烦师傅普及下。
百万合影！
细节绝了啊小卢！呜呜
百万合影
冲大圣！这个硬币给了！
这次一定
牛
百万合影
帅
老精密A了
两开花
百万合影
绝了
百万合影
你宿舍
百万合影
帅
火云邪神
牛壁
nb啊，这个人，有操作的啊
百万合影！恭喜小卢！
百万合影
没问题
细节拉满
给您
大国工匠
牛逼
合影
帅啊
硬币比赞多系列
百万合影
真的好喜欢这个爷爷，超厉害的诶
阿伟这名字不太吉利呀
这bgm牛逼
太帅了
合影
厉害了
合影
庆祝百万
给老板安排下
这个大圣是从木头里蹦出来的
百万合影
合影
三连了
云宫电音
参见
前浪牛逼
小伙子很帅
太好看了
百万合影
开始，这是什么东西  最后，我是什么东西
百万合影
加上亿点点细节v
超厉害
老爷子牛逼
后摇啊
(⊙o⊙)哇
这次一定
这得多少钱啊
百万合影
百万合影
有没有得买啊
欢迎来到币比赞多系列
我今年28 叫你一声小卢没问题吧
爷爷牛逼爷爷牛逼，爷爷我把今天的18个币全都给你投
百万合影！
太吊了
山文甲
全体起立
百万合影
百万合影
百万合影！
卧槽
太牛了
百万合影、
百万合影
老年斗站佛哼的调调
牛牛牛
百万合影
那不得跟上
百万合影
好，我们看到轮廓已经出来了，接下来就是加亿点点细节
百万合影
这年轻人
百万合影
百万合影！
太帅了吧
这次一定！
这次一定这次一定
电动牙刷头去哪儿了
太帅了
握草这次一定
火云邪神
这次一定
百万合影。
我王多余 投了
牛批
从木头缝里蹦出来的猴子？
给给给给
握草这年轻人
卧槽成型了
百万合影
币比赞多
太好看了
我以为抖腿抖得桌子动了
百万合影
真帅啊 这刻个大圣
金桂生辉老益健，萱草长寿庆古稀
金桂生辉老益健，萱草长寿庆古稀
爷爷真可爱
牛杯！！
改编不是乱编
百万合影～
给你给你都给你
百万合影
百万合影
给给给
给老哥安排！
百万合影
百万合影
666
给你给你都给你！！！！
这面部细节
老爷子表情超认真
厉害啊卢哥
投币比点赞多
这次一定
百万合影
强无敌
百万恭喜
厉害厉害
爷爷时间还会有很多
有手就行
工匠大师
百万留影
这次一定！
音乐起
真的好细致啊
每次一定
。。。
合影
这次给你
百万合影
包浆？
百万了啊
排面
牛，逼
？？？？？？
太帅了吧，小卢！
百万合影
有什么理由不够两个币
百万合影
百万合影
好厉害
105.4万粉丝合影
百万合影
帅啊，真的牛
这次一定
百万合影
给了，
淘宝有店吗
能不能出个烈阳天道里的帝蕾娜，超神官方出的手办感觉都不够像，大爷的手艺应该能做到很像吧。
下次也一定
太强了
你大爷永远是你大爷
给你！！！
这年轻人怎么回事
恭喜恭喜卢哥！
这次一定
再给小卢一点点时间吧
大爷，牛逼
亿点细节
太好看了！！非常有神韵！！！！！
百万合影
4个月百万粉！！！！！
百万合影
百万合影
优秀
已经三连！
百万合影
百万合影
给你给你，都给你
哥哥越来越厉害了
真就搞起来了……沃
牛逼
百万合影
卧槽
这次一定
帅
“亿些时间”
百万合影
百万合影
兵马俑
百万合影
百万合影
百万合影
百万合影
好的，安排！
这次一定
百万
牛
百万合影
投币比点赞多。。
百万合影
Nb
终于做中国的角色了，开心
我要这硬币有何用！
要不是我没币了，我就给你三连了
合影
小卢程序猿转行，人家才二十几岁
牛逼
这年轻人，牛逼
硬币比赞多系列
百万合影
细！太细了！
这次一定
百万合影
这个雕像卖不
安排了
卧槽这细节
亿点点细节
百万合影
好好好，我懂了
牛逼
安排！
9///
小卢牛逼
安排
百万合影
拿去
这次一定
真亿点点细节
百万合影
哇啊啊！
好 那就给小卢哥亿年时间登这款游戏
齐天大圣
牛逼大发了
百万合影。
我也想玩
安排上了，想要一个
百万合影
我，
后生可畏啊
亿点细节
百万合影
ohhhhhhhh
安排
lbwnb
这次一定
哇这句话
 百万合影
神态太可以了
上个漆吧
老艺人值得尊敬
百万合影
百万合影
手艺人的高光时刻
年轻人厉害
帅哥真厉害
这次一定
这年轻人
百万合影
泪目
合影
百万合影
这次一定
卧槽给他
卧槽，这年轻人
百万合影
百万留念
百万啦。
币比赞多又出现了
大佬
百万合影
年轻帮--卢大帅哥
恭喜百万粉丝！
恭迎大圣
安排中
百万合影
百万合影
现在的年轻人已经这么不得了了么
百万合影
ohhhhhhhhhhhh
6666666
泪目
卧槽好有神韵啊！！！
雕得好快
这次一定
西游记的BGM！
越来越棒了 太厉害了
后生可畏啊
百万合影
害怕离谱
阿伟死了
点赞投币
前方高能
百大up主又增一位！
百万合影
这次一定！
三连百万合影
百万合影
这年轻人牛逼
百万合影
哇
魔法？？
这次一定
每次一定
年轻帮！
年轻人
百万合影
这次一定
给了给了
卧  槽！
百万合影
咬嘴唇的大圣
这次一定
亿点点细节
阿伟已经死了，你挑的吗偶像
这次一定
膜拜大佬
这次一定
百万
哈哈哈
下次一定
百万合影
拿起拿起
有幸成为百万其一
百万合影
百万合影
古建筑学家狂喜
百万合影
卢正义牛逼
百万合影
百万合影
三联都不是问题
牛批
恭喜
lzynb
细节
这就给哥哥安排上！
小卢厉害
爷爷什么爷爷叫哥哥！
想要
没什么，就亿点点细节
人家吃盐都比你吃米吃得多啦，
百万合影
棍子短了
sanll
刑天猴？
nb
不能直视桌震两个字
你家电动牙刷这样你牙有几个洞？
硬币比赞还多，六
1/4血统莆田涵江人路过
  。。。
硬币大大的有
百万合影
太舒服了看到木头就很舒服
卢哥牛逼
我靠，才听出来！
牛逼
我也以为是卢正雨呢
百万合影
求一只剑心
帅的帅的
这次一定
这次一定！
历害了
反骨大圣
百万合影！
投币比点赞多系列
卢正义有火云邪神气质。。。
合影
太强了
亿点细节
YSWK
66666
我才发现镜框也是木的
牛逼，小卢永远年轻健康！
再来一遍
百万合影
百万合影
百万合影
牛逼
这样不会倒吗
卧槽，真的帅
百万
孙大圣
后生可畏啊
让他恰让他恰
333
帅啊
百万合影
币比赞多系列
牛逼
云宫迅音？
全体起立
好！很有精神！
帅
白湾河鹰
大圣
卧槽
这次一定！
安排
牛皮
这次一定
真的厉害
帅
活了
给了给了
woc woc woc
百万合影
百万合影
武耀这铁棒有何用？
百万合影
给你给你都给你哥哥
牛X合影
帅！
力求雕刻笔的链接
百万合影
这细节 想买的心都有了！
恭喜百万
亿点细节
你大爷终究是你大爷
年纪轻轻就只知道玩手机
太帅了吧！！
结尾咋不说是年轻手艺人了
这草图和成品就挺离谱
这细节！
卧槽
给你！！！
帅！！！
开花
欢迎收看硬币比赞多的视频 
哈哈哈
百万合影！
太帅了！！！
给了
帅
美术和头发不可兼得
百万留念
666666
我要这硬币有何用
我的手只会狂抖
帅！
合影留念
百万合影
百万合影
比抖音用电动工具的网红雕刻多了一丝灵魂
帅
棍子 再长一点 霸气些
安排，我先投为敬
工匠人
那也给我一些时间嘛
百万合影
这是做出来的？我有点不信了
Bgm是？
哇，纯技术流UP百万粉丝！不容易，恭喜恭喜
百万合影
真就俯视呗
嗯
太溜了
百万合影
百万合影
开花
帅
百万合影
真特么牛B啊
胸上也是猴脸
年轻帮
亿些时间
你要多少全部给你
，
这个多少钱卖
百万合影
这年轻人手脚还挺麻利的呀
damedane～dameyo
这次一定
卢姥爷牛批
太棒了！！！！！！！
草这山文甲6666
我觉得这个是最好的作品。
这次一定
666
百万合影
教练：我想学这个
百万贺电
大家把卧槽打在公屏上
高手在民间
有内味儿了
我币没了
bqnwanl
百万了真的可喜
真手艺人
这次一定
我要这硬币有何用
百万合影
安排
给您安排了！
阿伟死了
百万合影
bgm 真棒
求一个章北海
给给给给
牛逼o(￣▽￣)ｄ
给了!!!
百万合影
卧槽
精神小伙666
恭迎大圣
百万合影
加亿点细节
帅
6666666
合影
有内味了
百万合影
哈哈哈哈哈
6
百万合影
帅帅帅
给了，必须三连
这次一定了
下次一定
三连奉上
36w硬币？！
哪天雕个高达
这就是艺术
太帅了
小卢，我要买刻刀
帅气
当代年轻人真的强
老手艺了
百万合影
大圣！
牛逼啊！！！
这次一定
百万合影
帅
年轻有为啊
硬币安排啦哥哥！！
细节，大局都有
声音好听
传统手艺必须点赞
我猴哥尾巴呢
这次一定
百万合影
百万合影
百万合影
加亿点点细节
太兴奋了，鸡皮旮瘩都起来了
这是六小龄童吗
nb
很有精神
lbwnb
厉害啦
有了有了
太精致了！
手艺人
身为脚艺人的我带的傻了
给！！
百万合影
哇哇哇娃娃
我只想知道啥时候发售
大概是七寸的
这也太帅了
不夸张比游戏里帅
百万合影
希望可以放一些成品照片在动态里！
哥哥好厉害
BJM：westlife
小伙手艺不错
再来一遍，小卢牛壁，亿点细节真是厉害！
666666
啥啊
啥
百万合影
nb
百万合影
2333
牛
安排上啦
给！！！
白嫖失败
这次一定
催更！
亿点细节
百万合影
百万合影
卧槽 感觉动了
这个就不要刷下次一定了吧
这也太帅了
百大不是百万粉丝就是百大
什么时候出产品 想买
大圣的腰好性感
投币比点赞多是怎么做到的？
？？？？？？
百万合影榴莲
百万合影
太好看了
bgm牛逼
终于有电动工具了
这次一定
百万了
我币没了
百万合影
棒棒有点短了，不霸气
牛笔
这些手办卖么？怎么买？
华夏巨匠
握草
百万合影
三连了
牛笔
看着都难
你敢相信这是一个二十几岁的年轻人的雕刻成果吗
三连了
牛哇
太帅了！
我是那个苍蝇
太强了
百万合影
百万合影
精致
马上安排
卧槽这年轻人
弹幕呢
注入灵魂
这次一定
头皮发麻，大佬
百万合影
可不可以卖
这跟手办没啥子区别吧。
抽了吧
后浪
百万合影
你都说要了我还能不给你了？
罢了
哇噢
厉害了我的大爷
百万合影
百万合影
百万合影
合影
百万合影
哇哦
火云邪神
百万合影
百万啦。哥哥牛！
木头里没有99A主战坦克吗？
百万合影
安排了
手艺人
这次一定
给大爷跪了
我以为我手机在抖
牛逼
太帅了
百万合影
一定
卧槽准备
厉害！
求BGM
牛牛牛
师傅手太稳了，真的厉害
太帅啦！啊啊啊啊啊啊啊啊啊
的得得得得得得
问题来了那个是六耳那个是悟空
想求购
安排！
我靠   这就牛逼了
？
安排
这次一定
安排
太厉害了
这就叫敲打，哈哈哈
哒哒哒哒哒哒，biubiubiubiu
卖吗？
前面后生可畏的笑死我
百万合影
帅
给了！
bgm好评
烈阳天道的悟空
哇塞！！
给！！！
百万合影
一百一十万合影
泪目
牛逼
我要这硬币有何用
666
马上给马上给
厉害
百万合影
四个月百万
硬币比赞多系列
lbwnb
太帅了
百万合影
给你给你都给你
华夏巨匠！
亿点细节！
百万合影
厉害了
bgm一出来 卧槽
老莆仙人了
给你
大圣？！！！
百万合影
666走起
哇塞，太厉害了！
细节爆炸
老小孩
nb
梦幻
安排！
人肉人肉3d打印
这次一定，你币有了
太精致了
百万合影
百万合影
卢本伟
太厉害了
百万合影
百万合影
多点赞多投币下次雕刻用红木
好细致啊
听到这里我起鸡皮疙瘩了
卢哥
在世猴王
百万合影
这次就不白嫖了。
提前卧槽
牛逼
我文化少看见了只会说卧槽
Awsl
awsl
厉害厉害
这次给了
看见猴就开花？
好想要
我擦
我已经开始卧槽了
百万合影
这样的老工匠大师雕孙悟空应该很熟练了吧
好燃
收获小卢的美腿两条
如果最后能涂色就完美了！
不过不涂色也很强了！！！佩服
年轻就是好
nb
小伙子真棒
这次一定
点还卡上了？
百万合影
这手好稳
真的帅
棍子短了点
   kh  
卧槽！
播放问题是币也要100万啊
这次一定
莆田人报到！！！！！！！！
百万
要两百万了！小卢冲鸭！
百万合影
666
小哥哥好
小卢哥哥好
百万合影
nb
不用看 我已经三连了
百万合影！爷爷很棒！
表情也生动了，好喜欢啊！！！！
摇滚开花
卢正义今年30岁
这手办怎么卖啊
aw
精致
给！想要就给你！
了不得!
百万合影
老手艺人了!
老爷子央视见
这个太帅了吧！！！！
卧槽！！这头发！！
这次一定
为年轻点赞
凌霄宝殿
哈哈哈哈哈哈哈哈哈
66666
