刚刚!
好好的音乐公司做什么游戏
这是超威吧。
艾卡西亚毛毛雨
fpx加油！！！
牛啊
faker第四冠！！！
这不做动画要等何时！！！
发条和辛德拉肉搏
俩球女 哈哈
虚空入侵
这个场景像去年oppo广告的mv
代代有李哥
今年比起去年广告可少太多了
………
LPL不可阻挡
mv好看歌一般
lpl加油
许秀
铛
4.2
刚刚
早
FPX
1
666
辛德拉
lng加油
好听但是缺少激情
还得是我李哥
好家伙这建模
果然是一个音乐公司
早上好！！！
都是玩球少年
啊这….
4.2w
起飞芜湖m
6分纪念
所以dk就是最大的夺冠热门
卧槽 冰！
帅
互相刮痧
欧城？
66666
咋全是许秀
五分钟
发条是谁
777
韦鲁斯打霞
李哥排面
哈兰儿~哈兰儿～
能燃，但只能燃一点点
这发条是谁
viper  ga la
许秀键盘都在冒奶。。
前方高帅 鸡皮疙瘩 歌差点意思
卧槽the shy
就知道是你 我最喜欢的李相赫选手
欧成？
白龙马白龙马
希尔（bushi）
lpl加油lpl加油lpl加油lpl加油lpl加油lpl加油
每次主题曲的歌词翻译也很棒
我觉得歌和动画没啥关联啊
啊这
阻燃
太平淡了，燃不起来
帅啊
这预言冠军在这两个人之间诞生
快来弹幕
lpl加油lpl加油lpl加油lpl加油lpl加油lpl加油
布鲁斯李
大聪明的月男
无人区
突然3d
许秀不许秀
lpl加油lpl加油lpl加油lpl加油lpl加油lpl加油
lpl戏份半点没有
LPL选手的脸怎么一个都没有啊
faker yyds!
来看官方预言
FPX加油！
千珏沙皇
rise YYDS
lpl加油lpl加油lpl加油lpl加油lpl加油lpl加油
13秒前
一脸懵逼的看完
前方高能
没让人很惊艳
lpl加油lpl加油lpl加油lpl加油lpl加油lpl加油
李哥倒了（哭腔）
许秀不准秀！
这还不燃吗？？
oiu
牛逼克拉斯
真短
李哥做了好多年主角哦，片酬给了吗
近战法师
好帅啊这cg融合
出电影吧求你了
十年不变的猪脚
两个法师互相空技能以表尊重，贴脸全中
来喽
皇城PK
来来
这是lck主题曲吗？
哇哦
jk
这个抬头的是李哥
。。。
一般般吧
这么早
中单对线现状
荣光哥
两球
好家伙，Chovy打入围赛都有这排面，欧成帅逼连世界赛都没进还露个脸
不是很够燃阿
这歌不行啊
近战法师
辛德拉
这是发条
不好听
RNG！
卧槽 冰
8.03
666
我的辛德拉怎么没这么多球
这是许秀啊 看看队服吧
暗示决赛dk打韩华？（doge）
4.4万人
好听
哈哈哈哈佐伊king
丝滑
说不够燃的估计还没看到这就划出去了
帅啊
卡莎是冰皇
卡莎是水子哥？
一点都不燃
歌很好听，mv一般
发条打辛德拉
画风突变
李哥夺冠李哥夺冠李哥夺冠
去年哪儿来的the shy……
啊这
viper 和gala
LPL加油
TS打BIN
版本答案 卡莎
？？
不是做的不好，是前面几届质量太高了
edg，这是viper吧
灵活的瘸子
能量倾泻！
开局炸裂
LPL加油
爱了
什么会有火光？fpx加油
秀妹和欧成主角吗
漫天飞羽！！！
今年官方奶lck稳了
音乐公司
莫名戳到了
s6最燃
rookie来全杀了
未来就应该这么玩吧
魔王中间坐。众神两边站
早
经费在燃烧
LCK宣传片？
那个卡莎是谁啊，Chovy吗，不太可能吧
神！
这是要出电影或者动漫的节奏？
不够燃
卡莎是jkl
不许秀！
这波ts来全唱了
没有污渍，难受啊
欲戴王冠必承其重
我将不可阻挡
优雅
卡莎是谁
EDG加油
芜湖！
已阅
2021总决赛法球
占个位置
主要是没有太多广告
感觉..不如涅槃
人多得离谱
李哥在哪
不如放博人传OP，可能更燃
lpl加油
千珏打沙皇
RNG!!
早啊，兄弟们
大魔王排面
卧槽，bin导
许秀是今年绝对的主角啊。
我lpl人呢
EDG加油
帅的呀
拳头江郎才尽了啊
辛德拉VS发条
思科是赞助商吗？那么大广告牌
帅师挺帅的
根本看不出来这是doinb
我是刘华强，生异形哥俩儿在吗？
全是辛德拉
为什么鳄鱼会对线德莱文啊哈哈哈
5万多
222
早起的鸟儿有MV看
决赛dk fpx是吧
Fpx加油
许秀mv
RNG加油
看我刷出来什么大宝贝
烫嘴
卡莎是杰克吧
歌不错，视频是个什么玩意
提升次元了属于是
来了
5分钟
已婚
超威
EDG加油
lol是一个cg公司
烬竟然会近战。
chovy
lpl最强，期待再次捧杯
用法条
跟去年有什么区别
卡莎谁?
早
左下角Viper霞！
高数课之前激情一把
秀妹的MV
卡莎是阿水，有tes标志
FPX加油
5.1万在看
音乐公司实锤
早
超威
噢，牛批
早
faker！
9分钟还热乎
秀妹镜头太多了吧？
帅啊
许秀个人向MV即视感
近战法师
牛的牛的
gala viper
不是没有一个华的
卡莎是jkl
也太帅了吧
edg加油
去年冠军lck当然偏向lck了，前年FPS冠军不是有小天的个人说唱脸谱吗？
勇闯无人区
阿水
歌
RNG加油
亚军中单angel是不配吗
没广告呀‘
还行
球女大战发条可还行
bin
狂小狗前来观战
"卧槽,bin"
超威？
秀妹儿
早上好
哇
来源可能是gala
家人们早上好
燃！
双声道手机表示很嗨
帅，卡莎
沙发
gala和viper
卡莎不是背后的滔搏logo吗。jkl呗。去年世界赛哪有gala
蓄意轰拳!
还没去年好听
RNG加油！
T1加油
15个球开挂是吧
麒麟1穿5，不可阻挡，暗示？
gala和viper
李哥 世界赛 加里奥加强懂？
faker！！！！
卧槽，宾
难听
音乐公司实锤
卡沙应该是阿水
7777777
RNG加油
viper  gala
啥啊
LPL加油
我觉着挺燃的啊
韩华对标，这是chovy
RNG，不可阻挡
rng
稀罕了
李哥yyds
能量倾斜
卧槽 第一次这么靠前 不知道说什么
卧槽viper 
发条chovy 韩华队服
五杀阿宾
lpl加油
这歌一般般。。。
没那味
请不要用别的游戏来引战谢谢
经典发条打球女
太平淡了吧
卡莎是杰克爱
这两个人的对线确实离谱
早上好
早八让我们相遇
超智能足球
我发现LPL夺冠 他们就不做这个动画了换成别的概念
雀食蟀
FPX加油
doinb加油
许秀大战猴子
5w＋
徐秀
这歌就是许秀的个人MV
抖一中！
水子哥的卡莎
490伯人
！！！哈哈哈哈哈哈doinb的压缩！！！！！！！！！
Viper！！
这个看对标  是超威
11分钟热乎
chovy呀，看队服
这次音乐感觉缺少爆点，，，没以前的带劲了
好帅的欧成！！
感觉今年画风看的非常不习惯
基本是宣传片去年冠军都会有很多戏份啊，这不是很正常嘛
6
李哥在哪
这个是滔博队标应该是阿水
冰皇的卡莎
viper的霞和gala的韦鲁斯
闪过一只被F6单杀的亚索
viper和gala吗这是
亚军当然不配
看袖标 卡莎是杰克
跟邓紫棋的声音很像
早
早
viper霞 vs gala维鲁斯
我真的服了，每年总有一些人跳出来指指点点，今年的我觉得够不错了，无论是mv还是歌质量都不错，而且比
烬 厄斐琉斯 
欧洲地精打铁
许秀宣传片
viper大战gala8
芜湖
泪目
李哥
画师：我们画不动了，后面你们用3d吧
LYP加油
前方高能！
brtt
差点味
传奇永不朽
不可燃了属于是
这个卡莎是水子哥啊
刚刚
歪泼和嘎啦
确实没有s10好听
777777
没人看好lng？lng今年冠军
刚刚
随便许秀个dei。就是我李哥
卧槽，bin！！！
……
chovy？
被游戏耽误了
动画是做的不错
求道玉
绯红之王
所以许秀算是mv主角…的意思是嘛
这mv一般就离谱
李哥呢李哥呢李哥呢李哥呢李哥呢
老实说感觉一般就那样啊
开口跪
真就全许秀呗
嘻嘻
李哥呢李哥呢李哥呢李哥呢李哥呢
圣杯战争
滔博  唉
李哥呢李哥呢李哥呢李哥呢李哥呢
mv太帅了吧
卡莎明显是jk
许秀专场是吧
超威打许秀
卧槽，冰！
这个是不许秀全球专场？
虚空入侵
火力少年王
全是许秀，许秀宣传片？
早
我真的服了，总有一些人跳出来指指点点，今年的无论是mv还是歌质量都不错，比去年强多了，但就是堵不住某些人的嘴
没有小狗了
IG加油
好大的伊啊
lpl本身就是lck 不偏
为什么没有王校长的满胜率烬！！！
真早啊，该不会通宵加班了
阿水?
救命
gala和viper
拳头音乐公司牛逼
RNG加油
这是chovy
Viper的霞！
蛮不错的
恭喜DK成功被官方送走
jk卡莎
无敌！！！
LPL加油！
我弟说是东皇太一我现在是独生子了
早起的鸟儿有视频看
14
芜湖
俱乐部就俱乐部。别又代表中国
RNG加油
怎么全是许秀
阿水的卡莎
lck上届冠军，正常，s8s9不也偏lpl
霞VS韦鲁斯
shy哥！！！！！！
lpl加油
怎么感觉跟KDA的歌那么像啊
gala韦鲁斯大战viper霞
冥想训练
超级虚空人
周围建筑还是中国风
怎么全是这两人
千珏
lpl戏份太少了
上来开头是Faker
这是暗示这届比赛只有打架（狗头
GALA韦鲁斯打VIPER
2021了，留言
再来亿遍兄弟们
重振RNG荣光，吾等义不容辞!
李哥呢
应该是硬笔和许秀吧？A组大战
发条带手表 还用我说是谁嘛
李哥加油
EDG加油！
King fo the LCK Faker 
111
居然没有忘记shy哥泪目了
深圳啊….原来的地方
啥玩意啊
其实打斗效果做得还是很好
去年就是lck夺冠啊
777
tes的卡莎
杰克
巴黎人集合！
chovy
这个MV牛的啊
安掌门也做了回mv主角冠军是谁不用我多说了吧
挖槽冰
卡莎是jkl，TES的标
凤凰的涅槃之焰将重新在欧洲图书馆燃起
小凤凰在哪
卡莎应该是jkl 身上有tes队标
看清楚了，卡莎变身前的外套是tes的队标
卡莎是杰克吧
chovy?
这个压缩是doinb吗 好像啊
king  of  the  lck!
lpl加油吧
早上好好好
我觉得这一
再一次感叹17主题曲
朕已阅
开挂辛德拉
7777777
这个是TES的杰克吧
去年总冠军，今年赢回来明年我们也是这个待遇
帅啊
dk，这是荣光哥吧
四强预言
思科一直都是拳头世界赛指定的。
超威帅啊
什么流浪帝
这往年是歌燃mv不燃，现在怎么反过来了，这音乐配不上这画面呀
不错今年歌挺好听的
飞飞飞飞飞飞
我觉得这应该叫许秀MV
没有李哥不好
15分钟
这是许秀，不是李哥
冰没进世界赛啊这
真不错
这是chovy吧，队服是韩华的
卧槽！冰！
Gggggg
滔博队标，应该是jkl的卡莎
发条是谁
卧槽，水
faker
德莱文敢和鳄鱼近身
爱了爱了
早8人集合
怎么感觉是欧城处刑视频？
怎么像是果子哥
李哥
卡莎是滔搏队服
上赛季是人家LCK冠军，所以LPL少点不正常吗
狂风之力
早上好
欧成都没来当啥主角 说阿p还差不多
 不懂就问这是lck应援曲吗
这还不燃？？？
行星发动机
暗示今年是李哥和小学弟的争锋吗？
777
辛德拉。。。
不错
lpl在下棋
韦鲁斯是gala
EDG加油！！
FPX加油！
卧槽 shy哥
是文波
早上好呀
说实话 真的一般
faker在最开始的海报上
卧槽 bin！
fpx加油
一个个起得真早
好诶
帅啊
RNG加油
Faker!
我以为是雷神锤
tes没进世界赛，为啥卡莎是喻文波？
我FPX呢？？
jkl
不是偏向lck，而是因为讲的是去年的事
RNG加油
卡莎vs维鲁斯
发条打辛德拉
rng加油！
我硬币哥呢
皇冠许地，纷争将起
没有名场面
EDG加油
chovy在外国排面真大
头不大 不是水
早
Lock夺冠了呀，所以Lck。
阿宾的五杀剑姬
飞科
RNG夺冠不可阻挡
这卡莎队标不是FPX
坏了 这是唯一一年我连在讲啥都看不懂的MV
TES
lck宣传册
这卡莎是jkl？
早上好
好耶
李弟
许秀上一届冠军啊，mv写的就是其他队伍向许秀挑战啊
杰克爱？
戴帽子blaber太明显了
阿宾和shy哥
rng加油
李哥
去年夺冠的是谁呢，拳头要做单人主题肯定是拿上一届冠军队伍的代表啊
没内味啊
lpl加油
Viper
爷青回！
阿宾和theshy
好
人家是冠军啊 
飞科
这是doinb和许秀吧，这mv里是小组赛的擂台吧
两球有了，那么一姬是…！
有lpl？啥玩意？
最近几年的主题曲同质化严重没什么新意
HLE的队标看不到是吧
这是原本计划在中国打比赛做的MV呗，，，没想到临时换了。心态一波制作
发条Chovy 打 许秀辛德拉
李哥打秀妹
黑黄两条线，韩华对线dk，啥意思
去年夺冠的是LCK，肯定偏向LCK
早上好
去年还有中文rap 比今年好多了
打打打，一直打，好无聊啊
MV复刻S2?
大家早上好啊 这么多人
lpl加油 大家在这里为你们加油打气
这是选了辛德拉 你这理解有点堪忧
留恋
杰克
RNG加油！！！
热乎的热乎的！LPL加油
好像是doinb
这是阿水
是jkl，变身的时候有滔博队标
今年夺冠的是和龙相关的队
歌一般，MV可以
合影！！！！
ohhhhh好帅！！！！
Viper gala
1
Viper 对 Gala
gala和Viper
好好好好好，有质量的
RNG加油
fpx
李哥不配拥有姓名？
早上观看
。？？？？
冠军戏份多怎么了？
LPL加油
阿水？
早啊
太燃了
我超，水
凤一其随！
卧槽！bin！
S2
喜欢我许秀吗
FPX不可阻挡！！！
jkl
RNG牛壁
每次总决赛主题曲第一次听都不怎么样后面越听越耐听
777
惹啊！
重铸faker荣光 许秀义不容辞
6666
今年的歌曲不燃，好歹英雄联盟10周年了，整个这
所以卡莎为啥是男的啊(doge)
我超，导爷！
lpl加油！！！
为什么我就看到许秀了，其他的一个也不认识
龙！电！
全是许秀
哪有李哥？
lpl加油！
好✓8帅，坐等解析
龙哥就是龙！
RNG永不言弃！
暗示发条打不过辛德拉？
大作战？
7777
一般，对了去年歌是啥来，感觉都忘了
VIPER！！！！
开了?
第一次这么早
早啊
牛笔！！！！
dinb
这球攒一局了吧得
chovy！！！
可惜没李哥为主角的mb，有点遗憾
这是bin和shy吧
edg也配？
看对标是滔博？阿水？
来晚了，全是弹幕
哈哈哈gala维鲁斯好小一个
为什么是许秀？因为人是上一届冠军
发条衣服上是RNG啊 
硬币哥的亚索
这届的主题曲差了很多啊
EDG加油
感觉画质。。。不如原神
卡莎是杰克
啊这
韩族
阿水!
揭开他们的面纱
不是这mv不行，而是这歌有点拉。。。
重铸LPL荣光，我辈义不容辞！
viper和gala
李哥呢
dk去年冠军理应镜头多啊
bin导
rng
Gala大战viper
刚才是viper霞和gala韦鲁斯
我t1得了泰三百何愁lck冠军
好汀
这个锅盖头是不许秀叭？
坏了，就许秀一个进世界赛的，知道冠军是谁了吧
竟然没上热门？
这个应该是外卡
好耶
theshy和bin
这个是Cryin 
l李哥左下角拿着魔法杖是妖姬
看mv找冠军
viper！
这里应该是月男对卡莎，发条可能是去年sn最后一把发条
音乐公司厉害
歌一般，动画是不错的
再来一次
阿水！！！
卧槽，冰
许秀也太排面了
注意红色，是阿水
三个再见就是一切都不再吗，英语好好玩。
比赛中段才有CG动画
shy哥
早上好
lpl加油
早八人狂喜
111
龙的模样，s11奖杯留在中国稳了
卡莎是阿水
画风突变
fpx加油
早早早！
Fpx加油
辛德李是你么
没办法，去年冠军是lck的
今年是超威的终极巅峰期了
\
诺克萨斯将无可匹敌
、、\、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、
LPL加油，EDG加油
难听
出现的全是lck暗示lck  gg
想啥呢？
许秀去年冠军，多一点有问题？
RNG加油
第二遍！针不戳！
这里的虚影是Faker么
666
好
佐伊已经胜率倒数好久了，加强了也还是倒数。不过高分段胜率不错，职业还是有机会的
两个法师为什么要肉搏，我看不懂
程璐!
卧槽，冰！
卡莎是阿水啊
主角撑不到第二轮
bin！
the shy！
EDG加油！
viper！！！
啧啧啧
早啊
剑指队!!永不放弃
Viper gala
这.......
芜湖起飞！
动画也太流畅了吧 看的好爽
没有故事性   S7  S8那种MV讲故事挑战进阶那种
已阅
crying震怒
不可阻挡怎么感觉是lng啊。。莽到底
就那他两在这solo了
还行吧
人家拳头看好dk。
上届冠军 当然要有排面
gala？
没什么感觉
早晨
好听啊卧槽
辛德拉
格斗游戏
异次元裂缝
这卡莎好帅
麒麟云中现
EDG加油加油加油加油
rng牛逼
ts和阿宾的剑姬
s10八强
发条是谁啊
现役ad的两个天花板
咋瓦鲁多
李哥牛逼
lck永远的神
金色的雨，虽迟必到！
为啥没看到inb哥呀？
去年冠军是lck啊
《 械 斗 术 》
这段开始是摔跤社做的！！
26分钟，这就是顶流吗
11
doinb呢？
帅
阿水的卡莎
是许秀辛德拉和chovy发条吧
巴黎人集合!
歌一般比去年有过之而无不及。。。动画也就那样吧....
真的不好听，有点拉
Viper霞和gala八的维鲁斯
许秀和超威
拳头开始奶了
777
  ????  ????
加油
牛逼！！！！！！！！！！！
gala维鲁斯和Viper霞，都是一手绝活
锤子的日漫，这是美漫风。。
那个男人可能会缺席，但他从来不会缺席MV
今年这歌和博人传一个档次，不可燃物
卡莎是阿水，注意看是滔博的队服
FPX加油
韩华对标，Chovy
SCOUT VS GALA
前方高能
RNG 加油啊  加油啊！
艾卡西亚暴雨!
那个德莱文是巴西第一德莱文吗，brtt好像是
出息了
去年亚军SN完全没镜头 这是总决赛mv？
因为热爱，所以热爱。
李哥牛逼
T1
kksk
发条是谁
这么多人
发条是chovy啊
这次主题曲又预言了哪个战队呢？
一般
芜湖
漫天飞羽！
爱联盟
不是之前MV前面的地方大门写着2021.结果整了半天MV LPL的主角是阿水？？？？？？？？滔搏不是无畏八强吗？
这是超威不是猴子
我发动速攻魔法卡[拳头的MV]
剑来！
凤一其随！！！
我将不可阻挡
我将不可阻挡
烫嘴
李哥加油
白衣服的Chovy，韩华队服
我将不可阻挡
Doinb。发条
热呼好烫
整活开始
这是阿水
啥fpx啊 没进去年世界赛哪来镜头
我将不可阻挡
去年冠军戏份就是多
阿水
去年的亚军今年都没进世界赛怎么给你镜头呀
25分钟，还热乎
我将不可阻挡
热乎
chovy凭什么不能?lck还有哪个中单能和卫冕冠军中单较量?
vvvvvvviper！
一般般
没旮旯？现役最强ADC
早！
但今年发条和辛德拉上场机会没那么大吧
还是挺帅的
右边墙上有arcane的海报
这运镜确实帅呀
早
牛逼
这个MV不应该体现出的是群雄争霸吗对不对
8.32
EDG准备再一次上演历史
太帅了
我觉得挺舒服听着 歌词也不错
lng冠军麒麟！
别又许秀啦
sofm
小虎呢
李哥只丸盖润
阿斌 惹晒 viper 嘎啦
抖一中
帅
8.33
chovy是谁
yyds
这是滔搏的标志是水子
合影
什么李哥这是许秀
劲夫和盲僧打拳了
jkl
777
FPX加油！！！！！！
动画不错，音乐一般
唉 奶lck了
神！
两个剑姬！
这里卡莎是阿水啊，前面有滔搏队标的
4万个消愁
左边门上777
RNG加油
芜湖
我怎么感觉这个MV是可汗的。
剑来
别说许秀杯了，人家好歹是上届世界赛冠军
是世界赛mv还是lck mv?
许秀的MV?
这是欧成？？
viper霞       gala韦鲁斯
没意思
好中二，啥时候走一次成熟风格
致敬老将 brtt
审美一般的人确实看啥都一般
住手啊！ADC打不过
辛德拉
帅炸了
一般
doinb的亚索
超威还可以在mv里？都忘记了？
不是jkl不戴眼镜
7777777
这段打斗舒服的
卧槽 阿水
真人快打
早上好，打工人
许秀身高太真实了哈哈哈
Viper
起飞
登峰造极境，永远滴神！
次元壁破了
龙？华！
都没看到几个华子
剑来
合影
注意卡莎原型是TES阿水，看背后和左肩的红色头盔
Viper 逆羽    
RNG加油！！！
卧槽，Per
发条是chovy
四万人
李哥是每年主题曲的常客了
bin！
去年DK总冠军 所以全是许秀
辛德拉还是男的呢
去年的故事吧 李哥是标志 应该没有doinb
rng加油
暗示卡莎版本答案?
这是超威，看对标
烬是谁？欧城？
弹幕别超威了 那这个mv没有lpl一个选手了？这是doinb好吗
ZVEN?
水子哥的卡莎！
左下角viper的霞
brtt
FPX加油！！！
开口跪
ts！
GALA！！！
6666
凤一其随吗
lck主题曲
秀妹！
？？？？
有球道玉就是不一样
荣光
李哥帅啊
这发条是超威
男主角是秀妹，不是李哥
感觉这届主题曲一吊般呀
卡特露脸了，卧槽
烬帅啊
朴到贤的霞
此刻正是审判之时，串味儿了吧
因为一般规律，今年的mv讲的是去年的事
荣光哥?
流水的mv，铁打的faker
这动画做得好帅
LPL加油
1111
FPX再拿一次冠军
bin导
李哥
s10没有硬币哥呀
中单等于俩adc
前方高能
蓝白衣，大乌龟啊
Gala?？？？？？？？？？？？
红字不看衣服上HLE队标？
LPL加油
我还以为下一句是“”去吧皮卡丘”
fpx加油
什么时候出英雄联盟ip的第三人称大逃杀游戏
杰克
要不是有滔博图标。都看不出来是阿水
这到底是谁
这会的3个人，分别是许秀，水子，欧成。后面对应了辛德拉，卡莎，烬
水子哥卡莎许秀辛德拉欧城烬 三大赛区
没有LPL?
chovy一个八强凭什么
好好好好好好好
阿水是卡莎，这个厄佩琉斯是大聪明
因为都是描写去年的故事啊
faker
武运昌隆
抖一中
卧槽！per
FPX加油
真正的pokemon珍珠钻石复刻是吧 
叮～
viper！
chovy
是去年冠军做主角吧
千珏和沙皇，千珏是Ning吗
戴白色帽子的后面变卡莎的都是阿水，手臂有滔博对标的
骑士，不可阻挡
滔博队标
发条是chovy
爷青回
许秀
千珏和沙皇是哪一场
选tes不是sn是我没想到的，经典四强干亚军是吧​
太帅了挖槽
厄斐琉斯是林炜翔
RNG加油！
一闪而过的德莱文，船长
帅
十一年了，我依然热爱。
前面背景是中国的，看不懂文字吗
好歹把其他战队多放点进来吧现在就是一许秀个人mv
猴子哪有这么帅
厄斐琉斯是林炜翔
这不是TES吗
不错不错 有感觉有感觉
chovy玩发条？
看了半天才看出来玩发条的是chovy，这人画的。。
LPL中心，左右各一座召唤师奖杯
隐形卡沙s8皮肤翅膀？
Theshy
去年DWG夺冠主题曲肯定是他啊
比去年好，最起码没有广告
上一届冠军FPS也没有这样啊，s8的ig也没有这样渲染rk
早
决赛是许秀打超威是吗
带眼镜许秀。
黄毛欧城
viper和gala
gala viper
好流畅的打斗
RNGGGGG!!!
发条不是inb是chovy，衣服右边有韩华队标
faker你能做到
卧槽 冰
我以为这是混子zven
lck赛季宣传片是吧？
雀氏帅啊
这么多球你开挂吧
LNG加油，不可阻挡！！！
阿水 有滔博队标呢
LCK的6座召唤师奖杯
哇，shy哥
EDG加油
李哥呢？
世一中？
4W在看卧槽
这里有兵长打肯尼的味道
曲目一般
这是阿水，
lpl加油
s10冠军为什么不能画面多？
 再来一遍
卡面来打
我觉得优秀啊，
我大胆预测李宁夺冠。
这应该是发条的球！
就是看不懂
你们不要再打了
帅的
bin导
gala的下单韦鲁斯
这mv都比去年好，说实话
viper霞打gala维鲁斯
LPL加油！
EDG.Viper和RNG.Gala
黑网吧是吧
t1
玩个球啊
少年阿冰！！ 
不是欧成啊，是C9的zven吧
不知道的还以为去年的亚军是tes
蟀
肉搏法师
帅呀！
dk出击！
FPX加油！
那不是HLE队标，那是格里芬
看清楚。。被打下来的是辛德拉 许秀
LPL加油
暗示lck冠军了
TES
FPX加油
RNG加油
林炜翔？
这个烬是zven吗
刮痧大秀
许秀打超威
viper gala 没看见？
说这首歌不行的就离谱
FPX必胜
theshy和bin！！！
众所周知 mv=毒奶
viper
为啥没人说欧城
卡莎就一个冠军皮肤不然你觉得是谁？
viper的霞！
the shy和 bin剑姬对决
阿宾
兄弟你是什么冠军？
发条不好打辛德拉
神！
lpl戏份确实少点，但说不如去年的属实离谱，去年什么东西啊
4.2
Faker已经成为传奇了啊
卧槽
早上好
许秀
jkl卡莎
早 啊
IG和FPX都没有个人片场啊，只有安掌门和许秀俩MV
歌很平庸 mv质量比去年高 但选角有待商榷
EDG加油！
