弹幕呢
LCS不给个选手吗
灭霸
乌兹yyds
Zevn
瑞思拜
木木！
maybe
为什么胶带是四指因为五指不行
梅赛德斯奔驰
*
阿圭罗？
“传奇没那么容易铸就”
塞拉斯
两个主角都没来也太尴尬了吧
阿圭罗哈哈哈
冷少：赢家
送姜
百分百参团
牛壁，这也太细了
很像代欧奇希斯（狗头）
近大远小吧
粉皮恐龙！
哈哈哈哈哈哈杀人诛心啊
好
666
7777777
？？？
肌内效贴
各 大 赛 区
虚空奖杯
不是啊P吗？
Icon太帅了
卧槽
shy哥
0/21/0
无冕之王
想想每年的主题曲玄学
这不明显月男吗。。
暗示rng打破四保一？
7777777
玩沙皇必然是今年的KSG电棍！
玩沙皇！电棍！
theshy
澡门
真快啊
这个是永远的虚空冠军
永远滴神！！
污渍永远滴神
好帅的冷少 卧槽！
卧槽乌兹
程路！
shy哥！！！
背部是乌兹
虚空奖杯
7777777
看MV预知冠军了呗。
这不是成龙历险记里的警局吗
不来ber''
这里应该是欧洲S1的奖杯  后面有LPL的两个和LCK的六个杯
懂哥
大眉
N总结：全是棒子
细
薛定谔的猫 薛定谔的翔
各大赛区
永恒的lck之王！！
抖一中
showmaler
致敬
真快
做的挺帅的，好看
泪目
 这里是蔚
都有韩语不是韩国是啥
左边高楼是首尔乐天塔 右边是南山塔
dy第一中单
真正的主角.超威
《全球各大赛区》
右边的思科恐成最大输家
泪目
shy哥
牛啊
二月份的时候就知道要在冰岛进行总决赛了？？？
theshy来全杀了
牛逼
细细细
冷少感觉就像动漫里出来的人一样
抖一中这次必进不了正赛
越是风铃打钱！
lck宣传片
国人都懂
雀氏可以啊！你！
了解你的捍卫者
logo是s11吧
大聪明
窝草，这么细啊
双人跳水
美特斯邦威
s11吧这个logo
wc
我都笑死了，cjb臭八强抖一中镜头那么多
哇一毛一样卧槽
777
这怎么算出来25的
猫！
好快！
管门
那是杨戬吗哈哈哈
道理我都懂但是皇冠为什么这么大
????
澡门
道理我都懂 但是这个皇冠为什么这么大啊
神神神神神神神神神神神神神神神神神神神神神神神神神！
简而言之，拳头都没想到阿水没进世界赛
奔驰EQC
黑人shy哥
握草，冰
？？？？？
细
S8的MV不是也有安掌门？S10的MV不是也有小天？
细细细细
主角没了两了
S8的传说
卧槽 狗哥的
1
经典永流传
小明：嘻嘻
简单地说世一中打抖一中
近大远小，透视
不是23？
后面有一只猫
前方程璐击剑
真不如rise
100%参团AD
the shy！！！
泪目
这么快？
《各大赛区》(不包括LPL)
水鬼！！！！
theshy
你骂人
1.2w+的人再看
销户！！！
握草
好细啊
就等着看解析
去年世界赛 jk不是lpl首犯吗？
这属于鞭尸了
神！
第一次看mv？
虚空
全员眼镜
为什么不可以是刀妹（x）
世界第一ad
弹幕好多没看过以前MV是吧........
苗人凤？
bin导
快
你这彩蛋挺能藏啊
我超
糖！
奔驰，蚌埠住了
难道不是他承载了lck新荣光的意思？毕竟在lck低谷两年的时期，是他又把s冠夺回了
这机翻.....
shy哥哈哈
a接拉起烬就没了
完了，官方毒奶，阿水很方
落下的皇冠把s10的冠军秀妹可包围，这个画面还不够简单易懂是吧
泪目
那个是poe吧
66666_
极速啊
最后一把最后杀了13个，11不是最终的
离谱
uzi背部
木木
卧槽，冰
好像在骂人阿
三冠王
眉笔？
1.2万朋友你们好
弔
梅赛德斯奔驰
theshy来全导了
一番大战
首尔乐天大厦蚌埠住了
说是lqs也太搞笑了，怎么联想到的
shy老师
你管这叫相似？
弔
弔
卧槽
《大战》
是兄弟就来击剑
又参团了？
哪里像了。。。吹吧你
衣服不是猫咪，是FPX初代队标
弔人的弔
冠军剑姬！
梅赛德斯奔驰哈哈哈哈哈哈哈
各大赛区
《核心玩家》
神给的大头呢？
梅赛德斯奔驰哈哈哈哈哈哈
玛碧
神！
不是阿p？中单千玨？
悦诗风吟给的太多了
0/1/0
MA B
这阿水头有点小
先不谈logo
泪目
近大远小吧
许秀
这么肝吗
握草
送姜
你再骂？
卧槽！这特么代表厂长和乌兹是LPL的门神？
《各 大 赛 区》=LCK
Money boy
细
还有猫咪～
777
卧槽细
这太细了吧
the shy 来全杀了
细啊
不对吧，做动画要很长时间，这应该是提前做的，最近才知道去冰岛，要不然也不能出现杰克和欧城吧
rng这不看衣服我一个也认不出来
蚌埠住了
乌兹的背！！！！！！！！！！！
卧槽 冰
shy bin
所以说超威有啥能和之前那几个比的啊，嗯上着里
污渍！
卧槽！
不可能是冰岛  冰岛确定才几天啊
这哪里相似？
列文虎克
MB logo也有梅赛德斯奔驰的意思哦~
乐天，我笑了
卧槽神
程璐玩的好极限！
悦诗风吟～允儿的牌子～
TES不是种子队亮什么，
世一吹超威
卧槽 冰
左边大楼是乐天啊 很明显是韩国
不破不立失恋活动
不就近大远小吗...
抖一中
我靠 澡
彩蛋太多太碎就是不知所云了
明显大聪明
阿水没来世界赛啊啊啊啊啊……
《各大赛区》
奔驰打钱！哦，奔驰是LPL赞助商啊，那没事了
李林除了上单都画的贼像
看发型识人
inb，doinb？
gala！
霉b
头小了点
好家伙 lpl专挑不去s赛的是吧
欧成？欧自豪！
全镜班
肯定是cjb的，猪狗大战，猪在狗在
眼镜队
卧槽？
卧槽
做的时候以为阿水可以进世界赛？
各大赛区=lck？
冷少赢在了作画上
为什么不是刀妹六吧刀结合成三把的特效，毕竟刀妹动作李有两两结合
立和破
7+5+11=25？
innisfree或成最大赢家
真够肝的
奥赛里斯试炼来人
狗子的背上
神!
史森明笑得好开心啊
虚空的神
旮旯！
五个克隆人
不是字母哥？
《我们先按下不表》
卧槽，冰！
阿水，2018年的阿水，哈哈哈
KDA不是23？
uzi是背部的
悦诗风吟打钱
细！
翔斐琉斯
异地登陆了属于是
JackeyLove
UZI的
乌兹yyds
不破不立呗
？？
卡莎是13-0-7
777
这是一场试炼
水皇也是突破自我，世界赛都进不去了
泪目了真的
头不够大
冰清玉洁
弔的笑死我了
你真快啊
思科可还行
鞭尸大赛感觉是
泪目了
都是参赛那年的招牌剑姬
好细
惹shy
哈哈哈…
woc冷！
太细了
更像去年loken
荣光哥哈哈
冷少
2015-2019
阿水永不缺席
我们基地猫猫占领高地了
哈哈哈PDD
按下不表
ts！
澡门
乐打不溜叉！
宋江
真的快
lck宣传片
120伯
程璐
这是凤凰标 
UZI的背伤
没意思
不就是个“弔”字嘛
现在可以别吵ad水地位更高了
神
击剑？
shy哥！
最后一把杀了13个
阿门
程璐！！！！
欧城确实欧洲远古AD了
梧桐！
他也不去冰岛啊
不破不立？你是在说涅槃嘛？
老子率先三连！
我的承禄
他又不去冰岛
23啊，你数学咋学的？？
霉比
哈哈哈
这个是S10半决赛TES打SN第二把那波团，发现这个的是真的细
马脸复活赛什么时候打啊？
大聪明
JKL和欧城这个MV出场次数还挺多的
7之意志
帅哈哈
右边这个好像是uzi贴胶带的形状
这硬扯   这这种布局的商场太多了
777
777
777
777
777
777
神！
全杀完了
shy！！！
777
已经点踩
my bad
大聪明也能上MV了哈哈哈哈
马脸
米门
林伟翔笑死我了
我咋觉得像刀妹的御刀术
原来25-2-21的冠军是躺的阿
克里斯关一下楼下的铁门
这特么太细了吧
有屁用，还不是乱的一逼，彩蛋多有什么用，连最基本的故事都讲不好
三个小时制作好
送姜 是你呀
欧成！
FPX太帅了吧
uzi的
我超，冰
viper！
很喜欢采访的一句话，二月份就准备了！不懂就问是每年二月吗？
卧槽
梅赛德斯奔驰
旮旯没想到在MV里也逃不过维鲁斯
hhhhhhhh
我
衣服上有点像凰的一代队标
扬我神威，无坚不摧！
LCK许秀杯
shy老师
狗子的后背？
雾岛少帅！
卧槽 细
澡门
LCK吗
bm 不破不立
戴帽子是C9打野的特征
你太细了
尼伯龙根
旮瘩
水滴散开变成奖杯
大聪明
Money Boy
可能只是懒得画
哈哈哈哈哈哈哈
藻门
虚空奖杯是吧
细
最后一把卡莎13-0-7，小黑板算的没错但选错图了
翔郭胸前是猫吗？
姜大叔
一藏藏到S12
我感觉这个皇冠的意思是lck掉下了王座
shy！
我超
剑姬皮肤和五杀剑姬……
终于没有广告了，去年那个恶心死人
md 你别说 还真像啊
像塞拉斯q
真看不懂
s11宣传阿水可还行
污渍
讲去年的话，哪儿来的那么多的chovy呢
直接来不了了
啥呀？这明明就是23呀
标志着左右反复横跳doge
所以说世界赛版本能不能加强ad
确实，第一反应就是pdd
握草这个姿势
太细了吧
卧槽
你再骂
我没算错的话好像是23吧？
“《各大赛区》”
击杀加起来不是23吗，怎么变成25了
你是真的快
？哪像
是污渍
澡门！
我还是是lck出征宣传片呢
卧槽
澡门
澡门
召唤师？
首先是
悦诗风吟打钱
老嫖的皇子
但为什么在下楼啊23333
这是御剑飞行
是大聪明！
？
各大赛区？
抖一中都来了
抖音赛区
先按下不表
金轮我的金轮
Viper！！！
阿水最后一把13-0，这是截的有问题
卧槽，神
聪明！
但是我觉得这个千绝是阿P
水子哥这里好帅
梅奔！
cisco?
绷
阿圭罗
不破不立？那不就是李宁，EDG，RNG三队。凤凰又G了
飞机？我直接御剑
money boy
EDG骑士不可阻挡！！！
gala把维鲁斯烦急了
送头水
Innisfree打钱！
泪目
肝帝
可能真的是太喜欢uzi了 看到那个我瞬间懂了
rng狂喜
除了中韩，其他赛区的选手不太熟
卧槽  冰
做这个动画的那里知道这么多梗？？？？？
冷少这也太帅了吧卧槽
上单导师
细
看我神威无坚不摧
卧槽！冰
卧槽！冰
shy哥！！！
背部，污渍！
阿水也去不了s11啊
翔翔喵
除了lpl
弔人
牛
澡门
这不是飞轮海吗
牛啊
猫
AME!
污渍背上的，印象太深刻了，第一次看到汗毛直立
神
uzi！
秒男啊
ok
阿水的镜头很多
Heart
乌兹
7＋5＋11＝23
暂停投币
MV都是上一年的比赛内容，上一年LPL就进一个世界冠军
马比
这就强行了
MV都是上一年的比赛内容，上一年LPL就进一个世界冠军
拉胯
Edg五人全近视哈哈哈哈
FPX.Faker
不是BRTT嗎
冰皇有冠军 怎么滴吧
这个只要逐针暂停查看都知道，就是费工夫
眼镜帮
说像一个人的老眼盲了
程璐玩得好极限
你就是定海神针么
lpl的是澡门
哭了
MV都是说上年的 什么易拉罐弹幕
这个细啊
文化有限
木木排面
这个MV真8行
神！
冷少
嫖老师
别说博人传最近还是很燃的，不过要去外网看
nb
卧槽，冰！
细啊
uzi的绷带膏药形状就是这个
大聪明哈哈哈哈哈哈哈
乌兹！
细细细
LCK宣传片
各大赛区等于lck是吧
不够肥
各大赛区
结果人家阿水没去
。
嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻
哪能看s11的mv呀，我只看到了lck宣传片
老队标！
百分百参团
每年的MV都是拿去年参赛选手做的这都不知道？
芜湖
结果就来了一个
神！
突然一样高了
为啥就觉得昨年的MV最拉胯
销户太离谱了吧哈哈哈
梅赛德斯奔驰
澡门
太能肝了吧
难道是。。
去年去过就算
两个人都没进世界赛....
肝帝！爱了
真人快打
logo是带球过人
开导！
英俊男子
太细了
握草冰
是神
神
肌內效应贴
衣服上是猫猫
三连到位那女人声音呢
澡门
梅赛德斯奔驰
泪目
看神难不成还得平视看吗 霸气
这不得是南山塔吗？就是首尔
泪目
大聪明！
泪目
这么快
啥啊
LCK宣传片一直可以的
卧槽 这个彩蛋惊出一身汗
LCK内战罢了
这不是刀妹？
你可真是肝。。。。
鱼死网破今晚就走
欲戴皇冠必承其重
绿牌就离谱
卧槽，shy
卧槽！
澡门
哈哈哈哈哈哈我的翔哥！
MV说的都是前一年的事！怎么可能会没有阿水呢？
theshy来全刺了
UZI...
《shoumaker》
梅奔
弔
其实是深圳
泪目
五个眼镜
gala韦鲁斯玩麻了
笑死。一开始就错了。。
克里斯关一下楼下的门
lck宣传片
每年的mv是说上一年的事吧我记得
我感觉我认不出这是小虎
这也太牛了
Uzi!
比特币
经典车展
细细细
猫是本体
uzi
真能肝啊，真快
太秀了
百货
但TES不是种子啊。。。
11
这里是击杀数是23
0：3八强这么多镜头
blaber
可是你这张图还是中国的城市名字啊
美*
辣个蓝人
百分百参团adc，哈哈哈
澡门！
应该100T的中单
卧槽
神tm相似度高
乌兹！！
管门！
明明是刀妹
翔斐琉斯！
因为mv按照s10配置来的
都淋雨了能不是阿水吗
保不住了
肯定不是阿水
暗示虚空冠军
Money Boy
该不会是新的lol标吧
水子哥没那么高
道理我都懂，但是为什么这个皇冠这么大
电动车
还是你细啊！
沙皇bdd
首先是
卧槽
历年mv都是讲诉上年故事承接今年赛事，有什么问题吗
大眉
水，永不缺席
“传奇没那么容易铸就”官方好开
战术目镜哈哈 还有小明嘻嘻嘻
澡门
不是猫 是fpx老logo
自然
卧槽   shy！
太细了
梅奔！
嘻嘻嘻
777
污渍后背的伤
苏亚雷斯？？？？
为什么欧成一个臭八强这么多画面呢
有点像鲲鲲打篮球
细
23
这怎么算出25来的……
nb
这不是双倍经验卡嘛
伄
列文虎克
鈟
《各大赛区》
经典向前闪现
这里面是23-2-21，少了的2怎么说
各大赛区，除了LPL
太强了
gala可讨厌维鲁斯了哈哈
23...
弹幕
我看到的都是韩国的
乌兹背上的这个是
世界亚军，五杀选手，不及超威1%的出场率
inb？
左猪右狗，两个门神？
各大赛区
嫖老师哈哈哈
乌兹背上的胶带
这不像刀妹？
是BRTT
被一脚做掉辣
MB？！
五胞胎
EDG的影分身之术
阿水这次没去为啥还这么多画面
66
这mv最膈应的一点就是lck本联赛的画面太多了 本该作为重点的s赛以及亚军对手sn一点心路历程的描写都没有
my bad
不是猫啊是FPX的老对标
按下不表（逃）
衣服上这个应该是fpx队标吧
是梅赛德斯奔驰的意思
各大赛区：指lck
梅赛德斯-奔驰
滔博都没进还给这么多镜头
faker之名祈祷还行
我这么觉得这个是凑上去的
第一幕就错了还有啥好看的
抖一中！！！！！
PDD?
官方杀人诛心
烬他怎么敢的啊？
细
左边还像一点  这右边是田野?？
阿乐很少年
只有lck吧
这个胶带形状是小狗的，好像是s7还是s8曝出来的
暴食
没有把圆脸还原
这冷少真就偶像气质拉满了呗
快
make broken
生产队的莉莉娅
小虎！
edg这五个人怎么都一个样啊？
世界赛mv都是回顾去年的 怎么还有人纠结jk进不进世界赛的事
细细细
梅赛德斯奔驰！！！！！！！！！！
细细细细
这logo..迪奥西斯？
哈哈哈哈哈哈
衣服上还有猫猫
握草
我超
77777
777
按下不表
阿水今年不是没进世界赛么
777
管门
卧槽，冰！
为啥有阿水？
大聪明有猫
他们终于懂了MV是给观众看的 想上两年 呵呵
欧洲uzi是吧
大聪明！
不是老fpx队标轮廓吗
他们终于懂了MV是干anz
好快！！！！！
神！
FPX这个猫绝了
应该不是ts，因为ts来全杀了
抖一中排面
白给
冷少帅啊
嘻嘻嘻嘻嘻
shy爹！
我以为这是翔哥的刀妹哈哈哈哈哈
77777777
细细细
是uzi的胶带
是这段视频是海西安峡谷
嘻嘻嘻嘻嘻嘻
阿水没进世界赛，应该不会用他的形象
太拉了mv
这也太细了
呜呜呜呜呜还有阿水的剧情 太感动了
澡门，草
明白
只有大聪明自带猫猫哈哈哈哈哈
卧槽
梧桐的排面
哈哈哈哈哈哈哈哈哈哈赌上职业生涯的闪现
欧城泪目
bin导
细
冰皇也配啊？
细啊
真牛啊
是你，杀手皇后
刀妹
请收下我的膝盖
是你，杀手皇后
大聪明
这么牵强吗
这么快
mb=梅赛德斯奔驰
冰!
终于从世界第一人降级到LCK的王了
uzi的肌贴
这是fpx旧的队标
世界之王差不多
这个是英文mb代表今年的标语不破不立
77777777
乌兹背上的吧
英俊男子，那只能是欧城了
哈哈哈哈哈嘻嘻嘻嘻
各大赛区（LPL被除外）
这不是腿缝吗
卧槽
这帽子一下就能猜出来是blaber
双城之战宣传片
阿水都放假了还召集个dei啊
《各大赛区》
你确定不是23而是25？
好肝，借我用用
吉良吉影的笑死我了哈哈哈哈哈哈哈
【很自然】
想到了鸽子为什么这么大的梗
不是刀妹吗？
程璐玩的好极限！
收maker是吧
细细细
taixil
太瘦了！
不破/不立
道理我都懂，可是为什么鸽子这么大
哈哈哈，shy哥和阿斌击剑
阿p的千珏bushi
卧槽
MV就是都将上一年的要素
斗1中
虚空奖杯
卧槽。！！！！牛逼！！！
66
那不就是我们的澡门和管门？哈哈哈哈
Tarzan可太像了
卧槽
为什么会有阿水？
那明明是御剑飞行的RNG
这鸽子为什么这么大啊
进不去世界赛就别出镜了
make break
程璐玩得好极限!
这也太帅了
gala：韦鲁斯被削弱我可太开心了
护目镜
小明：嘻嘻嘻
777
777
猫猫排面
好e
拳头这是打自己脸，之前还说不会出类似s8的mv
细
gala是msiFMVP
也有可能是皇冠哥夺冠后被骂自闭了的意思
而且有冰袖
污渍就是神
m／b  美特斯邦威
uzi背上的
阿水世界第一adc
阿水都能进主题曲就离谱
神
这是阿水？
握草，冰
向uzi致敬
快啊
猫好评
弹幕里的别钓了，连每年mv剧情原型到底是啥都不知道？
牛逼
各大赛区指lck
卧槽
这里翔哥衣服上的不是猫 是s9那年FPX的队标轮廓
7777777
又细又快
除了lpl
右边还有个cisco的广告
这个字好像弔人
细细细
真尼玛细
程璐！
这里的学院是韩国的课外辅导班之意
阿水一点都不像
卧槽？这么细》？
折镜
这里红色韩语招牌写的是全镛埈vocal学院 全镛埈(전용준)即lck解说咆哮帝
你不说这是rng这能看出来是小明？
眉笔是吧
拳头音乐公司
UZI
骂人？
uzi
撕少帅啊
翔哥有点帅啊这动作
笑死
这个就是UZI的腰伤贴的腰带
大聪明哈哈
阿克曼！
笑死了哈哈哈哈哈哈
卧槽
武圣
EDG五人差不多诶
麻了，百分百参团AD
空气奖杯
这首歌的英文翻译软件翻译过来是把它烧掉吧这在暗示谁就不用多说了吧
我超 细
阿水都没进世界赛
好家伙，我还以为是中国呢
梅赛德斯奔驰
这是月男的刀还TM小天，对位也说不上
抖一中
仁川人集合！我直接投币
2018s8 jkl的kda
这里是首尔的两个地标，南山塔和乐天大厦
神
左边那栋一看就是首尔的乐天世界那栋大楼啊哈哈哈哈甚至昨晚还刚看了一个上去那栋大楼的综艺
L C K
厄斐琉斯？
马脸！
肌内效贴
这MV讲的应该是去年世界赛的事情吧
牛逼
哇
梅奔
是厄斐琉翔
真的细节！！！！真的牛逼！！！
乌兹泪目
ow？
合法LCK赛区
我感觉RNG没一个像的
细
小明笑嘻嘻
LPL镜头少？怕是分不清啊水和超威
大聪明
奔驰不分析一下吗
冰！
这不是超威吗？
Mercedes-benz！
疙瘩赛区
NMB
细
速度真快
传下去：阿宾要和程璐击剑
BDD（bushi
mv一闪而过，说实话我一个都没认出来
去年亚军这么没排面吗
这都行？！
毫无特征
有的人连选手都不认识，就来带节奏？
卧糟
6
笑拉了 
大马脸！
Cisco思科
刀妹
卧槽
jkl，LPL荣誉第一人
近大远小啊！
viper
厉害厉害
这是23-2-21
神！
暗示走下坡
7777777
衣服那个是fpx夺冠那一年的队徽
这一帧的神秘LOGO不是车标吗
兄弟你是什么冠军啊
是叠加的么？
制作组里应该有水鬼姐姐吧
7+5+11  =23  大哥，你数学是体育老师教的？
cazzy他发推了 说mv是扯淡（哈哈
乌兹的背贴
这个王冠坠落应该是说lck的王冠坠落了的意思？
Maker 和 inB哥 所以是MB？
翔斐琉斯哈哈哈哈哈
细阿
先把细打在公屏上
暗示下面有哈维尔
money boy
张顺飞狂喜
厄斐琉斯
啊水有世界冠军啊，海外知名度高，也有代表性，应该是这样
好狠的伟祥
阿水没进世界赛，太尴尬了
shy
跟欧城也没一毛钱关系啊。为啥还有他呢
卧槽
再次感谢梅赛德斯奔驰的大力支持
这个皇冠像msi的主题配色 暗示许秀msi折戟
大眉
1.2万
秒男
欢迎来到LCK许秀杯总决赛
卧槽，姜
7+5+11=25?????????????
特别鸣谢梅赛德斯奔驰EQS的大力赞助
各大赛区
这一幕被我设成了壁纸
MB?你怎么能骂人呢？
考研帮
胸口的原来不是猫 是FPX的旧队标呀！
都说了是去年的
他俩在南京路大战？
说是去年的为啥亚军那么点戏份
哦我还以为这是霞呢原来是卡莎的技能，也太像了
澡子哥
欧城这段帅炸了
说了这个霞就是jkl
各大赛区＝LCK
mb
马脸
这猫 
theshy！（哭腔）
神
蔡徐坤打篮球，你倒回去看看
去年称霸lpl赛区的水哥为什么不能有?包揽了除春冠和世冠的所有冠军
666
太细了
太细了吧！
大丸百货
全球指的是LCK
不至于不至于
猫猫排面
哈哈哈哈哈哈哈哈哈哈
马老师的飞机
这个叫肌内效贴，多数是用来缓解肌肉疲劳，预防运动损伤。
神！
还以为是皇族亚军被咒坠机呢
三个两个没去
梅赛德斯 奔驰
卧槽
个人实力历史第一ckb
万事达卡
看完MV我还以为是LCK夏决宣传片
冷少这动画赢了
25-2-21
年年都是faker
这也太肝了吧
代表NB 代表C9（狗头）
这不是23？
太快
lol没人能超越faker了
lck之永恒
我超
快快快
吗笔的意思？
我靠
好家伙
这是肌贴，不是胶带
面包
老猫奴了
去年阿水两冠一亚，给个镜头炸出这么多玩不起的？
吴签都不及你细
看到艾卡西亚暴雨就知道是lpl了
卧槽，冰
是FPX的老对标
污资！！！！！
白给名场面
nb
杀人诛心
击剑！
觉爷午睡？！
edg这画的是个啥
奔驰EQ系列
视频里的是阿水，冠军ad，为什么一定要理解为tes呢？
黄发英俊男子
这明显是老FPX的队标
23-2-21
基剑
按照这种说法一开始就没打算在中国办决赛 难道不是吗
这个是梅赛德斯要在今年全球总决赛期间的新能源EQ系列
梅赛德斯奔驰
污渍的后背
梅赛德斯
Lck宣传片
这个确实细啊
好快
Uzi
快
66666
拳头：下次mv你来
看着像上海的和平饭店，后面阿水背景也是上海
《黄发英俊男子》
没有眉毛我认不出来
冷少帅啊
绿色车牌WB是jkl 喻文波的文波的缩写  奔驰则是lpl 的赞助商
最后一场是13-0-7
细细细
这五个人好像五胞胎啊
差点以为这是刀妹
这不是薇诺丝的影子吗
可阿水拿过s赛冠军啊
最后一局13杠0放错啦
这么快…
最后一把数据错了，是13-0 所以25杀是对的
冷知识crisp是辅助不会使折镜
绿色车牌上WB是  jkl
白色车标金主。没啥好说的
梅赛德斯奔驰！
“永远滴神，我也不要仰望。我要变成他。”
哭了
算错了吧哥
“永远滴神”
右边还有思科的广告
细
义不容辞
瞅着有点像上海的和平饭店
"怎么回事,这头围不对"
这么快
给阿水整的脸那么小，单看形象真没看出来是阿水
许秀个人MV
细
rng除了gala，一点也认不出来
三个主角，俩人没进
每次mv都是去年的队，跟今年没关系
不会有人今年开始看比赛吧 MV都是讲去年的
但是阿水没出线啊~~~
shy哥！
世界赛里顶天立地的两个剑姬
logo是蔡徐坤
大聪明！
这么快
那么问题来了，总决赛跟jk有一毛钱关系吗
是翔翔！
777777
经典
刘青松好帅
卧槽
uzi的
gala
the shy！！！！！！！
阿水又没参加世界赛，还不如金咕咕
黄发英俊男子
这里不过是增加了几个冰岛的标志建筑而已。
这不得是刀妹
ssm笑嘻嘻
为啥不能有水子哥？
声音呢？
笑死，lck夺冠了不给多戏份？S8 rise咋不出来叫呢
看板:周永俊(咆哮哥)说唱学院
lax
确实没看懂
泪目
美特斯邦威
这衣服肩膀上的滔搏就很明显这是阿水了吧
这个建筑是深圳的龙岗大运中心。。
哇
hhh
showmaker传奇是吧
我们暂且按下不表
近大远小没学过吗。。。
成龙历险记
MV应该是早就开始做了，只不过没想到阿水没进世界赛
theshy来全击剑了
乌兹背部的
mv讲的是上一年的，说今年的成分暴露
召集阿水干啥，都放假了
不是很自然
money
二月份就要定好选角，制作方只能凭空预测没办法
泪目
卧蚕
互导的笑死我了
神
为了彩蛋而彩蛋
真能肝啊
啊这。。。。。透视啊这。
让我想到了假面骑士w记忆体了
最后一把13个头，但是因为夺冠，面板收回 看不到了
shy哥
我还以为是德莱文
gala的表情还可以
别尬黑，LPL是外赛区罢了
泪目
好像卢本伟啊
暗示起飞
卧槽太细了
阿水进世界赛了吗
哈哈哈哈哈
抖一中
那欧城没进s赛呀
木心先生：所谓无底深渊，下去也是前程万里
赌上职业生涯的闪现
因为去年lck冠军啊，观赛三年丰富经验的观众也应该知道mv的主角吧
卧槽
k科特布斯门
杀人诛心
真快
没有WE的12-1？
777
你真的快
按下不表
小明特点太明显。哈哈
shy哥倒了
衣服上是老队标
卧槽仁川人集结！
帅
