好诶！第一个！
凉风这里有点不严谨，分镜和作画严格来说是几乎完全不一样，连配音也是录了八遍
这葫芦娃它正经嘛
邀请币来的
你管这个念法叫英文？？
白井黑子不算黑子么
我以为是白井黑子呢
暴力
我特别庆幸当年没有追番，而是放到了第二年去补番
小兰那个是角！她那个从不算呆毛
11分钟
985也不学这个啊
？？？
我以为是白井黑子……
蟑螂的那个过来给你加个buff
当年看到直接弃坑的我
l啊消毒水的味道
我还以为是白井黑子
我也以为是白井黑子
这题当年动心就考过
一脸懵逼
@泛式
a
那个害我下载了一天的跳舞黄皮耗子!
那时候下完拉一下，关掉
行为艺术
换现在b站早就让人喷成渣子了
这段剧情我直接跳着看
这是日式英文给我整麻了
is
wwwwwww
我以为超炮里的黑子，超
不是白井黑子？
IS
985也不懂
新年快乐！
草
saber
啊，不是侍魂里的那个黑子啊……
114514
当年的老哥们是怎么追完这八集的呀？
我当年也是67分。
哈哈哈
C
凉风（幻听）
壁吧出来走走
送分题了这
哈哈哈哈平时也知道，认真说出来就好好笑啊
老熟了我
我都不知道我当时怎么考到60分的
？？？
京阿尼教你做分镜
妹子人设得讨人喜；妹子得好看；妹子的作画不能崩。
好家伙
后宫番嘛
bbb
我还以为是那个变态
但可以看出动画受欢迎程度，动画的本质还是消遣娱乐，一部动画能使人看的舒适高兴那他就是一部好动画
我也以为是白井黑子草
？？？？
B
卧槽，蟑螂
日本队又赢了
哈哈哈
哈哈哈哈哈哈哈
离谱
胳肢窝（王）子殿下（doge）
黑子！
白井黑子！？！！！
那可不是稍微有点不一样，是基本上完全不一样好吧
独角兽
d，这题送分
美的出水儿
这是卷均
啊这我以为是超炮
第一个会做的
初代德不配位
刚考完大计，网络层
这里是粉丝给凉风发的黄色碟片是葫芦娃
原来考哥的梗这么早
985的，不会这些题
草 我也以为是白井黑子
黑子和青峰的发色对调了
这…一觉睡起来日本占领英国了？
那是角
啊这
日本队进球了
A
IS
？
我63及格过的
这个c是认真的么
小说和动画好像是不同的天数
从第一题跳到最后一题
草我也以为是白井黑子...
你太看得起985了，985也不会
？？？？
我玩b站7年了 就没见过满分的
或
c
完了我也以为是变态黑子
为什么不能说白井黑子
正是因此观众们都好心疼大萌神
我记得每集衣服不一样
这种题对于在二次元花心思的人来说还挺简单的
凉风春日
15532吧
探头
这道题我做到过
我下完全是春晚
当初背这个名字就要了我老命。番倒是没看……
蓝色，看过都懂
探头
小水管:指低速网络
肾化危机
当时蒙了2天才过得考试
分镜不一样
我编不下去了
61的飘过
啊虚，电话
我以为是白井黑子
运动番？不是超能力番么
黑子卧槽
越共探头
什么？！我生日
我也以为是白井黑子
终于有一道会了
我就问IS第二季为什么下了？
传热学？
六花
那会搬个宿舍的账号是让我给答的题
a
哈哈哈哈哈
为什么不是白井黑子
CLANNAD一生推
选项里怎么没有栗色
这不会是他的作业或考试题吧
985也不会
输不起是不是 doge
破壁机这个词的来源（bushi）
考哥
女主凉风
钝角
d
hhhhhh
志茂文彦yyds
114514
小圆，现在是了
我就是这一批入站的
CD都对
我没遇到过 我压根没选这个区
这个八月玩家都知道哈哈哈
女主凉风（
哈哈哈哈哈哈哈
当然是垂直尾尖
下崽器
爷青回
通只看前两个就能出答案了
C
......
saber！！！
a
不止八次吧
114514次
真实
哈哈哈哈哈哈哈
钝角
我也以为是白井黑子。。
咱们退站 表明了摄影小哥夫唱夫随的决心
我全看了，都没记住那个数字，好气
2022年看的第一个B站视频
学霸题
看过
K—ON！
求证你要先给结论的呀
我以为是白井黑子
阿凉好呀
根本就是噩梦，当年8集追番追到崩溃
，
回香也会邪王真眼
草
擦，我也以为是白井黑子
退站可以再买活
当时还是一个一个搜的
八集虽然故事一样，但分镜以及诸多细节都不一样，太考验导演能力了
衣服 好喜欢！
09年还好，开始有adsl和低宽带
这我会，尾翼
懂了，这个作品就是唐家三少。
黑子头发不是黄色吗
c
只要比他好就行
悲！黑子的篮球也是老牌番了
新年快乐！
？？？？？？
名作之壁
为什么我什么都没答过
越共探头
这我熟
越共探头
我以为是白井黑子
您也是网工专业？
关键是选项里没有白井黑子的发色
啊这，不是白井黑子啊
我没开倍速看完了，我都佩服自己
aaa
摄影小哥：你抢我话是吧
十花居然是原创角色
我不李姐
我当时答了63分
is啊
明明是动物世界(滑稽)
难道不是白井黑子？
科幻运动番/doge
我以为是太阳黑子
IS
无论崩什么都不能崩白菜作画了以后，八月社！
is
？？？？？
小鸟居夕花
草
终于有道我会的题了
漫无止境的八月堪称分镜教科书，教你一个情节能用多少钟镜头演示
is
法国香菜真不错
IS
韭花！
送分了属于是
然而克子的cv已经去世了，唉，难受
cao白井黑子？
这也算？
看到现在  我在想我是怎么进站的！！！
IS_2
八月天下第一!
D
越共狂喜
赤司征十郎！永远的老公！
哈哈哈哈哈哈哈哈哈哈哈哈哈
没有呆毛的最呆
这叫京阿尼分镜教学
我也以为是白井黑子
八次停止了，说明达成了目的doge
探头
985表示真不会 得看本专业的 一群人
这个太简单了
卧槽，阿虚，电话~
一分钟没跳八集全看完了
海贼依旧是无敌
15532！当年真的是折磨
IS
2.6万
C
元旦快乐
前面提了一嘴超炮鹅鹅鹅
我也以为是白井黑子
？？？
但是我还是喜欢看……不知道为什么
黑子......
当年追是真的难受
我是你的破壁人
运动番？不是科幻片么
出汗，喝尖叫，不对你不是摸老师，那没事了
大多数都想的是超炮里的黑子吧
后宫番启蒙！
后空翻goge
这TM是在水吧！
目前破壁的动画大概40部左右，有时一年都出不了一部
C钝角
不是白井黑子嘛
新年快乐
我以为白井黑子。我说咋没有棕色
老牌……天…看来是我老了
B
B
原来不是白井黑子啊
15532！
草 突然出现的老王子
啊？？？
当时看的时候记得字幕里说过黑子是女孩子送到学院都市是男孩子教他打篮球
分镜教学
有区别的
？？？？
我也以为是白井黑子
关键这玩意的机战还挺强
c
我反正考了两次次
我985我也答不出来啊
我一直看的是白色
握草，我已经忘记了
我怎么只会呆毛那题
后期都是网络资源了啊。。。难道不算网络下载量的么。。。
每次的镜头位置都不一样每次去买的浴衣也都不一样，
c
粉色
越共探头
那是角！！
黑子都老牌了，我果然考了(ㅇㅅㅇ❀)
你这怎么还带查阅资料的，这不是考试吗
爷的最爱，看了十几遍了
新年快乐
我也以为白井黑子
“我不高兴”
虽然一样但真的画了8集
专业对口
当年62分勉强入站
对对对
A
虽然剧情一样，但是每一集都是重新画的，分镜也不一样，京阿尼动画分镜教学实锤（doge）
我还以为是白井黑子
当年追过
BBBBBB
终于有一个我能秒选的题了
？？？？
以为是白井黑子
我居然做过
许昌人+1老乡好
这个hmp居然有粉丝的吗
我以为是那个变态（
刚开始没反应过来，看了好久才发现是黑子的篮球（哭）
草我也下到过葫芦娃
新年快乐！！！！！！！
@泛式
男的送去打篮球，女的送去学园都市
？
网络层
啊这
哈哈哈
hhhh
俩黑子
虽然这几集我全程没跳过的看完，也发现了其中细微的差别，但数字真没记住
是凉宫
草
D
说现在是小圆的也太搞笑了
我永远喜欢白井黑子
？？？？？？？？？？？？？？？？？？？？
什么呆毛，那是天才的天线！！！
9bishi
攻略组要80
is
被发现了，我中山大学的，985哦
黑雪姬居然有呆毛
哈哈哈哈哈哈哈哈
阿虚，电话
你是怎么整出个日式发音的
《英文名》
qs
d
哈哈哈
我他妈白井黑子
这才叫送分题吧
瑞贝卡
这造型还挺帅
现在小圆怎么是了
草我记得当年我做过这道题
网络层
但是没有一帧重复
c可太草了
哈哈哈哈哈哈
当年硬靠一个个猜一个个试试出来的
嗨只是蓝图队友是黑头
？？？？？？
我以为是那个变态
钝角
探头
我全部看完了
平泽唯
？！？！？！
京阿尼天下第一！！
IS-LM模型
龙虎一生推
a
当年是可以自选题目范围的
龙虎本命啊啊啊
我考了三次最后60多过了
IS之下无名作
自己的作业自己做
我也以为
排除法
钝角
b
啊啊啊黑子
有没有可能是满头呆毛
不是传输层？
15532
网络层
a
不是，要选区的呀
IS
片
草
送分题
我还以为是碧蓝之海
平泽唯
水个毛，你自己看着都累更何况画师们呢？
经典
什么笨蛋
？？？？？？
d
a啊，还用想？
白发
超化灭E
这些名字都是黑篮的名字啊
他们有黑子，我有黑头
入站92分飘过 答题全靠手速切屏哈哈
首先排AC，A是生化危机0，c是生化危机二，这题选B
这8集可不是水，极其良心，是安排了8个导演，给了他们相似的剧本，限定了出现的场景物品的模型样式，让他们分别做的
114514
衣服链接发一下
当年可以自己选领域
新年快乐
冈部伦太郎
D
我特么以为白井黑子
A
我当年没跳的看完了
那两个月是为了前面的轻音少女，结果两个都是神作
新年快乐
寒蝉表示学以致用
当年淘宝买的代答题，几块钱
我但是以为我看错了
15532
k-on！！！！
1
这题我会
b钝角
对对对对对，我当时也是这样，直接给我整懵了
好家伙都比超炮多
这个我真的被整麻了，以前周末回家下好几集，下周回学校每天晚上看一集的，我直接被看麻了
这个简单A
凉宫春日
粉色（）
这个好像回应过:希望大家能体会长门的心情
还会换衣服
哈哈哈哈哈哈哈哈哈哈
D，这题要是不会，我白当二次元了
草
四大名著
凉大队长，你可真会开van笑
那白井黑子呢
IS
当年直接选的动漫区…
is以下无名作（之前的说法，现在想破壁太难了）
靠物理数学过的更是NB，至少高中毕业
考哥
衣服抢镜
15532
新年新气象！！
好家伙
嘿这我知道
老子的入坑作
这个黑子？
智慧的象征
越共探头
后来看大受震撼
c
is？恐怖组织？
老牌……这已经老了吗（捂脸哭
黑子的
我白井黑子怎么就不是黑子了？
E. 钝角
考哥.jpg(错乱)
垂危切尖
炮姐家是粉色的
新年快乐
巧了，真是
探头
66666
C吧
当时有专门的b站题库
已经是老牌了吗呜呜
十花超漂亮 
哈哈哈哈哈哈
B
D
65飘过。完全看不懂
d吧
对。。。那时候简直噩梦。。总以为下载错了，字幕组写错名字了
IS
C
IS真的好看
送分题
我TM以为白井黑子
奈亚子那个其实是天线
探头
美洲大蠊
你大 ~~~爷的当年的题忘了
热血运动番？
不会说的是白井黑子吧
K—ON我吹爆，一生推
选区的呀
白井黑子
114514
IS-1
垂尾切尖
那个是刘海！
d
我15年77分过的
真正的送分题
越共探头
有一点点不一样，基本雷同，看得我都快崩溃了
好家伙
我当时是初中生h还是高中生hhhh现在大学快毕业了
时间旅行者长门有希正是在下！
D
越共探头
越共探头
八月社啊
这是什么hmp日怪名字嘛，根本没有听过
我啊
15523
那得是哪个黑子啊
真后宫伪机战
d
越共探头
剧情一样，但是分镜完全不一样
偶哇！
白井黑子加一
这题在我大学学了化工原理后终于会做了
？
我也经历过
这题是化工原理里面的，选a
哈哈哈
计科人震惊
竟然不是白井黑子。。
问：坦克，坦克歼击车，突击炮，自行火炮，步战车的区别在哪里？
c
阿虚，电话
？
黑色
凉宫！
啊这，我还以为是白井黑子嘞
从来不看动画的我，问下，呆毛是什么
独角兽的角
新年快乐
其实还是有点不一样的，服装和玩的内容，还有阿虚的一些反应都有变化
woc 阿虚，电话
肯定是黑色啊
凉风新年快乐
名作之壁
粉的！～
那帮B     站老用户
当时看这番，都蒙了8集全看了
好家伙 42年
黑子
黑雪姬那蝴蝶触角还不明显吗
d
哈哈哈哈哈哈哈哈哈哈A
fu愉快desu
钝角（bushi）
?????
罗辑，我是你的破壁人
老二次元了
终于来了我知道的
我全看了
你再骂？
哈哈哈哈哈哈
法国香菜
giao，我以为是白井黑子呢
c
c
全靠猜
15532
平泽唯没有
我还蛮喜欢看的2333
工科985表示一次过
认为是白井黑子的才是老二次元！
b
啊这
我还以为是粉毛的那个
K-ON
你这是开卷考试？
凉风没听到他说的话
奈亚子yyds！！！
网络层
这个是军事区吧，当年acg地也很难
非日漫战斗番的粉，导致入站只能靠蒙
分镜教学，动画专业必学哈哈
送分题
那是我整个暑假
114514次（笑）
我有一份！
白井黑子:？？？？
985也不会的
钝角
新年好
我还以为是白井黑子
当年88路过
新年快乐
超过了就是名著
新年快乐！
哈哈哈哈哈
15532
114514
大本营不用探头
经典蟑螂毛(bushi)
当年全班帮我答题才过
我还以为是哪个大钕同
985飞设的也答不出
但是每一集每个细节都不一样，一点都没重复，当初初见我是看得津津有味的
那时候没黑子的篮球
天国的第三季啊
不是白井黑子？
is
送分题
新年快乐！
不是白井黑子？！
阿虚，电话
太喜欢这每次不同的分镜介绍故事了
？？？？？？？？？？
不是吧。。龙与虎才3W4。。麻了
凉宫！
这年头连凉宫都需要科普了吗
？？？？？？？？
撞到专业题目了！！！选A！
侍魂黑子
15532呀
角
送分，a
白井黑子
哈哈哈哈
人均刷题工具人
越共探头
114514
211的表示我不配
a
六花
？
栗山未来的记忆给老子恢复了！！！！！
校园+机战+后宫
计算机网络的内容
那时候给我人看懵了 为什么都是一样的剧情 我还以为是我打开的方式不对
孝哥哈哈哈哈哈
这不是POP和PIPI
我当时也以为是不是放错集数了
圈九泪目了
我就记得一万多次了
秒答橙色…诶？不是白井黑子吗？！！
动画再叫好，碟卖不出去的基本不出续作
不会以为985就会吧
B
没写作业引发的血案
粉色！
白井黑子：？？？
是白井黑子 还是黑子哲也
唯一一个总受
。。。
超能力篮球
我以为是白井黑子
小鸟游一花
斯特拉塔斯
黑子
太送分了
男孩送去打篮球，女孩送去学园都市
凉崽新年快乐！
IS
第一反应白井黑子
以前不是90分吗？
草老王子
我考了一年才过
K-ON!
钝角
王姐姐
擦着边过的，还做了好几遍
我当时直接麻了
钝角太草了
热传导
你管那一大坨是呆毛？
终于会一个
稍微？完全不一样好吗！
这部送分题？？？
穿上衣服我就认不出来了
新年快乐
114514
我不是从第一集开始看的，我TM是从轮回的第一集开始看的。
角
B哈哈哈哈哈
我想到了白井黑子哈哈哈
呆唯没有呆毛
凉风新年快乐
有一说一，这就是给通信工程出的。。。
送分题
钝角
我不高兴！
a
那一年就魔圆刀剑石头门FZ比他高吧
新年快乐！！！
玛利亚之墙什么鬼
天元突破还不算名作？那是神作！
看到就以为是白井黑子。。
114514
a
新年快乐
d
哈哈哈哈哈
最早那套我就只能考75分左右，全班男生都我考的
这才成就了消失的传奇啊
这题我会！是蓝色！！
六花！！
这题我会！是IS！
一代更比一代丑
这个题哈哈哈哈哈哈哈哈这不坑没看过的么
不是白井黑子吗？
新年快乐凉风
15532
新年快乐
人家是蝴蝶 有两根须很正常
一起一起这里那里超好看的！
阿虚，电话
妈耶，这题好像蒙过
不提当年，凉风感觉你老了
哈哈哈
敌情商：动画摆烂  高情商：轮回
大气科学专业狂喜
b
现场追番的飘过
苏30
黑子的篮球，蓝色
黑子的篮球当然是篮色的
但是你必须承认这制作水平很高
我记得我当年答的都是二次元游戏相关的啊，这什么鬼
这个我知道，aaa
is
我一次过的
选项就没白井的发色好吗（）
A
明明是超能力战斗番
b
黑色
是的
蓝
黑子的篮球还是白井黑子啊？
蓝色
老牌超能力番
考哥
这8集完全不一样，连衣服都换了
草，我以为是白井黑子
蟑螂须
黑子
越共探头
终于有会的了
焯 我也第一反应白井黑子
史上最刁难追番用户的番剧
最后一期
新年快乐
白
我也以为是白井黑子...
厨会
b
蓝色
蓝
蓝
16年，可以选领域
这题我会！
美的出水
甲铁城8w8
送分题
其实是因为团长没做完假期作业（doge）
c！
剧情一样，但分镜不一样，连配音都是非常尽责的录了八次
钝角
那时候每次点开下一集我都以为自己点错
黎明杀机玩家表示记住了名字（黎明杀机联动生化危机角色）
明明看了is名字没完全记住，内容也记得的不多。
蓝舍
车车人狂喜
??????
说选擅长分区的一看就没做过老得测试题
想起了当年入站的噩梦
哈哈哈哈哈哈哈哈哈哈哈
空耳凉风了
新年快乐！！
`0
游戏女主肉眼可见的变丑绝了
当初为了看鬼畜我都经历了什么
我听不懂，但我大受震撼[doge]
A啊
第一个会的
终于这题我会！！！
物理
我经常搞错
15年入住
就是这垃圾害的厕纸越来越多
这题我会。is
边搜边答，毕竟60分也够了
答了三次都是三四十。。。
】、
D
]\
众所周知，黑篮是一部纪录片（doge）
七花九花救命阿哈哈哈
随便答的
c
这个我知道！
游戏的神作之壁宝可梦
当时可以选，上班摸鱼七十几分过的
凉凉新年快乐！
白井黑子：那我走？
还真有这题
啊这我以为白井黑子
八集全是重做的，制作组为了这个效果下了血本的
最近打算补这个番！
哈哈哈哈哈哈哈哈哈哈哈哈
名作之壁
is
苏哥苏有朋
澄清一下，985也不会
什么
这个我答过诶
哈哈哈哈
is
就离谱
当时就劝退再也没追过这番
a
a
S1
夏日最后一天
问:1000-7＝？
哈哈哈哈哈哈哈哈哈哈哈哈
当年 很痛苦 都PTSD了
这题我做过草
草
钝角
白井黑子不是黑子对吧
就是套路
当年这里把我看晕了，老折磨人了
考哥哈哈哈
哈哈哈哈哈哈哈
A！开启了买插画送厕纸的潮流
？？？？？？？？？？？？？
我以为白井黑子
蓝色哈哈哈哈哈
草草草
草，我根本没记（
探头
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
当时我做这道题了
传下去，凉风要退站
终于有个会的了A
探头
赛马娘卖了多少来着
新年快乐
妹子好看打斗精彩机甲好看毕竟
我第一反应是白井黑子，还琢磨怎么没有粉色
我以为是白井黑子。。23333
新年快乐】
早期会员题目是这样的
这个好简单哈哈哈
我高三考完b站入站题之后考上了985
我当年是怎么过的(ﾟoﾟ;
SOS！
我 们 接 着 往 下 错
说A的罚，你们去重新玩一遍生化危机一
这不是计算机考试？
当时还真不容易啊
我也不知道我怎么过的，反正就是过了
我全部都看了，每集都有差别
不是白井黑子吗？？？
我记得我答题那会有命运石头门
都不够给小圆提鞋的（
同归于尽了属于是
A!
我以为是白井黑子 额啊……
A上过大学的都知道
爷青回
这几集劝退了很多人
我是六十多过的，太难了
在不嘎嘎选c?
卧槽龙虎生一堆！！
探头
Rick Astley - Never Gonna Give You Up
真就没人看过黑篮？
越共探头
114514次
《那我不得退站呀》
我怎么没遇到，现在找清晰的葫芦娃可不好找了
英菲尼迪。。。
？？？
终于有一题会的了
114514
选A埋了吧
《麻了呀》
蓝色！
为什么不是白井黑子！
欧布圆环.jpg
焯，我也以为是白井黑子
我当年在学校缓存了7级，结果7级一样
我不管我不管is就是桂正和的
全金哭泣
BBB
我还以为是白井黑子
莱———纳———
我还以为是白井黑子。
最离谱的是分镜剧情有微妙的不同，所以你还不能说他偷懒
排除法选a
d
黑雪姬，吧
元旦快乐
当初我连呆毛是什么毛都不知道
D
三本人不敢说话
黑子可太多了
大河！！
这些大佬还有多少在世的……
不科学的销量
是凉宫那个无限套娃的?
我是擦线过的
新年快乐！
不科学
a
不是运动番，是超能力外挂番
老用户表示选了三次才过
连is都比不过还好意思说你是名作
黑子不是浅蓝的头发吗
这是蓝色吧？？？
套娃
23333333
梦回
新井里美？？
71分
夜明啊
我的天，这都老牌了？？？
漫无止境的八月当初真以为是漫无止境了
草，还以为白井黑子
2333333
看了三集实在看不下去，就跳过了
窗户外面是世界末日吗
英菲尼迪斯托拉托斯
呆毛是本体
23333333
考哥震怒
名著指的是四大名著，不是真的神作
哈哈哈哈哈哈
114513
说分领域的就不是老用户了
鬼知道是哪个黑子啊！一般玩B站的都会想到哔哩哔哩，哔哩哔哩那必须是白井黑子啊！！！！！！！
当年86
我以为白井黑子
is啊hhhh
我一个听v曲的它还问我怎么把女v声音调性转。。。
985的也不会。。。。
好家伙，居然不是白井黑子
蓝色
？？？
Never gonna give you up
太暴力了
真正的送分题（
衣服换了
分镜教程，共八讲。
？？？？？？
还真是
王阿姨
哈哈哈哈
直接整成一个贴吧
电脑配件
哈哈作为14年的B站会员用户当年得分70多分还是半作弊做出来了
热雷暴！
进的站
以为是白井黑子，，
当年动漫是我弱项我看的不多动漫反而扣的最多
《老牌》
114514！
A吧
等等为什么我都会
草
真不至于
当年一口气看完这8集，人都麻了
当年追的我也麻了
c?
这部挺经典也好看
好家伙
没有破壁可还行
A
当时看到的时候真的懵了。。居然一模一样
我怎么考进来的呢？
哈哈这哪有下完之后兴致勃勃的打开是葫芦娃这么绝望啊
我怎么考的？
不是白井黑子？
我还以为是白井黑子
自 我 介 绍
机械振动？
奈亚子
那说名这部很受观众喜欢吧毕竟是机甲类型
新年快乐
A
我是80来分，给我自己震惊了
这几个都是女主啊
为什么不是白井黑子
新年快乐
元旦快乐
C？
所以我当时是怎么过的？
当时觉得你丫直接重复播放好了还重新作画真tm浪费人力
那个时候搜索引擎也不太好使，好多都找不到
我以为是白井黑子
英飞凌？我芯片烧了，不看了
这个容易
分镜教科书
你给我等着
好家伙 在哪都有许昌老乡
《稍微》
IS!!!!!!!!!!!!!
他的生日
我也以为是白井黑子
什么大学生现状（滑稽）
大爷牌面
探头
还以为是电磁炮的
超能运动番
没记住。。。
但年看的一脸懵逼
月宫探头
京阿尼分镜教学赏析课程
探头
我都不记得我入站试题是什么了?
我也以为是bt妹
IS(瞬答)
IS剧情不太行，但机战还是香的
我还好，蒙过了，那时候难度已经开始降低了
同归于尽
蓝，但是是浅蓝偏水蓝
是我了，真实
炮姐！
考哥，因为有人装文盲
？？
我当时答两次，61分过了
阿虚，电话
独角兽
欧哇
梅林
六花，好耶
is
我当年是怎么考过的
。。。黑子已经算老牌了吗？
黑色！
哈哈哈哈哈哈哈
新年快乐
紫罗兰才几千
但是动画制作其实挺棒的，制作组良心，
那买台破壁机吧
哈哈哈哈
小鸟游4444花
D
小学二年级的题
简称八重
男主那待遇，害，还得不得了
黑子的篮球都算老牌了嘛....
为毛我第一反应就是白井黑子？？？
欧哇！
日向创.jpg
我当时就是这种 我才高一啊
IS当年我觉得好看到爆
a
俩头发梳中分
雀食视角
蓝色
垂尾切尖
握草那当时的观众岂不是。。。
A
为什么不是白井黑子
超过is的历史上也就不到50部
这题完全可以再加一个《碧蓝之海》，男子的黑球
那是
虚君，电话
新年快乐
这片哪都差，就是机甲演出不错
英文名2333
网络层
C！
？？？？我接受不了
最早没有分区答题
？？？？？
你刚提了超炮，我还以为是白井黑子
我以为是白井黑子哈哈哈
凉宫春日的忧郁
114514
送分题
E:梅林
C
E:梅林
排除法选a
蕾贝卡！蕾贝卡！
我真是一集集看的
a
哈哈哈哈哈
我都看不懂，当初
哈哈哈哈哈哈
送分题
哈哈哈哈哈
A
d
新年快乐
（一方在张开翅膀）
c
草
不一样
为什么不是白井黑子
dddd
八集（老实人
苗木，日向：？
15532！dna里的数字
新年快乐
大幻梦森罗万象狂气断罪眼（
我tm也以为shibaijingheizi
1919810
京阿尼炫技大赏
蓝色
探头
送分的 选IS
六花
is？机甲？还有机甲？
A，就是这个才开启这个说法的
114514
哈哈哈哈哈哈哈哈
大气层
IS
我认为是梅林
蓝色
融合
热传导
我做过这道题！
钝角
odd taxi销量6000
摄像小哥有没有呆毛
凉风怎么有头发了
这题我做过！
元旦快乐！
问度娘
凉压坏瘦了好多
？？？？
卧槽，入坑番！
早期没有黑子吧
我还以为是白井黑子呢
这是送分题
C
凉宫！
新年快乐
哈哈哈哈哈哈哈终于有一道是我能答得出来的了
huluwAPP
你个假生化粉哈哈哈哈
那不是，我当时才高中，现在也只是一个双非而已
漫无止境的暑假
？？？？
IS
这个镜头好像张雪峰
A
七男战一女
我听不懂，但我大受震撼[doge]
这已经是老牌了吗
a
奈亚子这是玩梗 克子后面说 如果是男孩就送去打篮球 女孩送去学园都市 
ddddddd
比克大魔王
探头
现在还有几个知道圈9
什么，黑篮已经是老牌了吗？泪目
a?可以选的吗，我写的时候不可以诶，考了两次才低分飘过
当时我是通宵完白天没睡第二晚通宵看的这八集 给我整不会了都
麻了麻了
我也以为
黑子篮球很好看的啊
我做了3遍啊！
c草
先排除A（认真）
记得
我也以为是白井黑子
黑子的蓝球 所以是蓝色
"这两个月重复追下来其实还好,06版第一集开头几分钟没看过小说的我就直接弃番了"
D?
葫芦娃不行 .webp行（doge）
蓝色！
C！
泉此方
不会以为985什么专业都懂把
c
蓝得
B（doge）
蓝的
《青春期猪头少年不会梦到兔女郎学姐》
我也以为是白井黑子
? 难道是克子？
完全一致
遇事不决，量子力学
C
新年快乐
领域太广，纯粹难为人
黑雪姬
六花姐姐prpr
大老师也有
蕾贝卡
当年能熬过那都是奇迹啊
C，这题我会
你是，985也不是全才啊（捂脸
114514
制作组也放暑假了
还以为是白井黑子
A，0代女主，B，一代女主，C，二代女主，D，五代女主
有点帅啊
A
我以为是白井黑子……
我也以为是白井黑子
退了吧
新年快乐
？？？？
小鸟笨蛋花
这题我会，一定是C
这番还真看过
你说哪个黑子（
越共狂喜
D
下意识以为是白井黑子
k-on！
终于看到一个我会的
答乐6h进的站
114514
茴香学姐表示不服
白井黑子？？
遇事不决量子力学
大学甚至都不用60分
我也以为是白井黑子
是我
C
哈哈哈哈哈哈哈D啊
我也以为是白井黑子
噗哈哈哈哈哈哈哈哈
哈哈哈哈这题好玩
EBIMAYO(
1.2万你们好吗
元旦快乐
越共探头
jill吧
不会就选量子力学[doge]
雪~花飘飘北风萧~萧~
白井黑子
也可以叫她多李亚
前段时间连看了这八级后，现在还停在这
欧哇～
其实个人觉得差的还是蛮多的
蓝！
没错，当年我就是现场追番的其中一员
新年快乐
新年快乐
SU
以为超跑
d哈哈哈
以为超炮
62
白井黑子
B！
可以再水一期入站视频了（doge）
我以为是白井黑子。。靠
完了黑雪姬这个我越看越像大蟋蟀
而且是暑假看的………
青峰大辉yyds
哈哈哈哈哈哈蓝色，黑子哲也，哲也是蓝色的的意思哈哈哈哈哈
还是青峰帅
不过超炮剧情其实也就那样
突然很想体验一波
卧槽
越共探头
赛马娘第二季呢
娘炮打篮球
我以为白井黑子
大家还记得自己当年多少分不？我先说，76，当时真是有亿点点崩溃
我知道整整八集，把爷整麻了
以为是白井，还想没有粉色
都有点不同，当时带着找不同的心态看的
离谱
错，当年B站用户如今才上985
is
越共探头
现场追番是我了
已经是老牌了？？？？
啊？不是白井黑子
这道我做过！
鸟狙
我当时特喜欢看
凉拖
黑子不是超跑里的？
黑篮哈哈哈哈哈哈
稍微（完全）不一样
通信人狂喜！！昨晚刚考完计网，这题选A
？？？？？？？
