太好听了吧woc
还蛮好听的……
kksk
kksk
好活
kksk
。
好活儿
那是一个吃鸡的晚上
刺♂鸡的晚上
泪目
我币没了
牛
哈哈哈哈
skr
666
kksk
想轰炸全场
好听？？？……………！！！
就怕鬼畜动了情
哈哈哈哈哈哈哈哈哈hhh
热一了
泪目
火钳刘明
泪目
这歌词好丝滑
hhhhhhh
好听哈哈哈哈
哈哈哈哈哈
哈哈哈哈哈
kksk
好听～
素颜
天才填词
啊这
别这样
哈哈哈哈哈哈哈哈哈哈
太好听了
害人终害己了属于是
1
kksk
泪目
火钳刘明
今天化了美美的妆
kksk
泪目
恭喜热搜
泪目
牛哇
使命完成后的悲壮即视感
加里奥是吧
哈哈哈
还挺好听
这就是单押
火钳刘明
太强了
ang压了
草
好！
他奶奶的
许嵩：我是原唱也可以是原告
这是我免费能看的？
泪目
火钳刘明
6666666
23333
1000+
三连了 o(*≧▽≦)ツ ~ ┴┴
？？
kksk
哈哈哈
泪目
泪目
好听
好活，当赏
好活当赏
火钳刘明
类目
再来一遍
泪目
很好！已经忘记原唱了
哈哈哈哈
泪目
1000+
666
kksk
kksk
泪目
一千位兄弟
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
环 境 描 写
许嵩连夜删歌逃跑
哈哈哈好厉害还蛮好听的
秒啊
火钳刘明
我是不听许嵩的，看在老冯的面子，只此一次
"up,好牛皮啊"
kksk
哈哈哈哈哈
好活当赏
牛蛙牛蛙
秒啊
泪目
他终于上热门啦！我的月宝！！
好活！！！！！！！！！！！！
原唱是啥，忘完了
好活
硬熊登场！
哈哈哈哈哈笑不活了
哈哈哈哈哈哈
成功忘记原唱
笑死我了哈哈哈哈
泪目
牛逼
目前最完美的版本了
kksk
你币有了
kksk
6666
火钳刘明
泪目
泪目
火钳刘明
泪目
破防了
热搜第一热搜第一无法拒绝
必须给个三连
押韵啊
kksk
素颜之穿山甲之面
哈哈哈
哈哈哈哈哈哈哈哈
好！
泪目
泪目
币给你
，，，
泪目
泪目了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
主角死了，谁把歌送出来的呢
kksk
好活当赏
双厨洗衣机
乐死我了，这词属实牛
第一千条弹幕～
怪带感的
哈哈哈哈哈哈哈
牛逼
好活
泪目
面筋哥
牛牛牛
解锁新场景
好家伙，带河南方言的
月大大必火
kksk
泪目
妙啊
好活
哈哈哈哈哈
2000+在吗？
kk
哭了，泪目
押韵狂魔
哈哈哈哈哈哈哈
哈哈哈
泪目
许什么？
泪目
牛逼
哈哈哈哈
kksk
kksk
物理《轰炸全场》
666
这多是一件美逝啊
破防
可以
奶奶：准了
md，原词是啥来着
哈哈哈哈哈哈哈哈哈哈哈
kksk
kksk
哈哈
hhhhhhhhh
牛啊
泪目
火钳刘明
哈哈哈
妙啊妙啊
人才阿
火钳刘明
绝了
哈哈哈哈哈
kksk
牛
离离原上谱
泪目
哈哈哈哈
！
越 级 报 告
泪目
律师函警告，哈哈
泪目
见标题进
kksk
单曲什么时候上线
类目
天籁
kksk
好活
雀氏叼
火钳刘明
火钳刘明
kksk
好家伙
泪目
有个叫许嵩的翻唱的挺好的
泪目
火钳刘明
kksk
泪目
致敬
逆天
蚌埠住了
skr
绝
@許嵩
真押韵
投币超过上线
哈哈哈哈哈哈哈哈哈哈哈哈，好活
逐渐忘机原词
什么时候能站起来听歌
泪目
那是一个吃鸡的晚上
活字印刷是吧
2333333
哈哈哈哈哈哈
还些好听
泪目
+++++++++++++
泪目
好活
笑死
泪目~
蚌埠住了
泪目
月宝
素颜
kksk
kksk
这样真的好吗？
太不正经点
666
kksk
绝
啊
哈哈哈
这视频十分丝滑～
我曹红红火火恍恍惚惚
泪目了
牛蛙，牛蛙
66666
泪目
欢迎回来
说唱～
kksk
66
泪目
@许嵩
泪目了呜呜呜呜
人才
啊啊啊
kksk
火钳刘明
2000+
泪目
kksk
xu'son'lai'hua'tong'gei'ni
泪目
许嵩请加入我的战队
火钳刘明
离离原上普
救命哈哈哈哈哈
绝了了
好好听
建议进军音乐区
他甚至看了原片
泪目
新人都是怪物
我的妈呀
无敌了
哈哈哈哈
好家伙
火后刘明
kksk
hhhc
哈哈哈哈哈哈哈哈哈哈
泪目
有一说一比我唱的好听
厉害
火钳刘明
哈哈哈
火钳刘明
火钳刘明
kksk
赞
太棒了
泪目了家人们
泪目
好活
趴在地上
牛逼
这就是天籁吗
哈哈哈哈哈哈哈哈哈
kksk
哈哈哈哈
哈哈哈哈哈
1
火钳刘明
太合理了
不务正业
泪目家人们
泪目了家人们
泪目
火钳刘明
那就别怪我放点砒霜是不是顺口一点
666666
泪目
天↑皇↓陛~下~
泪目
高质量
火钳刘明
太6了吧
哈哈哈哈哈哈哈哈哈哈
kksk
草
泪目
合理
hhhhhhh
哈哈哈哈哈
真有你的
我猜某人已经开始跟着唱了
哈哈哈
断句有毒
kksk
+++
火钳刘明
kksk
哈哈哈哈哈哈哈哈
泪目
火钳刘明
+++
泪目
今天终于在这里看见原版
kksk
kksk
kksk
类目
3000+
雷姆
好活当赏
哈哈哈
3000+了，同志们！
泪目，破防了
再来亿遍
鬼！
妙啊
3000+
哈哈哈哈哈哈哈哈哈
kksk
哈哈哈哈
三千人正在看
这鸡啊不能炖的太烂
哈哈
奇怪的有点好听
kksk
泪目
好押韵啊
只有马师傅才能可以和你一站
3000＋
kksk
越来越离谱
泪目
离谱
好活
kksk
kksk
666
泪目
有活人吗？勇闯无人区
刺激
好压
牛啊
哈哈哈哈
哈哈哈哈
牛啊
为啥有股山东味hhhh
泪目
啊哈哈哈哈哈哈哈哈哈哈哈哈
心 理 描 写
喝鸡汤是多么美的一件事啊
( Ĭ ^ Ĭ )
火钳刘明
23333
好活
月老师nb
赵正
明明是特工，歌词却让人心疼
哈哈哈哈哈哈哈哈哈哈
火钳刘明
笑死我了
3000+
贼押韵
好家伙这首歌还可以可么玩
nb
许嵩：你礼貌吗？
啊啊啊
叙事曲
笑死
哈哈哈哈哈哈哈哈哈
好似
泪目
《细节描写》
kksk
泪目
哈哈哈哈哈哈好活
泪目
不     哦哟热。。     老板家  。不游。   。  奥拉夫    
最后亿遍
火钳刘明
哈哈哈哈好啊好啊！
[脸红]​
火钳刘明
泪目
哈哈哈哈哈
泪目
泪目
火钳刘明
kksk
绝了
泪目
好活当赏
英雄我闪亮登场
泪目！
开门见山
妙啊
kksk
妙啊
鹅鹅~
请大家多多关注这位up，很优秀的
离谱
真牛皮
哈哈哈哈哈哈哈哈哈哈哈
泪目泪目
泪目
多是一件美事
该
火牛逼
奶奶说炸死他们
泪目
kksk
妙啊
额额
可怕，连老奶奶都不放过
泪目了
泪目
两千碗鸡汤再看
2000+
离谱
泪目
好活
牛逼
第二遍
哈哈哈哈哈我直接炸了哈哈哈哈哈晚上真的太難受了
奶奶：不！你不想！
笑死
我媽叫我出去笑，把我趕出來了哈哈哈哈哈哈哈哈哈哈哈哈哈哈
kksk
哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
、
kksk
这很像小时候用自己的话代入歌曲一样
e～e～
kksk
kksk
kksk
kksk
kksk
许嵩进入直播间
泪目
这是真的离谱啊
泪目
我趣哈哈哈哈哈哈哈哈哈我笑死了
泪目
kksk
原告 许嵩
我才打开网易云听着有何不可 打开了b站 看到这个视频了 这是天意？
泪目
这个填词和调音真是绝了 难得见一回
泪目
强啊
妙啊
泪目
66
引蛇出洞
今天是个上分的好日子
牛
伪装啊啊
无力回天
6啊
笑喷了
泪目
迫害许嵩了
泪目
哈哈
什么加里奥
泪目
好话
牛蛙
世界级转音
词填的太好了 泪目了
火钳刘明
泪目
666
哈哈哈哈
泪目
kksk
没套出情报？喂狗吧！狗：汪汪？
课后
泪目
泪目
这七百一十六个孩子还不睡觉
英雄（迫真）
kksk
笑死我了
人才
泪目
恭喜穿山甲又上第一热搜
火钳刘明
听这个心灵毒鸡汤多是件美逝啊
好活当赏
《扬雾运动》
押韵
泪目
我TM直接三连加关注
，
我的天哪 你们都不用睡觉的吗
泪目
@许嵩
笑川天皇
kksk
火钳刘明
叙事清晰 行文流畅
1.25
火钳刘明
kksk
人才
泪目泪目
哈哈哈哈哈哈哈哈哈
ohhh
哈哈哈哈泪目
点开之前没发现这么优秀
已经忘了原唱
第一视角的素颜
哈哈哈哈哈哈哈哈歌词太贴切了！
哈哈哈哈
到底谁是反派
为啥最多就能投俩币
大伙都得见阎王
破罐破摔
你是魔鬼嘛
泪目
你们想喝汤
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
泪目
泪目
人才
牛逼
奶奶滴，给我玩许嵩是吧
？
类目
kksk
哈哈哈
笑死我了
鬼畜
泪目
kksk
泪目了
怎么办已经开始感觉到淡淡都忧伤了
泪目
最后再加点就好了
都是ang结尾诶
感觉到了，属于鬼畜区的乐趣
@许嵩
哈哈哈哈哈
泪目
泪目
剧情向
泪目
泪目
赞赏也不错
泪目
kksk
秒啊！
太棒了
妙法莲华
再来一遍
哈哈哈哈哈哈
太妙了
kksk
泪目
都搁那泪目啥呢？
泪目
嵩鼠狂喜
泪目
越来越离谱了。
比游戏还刺激吗？
kksk
牛逼
成年人的破防往往在一瞬间
泪目
环境描写
好家伙，今年第一个三连给你看
妙啊
kksk
鬼才
类目
泪目
火钳刘明
回溯往事
kksk
哈哈哈哈  真好听
好冷静的填词
律师函警告
做毒鸡汤~
再来一遍
给日本特工发英雄的汉奸能不能
是我早就已破防
火钳刘明
小丑居然是老冯同志
天皇泪目
细节  凉凉字母变色了
牛批
妙
kksk
泪目
人才 
毒鸡汤呕
kksk
kksk
泪目
kksk
《刺激》
泪目
泪目
kksk
那是一个吃鸡的晚上
全押韵了
火钳刘明
泪目
许嵩都找你写歌了
哈哈哈哈哈哈
从未设想的道路
跟喝汤一样 lscb
啊啊啊啊啊
泪目
给爷上热门！！！
忘记原唱
.
kksk
测试测试
凉凉？歌曲串烧？
泪目
十个泪目九个笑
泪目
哈哈哈哈
泪目
哈哈哈哈哈哈救命
kksk
kksk
泪目
哈哈哈哈哈哈哈笑死我了！！！！
合情合理
泪目
1000+正在观看
许嵩：还好我出道早
这太丝滑了！！
kksk
想偷偷发电 报给天皇
牛逼
变样~
足够秀
泪目
泪目
你他娘的还真是个人才dog
给我整不会了
笑死我了
？？？？？？？？
6666
泪目
《扬雾运动》
离大谱
泪目了
好活
好工整啊
好活儿当赏
礼貌许嵩:你吗
浪费了一只鸡
泪目了
穿山甲快玩烂了
老许啊，这新专辑大伙都不敢听，说是有人往歌里下了催逝员doge
离离原上谱
泪目
就是
雷目
❴辱彬逊白嫖记❵​
泪目泪目
午高看了直呼内行
kksk
吃鸡的玩啥
类目
泪目
泪目
叙述文
泪目
kksk
牛蛙
泪目雷姆
hai 1000+
kksk
泪目
泪目
火钳刘明
kksk
憋说，还挺好听的呢（doge
啊哈哈哈，鸡汤来咯～
奶奶滴
直接来吧
nb
丝滑
太强了
kksk 
秒啊
泪目
泪目
恭喜恭喜
文艺复兴
经典
泪目
好活儿当赏
泪目
许嵩哭晕在厕所
三连拿走了
kksk   
直接三连
泪目
泪目
哈哈哈哈哈哈
泪目
心理描写
泪目
哈哈哈哈哈哈
双厨狂喜
哈哈哈哈哈哈笑死我了
还挺押韵
心灵鸡汤
蚌埠住了
kksk
火钳刘明
三连了
还挺押韵
泪目
火钳刘明
再来一遍
牛逼了
太强了
火钳刘明
泪目
英雄登场，先来点真…… 对不起走错片场了
泪目
泪目  666
kksk
泪目
kksk
笑死
泪目
笑死我了
好活
泪目
666
喝汤多是一件美逝a
这个应该是最牛逼的吧
他甚至还看了一遍原片
泪目
泪目
哈哈哈哈哈hhhhhhhhhhhhhhhhh
好听
、
泪目
泪目
泪目
泪目
kksk
文艺复兴
离谱
泪目
以乐景衬哀情
泪目
原歌词是什么来着？
泪目
解锁新场景
泪目
泪目
越传越离谱
泪目
你三连有了
好活
kksk
kksk
op
对穿肠
月宝又不务正业
太好听了
如果你在喝一碗是否还会有感觉将那喜怒哀乐全都埋葬昨天
不惨任何的表演轰轰烈烈喝几碗
kksk
《想象之中》
解锁新场景
kksk
哈哈哈哈哈
泪目 币有了
火钳刘明
你有毒
某音要火了吗？
厉害
泪目
好怪再来一遍
火钳刘明
666
原来音乐是什么
妙啊
哈哈哈哈哈
hahaha
呃呃
nb
kksk
好上头
哈哈哈哈哈哈
kksk
泪目
kksk
已经是第10遍了
哈哈哈哈哈哈哈
泪目
<小丑竟是我自己>
？
冥 亮
火钳刘明
？？？？？  有点懵逼
加里奥：是谁想要被保护
泪目
泪目
上头
kksk
泪目
泪目
kksk
NBNBNB
好活
skr～
牛
押韵
挺好听的
哈哈哈哈哈哈哈哈
泪目
kksk
泪目
Kksk
调音太顶了
噗哈哈代入感拉满
泪目
泪目
奶奶:我TM…
np
素颜啊
泪目
泪目
泪目
kksk
破防了
kksk
绝了
泪目
绝了
kksk
KKSK
kksk
原唱：许嵩
原唱/告：许嵩
火钳刘明
再来亿遍
泪目
《清汤》
蕾姆
火钳刘明
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
你管这叫躺？
泪目
泪目
崔始源
泪目
哈哈哈哈
泪目
好家伙
6
火钳刘明
泪目
？
kksk
哈哈哈
少拿原版骗我
离谱
泪目
口水黄豆阿嗯。
临死还惦记奶奶的好孩子。
火钳刘明
ksksks
草曹操曹操曹操
泪目
泪目
kksk
kksk
牛啊
kksk
悲壮
kksk
kksk
很好 我已经忘记原曲咋唱了
泪目
《自知之明》
火钳刘明
666
泪目了
kksk
泪目
泪目
啊这
泪目
泪目加好听
？？？？？？？？？
泪目
牛蛙
牛逼
泪目
泪目
我要报警了
kksk
牛
泪目
忘了原唱了怎么唱的了
火钳刘明
泪目
哭了
呜呜呜，太感动了
泪目
标准结局
kksk
《都见阎王》
kksk
哈哈哈哈哈哈哈
泪目
泪目
离谱
不应该是许山高吗
引爆全场
泪目
泪目
泪目
泪目
想过火，但没想过这么火
 泪目
我要这币何用！
我要这币何用！
直接离谱到家
泪目
泪目
kksk
原告：许嵩
不得了
泪目
泪目
泪目
对对对
kksk
泪目
牛逼
文艺复兴
大型泪目现场
哈哈哈哈哈哈哈哈哈
nb
换成嘉奖更好
全在ang上
悲壮感一下就上来了
有点好听啊
嵩鼠报道
泪目
夸张的修辞手法
狂笑
火钳刘明
泪目
tnnd
泪目
牛
哈哈哈哈
kksk
666
泪目
笑不活了
发日本缩写的是汉奸吗？？
值得三连
火钳刘明
太厉害了
笑死了
只有穿山甲受伤的世界
泪目
kksk
许篙
凌晨四点啊，离谱，六百加人大家都不睡觉的吗
hkksk
开始叙事
泪目
太厉害了
一直都是ang在押
英 雄 到 来 -4000
我币没了
哈哈哈哈
泪目
kksk
kksk
头：你们不要再上我了
泪目
泪目
真·卧底
kksk
卧槽，绝了
泪目了
泪目
kksk
泪目
666啊
压力马斯捏
火钳刘明
哈哈哈哈哈哈
我咋听的像川宝的音
泪目
恭喜你发现宝藏
恭喜你发现宝藏
火钳刘明
kksk
《表扬》》
就这个逼梗没玩没了了还
泪目
好活
火钳刘明
火钳刘明
这个b的视频终于火了……
哈哈哈哈哈
kksk
还挺好听
绝了，老铁
泪目了
泪目
泪目
类目
好像我政治老师啊哈哈哈哈哈哈哈哈哈
kksk
素颜哈哈哈
泪目
好活当赏
kksk
kksk
kksk
奶奶哈哈哈哈哈哈哈
比喻
666
泪目
1.25绝了
泪目
泪目
牛啊
哈哈哈哈哈哈
天秀
毫无违和感 全都对上了
666666
泪目了
哈哈哈哈哈哈
kksk
泪目
泪目
火钳刘明
泪目
大家好！
泪目
哈哈哈哈
泪目
泪目
kksk
       0
哈哈哈
好丝滑
kksk
泪目
哈哈哈
kksk
泪目
百万填词
泪目
哈哈
哈哈哈哈哈
泪目
泪目
火钳刘明
泪目
泪目
牛
填词牛逼
恭喜你发现宝藏
666
kksk
泪目
泪目
娓娓道来
泪目
双料特工
好活当赏
加里奥是吧
泪目
kksk
kksk
kksk
妙妙秒
666哇
泪目
泪目啦
泪目
kksk
火钳刘明
666666
毒穿12指肠，空肠，回肠，盲肠，结肠(升结肠，横结肠，降结肠，乙状结肠)，直肠
666
再来亿遍
kksk
+
hhhhhhhhhhhbhbbnjhhhhhhhhhh
泪目
这是素颜吧
好听
类目
啊哈哈哈
泪目
许嵩可以是原唱，也可以是原告
泪目
泪目
kksk
kksk
kksk
厉害 再来个几百遍
忘原唱了
上头
泪目
秀啊
好活！
这喝鸡汤可多是一件美逝啊
!!!
kksk
九敏 原词是什么来
1000 +
火钳刘明
许嵩：我可以是原唱，也可以是原告
许嵩：我可以是原唱，也可以是原告
泪目
再来一句：我的炸弹它也没响
再来一句：我的炸弹它也没响~
好活(✪▽✪)
问:汤经过身体那些人体解刨结构?
泪目
牛哇
泪目
kksk
火钳刘明
哈哈哈哈
泪目
好像还有个许嵩经过up主允许以后翻唱的版本
泪目
成功忘记原唱
离谱
423扔就离谱
泪目
泪目
kksk
救命哈哈哈哈哈哈哈哈哈哈哈哈
kksk
6
。。。。。
再来亿遍
这才是原曲
kksk
火钳刘明
毒鸡汤
兄弟们我哭了
泪目了
火钳刘明
噔噔噔
泪目
泪目
转眼见天皇
 曾经离岛的瞬间再无归乡可言那个天皇的梦像樱花一样飘散
泪目
泪目
kksk
泪目
这破防nm啊，娱乐至死了？
kksk
许嵩泪目
kksk
泪目
哭唧唧
ta氖氖的
哈哈哈哈哈哈哈哈
忘记原唱系列
泄彬
泪目
卧槽
泪目呜呜呜
眼前一黑
真tm 四个人才
穿山甲像一个被校园凌霸的小可怜
kksk
火钳刘明
泪目
火钳刘明
哈哈哈哈
泪目
泪目
火钳刘明
好活当赏
哈哈哈哈哈哈哈哈哈
泪目
233
绝了
真的有这么丝滑吗
泪目
kksk
泪目
哈哈哈哈哈哈
谁说站在光里的才叫做英雄
泪目
泪目
牛的牛的
好活
我是带会员
草，哈哈哈
火钳刘明
kksk
泪目了泪目了
三连走起
类目
每日任务+1
火钳
下面紫字是经历了什么
哈哈
泪目
泪目
司令你得暖个场
k k s k
。。。
泪目
泪目
.........................................................
kksk
泪目
666
这词是听醉我了
泪目
泪目
泪目
类目
牛！！
嵩
再来亿万遍
哈哈哈哈哈哈哈哈哈
泪目
是不是
泪目
空降:00:00
火钳刘明
泪目
1
雷姆
火钳刘明
哈哈哈哈哈哈哈笑死
k'k
DLC
焯
恭喜你发现了宝藏
泪目
kksk
泪目
救命太上头了
泪目
好活
焯
危
泪目
泪目
泪目
素颜？
。
泪目
哈哈哈哈哈哈哈哈哈哈哈哈
再来亿次
kksk
好奇怪，再看一遍
什么歌
泪目
哈哈哈
kksk
泪目
泪目
KKSK
牛牛牛
kksk
铁石心肠～
泪目
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
好
刚看完许嵩声线的版本 
草草草
经典
蚌埠住了哈哈哈哈哈哈哈哈哈哈哈
kksk
泪目
KKSK
泪目
千万级转音
泪目
哈哈哈哈哈哈
恭喜你发现宝藏
你币有了
泪目
kksk
大哥山西口音浓郁
完全记不起来原版了。。。
填词亮
泪目
火钳刘明
kksk是什么意思
恭喜你发现宝藏
泪目
技术活儿，该赏
泪目
Kksk
up主别想拿原版骗我
“在地下躺”更押韵
秒呀
好
泪目
泪目
泪目
泪目
泪目
爷青回
破防
kksk
泪目
6
浪费一只鸡
泪目
泪目
真好吃
666666
泪目
倍速播放
泪目
泪目惹
kksk
破防了
破防了
破防了
泪目
泪目                                             泪目
火鉗劉明
kksk
444人正在观看
泪目
泪目
kksk
泪目
kksk
泪目
汉奸泪目
泪目
算你狠
泪目
好活当赏
kksk
.0
泪目
绿尸寒警告
kksk
泪目了
kksk
蕾姆
好家伙 笑得就没停过可恶 十分好评
kksk
kksk
泪目
泪目
泪目
kksk
火钳刘明
泪目
NB
好活
再来亿遍
泪目
316人正在观看
这词到位了
泪目了呀
牛B
牛逼
泪目了呀hhhhhhhhh
火钳刘明
kksk
kksk
十个泪目九个笑，还有一个在狂笑（啊哈哈哈哈）
泪目
哈哈哈 
好活
泪目
泪目
6
666
这是我第二次刷到
好甜
泪目
绝了
一声凉凉躺在地上
泪目
人生赢家老冯。。。
泪目
哭了
666
kksk
大声密谋
哈哈哈哈哈哈哈哈
傻壁
破防了
建议作词
雷姆
泪目
蕾姆
泪目
kksk
泪目
真的牛逼这个做的
泪目
笑死了哈哈哈哈哈
up是基佬
已经想不起原来的歌词了，有毒呀
雷姆
秒啊
tnn给我玩音滴是吧？
火钳刘明
泪目
牛
泪目
泪目
泪目
泪目
HHH
就看亿
许高
kksk
200+
火钳刘明
破防瞬间
破防了
火钳刘明
那么多人欺负他一个？
排面！
kksk
火钳刘明
泪目
kksk
啊？这首歌有原词吗？
泪目
kksk
泪目
火钳刘明
泪目
k
太押韵了
泪目
第一人称啊
今日天气晴朗浪高
kks
kksk
泪目
火钳刘明
泪目
火钳刘明
你币有了
妙啊
kksk
火钳刘明
泪目
哦哦哦
太棒了
lrimu
第一人称视角
火钳刘明
01
泪目
kksk
类目
泪目
泪目
泪目
啊666
泪目
kksk
笑死我了
人才
《伪装》
破防了
李普
泪目
huowia
泪目
泪目
火钳刘玥
kksk
泪目
我靠厉害 感觉比原唱都好听
66666
好家伙，前奏都给作词了
kksk
烧饼和他好像哈哈哈哈 回不去了
忘记原唱(doge)
火钳刘明
好活
泪目
我都感觉穿山甲是正面人物了，王大队长他们好狠心一口都不喝
类目
牛蛙牛蛙
厉害
这边建议穿山甲来参加中国好声音。
？？？？牛阿。
我眼前一亮……离谱
好押
泪目
kksk
泪目
哈哈哈哈哈哈哈哈哈哈哈哈
泪目
火钳刘明
泪目
kksk
666
鸡汤不太热
火钳刘明
泪目
泪目
自己的鸡汤害自己
今天炖了美美的汤～
kksk
《速阎》
kksk
666
泪目
妙啊
许嵩：？？？？？？
泪目
火钳刘明
雷姆
"感觉还是这个最好,授权的那个听起来没这个带感"
666
原告：许嵩
66666
哈哈哈，最后是我穿山甲
6666
gandong
棒
睡前必听
哈哈哈哈哈哈哈哈哈
哈哈哈上
泪目
1.25绝啊
再来一遍
kks
泪目
无数遍
泪目
up主有心了
火钳刘明
火钳刘明
泪目
kksk
泪目
我实在绷不住了啊哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
boss直连
大声密谋
文艺复兴
路过
铤 而 走 险
火钳刘明
火钳刘明
111
这押的，押疯啦
泪目
火钳刘明
kksk
哈哈哈哈哈哈哈
火钳刘明
kksk
哈哈哈哈
押韵
烂活
离谱
kksk
牛
0.75倍速有点悲伤
哭了哭了
笑死我了
怪好听的
kksk
kksk
？
是否还会有感觉
当年素面朝天要多纯洁就有多纯洁
字幕君已被洗脑……
泪目
绝了
蕾姆
是不是也可以改成赞赏
每日一遍
每天10遍
哈哈哈哈哈哈哈哈哈哈
泪目
火钳刘明
火钳刘明
火钳刘明
泪目
哈比
典型素颜凤仪
NB
kksk
对生命的反思对死亡的释然
火钳刘明
泪目
再来亿遍
kksk
神曲
泪目
你有资格给天皇发报？
鸡汤来咯
泪目
再来亿遍
泪目
泪目‘’
催逝员
这歌词真的是太妙了
66666666
泪目
火钳刘明
kksk
kksk
hhhh
kksk
火钳刘明
泪目
太上头了
吃鸡的晚上
B站方文山
都很好
？
都很好
再看你一眼，是否还会有感觉～～～
火钳刘明
kksk
打完打打
泪目
鸡汤来了
我蒙了
泪目
火钳刘明
泪目 泪目 泪目 泪目 泪目 泪目 泪目 泪目
类目
就离谱哈哈
我真的是泪目了，为什么？
泪目
泪目
泪目
泪目
泪目
kksk
这个冬天大家都在喝鸡汤
夏天买瓜，冬天喝鸡汤
泪目
火钳刘明
牛
泪目
泪目
泪目
kksk
哈哈哈哈哈哈哈哈哈哈哈草
泪目
你币有了
泪目
泪目
泪目
泪目
泪目
KKSK
哈哈哈
还挺好听
刺♂激
泪目
每日一遍
笑拉了
泪目
kksk
kksk
tnnd玩音乐是吧，那就来吧。
泪目
泪目
泪目
嗯
听的真上头
绝了笑死了
泪目
nbnb
泪目
泪目
泪目了
泪目
泪目
我天两百多人在看？
泪目
好家伙还有点魔性
哈哈哈哈哈
kksk
泪目
泪目
哈哈哈哈
好活好活
原唱；许嵩        原告；许嵩
泪目
火钳刘明
NP
忘记原创了
这纯正的味
泪目
素汤不错
kksk
蚌埠住了
鸡汤来喽
妙啊
厉害厉害
离大谱
泪目
泪目
泪目
泪目
最怕鬼畜动了情
泪目了兄弟们
泪目
泪目
《速阎》
l牛逼
好ho好
1.25针不戳
泪目
泪目
大声密谋
我泪目了 我装的
每日一遍
泪目啊家人们
这项目我王多鱼投了
许嵩：给我玩音滴是吧
kksk
吃鸡的晚上
火钳刘明
kksk
泪目
火钳刘明
哈哈
原形显现 Specialis Revelio
火钳刘明
上头
一个十二年的嵩鼠逐渐忘记原唱
无违和，填词厉害
想喝汤是吧？孟婆汤来咯~
成功忘记原唱
kksk
《英雄自传》
哈哈哈
好上头啊
泪目
泪目
记叙文哈哈哈
泪目
泪目
tqltql
这个词写的最好
穿山甲
泪目
绝活
没必要这么..抓住不放吧
泪目
千万级别调音师
泪目
泪目
我忘了怎么唱原版了
哈哈哈哈哈
我们开头见
戒指
泪目
牛啊
  泪目
泪目
火钳刘明
泪目
哈哈哈
宝藏
泪目
原告：许嵩
泪目
蕾姆
泪目
泪目
泪目
行
666
绝活
他奶奶的为什么不火
《不   知    不    觉    就    看     了    亿    遍》
吃鸡的晚上
哈哈
牛
哈哈哈
实力二刷
泪目
泪目
我才想起来原唱是红装
离谱
好活！
泪目
致敬
泪目
泪目
泪目
好家伙
许嵩：？？？
kksk
原告：许嵩
