啥意思？
哈哈哈哈
没毛病
雀氏牛逼
睡前没说晚安就是有罪那以后给你少说一个字那么重大新闻了
苦啥不能苦孩子啊（
《在哪儿》
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈woc
哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈
EDG确实牛b
EDG确实牛逼
关于我在B站上看抖音这档子事
关于我在b站上看抖音这档子事
笑不活了
确实NB
哈哈哈哈哈哈哈哈哈哈哈
大冤种哈哈哈哈哈
哈哈哈哈哈哈哈哈
xswl
哈哈哈哈哈哈哈哈哈哈
yue
那确实
哈哈哈哈哈哈哈哈哈哈或或或或
EDG确实牛逼
确实牛逼
“其实他对我挺好的”
就是牛逼，牛欢喜
是我了是我了
确实厉害
太真实
1T几牛逼
确实牛逼
这不对这不对这不是维维，难道是上次隔壁邻居？
是我！
看书那个是旁白么
Edg最牛逼啦
问我感情问题、我就是不清楚
那是确实牛批牛批
那是真的nb
很难不点赞
大悦爸：又来狗窝儿了​
服从性
EDG！！！
可是EDG确实NB啊
真实了家人们
哈哈哈哈哈哈哈哈
原来是这个大头
那确实
我若是有这样的闺蜜，连门都不会开
哈哈哈哈
也不一定是爸妈
……
哈哈哈哈哈哈哈
《我的怨种闺蜜》
这也太高效了
发个弹幕还是什么
为什么不ban猛犸
确实牛逼
确实
哈哈哈哈哈哈，绷不住了
？有点膈应人……
bgm：下雨天
确实
哈哈哈哈哈哈哈
yysy
yysy 那雀食牛逼。
真实
哈哈哈哈哈
那确实牛逼
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈
啊确实NB
三连有了
能不能硬气点，我冷战都是一年起步的
确实牛逼
啊这？
好想听听大头说了啥，委屈成这样
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
确实
好牛逼
变脸好快
穿睡衣里面套牛仔裤
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
《我还心疼呢》
这个书就是我们用的
什么逆天剧情
雀食牛b
哈哈哈哈哈哈哈哈嗝
哈哈哈哈哈哈
放屁！卢本伟牛逼！
《离了个大普》
我一般睡前都会对自己的考试卷说句：“卧槽！”
改备注真实，是我没错了，我一吵架就会改备注
可是EDG真的牛笔啊
那确实是
哈哈哈哈哈哈哈
那确实
那确实
？？
。
EDG确实牛b哈哈哈哈哈哈
乍一看我以为是一脚踹出去…
哈哈哈哈哈哈哈
刘大悦的看书姿势不一样啊
恍恍惚惚哈哈哈哈哈
我也觉得确实NB
雀氏牛逼
哈哈
确实牛B啊
EDG雀食NB
首页通知书
救命 那个公主回家吧为啥那么甜
0
这个黑衣服演员腿上全是蚊子咬的包的印
啊这，我不可能有这爱情的，我是孤狼
《我和我的大冤种闺蜜》
笑疯了哈哈哈
确实牛逼
真实
猜错主角
表情真实
这本书里面貌似是有蜀道难那个？
zzz
作
确实nb
确实
雀食牛比
为啥看不懂？
看不懂这是啥
B站为啥会有这种视频？
？
EDG:我们是冠军！
那确实牛逼
那确实
字正腔圆
哈哈哈哈哈哈哈哈哈
哈哈哈哈哈 作精妈妈好像我
EDG  牛B
我闹铃响了！我不看了！
确实
EDG那确实牛
哈哈哈
哈哈哈哈哈哈哈哈哈哈
？？？
哈哈哈哈哈哈哈哈哈哈哈
EDG！NB
只有闺蜜受伤的世界达成了
必修五
那确实nb
哈哈哈哈
雀食
确实nb
那确实牛逼
哈哈哈哈哈哈哈哈哈哈
edg确实牛逼
？
不用以后，这就是现在的我妈
雀食，EDG，牛比
确实牛B
闺蜜不错
那确实
闺蜜！！！！！
前几天看完了大悦妈一整个系列！期待！！
《大》
哈哈哈哈
哈哈哈哈哈哈哈
女的太作了，想过有一天男的不来，那你怎么办？真离了？
什么玩意？？？
edg确实牛逼！
哈哈哈哈
？？？？？？？？？？？
那确实牛批
EDG!确实nb！
那确实
？？？？？？？？？？？？？？？？？？？
我们是冠军
雀食牛逼啊
哈哈哈哈
闺蜜大冤种
戏演得挺好的
哈哈哈哈哈哈
剑来
剑来
很难不赞同
EDG确实NB
你别想————【找到我】
恶心
那确实牛逼
那确实
？？
这啥价值观
我看了3遍
我看了3遍
edg他喵哈哈哈哈哈
钟蔚蓝到处一游
钟蔚蓝到此一游
赖昌洲是我仔
赖昌洲是我仔
举家虐狗
男女朋友吵架，女方伤10％，男方20％
冤种闺蜜250％
 哈哈哈哈哈
？？？？？？
哈哈哈哈
只有闺蜜受伤的世界
确实
确实
高二三班谁最狂，我是DJ赖广芮
哈哈哈哈
确实牛逼
确实牛逼
哈哈哈哈
啦啦啦
那也没错啊，确实牛逼
关于我是冤大头这件事
哈哈哈，待会儿你就知道她为什么叫大头了
  女   
EDG!牛逼！
？
这个闺蜜是我
确实nb
确实 EDG 牛比！
EDG确实牛逼
猝不及防
？
很难不支持
就凭这句话这赞我点定了
笑死了，永远别管别人的事情
哈哈哈哈哈哈
是挺牛逼的。
牛啊！
这合理吗这非常合理
那确实牛逼
那确实牛逼
EDG！
死了得了
穿睡衣的这个小短腿是谁啊，太短了点吧
那确实nb
他说的没错
哈哈哈
确实牛逼
看不懂..
EDG确实NB
䒑 这玩意儿怎么这么烦
应该是11月分的
edg：我们是冠军！
但是EDG真的很nb啊
雀实
焯
j
edg牛13
哈哈哈哈哈哈哈
那确实
雀实牛逼
取关取关
我们是冠军！！！
老白净
哈哈哈哈哈哈哈哈哈哈我无语了
哈哈哈哈哈哈哈哈笑死我
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈
确实
确实
冷战一年的那个，现在寡多久啦？
确实
那确实牛逼
edg
哈哈哈哈哈哈哈哈哈
真实
那雀食NB
那确实
哈哈哈哈
tnt
雀食
是在背出师表吗，老感动人了
孩子又做错了什么呢（doge)
这种人死了算了 没有公主命得了公主病
EDG！牛批！！
《公主病》
呕！
可是EDG确实牛逼
确实
哈哈哈哈哈哈
首页通知书预定
阿这...雀食
《关于我和视频里的闺蜜是一种类型的大冤种这件事》
哈哈哈哈哈哈哈
edg，牛逼
杀了我给你们助助兴
edg雀食NB
当发现没有人再陪你演戏的时候，就是梦醒时分
闺蜜是我
同款玻璃杯
那确实午B
苦了闺蜜哈哈哈哈哈哈
笑死
真 C
EDG，牛逼
哈哈哈哈哈哈哈哈哈哈
哈哈哈
闺蜜真难
？？？
EDG是真的NB
春晚没你我不看
我们是冠军！
EDG确实牛逼
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
淀粉打拳属实有一套
哈哈哈哈哈哈哈
电竞男孩
马牛逼
太TM真实了
NBa
NBA
NBA
EDG，牛逼
EDG是真牛逼
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
？？？？
雀氏牛逼
高中生
EDG，牛逼!
BGM是《朋友请听好》！！！
确实
哈哈哈哈哈哈
EDG是什么
那确实
edg确实nb
确实
EDG牛B！
EDG！牛逼！
这。。。冤种本种
果然男人失去了才懂得真C
小丑竟是我自己
同款睡衣
哈哈哈哈
啊这
《散装英语》
《珍     惜》
确实牛逼
淀粉狂喜
雀食
没毛病啊
关于窝在b站刷到大悦妈这件事
好家伙四十多万个赞三千多个币可以的
yes I do
换衣服挺累的吧
呵呵
雀食牛逼
那确实
哈哈哈哈哈哈
我和我的冤种闺蜜哈哈哈哈哈哈哈
袜子穿帮了哈哈哈哈哈哈哈哈哈
那确实牛逼
哈哈哈哈哈哈哈哈哈哈哈哈哈
二道沟
我知道啊，这是那个冤种闺蜜
FPX牛逼
闺蜜：小丑竟是我自己
EDG，牛逼
看着她孝得多开心
焯
是牛逼啊
哈哈哈哈哈哈哈哈哈哈哈哈
没毛病啊
确实
有一说一，确实
我们是冠军
我们是冠军
哈哈哈哈哈哈哈哈哈yesido
EDG永远的神
太牛逼
哈哈哈哈哈哈笑死
哈哈哈哈哈
哈哈哈哈哈哈
确实牛逼。
很难不三连，焯
一个人，如果你不逼自己一把，你根本不知道自己有多优秀。
人家个der你人家
小姐妹好惨哈哈哈
哈哈哈哈哈EDG确实牛逼哈哈哈哈哈
那個閨蜜就是我
来了来啦来啦来啦来啦来啦来啦
闺蜜太好玩了，哈哈哈哈
闺蜜都演哭了
雀氏
有一说一确实NB哈哈哈
哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
哈哈哈哈哈
这就是我啊！
哈哈哈哈哈哈哈哈
NB
EDG确实牛逼
二等奖
快跑
哈哈哈哈哈
抛开现实不谈，EDG雀氏nb
不离婚，驴献打情骂俏呢！
我为什么在b站刷到了我在抖音的关注。
EDG！
同款语文书
不过确实牛逼
笑死谁了
闺蜜如果真的有这种朋友挺难受的吧
就离谱。这是个什么鬼东西？我不理解。
第三遍
哈哈哈哈哈
hhhhhhhhhhh
我靠b站都有人了
笑死我了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
《这么大的事儿》
确实挺大
《这次是真的》
哈哈哈哈
背景好帅
豆瓣那边怎么说
没毛病
哈哈哈哈哈哈
哈哈哈哈哈哈
？？？？
挺恶心的
确实牛逼 
笑死我了，莫名想到刘鹏
 《 双 簧 》 
 《 双 簧 》 
？？
那确实牛逼
edg雀食牛逼啊
太真实了
只有闺蜜受伤的世界完成了
我的怨种姐妹
二等奖
该怎么解释我刷到了你三遍
哈哈哈哈
以后的我妈？确定不是我吗？
垂死病中惊坐起，小丑竟是我自己
哈哈哈哈哈哈哈哈
hhhhhhhhhhh
请记住她现在说的话
？
hh
确实nb
这种时候太真实
哈哈哈
雀食NB
EDG
《这么大的事》
编剧：刘守元
 哈哈哈哈
《我和我的冤种闺蜜》
雀氏
真的很像汤姆
哈哈哈
腿竟然碰不到地，好羡慕
《正常》
EDG
那确实牛逼
确实
诶是2021年可口可乐的和麦当劳联名的杯子我买了四个
那雀食牛逼
《字正腔圆》
闺蜜好惨笑拉了
？？？？
你叫她公主，你女儿叫什么？​
大怨种
雀食牛逼
哈哈哈哈
EDG 牛*
确实
冤种
笑死我了
我愿称之为我和我的冤种闺蜜
厄德高牛逼
哈哈哈哈哈
这不就是我爸妈吵架，风平浪静的我吗
EDG牛S哈哈哈。
哈哈哈
真实
《噎死 I堵》
确实nb
哈哈哈哈哈哈哈哈哈哈哈
确实牛逼
冤种竟是我自己
唉，钻戒哄，不是海王能是啥。
哈哈哈哈哈哈哈哈
不真实
都那么多年了还用iPhone 12快给孩子换机吧doge
那雀食牛逼
那确实牛逼
《牛逼》（但EDG是真牛
牛逼
确实牛逼
哈哈哈哈哈哈哈哈嗝
同款睡衣
确实
确实牛逼
我
确实牛逼
雀实
•᷄ࡇ•᷅​
EDG确实牛逼
学生挺真实
那确实NB
劝合他又分，劝分他又合～
哈哈哈哈哈
同款睡衣好耶ヾ(✿ﾟ▽ﾟ)ノ
 h h h h
qsnb
大冤种闺密呀
确实牛逼
雀氏NBA
对对对
已经遇见到
结果
雀食牛逼
《我的怨种闺蜜》
弱弱的问一句，把丈母娘匀给我算了
草
hhhhh
确实nb
混账闺蜜
这闺蜜哪里找！
你贤惠我还贤惠呢
哈哈哈哈哈
那确实牛逼
确实牛逼
《闺蜜》
不要掺和两口子的事受伤的只有自己
这闺蜜
我们是冠军！
大冤种
牛逼
2333
EDG的确很牛逼
啊确实
可怜闺蜜
哈哈哈哈哈哈哈哈
呵呵。哪个冤种爱哄就去哄
“这么大的事儿”
j
EDG真NB
雀食
二点半
只有闺蜜受伤了哈哈
确实NB
哈哈哈哈哈哈哈
？？？
哈哈哈哈哈哈
你赞没了
？？？？？？
哈哈哈哈哈
雀氏牛B
说真的挺恶心的
大怨种闺蜜
这种朋友真别相处了，完事你自己成狗了
？？？？
傲娇性属于是
猝不及防
EDG雀食牛逼
没错啊
EDG最牛逼
纯纯的大冤种
我最讨厌名为闺蜜的垃圾
这闺蜜能处
确实牛逼
哈哈
我也看了很多遍
牛逼
EDG！牛逼！
男生都是查
冤大头是我石锤了
？？？？？？
这事真大
真是麻雀啄了扭屁股   雀食牛逼
 《牛》
很好，这个闺蜜是我本人
同款睡衣哈哈
在外面挣钱？？？？？？？？？？？
雀实
这里停一下    看大悦拿书的手 有涂指甲油
这里没有指甲油  穿帮镜头
草
确实EDG流批
只有闺蜜受伤的世界完成了！
演的太真实了
哈哈
你们都得到了想要的结局，只有爷浪费的时间
二道沟
我要yue出来了
哈哈哈哈哈哈哈哈
确实牛逼
闺蜜：你再骂？
这个视频有4599个币，要不要投一个币整齐4600
妈妈和女儿是一个人演的？
建议改为 以后你孩子眼里的爸妈俩吵架
这话没毛病
说无聊烂俗去看书吧别玩B站了
？
啊对对对
确实NB
NB！！！！！！
空降00:00
这不就是我吗（指闺蜜）
有一说一，雀氏牛逼
确实牛b
你不嫌贵我还嫌贵呢
什么垃圾玩意
哈哈哈哈哈哈哈哈哈
那确实
要我就接有一说一确实
牛逼是真的
哈哈哈哈
划重点：大头家
那我能受这委屈吗？我刚学的擒拿术
那确实
闺蜜好可怜
哈哈哈哈哈哈哈笑死我了
hhhhhhhhhhhh
哈哈
edg确实牛逼！！
大悦美甲
滚
啊这，真实
EDG，牛逼
太00后了
感情问题我一律建议分手离婚
确实
nb
我和我的冤种闺蜜
嘴角上扬
嘴角上扬
猝不及防
真的太真实了
这里袜子怎么多出来个钩子标
哈哈哈哈
大冤种闺蜜哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
恶心！太恶心！恶心呐！恶心！
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
《我和我的怨种闺蜜》
《这么大的事》
哈哈哈哈哈
？什么东西
老北京人了
《自导自演》
确实nb
那确实
哈哈哈哈
《这次是真的》
EDG！牛逼！
EDGyyds
确实
这视频我必白嫖[doge]
BBQ
他说的对
哈哈哈
确实nb
妈妈漂亮
但人确实牛逼
我人没了
EDG雀食牛逼
哈哈哈哈哈哈哈哈哈
哈哈哈哈？？？？
《那倒也不是他确实在外边赚钱呢》哈哈哈哈
哈哈哈哈哈哈哈哈哈
火钳刘明
哈哈哈哈哈哈哈哈
那确实牛逼
中国战队牛逼
哈哈哈哈哈
这里袜子换了？
确实
哈哈哈哈哈
别哭，那是大实话
EDG是真牛逼
小丑竟是我自己
那确实
牛逼
外卖员真的好辛苦
哈哈哈哈哈哈哈
edg确实牛逼
哈哈哈哈哈
这个小表情拿捏的牛了
怎么……有股味……？
我和我的冤种闺蜜
牛B
EDG什么意思？
喵的
"《这么""长时间""》"
你妈你爸
哈哈哈哈哈哈
哈哈哈哈
有点做作了，
我妈现在就这样
"rnm,陌生人"
痛     真的是太痛了
确~实~
EDG确实牛批
同款牛批
未来的你和你老公/老婆 吵架
ha ha ha
哈哈哈哈哈
神经病
《打抱不平就是爱你》
《打抱不平就是爱你》
女足牛逼
nbnbnbnbnbnbnbnbnbnbnbnbnb
珍c
第三遍 笑死了
确实
哈哈哈哈哈哈哈哈哈
笑死爹了！
那雀实
人笑傻了
可怜的冤种闺蜜
EDG是什么啊？？
太真实了
太真实了
指甲穿帮啦
我就是贱
哈哈哈哈哈哈哈哈
????????????
离婚就行了
这话…好像没毛病啊！！
《这么久了》
EDG永远的神
国足，RNM退钱
冤种闺蜜
我的大冤种闺蜜
哈哈哈哈
那确实牛逼
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
没错 我就是那个大冤种
确实
哈哈哈
 啊EDG那肯定是真牛逼嘛
哈哈哈
血压上来了
开门这里的BGM是什么？
好好看啊
点赞此处66万
哇
EdG确实牛逼
所以异地是什么意思？
这女的太逗了
edg确实牛逼
《找到我》
那必须牛
那雀氏是牛逼
闺蜜：大可不必这么不要脸
雀氏
这还拼了一遍，哈哈哈哈
哈哈哈哈哈
恭喜edg
我就是现实冤种闺蜜
大怨种
哭了
开门的BGM是红黑
确实哈哈哈哈哈哈
大冤种闺蜜，名副其实
记住现在的话
那确实
0：00
哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
真的牛逼
袜子穿帮了
小仙女
哈哈
EdG
NB
吉还好还好哈
好家伙，前几天刚在抖音看过
那确实牛逼
大头妈笑了哈哈哈哈
一模一样一模一样
zuichan
学到必修五了
确实牛笔
雀氏牛逼
我一开始竟然没发现这是一人分饰两角
edg确实nb
24w粉丝，68w点赞，太牛了
确实nb
珍see
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
冤种闺蜜
冤大头
梦开始的地方
EDG
哈哈哈哈哈
哈哈哈哈哈
这下把edg给奶没了，失去了春冠
大悦怎么一饰两角的，太有区分度了
这是维维吗？
哈哈哈哈哈哈edg确实牛逼哈哈哈哈哈
bilibili
以后的？
。。。。。
ESG牛逼
xswl
厄淡格
66
这个视频是软广？
哎呀这不李大头吗
孩子都知道她要说啥了哈哈哈
本周必看
前一秒还吵架，下一秒马上和好
那确实
别说还挺甜
刚才这个表情给我笑到了哈哈哈哈哈哈哈
《真的》
淀粉笑死
大头姨是不是姓冤
那确实
大鹅伸头
哈哈哈哈真冤大头
哈哈哈哈和哈哈哈哈哈哈哈哈哈哈哈哈哈或或或
哈哈哈哈哈哈哈哈哈哈哈哈哈
那edg确实牛逼
确实
[每周必看]
ni
怎么能是以后的我妈和我爸
哈哈哈哈哈
《大头》
冤种闺蜜
确实牛逼
edg是啥啊啊啊啊
栓Q
好家伙，每周必看了
闺蜜:终究是我扛下了所有
大头的脚都没挨到地板…
-
""
