看到我那就不是第一了
比针还细
这是那个做了四个多月的视频吧
？？？？
已三连
 两千多人，目前一起观看。
哈哈哈哈
太细了
垃圾堆瞩目
其实还行毕竟50年
这么少，哈哈
资本家の末路
看到我就说明你不是第二了
尖叫组准备
不气盛叫年轻人吗
有钱人的噩梦——柯南
还有好多动画原创和剧场版的步美被劫持
这年纪还用杀死……再等几天就差不多了
这么细
吊路灯
社长高危职业
全世界的无产者联合起来！
这个bgm是新世纪福尔摩斯的开头音乐
严谨
社长就是老板的意思
《天花板和地下室》
社长请毛利，花钱又赔命！
开端？？
？？
社畜的报复
犯人也是职责嘛哈哈哈哈哈
比针还细
不是很多的那位的，柯南的时间线有推进1年么？
太细了
《随机》
细，
才这么点。
比针还细
如果是28岁的社长那岂不是更危险
上尊老，下爱幼，中间的死里揍
太细了
工作量好大……辛苦了！
社长危
比针还细
长野的案件都很好看
我很好奇
牛哇！！！！下课了！！
肯定是群马小夫哈哈哈哈哈哈制杖警官哈哈
haipa
图书馆居然有两起哈哈哈
？？
这bgm怎么回事哈哈哈哈哈
w
比针还细
太强了 牛逼
比针还细
丧
感人
哈哈哈哈哈哈没想到
应该看看米花有多少
还有垃圾堆，震惊
氢化物yyds
我很好奇
哈哈哈
BGM泉水姐姐爱了爱了
整得渡劫一样
比针还细
米花镇
太细了，这都考虑到了
社长
我要是不投币，都愧对我的良心。
2000+就离谱
我的妈耶
离大谱！
“害怕”
火钳刘明
一闪而逝的伊达航
属实是把柯南看明白了
哈哈哈哈哈哈哈
米花罪恶都市
牛哇
。。。
这个脸不是黑金牙医拔吗？青山另一部漫画的主角脸.....
社长危
社长！
斗子
细！
操哥！！！
毛利给睡了多少次
在这其中，东京米花镇又是最多的
太细短了
咳咳
很难不投币
漫改确实不多
你好细啊
比针还细
害怕
可以，没有盗版垃圾剧集
比针还细
每死亡一个女性，就有两个男性死亡
跟警察有直接关系
卧槽这集巨好看
oh
放开那个女孩！
所以跟地域没关系，而是看各个角色需要出场多少次
不投币，会让up信心满满肝下一期
弹幕
是智也啊，可怜的小男孩
要是加入柯南中这些数据变化的趋势就更完美了
报警最多绝对是兰
失踪人口回归
别墅轰趴都不敢去了
奇妙的统计
垃圾堆什么鬼？？
日本带院子的是普通一户建
.;.;
4个月的视频，你这是把柯南tv和漫画又看了一遍
尖叫担当，毛利兰
NB
太细了！！！！
nb
资本家不得好死
不愧是4个月肝出来的！
太牛了。。。。。
这就离谱，太细了吧
社长：我招谁惹谁了
这个图笑死哈哈哈哈哈哈哈哈哈哈哈
蜗壳比针还细（doge）
音乐这个死因搞错了吧？不是被设计成强盗杀人吗
等太久啦
比针还细？？
社长
哈哈哈哈哈哈哈哈哈哈哈哈
这tm是故事？？！
截屏了
太严谨了
给基德大人排面！！
对半开
冤冤相报
未知，，
高危年龄
社长～
比针还细
啥，步美竟然才三次
操哥最近也出场了一次
？
社——长——
遥 遥 领 先
9个犯人是什么东西？
n b
比针还细
归根结底都是一个仇字
气抖冷，男性什么时候才能站起来！
遥遥领先
民 风 淳 朴 米 花 町
社畜必须死
众所周知，名侦探柯南又名死神来了
27岁半我特喵瑟瑟发抖
比针还细
？
你的肝还行吗？
冷知识：现实中女性死亡比例是比男性高的
比RS还细
你是牛逼啊
社长
三联走起
我老家就叫新干，在江西
高危职业是社长没错了
步美被绑架了多少次
100老太太多岁是人鱼那集，是她孙女假扮的
我今年28岁，危险了呀
操哥，我的超人
这就是我不买别墅的原因
几千人吧
害怕
历史学家又是什么情况
太神啦
hhhhhh基德
二十八，二十八，阎王不叫死神叫
米花镇不愧是日本最安全的地方
社长-高危职业
严谨严谨
毛利扎了多少针
80岁这个是，蓝色古堡的吗
害怕+以后不买别墅
害怕
哈人，太细了吧
入站必看预定
《称手的》
太肝了
牛
基德大人！
！社长
水深火热
至少1084个把
社长+别墅+悬崖
比头发还细
城堡
海陆空
就是死一个，报仇一个
五五开
和电影一样er
我已经安全了
人送外号抗日英雄
比针还细
因为黑鸡很多时候他登场都去别的地方发生事件
老师比针还细
社长无悬念
这工作量 我不投币也太不是人了吧[哦呼][哦呼][脱单doge]
好家伙太严谨了
94的，28岁了
社长高危
怕怕的
好耶！
社长哈哈哈哈哈哈
直接三连好吧
牛逼
一换一
社长是最危险的职业
艺人啊这......果然！
可以搞毕业论文了
统计狂魔
比up还细
大阪黑鸡！(激动
@麻花疼
好细啊
@麻花疼
细
你知道的太多了
盲猜社长高危职业
我不能原谅他！
东京都治安堪忧啊
？
未知......就是......人妖吧，（狗头）
杏仁味！
比针还细
比针还细
离谱
男性什么时候才能站起来！
基德大人！
打工人的愤怒！
弹幕
比针还细
happa
群马啊哈哈
啊这
！转动命运之轮！
cv贵的要么凶手要么被害人
499...天啊
因为他大？
害怕哈哈哈哈哈哈哈哈哈哈哈哈哈哈好
细极了
比针还细
懂了，一个臭皮匠顶三个诸葛亮
《随机》
比针还细
幸好19，明年再来
写论文呢
经典复仇
刚过这个坎
论文开题报告有了
NB
细啊
我的天 呐
害怕怕
公寓和住宅不是一个么哈哈
人质老步美了
犯罪都市米花町
知道日本人口少原因了
乌丸莲耶在群马
刚好20
垃圾堆是什么鬼哈哈哈哈
比针还细
？
一个臭皮匠顶三个诸葛亮
我29岁，安全了
1.咳咳咳捉个虫
2.羽贺响辅的父母不是被强盗杀死的
3.父亲弹二郎是因为手握斯托巴蒂瓦里欧斯
比针还细
4.他大哥调一郎心生贪念
动画组总是喜欢加戏
5.想将琴占为己有
火钳刘明
背景音是一剪梅？
6.争执之下被推下楼梯重伤不治
7.伪装成强盗杀人
8.母亲千波是因为照顾丈夫积劳成疾而死的
死神化身
经典下克上
这化学工厂就是灰原搞药的地方
坎儿
看来up对人的定义是分娩说，而不是胚胎说
啊 那我太危险了
说到炸医院我也想到了希斯莱杰哈哈
太细了
长野的案子每一个都很精彩！
四这么少？？？
这BGM，我DNA动了
？？？？？
一哭二跪三忏悔
UP主辛苦了
这个有up做过了诶，我还记得那个笑死人的悼词
社长
85
漫画还好吧，tv凑剧情不择手段
？
洒就！
严谨
那也还好，半年那么多的地方死了五百多个，设定还是合理的
绷带怪人
害怕
麻醉针就过分了
28，39阎王不叫自己去
是你波特卡斯D艾斯。
我是高危人群
？三连了
米花町
大数据yyds(狗头
比针还细
难怪操哥升的快
哈哈哈哈哈死神小学生
五五开
做了四个月的视频
传下去，黝黑蜗壳比针还细（doge
劫富济贫
青山只是单纯想爽zbj哈哈
青山：单纯想爽zbj
你比针还细
314起事件=圆周率起事件
社长又死了
bgm一剪梅哈哈哈
不是反抗强盗吧，是被家里人害死的
秀儿
真有瘾
柯南一次摄入量是多少？
东京这个数量可以按区分了
基德这种盗窃我个人感觉快赶上抢劫了
太细了
逐渐玩不起...
比针还细
比针还细
？？？？？
太细了，离谱。
？？
牛蛙牛蛙
还挺平均
年龄最小的难道不是千叶警官和三池苗子办理的那个红色喷漆咻咻时间里面那个嫌疑人的儿子吗？
反抗资本家最有效方式
细到没了
这话有歧义
BGM:変態乳牛
打铁～
我危险了
堪比毕业论文！宣布黝黑答辩通过
终于更新了！！！！！！！！！！！！！！
震惊
基本是泊松分布
爆炸的算的清？
太细了
害怕
ZARD！
肝还在？
可以拿数据发一篇SCI了
未知性别？
社长！！
太细了
卧槽 我今年28
那我危险了
严谨
改改标题吧 看起来有点怪  有点敏感
图书馆两起，存在感却很强
真的比针还细
啊 雪梨
害怕
当然是柯南身是最多的案发现场，手动狗头
注意括号内容（太细了）
厉害啦最喜欢up主天眼老师
不应该全部提前说提纲
有一说一我真的很佩服UP，因为柯南的催眠效果比网课都要好[笑哭]
害怕
我还以为是最上川qwq
活到老，就能活到老
因为群马离得近啊
投币率高的离谱
神夏的op
太细太严谨了
吃别人剩下的？
？？？？？
affairs
比针还细
前面那个，你买的起吗
好家伙好家伙！
剩下的应该是鲁班三世吧
男权震怒
怎么还有80岁以上的人啊真的是措不及防
把80岁的人都给残忍到掉这方式太那个了
黑命贵
暴风雪山庄yds
社长
重男轻女
前面的，公寓是咱们这种套房（小区），住宅指的是带院子的房子（跟别墅类似）
社长
28岁男老板最高危
未曾设想的道路
我30了
诅咒小提琴那集的大少奶奶和乌丸莲耶都没有82岁吗
果不其然
操哥的底盘
致死量
居然有自杀的？
太惨了老板，但是我并不同情
死了整整一城市
@小潮院长
害怕
那么请问用的是几号线组
别墅yyds
篠田步美
势均力敌
迪亚波罗的各种死法
我是光
真的牛逼奥┗|｀O′|┛ 嗷~~
严谨
资本家
崩、
害怕
火钳刘明
比签还细
dbq 已经开始循环了
也不多嘛
比针还细
才五百多人？比我想象的少太多了
严谨
前面的，只统计漫画，不统计动画原创和剧场版
老倒霉蛋了
害怕
垃圾堆是什么鬼哈哈哈哈
不
不更不知道，一更吓一跳!!!
看出来青山刚昌热衷于暴风雪山庄模式
社长：危！
好开
今晚我就再看一遍红与黑的对决
妈呀我今年27啊
我的天，up主刷了多少遍
比针还细
还好我大学毕业了
最喜欢的op
太牛了
？？？
比签还细
还好我买不起
我凑我正好28
操哥！
草
哈哈哈哈
柯南喊了多少句“阿嘞嘞”
社长
那件事.jpg
经典下克上
这么少的吗？
丑爷笑死
辛苦了！
危险了。。。
胎儿不是自然人，除了继承权之外没有其他一切权利，殴打孕妇至其流产只算故意伤害
害怕
牢底坐穿黑羽快斗
这数据统计的不投币都不行啊
神夏bgm哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
细呀，太细了
圆子朋友的别墅，圆子亲戚的别墅，圆子被邀请去的别墅
社长哈哈哈哈
出现了，计数君
我刚看完那一集
哈哈哈哈哈哈哈哈
fifty fifty
犯泽先生的日常
对呀，比我想的少好多
今年刚28......
细
哪有那么多别墅可看啊
高低是个大客户
反正我也不会去统计 还不随你说
民风淳朴
因为只要没出生都不算自然人
比针还细
太惨了
黄昏+别墅＝命案
资本家噩梦
我是高危人群
柯南逼疯了多少人
不白嫖了
比针还细
社长
操哥也是主线组，别觉得他不行
看来青山很会画杀人剧情
好家伙，你可真细
金针菇
绷带怪人那集，童年阴影啊
看一遍也够累的
正态分布，合理
终于知道日本的老龄化问题是怎么来的了（doge）
比支撑大桥的柱子还粗（doge）
像这种上下集的应该算一次吧 我好像问了一个nc问题 打完自己都知道答案了
太细了
社长
火钳刘明
。。
小兰吧
火钳刘明
太细了！
火钳刘明
每集必出一次小黑
严谨
小五郎全身是针
青鬼知道为什么
人口老龄化
卧槽
握草，太细了!
害怕!
还好吧
白发人送黑发人doge
社长
哈哈哈哈哈大离谱原创
《处处杀》
害怕
哈哈哈哈哈哈哈
必须三连
点错了，，，
严谨
社長！！！！！
我打赌尖叫是小兰
啊……
这也算上了！实在太细了
饭店跟旅店有什么不一样？
《未知》
严谨!
名人质步美
比吴*凡还细（doge）
这个之前不就有up主做过了吗
因为这是赤井家的口头禅
是因为这是赤井的口头禅
害怕
尖叫最多的是小兰排在第二名的是是原子排在第三名的是小林老师排在第四名的是四小只
辛苦了
严谨
万年人质王
秋名山！！！
这个工作量 up太细了吧
你比有了
害怕，但没机会见别墅（手动狗头）
不是蓝色还有死者最年龄的是高高高甜高跟高跟的女儿女儿不过不过还还未出场就去世
我忘了告诉大家一件事还有还有一位凶手高跟高跟自己的儿儿子因为难难产产产这位主使者就是那位主治医生
还有一位还有一位社长总共死者59名
经典跪地
辛苦了
孩怕
那我很危险啊
青山刚昌：卧槽 我也没想到
！！！！！！！！！
气氛组最优秀的是谁
才3次？
UP主好细
好细
操哥yyds
好细好细
？？？？？
地下室哈哈哈哈哈哈
55开
死神柯南
五条悟是最危险的
大家不要当社长[doge]
比毛细血管还细
6666
nm那么细
草
666666
強阿
BGM突然欢快起来
我还没渡过
比针还细
哈哈哈
胎儿享有部分民事权利，但不属于自然人（滑稽）
柯南·列文虎克
害怕
柯南世界观里还不到半年
伊达航也是28死的吧
学校13起
还好我们数据可视化老师没想到这种作业
天啊这也太强了
？？？？？？？？？？？？？？？？？？？？？？？？？
剧场版 炸大楼的 咋统计嘛！（doge）
新年二八的报道
精彩节目
保护
细
QAQ画质感人
比短更短
日本人口老龄化真相
今天刚26
看来还是阶级矛盾为主
选个趁手的人质（“兵器”那是水浒传）
比针还细
但是我家住别墅是爸妈辛苦大半辈子买的
细
钓鱼佬坏事做尽
BGM好评
我只关心那个叫社长的职业死了多少。。。
危 东京地产商 危
点错了
元泰是
元泰是因为太胖吗
冲这个态度，必须三联
太细了！
你这厉害
柯南说过多少次啊嘞嘞
资本家下场实锤
日本的下克上传统
比针还细
天眼细腻如丝
害怕
5000人
路灯
步美：我当人质是专业的
尊老爱幼（doge）
别墅，危险建筑
原来步美的忧伤是这样来的……
流弊！太细了！
社长有几位
当天打卡
我印象里日本二十岁成年
王德发
米花镇
社长是高危
柯南：请问这100人算没算完头上？
别墅，厕所
柯南：这100人应该没算我头上吧
太细了
？
人口老龄化是这么来的吗
细啊
这些都统称为社长
俩都是小兰吧
琉球县
我太危险了
高危职业—设长
哈哈哈哈哈哈哈
我记得这个！
才6次？
社长！
这可太害怕了
交通工具不行啊，范围太广了
杀人动机
高木有多少次变成柯南还原命案现场的工具人
危
厉害
51全是社长吧
好家伙 感觉逐渐不对劲
钓鱼线
我就是从这里入坑的
7384
害
害怕
牛批牛批
nb
基德这尼玛算是明抢了吧啊喂！
有一说一，比我想象的少。。。
比针还细
28俱乐部
其他 这个职业也很危险啊
卧槽 牛bpuls
经典
图书馆虽然仅2起，但真是童年阴影
我三十
辛苦了
你好闲
比针还细
不害怕。
up牛逼
害怕（
哈哈哈哈
大制作
up主好细
我还有5年28岁
总结的太细了！
哈哈哈哈哈哈
随手拽派蒙的感觉
严谨
打 土 豪
怕害、
GG，今年法律上28岁
比针还细
柯南你还是好好在家呆着吧
严谨
你肝还好吗？
5000+ 报个到 发5000
群马有家豆腐店挺出名
《从东京杀到哥谭市》
严谨
好家伙，不买别墅了
我丢
记得有个杀手行凶撞车也让一个小朋友
这必得载入史册
润哉！呜呜呜润哉小哥哥！
青山直呼内行
未知？.......
这工作量，直接三连了
云霄飞车算交通工具吗（doge）
这个是自然死亡吧
青山版
我靠……我靠……
比针还细！
美英合伙欺负人
？
说明资本家太坏了
？？？？？？？？？？？？？？？？？？？？？
这，可以考虑用ai搞
比死神还细
传下去，蜗壳比针还细
害怕
太太太太太细了
步美小学生涯目前被劫持9次
"28,39，柯南不叫自己去"
没错，害怕归害怕，想想自己没钱买别墅更害怕
不细，我觉得你统计的好多东西都是浪费时间
死神
离谱了
严谨
额，的确，我好像是有些印象
我就住在别墅
大约两集死一个
西的一批
社长
等下，如果28和社长最多，emmm
枉死的老人
不愧是社长
太细了！
害怕
比针还细
不是下水道吗
比针还细
全是三选一
比签还细
我很好奇
才看完这几集
bgm是up主歌单里面随机选的吗
姐姐不可以涩涩
快一年每天一案了
这个警官我真是印象深刻
好家伙
严谨
害怕
无数是多少?
红字最阔爱辣！
家长会不会直接
你尝过？
严谨
害怕
《坎儿》
比吴某还细
这我记得！
干饭人都还好吧，不至于内卷
打工人的反击
卷死了
这也没死几个啊
太细了
太细了！
5000＋真可怕
兴奋
好射
比签还细
社长
做了我从小到大想统计的
兴奋
居然跟我一样大，天
社畜狂喜
厉害
颈后发黑，生命垂危。
我刚好28
博士论文是吧
山庄绷带怪人
前面住别墅的小心
补充:未知性别≈人妖
哈哈哈
过山车doge
细细细
还好我没有别墅
太细了
美食家（老八）
操哥
好家伙优秀，做了我最想做的事
你是不是刚刚期末考试完，有好多时间
川原砾也是群马县的
你学这些做什么！
害怕
0.12
严谨
啊，为什么这么闲，去算这个，哈哈哈哈
柯蓝射的目的是？
操哥排面
全世界无产者，联合起来
日本警视厅是怎么放过你这个人才的。
害怕
我excel表^
牛
图形显示44起自杀啊
比针还细
社————长————
不三连都对不起了
亮亮！看完这集我就恋爱了
气抖冷 女性什么时候能站起来
我就知道是群马县
我记得有一集吧，好像是小孩子把一个婴儿捂死了
金田一直呼内行
和尚hhhhh
也不多
细
Bgm
卧槽
称手的兵器
日本老龄化的原因找到了（doge）
牛啊，投了
严谨的离谱
钓鱼佬永不空军
严谨
全世界无产者联合起来！（doge）
牛批
柯南：这也算我头上？
。。。。
想知道火影中死了多少人
辛苦了！！
啊这个一边接吻一边杀人的案子我印象好深！
这么细的吗
步美：胡子被粘掉了，好痛
警察55555我的松田啊
老公！！斯哈
开打
闷声干大事
开打
以一己之力，大幅度提高了东京的罪案率，为东京首位度做出了不可磨灭的贡献
搁这载具杀手
听成了深渊情人……
bgm有内味了
.
114514人
我的生活如此平淡原来是因为没有别墅
我独爱摇摇车
6666
绷带怪人 蓝色古堡
资本家的下场 jpg
警视厅数据库被你黑了？
比针还细
抢劫银行4亿杀人案
这个比较符合现实，生活里男性被杀的数量远高于女性，但很少上社会新闻
00后的是不是有尿频尿急尿不尽的感觉了？
冤冤相报何时了
严谨
日本高危职业 社长
震惊！日本经济停滞的原因找到了！
这就是我不当老板的原因（doge）
6000+
害怕
硬核up主
太细了！
害怕
666666
端水大师
有吊路灯的么
太细了
阶级矛盾激化
会有人去对吗
《惯犯》
神经病啊！
才6次
细
操哥
柯南：怪我咯？
东京最热了属于是
太牛逼了
NB
全世界无产者联合起来！
？？？
每经过六十秒 就会过去一分钟
比针还细
公屏
仇杀
高危职业社长
我担心嫂子，嘿嘿嘿
细
哈哈哈哈哈
up说话和老邪一样
你是up主谁？
我已经死了一年了
严谨
老头这是哪一集
性别歧视
比凢凢还细
公屏
二乔觉得很淦
YANJIN
老头这是哪一集
这个真能写一篇论文
你统计一下，从古至今共死了多少人
点赞三连是不可能的，这一辈子都不会点赞三连
有雅思小作文那味儿了
不是早就有人统计过了？
太害怕了！
这个好！
这就是我不买别墅的原因(bushi)
好家伙
我们下期再见
然后犯人就会遇到安室透，赤井秀一，若狭留美，黑田兵卫然后瞬间被制服
我第一个想到芝加哥豪宅
离了个大谱
不愧是你基德
妈耶
我不到啊
a c
牛啊
嚯
主唱泉水都去世了
严谨
刺激!
草
下克上
细节啊
作业：背诵本集标题
严谨
哇，up哪什么比针还细
今年28 瑟瑟发抖
社长
死神好
好家伙
看来不把日本的人死完，柯南是不会完结的，青山真爱国也
雪花飘飘～
民风淳朴米花町
强
还有龙舌兰事件中那个被一锅端的酒吧
操哥
太细了，我看得静静入味
比想象中的文明
泉水姐姐的声音
牛
比甄还细
阿加莎克里斯蒂
《朱元璋》
虾饺！！！！！！！！
是真闲
这波啊这波是大数据
操哥
《 案 发 地 狱 》
BGM好评
黑鸡消灭了多少次妖魔鬼怪
泉水姐姐！！
哈哈哈哈哈哈哈哈哈地下室
因为杀人动机是有人被杀要复仇。
害怕
难怪他年纪轻轻能升警部……破案了
太细了
小仓唯震怒
泉水姐姐
芝，好损啊
我处在一个最危险的年龄段
？
才505？
宫永咲：？？？？
载具杀手（误）
铃木氏被迫害的这么彻底（笑哭）
饭店吃饭，旅店住人
懂了，之后裸辞当乞丐
？
“老板我想买根钓鱼线”“请出示身份证”
高危地区
柯南旁边。
牛蛙
今年28 doge
离谱！
卧槽牛逼
民风淳朴，东京
有大佬这个路吗，到底死了多少？
太厉害了up
群马东京后花园，温泉瀑布多
可以，老师比针还细
直呼好家伙
高危年龄28岁
他真的太细了
职员杀职员这句话的男死者在多少集啊
完了2022，正好28。。
如果穿成柯南世界28岁且老板是不是意味着建议改行或者重开
在纽约那集死了俩，都是被枪杀的
才?
有钱人死亡率高
28岁住别墅的大老板（doge）
社畜的年龄
看过
等等，这个BGM！我是铁匠，我要打铁！
害怕
二十八年两百多杀人案不多
群马县不是有家豆腐店？
还有5000人和我一起看
太细了
死最多的是社长了吧
到底是41次，还是44次自杀？
巫师？
到底是41次自杀，还是44次自杀？
离谱
太细了
老师真细，辛苦了
哈哈
好家伙
28岁好啊，有活力还精神好
从解说可以看出博主真的很细
神tm，死神小学生，笑死了
穷的遇不到
神他喵死神小学生柯南，笑死了
你还是不懂群马
你还是不懂群马
哈哈哈哈哈哈哈哈哈
6666
居然有41起自杀
红与黑，yyds
群马哈哈哈哈哈哈
社长
有点无聊了 
我喜欢这个系列 凶手好可怜
小兰肯定是报案最多的
流弊啊，这我必须投币谁劝都不好使
太棒了
牛啊
你币有了
牛
长野三人组yyds
辛苦了
严谨
完全聽不懂 
28岁的老板
好家伙两线交界处都有。
严谨
阶级矛盾激化
好惨
社长，危
社长高危职业
大大的赞
我28
青山老贼都没你细
灰呼踢灰呼踢
造人？
日本很快没人了
这就是我不买别墅的原因
社——长——
群马55
社会人毒打
21我记得看过
又上了一次热搜…
？？。
虾饺
？
日本第一猎魔警官
真硬核
我滴个妈
怎么算的，太牛了up主
哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈
我学会了，以后不住别墅我住城堡吧
人才啊
大数据
给基德大人排面
早期是真的挺暗黑的 越往后越拉胯
我是个28岁住别墅的老板 我现在慌得一批
这个我记得
严谨
日本人没啦
哈哈哈求统计各个町
哈哈哈哈哈哈哈哈哈哈哈哈哈
太猛了
牛的
靠
一票干了柯南几年的业绩
哈哈哈哈哈哈哈
啊啊啊基德
3000+加呀，兄弟们
社长！
正确的，我刚想说别把逆天原创算进去
刚看完金田一视频直接就热搜第一了？
我去3000+
能不能说一下是主管想杀人客观没杀成还是主管不想杀人客观上杀人了
我刚好28，害怕
太细了 牛啊
niubi！
看到这一幕已经开始害怕了（女生
都是老复仇者了
好家伙，不三连感觉我内心过意不去了都
bgm好评
细
雷公注我！
有这么多自杀吗
也没死那么多人啊
六分之一
群马操哥牌面！
东京三千多万人见怪不怪了
太细了
东京的28岁男社长，千万不要去去别墅
风波命
不对劲
不对劲
死一送一是吧
死一送一
可以写论文了
200＋？
害怕
离谱
米花町是高危地区
比细胞还细
害怕
这也算?  惊了！
番名:《死神降临到我身边》
我90岁了，我安全吗？？
这波叫小日子过得不错
看了半天，所以死了多少人？
这可太细了
所以我坐公交
百因必有果，你的报应就是我是吧？
气抖冷
人人心中都住着个明智光秀
查户口都没你详细
哈哈哈哈哈哈哈哈
不细
这集印象深刻！
house不是别墅
