看看我发现了什么
.......................
56?
奈非天是吧
神是伪造的
剃成光头 ，让头皮直接接触天，获取灵韵  doge
终于更新啦！
看看
啊哈，北凉王府清凉山
镇元子=镇园子？
你搁着写小说呢
这时长爱了爱了。三连为敬
大荒类小说?
1.4万加！！！！！！！
这玩意不就是改编吗？你们叫啥？非要更原来的一样才行？
你是奈非天
须菩提是西方二圣斩三尸的产物
！！
佛教是如来创造的？？？？
奈非天上线
什么尬黑，黑神话设定，看不懂可以不看
.
+
天上一天 地上三年
666
汤药是孟婆汤
终于蹲到了！
游仙
这就是个同人故事，套了西游记角色和一些设定的皮，拿西游记原著去看待属实大可不必了
《长          安》多么美好的名字。
传教
菩提既然能超脱天劫，有点不合逻辑啊
今何在
如果这都让你看不下去了 真的没必要看了
只读过西游记？没看过封神演义吗？
悟空传
针不错
我真担心这唐僧下一秒要扔大威天龙
3连有了
人参果
千呼万唤始出来
神竟然是我自己
镇元子等于镇园子，意思就是看守园子？
封神里面，仙的地位比神高
掌握核心技术
拍成动画吧，绝对好看
7.39分
五庄观镇元子
三连再看
换个角度想，我们都是失败者
现实魔幻
须菩提集佛道儒三家之大成。
黑，真tm的黑
传说中的妖王孙悟空
1.4万的陌生朋友们，晚上哈
不妨把话说明白点
接引准提
人参果是后来镇元子改造的
1.4w+
大罗金仙
我曰，等了半个多月才发，头发都等白了
格力–掌握核心科技（不是）
谪仙？眷思量？
繁衍
这陷阱
天地人神鬼
天人五衰
这剧本可以做成动画了
老君没上吧 正好清理玉帝班子
西游世界里老子创世
徐凤年
1.4w
大众更苦
还以为叫孟婆汤呢
无量量劫
天道崩塌
泰瑞尔坠天
吃人参果来武威
越长大越觉得剧情的合理性
西厂是吧
诸神黄昏
大家好，我是张弱鸡
首页通知
褪色者（bushi）
难道这就是你分手的借口
一劫不是46亿年么
须菩提的故事应该多说几句
时长感人
有隐喻啊
毗老师表示有话说
太上老君那个不是六丁神火么
菩提是三教合一的产物，和如来有个屁关系，虽然如来也讲别的
孙悟空:我无敌
我来自东土大唐，前往西天请佛祖退位
虽然看过，但还是想再看一遍
危
啊？？这么简单就超脱天劫了？
猪八戎
三连给了
悟空
悟空:来试试
woc，这剧情
前面的，拍出来有可能过不了审的
奈非天
地仙之祖是太上老君能扁的⊙﹏⊙
虽然说的神乎，但这不就是朝廷上的权利之争吗
蹭《西游记》换个别的名，你看有人看没
危险话题
这剧情太牛了吧
yan（一声）
鸿荒ky小鬼收收味
终于更新了
为什么要坐牢？你在内涵什么？
差点等着急了
《法环战争》
养成先赞后看的习惯
捧不是封呀
这不就是封神那时候的劫难吗？
人参果呢
悟空踢得炉子：？？？
这时长
怎么感觉像！斗战神的宣传片
奈非利姆
淋浴？
悟空传的作者就是斗战神的剧情顾问你说呢？
三昧（mei）真火
这就是斗战神的宣传片啊
妖族，从来就不是奴隶！
有点熟悉像不像当下
这个金蝉子的塑造真的很好
魔怔人别刷了
仙就是没有编制的神
先三连再看
德鲁伊？
妖?
声优不行
太上老君不就是元始天尊
不是人参果？
mei
白骨精都能踢中卫，是个女的就行？
灵活就业，灵活修仙
所以，人与妖其实是天然的盟友？！
神仙造的孽，把锅给猴子背，合理
毕竟都是小说类吧
长安道，秋风扫
莫弹伤心调。
相思自有明月照，长安旧事，妖鬼奇谈，知多少。
电池
醉不了，醒不了，哪有为妖好。
蜗名蝶梦一茅草，神佛争与，斗战未了
【万寿山】
「元婴炼就灵枝斜，潺潺绿水绕青崖」
「长生不老神仙府，与天同寿道人家。」
变形金刚？
woc，人类有人类的底蕴
契合起来了
逻辑满分
薪火
卡利亚皇室
褪色者
劫出代表
这特么不就是房贷与金融
黄金玛丽卡
龙汉初劫呢，巫妖大战呢Doge
有神职或是先天存在的都叫神，没有神职或后天修成的都叫仙
地下城传记这是不更新了是么
1.1万人加
热乎的！
他不能长话短说吗
研究得最好的叫bzzb（
快去请奈非天
作者太强了！
秦端雨是吧
感觉像大杂烩一样的东拼西凑洪荒
....................................
化鼠
这时长是电影吗
镇元子不是很强吗？
不是人参果？
这滴水不漏的世界观
这剧情真的牛
黑神话嘛 没点阴暗面怎么就黑
斗战神游戏内的视频
五十六分钟……
8000个猴子
八千人
㒨是老而不死的人，飞升的人
劫哥
看看我发现了什么
芜湖
原来妖并不是妖他妈生的
无知者，在劫难逃
中古时期青藏高原西侧确实有个女儿国
妖是女字旁
神竟然是我自己
你以为西游原著写的什么？就单单一场简简单单的取经西游？如果那都看不懂，还是不要出来秀脑子
这起源写的可以啊，让人信服
劫哥不要
人与妖的关系就像男人与女性的关系，斗争与合作并存的关系。
如来佛祖充其量是玉皇大帝手下的藩王或者节度使
分配利益不均
道教协会不去告他们这样抹黑吗（
7000+，牛批
超出三界之外，不在五行之中
妖怪
我要GTR
7000+
大泼猴
金仙
这设定woc
？女娲创造众神？什么跟什么啊。
写得好好
天哪，你们这些人进来看视频连题目都不看吗？
神口老龄化严重
先天灵根
御弟哥哥
哈工大核酸留薛生打.人
老君奉行的是清净无为啊
玉帝在封神里是道祖座下童子，道祖安排玉帝做天帝的
全世界的无产者
火焰山编得有点生硬
奈非天
泰瑞尔了属于是
西游记本身是以道教佛教印度教为蓝本写的故事，把这个当作是同样的就行，跟西游记原作没啥关系
大圣：原来您老是同事。
潘子
这神经
这陷阱
如来还有头发的时候
129600
李白:？
T0职业圣僧诞生
世界大战
国一劫----镇元子
主角登场
奈非天！
更新了！
不对吧，神是神。仙是仙。两者修炼体系不同啊
合着老君是最大BOSS啊，哈哈哈哈
长生并非永生
盆兰会
不是金铲铲就行
突然发现时长恐怖
这不是叫人参果吗？
剧情是一流的，没法超越
不是孙悟空吗
剧情有点拉
主角团
？？？
不够黑，正常都是人类能产出灵韵的时候人类就结束了
手段太次了连垄断都搞不好
我好爱这剧情
up瞎编的那边不用太过去计较。我也认为他是瞎编的。
原来你搁这儿等着呢。
唐僧：贵圈都是大神  就我是个倒霉的
封神大劫吗
我以为我已经看了很多了 结果我看了眼进度条
早上好呀
黑刀阴谋之夜是吧？
太上老君是老子吧
神墓？
宣
血肉诅咒
悟空传
岳伦:这个周期叫啥?
斗战神背景蓝本就是悟空传，后面的不能抛开事实不论吧
还是说西安长安区的那个清凉山？
这不可敢多说啊
《原 神》
火钳刘明
这下魔怔人了，狠狠的提纯吧
老君只能说是道祖，不等于道
地仙
文盲
懂了，太白金星被贬成了李白
游戏宣传片
有神的地方就有江湖
承包空屏
两位佛打赌，真讽刺
太上老君何德何能，敢在镇元子面前bb一句…
那他命真长人参果近万年才结三十个果子
黑，太tm黑了
地仙之祖蚌埠住了
斗战神设定老君是镇元子师兄。
老子绷不住了
老奈非天了
量劫，一千量劫等于一无量量劫，
佛教整地仙之祖
不要乱想，这只是另一个小说罢了…
研究出人参果
所以孙悟空背了锅
千
镇元大仙是不会放过你的
仙本鬼本，龙宫
这是黑神话跟原著没关系，比较黑暗些，就好比黑袍纠察队和dc正作英雄不一样的
菩提是本初佛祖，燃灯之前的佛
遣神者
佛教完美融入道教？？
神分崩离析（doge）
握草，一个小时
神将职业的由来
清风明月
三十伯个消愁都不发弹幕嘛
西行纪？？？
超脱天劫不是不会被劫制裁的意思
汤泥师！
孟婆汤？
截教？
南无宝火佛
劫出代表
厉害一个小时
这都能魔怔人
一小时，牛逼！！！
这世界观挺强的，期待黑神话
太上老君本来就是最大的啊。
老君位列三清，镇元子也就是个地精之祖，原著里还被紫薇大帝叫去听经，怎么就不能了
地摊文来了
同，看到女娲造神，就不用看了
灵韵就是劳动力
3000+
菩提不是如来，你可以真是没文化
懂了，这是赌博默示录
一只野生的龙女再次路过
延康劫
怪不得徐凤年能当武帝
双劫 研究明白没有
黑暗之刃
其实人参果不过是蟠桃的替代品 还是乃种劣质到不行的替代（数量，质量）
八戒就是通过天井入的人间
4000＋出来
妖仙同源，这设定可以啊。
呵呵
有点现实，兄弟们都懂！
徐凤年：啊对对对
注意进度条
芜湖
劫营速战，措手不及
好起来了
打针
小王
呜呜上单
握草，这进度条离大谱
嗨神话：悟空
斗战神？
太上老君不能说你一个地仙之族？太清圣人跟你一个没成圣的人客气什么？
贬谪的谪
劫闪现 E Q了！
《重返帝国》
←氪金糟粕手游就别需要了
艾尔登蟠桃？
人参果数量有限
是你吗？泰瑞尔！
这不是那个暗黑西游记吗？
这设定牛逼啊！
灵韵哪里来的？灵韵不守恒吗？
可灵韵不是被几乎抽光了吗？那么点灵韵比得过东头？
这是收废品的想和流水线竞争?……
很喜欢这种题材
进度条惊喜
女娲造人，没说造神啊。。。
斗战神的剧情真不咋滴
大泼猴第一部太上老君也是boss 第二部改成了如来。
好家伙，都开研究了
奈非天竟是我自己（doge）
原来我是神哈
众生需渡无量劫
神是人创造的，没有人类就没有神
老君就是三清三清就是老君，玉帝算个求啊
这改的没原版的洪荒有意思
劫哥教你 登dua郎
我与神明画押
西游量劫
元始天尊是元始天尊
奈非天无敌好吗 人怎么比
妖
劫，把你的奥能给我！！！
太上老君shi老子的吧
想多了，妖肯定也想要人的灵蕴
日本有个动画片叫封神榜，跟这个剧情差不多，只不过这里的金蝉子是那里的的姜子牙
woc这个脑洞
我以为妖呢
今何在编剧的
两个币缝上
山人是为仙
这剧情真牛皮
清凉山？徐凤年的那个清凉山？
个别地区是认为女娲才是创世神的
末法时代，分食唐僧
←嘀仙的可以埋了
阴谋之夜（误
如果妖是这么来的话八戒就当不上天蓬元帅了
宛如普罗米修斯被宙斯束缚在高加索山上
我一直念zhai仙
小提醒:别看进度条。
为什么是女娲造神啊
弼桃温
蟠桃蟠桃 不使劲嘬他不着
终于更新了！
经典为了说故事而乱改
你搁这儿当资本家呢
封神榜封的是神有编制
这么诋毁道德天尊不妥吧
时长我喜欢
、、、、、、、、、、、、、、
清凉山？
大凉山
难道不是人参果？
但是不管怎么说让一个猴子去看蟠桃也是很绝
好
我看 单不影响我觉得故事不咋地
知识垄断
这里不正确，在西游世界观，如来是迟于太上老君出现的，另外蟠桃技术是王母的专利技术，和太上老君无关
都特么说是黑神话背景了，又不是传统神话背景，非要杠道家和佛家
那每个人都是神
估计没看过西游记
设定不错呀
信仰之力
由于贪婪两人开始窝里斗
不是人参果？
？？？？
不是人参果？
天上一天，地下一年
卧龙凤雏是吧
人参果
emmm你说的都对
我要把它安利给道家的小伙伴
镇元子不至于壁格这么低吧
故事自洽啦
这故事都有一个大前提纯属虚构全新的设定还搁这诋毁诋毁，啥都搁这诋毁你们是有多玻璃心？
握这些全新的世界观和设定真牛壁
嫡仙
中国神话设定里太上老君 元始天尊 灵宝天尊是最牛的
电影时长
编剧是今何在，这里面就糅杂了他的神作《悟空传》
bzzb
这一个小时的肝果，未看先三连
你们知道镇元的地位吗？
奈非天
不完全正解，“地仙之祖”是散仙对他的尊称，并不存在“封”一说。另外，他在东胜神洲，修道，所以如果太上老君要收他，早都可以收了
我悟了
1000+
1000+
越共如来？
果然佛教势大，反派都是道教
西游记背景
好耶
难怪我脑子有时突然出现未知的记忆
等等，你刚才是提到了灵蕴对吧，楚云生，黑暗血时代
你这么一讲中国众神，怎么满骨子西方味道
446
这还是吴闲云解西游的基础
什么褪色者
镇元子太上老君他管得着吗……
当妖有了人性就不再是妖，是(   )妖
贬谪
大道崩坏
还不写小说
我TM原来是神
时长恐怖
这时长 爱了爱了
川同学，我是你的崔跟人。
全世界无产者！联合起来！
行B站是你们的
瞬狱影杀阵
蟠桃不是西王母的吗
我原来是枚打工神！
仙坑？！
人会生下一代，下一代还是有灵蕴的，东天抽神的再多，架不住人口数量啊
女娲造神？！
这里面的剧情紧代表游戏，切勿带入原著。
这不就是资本吗？以前玩的时候没有太多关注剧情
来来了
果树下埋着好东西
那么如果全人类都是极端唯物主义，那神是不是会消失[手动狗头]
这设定 卧槽 牛逼啊
这剧情 我毛骨悚然 牛啊
+
全世界无产者，联合起来
天道·无为
不是释迦牟尼创的佛教吗，初中知识
佛本是道
御前决斗天庭前决斗
天上是神 地下是仙
也就那样，西游记阴谋论
清凉山下河海大学前来报道
诛仙台
Lol劫：我不是这样的！
兽人
凉了，热热还行
三昧（mei）真火
妖与神的对决
最开始的人不是被抽干灵韵的神吗
皮蛋 快给我变妖
来了
清凉―火焰
zed
ed
斗战神，曾经最爱的游戏
妖是没编制的神，魔是造反的神
1000个小伙伴，你们好
这剧情可以啊
李白井
山本，我r你仙人
ZED
这个大背景写的 无敌
徐凤年：大胆！胆敢闯我清凉山北凉王府
难道不是读兜绿宫？
金蝉子：如来你作弊！
所以人间才是地狱
影流之主
标题党
为什么追我，我要蟠桃
不是
原来满天神佛，把那管不了的才唤作妖
更新了！！
深海鱼biss
啥?开头就表示听不懂
男刀表示不服
想去看西游记就去看西游记
岳伦☞别秀了，李哥太强了
妙啊
怀璧其罪
佛教不是如来创建的，谢谢
天人五衰？
镇元子不吃个人参果庆祝一下？
玉帝？？？
事儿~
哇进度条
这人参果长的实在有点磕碜
所以从某种层面上来说，孙悟空就是妖王（斗战神里）
斗战神在企鹅资本面前就是故事里的女儿国…
兄弟们，斗战神是斗战神，西游记是西游记，角色一样但是故事核心不同，还请各位不要带入原著
还没开始就已经读错两个字了
不愧是你呀
提醒一下看进度条
诛仙
看斗战神就看斗战神，别说这是西游记真相
说不怎么样的，不爱看滚，在这抖机灵，显你能？
这时长，不对劲
一步莲华剧情
太虚剑气，神蕴！（雾）
这时长，我发现了什么啊
镇元子凭啥啊。
按神话来说太上老君是三尸之一严格意义来说算“老子”
我就知道，有很多人把作为灵感的悟空传给扔了
盂兰会，你个盆兰  我笑了
比指环王好啊
剧情可以，但是游戏。。。
哇塞，终于又开始第二次了
道德的败坏始于对神的抹黑
既然神都是尔虞我诈的，人也应该尔虞我诈
十二万九千六百年
不是自称“妖”，而是天庭把不服管教的蔑称“妖”
与世同君
快更新，来催更了
改得不错
电影感
斗战神故事原来是这样的啊
讨厌就别看，刷什么刷？
终于来了
镇园子哈哈哈
我竟然是神【麻麻我成神了！我修仙成了！】
大泼猴
天人衰劫
碎涅大圆满了属于是
人家up主从第一期就说不是西游原著，还有在这代入原著的
这是另一个版本的和原版不一样
剧场版
神是香火信仰体系
时长感人
游戏本身设定剧情好，但是UP的演讲好也是好的
起点网友：又是无脑黑！！！
《 狂 龙 战 神 》
无知者，在劫难逃！
魁拔
都是利益
老君这么牛？？？
老君是三清
一亿年还嫌活不够？
wtf！
二战争
鸿门开辟本无性，打破顽冥需悟空
自由人
蕴灵丹
卡脖子技术突破第一人
何尝不是“钱”
正原子
《劫出代表》
我再次解释一下，三昧真火被红孩儿拿走了，炼丹炉掉到下面又变成了火焰山
我咋觉得你这是在推荐游戏呢？
孙悟空：哈哈哈哈我是主角
悟空传
时间和人力是最强资本
有意思
催更
= =把太上老君设定的这么黑暗
孟婆汤
改编还能有过不过的？我直接疑惑，来来来，要怎么改你能满意？就是嘴欠非得说两句呗？
这不是原著，这是戏改。
在劫难逃
香火有毒
亚空间是吧
神仙神仙神在前仙在后
虽然是第一次看，但与我构想的世界背景居然雷同了，也只能说不如这作者啊！
世界观的事情，纠结这个，别人世界观不一定非得和你默认的世界观一致啊
黑暗森林？
去掉头发就行
人：我一天能生俩，你行吗，神？
孙悟空：抱歉，我不是人
好家伙，褪色者是吧
香火有毒
16000
有人 ？有妖？
好帅！
你确定那不念兜率（lu，四声）宫?
这讲的不是斗战神吗 说不是原著的出去看西游记去 别看这改编的
斗战神剧情，魔改的西游记
画的好强啊
点赞
点赞
点赞
点赞
点赞
点赞
点赞
点赞
点赞
点赞
点赞
无形之刃 最为。。。doge
生命之水
玉帝：快去请如来佛祖
神仙神仙，一样的
咒刃？！
哈哈哈
我以前也以为是di仙
原本就有的设定，后面看女儿国就知道了，都是女仙被贬下凡
人参果树不是天生地养的吗
所以后来凡人开始修仙
妙啊，n桃杀m士
我的妈呀
这个解读 太厉害了
什么时候讲讲上帝的故事？
我竟然是神
不是人参果吗？
神是带封号的
三昧是佛语（狗头）
好像叫东游记
就是来自洪荒小说，细品没啥意思
上古凶兽
徐凤年
金蝉子不是如来的徒弟吗
那生出来的那些是?
催更
靠圆上了
金蝉：无耻出千，捏麻麻滴
逻辑自洽
这才是对神魔最正确的解读
人参果呢
资本
斩仙台
剧情脱胎于《悟空传》，今何在是编剧
资本家:你们这邦神佛都学我是吧
所以我不信佛
那阎王得闲呢
扯
这开始太扯了
这个设定太带感了！
0 
赌博有害健康啊
凡人修仙传就是失去神力的人的后代抵抗天劫?重新获得力量?
这设定简直能把修仙，武侠，神魔的题材全部囊括
西王母不是玉帝的老婆，这点希望大家周知，西王母的官配是东帝君
印象里太上老君的战力在元始天尊下排第一
然而玉帝其实是是道祖封的
哦哦！
六耳猕猴
心能
这剧情是真的牛
在这个版本中，猴子就是用来背锅的
黄金时代，白银时代，青铜时代
这设定很厉害，西游记中把太上老君弱化了
本是同源
进度条恐怖
只能说现代佛教一模一样
滴仙，哈哈哈哈哈
兜什么宫？
不在天上任职，有神力却逍遥四方
人多了事也多了，不要说什么和现实无关了。。。。。。
说白了就是吃人换自己的利益
金蝉子：赌的是老子自己 傻批
悟空逃不出其实还是为了情义二字，否则怎么可能翻不出手掌呢
竞争上岗
你看故事这样讲行吗~~～如来
如果我没记错的话玉帝好像是鸿钧老祖疯了吧
你确定这不是《悟空传》？
徐凤年住这是吧
这设定太猛了
woc
地仙之祖
唯物主义
感觉有袁珂《中国古代神话传说的影子》
快去请如来佛祖()
“灵活就业”
所以人间就是地狱咯？
我叫肾
神是天生地养   仙是后天修炼
开始修炼
人身果？？卧槽，细思极恐
妖
黑暗
我也是神
离谱
牛逼
牛逼
有锤子鸿坤，那是小说，玉帝历劫2亿多年才成正果的
长安，长治久安
这个世界观挺大的。
人皇：众神受死
哈？？？？
镇元子真是倒霉啊
镇元子是强，但是太上老君可是三清之一
恶臭的神仙233
因果关系出问题了，没有人何来神
编的不错 灵韵就是卖金粉
一本西游记就是说的一个顽皮的猴子最后修成了正果，被你们解读的稀碎！
你就不怕道教协会说你污蔑镇元子
.
煮酒探西游 的内容吧，不是悟空传
