wwwwdnmd
这是什么剪法？
哈哈哈
BGM费劲
宝强
bdm劝退
尖沙咀 段坤
龙虎门
开幕雷击
你练功夫的时候好像蔡徐坤
我去！我居然在功夫里看见乔奶奶了！
uuu
带带弟弟
如来神掌
你在想peach
龙虎门！这都翻出来了！牛批
我尻
全损音质？
这个踩点shuang
比卡比
阴蚀王？！
打得好哈哈哈哈哈
大哥自己人
马步是真的稳
七月围城呢
盲猜踩脚
沈腾什么鬼哈哈哈哈哈哈哈哈
如果奇迹有颜色，那一定是中国红
踩点舒服
一进来就看见来福打常威
叶问
尻
厉害
哈哈哈哈哈哈哈哈沈叔叔
觉得中文bgm更好
我不做人啦，jojo
你是魔鬼把
因为成龙的功夫是自成一派的，很有他自己的特色，但不是很传统
耳机破音了
bgm：打死不看简介
疯狂踩点
hhhh
张天志呢？
 BGM好评
请收下我的膝盖
你的速度太慢了，一塌糊涂
李连杰的动作最牛逼，小时候不懂
哈哈哈哈哈哈哈哈
冰封侠，龙虎门
这个拳拳到肉的感觉真爽
你们不要再打啦
尻
大哥，自己人
就喜欢这种
这是别人的江湖
星爷
周星驰
疯狂踩点
名场面
表白星爷
龙虎门！
？？？？
永恒的经典
哈哈哈哈哈哈哈哈
这中间混了一个什么东西？
来了
哈哈哈哈哈哈
物理踩点
背景音乐不太合适- - -
尻
BGM是什么，疯狂踩点呀
龙虎门啊啊啊啊啊啊
既分高下，也决生死
既分高下，也决生死
既分高下，也决生死
想学啊你，我教你啊
想学啊你，我教你啊
想学啊你，我教你啊
想学啊你，我教你啊
全损音质
233333
彭于晏啊啊啊啊啊
新人up真可怕
bgm声音太大了
国术只杀敌不表演
nbbjj
居然没有功守道，没有马云。。
霸屏
霸屏
单挑啊 华夏第一剑
没删
霍爷，您麻时当津门第一
我觉得用霍元甲那首歌比较好
日常白嫖
踩点还不好？要求真独特
宝强好帅
沈叔叔乱入
这里我想到了十万个冷笑话里面的黄飞鸿和霍元甲在房顶上打架2333333
场面
三连了
即决高下，也决生死
在
尻
功夫当然是李小龙了。
叶问
看完我也想去打架了
我靠
杀破狼吗
杀破狼
你过来啊
踩点卧槽
踩点狂魔
踩点绝了！！
人家发小广告就不配上中国武术吗？哈哈哈
邪不压正
说新人的你站住，这tm是新人？
尻
gan
你的功夫，一塌糊涂！
哈哈哈哈哈
琛哥
bgm败北
我没开弹幕吗？
人间油物
好像混进了个了不得的东西
帅
既分高下，也决生死
一个人的江湖
up主NB！
龙叔嘞
我只想被各位打死 或者打死各位
功夫
叶问
龙虎门牛壁！这波硬币投定了
津门第一人
龙虎门，厉害了！
哈哈哈哈哈哈哈，突然笑场了
大哥，自己人阿
大哥，自己人阿！！
这个是啥啊
BGM差评
火钳刘明
成龙历险记
Nb
bgm太吵
求bgm
叶问就是好看
你表过来呀
黄飞鸿之少年有梦
woc这踩点也太绝了吧
王宝强这个电影打的确实美，但剧情逻辑很差，没剧情，得亏打斗场面多
打一百个
帅
哈哈黄晓明被打
我们今天既分高下也决生死
疯狂踩点（好评）
龙虎门！
…
…
混进来了一个东西
极致舒适(指踩点)
名场面
厉害的一塌糊涂
听我的
听我的
就在今天
老公
edge  of my life
就在今天
八极拳呢
bgm。。。
？
没人？
kao
谁放的炮仗
BGM听的我脑壳疼
1
1
闹太套～
1
裤子为何没破？
裤子为何没破
这tm有好莱坞预告片的感觉，up太牛啦
谁扔的炮杖
邪不压正
疯狂踩点
火钳刘明
来将可留姓名
竟然没有一代宗师？！
彭于晏的经典啊
见封进
爽感
没有马云的好看
霍元甲！你嘛时候津门第一阿
好像是一个人的江湖
黄飞鸿之英雄有梦
叶问
在下封于修
这段太帅了
没有精武门吗
Bgm很好，踩点很爽
龙虎门
星爷！！
踩点nb！果断投币
带耳机
太帅了吧！！！
BGM挺违和的
，
这个bgm配电影很适合做功夫的文化输出
张晋必须要有姓名
龙虎门!
你的功夫一塌糊涂
巅峰吧
王宝强超帅！！！
一只穿云箭，千军万马来相见
y
电光毒龙转
封于修
尻
尻
这个是什么
叶问一  叶问打十个日本人最帅的
开始打欧皇了！
我不是针对你
星爷！
踩点狂魔
选这首当BGM是因为要踩点
中国武术牛逼
砸哇鲁多
既分高下，也决生死
这拳拳到肉的声音太爽啦！
想学啊你，我教你啊
NB
封于修
没有马云厉害啊
爽啊
想学啊你，我教你啊
彭于晏啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
五郎八卦棍
哈哈哈哈哈哈哈哈哈哈
过来呀
，，怎么一直有人觉得踩点就肯定好啊，
疯狂踩点
我要打十个！
耳机党阵亡
封于修
  觉得宝强演的真的好
感觉有点慢
一塌糊涂！
一只穿云箭，千军万马来相见
66666
星爷帅炸
这个这个是哪个电影啊？？？
我要打十个
哈哈哈哈哈哈哈哈哈哈这是啥
既分高下也决生死
副掌门什么鬼
就踏马你叫夏洛阿
顶端红字魔鬼嘛我看着也觉得像狮子了
一来星爷，可以啊
帅爆了
看着极度舒适
一个人的江湖
剪辑用心了，完全踩点
我要这币有何用
鸡蛋一打12个所以鸡蛋比叶问强
我彭！！
火钳刘明
打架不如跳舞
叶问二
混进了什么奇怪的东西
66
。。卡在了奇怪的地方
红红火火恍恍惚惚哈哈哈哈
星爷nb
不说了 我要出门打架了！
没有赵文卓
哈哈哈哈哈哈
镜头转太快，看得晕
咳咳
帅
怎么没有马云
。。。
。。。
  。
。三颗星。是肯定
今天我就不过去了
今天我就不过去了～～～
踩点nb
五郎八卦棍
这踩点6666
十八路谭腿
啊啊啊啊啊甄子丹啊啊啊超帅的！！
彭于晏太帅了！
没有徐克的功夫片，是不完整的
不要打架，打输住院，打赢坐牢
你三连有了
帅！
李连杰的拳有力
听我的
谁丢的炮仗
混进来了一个逗逼
？？？？
这个点自己踩出来的太牛逼了吧
我老公啊
火钳刘明
我成龙大哥呢？
帅爆了
好像混进了，某个东西
我也看过
津门第一
功夫最厉害的还是有钞能力的马云，一个能打的都没有
一支穿云箭千军万马来两件！
没有马云？
咋没有李小龙
龙虎门
你连死在我手里的资格都没有
66666
BGM声音太大了
火钳留名
踩点狂魔
吴京中期的武大被甄子丹，还有一堆武打新星盖过去了。
我成龙大哥在哪里？
邪不压正是真的好看
在下封于修
疯狂踩点
见封进
这个好像是喜剧?
你过来啊！
哈哈哈哈哈哈哈哈哈
你过来啊？
龙虎门！！
火钳刘明
。
。
陈国坤呢！
没有张晋
我要这币有何用
牛批
 全损音质
杀鸭！
全看过
都是安排好的呦
2333333
小明出来挨打
，
4655
惊现闹太套
爽啊
bjm是什么
小明，你觉得这套咏春怎么样
一个人的江湖
你要涨粉了
然后配个英文 bgm
这个是龙虎门
戴面具的内个是龙虎门
打架好爽
在
哟哦哦哦
邪不压正
进来就看见常威在打来福
彭于晏帅
爆打铁憨憨
剪瞎了
大人，时代变了！
邪不压正
upnb
被窝抖腿
叶问
谁扔的炮仗?!
琛哥
单挑就是我一个对你们十个，谁也不许犯规啊
谁扔的炮仗?
杀破狼巷战好看
吴京呢？
踩点牛逼
就喜欢 拳拳到肉
武侠
咫尺之间，人尽敌国
好燃
剪过的
剪过的，哪来的踩点？
学武先学做人
牛批
黄晓明？
来啦
把打架上升到艺术
为长沙伢子廖凡疯狂打call！！
真正的演员
好了
在下太原火焰刀
混进了奇怪的东西
有李小龙就更好啦
既分高下，也决生死
混入了一个奇怪的东西
BGM：打死不看简介
林雪
疯狂踩点 极度舒适
是真帅
力王好评
。
李小龙呢？
6666666
可以
黄晓明演的好死板
星星我来了!
既分高下，也决生死
因为成龙的动作片不切镜头
一个傻子，一个哑巴
尻
1.25倍爽
我一进来就看到包租婆在打阿星
闹太套
霍元甲，你嘛时候成为津门第一啊
星爷
踩点怪
乱入
全程有周星驰
哈哈哈，你过来呀
画质好评
踩点狂魔哈哈哈
BGM:Edge Of My Life
66666666
哇！宝强！！！
踩点高手
彭于晏!
闹太套
做的太好了
一只穿云箭，千军万马来相见
包租婆
咏春拳
帅爆炸
既分高下 也决生死
卷
我要打十个！
马云都是超能力，不是真功夫
你连死在我手里的资格都没有
这里要是有脚踏声就更帅了
一支穿云箭，群中少妇来相见
反派是
我不要你觉得，我要我觉得
。。。
龙虎门还是有点好看的
进来了奇怪的东西
大哥自己人
期待功夫二
一支穿嘤箭
宝强可以的
既分高下，也决生死
这个好看
 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
大汉来了
标准结尾，
陈老狗
bgm声音低一点就好了，比较抢画面
哟吼 还有点燃
火钳刘明
我要打十个
龙虎门吹爆
成龙呢
好带节奏。
踩点牛批
王宝强演技吹爆！！！！
⊙∀⊙！
电光毒龙钻
冰封，重生之门
踩点了
没弹幕吗
踩点舒服
宝强好帅
BGM是hop的你是魔鬼吗
一个人的江湖
片名:一个人的江湖
踩点！！！！
哈哈哈哈哈哈哈哈
。。。我去。略像艾伦
这个舒服了
在下八宝亮银枪
啊啊啊前面杀破狼等等我
中国人会武术的事解释不清楚了？
火云邪神
一到我都抓得住啊～～～
小明哥哈哈哈哈哈
我比较喜欢叶问
苏大强哈哈哈哈哈
告辞
66666
黄飞鸿
啊啊啊姐姐
混入了一个奇怪的东西
@黑店百地
牛逼
星爷的《功夫》
《黄飞鸿之英雄有梦》
就我自己觉得特别吵？
全损音质。。
你连是在我手里的资格都没有
拿刀来！！！
龙虎门
功夫真的是看多少遍都不会腻
还有谁
廖凡
来看星爷的
龙虎门打的好
十月围城？
童年啊
每次都有人说不是粤语…
哇啊啊啊啊啊
哈哈哈哈
出息了
沈腾出戏了
打死不看简介
乱入的肾疼
千军万马来相见
不说了，警察局见
没有点可踩就自己造点踩
想学？我教你啊
今天我们即分高下，也决生死
我全看过诶
求BGM
求BGM
求BGM
bgm好吵
没赵文卓吴京?
哈哈哈哈哈哈哈哈哈哈哈腾叔叔误入了
什么东西过去了？？？
看的好爽啊哈哈哈
我耳机坏了？
我一进来就看见常威在打来福
喜欢李连杰，甄子丹的打戏！
叶问牛批
进来就挨打
冰封之门
丹哥，我要充vip
你过来啊
hhhhhhhhhhh
沈叔叔的小胖手
尻
白嫖
这个是打死不看简介
别，这个视频给外国人看了以为中国人无敌了
我吹爆功夫！
开幕雷击
名场面
名场面
如来神掌名不虚传。
这就是街舞
这就是街舞
我跟外国人解释了半天
一代宗师你不说我都忘记了
老子不在你们要上天啊
你们不要再打了
造化钟神秀
你过来啊
我尻！
画风突变
哈哈哈哈哈
这踩点也太牛逼了
比那些慢动作来的实在多了
彭于晏彭于晏彭于晏
必须三连！！！
尻
想看龙叔
哦，那就是没得商量
铁浮屠
邪不压正！！
中国武术牛掰
？
之前的是邪不压正
乌鸦坐飞机
0.75贼爽
嘛时候是津门第一啊
李连杰也太帅了吧
一个人的江湖
哈哈哈哈哈哈哈哈哈哈
这对手好菜
，
星爷厉害！
看出来费劲心思了，
BGM真配
燃
谁扔的炮仗！！！
踩点好评
哈哈哈哈哈哈哈
踩点好有感觉
王宝强算了吧
踩点狂魔
我只服星爷
发现一个混子
绿大暗
哈哈哈哈哈哈哈哈哈哈
暂停先笑一下！！！
暂停笑一会
哈哈哈哈哈哈哈哈哈
星爷帅啊
彭于晏！
哈哈哈哈哈哈哈
龍虎门
谁扔的炮仗
宝强电影名叫一个人的江湖
2倍新高度
油油
说实话现在大部分国术全失传了，在外面的大师都是假的
龙哥呢
踩点满分
哈哈
太原火焰刀
1
fgg 
vvv
3三连了
传到油管
疯狂卡点，爽
bgm
踩点了
沈腾一阳指
BGM不错
想学啊你!
节奏大师？
彭于晏的黄飞鸿之英雄有梦
尻
樊少皇
打铁
我要打十个
踩点狂魔
疯狂踩点哈哈哈哈
王硕辣鸡
哇龙虎门哎
。。。
咏春   叶问
说真的，这真的是中国武术吗
见封进
玩儿
0.7或者是0.5看效果都很棒
龙虎门
66666666
叶问
红字牛批
这踩点没谁了
太帅
既分高下，也决生死！
配什么。。配套马杆还是天路
三连
哈哈哈哈哈哈哈哈嗝
星爷
cxk进来挨打
知识产权人戏份好多
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
1.25新世界
你过来啊
踩点好评
我教你啊
没币了，明天给你三连
"霍元甲,你嘛时候是津门第一啊"
廖凡赛高
我靠♂我靠♂我靠♂
嘛时候
666666
弹幕
卷帘门
超舒适 帅炸
you are dead
踩点狂魔
睥睨的眼神
来啊，男人之间的决斗！猜拳，三局两胜啊！
一支穿云箭！
哈哈哈
疯狂卡点
觉得宝强真的太适合这个角色；
很乱啊
谁扔的炮仗
牛逼
h h h hq
津门第一
星爷牛壁
呐~六婶，没凭没据你别乱指啊
食堂破辣酱
邪不压正
经典
火钳刘明
没人？
想看鲁迅打架啊啊
团长，你干嘛啊，团长
这不是我吗
成龙的功夫实用性强，但是荧幕上的观赏性不够
赞了
这糟糕的发型，连彭于晏都撑不住。
邪不压正我可以！
这tm什么功夫
既分高下，也决生死！
张晋呢，我家监狱长有没有姓名啊
我靠，靠
打死这个憨批
踩点鬼才
啊啊啊我老公
单挑啊！
面具古天乐
三连三连！
变色
霍元甲哪里可以看
李连杰高台摔过一次
龙虎门
踩点nb
这里要踩住了就爽了
邪不压正
我要十个打我
踩点的都是人才
这里谁最能打？
张晋
每日一币，今天就这家了
一个人的武林，不是江湖
疯狂踩点
闹台套
吹爆邪不压正
故意踩点反而不好
一力降十会
一个人的武林
漫长的3分钟
淦
一个人的江湖
霍元甲真的帅
踩点狂魔
哈哈哈有意思
帅啊
纯路人，这个白衣的好帅
名场面
真帅
黄飞鸿之英雄有梦
妈妈我凯瑞了！
不错！
开黑吗？我贼强！
彭于晏！！！
噢噢噢噢！
单挑啊！
阿哆！！！！
好几年就
既分高下，也决生死
一个人的武林
你的功夫一塌糊涂
龙卷风摧毁停车场
踩点好帅！！
来♂♂♂
常威呢？
nb
霍元甲你嘛时候是津门第一啊
这么好燃的视频都不想花时间发弹幕了
辛苦了，3连
尻
标准结局
你过来死啊
打死他打死他
可还行
星爷真正会功夫的
踩点
神仙踩点
！
哈哈哈
龙卷风摧毁停车场
1.25
2375
三连了
小城里岁月流过去，清澈地涌起
来♂
你过来啊
打出俄挺……
打出俄挺……
龙虎门那个反派打架加强拳
乌鸦坐飞机！！！
BGM:Edge Of My Life
乌鸦坐飞机！！！！
既分高下，也决生死
既分高下，也决生死
既分高下，也决生死
既分高下，也决生死
希望能看到赵文卓
既分高下，也决生死
既分高下，也决生死
既分高下，也决生死
既分高下，也决生死
既分高下，也决生死
既分高下，也决生死
沈腾起乱入
混入了一个奇怪的东西
这币哟投定了
用无敌的苇名剑法战胜苇名剑法
大哥自己人
。
这硬币给沈腾的
什么东西说去了？
真爽啊
踩点疯狂好评
我靠
叶问叶问
霍元甲李连杰
火云邪神
沈腾
你过来啊！
打通任督二脉
你们好有才
那就是没得商量了
《一个人的武林》
耳机绝了
踩点狂魔
超爱看黄飞鸿
节奏满分
踩点鬼才
？
踩点踩的太舒服了吧！
啧，打得好帅气
太帅了吧
BGM  edge of my life
求BGM！
再来一遍
好燃啊
这个踩点nb
？？？？
里面混了个奇怪的东西
黄飞鸿之英雄有梦
你过来啊
踩点是最厉害的
牛皮
星爷！
甄子丹年轻的时候帅的不行！推荐看他的老电影！
李小龙说过，功夫就是快！
混入了？？？
我沈叔叔怎么乱入了
Bgm:Edge of my life
尻
王宝强算了的，你算什么东西？
哈哈哈
电光毒龙钻 一塌糊涂
王宝强  和 包贝尔  还是适合演反派
大哥自己人
你过来呀
都是狠人
我丂，丂
NB
NB
舒服
打死
我叫人！
币给你给你
乱入了个啥玩意
帅
流弊
","
nb！！！
ńｂ
好乱啊
名场面
想学啊？我教你
没有马云，差评
如来神掌
力王帅
邪不压正
nb
我尻！尻！
没有杀破狼的张晋么？？
宝强
好棒啊！
摩西摩西摩西
感觉只狼我能打过剑圣了
0.75新世界
卡点牛批啊
舒爽！
哈哈
等会儿，有你啥事
我觉得国语的bgm会喧宾夺主，因为人物台词都是国语很容易混，还是觉得外文好一点，这样重点会落在人物台词和节奏上
黄兄，小心了!
卡点好评
bgm差评！！！不是霍元甲
疯狂踩点 好爽
我靠
混进去了一个什么 
黄飞鸿之英雄有梦
没有张天志，差评
名场面
星爷，nb
尻
前方高能
前方高能
前方高能
专卖局
去杀个人给我看看
你连死在我手里的资格都没有！
哇吹曝这个阿婆主
哈哈哈哈有你啥事儿
哈哈哈哈哈哈哈哈哈
混进一个奇怪的东西
个人喜欢1.25观看
你的武功，一塌糊涂！！
你币有了！
1.25莫名带感。
新人都是怪物
踩点过于帅
我擦，腹肌
尻
吹爆星爷耸肩
。。
。
哦！
1.25更棒
弹幕呢
叶问？
有个东西叫音量调节
小孩子踩脚趾
俺爱你胡彦斌
BGM:打死不看简介的游客型哔友
厉害了
金克拉好处都有啥？谁打赢了就给他。
1.75新世界
踩点鬼才
Nb
踩点好评
沈叔叔好评哈哈哈哈哈
u
我的天
叶问:我要打十个！
经典
兄弟们，砍死他
不燃啊
一个人的武林
m
可惜啊  就是成为老演员了
不要打架，不要打架
叶问那个年代的功夫达人都是真刀真枪打出来的，比现在有分量多了！
进来就看到常威在打来福
无敌腿
哈哈哈
看到沈叔叔就忍不住笑
没有李小龙，差评
我尻
石鬼面？
經典永不敗
對上節奏了
踩点太爽了
表白我叶问！
甄子丹nb！
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
打通了我的耳通耳麦
皮卡丘
踩点狂魔啊啊啊啊
果然还是天朝武打爽
马什么梅
明月几时有
，星爷厉害
星爷！
bgm和功夫有什么关联
想到了叶问
尻
全是跟着我爸看完的哈哈哈
有龙叔吗
尻
这是如来神掌
猝不及防
奇怪个屁，宝强演的很漂亮好吧
小龙呢！！！！
京哥呢
完了，我怎么和外国友人解释我不会武功
踩点好舒服
1
既分高下 也决生死
我马云谁都不服
讲个笑话：马云会武功
卡点可以
神特么踩点
666666踩点牛逼
哈哈哈哈哈
纯路人，星爷年轻的时候好有气质
尻
哈哈哈哈哈
这是什么电影
没吴京？
疯狂踩点
混进来什么奇怪的东西
尻
我，键盘侠
没有武状元苏乞儿吗？
尻
明?
腾叔哈哈哈哈
我不要你觉得，我要我觉得。
小时候看过，但不知道名字，什么电影啊
火云邪神龙虎门。
王小虎。
火云邪神
宝强的是一个人的武林
师傅
牛批
彭于晏！
踩点，牛批
