好飒好飒！！
加油加油
我也喜欢
加油宝贝
又开了新账号
哈哈哈哈被迫营业
阿巴阿巴阿巴老公！！！！
小羊你们太棒了
我也喜欢自己一个人看电影
啊啊啊啊啊欢迎小杨
好可爱好可爱
这次一定！
我也是！！！
我也特别喜欢一个人看电影！
么么哒羊
必须三连！！小羊我爱你啊啊啊啊啊啊啊
哈哈哈哈哈哈哈哈
一样啊
剪辑小杨上线
小羊姐姐！
老公老公，看我！！！！
小杨小杨小杨小杨小杨小杨
哈哈哈哈俺也是
hhhhh前面的人体骨架等等我
这是写完总结照着念的吗？
果然这是小号……
响指杨
帮帮！！！居然在小杨的视频里看到帮仔的表情包！！
有老婆嘛？
这是仲文同志要求强制营业的成果吗 i了
老公
老婆~贴贴
偷看稿子
哈哈哈哈哈哈哈
我也喜欢一个人看电影！
好的
我也喜欢！！一个人去看更能沉浸下来
稿子是挺难背的，比拿奥运奖牌难多了，哈哈哈
哈哈哈哈哈妹妹好搞笑
好帅！
哈哈哈哈剪辑师小羊
好棒好厉害yeah！
KB的帮帮！ ！ ！帮帮实火！ ！ ！
老婆老婆棒棒超级可爱
我也喜欢一个人看电影啊啊啊啊啊啊
帮帮—————！
小杨炸毛了
辛苦了
我也喜欢
可爱嘻嘻
素颜 皮肤好好
可爱呀救了个老命
小羊！
我也经常一个人去看电影啊。
小杨虽然个子高，但是给人的感觉还是一个小妹妹
完了我们在评论区怎么丢脸都被看到了（doge）
老公！！！！！！
梦想成真，天天在b站看小羊的视频，小羊就来啦，太幸福了
辛苦啦宝！ 希望以后你顺顺利利的，平平安安，不要受伤！！！
高强度自搜
小羊小羊
宝最棒啦
老公啊啊啊啊啊啊啊！爱你爱你
哈哈哈哈哈哈哈哈哈哈哈
前面人体骨架的站住
老婆！！！
帮帮！
哈哈哈哈哈哈哈可爱
有种背作文的感觉
哈哈哈哈
好棒好棒好棒
salute
我也是！！
这也太帅了吧
欢迎小羊！！
很棒啦！！
老公亲亲
会越来越好的
画画好棒，画得超好
小羊很棒 不哭抱抱
哈哈哈哈哈哈哈哈哈不错
好的呢
辛苦了宝贝
杨舒予！！！
官方羊
认真的小羊
小羊还在酒店隔离诶
羊羊无论做什么事情都做得很好啊！！！
哈哈哈哈
哈哈哈哈这个我看过！
1000+
ohhhhhhhhhhhhhhh姐姐我爱你
救命！这里笑的好乖乖乖乖乖！！！！
姐姐！！！
2小时 2.1万
好帅
宝贝也会越来越好～
7个月就拿了铜牌 太棒了！
我也超喜欢一个人去看电影！！！
我也喜欢
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈好认真的写了稿子
我也喜欢一个人
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
老公啊啊啊啊啊
老婆！
辛苦了
胆子大一点:老婆我在这里
女人，你好帅我好爱
懂了这就去看
一定！
谢谢！笱同志（狗头）
优秀小羊，拿来吧你░
宝，给个机会
好呀好呀
好的一定
帅！！
我也喜欢一个人看电影！！！
老婆最帅啦
这是在看稿吧哈哈哈哈哈哈
画画  厉害厉害厉害
哇和我一样！！！！！！！！
啊啊啊啊啊啊啊啊
我也相信女篮会越来越好
少看评论区（doge）
老婆老婆老婆老婆老婆老婆老婆老婆老婆
好的
来啦
两小时留念
哈哈哈哈哈哈哈哈哈哈哈哈哈
灭霸
看镜头
好的
！帮帮
这次很棒啦，加油加油！
姐姐！！！
同样的爱好
卧槽女生男相
老婆老婆老婆
你更厉害
我也是！
好厉害
七个月就拿奖牌，厉害了杨舒克
糟糕那岂不是暴露了
我也是哈哈哈哈
很棒很棒很棒，支持你
咱俩表情包好相似哈哈哈
鬼畜区准备上
老婆在隔离期间就多发点视频吧
好官方呀
宝贝画得那么好，有时间要给我们更新哦
好可爱好可爱好可爱
三小时我来了老公
大家多多关注篮球场上的小杨
大家多多关注篮球场上的小杨
辛苦了辛苦了辛苦了，一直支持
宝贝好棒啊，会一直支持你的
宝贝好棒啊，会一直支持你的
大家多多关注篮球场上的小杨
宝贝小羊太帅了！多多更新！一把子支持！
小羊阿阿阿
小杨！！！
哇哇哇老公你好帅！！！！！！！！！！！！
好哦
我也是哈哈哈
啊啊啊啊啊
哈哈哈哈哈哈不客气不客气，我也是刚支持
不孤独
哈哈哈哈哈哈哈
爱了爱了！！！
哎嘿嘿嘿嘿嘿嘿嘿嘿嘿杨舒予嘿嘿嘿嘿嘿嘿嘿嘿
大佬
我也喜欢一个人看电影
会的会的
姐姐好好看
非静止画面
老公！你好帅！
老公
一模一样！！
一个人看比较开心
啊啊啊啊你好吖
我直接嗨老婆
俺也一样
羊你在背你的奥运会总结嘛
小羊
好棒！
哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈收不住笑容
哈哈哈哈哈哈哈哈
可可爱爱的小羊
我也喜欢！
Respect
cctv
中国女篮yyds!
辛苦了！！
小杨小杨
啊这
救命我心跳出来了姐妹们
respect！
给个姬会
啊啊啊啊啊啊啊啊老婆
太棒啦！！
姐姐厉害！！！
啊啊啊啊啊啊啊啊啊啊啊啊
很棒
官方发言
请杨同学离粉丝生活远一点（微笑）
宝贝
我也喜欢一个人去看电影！！！那种感觉就像沉浸式hhhh
啊啊啊啊！快跑！
帮帮！
加油呀！！
小杨还不习惯看镜头哈哈
我也是！！一个人看电影爽飞了！
太可爱了救命
女篮！
小羊给我冲！
我直接自信：嗨老婆
好的好的好的好的好的好的好的
老公
和我一起看电影吗小羊！！！
太厉害啦宝！！！
官方哈哈哈哈哈
是的！！！一个人看电影真的很爽！！！
这么牛
小羊喜欢玩什么游戏啊
小杨
永远滴神
好可爱好可爱好可爱
老婆好
姐姐回来甩米线
等等，才七个月？！
哈哈哈
辛苦了
帮帮歪的天
哈哈哈哈哈哈哈哈哈哈
啊啊啊小杨好可！！！
好帅呜呜呜
家人们丢人了
小羊画画超牛的！！！羡慕了羡慕了
哈哈哈哈哈哈哈哈哈
我也是y s y
野王姐姐
格局打开！
前面的人体骨架泥垢了！
好牛好牛
帮帮！！
新鲜热乎的我来了！！
太可爱了
小羊加油！
加油！
小羊越来越棒！！！
健身环大冒险的表情包？！
为什么不一起呢哈哈哈哈哈（想屁吃）
帅
啊啊啊啊啊
老公你好帅
哈哈哈哈哈哈哈哈哈
是接触三人篮球七个月，别把别人之前的努力给否了啊
姐姐好啊！！
hhhhhhhhhhh
我的帮帮怎么在这
好飒的姐姐
伦敦奥运会加油！！
老公！！
和黑历史哈哈哈哈哈哈
我也是
老公亲亲
老公！
哈哈哈哈哈哈
妹妹
和我一样
长得这么帅肯定是女孩子
你是想当我老婆还是老公，我都行
说的对
这就是那篇连午饭都忘了吃写出来的总结吗（doge）
官方杨上线
1000+在看大中午的干嘛
加油小杨
老公！
我也是！！一个人看电影！
不用谢 小王
一樣！
画画！！
我也喜欢一个人看电影
小杨头发有些许凌乱了
好帅啊啊啊啊啊
我老公，这是我老公
小羊棒棒
一个女孩子竟然可以这么帅！我爱了！！！
太牛了我老公
可可爱爱
不跟姐姐一起看
热乎乎
老公啊啊啊啊啊啊
好耶
太强了吧才7个月
太官方了
哇 有共同爱好哎！
加油小羊！
感谢CCTV，感谢芒果TV，感谢各种TV
你也做帕梅拉吗羊羊
背得挺好
好优秀啊
戴眼镜真的好帅QAQ
那个视频很糊啊
嗯？姬圈剪辑不感兴趣吗？
稿子可以
老牛啦！才7个月诶
姐姐真棒
啊啊啊啊啊
老公
小羊小羊小羊
小羊快更新
你真的好可爱
我也是！
加油加油
这是真实感受吧那里官方了
小羊小羊，我也喜欢看画画的教学视频！咱俩认识一下？哈哈哈哈哈
你是不是看他们剪的视频上头了就感兴趣了哈哈哈
七个月？！
小杨在这里
三连了！
小羊爱你
嘿，老婆
是帮帮！
帮仔！！
想要表情包好可爱
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈好爱你啊
你好官方啊宝贝
宝贝
老公！！！！！
老公
好棒！！！！！！！
么么么么么么么么么么么么么么么么
小羊棒棒！所有运动员棒棒！
好爱啊呜呜呜呜呜
啊啊啊杨舒予！
为什么她不修眉毛都这么好看啊！！！
啊啊啊老公我也是！！！！
好帅啊
帮帮哈哈哈
一个人看电影真的很爽！
杨舒克那个别想走  给我写一百遍小羊名字
我也喜欢哈哈哈
多发VLOG！！！
好好看
终于更新了
男篮啊
厉害! ! !
出打篮球视频
今天是官方羊
她以前一直打五人篮球的
严重怀疑你不是女的，这声音，尤其长相，太帅了
俺也一样
今天关注我就是老粉了！！
好带感的长相！
姐姐姐姐没关系我可以和你一起
我直接自信喊老婆！！！
小杨有点严肃了，放开点
一样！
宝贝宝贝！！！
姐姐声音太好听啦
哈哈哈哈哈哈哈
我也喜欢
太帅了吧
啊啊啊
嘿嘿
姐姐好帅
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
老公好帅!
好耶
老公！！！
哈哈哈哈哈哈我想看你画
十1
屑up主自己搜自己(doge)
牛逼
棒棒哒
年初正式接触
流弊了啊 啊啊啊
帅
小羊好棒！！我也要加油！！
姐姐好帅555
画画！
老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆
中国女篮加油
小杨我也要打上女篮
中国女篮加油
老公！！！
加油
啊啊啊啊啊超级可爱啊啊啊
哈哈哈哈哈哈哈哈哈哈
可惜比我高几厘米，不然追定了！！！
帮帮！！！！
老公！
这是我免费能看的吗
wow在这看到帮帮了
好可爱啊啊啊
七个月时间就拿到了世界第三！！
老婆你差个我！！！
帮帮
辛苦啦l
七个月！？？
老公
救命好可爱啊啊
我直接嗨老公！
哈哈哈哈
年初……世界第三……
确实，一个人看电影还蛮爽的
哈哈哈哈哈哈哈
找我啊，宝，来保护我
一把子期待了
好帅好帅好帅好帅
表情包哈哈
啊啊啊啊啊啊啊啊啊啊啊啊！
辛苦啦！
祝未来越来越好呀姐姐
应该是七个月打三人篮球，又不是只练了七个月篮球(doge
姐姐！姐姐
哇塞！我也是
你也可以发一些
那必须的
Vlog更起来！
是你那天写的总结吗！
这是总局布置的官方的暑假作业吧，谢谢仲文哥哥
想看小羊新的vlog
老婆
？？？
帮帮！！！
在b站看自己哈哈哈
啊啊啊啊啊啊啊老公老公老公老公老公老公
乖
俺也一样
王者吗？组队啊
俺也一样！
官方羊上线
太牛啦！！
哈哈哈
灭霸式剪辑
一定要多拍视频噢宝儿
好可爱啊啊啊
不客气的阿哈哈哈哈
老公
一定关注
我的小羊
太帅了 我都没心思听讲的啥了可恶
老婆老婆老婆
哇哇哇哇
我也喜欢！
啊啊啊啊啊啊啊啊啊啊啊啊
我也喜欢画画！
小羊太棒啦
一个人
可爱呀救了个老命
好可爱的表情！必须三连！
才七个月
好厉害！才七个月！！
运动员看帕梅拉？我笑了
真没你厉害
gei gei
老公好(✪▽✪)
老婆
哈哈哈哈哈哈哈
小杨可可爱爱
啊啊啊啊啊啊啊，妈妈救我，她真的好让我心动！！！
老公
向小杨salute！！
哈哈哈突然出现的小羊表情包好可爱
宛如稿子的发言哈哈
嗯？健身环大冒险。
还是蛮爽的
我也都喜欢
欢迎欢迎
哈哈哈哈哈哈哈哈哈哈
这段真的是发自内心的
老公
好厉害呀！
小杨
同！
我也喜欢画画！
官方
声音好好听！
好可爱啊啊啊啊啊啊啊啊啊
tql宝子
姐姐自搜嘛
这不是吃饭的那个vlog吗［狗头］
哈哈哈哈哈哈哈哈哈哈哈哈
老婆斯哈斯哈
笔芯心心心
姐姐好
姐姐好漂亮好帅  我i了
姐姐姐姐？
我也是特别喜欢享受这种孤独
啊哈哈哈哈哈哈哈哈
老公老公！
支持~
老婆
我靠
老公老公小羊啊啊啊啊啊啊啊啊啊啊啊
好帅
好家伙，才半年多？！！牛
我也爱画画
我也是
我不信
老公
九敏啊啊啊啊啊啊啊啊啊啊
感觉好像那个赛后总结哦哈哈哈哈哈哈哈哈哈哈
好棒啊，七个月就能拿奖牌
小杨太强了
小羊多拍vlog
太厉害了！
马上学画画，我要做你的私人画手
加油
才七个月？？？！！！！
你在背诵你vlog寄里写的总结吧
老公！！！！
有被帅到吗
隔离期间很高产（夸）
老婆欧拉老婆、
表情包真的太可爱了 人也是（害羞～
老公！！！！
杨老师
我也喜欢！！
老公！
好帅好帅
！！！看我发现了什么宝贝
宝贝
好的，下次一定
吹爆
这也太牛了
绝对是打游戏
救命好官方
小羊古德
俺也一样！
老公！
加油加油！
小羊！！
你好官方哈哈哈哈哈哈
格局大了
牛壁啊宝
杨舒予yyds
眼睛向下看稿子
太可爱辣
你好帅啊！
辛苦了
宝你好帅
我直接 嗨老婆
我要嫁给你
小羊太帅了吧！！！
瑞思拜！！！
潜水羊
隔离期间的高产
回答得真好
百万剪辑
下次一定
中国女篮加油！！！
好棒！！！
老婆
小羊未来可期
一个人看电影超级舒服！！！！
是接触三人篮球七个月，人家很小就开始打球啦
还帅！
老公！！
俺也一样
姐姐好帅
姐姐的头发都好漂亮
好耶
操哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈灭霸
老婆老婆！
哈哈哈哈哈哈哈哈哈哈哈
下次一定
小羊的字和画超级好看
我和xiaouan
姐姐好帅!
我陪你
嗨老公
老婆！
爱了爱了
说七个月的  纯球盲吧 不是才打球七个月 就拿奖牌  好吧  盲目夸赞就挺蠢的
老公老公老公老公
小羊以后越来越好！
老公！
哈哈哈，好官方
好像写的稿子哈哈哈哈哈哈哈哈
好的！
这，这，这，感觉越来越近了
空降00:00
好帅呀
shuai死了！！！！！！！！！！！！！！！！！！！！！！！1111
呜呜呜老公
啊，才7个月呀
恨不相逢高考时，这我不得考北体。
老公打响指好帅啊啊啊啊啊啊啊！！！！！
哈哈哈哈哈妹妹真帅
哈哈哈
糟糕，那我单方面宣布恋情岂不是也被看到了
我也超爱
鹅鹅鹅
欢迎小杨啊
真实 我也喜欢！
SHUAI
正经人
给我地址我陪你！
姐姐好帅
！！
哇哇哇哇
好家伙，发第一个视频就可以拿到十万粉丝小牌子了
哈哈哈哈哈挨个感谢
一个人看电影yyds
小羊好可爱
老婆
真的很可爱啊小羊！！
格局打开
可以和我啊
阿阿阿啊老公
太帅了
啵啵啵
muamua~
好厉害啊
爱你
老公和我一起看电影
厉害厉害
老公！
我也喜欢一个人玩儿！
小杨的隔离生活哈哈哈哈哈哈
好！！！！！
好家伙才七个月？？？
斯国一
下次喊上你！
老公！！！
我被发现了吗
懂了考完研就开始学画画
标准答案出现了
我算是知道你总结为啥写这么快了哇，哈哈哈哈哈
老婆！！！
感恩!
像在朗诵 好官方的小杨
热乎
和小杨完全处在不同的区……
太帅了啊啊啊
老公！
辛苦了
我会摄影！老婆看我！
啊啊啊小羊我可以
好官方啊哈哈
姐姐好帅好美
老公
俺也一样
好耶
哈哈哈哈哈哈
帮帮表情包，帮帮实火
我好像又对女生有感觉了……
一个人看电影超级快乐
小羊太棒了
好可爱
太牛了
好帅啊啊啊老公
小羊好可爱
啊啊啊姐姐好可爱呀！！
好可爱
啊啊啊啊啊
小羊好奶
天呐 好厉害
好
嚯哈哈哈哈哈
好像在念稿啊
姐姐
姐姐真的好帅啊，眉眼就俊气！
欢迎小杨
加油加油
救命好帅
小杨作文写的不错
好
想和朋友一起喝酒看打篮球
小杨好可爱
不看鬼畜吗哈哈哈
我也喜欢一个人看电影
宝贝加油！！！
我也感兴趣耶
老婆亲亲muamua
亲亲小姐姐
给个姬会
好牛宝宝
老公！！！
我也喜欢一个人去看电影
老帅
不是老婆，是老公
我也是我也是
和我一起嘛
哈哈哈哈
我也喜欢！！
老公 和我！
我也是！
官方羊
贤宝宝？
只有7个月！！！
小羊姐姐太厉害啦
老公老公
已经有很多人开始关注女篮了，你很棒宝贝
大家要多多关注篮球场上的小杨
老婆
七个月拿第三，大佬
官方羊是个正经人
不！我也喜欢自己一个人看电影！
哈哈哈哈哈哈
多发视频多发视频
妹妹我也喜欢！咱们可以凑成一对
怎么觉得在看小抄哈哈哈哈
想要你的表情包哈哈哈哈
你币有了
啊这。。。年初接触。。。年中拿奥运奖牌。。。
哈哈哈哈哈哈
我也是
好好好!没问题
带我看
被一群人喊老公哈哈
帮帮!!!
姐姐！
诶～又菜又爱玩儿
好帅！！
一起上分啊小羊
hi 老公
太帅了吧！
我无了，你的爱好我都有！！！
下次带上我
牛掰
好官方哈哈哈哈哈哈
小杨我爱你！
好好学习，天天向上
我要爱画画
我也是！！！
姐姐
我也是，一个人
我也喜欢一个人看电影！
太可爱了呜呜
姐姐给个姬会
哈哈哈哈哈哈哈哈哈哈
好官方
哈哈哈哈哈哈哈哈哈哈哈哈哈
帕梅拉？
哈哈哈哈哈哈哈哈哈
姐姐加油！！！我们永远支持你！！！
姐姐不要沉迷网络啊
自你开始，我要关注中国女篮了！
老公啊啊啊啊
好可爱好可爱
她太可爱了！
好官方啊哈哈哈哈
这篇2020年奥运会总结写的不错。
志同道合耶姐姐
好帅啊啊啊啊
老公
妈呀  才七个月
给个姬会的人员名单又+1
hhhhh官方发言
救命 又美又帅
嘿嘿嘿嘿嘿
七个月？！！
画画！！！
kb的帮帮！！！
帅
么么哒
凡尔赛来了来了来了！
美术生狂喜
我也我也
姐姐加油！！！
老公帅！
一个人看电影超爽！
一定
小羊
老公老公老公老公
老婆老婆
小羊太棒啦
哈哈我也是
棒棒！！
帅萌帅萌的
欢迎欢迎！！！
哈哈啊哈哈哈
好的宝
老公么么
我估计她已经看见好多视频下面的我可以之类的虎狼之词了哈哈哈哈
懂了，我现在就把十级考掉
老公！
爱了爱了
我直了
yyds
年初？
好的老婆
币有了
马哥健身厨房就很好
她是我的
救命哈哈哈哈哈哈
哈哈哈哈哈哈哈
好家伙2000+
救命好自律
小杨好可爱
太牛了
姐姐给个机会
名场面
小杨小杨
好棒好棒
真好看啊真好看
我也是
哈哈哈哈哈哈哈哈
2000+
好啦，妹妹的小电视可以安排上了
啊啊啊啊
哈哈哈好官方
好suai~
棒棒
杨舒予•色气向
相信你自己！
你好官方啊宝
俺也是
我也是
靠
剪过姐姐的up们连夜逃离地球
老公！
小姐姐太帅啦
我也喜欢！
我也一个人去看电影
这段一定在读稿 哈哈
太帅了
老公！！！
帅！
哈哈哈哈哈好傻呀
我直接自信 嗨老公
老公就是帅
老婆
好官方hhhhhh
老公，嘿嘿，老公，
一样
才七个月？？？
不准背稿！
给的姬会
辛苦啦
很优秀啊
hello
老婆我爱你
姐姐好帅！！
三人篮球七个月，之前五人嘛！
我也是！果然美女都是一样的！
哈哈哈哈哈
老公
姐姐！！！
好几次全场包场看电影，那叫一个沉浸式电影体验
哈哈哈哈哈哈哈哈哈好官方
老婆！！！！！！！！！！！！！！！！！
哇靠靠靠靠靠靠靠
我也喜欢一个人看电影
叫上我一起啊（害羞）
老婆老婆
兴趣好一致！！
把小号交出来
才七个月！？好牛！
老公
老婆再见
帅
人体骨架（
hi老婆
老公和我看！！
姐姐给个姬会≧﹏≦
我也是
鼻孔也可以
我直了
太厉害啦，你们好棒！
我也喜欢一个人看电影
百万up主冲
帮仔！！！！
和我一起看就不会孤独了……！
小杨加油！！！
好官方
我可以！！！！
我也一样哈哈哈
姐姐好官方哈哈哈哈
老公
我也喜欢自己一个人，四舍五入老公喜欢我
DO到你反艇
为啥普通话那么好？
昆明姑娘着实板闸
老公
老公
小羊宝贝！
老公！！！我的老公！！！
帅哥多拍vlog！
啊啊啊啊啊啊啊啊啊啊老公！！
小羊加油
宝贝
棒棒
哈！
把稿子给她拿走
厉害
hi 老公！
皮肤未免太好了吧！
姐姐里刘浩存远亿点！！！
这是你的总结里写的吗？
姐姐好帅
我也喜欢一个人去看电影
哇我也是
B站是一个学习的视频网站
厉害！
懂了马上学画画
好爱你啊
看了三十多遍这个vlog了
老公好帅！！！！！！
哈哈哈哈哈哈哈哈哈哈哈
厉害
太厉害啦
完了 希望她没看到什么不该看的
老公！！！
哈哈哈哈哈哈哈哈哈
加油，看好你呦
一键三连走起
妹妹 给个姬会
啊啊啊啊
老婆贴贴
姐姐带我
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
好帅好帅好帅呜呜呜
好帅啊啊啊啊
妹妹超级棒
好厉害啊小杨
加油加油宝贝儿
下次我陪你去看电影
卧槽7个月?
哈哈哈哈哈
一天不到，小杨都15万粉了，优秀！！！
哈哈哈，背课文呢吗这是
好帅
绝
贴贴
啊啊啊啊好好看，我听不清内容了！
两声枪响至今余音缭绕
妈呀 我也想学剪辑和摄影
小羊好好看
小羊的眼睛太好看了5555
老婆你好帅啊呜呜呜！！！
太好看了5555
人老师的画嘛
小羊眉眼弯弯的，真好看
老婆老婆老婆
5555真的好好看
啊啊好快就11w粉
小羊也太厉害了
小羊的眼睛好迷人
姐姐
学习
好想rua小羊的头发
是不是备好稿子了哈哈哈哈
怎么回事，我怎么这么喜欢这些女运动员
哥你好帅doge
老公好官方哦
好棒
我也喜欢画画！！
老婆老婆老婆
我也是，我们果然命中注定的一对
我们可以一起
你好可爱！
响指就是魔法！！
老公我也喜欢一个人！！！我们太配啦
老公！！！！
哈哈哈哈哈哈哈哈
姐姐好可爱！！
妹妹加油
大美女啊prpr
小羊 币有了
我直接嗨老公
老婆
好官方啊
加油
我也很喜欢 很棒很棒
我也是 超爱一个人看电影
其实可以不用这么官方
好帅帅帅帅
姐姐我直接弯成蚊香！！！
这不就是赛后小作文嘛
？？？？
好帅！！！
老公你好帅
好官方哈哈哈哈哈
姐姐太帅了啵！
我也喜欢！
加油呀小羊
给个姬会
哈哈哈哈哈哈哈哈哈哈
可以跟我一起打吗
好认真
是在背稿吗，哈哈哈哈哈，太可爱了
hi老公
oh可爱的小羊偷瞄提词
妹妹你好，我是你的新粉丝
训练以外喜欢耍帅
小羊好可爱啊啊啊啊啊
可爱
哇呜同款表情包
老感觉哪里有点像小K，说不上来，小羊我好爱，哈哈哈
我最爱一个人看电影啦
加油加油！！！
才7个月就这么厉害啊，牛啊
姐姐超级棒啊
！！！！！七个月！！！
好可爱哈哈哈哈哈哈哈
曼巴
哈哈哈哈哈，官方总结汇报
老公
爱了
老公！！！！！！
老公您好帅！
加油！！加油！
赛后发言
好羞涩
眉形和眼睛太好看啦
老公！！！
抱抱宝贝
小羊是丹凤眼诶
你好官方呀
要不一起呗
好棒呀
小作文写的不错
好官方，你原来是背好了
老婆老婆漂亮老婆
啊啊啊啊越看越帅
老公辛苦了
试过，真的很不错
给个姬会
没事，有我呢
《官方>
官方羊太可爱了啊啊啊
救命 宝贝你好棒
帅
欢迎小羊！！
好全面
我也喜欢
好官方
我也超级喜欢一个人看电影！！！
哈哈哈别这么客气想说啥说啥
我怀疑你坐在球上孵蛋
又帅又强
喜欢你！！
我也喜欢！老婆！
好厉害
小羊！！！！
老婆
往下看是在看稿子吗哈哈哈
我爱你呀
我爱你宝，
多多更新，不要咕咕
老公！！
好帅啊c
俺也一样
小羊加油加油加油！
别看完蛋了哈哈哈哈
哈哈哈和vlog一样的放屁特效
小羊要多发发自拍和Vlog 
姐姐我可以
小杨好爱！
多发一点打篮球的视频教大家健身
妈妈我和奥运选手的兴趣爱好一样
头发duangduang的
又漂亮又帅我好宣你啊！
我也是哦！
对！一个人看电影超爽！
宝贝子
耶!
好帅！
老公！！！
很喜欢
肌肉绝了
久命好帅
鼻子也阔以！！
帮帮！！
老公！
看王冰冰！看王冰冰！
总所周知，我是酷盖
我勒个去！！！
大家快把衣服穿上！！！！！
懂了，篮协领导叫你开账号吸引大家的眼光到女篮上的~~
我也喜欢画画
小羊啊啊啊啊
你的话太官方，都不说想我（狗头）
帅美
绝了
姐姐给个姬会
新老公哈哈哈
小杨一天涨了16万粉哈哈哈哈哈哈哈
姐姐你好酷
念台词嘛
俺也一样
端水羊
姐姐好厉害哦
我一个人去过，为了用电影卡里的钱
贤宝宝既视感
真的？！！！
啊啊啊55
惊现帮帮！
就说嫁不嫁
帅
这次一定!!!
可可爱爱
家人们被发现辽
小杨
hi 老公
反正也看到了就都藏着掖着了，姐姐给个机会
我杨这吸引力啊啊啊啊啊啊啊
姐姐太牛了
啊啊啊啊啊啊和我杨重合度好高好开心
我也是！一个人看电影
看约稿笑话柠檬头吗
？？仿佛总结结尾哈哈哈哈
你怎么这么可爱啊崽崽呜呜呜
是的感谢支持！
呜呜呜呜呜呜
我也是！！！
巧了，我也喜欢，咱两命中注定天生一对
老公老公
好帅啊
关注你
噢说错了，是帅气妹妹贴贴
姐姐亲亲
背稿子背的真好（dog
帅姐姐！！！！我爱你！！！！
哈哈哈好可爱
啊啊啊啊ysy
