看到最后面真的有点难顶
《断了的弦》
卑微
3.08
在3.08
3.08不用谢
你们听我说
3
3.07
3.07
影响训练然后喊了一首惊雷
这不吵这aix训练？
有人
像个沙口
卧槽真泪目了
回不去了
好卑微
乐言是这样的啊？亏了还挺喜欢他的
bz这真的悲情
《打比赛》
有人
有人有人
难遇良人bzzb
我寻思Doinb不比你超啊，怎么别人能吊打你xly
白眼狼
虽然很悲伤但4.5还是想笑啊
有在连麦吗？
泪目
唉
愉悦送走
我沉默，你的话也不多
这也太扎心了
泪目
泪目
泪目
单口相声
可爱女人
指挥上了？
又被背刺了，哎
看着挺心酸的
很喜欢乐言直播间里的一句话：伊拉克帅哥是谁啊？能不能不要蹭我乐宝热度
恶心人玩意儿
我突然释怀地笑
我怕影响训练。
泪目
hhhhh
小丑
嗫嚅的嘴唇
泪目泪目
卑微
属于地上的
泪目
断了的弦
泪目
哦哦
哈哈哈扎心了老铁
乐言滚出lpl吧
泪目
泪目
断了的弦
可爱女人
可爱女人
可爱女人
杰伦驻唱，专业点歌
我受不了了
沙口
哈哈哈哈哈哈哈哈哈哈哈哈哈
《有人》
当时相信他未来可期我也真是个沙口
泪目
炫炫炫炫炫炫炫炫炫炫炫炫炫炫炫炫炫炫炫炫炫炫炫炫
泪目
卑微
谢礼物不是很响吗
传世经典
恶心的嘴脸 这个壁乐颜
真的恶心
傻傻分不清楚
？
可爱女人
好家伙 1016人正在观看 都是饭堂来的吧
好高的情商
这是以前
像个小丑
言哥现在是带明星了，怎么能跟不够档次的人玩，还老提我落魄的时候
但是细节好啊
《有人，训练，说话》
泪目
我哭了
你没死马?我ciao
泪目
这歌就离谱
泪目
我哭了
我受不了了
影响训练？
卑微
》有人
现在舔冷少舔得更舒服
泪目
泪目
说情商高给整笑了嗷
就这血量还让人q
哭了
哦哦哦
强颜欢笑
回不去了
哭了
泪目
《有人》
我的世界，你不在里面
王子老卑微了
唉看着有点心酸
贫困同乐，富贵无言
吐了
回不去了
泪目
这不是对明月桑说的?
白眼狼喂不熟
泪目
gg
泪目
泪目
泪目
“也曾沉溺于其中梦话”
你再骂？
单口相声
回不去了
泪目
找话题，太悲哀了吧
李庄白肉是那道菜的名字
好活
他不欢迎你
你的
好了，梦醒了
也曾沉溺于其中梦话
阿秋最好吧
21-5-5
泪目
这波舔狗的逆转
破防了
02年的也玩不过
想冰了
沙口
泪目
回不去了回不去了
这才是伊拉克帅哥
泪目
上午还看见上午还看见有人说豹女是冰凡
这TM眼瞎
haotian
我的感觉，你已听不见
做人不能太乐言
回不去了，以前是真的，像lbw那样，只不过后来变了也是真的
甜甜甜
当时他在ig拉跨了，拼命在弹幕里跟黑他的人对线的我像个沙口
这龅牙眼镜就离谱
泪目
好活 给我整泪目了
？？？？？？？？？？？
好 兄 弟
……真的好尴尬
有人！
我们之间少了什么不说哎呦
《痛苦面具》
忍不住了哭了
回不去了
别拌了，真不熟
别拌了，真不熟
意识到了什么
泪目
毕竟冷少又是职业选手，还是阔少
哭了
想不到杰伦的歌这么应景！杰伦强啊
哭哭哭
bzzb为什么要承受这么对
好一个忘恩负义
乐言排位确实牛逼。。当时真的中路栓条狗都能赢
笑声盘旋半山腰，随风在飘摇啊摇
别吵着Aix训练嗷
这bgm太应景了
泪目了
不看了 难受
甜甜甜甜
期待vg被摁死剃光头
可爱女人
泪目
害
我了解 离开树的叶 属于地上的世界 凋谢~
像个沙口
我不喜欢艾克这个英雄。因为他的大招是回到过去。
bz遇到的都是狗
我的指尖 已经弹出茧 再怎么接音都不对 你的改变我能够分辨
再怎么接音都不对 你的改变我能够分辨
我们之间少了什么 不说 哎呦
我的指尖 已经弹出茧
泪目
卑微仔
难顶
这bgm就离谱
《有人》
aix给我把乐宝摁替补席上
歌词完美
泪目
哈哈哈
哈哈
影响训练？
随缘标
泪目
为什么这样子
乐指导
泪目
阿斌
你这英雄怎么没有q
哈哈哈哈
雷姆
破防了
破防了
坏坏的让我疯狂的可爱女人
雷姆
确实
小丑
真有你的，卢倔
可爱女人
泪目
死了个弟弟
哈哈哈哈
有点过分讲道理
泪目
我自问自答，想一个傻瓜
泪目泪目
无耻
一路向北
这也太搞人呢
难受难受
毒毒果实带恶人
人要有良心
泪目
回不去了
我哭了
断了的弦
前排提醒：以下为双排语音
这真有点难受了
有人！
哭了
就你那比赛还用影响？
回不去了
乐言一生黑
白眼狼
明知故问
我笑了
变化太大了吧 这也
兄弟们，我破防了
妈妈同意这门婚事
被限流了
感觉被限流了
深海鱼biss
泪目
。。。。哎
葛炎拌面
gun
替补影响训练？
握草！！！恶心死了
泪目
龅牙掩饰悲伤！！！！！！！！！！
泪目
泪目
哈哈哈
空了好多q
还有洗乐的？疑惑
被限流了
我特么真的佛了，这么忘恩负义的吗
哈哈哈哈哈哈哈
泪目
确实
回不去了
有人
乐颜妈尸体在旁边呢 黑子别尬黑!
《有人》
泪目
？？？
一路向北和断掉的弦，这两首歌真是绝了
这是多久以前的视频？？
我听不到！
白眼狼
断了的弦
有人。宝弟不是人
真尼玛恶心到我了
乐言，乐言，贫穷同乐，富贵无言
有人
周杰伦就离谱
悲情男人粱治病
IG内部人传人
哭了
还是无法留你在我身边
IG内部人传人
“有 人”
再看看现在 唉
泪目
害
泪目
他
他02的我玩不过
高情商的笑死我了 反讽？
乐饱这q
劫为了凯隐的未来费劲千辛万苦把凯隐送出了影流，几年之后，回来的却是拉亚斯特
这怎么像在打比赛
泪目
孤儿
别放了别放了
鼻子酸了
泪目
21*5/5
泪目
蕾姆
可以啊，你随便点吧
像个沙口
周杰伦御用歌手带恶人 离开又鱼的季节
我实名表示受不了
？？？
泪目
泪目
笑得跟哭一样
像个沙口
这话不是很多吗
哭了
知恩不图报
难受啊
周董的歌总是让人有感觉
Q都会Q歪来
别放了，看不下去
想骂人了
把她奶奶沉默了就能打
别这样(卑微）
我已经开始泪目了
痛苦面具
泪目
bzzb老倒霉蛋了
回不去了
乐言这都一句话不回的啊
啊这
泪目
我的感觉 你已听不见
我突然释怀的笑
你的转变 像断掉的弦
死了个最帅的
杰伦永远滴神
哈哈哈哈
他02年的，做人真的可以的
单口相声
泪目
多亏了乐的指导
乐言
泪目
bzzb
《一路向北》《断了的弦》
歌词太离谱了
断了的弦
提醒一下：以下画面可能引起不适 
哎
你的转变
这是以前吧
0±2
确实，别影响了A师傅训练
高指导？乐指导！
沙口
泪目
小丑
泪目
100w 播放助力 十刷路过
有那味儿了
真的不知道为什么会这样子
可爱女人
真恶心
他02年的，我玩不过他
6.6
泪目
像个沙口
泪目
泪目
泪目
。这也太。。。
可爱女人
有人
有人
有人
这bgm就离谱
前面的，高情商应该说的是以前
阿雅
这尴尬的笑，泪目
破防了
泪目
？？？？？小乐言一生黑
bgm:可爱女人 周杰伦
甜甜甜甜甜甜甜甜甜甜甜
恶心恶心泪目
不忍心看到两只兵被这样对待 真的太过分了
想回到过去，试着抱你在怀里
每天一遍
炫狗孝子急了。
乐弟
被限流了吧
可爱女人
眼石？？？
完美搭上
我突然释怀的笑
僵硬的笑
吃水不忘挖井人
泪目
卑微
525252
当初刚进LPL还双排
比赛
为什么这样子
泪目
恶心人
哈哈哈
离谱就……
泪目
《惊雷》
曾经
破我防了
弹幕好像被清过了
这是以前
看哭了
leyan未开可欺
道不尽的物是人非
别乐了 真不熟
泪目
《有人》
泪目
怎么再弹？？
泪目
?
这就是兄弟情
哈哈哈哈、
哥们懂了
断了的炫
泪目 周杰伦破防
哈哈
这不挺好的吗？？？
乐哥
我沉默  你的话也不多
bgm应景
一切饭圈行为都是nt
泪目
可愛女人
《有人》
泪目
泪目
55555555
算了吧，还抬到了不属于它的位置
泪目
泪目
害…
自问自答
《这把我们怎么赢的》
卑微
这里已经被晾很久了
帝国的背叛
对哦影响训练怎么办
断了的弦  再弹一遍
帝国的背叛。。
泪目
帝国背叛
杰伦杀疯了
难受
这个卡点实在服气
谢礼物那么大声不影响？跟母狗说话不影响？
读弹幕就不影响比赛？
龟龟
类目
热门
有点难受
泪目
泪目
李庄白肉？
有人
影响训练
百万助攻
叛忍
你欢迎了他不欢迎了
泪目
反语的记得加狗头
有内味了
那时候还在斗鱼
回不去了
百万播放了！
泪目
断了的弦
我哭了
泪目
泪目
饭堂来的
断了的弦
。。。。
……经典自问自答
周杰伦杀疯了
泪目
他好像条狗啊
泪目
3.08
不好吧
泪目
有人
我突然释怀的笑
《有人》
doinb？
左下角毒毒果实
沙口
H哈哈哈哈哈
破防了
类目
可爱女人
可爱女人
兄弟们把公屏打在泪目上
笑的像个孩子
小丑
听我说？听高指导说！
太ex了
杰伦鲨疯了
泪目
泪目
友人a
泪目
唉
唉
泪目
感觉要哭了
《 断 乐 的 言 》
《 断 乐 的 言 》
泪目
二刷
？？？
泪目
这句话是真的nc
泪目
像个小丑
98年的玩不过 02年的也玩不过
可爱女人
真的泪目
泪目
弹幕被清了？
这叫情商么，这叫奉承
沙口
喂喂喂
我突然释怀的笑
毒毒果实哈哈哈哈哈哈哈哈哈哈哈，恶心过小C
再看一遍
心酸
泪目
影响训练
沙口
可以啊，你随便点吧
神级配合的bgm
什么梗？
自问自答
没限流有一千万了真的，我爹妈都知道xly啥b了
8个Q中了一个
周杰伦永远的神
泪目
回不回去了，回不回去了
回不回去了
回不回去了，一切都回不回去了
《有人》
泪目
有人
断了的弦
泪目
人心善变，但不能忘本。
曾经的可爱女人，如今的断了的弦
回不去已经
回不去了已经
泪目
泪目
泪目
哈哈哈哈哈哈哈哈哈
你看他好像一条狗啊
《有人》
泪目
真实
bgm太搞了
惊雷怎么没剪进来
睿站又限流了，首页都撤下去了
当年你不过是给了我一块饼，大不了我还你
都给我哭
看泡芙直播最吵的就是乐言  真的变了
泪目
我哭了
泪目
《有人》
泪目
leimu
苦涩
情商
泪目
这bgm就智能的离谱
这个人好像一条狗啊
泪目
泪目
泪目
有人
自问自答
泪目
回不去了
觉得甜的现在快退了吧。。
贫苦有乐，富贵无言
《有人》
贫苦同乐，富贵无言
有人
两只兵你骂他啊 草
泪目，真鑫受不了
泪目
走起来之前说方哥唱歌像杀手，走起来之后说方仔长得丑！
嘻嘻
这还是在斗鱼的时候啊
《有人》
有人
这歌词就应景的离谱
杀口
感谢地心引力让我遇到你
卑微
我像个沙口
哎
我沉默，你的话也不多
我们之间少了什么不说哎哟
注意这是以前
华为不卡
十个泪目九个笑~
我破防啦
hhhhhh
回不去了 回不去了
哈哈哈哈哈哈
空气人
好BGM
有人
哪怕中一次
泪目
确实是
谢礼物的时候声音很大啊
豹女标自己玩玩就知道好不好中了
有那味了
他02年的，你玩不过他
像个沙口
泪目
泪目泪目
我寻思他不是替补吗
泪目
弹幕没了?
然后摸到了取卵器
18年
泪目
有人
一贵一贱 交情乃见
我这个英雄怎么没有q
回不去了
看不下去了 要哭了
:-(唉:-(
感觉要哭了
泪目
回不去了
泪目
哭！！！！！
泪目
回不去了
极限卡点
贫穷同乐，富贵无言   乐言
乐言 你没有心
《泪目》
贫苦有乐，富贵无言
乐言职业打的也不是很好啊 搞不懂 不是被IG踢了吗
为什么这样子～
峡谷倒霉鬼
泪目
真尼玛离谱
类目
泪目
泪目
这Q真就这样
在现场
我怕夏洛误会
你在教我做事？
《万一影响比赛》
真不熟
心酸
我哭了，你们呢
这笑容。。。
有人
甜甜甜
笑死我了
《有人》
沙口
我怕他误会
离谱 这乐言不是个人
泪目 
眼泪不知觉流下来了
热门了
绝了
不说话影响训练
小乐言做人真的可以的，小丑一个罢了
这是乐颜没火之前
泪目
泪目
这是过河拆桥吗？
泪目
我沉默你的话也不多
真以为自己职业了看不起以前的兄弟吗
泪目
心酸
泪目
以为自己是职业了忘了之前兄弟吗……
忘恩负义
忘恩负义打出来。兄弟们
《过年外卖》
泪目
性格如此
乐言一生黑
经典自问自答
泪目
有人
你在教我做事?
泪目泪目泪目泪目泪目
它还有bz的5级粉丝牌
还是这种死亡回放呢
有人？
回不去了
限流了啊
不爱了
不变的周董
《有人》《有人》
有人
贫穷同乐，富贵无言
破防了
泪目
泪目
泪目  
还在斗鱼呢
忘恩负义
真有点心疼
好心酸
忘恩负义未来战士
斗鱼52一直在
狗
回不去了
我沉默，你的话也不多
泪目
这是以前的
Aix把你压在饮水机
豹女q就没中一个
泪目
来首惊雷就没问题了
曾经
我看哭了
回不去了
泪目
太吵
回不去了
哈哈哈哈哈
哈哈哈哈
类目
《影响训练》
泪目
泪目
这里最扎心
回不去了
快走
叛忍妹有好果汁滴
《尴尬的吸鼻子》
回不去了 回不去了
泪目
泪目
泪目
我突然释怀的笑
断了的弦
破防了
隔壁FPX砸桌子都拿了冠军
有人
哈哈哈哈哈哈哈哈看到毒毒果实了
有点事
泪目
有人
泪目
wuwuwuwuw
帝国の上忍
真哭了
泪目
这播放量涨的就离谱
泪目
盆栽的BGM
贫苦有乐，富贵无言
这BGM离谱的不能再离谱了
流水的梁志斌，铁打的周杰伦
没Q技能的
泪目
回不去了
这就是断了的弦的mv么？i了i了
欲言又止
蕾姆
泪目
经典单口相声
卧槽
漂亮的让我面红的可爱女人
温柔的让我心疼的可爱女人
透明的让我感动的可爱女人
坏坏的让我疯狂的可爱女人
杰伦破防了
他现在也不火啊。而且菜
《有人》
苟富贵，勿相忘
02年的，没人教你做人？
我现在有点怀疑是不是虎牙整的活了
苟富贵，勿相忘
离谱
泪目
毒毒果实
哭了
有人
泪目
好尴尬
有人
泪目
我哭了
泪目
泪目
有人
别杀了
这不是挺好的吗
这限流就离谱
泪目
还是无法留你在我身边
a师傅让你上了?
有人
周杰伦 绝了
可爱女人哈哈哈哈哈哈
A师傅干碎ly
BGM应景了
周董好评
哭了
我要急了
有人
我是酸狗
哭了
回不去了
泪目
有人
lm
类目
我饱了
驻唱歌手周杰伦见证了在一切
leyanbiss
回不去了
乐言不行啊
泪目
蕾姆
说到底乐言只是个碰巧打上职业的问题少年罢了
哦
？？？？？？？？？
乐言最近又和冷少一起排了，这个人有点东西啊
泪目
这该死的bgm
泪目
我哭了
有的饭，再怎么拌也还是生的
回不去了
忘恩负义
leimu
泪目哭了
哪里限流了?游戏分类第二
我们不欢迎
有人
泪目
回不去了
泪目
泪目
睿站又限流了
真尼玛难受，恶心
类目
泪目
有人
《有人》
6
刚开始这个是之前的老视频
男的女的折磨
泪目
泪目
破防了
泪目
《有人》
坏坏的让我疯狂的可爱女人
的
《训练》
别杀了 别杀了
回不去了
断了线的
回不去惹
有人有人
哦
做人不能太乐言
我的感觉 你已听不见
你的转变 像断掉的弦 再怎么接音都不对 你的改变我能够分辨
泪目
我沉默 你的话也不多
泪目
你的美 已经给了谁 追了又追 我要不回
别说了
断了的弦
QAQ
《你是孤儿吗》
好家伙，这豹女中一镖啊
回不去了
泪目
贫穷同乐，富贵无言
泪目
真的哭了
离谱
泪目了，真不熟
这一段爷看了不下四遍
《有人》
泪目
这么白？q都不会？
bgm真的应景。。。
沙口
！！！
那会还是斗鱼忠犬 之后就 成了叛忍
泪目
像个沙口
泪目
害，这感觉确实挺难受的，现实里也有这种
回不去了
害
泪目
破防了 泪目
看哭了
帝国の背叛
这是以前
大佐落泪
有人、
梁志斌别笑了一年也不搞笑
可爱可爱
哈哈哈哈哈哈
？？？
背刺
这乐言中过q？
这是以前了
难受
乐言乐言，患难同乐，富贵无言
回不去了
弹幕清过了？
断了的弦 再怎么练
泪目
泪目
回不去了
不熟
蕾姆
bgm太顶了 都卡点了 
李庄白肉复刻，leyan姓卢
leyan直播间走起
这里笑的是真的开心
我必冲烂乐言
真哭了
这播放量两天就一百多万，离谱
不多说了，aix加油
请你回头！我会陪你一直走到最后
回不去了
饭圈就好好追追饭圈的星不行吗，最后的爱好都来肮脏
《有人》
你的转变，像断掉的弦
感觉要哭了
这就是男神乐言吗？
泪目
不是看不起以前兄弟，是看不起以前恩人
泪目
BGM鲨疯了
我突然释怀的笑
有人
？？？？？
这里好像大雄啊
每次bgm都应景 一绿向北 断了的弦 周杰伦好兄弟
有人
？？？
真泪目
你没有比赛了，就替补去吧
真哭了
这视频才100w? 才3.9w赞？
<<有人>>
豹女q的真歪
忘恩负义
断了的弦
泪目
这是乐颜发挥很不好的时候
马德，那个什么狗东西小乐言，是真的尼玛的上天入地，忘恩负义，还不自知，自以为是的一个不知道是什么，反正不是人的东西
马德小乐言
杰伦，永远滴神
尼玛小乐言
狗东西小乐言
狗？好像被冒犯到了
狗
我突然释怀的笑
泪目
（有人）
A师傅给我杀
回不去了
沙口
原来不是最坏
youren
泪目
好活
真是有、想吐
我王思聪实名制接受不了
确实段了
泪目
泪目
s
欲言又止
乐颜老白眼狼了 打几年职业膨胀了
？？？？
还好乐言去了vg，没有继续祸害ig
忘恩负义
忘恩负义
苟富贵，勿相忘
这句快闪现过去？就离谱
蕾姆
真有你的P言
泪目
还 活 着
哈哈哈
被乐言恶心到了。
21-5的豹女
真的哭了
泪目
两级反转
玛德gdx
炫神
残酷
装起来了
