纯白花嫁
记得有个电影叫 地久天长啊，里面的因为参加黑灯舞会跳舞就被抓起来了
可能在当时是有效甚至完美的，但随着发展，总有一天会推出刑法的舞台
？？？
其他重音
边吃午饭边看
别骂了别骂了~
罗志祥该咋判
中山大学王教授瑟瑟发抖
?
地久天长
暂时流氓
当年严打之前社会太乱了
老师好
万能罪
其实根本没有物证 敢深究的话绝对是冤案
有大司马内味了
。
该
细说细说
艺术品啊！
这。。
？？？？？？？？？？？
惭愧惭愧
啊朋友再见
我慌了
地久天长里面有当时看不懂。。。
杰克肉丝风评被害
6
老师好
害怕，要换个地方发弹幕了····
那时候进黑歌厅都可能被抓
白嫖算不算流氓
害怕
害，每个时代都有啊
/????????
????
??
铁门铁窗铁锁链
这个过了
？？？
有被冒犯到
我帮我朋友看看
老师好
老师好
啊？这!
这
水分很大
惊了
这就是律师的作用，法律虚无主义太恐怖了
我有个朋友想了解一下，所以我来了
陈刀仔用20块赢到3700万
手动艾特罗志祥
老师好
乱喊老婆也是流氓罪
跳个广场舞进去了……
？？？？
我朋友说他很害怕
害怕
害怕
莫须有的罪名
朱老总的孙子
现在也要
嘶。。。
啊这
亮亮
多人运动
淦！
是哈哈哈哈
？贱妇？醒醒，大清亡了一百多年了
我帮我集美看看
66666
？？？？我没懂这个罪危害到谁了至于判死刑
翔翔
Awsl
？？
牛皮
打扰了打扰了
枪毙都不少
啊这。。罗老师前辈呀！
这
@罗志祥
555
有个电视剧里好像就有这个情节
好惨
三人以上两性 那我三人以上单性就不是喽
老师好
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
罗志祥=流氓罪
我的朋友表示很慌
过于荒谬
ndy
确实
？？？？？？
@罗老师
问号举报了
卧槽
安定的手突然就不安分了
.9
跳舞应该就是单纯的跳舞吧，我觉得，毕竟那时候很离谱
耍流氓。
好猛啊
现学现用
泪目
马达拉:你也想起舞嘛
干  好  事
跳舞？？？？？？？？？？？
别骂了
八三年严打
拷起来！
？？？？
你也想起舞吗
罗志祥：对的，是我要她干的
啊？这
？？？？？？？？？？？？？
最坏的时代
荒唐啊
有兴趣的可以去搜搜严打的起因
???
法不溯及既往啊
扩大化，某些人常用套路
卧槽？
噢?
几百个？？？
勿谓言之不预
？？？
按照这个标准，我的一个朋友是流氓
超级运动
？？？？
莫须有
我不是
注意这里是先后
老师你高估我了
哈哈哈哈
？？？？
懂的都懂，不懂我也不多说
老师好
广场舞鞭尸
广场舞当场去世
安全滴很
要从方式实际背景去考虑
时代变了
时间刺客
牛     忙
这就离谱
赶紧删除网页记录
人治的法制
保守不等于“封建”
要是在当时我估计要枪毙五分钟
老师好
百人斩
我不是，我没有，别乱说
可能你们的女朋友就被抓起来了
我这个零零后居然听过
有女朋友的全抓走
泰坦尼克号
罗志祥觉得很慌
牛逼啊
？？？。？。？？？
我有一个梦想，就是成为**巨星
广场舞不能随便挑啦
你在骂
我不是，我没有，你别瞎说
这法律就牛B了，荒唐荒唐
跳舞死刑可还行
老师好
开课前先把眼镜带好
要不来一个负面流量罪
害       怕
罗志祥直呼同行
滑稽
卧槽
迟志祥
变老之后现在在跳广场舞
害怕的兄弟把害怕打在公屏上
害怕
你再骂！
张三：你快骂我
全员流氓
是先后发生关系不是多人运动啊，人家谈恋爱发生关系…
？？？？？？？？？？？？
百人斩
别骂了
？一半大学生被抓
老师好
管天管地
你想跳舞吗
那时的中国太保守了吧
哈哈哈哈哈哈哈哈哈
我朋友说很好奇
唱歌的不是迟志强是翟惠民
罗志祥过来
依法废国
男人就可以随便侮辱？
这为什么叫法制倒退？之前的判决合理吗？法律是要根据物质条件更改的
氓只是抱布贸丝罢了
保护
我不是我没有
虽然荒唐，但是看是什么跳舞了，我觉得有些舞蹈就很低俗，这种东西也不值得传播吧
那现在全国一群人都得判流氓罪
枪毙的好
?
@罗志祥
老师好
服了
？？？
整车的拖出去枪毙
？？？？？？
一个蹦迪引发的血案
这？？？？？？？？？
我记得当时是严打
劲舞团团灭
都是流氓？
笑死了
问就批斗
完了我要死了
死刑Disco
害怕
不用解释了！没有用！你在骂我！我要告你！哼！！！！
老师好
流氓地痞
罗志祥进入直播间
？？？？？？？？？？？
街上看多两眼小姐姐都犯罪
应该问有多少人不被抓起来→_→
这是艺术啊
还好我都加密了
哈哈哈哈我朋友很慌
改  革  开  放
怪不得现在那么多人跳广场舞，憋坏了吧
？？？？？
？？？
无痕
我没有我没有
广场舞
当时没有手机
现在也需要
北郊
当时的社会风气太差了，矫枉必须过正才有效
我摊牌了，我就是张三
你要跳舞吗？？？？？？？？？？？？
我是班长，我认罪，七年就七年吧/doge
给朋友辅导？有问题拷走！（doge）
别骂了被骂了别骂了～～～
这就是后来死刑一般很严格的原因吧
？？？？？？？
我無法反驳
先后懂吗？不是多人运动
荒谬
？？？？？？
罗志祥？
嗯  我朋友会被抓起来
害怕
哈哈哈哈
怎么有那么多朋友呢？（狗头保命）
盲流呢
你再骂
啊这？？？？？？？？
?
？？？？？？？？？？
我门铃响了我不玩了!
来了
？？
快把我手机里的监控关了
放今天不就是蹦迪的在座各位吗(狗头护体)
？？？？？？
????????????????
罗志祥
我的妈呀
帮朋友看的
《你要跳舞吗？》
吼吼吼吼吼吼吼吼吼吼吼吼吼吼吼吼吼吼吼吼
老政委了
？？？
可以说这个罪就是穷出来的
法律可以溯及既往？这是破例了？好大的官威啊大人
我已经死了
你懂，所以你不懂
我的妈
绅士怕了
？？？？？不是吧不是吧不是吧
没错
？？？？？？？？？？？
我傻了
你没见过的船新版本
有点NB
你再骂?
？啊这
黄字无中生友???
罗志祥，2020《新铁窗泪》
那时候以谈性为耻，以生孩子为荣，这不很矛盾吗
严打
真的cpdd？？？
我承认了，我是大流氓
因为我不懂，所以我懂
离谱
罗志祥危
你再骂
天哪、
封印解除
现在那群人都跑到广场上了
我不针对谁，在看的各位都是流氓
omg
我人傻了
老师好
咳咳
？？？
？？？
呼格吉勒图
这么太猛了
墙裂要求枪毙罗志祥
@猪皮
老师好
注意“先后”
渣男渣女必须死(态度)
罗老师好像黑眼圈有点重哎？要注意休息啊
这个就厉害了！！！！！！111
帮好友王zy看
魔幻国家
？？？？？？？？？
我不是，我没有，别乱说
精舞门团灭
确实哈哈哈
拷走拷走
惨
哈哈哈哈哈哈哈哈
啊
？？？？？？？？？？
乱世用重典 用重典遏制不良风气
那我没有233
那个年代太乱了  用重典
没有张某？
我是绅士
把这手机上交在当时我能不能进中科院？
离谱
完蛋了
卧槽前途无量
老师好
我没有，我不是，你别瞎说啊！
太可怕了
铝青年
罗 志 祥 
老师好
广场舞大爷大妈瑟瑟发抖
开放
单身狗笑着笑着就哭了
啊？
？？？？？？？？
我帮朋友看看
为何我听到这开头旋律就觉得好好笑……
广场舞怎么说
《现汉》：原指无业游民，后来指不务正业、为非作歹的人；指调戏妇女等恶劣行为
主要是在打击小资
害怕
我犯罪了！？
？？？广场舞前身就这么被团灭了
我不是，我没有，别胡说
害怕
握草
现在也该这样
？？？？？？？？？？？
刘备 曹操
诸葛亮
啊这........
你再骂
流氓就是百姓（文言文
处理不了下岗人员和知青回城，只能搞这个
我不是我没有别乱说
您再骂？
跳舞都有罪？、
大型粉丝抓捕现场
危
罗某进入直播间
帮朋友看
是我
重点
我有工作
我朋友很慌
别骂了别骂了
哈哈哈哈哈哈哈
我不配
你再骂
你会，其实你不会
我好像是...我不是，没我事
无中生友
害怕
铁门，铁窗，铁锁链。
我来替我朋友看看
？？？！
这都行？？？
天哪
卧槽
回想宿舍的兄弟
老师好
法律公信力大损
罗志祥
害怕
我朋友躲在被窝里瑟瑟发抖
广场舞大妈
你要跳舞吗？？
西安人瑟瑟发抖
能发生这种事
哪个年代太乱需要严打
好猛啊
偷了两盆花被判了好几年
我认罪
我听过这歌
啊这
对对对 天长地久里有
至暗时刻
没死过
白嫖也是流氓罪
好！
不明确
臣卜木曹跳跳舞也不行
啊这
故意造人罪！（滑稽）
还能这么玩
为什么啊啊啊啊
无业游民？
？？？？？？？？？？？、、、
woshi
罗志祥
女流氓？？
哈哈哈哈哈哈哈哈哈哈
铁门啊铁窗铁锁链
???
刚刚在圆圈正义里看到
不，我是有文化的流氓
？？？？
死亡之舞
把你们的黄色问号都收一收
？？？？
？
？？？？
来和死亡跳支舞吧
哈哈哈哈哈哈哈哈    危 我 危
wg刚结束，法革又开始了，上个世纪真乱，当然10年以前也很乱
无中生友
严打不是犯罪率最低的时候，但严打一定是冤假错案最高发的时候
冤案
灰姑娘和王子统统抓起来
牛虻，虻的俗称，为中形到大形的种类，强壮而有软毛，通常称为牛虻。
你再骂！
按照这个法律得少多少欧洲画家
？？？
。+
有点恐怖
乱世严刑
乱世重典
我肯定没了
。。。。。
上班看视频 确实不务正业
就剩我没被抓了
陈宫，徐庶，刘备，曹操：感觉很爽
帮我自己看一看
立法者被戴绿帽了呗，发飙了
时间管理者点赞
毕竟当时社会各方面都比较混乱，公民普遍素质又不算高，只能这样了
这是ZZ手段吧
我是流氓？？？
危
？？？？？？？？？？？？？？？
《地久天长》中就有描述
朱老总的孙子不就是因为流氓罪枪毙的吗？
???????
可是那些个女性应该是自愿的啊，不就打的对象多么，但都是自愿的啊
我现在看罗翔的视频也是流氓成性了？
?
那些无期徒刑的到现在放出来没有？
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
好猛啊
才四年
？？？？？
炒粉？？？？
小猪
我帮我朋友听听
这是要搞人吧，打击的话上面就没人了
悲哀
老时间管理大师了
什么垃圾思想
尼玛
跳舞？跳死刑？
罗志祥
我跳个舞都得判刑
那三婚岂不是很惨
罗志祥
唉
伤害法制？查一查背景，当时什么犯罪率？
lspl
天长地久有讲这个
？？？？？？
不如跳舞
？？？
某位开国大佬的孙子就因为流氓罪被枪毙了？
当时谈一个npy之后不能分手再找下一个吗
活了这么多年终于找到了自己的定位    流氓
你你你你要跳舞吗
无业中，懂了，这就去自首（狗头）
看见你了↓
怪不得广场舞都是大妈，谁想去流氓
无业？！！！，再见（赶紧走，不然我就变成流氓了）
罗志强
自报家门，这没治
罗志祥表示很赞
woc
你们所说的朋友都是自己吧
？？？
现在这些酒吧啥的，放以前，估计全得毙了……
我有个朋友啊
注意，那时候的跳舞是打引号的
开局？
凭什么？
老亚洲舞王了
？
舞姿倒了……
听过 还有钞票
很过分
这可太好用了
巧了，我不会（滑稽）
B站流氓区
全员流氓
我有罪，我自首
年轻未婚男女跳个舞被枪毙，这是现代法律？
全员流氓
不愧是我
拿来凑数
你你你你要跳舞吗
处男表示安全
有病吧？
限制公权
寻 衅 滋 事
太荒唐了
鲍某进入直播间
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
？？？？？？
时间管理大师
好萌啊
我帮我朋友看看
我朋友
？？
雪梨枪
我猜当时的报纸肯定一片叫好吧
？
天哪
哇，太恐怖了
他在狂笑！！！！！！！！！
卧槽 跳舞都犯罪
（笑）
说的是先后，不是多人
？？？？？？？？？
流氓罪是不是为了搞定当年流行的黑恶团伙所搞出来的罪名
就离谱
片尾怎么没了片尾怎么没了
???????
要是现在还有这个刑法，全国监狱装不下那么多人
《芙蓉镇》
【罗志祥退出直播间】
发什么问号，好好听课
哈哈哈哈哈哈哈哈哈哈哈哈
我有一个朋友要我帮忙看看
一群无中生友
？？？
在座各位一人一枪不过分吧
《使用损害名誉的方法》
啊这
你们不要再打啦
成百上千张涩图，屮
心里一慌！
我不是，别乱说
美术生震怒
罗。zx？
啊这 我还真没事
广场舞？
马蓉
NIXIANMUA
啥时候回来？
这个也是看不清形势
每一个不曾起舞的日子，都是对生命的辜负【狗头】
弹幕都什么文化水平啊？“先后”的意思不明白？
建议查一查在华留学生的流氓罪
啊这…
我小学就调戏女同学，还好那时未成年
严打跟上千万待业青年挂钩
这是不是草率了点？
合着干违法的事都是流氓呗。。。
那会儿吹口哨都算流氓
都是流氓啊
右手被锁住了
就是想你死
??????
  ∵
额额额额额
哈哈哈哈哈哈哈，灵魂定义
？？？
我觉得没啥问题吧...
？？？？？？？？
在座的都是张三
找男的❀。。
我不会被抓
老师好
老师好
没有，还有好多流氓罪的在监狱里呢…
啊这
好猛啊
懂得都懂
因为那会儿风气不良，现在好多了
？？？？？
罗志强
bgm是啥
这……
炒糊了
张某
不如跳舞  学法律不如跳舞
紧紧握手 我以为手不会动啦 hhhhh
西安人瑟瑟发抖
铝青年
？？？？
罗志祥生不逢时啊（滑稽）
我去自首了兄弟们
天
？？？？
看过《地久天长》，真的是这样，朋友们在一起跳舞都不敢
估计被判了死刑
这叫好？
哈哈哈哈哈哈哈哈哈
流氓罪 就俩字 愚蠢
人的合法自由被侵犯了
女流氓
老师好
？？？
不以结婚为目的谈恋爱，都是耍流氓
罗志祥？？？？？？？？？？/
你再骂
我姥爷就这么进去了
手里捧着窝窝头，菜里没有一滴油
其他流氓活动是啥
老师好
这太恐怖了
是以现在的眼光看心酸（doge）
内涵我
人在家中坐，罪从天上来
卧槽
冠希哥
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
我不会
（来自后期的怜悯）
下面的字幕哪里有加引号的跳舞？
广场舞，我的天
罗志祥因有人查水表暂时退出直播间
老师
万金油罪
臣卜木曹，这太过分了吧
让你 “跳”
有被冒犯到，笑笑，有被谢到
6
手里捧着窝窝头
我盆友慌了
怪不得父母这一辈都那么保守
流氓……
15
？？？？？？？
我死了
你你你你要跳舞吗
为什么啊
57
？？？居然不是重婚罪
啊这
罗志祥起码死刑……
1万多人再看啊
87
我爸说他是被陷害的
我害怕了
起立老师好
太可怕了...
三猫
120
123
肥宅算不算流氓
老师好
刚看了关于迟志强的抖音
.......................................
印度该怎么办
我靠，我是流氓
。。。。。
我有罪
弹幕里玩梗的危险了哦，溯及既往的
233333
不理解
帮我朋友看看
地久天长
怕了
不以结婚为目的的恋爱就是耍流氓
氓之蚩蚩
？？？？？？
迟和马的结合体不就是罗，哈哈，亚洲舞王时间管理者
离谱
你再骂？
不严打社会太乱了
不用担心的才是最惨的
？？？？？
现在真的非常自由了
全员张三
我没有哈哈哈哈哈哈哈哈哈哈哈哈哈
1978年后  嘿嘿嘿
美院全体死刑
斑爷：你也想起舞吗？  不敢不敢
这就是我想搞谁就能搞谁的罪名
300多人运动(狗头)
无中生友
不这么搞，中国乱成墨西哥就开心了？
危
陈宫徐晃刘备曹操
乱世用重典
？？？？？
广场舞都不能跳了
真、亚洲舞王
我有罪啊
？？？？？？？？？？？？？？？？
啊这
罗志祥案
铁门啊铁窗铁锁链，我一个00后为什么会知道哈哈
死 亡 之 舞
有被冒犯到
黄金十年
没错就是我
你你你你要跳舞吗
？？？？？？？
我也有一个朋友叫我来听
等等，我会被死刑吗？
王小波
哈哈哈哈
？？？？？？？
卧槽
“杀一儆百”
好恐怖
说只能这样是为无理者的无理辩驳
没有结婚证同居会被判流氓罪，并且可能死刑
我自首
罗志祥老师直呼内行
是我了
好荒唐
强行苟活
老师好
是不是到了大举报时代
以前啥都能判流氓罪
自首从宽处理吗
老师好
接着奏乐，接着舞
其他行为是什么啊？
幸亏老子90后
公权侵犯私权
铁门啊铁窗铁锁链
老师好！
这就去自首
woc哈哈哈哈
啊这，我暴露了？
广场舞瑟瑟发抖
我帮王腾飞看看
白嫖入刑
没错！在下正是法外狂徒张三
就nm离谱…
????
好像是因为一件事
接着奏乐接着舞
危
草
？？？？？
??????????????????
(ー_ー)!!
我不是！我没有
杀马特之殤
太惨了吧
说什么大实话
现在看起来很不合理的事情要结合当时时代背景看
【李玉】进入了直播间
没有对比就没有伤害啊
诸葛村夫
你再骂？
当年我们这连跟女孩子开玩笑伸手挡路都会被抓走
人家一个愿打一个愿挨怎么就犯罪了
诸葛村夫
就是我没错了
？？？？
我不是我没用
罗志祥？？
这是极右啊
乱世当用重典！我觉得就该使劲儿打
？？？？？
今天这个是张三的强项
太荒唐了
我有一个朋友要我帮忙看看
死因：跳舞
人人都是张三
前面广场舞的要笑死我吗
就该判死刑
嗯？？？？
刘忙
宰这的各位都是流氓（doge）
现在很多吗？细思极恐
这是广场舞？
老师好
不看了 这就去自首
这就点个赞
舞宗。。。。。
我啥都没有
广场舞
啊这
渣女那个年代好惨 哈哈哈
。。。哇
生活作风问题
老师好
水   杯
帮我朋友看看
水    杯
罗志祥表示有被冒犯到
gg
厉害了
牛虻
别提什么广场舞，那个时候的家庭舞会跳的可都是贴面舞
我去歌厅唱过
卧槽
啥？
跳舞把自己跳死了
死刑过分了拘役或管制再进行思想教育还差不多
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
你再骂
那时候聚众跳舞听音乐是特别隐晦的事情
你再骂
白展堂？
此之谓法治
朱元璋点了一个赞
了
死刑?
？？？？？？？
建议了解一下当时的时代背景
朱。。
这么严肃的话题就别无脑玩梗了
李小璐进去吧
儿子干的懂得都懂
？！
nb
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
懵逼
手里捧着窝窝头
？
这真的荒唐
罗志祥
死刑？看样子你们还真拥簇流氓罪？？
B站宅舞 危！
哈哈哈哈
??
不顾脸面
法律都管了 还要道德干嘛
别骂了别骂了
朱老总的孙子就被判死刑了
这是一个哲学
一个都不认识是真的厉害
别说那阵了，就说现在，在座各位去你们当地的舞厅去逛逛，那就是配种厂
↑脑子有坑
太可怕了
脑子有坑
？？？？
当时春梦都能判刑！你给我洗严打？还有良心吗？
不认识就暴露年龄了
这个流氓罪的出台和废除法律有什么区别？？？？
我得死100次
糟糕哈哈哈
我帮我一个朋友看看
？？？？？？？？？？？？？
冤枉啊（伪）
这
多 人 运 动
老师好
流氓罪！
老师好
有被冒犯到
那时候治安太乱，必须要用狠手段
罗志祥 危
这个其他就出问题了
老师好
铁窗泪是翟惠民唱的，迟志强冒用了
强有力地维护了统治
罗志祥退出直播间
罗运动瑟瑟发抖（doge）
欲加之罪何患无辞
nizaima？
凭什么啊淦
别发底层弹幕 挡字幕很骄傲吗？ 淦你乃
pdd狂喜
@罗志祥
我打了一辈子仗
瞎说什么呢老师
罗志祥再次退出直播间
???
哎呀我们这里
道德和法绝不能互相替代
啊这w
我替陈萝卜来听课
罗志祥:我不是我没有不是我
这里都有三国杀，蒸蒸日上啊
本人
？？？？？
我靠
手手彻底自由了
你也想起舞吗？
老师好
哎，还是低调点好，真可怜
噗
柱间，我会好好享受和你的战♂斗的
但还是得严打，这个过程是必须的
？？？？？？？？？？？？
@宇智波斑
乱整
太勇了
百人运动
铝轻连
罗志祥直呼内行
@乔瑟夫
恐怖片
？
精神空虚，内心无聊，好恶斗勇
老师好！啊！～来了
夜店呢？哈哈哈哈
800万预警
哈哈哈哈哈哈哈哈我承认
我替我朋友来看
老师批评的是
@柚木
我帮周屹来看一下
【罗志祥】退出直播间
？？？！！！
水杯                                                   。
wo c
这
开门，肃反的！
？？？？？
？？？？？
。。。。
awsl
？？？？？？？
正宗多人运动。。。
眉毛画的不错
？？？？
从重从严从快
地久天长
搁这儿刷首页通知书捏
人体艺术
老师好
我帮小雅来看一下
王安忆的长恨歌
你再骂
突然的bgm给我吓得
学到了
死刑是夸张
你要跳舞吗？我不敢
？？？？？？哈，真是荒唐
那罗志祥？？？？
罗志祥直呼前辈
我估计能长命百岁
弹幕别刷到字幕啊
这就去自首
我一个不认识
害怕
害怕
忍法—变色之术
多人运动？？
i
お前も舞うか
说别人不认识唐国强的，别人零零后不行吗
老师好
@罗志祥
罗志祥能死几次
？？？？？？？
听说过
老师好
我就不会
乱世当用重典 自古如此
惊呆了
小偷小摸借钱不还调戏妇女仗势欺人就叫流氓
sir
当时社会真不把人当人看
草
死亡原因：跳舞
我帮我一个朋友看看
太狠了
菜里没有一滴油
老师好
严打
铁门那铁窗铁锁链
360P(确信)
当时那法律真不把人当人
老师好
没有张三？
精干
某女婿。。
这。。。。。。
？？？
¿
罗志祥：还好生的晚
吕轻侯之弟
春雷行动？
对
广场舞都得进去
老师好
恐怖
别骂辣别骂辣我爸爸妈妈在看我亲戚朋友都在看
【邵群】进入直播间
我还有机会吗
流氓罪是我国刑法史上的丑闻
路上交际舞的老头老太都GG了
老师好
老流氓了
预订一千万播放量
全部
罗志祥
别骂了
????????????????\
？？？？？？？
懂？懂什么啊
【张三】退出了直播间
恐怖
你你你你要跳舞吗
？？？？？？？？？？？？？？？？？？？？？
西安WE
hhhhhhhhhh
多人运动
张三案件
新皮肤吗？
多人运动
跳  舞  情  况
"罗志祥骂骂咧咧的走出了直播间, 买了张机票跑了"
鸽蛋神曲
那同性呢
吓
？？？
还能这样判的？
老师这身衣服显好白，桌子也是白的哈哈
啊这
???
哎 你怎么回事 狗头
流氓不可怕，就怕有职业的流氓
罗志祥
那多人运动岂不是要判死刑
你你你你要跳舞吗
假如我年少有为不自卑，也能多人运动不吃亏
死刑不是夸张，严打期间死过很多
你币没了
83年是严打时期，犯事肯定进监狱啊
老师好
噔 噔 咚
我有罪
？？？？？？？
各地美院直接死刑
我没工作，我是流氓
你也想起舞吗
wdnmmd
老师好！
老白
当时那个北京的二代不都被处理了么，别说马燕琴了
我不是我没有
广场舞
我还有机会吗
手里捧着
你要和我起舞吗？
我怕不是直接死刑
多人运动
一个一年
DDD
广场舞
看看手会不会动
我还有机会吗
？
当时发生了一件大事
                    水杯
嘿嘿
老师好
这标题，很难不点进来
跳舞吗，判死刑那种
可怕
时间管理带师
投币可以加经验到了等级可以换颜色
马燕琴让人强jian了自己女儿……
太可怕了
老师好！
薛定谔的流氓罪
罗志祥行为
否认三连
？？？？？
太可笑了这个罪名
我不是，我绅士
考虑到当时的社会环境，其实很难说有更好的办法
印度应该引进！
斑：你也想起舞吗？（物理）
铁门铁窗铁锁链？？？
今天多人运动都能复出了哈哈哈
那会严打，老惨了
老师好白
按律法，该当连坐
先后啊
早期罗志祥
??
地久天长里就有这个时代背景，跳舞被查
第一代时间管理大师。
？？？？
跳舞也能抓。。。
我已经写好了遗书
臣冤枉啊
所以西方经常拿这点来攻击我们
老师好
死刑太过分了吧
虚张声势，自投罗网
？？？
流氓罪被判死刑的太多了
啊？？？！
害怕。
可怕
历史回溯？？？
老师好
惭愧啊，我不会
淦
别骂了别骂了
？？？？
不务正业，手段下流，为非作歹
替我朋友看下
？？？？？
？？？
@罗志祥
？
所以那时没结婚就不能有性？
哦想起来了我们政治老师给我们说过
铁门啊铁窗铁锁链
荒唐的时代荒唐的判决荒唐的法律
庆幸自己
Nama ratna trayaya
马燕秦判死刑B站有视频
哈哈哈哈
哈哈哈哈哈哈哈哈哈
广场舞
懂了，正在去自首
别说了，我承认，我自首（哭）
还在跳舞？
83死人很多
老师好
？？？？？？？？？
害怕
我帮我朋友看看
罗志祥是不是该枪毙了
？？？
当时真的很乱的
铝硫铓
荒唐的年代，你们还不以为耻？
刘邦出列！
我贼安全
你所谓的朋友指的你自己吧~污中生友
老师好
老师好
海拉鲁老流氓
渣男罪？
多人运动
????
老师好
..................
老师好
老师好
@迟志强
三小时！
?
就是绅士吗
罗老师要动手了，兄弟们快撤！！
多谈几个对象就要被抓？
我也遗书写好了
?
我吐了
完了对不起…我还正在画……
为什么啊
这个我没有
把老师手摁住……
所以呢？不正常也不至于死刑啊
别骂了别骂了
阿？
危
多人运动
这个跳舞不是一般的跳舞哦各位
！
没有张三吗
前任时间管理带师
刘谋
？？？
小    电     视    ！～～～～～
广场舞
注意先后俩字
我室友没了
老师好
牡丹 安全
请不要杀我（哭唧唧）
罗志祥师傅
瓜蔓抄
在座的都是臭流氓（狗头）
罗志祥
???????????????
但是那个时候是真的乱啊
跳舞的小姐姐们都老流氓了（狗头）
一个不剩
其他~
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
铁窗泪
水杯                                                  
活该
完了 我两条全占了
这可比你们所谓的荒唐年代还荒唐多了
卧槽???
有利有弊吧
哈哈哈
多人运动警告
我...
我去
这里建议大家去了解一下当年的历史背景，不要用现在的眼光看过去的事
？
死因：舞伴过多
同性恋也算，太荒唐了
幸好我们生在这个年代........
你也想起舞吗？
Ghs
老师好！
多P
罗老师你好
我认罪
啊这
好像明白为什么铁窗泪是割蛋蛋专用曲
疯了
荒唐
老师
多人
老师好
来个妹子陷害我叭
铁门啊铁窗啊铁锁链
吓得我把手机扔了
罗志祥
我直接傻了
啊这啊这……
你想懂？
罗志祥
我帮陈星彤看
？？？？
你再骂
？
各位lsp了
果然。。。
没有比流氓罪提高到死刑，并范围无限制扩大更好的办法？亏你说的出
罗志祥先辈
00后不知道情况表示无法理解
不要脱离社会环境来看历史事件
战术变音
？？？？？？
预言自己吗
刷lzx的有事吗  
危
我喷了一屏幕的水~
我的天？！
快手人都被抓光了
啊
气抖冷
你看我还有机会吗？
我的妈
溯即既往可以判曹操流氓罪
手里捧着窝窝头
我听过2333
当时的历史背景是，失业人口过多从而导致好多人没事做
？？？？？？？？？？？
别骂了别骂了我自首
我喜欢唱、跳、rap和篮球，我表示好慌
完了
啊？？？
300英雄xswl
离谱
哇我死了哈哈哈哈
当时的社会治安确实不好，好多街头打架斗殴
老本行
害怕
老师好
遇事不决，流氓罪学
我也是替我朋友看看
完了，我以为我安全了，实际上不安全
300英雄
不好，被发现了
广场舞
