同款大腿了
关注了关注了 up太牛了
后面的柜子变正常了，之前开了滤镜
矮子穿不起来
哈哈哈
直接扔了哈哈哈哈哈
姐妹蹦蹦跳跳就是安利喜欢东西的样子哈哈哈
感觉这套可以去面试
真的很好看！！
好看！！！！
哈哈哈哈姐妹你好可爱
忍着
你好可爱
这个 jio得有43吧doge
你有没有想过柜子边缘就是曲线的可能性
姐姐好可爱，我种草了
哈哈哈看得出来up很激动
哇！！
Lily的衣服我都穿不进去
阿婆主也太可爱了吧
照镜子
我得给UP说一句话，那个柜子本来设计就是弯的，你看搞柜子的边缘弧度
包:？？？
可是姐姐看起来状态很好很健康
胡芦身材 好看
我开了倍速吗
真的很会穿！
夏天你怎么办
靠 你好可爱 一把子喜欢上了
65和我腰围一样(没有在内涵什么什么的)
这爱心头是ta哥吗？？
哎呦还真是看上去瘦多了
姐姐的脸一点不胖
很棒
你真的好可爱啊！
哇哦哇哦
好可爱 好激动哈哈哈 好真诚
好可爱这套 好有活力
我也是上半身和下半身不成比例……
肉肉的好可爱
你好可爱啊～三连了
反正就是遮胯嘛
真的很显瘦！
你好可爱啊
好可爱的up主！
柜子的边缘就是凹进去的呀
但是很显壮…
竟然看完了在第二轮开头才想起来发弹幕
骨架大哭了
这也太可爱了，
看得出来真的把我们当姐妹了，完全就是向姐妹安利东西时的我
喘口气吧，要岔气儿了
好可爱呀！
世另我呜呜
？
哇，太好看了
在别的博主的广告里没种草，唯品会在阿普主这里种草了。
哇！！好显瘦
好可爱啊姐姐
但还是那么漂亮！
腰再细一点就和我差不多了，上半身下半身两个人……
你好可爱！！！！
这样没那么好看，刚才穿了外套挺好看
确实挺着肉，也不太臃肿
哈哈哈哈哈哈哈哈哈
这个柜子我有同款，就是曲面的
我以为你要把称摔了…
好可爱
纵向切割很重要
这一身超好看
好好看
怎么感觉比我一个男的还壮
好可爱
柜子本来就是弯的啊瞎了吗
卧槽
但是我觉得up这个样子挺好看的
穿外套会热啊，up在展示不同温度的穿法啊白看了吗
才140？？
真的比我腰都粗。。。
（扔）
好看
很佩服你们，一下又是窗帘歪了，一下又是柜子凹了，承认别人穿的显瘦真的这么难吗？
哈哈
好可爱(●°u°●)​ 」
我去！！！好厉害！！！
好显瘦啊
天，这个大衣我好喜欢
比我轻
这可是我压箱底的大衣，这都拿不下你？
这个好好看
好好看！！！
绝了
显瘦又显长
腿有开滤镜放大了，看后面柜子都扭曲了
脸不胖呀 很漂亮
好看很好看！
好可爱好可爱
有点瘦了
已收藏
我就是这样的身材
好看的呀，搭个纯白的内搭就好啦
拉腿了吧
我终于见到我的身材了
啊这个真是我的腰围了……
感觉up上半身挺瘦的
卧槽，这直接减了30斤
肩窄的好处体现的淋漓尽致
卧槽
哈哈哈哈太认真了
但是侧面看很像桶
天啊！！
立马瘦二十斤的感官
一模一样
太可爱了
你脸小
腿型可以说跟我很像了
好瘦
超好看
好可爱
这身材穿包臀裙一定好看
好喜欢。。
好可爱
同身高体重
这个好显瘦！
这套最好看
这套好看
哇
前面的好笑，这窗帘柜子本来就是有弧度的干嘛呢
我怕你飞起来
个子矮怎么办
好可爱
好家伙跟我一样
内搭毛衣好好看！
你的分享欲让我想起来我老婆跟我分享东西的神态，都很可爱
爱了衬衣
好会搭啊姐妹！！
是我没错
窗帘没歪啊
这套显瘦
这就扔了
给up点赞
哈哈哈哈哈哈哈太可爱啦
哈哈哈哈哈哈哈好可爱
她好激动
梨形身材太难买裤子了呜呜呜
好可爱
这款大衣腿短的千万不要买 
好可爱
我腰围才58。。
柜子应该是本身就有个弧度（从侧面看S型）
哈哈哈哈哈up好可爱
卧槽一下瘦了
这个开衫好好看
臀围110我好爱啊
我好喜欢这样的身材
在广东只能穿个冬季十来天
真的很显瘦啊
我110斤
姐妹是有点可爱在身上的
好看好看
发生了什么？
腿看起来好细
我们这查煤气的大姐都这么穿
麻了
up好可爱
柜子歪了
5000+
腿看起来好瘦
这套绝了
np
你好可爱啊
好可爱哎
啊啊啊好看！
这个姐姐我喜欢哈哈哈哈
柜子不是一直都是有弧度的吗？？
肩宽的一定给我试一试西装啊啊啊啊啊
是我了(╥_╥)
我62
梨形身材嘛
显瘦？
跟我一个180的一样重……
卧槽
溜肩这套
弹幕肯定没有啊
up好可爱！！！好有活力的女孩子 喜欢~
这个 瘦了40斤
哈哈哈哈哈哈可可爱爱
喜欢
这就是魔法吧
确实好看
柜子原本线条就是弯的好吧…
啊这！比我轻2斤
164
肉眼可见的欢喜哈哈哈哈哈哈
好可怕
我一男的都看迷了
这裙子我爱了
摔角选手
梨形穿小裙子呀
昨天买条牛仔裤穿出来的效果跟你如出一辙！
优衣库家的，我穿了一年半，还很好
怎么蹦蹦跳跳很像天线宝宝
这不就是我的腿吗
同款裤子！
6000+？都在给女朋友看衣服是吧？
6000
广东人骂骂咧咧退出了直播间
别这么激动行吗
这大衣我喜欢
这个灰黑外套个子不高不要轻易尝试
正确的
你发的每件我都想买……
是的
这个视频不是之前看过？
我去你腿围66却140斤是怎么做到的
你甚至还想让我摸摸这料子
腿好直啊
哈哈 可激动了 好可爱
室内别脱外套
是我
姐姐很可爱
欧美很喜欢这样的
这么轻?
好可爱！
好喜欢蹦蹦哈哈
怎么这么可爱呀呜呜呜
柜子怎么歪的
Up好可爱呀
好好看
这柜子本来应该就这样吧窗帘没变化
太好看了吧！
同款！
之前柜子一直都是弯曲的 有没有种可能这是一种设计
种草了衬衣和裙子真的很好看 up也可爱
我就是这样的腿
比我腰围粗
我腰围才66。。
太可爱了哈哈哈哈哈
黑色显瘦
男的，看到了这里
好家伙跟我一样重
哈哈哈急得跳脚
这是刚才那两条腿那
你们是真看不到窗帘和柜子都变形了吗？？？？
不想法减肥，搞一些有的没的
？
大衣好好看啊！
扔得好结实哈哈哈
卧槽
又扔了
OK
好显瘦
up太可爱了 性格好好啊 果断关注
140
我一个男的看的津津有味
你的空调插不上啊，愁死我了
hhhhhh姐妹好可爱
柜子变形了
是我
非常显瘦
卧槽
拉粗了吧
你也太可爱了吧
妈妈:？？
确实很显瘦
什么魔法？
别蹦别蹦
好家伙我有这个裤子
太可爱了哈哈哈哈
笑死我了
口音出来啦哈哈哈哈亲切
夏天可以穿裙子，梨型身材适合穿裙子吧
哈哈哈哈哈哈哈哈哈哈
............................
哇奥
求一条神裤
阿紫老粉，她确实不开美颜没有滤镜，不拉腿，你们可以看她小红书
我爱他的真实
穿啥不如减肥
你好可爱！！！！
忙碌的脚丫子
这个开衫好好看！！
up好机智
Up是不是山东的
很出
你好可爱
还挺匀称
小脸好重要哦！
好真诚啊up
这个裙子适合你
先把滤镜去掉吧，空间扭曲术
我大腿51，然鹅小腿38
裙子涨价了1 1 9了
哈哈哈，这么可爱的，关注了
好好看
随手一扔哈哈哈哈哈哈
真的是腰围了但是看着没想到65
你一直都在蹦起来
开瘦身了？
广东表示，这是冬装
姐姐你是销售吗？
跟我一样啊
卧槽直接100斤
我喜欢你
柜子边缘没动过，哪里凹进去了
好快乐呀
柜子又没有随着人动而动 什么歪不歪的
哇塞
勇士
笑死了 这也太激动了
柜子不是变形  是假胯宽重合了
up好可爱啊一直跺脚脚
跨不是本来就要比肩宽吗
丰满
点个赞投个币 太可爱了 蹦蹦跳跳的 
第一次弹幕哇哈哈哈
武汉这套可以断断续续穿半年
好看
我好喜欢你，好可爱啊
这位Up没开过广东吧？
可爱
好热的感觉
好厉害呀
好瘦
厉害厉害！！！
Up真的好可爱啊
这套也显瘦！！！
开心的跳起来了
好可爱啊！！爱上up了
好可爱呀
鞋子！！！
卧槽，70公斤。。一米6多吗？？这纯纯的就是胖啊
我怀疑你在打广告
可是你好看啊姐姐
生产之后就会变形吗
哈哈哈哈哈哈看出来你很爱了
搭配的都好好看！！
真的好可爱哈哈哈哈哈哈
这腿明显瘦了许多，观众朋友们！不要不有过多的猜想
腰围60的我瑟瑟发抖
up也太激动了
为什么这么肉乎乎了，胸这么小？
世另我
一直蹦蹦跳跳的好可爱哈哈哈哈
原来都是卖货的
我146斤……救命，根本减不下去肥
好看
平  平  无  奇
才140？
同样的体重
我一个男的，看的津津有味
深圳三月都已经30度了
带货既视感
哈哈哈夏天呢
梨型身材
搭配得真好看
太可爱了吧！！！！！
哇
up真的好开心啊
这还有救吗
姐妹你好可爱啊啊啊啊啊啊想亲亲你
哈哈哈，能看出来她真的很开心
喜欢这条裤子
我一个大老爷们看到这了.....
肩宽的不可能穿针织唉，羡慕肩窄的
太可爱了这个姐妹
没有肚子欸
我一个男生，一直嘴角上扬是怎么回事
好真实
福建穿不得了 
太可爱啦
哈哈哈哈哈哈哈哈
好…up好可愛呀！
想方设法去找搭配，减一减穿啥都好看不香吗
好可爱~Ｏ(≧▽≦)Ｏ 
妈耶你太可爱啦
超级美
但是为什么这套莫名的觉得土…
哈哈哈哈哈哈哈哈开心溢出屏幕了都
这身材，哈登最喜欢
妈见打
刚刚去看衬衫没有了
很厉害！
你好可爱妈耶 好喜欢你
真实最有力量了
夏天也适合这样穿吗
这个好看
世界上的另一个我
卧槽
是我了
我穿连衣裙好看
夏天咋办？
看给up开心得~~
会穿真的太重要了
我去真的看不出来唉
记得侧过来
好可爱
天呐！
绝了！！
集美别激动哈哈哈
不卖货可惜了
up太可爱咯
空间之大扭曲术，
啊？
谁关心你是男是女啊？
重庆进入夏天了怎么办
随手一扔好可爱哈哈哈哈哈哈
卧槽
这个好看！
好好看
世另我
完美身材
好可爱啊哈哈哈
夏天。。。减肥
姐妹蹦蹦跳跳的好想亲你一大口
这套真的好看
155身高可以穿这样的裙子吗
我有类似的~
上链接
腿围比我略大，但我187
这个开衫颜色很清新
你太可爱了
妈妈：皮痒了是吧？？？
世另我
被电击了
要么高 要么瘦，否则哭了呜呜呜
妹妹好可爱
好看
姐姐你太可爱啦
卧槽发生什么了
我肩膀比胯还宽哭了
多重BUG
可是我矮呀
是魔法！
腿好显瘦
我去！！！！！！
牛牛牛！
你也太可爱了哇！
卧槽卧槽
这套好喜欢
666春夏秋冬都有了
姐妹真的好可爱
你好适合直播带货
大衣好看
up好可爱
up主太可爱了
哈哈哈哈哈
我靠，比我还重。
Up 好可爱
总结：穿外套
好可爱
总结：穿外套
我体重99公斤都没有你体型离谱！
这个上衣看上去好别扭！
柜子扭曲了
卧槽！！！这套好棒！！！
好好看
真.压箱底
哇，好可爱啊
是我本人
裤子我要冲了
我觉得减肥才是唯一出路
太可爱了！！！！
哇哇哇
很匀称！
空间扭曲之术 故意显胖
65比我的腰还要
哇
姐妹的穿搭爱了！
哈哈哈哈，前面的勇士说对了
谢谢宝的分享，看得出来真的很喜欢哈哈哈哈
哇！！！
哈哈哈哈哈哈
好看诶！又瘦又高
别说了，裤子链接给一下
真的很显瘦！
是我
不显胖
之前是一米七八一百六十斤的不过还是减下来了吗
好看！
好看！
世界上的另一个我
头小脸小怎么穿都好看
我靠
卧槽，还真显瘦了
我竟然看这个
腿围跟腰围差不多了
他要从屏幕里跑出来了！
肉全遮住了
这个up好可爱啊
真的和我腰围差不多
跟我一样重···
好显瘦
up好可爱啊哈哈哈哈
保姆级
集美好激动哈哈哈
太可爱了吧
哈哈哈这个空调线是不是短了
姐们多高，这穿法没有165不大行
啊啊啊你好可爱啊
好可爱
这个窗帘跟我家一样
哇好看的！
关注了哈哈
女孩子真太可爱了！
一切都显得那么自然
哈哈哈哈哈哈哈
你后面柜子动了
激动的像个孩子
妈见打！！！
马里奥
就比我多10斤
这套好有气质
原来胖不影响颜值
脸小很有优势
小腿真的细
这个好有设计感
前排提醒，姐家的那个柜子边本来就是弯的，没有空间扭曲
好像只穿了一只袜子哈哈哈
但是，小腿真的很细哎。
一模一样！！
没有春天，只有冬夏
这空调线有点迷惑
好可爱啊啊
up身高多少
这下半身是我自己的吧
集美瘦下来一定很好看！
她好可爱啊！
看得出来up真的很开心激动
包上搭一条丝巾应该更活泼一点
姐姐教我穿搭
喜欢姐姐
大衣短了
所以长度到大腿根就行了
哇天 显瘦哎
确实
这跟你外八有关系吗
用心了
出一个男士穿搭吧
up主好可爱！！
宽窄原则
太可爱了
这姑娘真喜庆
好显瘦
好可爱啊哈哈哈哈
绝绝子
我靠，，和我差不多，，，
不敢穿 会热死，但是蛮好看的
如果你们不买她会伤心的OK
卖力安利了
刘建龙的？
这姐姐好可爱
穿了几条裤子
可，真不当外人
沉浸式穿戴
哈哈哈哈哈哈哈哈哈哈哈哈哈
肉肉的挺好看的
？？？
救命真的好周到哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
腰围还是挺细啊
大衣显矮
开了瘦腿吧
大衣好像没了
牛蛙牛蛙
你可爱到让我想穿过屏幕和你交朋友
这是魔法嘛
柜子都弯了，pnm呢
居然才70
姐姐好活泼好可爱呀
夏初？
？？？？？？
我一直黑人问号？？？怎么做到的
Up好喜庆
有些人非要嘴贱，up减不减肥跟你有什么关系？
白色外套
套娃
性感身材
索尔仁尼琴早说了：我们知道他们在说谎，他们自己也知道自己在说谎，他们也知道我们知道他们在说谎，我们也知道他们知道我们知道他们说谎，可是他们还在说谎。 
个人比起筷子更喜欢这样
这个开了美颜了吧
好看
打不过你！
我喜欢这种
up好可爱啊
这个好看呀
我是一个男生 我也觉得好好看
她真的很喜欢
哇这套喜欢哎！！
这是魔法吗？
我超？
底盘稳
主要也是身高撑得起来
一般买加长，正常版成九分裤，九分裤成七分裤
个人觉得这样很好看
好性感0.o
或许有没有想过，柜子本来就是曲线的？
哈哈哈哈哈能看出来很激动呢
谢谢姐妹的穿搭分享
好家伙，跟我一样
好家伙 套娃
你好可爱哈哈哈哈哈哈
哈哈哈哈哈哈哈
确实可以
魔法 太牛了
主要阿婆主脸小
OMG好漂亮啊靠！
这还不夹扁了
哈哈哈哈哈哈哈
再脱
显得腿短了
啊，，啊，，啊
我觉得你很好看啊
太可爱了
身材的缺陷都看不到了
好激动的样子 好可爱 不过来一阵风形象瞬间毁了 哈哈哈
srds 自信的up主很好看！
up好可爱 你真棒
好好看！！！
开特效了 柜子都是弯的
这么介绍，感觉清蒸的更好吃
好看
好看！！！
up这是假胯宽吧？可以看一下一些关于假胯宽的视频判断一下 可以纠正的
直接减肥
魔法
OMG
我只是觉得up真的好可爱呀哈哈哈哈哈哈哈
更好看了
好可爱
真的是脸小的类型了
窗帘暴露了
好好看这一套。
比我瘦唉
啊，啊，啊
阿紫身高多少呀
哈哈哈好可爱啊
胖胖的挺好的 要重塑审美
这套更绝
简直我和一毛一样
世另我了属于是
好可爱
唯品会打钱
竟然没有课代表！！
哇哦好瘦
小腿好细好羡慕
怎么能做到对着摄像头这么热情的
柜子有点怪
哈哈哈太可爱了！
还有帽子
好像做直播卖货的，好专业
小腿还是细的
好可爱！！！！
世另我
卧槽
看她说话，我好开心呀
好可爱！！！！！！
真的好显瘦！
太适合穿裙子了
为什么不直接减肥呢那不得更直接吗
太感谢了！款式都是我想买的！！！
好可爱！
太细节了姐妹
好家伙和我一样
？？？？？？？
真的显瘦！！！！！！
姐姐的性格像极了我的地理老师，好可爱
蹦蹦跳跳真可爱
我男生也是这个身材。。。
hahha你好可爱碎碎碎念
是我！！
啊啊啊啊啊啊啊啊好爱
这套也好好看！
啊16
好看！！！！！！！！！
看着南方近30度的天气，我陷入了沉思
啊22
你这小头特效也太离谱了
啊24
啊26
好可爱哈哈哈哈
啊29
哈哈哈哈哈哈哈哈
胯宽高腰三角形！！！！爱
啊32
有没有大老爷们儿在看的
啊34
她绝了姐妹
！
袜子少一只也是小心机吗？
好家伙，跟我一样，不过我156
唯品会：给你五百：说是天猫买的行吗(ᇂ_ᇂ|||)
有点儿意思
弹幕是刷的吧
哈哈哈哈哈哈
好好看
买大码遮呗
学到了！！
卧槽了，太好看了这个
哇！
哈哈哈哈哈up主可以喘口气
我真的好好奇这个插头怎么插
我是个男的也果断关注了
好可爱！！
好可爱啊
哈哈哈，这妹子有点意思
好看
魔法，真的太美了，姐妹
就是外套得长点把肚子和胯遮住
心动了
他们家的喇叭裤我买了 腰围买小了 质量还可以
是我喜欢的
夏天咋办
哈哈哈哈哈可爱死了
是魔法吗？
我真不知道我一个男的为什么就是很想关注
被感染到快乐了
真的太像我闺蜜跟我分享好东西
开瘦身了，看电线那里
这件衬衫找不到的
这不就单纯是胖吗
up很乐观啊，不会因为自己胖自卑啥的，羡慕
找不到啊
跟我一样
好看的
大象
啊啊买过这家，这家裤子确实很好
军事化之美
这套好好看！
带货的
卧槽
就这？
这大衣我好爱呀
谢谢up安利的大衣，现在就想下单
好可爱
好可爱啊哈哈哈
姑娘真的好可爱hhhh
哎我去发生了什么
我居然有同款裤子！！！！
女性胯比肩宽是正常人体啊
好可爱哈哈
明白了卖衣服的
好臃肿
比我还大3-4公分哈哈
禁止套娃
我一个男的看的津津有味
懂了，啪的一下瘦了
我172这家裤子也可
up可爱！
好像把臀遮住就很显瘦
上半身真的要瘦很多诶
胖子普遍品味好些
up好可爱
好会穿啊
至少高啊
无限遮挡号牌
哈哈哈好厉害
好可爱啊小姐姐
给你的勇敢点赞
这套好好看耶
up好激动啊
哈哈哈哈哈 姐妹好可爱啊啊
哈哈哈哈哈哈哈哈方法看到发现好看搭配的我自己
这套也好看啊
随手一扔哈哈哈哈哈
好可爱
好好看这个开衫
这个裙子好显瘦啊
这款开衫很好看啊
哈哈哈哈哈哈哈哈哈哈好可爱啊up
哇这个好清新
减肥吧
这款好清新啊
这个包包一甩好搞笑啊hhh
这款也好看啊
我一个男生要看完了
UP好可爱啊
好看
想看看这种身材的比基尼
好可爱呜呜呜
哈哈哈哈哈哈哈up怎么这么可可爱爱
我靠好好看啊姐妹
里面那件开衫太好看了
体重不重啊
wc
这件太有设计感了
但说实话真不显胖
不是你后面变形真的好厉害
减肥不行么…
喜欢这种身材
减肥最好看
我真的太喜欢独束了，我去年也入了一套运动款的短裙，超遮肉超显瘦。t恤质量也很好
直播带货的感觉
阿紫来b站就上热搜啊
妈呀，和我一样
哈哈好像在看变戏法
裙子
看着比例比较好
哈哈哈哈哈好可爱
好可爱好美哈哈哈
姐姐可爱死了
会拉肚子嘛
好可爱
嘴巴啥时候还我
OMG 比我还重
是我了
真的很显瘦
哈哈哈哈哈哈up主太可爱啦
绝绝子
易烊千玺  我要学了
这脚也太夸张了吧！
矮子看着这些要哭了
牛蛙牛蛙
呢个空调是海信么…？（奇怪的关注点）昨天做核酸在公司看到了…
太可爱了
套中套中套
好像电视购物
不解开怎么不可以啊
下半身胖很好遮，上半身胖的真的。。
你确实可爱
姐妹不考虑入驻直播行业行业吗
魔法
真的好会穿
不是啊我看你其他视频腿没有这么夸张吧
那个空调线好像有点短啊
up在小红书发过视频给大家看过那柜子本来就是弯的。。。
这个裤子的链接交出来！
衬衫找不到了
好看
哈哈哈哈哈哈可爱
奇行种
买，都买
我一个大男人看的津津有味
好可爱(づ ●─● )づ
包臀短裙，一定好看
好看
好可爱
四肢发达的我来照镜子了
好可爱(ɔˆ ³(ˆ⌣ˆc)
姐妹膝盖不要朝里面，伤腿
好显瘦！！
包不重要，我的精髓在衣服上。哈哈哈太可爱了
你好可爱啊哈哈哈哈
我都七十多咋办啊哈哈哈
好可爱的UP
不是一般人啊  这尺寸
这种大厚低鞋，颜值低的就别穿了，气质带不动还掉分。
衣服不重要，随手一丢，下一件
好家伙跟我一样
我163，140，维度比up主小很多啊，up有锻炼吗
我120，感觉你肉好多，你骨架小吗
妈：你扔我包是吧！？
竟然不是一双鞋哈哈
别想了，减肥才是真的香
！！这个真的太好看了
好可爱啊
高筒靴！我的腿每次都塞不进去！哪里买的！！！！！
好可爱啊哈哈哈
哈哈哈哈哈哈
啊真的很可爱
哈哈哈好活泼
魔法！
现在已经119了
我不介意，能让我试一试吗？
梨形身材
真的很显瘦
好可爱啊姐姐
还可以啊
牛之，有点分量
先减肥吧球球了
姐姐传视频没人审核吗？招个吧
泰国高中生的感觉
激动的小脚脚哈哈哈
姐姐好勇敢
hhhhh
up小腿好细啊
你咋这么可爱
这套好看
？？？
太可爱了
up你怎么这么可爱
好可爱！！！！！！
好可爱哈哈哈哈哈哈哈
包：我来了我走了
好开心好可爱
广东人表示已经穿了几天短袖了，
好家伙我一米八都没这么重
太可爱了
你好可爱呀！！！！
哈哈哈真的好阔爱
一模一樣
这就有点肥了
我去好看
确实确实确实
不直播带货真的可惜了
好喜欢！
太可爱啦~
谢谢姐姐~
你真的可爱！
很显瘦！
太好看了
我117斤也腰围80（青蛙肚哭了
卧槽
这也买不到
赶我了
我笑死了哈哈哈  可爱！
好看！
好看诶
太真实了
你是用了魔法，那么牛啊
有姐妹单独整理一个链接么~~
这是什么魔法
为什么不直接选择减肥
适合！
涨价了，现在119
是我
我一男的搁这看半天。。。
卧槽比我一178的男的都重
发生了什么？
刺啦~
姐姐好可爱！
比我一个男的还重十七公斤
小腿细
西装外套就是最牛的
包：你礼貌吗？
up好可爱
我喜欢这一套
确实好看
好可爱
唯品会最大赢家
太可爱了姐
哈哈哈哈up好可爱
胖子的倔强
鞋的连接求求
太可爱了
大变活人？
哈哈哈
在广东热不死你
？？？
我也140，但是我不胖吧
真的豁出去了
打钱
吊带好看
啊这
虽然胖 但很可爱！
小碎步太可爱了吧。
喜欢
性感
我满柜子都是丽丽家的
太牛了
同款姐妹23333
广东不行
100多确实不贵
辣个空调我蚌埠住了
变成wcdc
200
哇塞
姐妹真的很会穿
好显瘦
比我180男生还重一些....
up太可爱了(๑• . •๑)
看着腿好细！！
耳饰都好好看
不懂我一大老爷们儿为什么要看这么久
正宗
哈哈哈哈哈哈好可爱
哈哈哈哈，博主真的太细心了！！！
怎么那么可爱
这个裙子有点牛逼
才发现我没有倍速
姐姐好好看
腿围我没有概念，赶紧量量我的腿围
随手一扔，笑死了
我靠
梨型身材完美搭配思路
我是没想到我能看到这里的
发生了什么
你们为什么一直在夸可爱，是不漂亮吗？
好牛啊
多动症？
65？我95
哈哈哈哈哈
嗯，好看好看
他们家裤子真的都好显瘦
哈哈哈哈，套娃
守望先锋小美
太可爱了哈哈哈
哪里好看了，，不得觉。
好活泼这身！
up你怎么这么可爱哈哈哈哈
我去好漂亮！！！！这一套！！
是魔法吗
哈哈哈
才140？
跟我一样，怎么看着比我胖这么多
俺也一样
真的有这种人类吗…
Up主好可爱啊
给爷整乐了
我69kg，看着像60
直接变一百二
认知自己，喜欢自己的样子最让人舒服
那个男的，你不是一个人，哈哈哈
up真的非常非常可爱啊
夏天穿不热吗
这套灰色确实好看
是魔法
up好可爱啊哈哈蹦来蹦去的
炖一下哈哈哈哈
天气不能再热了 该付费观看了
小姐姐好可爱
好好看，赞
喜欢这种大腿，我还有救吗
哈哈哈哈哈你好可爱
显瘦阿…
真的好可爱
跟我差不多
姐姐好可爱 搭配也很绝
姐姐太可爱了！！！
1
也太可爱了吧!
热死了
这裙子真不错，很藏肉
你像一米七！
好好看
高兴的跺脚脚
真的臭……
好可爱
感觉我闺蜜在跟我分享
夏天怎么办
好看！！！！
这么阳光可爱的妹子为什么就不能多一点呢
上海就没有穿这套的季节
好可爱
我就是这样穿的真的很好哈哈哈哈哈
自欺欺人
再热的话，后面是不是付费节目
猝不及防
哈哈哈哈哈哈哈哈哈妙啊
阿婆主好可爱！！
好可爱呀
真的诶！！！
屁股大过肩
好可爱啊
总结；宽松过胯衬衫外套配吊带上衣，可以穿露脚踝平底鞋，用牛仔裤搭配
好好康！@
woc15000个人跟我一起看
（显瘦）
这裙子种草了！！
好可爱的小女生
哈哈哈姐妹太可爱了
哈哈哈哈哈哈哈你好可爱，
我觉得挺好哒
扬长避短
这套好好看 很适合
up好真挚啊，好热情
很适合！！
完全看不出是140的样子，就是110左右
jio jio不停哒哒哒哒哒哒
不行，咯吱窝会尴尬
原来是这样哈哈哈哈哈哈我还说怎么一边裤子短啊
真的好可爱呀
猪逼
哈哈哈，讲到激动的时候跺脚，好可爱呀，哈哈哈哈
忍法:三从罗生门
这没开特效？
一万四，人挺多
减肥吧，别考虑穿什么了
我觉得……才69公斤……不胖啊
与其穿的显瘦，不如真的去减肥
分享好物时停不下的小脚步
我没开倍速啊
好瘦啊
套娃穿法h h h h h
哈哈哈哈
可爱！！！
哈哈一打开笑死 太可爱啦
肚脐以上80分
牛啊！太会了姐妹！
好可爱好可爱哈哈哈
可是up很高啊
这个吊带我不刑，肚子大
为你的可爱投币
姐妹真的很会搭配，都好好看！
感觉欧洲很多都是这样子的
哈哈哈哈哈哈
哈哈  学到了
好像套娃
最喜欢lily
大肚子
比我还重
可是你很漂亮
up好可爱啊
好看的诶！
虽然我不是这样的身材但我快乐看完了，姐姐太可爱了！！！
哇
有种魔法学院的感觉
隔着屏幕感受到了你的幸福
我也是男的，给我老婆看看
我有好多lili的衣服
？？？
我还以为一只脚没穿袜子呢 哈哈哈哈嗝
哈哈哈哈哈哈哈哈哈哈哈哈真的好可爱啊
经典可爱
看的出姐妹激动安利的心情了
120的胖砸飘过
减个肥那么难吗？
好多细节！
说话没重点听起来有点烦
好像在卖货啊
太可爱了
魔法啊
链接呢
变戏法似的
好可爱
别人又没说不健康，用得着你们夸吗...
柜子从一开始就是这个弧度，柜子一定要是直的吗
你好可爱
好看到跺脚脚
鬼鬼，特别靠北的再一件一件穿回来，鬼鬼这无缝衔接的
确实看着不胖了
这动作就很花园宝宝
哈哈哈哈哈哈好厉害
超可爱
她好可爱
好生育
主要是遮胯
健康个屁啊
就是把胯遮掉
地下的红字，在没达到肉眼可见的减肥效果之前不出门了吗？我至少得自己想办法视觉瘦下来吧？减肥和穿搭冲突吗？
现在你的X腿明显的一览无遗了
好看
太牛了吧
她好开心
我的天哪UP主好可爱
好看不是因为你胖，而是因为你好可爱！
不减肥，在这里自欺欺人。
