村长好像知道一些秘密
哈哈哈哈哈哈哈笑死
哈哈哈哈哈干杯笑死！！
变成悬赏犯居然是骄傲，哈哈哈哈
卡卡罗特
这3个小孩可以啊
现在都变了，饭圈文化了。现在是你想听什么故事我给你编。
路飞，加油吧，你的意志继承了
所有大话都成实话
悟空声线？？？？野泽雅子？？？？
100块，哈哈哈
果实的本质还是橡胶，觉醒的是“尼卡”这个形态
娜美这张真漂亮
这个师傅是和之国最牛刀匠的儿子
乌索普可是神
可雅真是太好了
傲娇村长
卡普：又不是第一个捅娄子的孙子了
桌子上乔巴五十哈啊哈
哈哈哈哈哈
哈哈哈哈哈哈哈
哈哈哈哈哈
哭死哈哈哈哈，老百姓果实
山治的悬赏令就没正常过
龙？
红发tm本来我想自己吃的，只能赌了
我老是觉得这人很强
香克斯应该是果实能力者吧 顶着海才被咬了手
肯定是和之国的，也解释了为啥会有和道一文字
最远见闻色，2亿悬赏，GOD乌索普
人人果实幻兽种开会王形态
艾斯啊
成就个p
啊啊啊啊  尾田这安排的
其要在于分体用之卦，察其五行生克、比和之理，而明乎吉凶悔吝之机也。于是易数之妙始见，而《易》道之卦义备矣。
被尼卡
GO丶D丶乌索普
艾斯可不是风车村的
剪辑水平佩服了
悟空
哈哈哈哈哈哈哈哈
艾斯又不是本地人
霜月 肯定和之国来的啊
村长我愿称之为最强
哈哈哈哈哈哈哈哈哈哈哈哈哈确实很美
当上海贼王船员后回家结婚哈哈哈
这句话我当初鸡皮疙瘩起了
爷父子三代海上全职业
一切都是宿命
八成？八成能当大将了吧
顶上战争别人都在战斗他为什么跑去当逃兵？立场都不坚定
因为村子里的人了解路飞不会变坏的
呀卡吗洗
我把它堵在尼卡身上了
我特么严重怀疑路飞是罗杰的亲儿子
哈哈哈哈哈
哈哈哈哈哈哈
笑死我了
哈哈哈，够啦！
卡卡罗特
我那时候真的很期待大家看到德岛之后的新悬赏金的反应
现在看霜月这个姓氏真的发现伏笔早就埋下来了
卡普：我儿子都还没管好，哪有空管孙子啊
他儿子的娄子更大
团宠50贝利
这时候艾斯还没死吧，东海出来的海贼不是艾斯赏金最高吗
没事，不止这一个
以前的画风真好
民风淳朴，前有山贼王，后有海贼王，若干年后都能当旅游景点了
即是注定也是
预言家
燃起来了
面子果实能力者香克斯
海贼王刚开始只打算连载几年的，架不住人气太高，随意才慢慢发展到现在，早期有些设定不合理也没办法
尼卡尼卡
民风淳朴
安心的进度条
不管看多少遍这画面。我都想笑，香吉士的悬赏令
哈哈哈哈哈哈哈
海贼王的男人
教练。
教练: 我也想学啊！
好好啊大家
帅
卡卡罗特你小子玩cosplay是吧
拿起的是乔巴的悬赏令
嘻嘻嘻
早期画风真好
卧槽  村长知道些什么？
真爱粉了。剪的那么好
村子里一个海军英雄，一个海贼王，还是爷孙
开会王，我当定了
风车村的人可不认识艾斯哦，只有村长和马琪诺知道艾斯，剩下的村民只知道路飞
因为就是悟空啊，同一个人
要想灭路飞早就灭了吧
村长不简单呐
为什么好看不火
乌索普大神
？？
这么好的剪辑为什么不火！
尼克人，我当定啦
G O D
顺风靠路飞，逆境靠索隆，绝境靠乌索普啊！！！
这刺眼的50贝利
民风淳朴风车村
霜月耕三郎
这就是爱啊
这个点挺出线的。是你！卡卡罗特！
好久没有看了再回来回顾真的是热血沸腾，一段冒险故事，等高考完一定要再回顾一遍
就是狗空啊。
虽然大骂，但是村长还是喝了
尼卡尼卡尼
我山治真的好好笑
是的，就是孙悟空
索大最帅！
乌索普吹的牛全都能实现
庆幸吧，这是属于海贼的时代！！！
祖孙三代都是挂b
老师也是隐藏实力的
卡卡罗特
不老女神玛奇诺
哈哈哈哈哈 
我要这币有何用
尼卡
看的我热血沸腾
对啊对啊，小海王类能吹一辈子
艾斯啊
竟然类目
艾斯
玛卡巴卡尼卡尼卡
哭了，泪目
哈哈hhh
xl版本山治
真的是！！！
不是尼卡！是路飞！
早期不拖剧情好看多
艾斯指的好像是乌索普
笑死了
呜呜呜我的艾斯！
进度条我很满意
现在的画风太幼稚了
《民风淳朴》
凯多:我把他堵在新世界
因为800多年没有一个人能觉醒
我超，伏笔
宿命
霜月家的吧
赞有了
近海之主
恭迎海贼王尼卡
贝吉塔:岂可修 卡。。卡卡特罗。。
乌索普两张悬赏令
为啥这一声这么像松阳
还真有长这样的
火钳刘明
1000多话才两年时间，可雅表示完全等得起
艾斯不是东海的
只看路飞，能不讨论尼卡吗
不以为耻，反以为荣doge
大监狱不是已经抓到路飞了嘛，
爱吃棉花糖的乔巴，50贝利！
长鼻子
艾斯那个，他没在东风村生活，一直跟着塔旦当山贼
一路看来只有感动
鼻子才是本体
50     (๑❛ᴗ❛๑)
路飞长在村子里比较久
被明哥封五亿哈哈哈
正义有爱心且有实力的悬赏犯    我也爱  也骄傲
祖孙三代都问题哈哈哈
耀眼的50块
设定里海贼分两种，路飞是俾斯梅
哈哈哈哈哈
乔巴50块哈哈
你就是吃了剪辑果实的剪辑人？
魔谷镇是去空岛前待的镇子被贝拉米打了
不得不说，真的燃起来了，DNA在动
启程了！！！！
海贼怎么赚钱
为好喝的饮料，干杯！
没错就是50贝利你就能带走乔巴哈哈
这祖孙三代有一个正常的吗
看鼻识人
哈哈哈哈哈哈哈哈
草，宿命
耶稣布是万万没想到自己的儿子也被路飞带出去了
50 贝利
50贝利
你代入梦想是航海王就好了
航海王更贴近路飞，这算哪门子贼啊
bgm路飞的猛攻
村里不知道艾斯的存在。。。。
撞到卡普会回家了
剪的牛批
这一定花了很长时间去看吧
卡卡罗特
那时候听到海军本部都牛逼得不得了hhhh
5000+
虽然索大很帅，但这张悬赏令角度真的还好哈哈哈
鸡皮旮瘩一地
那你为啥还放大了贴在办公室doge 
民风彪悍风车村
最具性价比的海贼
这个老师也不简单
尼卡
但凡年纪稍稍大点都不敢追这番，怕看不到结尾
把乔巴卖了都 换不到一个棉花糖
哈哈哈哈哈哈哈哈
宿命
我想活下去
霜月
骗人布
尼卡多此一举，还是橡胶的能力啊，延伸，反弹，离谱级别抗打击能力
开局一个桶，队友全靠捡（doge）
早点除掉你还看啥？
凯多:我也把他堵住了新世界
这里的海贼叫海盗应该好听一点，在海上到处探险发掘宝藏的人
GOD 可是贵得很
泪目啊啊啊
神乌索普，
人生赢家
打败凯多坐稳五皇，赏金45亿
当然是梦想啦
我们要尊重梦醒!
过亿的海贼那么多 ，五老唯一关注了他 ，这也是个伏笔 说明橡胶果实不简单 
我们要尊重梦想!
看完最新话再回来看就很多宿命感了
青春啊
泪目
泪目泪目
艾斯
尼玛的尼卡果实
这个老师绝对有伏笔
鬼知道我当时看乌索普把世界政府旗帜射穿的时候有多么热血沸腾！
我都忘了，乌索普还有个小女友在家等他
人人果实 幻兽种 太阳神形态
真好啊老师
别扯，现在才129，正值青春期
啊 艾斯。。
蒙奇D   乌索普
5000+
恭喜热门！！！
是梦想 还是宿命呢
可是还有卡普和龙啊
绝境 乌索普
被悬赏竟然是骄傲，哈哈哈哈哈
为啥反而有点泪目得感觉呢
没错我就是主角
这是真的
是梦想还是宿命呢
确实
艾斯不属于风车村啊
耕四郎啊   铸剑师的后代
又想重新看了
村长：我一眼就看出来路飞吃的不是橡胶果实，而是人人果实幻兽种尼卡 形态
克比是有在成长的
一群反贼
早期剧情快的时候真好看啊
不过漫画剧情不拖沓哦
罗杰：？？？
卧槽，一晃已经快20年了，青春啊
Dream 还是Destiny呢
白胡子看不到新时代了
满满的回忆啊
"op陪伴了18年,感觉真好"
卡普，麻了
黑刀比人长
迷路果实持有者索隆
尼卡背锅
全是回忆啊啊
50块哈哈哈哈哈
只有一个三观正的
50贝利的宠物来了
哈哈
好想等他们等到宝藏后回家乡啊
启程了，小的们
就服摩尔纲斯，上帝视角的相机果实吧
哈哈哈哈哈
翻译：你们一定要以他为目标啊
乔巴：？？？？这不是狙击王吗
村长知道橡胶果实是幻兽种？
但是海贼并不值得尊重
我把它赌在了新时代
乌索普冲啊
真最喜欢水之城了！歌好听，城好看，而且全员进化！
我们要尊重梦想！
老师是大剑豪啊
我们要尊重梦醒！
你男友后来成了上帝。
克比才是强
u咩！
孙悟空
heg
《海贼就是海贼》，路飞他们只能算是冒险家
这个时代就叫路飞
这个时代的名字就叫路飞
以前的剧情多好啊
乌索普:把说过的大话变成真的！哈哈哈哈
山治不是only alive嘛？
热血！
可恶啊乌索普！人生赢家
我要是卡普，我就把路飞关在家，一天说要当海贼，就揍一顿
人生赢家
三权分立
全员恶人
好燃啊
他们不认识艾斯，只有酒吧老板娘认识
红发绝对是顶级伏笔
一个男人把自己的信念贯穿始终，不是很帅吗？
卧槽卡卡罗特
被明哥悬赏五亿的男人
村里的骄傲嘎嘎嘎嘎嘎
卡普罩着这个村子呢
我们要尊重梦想
这是第几集啊
泪目
路飞小镇 出现了改变世界格局的男人
哈哈哈哈哈哈哈哈哈哈哈哈哈哈过于靓丽了
神·乌索普
我叫克林，是要当18号的男人
啊，怀念啊
你币有了
被海王类咬掉的
宿命论实锤！
这一幕我重看了5次
流泪流泪 大结局不知道要哭成什么样
艾斯是秘密养的，没公开
没有绝对的正义哦！前面的那个二极管没看过海贼王吧
用鼻子就能做到我做不到的事
官方吐槽最为致命
芜湖！终于热门咯
路飞牛批
明哥直接给他五亿
为什么看这个 我想哭呀
卡卡罗特
动画没人看，漫画也烂尾了。。
索隆是真的励志
靠 乌索普还有个可雅
卡普：？？？
50 不可忽视的存在
想看他们打完凯多的悬赏
能拿出名刀的师傅 肯定实力不差
人生赢家
索大气质yyds 
这老师绝对是个皇级大佬
他们只是想借机喝酒而已
前一秒泪目，这一秒被山治哈哈哈哈哈哈
泪目
9000人？？？
热血，热泪盈眶
2亿什么时候变成3亿了
路飞这个笑太治愈了
预言家
QA亲爱哒是我觉得绿卡的境外的讲课思路决定
海贼世界好的一点是祸不及家人哈
哈哈哈，乌索普人生赢家
乔巴：我们赏金真高
村长也是个人物
不要把这些可亲可爱的忘了啊
啊啊啊啊啊大哥
回忆总是令人感动的
近海之王不亏是东海霸主
好视频，俩个币
勇敢的海上战士√
哈哈哈山治被迫害
有点泪目，一步一步看下
《航海王》
人间清醒村长哈哈哈哈
泪目
人人果实 平民种 老百姓形态，50贝利
海贼是扶桑浪人的意思吗？
泪目
被一条臭鱼啃馒头
恭迎五皇 人人果实·幻兽种·太阳神尼卡形态
完了现在看见风车村就感觉快乐
PPT果实
教练我想当海贼！
其实路飞哪能算是贼呢
宿命是指，卡普和龙
当海贼这么骄傲的吗
我可怜的艾斯 哭哭哭
满满的回忆啊
都是回忆呀
50
就目前赏金猎人的水平，这悬赏有什么实际意义
路飞只是受到了红发的影响，想成为红发一样的海贼，但是大多数海贼还是和凯多一个性质
乌索普真的人生赢家，成为海贼王船员之后记得回去啊
5555好感动
这不三连？？？？
香克斯可不知道传说果实是橡胶果实，香克斯并没去过拉夫德鲁
终于在B站热门榜里看到了海贼王！
9800
随心所欲最强大
。，               ，。 ，木。、；、了。。，酷酷酷【
礼貌乔巴：**
五亿大神乌索普
泪目
卡卡罗特我知道是你
玛琪诺真好
泪目了
看完了必须三连
是doge
这么多人同时在看就不简单
预言家，刀了刀了
唯一一个正常人
射穿它！狙击王！
高情商
牛逼
如何当一名海贼
哈哈哈哈哈哈哈
恭喜你发现了宝藏
哈哈哈哈哈哈哈
卡普过来一拳一个 哈哈哈
BGM配的真不赖
村子是担心他越有名就会越危险。
村长也把啤酒喝了 哈哈哈
泪目
我要这币有何用！
对啊！他明明那么帅！
爷青回
1.1万人可还行
赌怪红发
哈哈哈哈，尾田这句话是你说的吧
预言家刀了
我把它赌在了新时代
没有绝对的正义
卡卡罗特，哦买一
拯救罗宾和顶上之战是让猛男落泪
这一段真的是热血沸腾当时真的看到我热血沸腾
Hhhhhhhhh
对啊，那个时候大家看着自己的赏金一路高涨，兴奋的要命。哈哈哈，
就冲着这个转场，我投币了
民风淳朴
大将实力（村长）
看哭了
海贼就是海贼，想路飞一样的海贼实在是少，大部分都是杀人魔王
我第一次看的时候就觉得不简单 因为日漫眯眯眼定律哈哈哈
我他妈，神！
竟然看哭了
一万+
我既是天命
我既是天命
为什么只能投两个币？？？！！！！
天选之子
hhh
一生之敌
唯一拥有两张通缉令的男人
启蒙老师是你一辈子最要感恩的伯乐
现在的动画太拉了，全是回忆
one piece是真实存在的
卡卡罗特 ？
哇塞 这个终于火了
我们要尊重梦想！
我在10岁的时候看的海贼，而现在22了
助力每一个梦想
还是以前拍的好，剧情不托
我想我才是旧时代的船员吧
红王后（bushi
1万+就离谱
剪得真好
乔巴太可爱了
这bgm绝了
老师他爹是和之国来的(也有可能是岳父)
怀疑红发的胳膊是路飞弄掉了，不是海兽
乌拉～
果然还是喜欢初代画风
民 风 淳 朴
一直放任到和之国
10000+
我刚听出来香克斯和夏亚
zzzzzz
人的梦想不会停止的
你们村子有个龙还不够？
全员恶人
呀卡吗洗
国际悍匪
打完凯多起码得翻一倍
贫民窟人人果实 B50 
风车村没多少人知道艾斯和萨博的存在好吧
乔巴：我只值50块
结果自己贴那么大笑死了
海贼yyds！
用一只手臂换了一个海贼王
罗杰 ：“我白努力了”
还是喜欢现在的画风
居然看到海贼剪辑上热门了，泪目
全村唯一的正常人
艾斯
15亿是尼卡果实定价吧/doge
乔巴哈哈哈哈
乔巴:我和科比合砍81分
尼卡，尼卡
眼泪都快出来了，看到山治的悬赏令属实蚌埠住了
真能干
希望一直不完结冒险就能一直不结束
乌索普cp早早就有了
这村长是真的行，带出来多少知名人物。路飞一家再加个红发
、
哈哈
我寻思路飞干了些啥事，为什么有悬赏令就说是坏蛋
尼卡果实真没想到
索隆也有隐藏剧情是吧
50....
希望海贼不要烂尾
开挂王
“快看 老爹 这就是我弟弟”但是艾斯好像指的真的是乌索普
9000+
这是我投的第一个币
哈哈
宿命指的乔伊波伊
哪怕只是角落里一个背影，第一眼看到的也是你
火钳刘明
赌在尼卡果实上了，都是宿命
50 k
前期最燃！！！
卡卡罗特草，您一个波海贼世界直接无了
他后面2亿了来着
9000+就离谱
呜呜呜呜
每次看到这个山治的都会笑出声
看得热泪盈眶
现在的海贼王变味了
海贼梦想就别尊重了，小朋友们
讲真克比几个月就长了别人几年的个子
我可以
艾斯！！！！啊呀我的艾斯啊！！！
好喜欢这个剪辑啊
绝对币有
炫弟狂魔来了
啊这，给金梅丽号的人，我把她忘记了
后期拖剧情是因为漫画速度慢
路飞：我教的，嘿嘿
阿龙勾结政府，悬赏几乎没涨过
我要成为干翻美帝的男人
是梦想还是命运
乌索普打旗子高光时刻，而且还是C位
回忆满满
全员恶人
祖孙三代要同志三个阵营
隐藏BOSS老师
尼克尼克
出现了！自然系之耻
全员恶人
别宿命论
梦想值得尊重，就算是希姆莱的梦想也好
会员恶人
人生赢家
教练：我想当海贼
我总觉得这人应该是和之国的人，并且很强
正所谓眯眯眼都是怪我
哈哈哈哈哈
↑50
说是大话还是保守了
近海之王！
怀念啊啊啊啊啊啊
这个老师，我找不到形容词，就用《很好》吧
艾斯～
怀恋以前的画风
今天停播啊
承太郎异地登录（误）
剪得真好 必收藏
欧耶，最喜欢的视频重制了！！！！！！！！！！！！！！
确实
海贼王最强者，卡卡罗特！
子承父业
可恶红发居然赌赢了
很光荣是吧
是剧情『doge』
剪的真好
好久没看到海贼王上热门了
然后你们就被文斯莫克全抓了起来
是少数正义的海贼
上面还有一个世界头号罪犯龙了
Hhh
再上面还有一个海军英雄卡普了
再再上面还有个海贼王罗杰了
未婚先孕女
红发赌的是果实不是路飞
为了让路飞上贼船，故意掉一个手臂
乌拉
为了让路飞上贼船，故意输了一个手臂
早期的画风虽然不帅，但是很上头
艾斯我的艾斯
的确出了个大海贼。。。
直接三连
？。？后脑勺
卡普 你看他听我的吗
哈哈哈哈哈哈哈
这样一说还有个大小姐等他回来呢
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈索隆这角度笑死我了
克比要想当大将需要果实辅助
现实中相当悍匪却被老师暴揍的小黑默默的流出了眼泪
g
我要这币有何用
必须三联
带着她的那一份成为世界最强剑士
哈哈哈哈哈哈哈
50贝利 怒升100贝利
尼卡路飞
哈哈哈哈哈哈
不多bb，我投币了，各位请随意
沃蕾哇路费
那个敌人叫做宿命！
尼卡
剪辑的也太棒了
不是，这个岛没什么海贼因为卡普在，他们认基本只识香克斯，并且也了解路飞。
忘看海贼王了
泪目
那个拿刀的绝壁是留给索隆的
霜月耕三郎大剑豪之一
呜呜呜呜看得我想哭！三连你值得
回忆涌上心头
god，乌索普！！！
艾斯啊！！
我永远都是海贼迷
把名声传回家乡
50块钱买个应急食物 
池田秀一的配音？
PPT果实能力者
我的青春
艾斯！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
D
近海之王：我能吹一辈子
50贝利
然后100贝利
乌索普绝不骗人！！！
村长海贼王的船员
这个人很惨，莫名其妙成了悬赏犯
哈哈哈哈哈哈哈
这里终于明白为啥了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
干杯
乔巴:不拿路飞，拿我，真把我当宠物小精灵了是吧?
村长明白人
好老师
想结束我的生活
性感
泪目了又爆笑
剪的太棒了！！！！！！！！
马琪诺小天使啊！！！
预言家
东海之光：路飞
某个秧歌star点了个赞
哈哈哈哈
够啦！！
隐隐戳到心里了
逃兵王
一人通缉，全村光荣
尾田曾经说过：我也没想到香克斯后期这么强
这个时代的名字叫 蒙奇
红发早就看穿了太阳神，所以故意断臂，打好关系。
一边哭一边笑今日份的破防
小号狙击王，大号 神·乌索普
霜月家的族徽就是两把刀
近海之王：正是在下
经典BGM
人生赢家乌索普
这个bgm好听
可惜海军不当回事
绝境大神乌索普！！！
封面这头都是嘴
真爱！
我20多岁看的 现在都35了！！
通过路飞三千万找出乌索普的那段没剪进去啊
热血巅峰
5000+
天使投资人
《伏笔》
太阳神王路飞
这个男人呢才强的离谱
青春啊哈哈哈哈
火钳刘明
输给海贼王不丢人
赌在了太阳神果实上
为什么总感觉2年之后泪点少了 是我长大了？
当时看的快哭死
鼻交
泪目
我的梅丽啊！
有
太喜欢这个BGM了
风车村的人不知道艾斯
乔巴：动物系 人人果实 老百姓形态
帅帅帅帅帅帅帅帅帅帅
这里！！！
太热血辣
超强
火钳刘明
宿命！！
啊啊啊啊啊啊艾斯啊
顶级见闻色霸气
考哥.jpg
卡普：我当然在放海了，挖鼻孔
《真能干》
这段真的好燃
尼卡果实，心碎了
5000+人正在观看
dream destiny
输出全靠吼
星空卫视六点半第一次看到这集
好热血
其实路飞更像是航海家
目前20岁了，海贼还要陪我到何时啊。
你们都看动画了 就别有这么多要求了 有追求的 谁看动画
哈哈哈，有其父必有其子
我的青春
几个月就变异的克比
曲对币有
为了我的伙伴，我可以与世界为敌
锰男落泪！
哈哈哈山治
卡卡罗特
我回忆了
前面的，我也想哭
绝对的hen
绝对的正义是有的！就在红狗的梦中
“火”你大爷，那么多汉子字不够你表达吗？
是你夏亚
再来一遍
正常人
老师确实是和之国的人
逃兵王
“它”
开会皇开会王开会都是大魔王
你说如果路飞在谢尔兹镇出场时就遇见了三大将带着三支屠魔令舰队会怎么样？
泪目
好诶～
你们就笑吧，等我乔巴50-5亿，虽然没有船长多，但你看我翻了多少倍
因为没干啥坏事啊
五千人＋！
海王类：正是本大爷
让名声响彻天堂
卡卡罗特
狙击王yyds
尼卡，日本有橡胶树吗？一群扫地的
路飞，你会成为王的，因为你现在已经是皇了
看哭了  呜呜
索隆：总有一天我的名字会响彻天堂
少时候一直纠结，为啥不自称航海家，而要做海贼。又能实现梦想，又不会跟政府作对
GOD乌索普！
老爷子清醒
卡卡罗特
难倒不是罗杰吗
泪目了真的，老子的青春啊！
尾田：没办法~杂志社让我煽情红发才少一只手
哈哈哈哈哈
第二遍
把吹过的牛一一实现的凡人！
不是只要活的吗？
有个长这样的被迫当海贼了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
早期的海贼看了好几遍
卡普当时训练克比呢
罗宾！！！！！！！
那个时候真好啊，一会感动一会大笑
宠物乔巴
艾斯！！！！！
打最横的的架，拿最少的钱•᷄ࡇ•᷅
这是谁？什么时候的剧情？
一村山贼出了个海贼怎么了
！
看得有点泪目
哈哈哈哈哈
创造新时代的不是老人
当时还是无论生死的
三连
索隆师傅是和之国的大手子
艾斯好像指着乌索普
动物系-人人果实-幻兽种-尼卡果实
牛
50贝利的登场了
哈哈哈
看到山治悬赏忍不住了，哈哈哈哈哈
大数据记住我
一路追过来真不容易  泪目
joy boy
着实是没想到，一个小小的风车村，竟能同时诞生山贼王和海贼王
绝境乌索普！
这里剪辑非常不错
这个声音?卡卡罗特!
D
现在关注一下，等海若火的时候我也就是老粉了
红发会在东海呆一年 我感觉那个尼卡果实原本是打算给艾斯吃的
火钳刘明
亚卡马西！
我要这币有何用
那你还贴这么大一张
我上午看就5000+ 晚上还是5000+
满满的回忆啊
50
这段剧情是动画组加的，原作里香克斯本来就是独臂 
基德：正是在下
泪目了！！！
我把它赌在了新时代
bgm太燃了
bgm太炸了
卡卡罗特
一生无悔入海贼，来世愿做船上人！
这里翻译成不要学他比较好
村长肯定不简单
哈哈哈哈哈哈哈
为了太阳神丢手臂
路飞 总有一天我们会出海成为比谁都要自由的人
若空岛那会也算，赏金就飞了
玛琪诺在看乔巴的悬赏
不止一个啊村长
红字你是认真的？真看过漫画？
东海之光
玛奇朵：我男人可是四皇
霜月老师，和之国伏笔
一身鸡皮疙瘩
rr
哈哈哈
抑制不住了
好家伙，乔巴要是真出点啥事，红叶医生直接一个龟派气功把世界政府给炸了
哈哈哈哈哈索隆就是帅
哈哈哈哈哈
为我们的路飞干杯！
果然山贼王是默默无闻的存在
50贝利哈哈哈哈哈
那我要当悍匪王
真相了 哈哈哈 说过的大话都变成现实了
前面说原来独臂那个认真的吗
是青春啊
真香
索隆老师的父亲是和之国出来的
磕死了可雅眼里全是乌索普
好燃
普普通通的幻兽种而已，想什么呢
梦想
不知道为啥这里泪目了
hh
狙击王！
他儿子更恐怖
粤语好评
悟空是你
改了果实，这样很多就变味了，是红发和我们一样看中了路飞，还是看中吃了果实的路飞
人人果实能力者 哈哈哈
50
后来神乌索普是被政府确认，狙击王就是神乌索普
这里五老星不知道路飞的橡胶果实吗？
卡卡罗特
卡卡罗特
火钳刘明
会不会手臂根本跟近海之主无关 而是因为路飞的果实？
自然系最弱的家伙
卡普罩着这一片
他们都知道路飞是不会干坏事的
护眼
村长王
这个时代名为路飞
热门了 海贼
村长这句话有点厉害
当时还是全核阵容，现在就剩三个天选之子了
天命既定
乌索普：路飞可是要成为海贼王的男人啊！
现在路飞还真有海贼王实力了，以后不叫王路飞了
大佬
加油
我把他赌在了新时代！
老师姓霜月，二代鬼彻和之国的伏笔
近海王yyds！！！
都是青春呀、
谢谢你 up
索隆的阎魔，和道一文字就是耕三郎造的，他师傅是耕四郎
