你到底守护了什么啊！这不是什么都没有守护住吗？[大哭]​
吹爆他的英语发音啊啊啊啊连读弱读吞音爆破咬舌舌侧音 啊啊啊啊啊啊啊麻麻欣慰
起飞了
好听！
这是天使吧！
欢迎回来
圣歌一样的感觉
甜甜甜
要起飞了
歌、剧合一，我升仙了
好纯净的声音
被净化了
两个天使
净化了
泪目
鸡皮疙瘩起来了
来了
被净化了
今天我就住这里了
欢迎回家啊，班长
卧槽，是糖?!
泪目
再来亿遍
坚定而温柔
接受洗礼
温暖又充满力量的声音
欢迎回家，班长
想要图啊啊啊
好耶
太绝了啦
昨天听了四个小时，熬夜都怪周深
你能在任何地方见到周深的更新，除了……
想要现场哇
哭了哭了
主线有后面的剧情
圣歌
太强了
天使在唱歌
好听
好好听555
我不会让你一个人孤单的
啊听到了天使的声音
鸡皮疙瘩
真的太好听了，天使在唱歌也就是这样了吧
太纯净了
是糖啊！真好……
天使在轻轻地唱啊
我直接原地飞升
真好听
天使
泪目
心靜下來了
再来一遍
泪目
欢迎回来，班长
周深yyds
来了
音乐和短片都冲冲冲
再来一遍！
再来亿遍
我特么锤爆啊啊啊啊啊啊
(⍥(⍥(⍥(⍥(⍥;;) 惊呆惹
天使在歌唱
太好听了吧
全体起立！
没刀
歌词曲子还有唱的都好棒
泪目
今天我就在这个视频住下了
召唤悍匪
颂歌！！
好好听！！！
(° ꈊ °)✧˖°哦吼!
圣光普照
是糖！！
 犹如圣歌✨✨✨如沐圣光✨✨太绝了
仙人，上仙，班长，阿符，华，回来吧QAQ
泪目
被净化了
被净化了
生命如花绽放
绝了
呜呜呜呜我倒立表演一个双厨狂喜！！！！
泪目
是糖，大家可以好好过年了
上头了
老EVA了
steam上的壁纸软件里谁发一下这个视频？
周深yyds
太好听
美得不像话啊！
好听
我被治愈了
好温柔
华！
温暖
天使在唱歌
好温柔啊
神仙声线
天使！
冲鸭
看到你啦那根羽毛
天使在唱歌
AMAZING SONG
歌手是男孩子啦
再来亿遍
太好听了
天使啊！
好好听好好听好好听
听完没有世俗的愿望
好听～这是什么小天使啊!就是有点突然
天使在唱歌！
呜呜呜，，爱了爱了
太好听了！！！
啊啊啊啊
洗涤灵魂
洗涤灵魂
再来一遍
好好听
好听
这是糖啊！
鸡皮疙瘩
童声
周深周深我爱你！就像生米爱星星。
升天蓄力中
谢谢周深，很安详去了
泪目
净化心灵
班长啊啊啊啊啊
我有rubia，你听吗？
这里啊啊啊啊啊
天使在唱歌！
欢迎回家
天使
泪目
对对，就是那个唱大鱼的周深唱的
不亏是国漫御用歌手
救命太好听了
好好听
循环走起
泪目
你怎么可以唱的这么好听呢，真的好好听啊。
深深
这是圣歌
太好听了！！
羽毛? 宝贝是你吗
天•周深•使
想哭
加油！
好温柔啊
冲鸭
好好听
泪目
天使们
欢迎回家，班长！
妈妈，我听到天使唱歌了！！！
听的我心都在颤
好好听
好听到不敢多听
牛啤
催泪
为世界所有的美好而战
呜呜呜呜呜呜呜
泪目
太美了吧！
天使降临
糖
周深牛B
purify
啊啊啊啊啊啊啊啊啊
好听
太好听了吧
呜呜呜呜
这是天使在歌颂吗？
太绝了
QAQ
周深牛逼
绝美
符华 我只能看着
大家注意背景！
大家注意背景
不敢大声呼吸
这就是带光晕的声音吧
好好哭
天使
泪目，是糖，太好了
音乐榜一冲鸭！
燃并感动着
太好听了
好好听
循环听，净化灵魂
开头见
好听耶
再来
再来亿遍！
欢迎回家
各位开头见
歌词好美
太好听了
无法自拔
太好听了
听天使净化
太美了
米忽悠赶紧搞壁纸啊岂可修！
太太太太太好听
周深真的是天使吧！
天使唱歌
我来接受洗礼了
哭了
这唱得绝了
泪目
太美好了
膝盖已碎。深哥收好
呜呜呜呜
周深！！！娶我！！！！
净化我了
欢迎回家，班长
呜呜呜
2333
出不去了再来亿遍
宝藏男孩周深！！！
是光的颜色呢
啊啊啊啊啊
周深yyds！！！
我淦我觉得这一段比副歌还好听简直天使
这首歌我要夸爆它！！！超好听！！！
太好听了
Hiーーーーー　☆  *　.  　☆　　. ∧＿∧　∩　* ☆*  ☆ ( ・∀・)/ .　.  ⊂　　 ノ* ☆☆ * (つ ノ  .☆　　 (ノ
for you
这两句把我鲨了
好听！！！！
这是什么大宝贝啊
是糖！！！
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
有点想泪目
有内味了，已经被超度了
好听
好听！
谢谢
是糖啊！
这也是我第一次认识的周深的声线
这歌太好听了!
欢迎回来
好听好听好听
欢迎回家，班长
好温柔的声音
强大温暖包容
泪目
圣歌起
太好听了
再来亿遍
起飞
再来一遍
听到了凌晨4点
净化心灵
沐浴在圣光中
周深永远滴神！
天使般的的歌声
圣光普照
无事献殷勤   非   非常喜欢你
洗涤灵魂
周深太厉害
天使
圣歌起
跪着听，太绝了
被净化了
天使
神曲预定
绝了
一起升华……
被净化了
灵魂都被净化了
这里有小孩子的声音！！！
to find the way back home
Rain falls a thousand times
天使唱歌
好好哭T﹏T
哭了
半途而废不好 所以我喜欢你到老
我被净化了
大中午的被破防了
泪目了
真的绝了
真的看动画之后感触更大了
呜呜呜
被超度了
净化心灵
在一起，在一起
天使
好听好听
灵魂被抚慰
天使唱歌
好听
❣️❤️
再来亿遍！！!
这一幕不整上人工桌面!？
再来亿遍
泪目
被声音治愈了
太神了
如闻仙乐耳暂明
没有刀
是天使在歌唱！！！
天使在唱歌
天使在唱歌
我滴妈呀，太好听了吧 ！！！！
天使深！！！
真好听啊
周·天使·深
天使
yysy，是真的好听，演唱也好编曲也好歌词也好，完美
跪了
好听啊
再来亿遍
好听
出不去了
声音太美了
纯净的天籁
在哭了在哭了
2020有深深才美好0
听，天使在唱歌，洗涤心灵
太温柔了吧
这首歌好好听啊
这里孩子的和声绝了
歌和短片都好棒
听完歌，心平气和
圣歌
班长
泪目
欢迎回家，班长
泪目
歌曲真的好棒啊
也就听了一百多遍吧
冲上热门！
太美了！！！纯净的嗓音好听
天使竟在我身边！！！
符华我爱你！
好听
哇哇哇
全站，动画，音乐都登顶啦，牛啤
 好听www
一路走来，你已经不再是你，你依然是你
欢迎回家，班长
你能让月色温柔，让流星闪烁。
班长，欢迎回家
听天使在唱歌！！！灵魂被洗涤了~~~
是我的耳机不配
我的天
真的太棒了这次
太好听了
再来亿遍！
治愈
好美的声音
呜呜呜呜呜呜呜
开口跪
我全身在哆嗦！周深！yyds
迷深音
符卧撑
神爱世人
周深好绝一男的！！！！！！！
天使唱歌
太好听了呜呜呜
好棒
绝了
麻了
太绝了
周深你咋那么会唱，太好听了，真的
绝了
下个该到姬子了吧
天使歌声
班长！
好好听，真是天使的歌声
这是糖！！！
真的喜欢这样梦幻合作太棒了
天使下凡为我们唱歌了
好温柔啊好想哭
这样的声音是用来歌唱生命的
出不去了，再来亿遍
呜呜呜呜
净化心灵
天使降临
班长
宇宙歌姬钢铁镭射鸟
洗涤灵魂
太好听了
far away or by the road，
你眼里不只是有星星大概是装了整个银河系。
呜呜呜呜呜呜呜周深取我狗命
太绝了
以为是刀其实是糖系列QAQ
Tracing to the source，
加油啊
No more strayed or lost，
深深宝贝
You will see petals fly，
值得一再循环
上仙内心深处的温柔也是像这首歌唱的一样
好好好好听
绝美
far away or by the road，
I feel your sigh and breath
结婚！
He啦
开头见
跪下来听歌
开头见兄弟们
欢迎回家
啊啊啊
to find the way back home，
再来亿遍
a Madder there for you
升天了
我被净化了
No more strayed or lost
哇哦
天使
好听
泪目
是天使没错了
净化了
天使在唱歌
我应该知道谁是二代绿者了
啊啊啊啊啊
一定要去网易云音乐听教堂混响音效啊
一曲肝肠断
我上天了
天使在唱歌
泪目
There is always a longer way to go
再来亿遍
我的妈呀
天使吧
天使在唱歌
天使吧
我觉得被歌声洗涤了心灵
天使
There is always a longer way to go
哭了哭了哭了
像一束光
洗涤灵魂
呜呜呜呜太上头了
哇！这是天使的声音吗
好甜！！！
洗涤灵魂
欢迎回家
虫虫我爱你
天使净化术
我被净化了
感觉在教堂唱圣歌
天使歌声
洗礼
就一段词，层层递进
啊啊啊啊啊啊
我没币了，呜呜呜
被洗涤了
好听啊
来一健三连的
想拥有现场版！！！
救命啊，我已经被困在这里3个小时了，放我出去啊！
有种万物被净化大地慢慢复苏 感觉周深适合歌唱生命
好听
圣歌
妈耶圣歌
周深！！
做的也好好
天使牌灵魂净化器
好赞٩(๑^o^๑)۶
天使
恭喜短片和歌曲双登顶！
天使在唱歌吧太好听了
欢迎回家！班长！
泪目
好好听
太好听了，听的我心打颤
好美
好美
太好听啦
欢迎回家班长
啊天使啊
呜呜
住在不走了
好好听
这就是天使么?
真的生活喧嚣一下子远离了几分钟
质量针不戳
太好听了
比歌不火天理难容
圣歌美到爆
呜呜呜我的眼泪不值钱
再来亿遍
好听好听好听
好美
再来亿遍
真的治愈
循环一天了
符华上仙，法力无边！
真棒
还我上仙
还未到将故事翻至末页的时候
或许遥远 或许就在路边
绝了绝了
直至能与你相拥
感觉整个人都被净化了
Up against the stream
开口跪
无数水流终将合一
追溯着源头
好听好听好听
绝了没玩游戏的光听歌居然就哭了
天使在人间
天使唱歌
周深 牛逼！
找到回归的路
好听
天使唱歌
天使净化大招
太美好了
泪目
我被超度了
再来一遍！
神曲
祝贺音乐区第一
再来亿遍！！！
哭了
好听啊
欢迎回家
歌声好美！
再来一遍
想从我身边逃走，门都没有
够了，又是这样
时光流淌过天地间
太好听了
太好听了！！
开头见
日月浮沉，沧海桑田，历经了离别，习惯了绝望，不知时间为何物，亡命于无尽的轮回之，只为─使命。在这里，一切有了改变
开头见！
绝美转音！！！
好家伙 圣歌啊
一天都沉醉在天使的歌声中
爱与守护
看见光
符华：在这无边无际的梦境的深处，凝望着面目全非的自己
好喜欢好喜欢啊
再来亿遍
原来天使就在人间
起飞
符华（？）：怎么可能，怎么可能怎么可能打成这样
好听啊啊啊啊
洗涤心灵
符华：谢谢你，琪亚娜
净化了
最喜欢这句歌词了
泪目
立雪，只能陪你到这了
好听
声音好干净美好
雷之绿者，愿成为你的力量
录音：徐威Aaron Xu
混音/母带：宫奇Gon
制作人：蔡近翰Zoe
Music by HOYO-MiX
神仙深
特别鸣谢：周深工作室
太好听了，净化心灵
沐浴圣光
科普：周深是男的，听起来像女声的嗓音是天生的，偏中性一些，不是特意唱伪音​
周深是哪里来的神仙啊T﹏T
天使在唱歌！爱你深深
·
各位戴耳机享受净化之声，绝了
再来亿遍
净化灵魂，升华了
周深歌声太好听了
好听 好听 好听 好听 好听
这不整桌面
好听
头皮发麻呜呜
声音好纯。
救赎的歌声！
净化心灵
这歌好能平静心情啊，适合听来写材料
我被净化了呜呜呜
再来一遍
词曲唱太棒
真嗣，绫波丽：这个我熟
让我飞升吧
班长，回家了
欢迎回家，班长!
周深天使
歌声所在处，灵魂安好
温暖的深深❤️❤️温暖的歌
天使唱歌
天使超度我
绝了
天使在唱歌啊啊啊啊啊啊
欢迎回家，班长大人
听得好想哭
欢迎回家，班长大人
灵魂在颤抖
为嘛我饭之律者没有新歌？
再来亿遍
真红
这段不跟EVA一样吗
难的的一次甜
再来亿遍
啊啊啊啊啊啊啊啊啊
被洗涤了
起飞
啊啊啊啊啊啊啊啊
最后还有童声
刚抽到雷律的我来补补魔
欢迎回家
啊啊啊啊上仙我爱你
泪目
泪目
开头见
终于在过年吃到糖了
天使！！！！！
天籟之音！
听，天使在唱歌
怎么就没了！
好听
泪目
天使啊，好听
阳光普照大地
我出不去
真是太好听啦
天使唱歌啊
音源在网易云
泪目
天使
这块感觉做壁纸好棒
欢迎回家
开头见
欢迎回家！
好家伙
wtm直接哭出声
泪目
天使在唱歌
我在寝室哭成狗呜呜呜
冲冲冲！
再来亿遍
呜呜呜我飞升了
泪目了
呜呜呜呜呜真好听
泪目
呜呜呜
我升天了
太好听了
冲啊
天使唱歌
许愿识律，出必还愿
我咋还在这里
太美啦
怎么会这么好听
下网易云去了1
好听
洗条心灵
飞
传送门00：00
太爱了！
泪目
欢迎回家！
准备起飞
一直循环
太美了
崩坏3真是良心制作，跪着听！！
好好听
深深真是个天使啊
感觉洗去了所有的疲惫
周深我爱你！
.
生命如花朵绽放
999好听
太好听了
我玩原神的，跑来看这个听这个。为什么这么好
太絕了！天使般的歌聲！
可以听一整天啊啊啊啊啊啊
许愿识律出必还愿
好好听啊啊啊啊来回听了好多遍
天使在唱歌
感谢字幕君
绝美呜呜呜·
好听！！！
知道是糖也听的好想哭啊，崩三终究是悲剧的世界(ಥ_ಥ)
周深真的牛
宝贝，妈妈爱你
行云流水，醉了醉了
上仙来教我寸劲吧！
教堂的圣歌
太好听了
一定要带耳机听
爱了爱了
开口化
圣歌！！！
圣洁的洗礼
太美了
好温柔的声音
啊啊啊啊啊啊
新世纪崩坏女武神2333
泪目泪目
好听好听好听
我爱小天使
灵魂被净化了
天使在唱歌
0602
已经在哭了
被净化了
好听
绝了
再来亿遍
好好听
天使
羽毛
我在云端
我其实挺喜欢识之律者的性格呢！
开口醉
把“周深是天使”打周深脑门上！
泪目
班长，回家吧
泪目
泪目
好听
适合循环
好听好听
再来亿遍
听完感觉心情舒畅
欢迎回家，班长
我要听无数遍
啊啊啊啊啊啊
太好听了！！
挺好
这个画面感觉律者有点可怜
洗涤灵魂
天使在歌唱
水晶一样的二公主
反正我循环了一整天了
绝了绝了！
很高级的演唱，很净化心灵的的歌
今天莫名其妙的挨训，特别委屈，当时没敢埋怨，听到这首歌眼泪哗啦啦的流出来
bravo！！
天使的声音
好听！
净化心灵
好美啊
好听
答应我，这张出壁纸好吗
这是圣歌吧，感觉灵魂都被洗涤了
来了
神仙唱歌呜呜
再一次
太好听了
气声的极致吧
再来亿遍
卧槽
千年之守护，只为拯救苍生！
欢迎回家，班长
首页通知书
终于不是刀了，呜呜呜
识之律者：我怎么会输给她
全体起立！
啰嗦，那我就再打爆她一次，想从我身边逃走，门都没有
天使
圣光
我很强的，才不怕被殃及
天使的声音
琪亚娜：太虚剑气，神韵
好听
啰嗦，那我就再打爆她一次，想从我身边逃走，门都没有
班长等着我必定带你回家
好美
好美的声音
好听爆了
好好听
昨晚听了一个小时《Rubia》，早上上班时都不自觉地哼哼！
神仙
泪目
深哥
米哈游不错
许愿识律，出必还愿
班长，欢迎回家
鬼听了都要自我渡化
好好听啊
沉醉不知归路
好好听
崩崩崩nb
开头见
欢迎回家班长
大神在歌唱
一曲入魂
听得我整个人没有了戾气，周深厉害
nb
好家伙
我被净化了
欢迎回来班长
天使在唱歌
天使在歌唱
眼泪出来了呜呜
起飞了
升华了升华了
妈呀我听到天使了
好苏(✪▽✪)
全体起立
我的天使
全体起立
又是一个被游戏耽误的音乐公司
好听要我命的好听
啰嗦，那我就再打爆她一次，想从我身边逃走，门都没有
简直好听得要命
要命的好听
欢迎回家班长
看完深深拿到最受欢迎男歌手几天回来听歌啦
天使在唱歌
班长都回来了，姬子老师啥时候回归啊
开头见
好听
太好听了
我很强大，不用担心我被殃及
天使在唱歌
天使啊
出不去了
好催泪，不过是喜悦的眼泪
好美
天使
在一起在一起在一起！！！！
wsl
声音落在我心尖上
泪目
天使的声音也不过如此
我直接一个三连
这是天使降临，歌唱圣歌吗
太好听了
美好而脆弱的声音
美好而脆弱的声音，是心动啊
欢迎回家，班长
真的好好听
天使在唱歌
欢迎回家班长
圣光普照圣子降临
如同圣歌，洗涤灵魂
真的感动
周老师，小周总，天使深
立雪只能陪你到这了
好听
每听一首歌，又多爱深深一点
太治愈了吧
许愿识律，出必还愿。
开心又不开心来这里找小天使治愈一下
天使在唱圣歌
这个歌太纯净了，，
心中的憋闷被散开，‘被融化，如云开日出，春暖花开
欢迎回家班长
Waiting for the one
天使的声音
泪目
耳边似乎只有他的声音了
净化心灵
我看到一万只白鸽在教堂外的广场上盘旋
符华：谢谢你，琪亚娜
突然有被天使吻了吻额头的感觉：努力生活不易，你今天也辛苦了
我已经被治愈了一天了
他和童声真的好搭啊
声音太干净了
循环循环
太顺滑咯
泪崩
粉了粉了虽然早就粉了，现在更粉了。
发音绝了
呜呜呜呜呜呜
天使降臨了
天使的歌聲，純美澄淨 ，散發著光啊～
我儿子说这个游戏公司特有钱
再来亿遍
我们终会在见
好好听啊
天使在唱歌
开口化
！！！
呜呜呜谢谢净化我
我现在无欲无求
啊啊啊，惊艳
这好像是琪亚娜第一次成功的拯救了自己身边的人！
我天 好听哭了
天使在唱歌
绝美啊！！！
绝美
太好听了
好听
果然是为了一切美好而战
好温柔
天堂飘来的歌声，净化心灵
再来亿遍
好听好听单曲一整天
律者会剑气，神仙也要命
再来亿遍，太美了！纯净的歌声让人心向往之。
妈妈！！！
像荒野的薄雪，春天的二重唱
欢迎回家，班长
1.25倍速超神
如果花开有声音 那一定就是你
美哭了
小天使
一个人的唱诗班
开头见
黑符，唉...
美妙旋律的歌声
好强好强好强好强
太好听了
众所周知米哈游是个动漫公司
背景！苍玄丹朱T T
感动得一塌糊涂，天使般的声音
好好听啊！！！
太好听了
平静啦
天使深深
啊啊啊啊啊啊
再来亿遍
给我双杀
天啊也太好听了吧
好感动
起飞啦再高一点啊
开头见
妈妈我飞了
幸福呀
听了这歌，哪怕秃了也是值得的
太赞了
多发些英文单曲吧 深深
好温馨
妈妈我看到了光！
居然看评论看了两小时
太好听了叭
鸡皮疙瘩(>_<)
再来亿遍
好好听
愿你被世界温柔以待
好神圣
好听
美
美哭了
我在听天使唱歌吗
音之律者——周深
欢迎回家！！！
是神仙吧！！！
我要升天了！！！！！！
我不知道
每次进来都有几千人在线鸭～！深深魅力太大了
听着新宝等着接生新宝
天使吟唱
声音里有光
周深好听
前方高能
前方高能
周深真棒
超级温柔
日常听几遍带来好心情
天使之吻
爱了
欢迎回家
backhome
好听
急性子表示1.5超好听o。o
开头见开头见
周、
实不相瞒我已经后台播放亿遍了实在太好听了啊
深深好绝
好温暖人心
男的？
感动，激动
我只配跪着听
太美了
天使在唱歌
欢迎回家
听完这遍就去睡觉
好温柔啊啊啊啊
可以抚平一身戾气的歌声
周深唱歌真的太好听
阿例，眼角边什么东西湿湿的
接受净化
呜呜呜
此生无悔入崩坏，愿我出个识律箱
现在听真的哭死
无限循环
来这里平静一下
啊啊啊啊啊～好听！好听!
啊啊啊啊啊～好听！好听!
超极好听
双厨狂喜
什么时候能把周深抓来我面前给我唱歌
bravo!
原来游戏公司的音乐质量那么高，有钱任性
泪目！
好好听啊
好听啊
唱功好强
唱这首歌的人也一定干净无暇吧
展翅飞翔
圣歌
圣歌
圣歌
呜呜呜呜呜起飞了！！！
太好听了
飞升了这歌声
天使降临
周深神仙
太好听了
泪目
天使
就是天使
这也太好听了
泪目
绝美歌喉
好美的画面啊。。但是又有点悲伤的感觉
想嫁给周深
圣歌
听完心平气和，安详躺
哭了
出不去了，太好听了吧
起飞
直接上天
喜欢周深，喜欢大家
呜呜呜
听着很暖，莫名又有点心酸
小天使！
小天使周星星✨
今晚住这里了
泪目了，唱真好
Bravo!
好听
好听
温柔又坚定
太好哭了
小天使
黑符！我的黑符没了！
净化心灵的声音
睡醒了！今天再来亿遍！
欢迎回家，班长
爱了爱了
美好的一天从这首歌开始
好听，不同的感觉
天籁之音
小天使在歌唱
感觉有圣光降临
听！天使在唱歌~
流下了嫉妒的眼泪
好听哭了
啊啊啊，周深yyds
UP  UP  UP   UP   UP   好温柔
发抖了
好好听啊啊啊
真好听
守护小天使深深
好美的声音
泪目
哭了
我又来了！！！
好聽好聽
天师在唱歌
又来了各位
高潮部分，真的好感动
好好听
好美
网易云干活了
神圣
这么好听合法吗
很暖，很温柔
欢迎回家
Phenomenal Phenomenal Singer!!!!!!!!!
是天使了
评论区真的太好了呜呜┭┮﹏┭┮
可以做孩子的摇篮曲
洗掉所有的油腻
太好听了
英文发音好舒服
好温暖
是糖啊啊啊啊啊
接受净化
好听～～
起飞
好听*罒▽罒*
太好听了
唱好听
好好听
美好
出不去了
欢迎回家，班长
眼泪喷射而出
angelic voice
好赞啊
欢迎回家
泪崩
听天使在唱歌
太爱了
温柔又有力量
圣歌打卡
升华了
歌声温柔而坚定！
再来亿遍
原地起飞
在线飞升
太震撼人心了！！！
好有力量的一首歌！！！
感觉要升天了
好听
好好听
再来亿遍
趁没人发现 抱走歌手
莫生气气坏身体无人替
T^T
啊啊啊，周深我好爱!米忽悠你好懂!
好好听
天使的声音
深深和上仙适配性打满，直接升天
有净化功效的圣歌
呜呜呜太好听了
太美了，画面美，歌也美
绝了啊
欢迎回家
起飞
小天使
好温暖的歌声
周深yyds
恭迎卡布大人
天使呜呜呜
泪目
泪目
有画面感
净化
向前吧
太好了
净化心灵
天使
又来听啦
好好听
守护小天使
太好听了
欢迎回家，班长
高能
前方高能
天使
欢迎回家
好听哭了
天使在唱歌
轻轻柔柔的这个声线绝了
神
!!!!
听哭了
做游戏的音乐公司hhh
好美啊，符华和声音都很美
后脑勺发麻，这合理吗
好温柔的歌声
守护天使
好听
我的天，又出新歌，周八哥
神仙啊啊
再来亿遍
真就天籁呗
好聽
温柔的力量
太好听了
