hhhhh'
要是不出意外的话就出意外了
小王好端庄！
助力每一个梦想
8000+
快了
牛！
小王好美 啊啊啊啊
投了投了，一般我都是下次也不一定，你们这个必须投
！！！！！
不会呀，荷叶就刚好是这样的
助力每一个梦想
进度条告诉我事情没这么简单
不出意外的话，要出意外了
挺真实的啊
乱开黄腔，棺材反光
+--+
差点吓到吃席doge
放不下再买房
助力一下
小麟是好男人！
我聽了三遍XD 小王加油XD
1
助力每一个梦想
《簡陋》
投了投了
哈哈哈哈哈哈哈哈哈哈哈对不起我笑得好大声
哈哈哈哈哈哈哈哈哈哈哈
应该是材料不行
光固化有是个大坑
哈哈哈哈哈
未固化的树脂有毒，请使用食品级树脂，并彻底清洗
未固化的树脂有毒，请使用食品级树脂，并彻底清洗
这下问题够大了
！未固化的树脂有毒，请使用食品级树脂，并彻底清洗！
《只壞了一半》
助力梦想
至此出于同情投币
这次一定
比我大学实验室的装备还豪华
增加曝光时间和壁厚啊
都给我卷起来
游城十代
正好换个房子
外包给小何吧
《祖国版》
巧克力直接加热一下不就化了嘛
要是蛋糕出事了，那岂不是又要重新做模具
《有点瑕疵》
给了给了
吃完这个就能当英雄了（bushi）
币比赞多系列
下次接个专门的风机吸把还是，相比你们的家中常备小电器不贵的
hhhhhhhhhhhhh
家里有矿
投！！！！
好漂亮啊
美食区太卷了太卷了
小王yyds！！！
助力梦想
是你设计的结构不合理，布局合理就能打出来
大碗拿铁刚买了一个
1111
吓得我赶紧看了一眼进度条
我裂开了
投了投了我投了
圆形便盆
抱抱小王，不哭不哭
心疼又好笑
三连给了
助力每一个梦想
一期买一个
环创
光固化树脂有向光行，向心性
不出意外的话应该是要出意外了
所以美食区最后进化成手工区了
卧槽我也跟着一声惊呼
众所周知手工是美食区基本天赋
哦～！原来这一期是做蛋糕啊
我都不敢呼吸了
没到一分半，投了
助力每一个梦想
像我自己原先做的玻璃罩里的玫瑰
三连安慰
币比赞多系列
要是不出意外的话，要出意外了
辛苦了，但是有点丑
助力每一个梦想
可以买模具发家致富回本了
投了
巨资
天啊
不出意外的话，应该就会出意外
哈哈哈哈哈哈哈哈哈哈心疼啊
我投币了哈哈哈哈，心疼小王
湖南口音～
哈哈哈哈，好可怜，可是我忍不住要笑
好惨啊
磕了www
必须投
这个进度条看来是出意外了
英雄可不能临阵逃脱啊！
助力每一个梦想
跟实验室的一模一样（doge）
进度条不简单
真不容易啊
关键是什么都会，什么都能学
哈哈哈哈哈哈哈
终于有和自己专业对口的了
看错了，我们单位的那台是小百万的。哈哈哈
投俩币回个血
哈哈哈哈哈哈
太离谱了，哈哈哈哈
1
哈哈哈哈哈哈
《内 卷》
？？？？？？？
已经很漂亮了
助力每一个梦想
进度条告诉我不简单
鸟巢？
只坏了一半
找大碗拿铁哈哈哈哈
只坏了一半
《铁王座》
太强了
我要看哭了
离谱
我就是要白嫖
20.7了
心跳骤停
刚才有点帅
哈哈哈哈哈哈你币有了，节目效果拉满
这币我投了
欢迎来到投币比赞多系列
做啊!为什么不做!
助力每一个梦想
这做的是蛋糕吗我的天
有了，哈哈哈哈哈
十代处刑曲！
助力每一个梦想
艾特何同学！
好好好
这样就可以了哈哈哈哈哈哈
何同学:不推荐普通人购买3D打印机
哈哈哈哈！！！没忍住
太卷。了
只坏了一半哈哈哈哈
看到这里我立马投了两个币
如果是荷花蛋糕的话荷叶表面就是磨砂质感的
如果不出意外的话意外还是发生了
啊啊啊啊啊啊啊啊啊
哈哈哈哈哈毒奶啊
光固化有毒的啊
果断投币
同款盘子
好家伙
居然意外的便宜
我就想问上个打印机白买了
助力每一个梦想
助力每一个梦想
太辛苦了吧
太惨了
没白嫖过
默哀三分钟
梅开二度
一把辛酸泪
哈哈哈哈哈哈哈哈哈
可以找何同学取取经
哈哈哈哈哈哈哈哈哈
要是不出意外的话，就会出点意外
跟实验室的一模一样
再来一刀
投了投了
有实验室内味了，经费不够，人工来凑
不出意外的话要出意外了
23了
太惨了哈哈哈
关于一个做饭的学会的数字建模的故事
搞节目效果
neos
牛啊
我也在看甄嬛，好巧
SLA打印确实有毒的哦
哟哟哟这不何同学吗（错乱
哈哈哈哈哈哈哈哈哈哈哈
助力每一个梦想
蛋糕本身不难，唯一的问题就是模具
@何同学
大碗刚买完一台这个玩应
进度条
英雄归来，赞
看到这里忍不住点赞了
进度条说明事情没那么简单
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
不白嫖了
十代的主题曲诶，曲对币有
又买！
看到这里忍不住投了币
游城十代哈哈哈
你甚至不敢放实物(doge)
师傅你究竟是做什么工作的？？？
爷直接一键三连
24W了
为什么一定要打印不能铸模？？
梅开二度
说真的，去淘宝找家光固化打印吧
我爱抹茶
可可脂喷砂很脆，放冰箱就裂开实属正常
？？？？？？？？？
有点像梵克雅宝啊。
芜湖
发动场地魔法。。。。摩天大楼！
抽牌
说实话不是想白嫖，是实在没币了
《简陋》
还在熬夜的100多名兄弟们好
亚克力是不能碰酒精的，你们的三D打印材料确定能碰酒精吗？
打印都得有支架的
继续白嫖，你肝是你的事
币比赞多系列
币比赞多系列
实在没忍住
实验室啥都有了
不出意外的话就要出意外了
今日最佳
这次一定
助力每一个梦想
助力每一个梦想
逐渐忘记你们的分区
建议直接在桌上做
冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲cc冲冲冲冲冲冲冲冲冲
冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲cc冲冲冲冲冲冲冲冲冲
小麟好温柔啊
币比赞多
仿生泪滴
我不厚道的笑了
不出意外的话，就要出意外了
老冤种了
人也裂开了、
这能吃吗？
这是什么操作，直接淘宝找3d打印店不就完了
虽然挺励志的，但是看到脱出来这个模，就是有没有一种可能，可能啊，这个世界还有石膏模doge
不出意外的话是出了意外了
为什么感觉像极了大马猴
不想做了可还行 卷中卷
送你上首页！
磨具可以拿胶带粘上接着用
花开富贵
做这视频造价挺高的
助力每一个梦想
节目效果拉满
三长两短选最长
这算是便宜了的………你回头看看商业用的那些
盘它！！！
下次一定
啊这心脏骤停
施工
3d打印！
精神上支持下
啊这
助力每一个梦想
脆皮的耶
旋蒸？？？
tql!
谁能想到，美食区up主还要学习3D建模。。。果然是内卷王中王
从来不白嫖你们，主要是想着你们那么良心怎么还不火！！！
哈哈哈哈哈哈
真有钱
那你们的头发，保重
哇哈哈
麟先生你是做什么的怎么这么有钱
打磨（doge）
币有了
工业实验室
比我想的便宜。。
妈耶 太不容易了
哈哈哈哈哈
只坏了三分之二
已经很好看了！
哎哟喂
好，另一半也坏了
助力每一个梦醒
不妙
原来你还想打实心的 震惊
就这样吧，莲叶就是这样的吧
non！！！
不能用高浓度酒精洗塑胶制品，会溶走一部分成分导致结构不稳定。
反倒是美食趴看起来最简单哈哈哈哈哈哈哈
你会后悔的
你会为你现在的话负责
融合
洗过了
填充不对
愣着干嘛，快三连啊！
【但是】
这儿真的是美食区吗？？？
下次一定
美食民工
电吹风加热一下不就化了嘛
哈哈哈方法总比困难多
不出意外的话，意外快来了。
美食up？！！
还真的是有毒哦，使用的时候注意通风
哇感觉真的好不容易啊，三连支持一下了
还得会建模型
打印材料一般都有毒 最好不要接触食物
投币比赞多系列
都有剧情了离谱
30我、
还行，也就我二十天的工资
币比赞多系列
真的是辛苦了..！！
哈哈，咋下得到嘴
分子料理了
哈哈哈哈哈哈哈哈哈哈笑死我了
美颜还是阔以滴
心脏骤停
好的
我觉得还没完
这就是我的挚爱英雄，火焰翼人
白漂是啥
哈哈哈，原谅我无情的笑了
你们真的在做饭？
???我忽然不认识简陋了
我蛋糕做坏了，就是这种崩溃
支撑没做好
??
你就是小季吧
找何同学啊
不出意外的话就要出意外了
不需要紫外线照射的吗
哈哈哈哈哈
甄嬛传哈哈哈
看了一眼进度条，ok
建议直接跳过开头
助力每一个梦想
ygo!
你买来又不给我
看着都麻烦
这东西你自己出钱买给你自己的 跟我们有啥关系
心疼的要死
熟悉的噩梦
你俩开个饭店吧
2. 固化时间太长了
3.材料问题
啊！！！！！
反正你有钱。。。
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
『正片开始』
他家什么条件 买这么多设备？？
投币了
不怕！可以喷砂！
我也裂开了
误入手工区2333
好心疼啊呜呜呜都做了这么多了
哈哈哈哈哈后期解说都能听出来的疲惫
反向毒奶，一定不会有事
还以为是生日蛋糕的蜡烛
国家电网黑金会员
往打印机里面加面粉鸡蛋，直接把蛋糕3D打印出来！
你这是在搞小作坊啊？还是做菜啊
说好了自己做，结果还是依靠了小王同学
裂开了
不出意外的话应该是会出意外的
男孩纸好温柔阳光啊
不出意外的话，是出意外了
有没有可能是材质的问题
效果拉满
幼儿园教师环创日常（doge）
外星人
惨
我太喜欢白嫖了
和同学是pvc有毒
百分之95的酒精？
买激光烧结的吧（doge）
不是，我们又不是甲方，没要求你做这些，你发在公共平台上，我们就点进来看了下没三联就是白嫖了？这是什么逻辑？
哈哈哈哈哈哈
.-*
哈哈哈哈哈哈
手工区UP主
这玩意真的能吃。
直接笑出声来
漂亮!
现在另一半也坏了
32W币了 牛
美食博主家里真是什么都有呢
动态回收，辛苦了
心态是容易崩
太便宜了
@何同学
以后不培养个理工生都对不起这些工具了
真是不忍心白嫖
】、
三连了，太难了
感觉更自然诶
又坏了一半
必须投币！！！！！！
果断三连！！
7000加
哈哈哈
收下我的硬币
《美食博主》
额
好的，上次已经入股
问题不大
我投了四个币！卷吧！
找何同学吧
好哒 投币
《币比赞多》
真就实验室呗
不出意外的发生了意外
hhhhhhhhhhhhhhhhhhhhh
英雄也有英雄战斗的场合
好牛
好好好好好
小王怎么越来越好看了？
接触融合！神新宇侠
差个PCR，顺带发个期刊
虎狼之词
突然技术流
本来就是投个币看到这个操作必须点个收藏了
币比赞多
整活区去
何同学那个没这个技术含量高的
能吃?
《只坏了一半》
笑死，2D打印机，没毛病也
格局小了
懂了，还想做第二次
助力每一个梦想
不出意外的话出了意外
现在这个样子好像生日蛋糕那个蜡烛哈哈哈
你有31了
行吧既然被我点进来了
远远的传来一声尖叫
11
看看进度条，满意的点点头
下次一定
做什么
《工具简陋》
对不起我笑得好大声
支撑没调好把
个人不建议买光固化
这填充率也太低了吧。。。。。
要是不出意外的话就不会出意外
十代处刑曲
王中王？哪里有王中王
没毛病
不出意外地出了意外
第二次绝壁故意的
助力每一个梦想
吐字不清，有点像郑爽。
本来不想投，看到连掉两次 忍不住投了
还好还好
可以去外面花钱切割
就冲这，我点赞了
英雄要有英雄战斗的舞台啊
你是不是，打印胶的问题
做饭做得也太高级了吧
还是2022的版本。。
简陋
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
手残的女人
？？？
不出意外要出意外了
老公你说句话啊
助力每一个梦想
不出意外的话，要出意外了（进度条告诉我的）
小王只有一个
盘它！！！！
太辛苦了
何同学：这我熟
75的消毒效果好些
真的已经很好了！！！
哈哈哈哈哈哈哈
这真的是美食视频吗
直接破防
上点补土啊（doge）
这也太惨，，，
光固化打印机真的有毒
心疼
看看进度条，我觉得……
强迫症看好难受啊
不对劲不会对金
这是做吃的吗？
游城十代！
哈哈哈哈哈哈哈哈哈哈
没个高学历都做不了这东西
哇，这里很感动哟
我这心呐 咯噔一下
拿铁卖的那个切割机是不是比3D打印机便宜啊
你们在白嫖别人
游戏王，你币有了
不出意外的话出意外了
学做饭前先学建模
助力每一个梦想
助力每一个梦想
助力每一个梦想
小王要哭，要是我我也要哭
感觉像胎盘
这边建议去和隔壁小何联动呢
给你
看到这里我投了一个币
这个项目我钱多鱼投了
感觉和我金工实习实验室一样
酒精？
不出意外的话就会出意外
日渐熟练
哇三连了真的良心
树脂的问题？
不忘初心
华强北的强度
为什么不用油泥硅胶倒膜呢？
您！！！
这花费也太大了
裂 开
？
哈哈哈哈哈
平板都看没电了
强行节目效果
直接白嫖
不想做了，嗯，我真的不想做了，嗯
助力梦想
材质问题？
模具回收～
不白了不白了
和我实验失败的心情一模一样
这个蛋糕能不能裂开痛苦加倍
哈哈哈哈哈哈哈哈
笑死了
不白嫖了，经费爆炸，加油啊！！！
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
我笑了
简陋
可恶，为什么只能投两个币
哈哈哈哈哈哈哈哈哈
......
辛苦了，这次一定。哈哈哈哈哈哈哈
不出意外的话出意外了
嗨害嗨
你有币了
不是 这种体积不留气口 不得热胀冷缩
投币了
看饿了
简直了
我必须发出白嫖
像极了脱妆之后补妆 还越补越麻麻赖赖的我
？
原来做饭也要会建模hhh
助力每一个梦想
《不出意外》
成本过高
疯狂立flag
啊
你们甚至不敢动那朵花hhhhhh
哇
这做出来还能吃么？？
对不起，我实在忍不住
虽然很心疼，但我还是不厚道的笑了
确实有毒
助力每一个梦想
建院学生表示好熟悉的步骤
币比赞多
哈哈哈哈，纯毒奶
再加工
？？？？
投币了
不出意外的话就没有意外了
一个月真就做了这么一个
哈哈哈哈哈哈哈
要是不出意外的话，应该就要出意外了
再坏了一点
离了个大谱，怎么放得下呀
我投币了  能笑么
进度条告诉我这花又出问题了
家里放不下了，下次可以换房了
好难哦
投币了投币了
助力每一个梦想
光固化打印机确实有毒
喜欢白嫖的我都不忍心了
实现是不好意思白嫖了
《一半》
《我裂开了》
投币居然比赞多！！！
良心良心
助力每一个梦想
好
那就奖励个三连
到这里实在是不忍心，还是投个币吧
《简陋》
助力每一个梦想
比我产出论文要难多了啊哈哈哈哈
建议去请教手工区
救命
不出意外的话应该会出意外
摩天大楼！
大佬会建模哦 模具大多都是他自己做的
好强！
好的~
这……
这里好帅！
第一次见投币比点赞多十万的稿件！
盘他！！！！！！！！！！！！
你说的是饭啊~
小王口红好看！求色号
聚酯结晶收缩了
我开始焦虑了，哈哈
助理每一个梦想
一般来讲说这句话的时候就要出意外了
原谅我忍不住，笑了出来
支持每一个梦想
是材料问题吧
这个电脑不对劲
比点赞数量还多
助力每个梦想
疑惑房子多大的+1
哈哈哈哈哈哈
.
属于破产区up了
《简陋》
41.6
应景
发出了同情的笑声
哈哈哈哈哈哈哈哈哈哈或或
40了
逐漸離譜
盘他
确实不忍心了
全家的希望
币比赞多太感动了
助力每一个梦想
《至 少》
也太可怜了哈哈哈哈
哈哈哈哈
只坏了一瓣！！！
没有挖孔，树脂流不出来
啥时候买光刻机哇
辛辛苦苦三十年，一夜回到解放前
太惨了，还是投币鼓励下下吧，哈哈~~
如果不是爱好玩3d打印，完全可以把模型文件发给别人代工打印啊。
不可能绝对不可能。
你们这样，叫我如何好白嫖，摔
3d打印机是个伪需求，除非爱好折腾。
十代？
可以淘宝下单找别人用好的机器打
