tumbler
你……更新的太慢了，更起来（来自铁粉的催更）
投币了
造？
富婆，多少顿早餐钱
长按屏幕为up主加油
真甩
加油
今天更好看
不好生意，本蝙的车最帅
加油
失踪人口回归
老林！
助理每一个梦想
好家伙  必须三连了
这镜头真的厉害
失踪人口回归
哈哈
加油
老婆辛苦了
早叫你翻来中山或者过广州嘎啦！去咩上海，仲关紧
两个人进去，四条腿出来
因为她要改装成机械的啊，肯定有剩的零件啊
没记错电影里是坦克改的。
看你得了~那么美，没心情看制作蝙蝠车了哦
冒泡
160+
拿绳拽着走
卧槽
以前我也这么干的，拆别的来补全
有没有一种可能，这个镜头只是一个连拍
是个有灵魂的蝙蝠车
老婆好美！
老婆辛苦了
我王多鱼投了
心绞痛！
注意力完完全全在身后的两只猫那
这避震编号多少啊
延时摄影
4000的玩具？？？
买祖国版的呀
车间长也需要有人来注入灵魂 doge
对哦，这个头发是更衣人偶！
宝马1000rr你死的好惨啊
啊，你怎么不去买新的蝙蝠侠的车啊，  是不是不喜欢啊
加油
BGM：黑暗骑士-林俊杰、五月天（up，你币有了！）
哇你是富婆呀
架桥车
好亏
这镜头帅啊
加油
xdm加油，4.9万了
？？？？
太好看了这家伙
有颜值就够了
扣1佛祖跟你一起笑
还真没有
设定就是原本要卖给军方的装甲车
好家伙，一个月一更啊
加油，记得去验核酸。
难道不是猫吃了么（狗头
牛逼啊
怎么跟霸天虎复活威震天似的
不像
助力每一个梦想
?????居然不以早餐做单位了！
住手！
桌子上的零件是原版没动力版本的结构件
帅啊！！！
4000都花了还要什么硬币
你是不是忘记袋子放哪里了
最强联盟
有点像坤坤
好支持你~
为什么你不用上班还那么有钱，
喜多川COS吗?
bgm点个攒
像q飞暴风雪
呀咩咯
呀咩咯
咦，同款蝙蝠侠钥匙扣哦
得想办法得到这个女人
月更
《咬个打火机》
这身衣服好看
汤不乐
富婆
富婆
拆东墙补西墙 那以后补件补到哭。
赞够了
《智取威虎山》
下次一定
这杀肉
-0-
喔，这也太帅了吧
失踪人口回归
5.2个赞了
5.2。了
没事，诺兰当初就是拆了一辆兰博和一辆林肯拼的。
乐高老爷hhh
这是JJ和五月天一起的好么？没张耳朵眼神还有问题
加油！
帅
帅死了
车间长加油
0000.
5wl
币绝对有
下次也不一定
QQ飞车暴风雪
已投
一天一套衣服
加油加油
都浮肿了
你看她笑的多开心啊
你有一段时间，没有更新了，
？？？？
你还不如买万代的，蝙蝠车。
加油，辛苦你了。
背景音乐想起，币币马上有
帅！太帅了！
4000块在泰国可以嗨好几天了
暴风雨
up家一定是卖玩具的
上海人的快乐我不懂
猫：wo de
加油加油！！！
影院不开啊
投了
同价位的RC避震能秒这个几百条街 玩乐高的真的有钱
哇撒
哇撒
不如淘宝买零件
曲对币有
可是我最多只能点一个赞啊（doge）
为什么不凑整
这个眼睛就是战雷行为。
是换传动组才缺件的吧
灯呢？？
4000都花了，要啥硬币
像  像我老婆
长按屏幕给up主加速
豪无人性
可以自用了
猜个迷：什么东西，六条腿进去，两条腿出来
不帅，一点儿也不帅。
听君一席话，如听一席话
长按屏幕，为up加速
5.5了
这是明抢
飯飯，饿饿
霸气侧漏
放过韦恩夫妇吧
爱慕锐齿
不如买ht了
几个月没看发福了亚
对于车间长来讲就是早餐钱而已，都未动用到晚餐钱
多少钱？？？
100一个，这杆子是金子做得还是弹簧是金子做的？
那我投了
助力每一个梦想！
加油
他就是装甲车
曲对币有
失踪人口回归
必须3连 拼过类似所以知道有多难  还要腿是真酸
o
第二天这俩猫猫怎么还在这个地方 还一样的布局……？
电控滑轨
666
你居然胖了………………
6——————————————————————————————————————————————————————————————————————————————————————————————————
失踪人口回归
加油
要多一个人帮忙来做
一个爱玩乐高的美女up怎么会不让人着迷呢！！！
乐高缺钱
为啥我总感觉你好像男的
瓶颈期
失踪人口回归。
失踪人口回归。
加油加油
加油
rice
up居然拆了拼好的乐高
你笑你再笑啊啊啊啊啊
钞能力
加油
衣服不错
4000块我可以买一个好点的电瓶车了
黑暗骑士！！！
加油
小孩子才做选择，我都要
加油!!!
我的币不是那么好要的
做好一个一比一的
谁还没睡呢
怎么还有多的？
4000块我能换个显卡了
是少买了，这些零件并不是原来缺的
最喜欢阿卡姆骑士的那个
封城在家需要这个东西
后面有一只好胖的猫咪
2只猫咪了！
有钱。。。
后面是辣妹吗？这么胖了？
你币有了
速度感人
让孩子买台打印机吧
聪不聪明无所谓，关键是漂亮还可爱
前方注意UP换了几套衣服
在这里我已经放弃了
不给不给算了三连我都不好意思
富婆
嘎嘎割
。。。有了，太凡尔赛了
好光滑
充电
四千多可以买一台电瓶车然后去跑外卖 
oh'h
《归西了》
已经6万赞
助力每一个梦想
富婆
加油
啊这2
那你为什么不喜欢装甲车呢？
拆绝版，家里有矿啊
那个是真帅啊
你币有了
76239为什么不买，不喜欢啊？
那面包怎么放沙发上？
失踪人口回归
进度条不对劲
路过～问一句：后面那只是猫吗？
智慧的眼神
好啊。女儿，我支持你
后面的猫猫一动不动我还以为是假的。。。
小黄人上拆的吧？
有矿实锤
我的心在滴血
后面的猪会不会动？
？
卧槽
草
我叼
Tashion call Niga Porsche lol call me
再刷一遍，看看她
什么地狱笑话
投了
地狱笑话
《惊险刺激》
高达呢？
哥借你911拆了
"是需要把零件都拆了分盒子存放 ,然后用到好找吧"
改成电动过山车飞出去那种
明白了明白了，up喜欢有力量的、不光滑的
这bgm 忒应景了吧
老婆晚安
不好意思，我喜欢前一天
3换一，是个狠人
哇偶
恐怖！！！
1
我靠，那保时捷有4根岂不是快占了一半了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
加油
厚礼蟹
车间长好好看
这期质量好高
像（确信）
玛莎
《闪烁智慧光芒的眼神》
？？？？
三重叠放，超量召唤！
有挑战
我要当新的蝙蝠侠，所以爸妈，对不起了，
建议玩moc的话还是要常备小抽屉，或者那种放内衣袜子的格子盒子多搞几个也够用
你都有四千块还叫我给硬币
++
助力每一个梦想
很像
富人啊
关后面两位成员猫事，哈哈哈
想人体连接了
好家伙！
蛋柱好
值得？
败家娘们
机械系学姐？
还真不……
喜多川海梦
666666
韦恩家不缺钱，玩家缺钱
冲你这BGM三连了
老妈子
小菜一碟
厉害了
喜多川
富婆
????
失踪人口回归
长按为她加速
加油
帅爆
这个衣服好漂亮
曲对币有
这是定格，延时会有手的
爱的故事上集！！！
这还早期歌曲啊不懂别说
有钱系列
4000我更相买个能开起来的
宴姐
我也有，也是改造的
新蝙蝠侠难看死了
自制比较好。乐高不好玩
眼妆好看
帅炸，关注了
车间长666
这时候不应该本草纲目么？？
不？？？
4000块我 可以做一个真车直接能开的了
不想
加油
完全不会拼
可爱的女孩子
不怕多零件，就怕少零件
…..
不是，你一个美女，怎么会喜欢这玩意儿？？！
太舍得了
这个我有哈哈
干啥改呀  
美人儿
漏油
哇塞这个镜头我看了好多遍
666
太狠了
4000、、、、、够我买一个好点的发电机了
直接献上三连
没币了，明天再投吧。
不！！
.
够了  我就不点了
我赛 好帅啊
反复看这段，鬼畜效果更佳
《我爱我家》
那将是个工程
老婆2号
对不起了，吉利，QQ，桑塔纳
saber的头型
----------------------------------------------------------------------------------------------------
一天一个造型？
这个造型...直接两币
那是展示座………
加油加油
有了有了
前进四
前进四
怎么没有玩高达的
蟹bro 动力组套件安排！！！
拆了东墙补西墙
下次不会
玩具化那么多钱，这么任性
已经7W了
加油！
猫猫消失术！！！！
乐高穷三代，单反毁一生
这不是男孩子爱做的 静改动
老婆
失踪人口回归
这带发型和不带发型简直叛若两人。
估计下一个不是盘龙辫，就是马尾辫。
拼乐高最怕的就是缺件
好牛逼
投了
这都花了45天改造了，失踪一个半月
老爷这眼神，自己体会
流水线车间组长天天组装这个？
为啥不是2048，逼死学计算机的强迫症了……
林俊杰！
你说你搬去上海干啥
牛
我靠
离谱
