看到我你就不是第一了！
我在学校天天都放共同关注
哈哈哈哈哈哈哈哈草
热热还能吃
不愧是你
盒子姐叫我转告你今晚跪搓衣板
央视审美真是绝了
笑死
恭喜ヾ ^_^♪
别开腔，自己人
藏狐!
笑死我了
摆烂.jpg
额
这身高？
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈好
还是你会扯
《数学课》
？
想哭了
牛逼
11:46
11点46
我家深深突然出现
你币有了
别刀了
哈哈哈哈
胡歌这个视频我还收藏了
哈哈哈哈哈哈
冰！
6
不装了，就是看冰冰的
恭喜恭喜恭喜恭喜恭喜恭喜恭喜
【本弹幕用于增加热量】
【本弹幕用于增加热量】
草哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
这次文案高大上了
属实下功夫
：知否~ 知否～
CC  TVB(确信
无效数字
？
哈哈哈哈哈哈
格局打开
国士无双
硬凑的缘分
恭喜
升华了
打开格局
难道不是看冰冰嘛？！！
袁隆平爷爷
大师真能哔哩哔哩
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
啊对对对
如闻仙乐耳暂明
冰！！！！！
？？
哈哈哈哈哈哈哈哈哈哈
爱你孤身走暗巷！
三连还是给央视吧，你要一个赞就行了
掉了好几十万粉
周深：你礼貌吗
强行扯淡
《看 缘 某 空》
11：53
满分作文，抄了
恭喜！
25:61
恭喜
作文素材有了
今年B站13周年
满分作文
哈哈哈哈哈哈
恭喜
        CD.   
Q.E.D.
恭喜
你可真能扯
恭喜
好家伙，就硬来
？？？
周瑜
有没有懂行的给翻译一下手语老师到底是咋表达的这段的。。
恭喜
喂喂喂跑偏了
自己人，别开腔
小心排在马蹄子上2333
你再骂！！！
11点59
11：59
祖传算数
?
深深啊啊啊啊啊啊！！！
我好奇鹿人到底怎么数的
都是冰冰
好
恭喜
哈哈哈哈哈哈
胡歌
众所周知13≈B
恭喜
住嘴！！！！
003！003！
12：00
12:00
十二点整
。。。
5000＋在和我一起
太尬了
？？？
12：00哦耶
哈哈哈哈哈哈哈
小李看了直呼内行
突然看到深深，等我下捂住我的头盖骨
白嫖继续白嫖
我老胡！
冰冰老婆！
哦
真能扯
这得捉多少鳖
对暗号了B友们
硬扯是吗
这。。。
周深！！！
居然有深深！
韦神看了流泪
努力找到共同点
一路走好
致敬
他硬扯的技术一直可以的
快请旱魃来
还有一种美，是三代鹿人魔性的歌声
没活硬整？
国士无双！
格局打开
深深！！
000
双厨狂喜
刑部招生广告（
如听仙乐耳暂明
马凡舒！！！
12：08
就是硬往上靠
深深
排名！！！
亚撒西呐~鹿酱
点赞了
深深崽！
恭喜恭喜
你那是奔着学习去的吗，都不好意思点破你
大家不要捡错别人的天灵盖，谢谢配合
自己人，别开腔
爷爷！呜呜呜
恭喜！
怎么都是冰冰啊
？？？？
你数学可以
ysxw就是央视新闻
哈哈哈
12:11
致敬
致敬
致敬
致敬
冰冰！是冰冰！
摄像头拆了
老胡牌面
你不用唱了
你那是看新闻吗？我都懒得揭穿你
致敬
撒撒
冰冰！！！
哎哟，文案不错哟～
胡歌什么视频
周深！！！！
哎哟，文案不错哟～
下午yang捉鳖
撒贝宁
草
四个字怎么不提
致敬全体中国人
呕哑嘲哳难为听
嚯，8000+
深宝呜呜
还有一种美，是三代鹿人魔性的歌声还有一种美，是三代鹿人魔性的歌声
冰冰是我的！
袁爷爷
恭喜
太能扯了，投币了
强行有联系
致敬
恭喜恭喜
深深耶
这算不算强行关系
升华了。
感谢阿b让我看到倪师的视频，倪师千古，b站永存
这个是玫瑰星云吗？！
恭喜
治疾极其为笃 除患贵其未深
别骂了别骂了
天 看到学好数学的重要性了
？？？？？？
想一下鹿人为了这段不存在的关系付出了多少
先投个币以表尊敬
恭喜恭喜
你再骂？
不对劲 为什么都是冰冰的
好家伙白嫖为b星传统美德了属于是哈哈哈哈哈哈
哈哈哈
周深！！！！！！
笑死了哈哈哈哈哈
据疆土为强富 制威福为尊贵
哈哈哈哈哈哈哈哈
恭喜央妈！！！
今日听君歌一曲 力微任重久神疲
恭喜
曜德义为荣显 永世胤为丰作
哈哈哈哈
闭嘴
治疾及其未笃，除患贵其未深
纳尼
治疾及其未笃，除患贵其未深
天灵盖又没了
快去午间新闻
强行解释
神级现场
你那是来学的吗，我都不好意思点破你
萨顶顶的歌真的有种独特的美，很戳心
周深：（麦）爆了！！！
恭喜
我耳朵的失明被治好啦。
《花样滑倒》
吃瓜吃到自己家
哈哈哈哈
7000+
B站13周年
袁爷爷！！
你别去就行
哈哈哈哈哈哈哈哈哈或
不肯哭一场
怂了？
恭喜
恭喜
这都可以编。。。
这都可以编。。。
胡歌啊啊啊啊啊啊啊
罗翔：？？？
你那是爱看新闻吗，我都不好意思点…嘿嘿，冰冰，我的冰冰
笑死
我的心是冰冰的！
好文采，快点记录啊，等啥呢
零点29
突然正经，让朕好不适应
仙乐
最近不爱看新闻了
恭喜
再见，我走了，太可怕了
呜呜呜呜牛
噗哈哈，跟着冰姐学了不少
笑死，前阵子广州热到不行，他来了下雨了
恭喜
12.32
袁爷爷一路走好
格局打开了
12:32
此生不悔入华夏
老实交代，这文案是不是央视写的（dog）
离谱
论扯就服你
12:34
up你别说话，影响我听歌了
别怂
xiaciyiding
中国，我爱你！
无聊
恭喜恭喜恭喜恭喜恭喜恭喜恭喜恭喜恭喜
大气
图穷匕见
国士无双！
数学可以
燃起来了
唱的挺好，下次把嗓子捐了吧
冰冰！！
？？？？？？？？？？？、
恭喜恭喜
总玩笔画梗就很无趣了
真就公权私用了呗(doge
失望！
？？？？
哈哈哈哈哈
准时，指随时
你唱歌要命
12：39
？？？
就看你胡扯
笑死了
鸟哥
不行了要哭了，你竟然是这样的鹿人
撒贝宁！！！
我成长了
硬编是吧
你那是学吗，你那是看冰冰，你下下！！
冰冰，大号
强行拉关系
鹿人的语气都变了呢~
别开腔自己人
冰冰！！！
哎
学（看）冰冰
恭喜！！！！
一号机估计没有收钱
突然看见自家的崽
主题是什么今天？彩虹屁？
愣住！吃瓜居然吃到自己家！鹿人请给我使劲夸！周深好听！
恭喜央妈
强行
现场直编
哈哈哈
被你发现了
鹿人，醒醒，这是我老婆，别想了
冰冰！
哈哈哈
凑答案是吧
强制玄学
我就不，我要看铁翼飞旋！！！！！！
致敬每一个奋斗者
小贝好哀怨
12:46
主题升华！！！
自己人别唱啊！
下次一定
数字中隐藏的真理
深深！
好贵的文案！！！
CCTV的英文意思摆出来？
我也希望这个世界，这个国家能越来越好
笑死
突然而来的升华
好开
格局突然大了
恭喜恭喜
。？
典籍里的中国是真好看
哈哈哈哈  撤
12:50
罗翔是个人号
wow~ ⊙o⊙
格局打开
12:50
早各位
好拿去写作文
6000＋
我们家深深宝贝
？
看我福建舰
《数学鬼才》
活整挺好，下回别整了
哇哦
恭喜！
营销号头子了属于是
现在就去给央妈三连
离谱他妈给离谱开门了
币你有了
12:52
空屏是我的啦！
你是宠上天了
12.52
全 文 背 诵
放我老婆干嘛？
这个BGM
马凡舒！
？草啊
还能这么编
强行扯淡哈哈哈
恭喜！！
12.53
手语老师：加钱啊!这个得加钱
？？？
真的一点都不勉强呢
自己人 别开腔！！
康辉老师！可帅了
给我们深深子排面！！！
冰冰！
数学鬼才
冰冰！
周深
自己人，别开腔
吃瓜吃到自己家
礼貌冰冰：你吗
12：55
恭喜
不愧是你
你在跟我对暗号?
哈哈哈哈哈哈哈哈
周深~~~
有我嘿嘿
自己人，闭嘴
自己人别开腔
文案满分
这话说的真没错B站是一个学习的地方
12:58
12:57
我的好大爹
白嫖哈哈哈
什么鬼哈哈哈哈哈
开始升华
在，把摄像头拆了
我头很痛！！别说了
《缘分》
回复“”
《佳话》
没活可以不整
？？？
胡歌排面！！！
你是来学的吗？我都啊好意思戳穿你
青绿！
？？？？？
13：00
？？？？
25
13:01:37
啊啊啊啊啊胡歌胡歌
八竿子打不着的关系强行解释
赞
恭喜
你再说！？
哈哈哈哈哈哈哈逐渐离谱
康主任好
别开腔
郎朗老师（bushi）
鼻子塞了吧
哈哈哈哈哈
你这是学吗？你这是馋冰冰的身子
恭喜
哈哈哈哈哈哈哈哈哈哈
恭喜
13:02
数字论证，请
下井底捉蛙
哈哈哈哈哈哈哈
你这是拼凑了多久
好久不见了
哈哈哈哈哈哈哈哈哈
暗恋？
不，我要白嫖
深深！你币有了
吃瓜吃到自己家
格局
这是手工耿吗
强行缘分
13点7分
解释：0没屁用
大家好，我是央视总台记者——王冰冰
不愧是你
学砌砖
为老胡发条弹幕
好家伙这那么扯
我这么感动了 币有
《羡慕的眼光》
都是冰冰
我对学习的欲望又增加了
B站：帅农鸟哥
我就是为了看朱广权入驻B站的
什么东西！哈哈哈哈哈哈哈哈哈
鹿人是不是六公主家的？
13-11
深深！！
13∶11
好可爱
已三连（冰冰）
恭喜恭喜恭喜恭喜
13:13
你再骂
多厨狂喜
恭喜
恭喜恭喜
13:15:22
啊啊啊啊广权
文案好棒
《硬来》
哦
25:62
哈哈哈哈哈哈哈哈
冰冰
罗翔：？？？
格局上来了
强行缘分
救命救命救命
关注了
鹿人，人称小华罗庚
自己人别开腔
注意你的口水啊啊
好家伙，这真是太巧了呢
13:19
两亿点赞兄弟哪个up主能比
25:62
啊啊啊磕到深深啦
《数学鬼才》
惊现藏狐
小亮老师！！！！！
不许看，是我老婆
13:22
13:22
承包空屏
救命，我看哭了
0
心疼手语老师
救命啊！我都能尬出一套房子了
太扯吧，哈哈哈
挖槽  冰！
你不要说了救命
火钳刘明
袁公千古
硬扯
胡歌排场！！！
？？？？
离离原上谱
恭喜恭喜
就硬编
三代鹿人不愧是b站的百灵鸟
