练习册
大家好，bilibili大学学生报道
老师好！
邓丽老师！
谢谢老师们
老师们，节日快乐!!!！
为什么看到这泪目了
好家伙，都是大佬
苏轼发来贺电
众所周知，b站是一个学习网站
好好好
多厨狂喜！！！
教师节快乐！也祝大家中秋快乐
一口三个馍考试
戴老师～
教师节快乐！中秋节快乐！
中秋节快乐
淡定的说了句不得了的话
送免费练习册一人十本
教师节快乐！中秋节快乐！
众所周知 b站是个学习网站
感动落泪了……
送作业
好美啊
中秋节教师节快乐
小本本准备好了
必须真题大礼包啊！！doge
感恩
莫名的泪点
海上生明月  天涯共此时
送黄冈密卷
梦幻联动
鸽亲王！
教师节快乐
送基础1800
古诗词刷起来
没有希望
想家了
小破站的创意刚刚的
送一套模拟题
为什么会梗咽，我也不是老师啊
擦过窗边真的绝了(//∇//)
老师们好
这里还真笑了
再来一遍，不知道为啥眼眶有点湿润
哇哇哇
1万多人
这次正好是我校第38次教师节6
好好看！
李正老师！！！！！
送两套习题
好想要这个月亮灯！
丁老师，丁老师
为啥有点泪目
哇这里是哪里好漂亮
这个月亮怎么整的？
上链接，月球灯
月亮
我要这月亮
作业
哇 好喜欢！
我看，刑（doge）
《去Tm的》修辞手法
还有乡村教师呐，哈哈
我看：刑！
赞，我喜欢
教师节快乐
送宋老师吧
古代，文学教师
送模拟真题
梦幻联动！！！！
努努qwq
梦幻联动！！！！
好强大的阵容！
送月亮真的浪漫(p≧w≦q)
全员大佬
送套考卷啊
哇！
谢谢老师们！教师节快乐！
热乎乎的
好多大佬！
戴老
李正老师！！！
老师节日快乐，中秋节快乐！
好漂亮
66，罗老师我爱你，么么哒，么么哒，唧么么
一寸月光万里路，莫卷人生卷诗书，太好了
送作业啊！！多惊喜！！
哭了
教师节快乐而
正正！！！
在约了，不过我要排队
哇
莫卷人生卷诗书！
祝诸位老师身体健康
作业
好浪漫
教师节快乐
哈哈哈哈哈可爱的李老师
丁老师原来是老乡
老师们节日快乐
好浪漫
哇
去他的吧哈哈哈哈哈朕的鸽亲王深得朕心啊
好诗意啊
中秋节教师节快乐
罗老师节日快乐
进来一排UP主，好家伙
李老师排面！！
每一句话都可以写在作文里哦
看完回来，关注所有老师。祝福天下的老师们。
送两年有期徒刑
罗翔教我思辨
醉后不知天在水
高老师！！！
好大的盘子
老师真伟大呀
老师节日快乐
好感动
谢谢 
啊啊啊啊高老师！
老师节日快乐
别送卷子就行(≧∇≦)
丁老师背着手，像个小学生
1.1万人
我们一起看月亮吧！！！
丁老师
感谢老师们！祝老师们永远幸福快乐
高老师！！！！
高老师！！！！
无条件三连了，尊师重教，必须的。
双节快乐！
哇！月亮升起来了！
丁老师好浪漫
丁老师
啊啊啊
罗老师排面
泪目
想要！！！！
别送作业就行
多余的解释
宋老师！
不卷人生卷诗书，是不是让我们多读点书啊。
宋浩老师！
练习册来10套
误入宋老师课堂嘛我（捂脸）
李正老师！！
留下足迹，老师节日快乐
谢谢老师
罗老师好，各位老师好！
正正老师好
这么温馨，我为什么哭了
爱了爱了
科幻片
哇
月亮代表我的心
好嘞，去他的吧
这是戴老师策划的吧哈哈哈
这不送作业？
谢谢老师把知识的月光洒在我们身上
莫名想掉眼泪~
一夜乡心五处同
感谢老师们的月亮
38
送试卷吧
送练习册（bushi）
老师送月亮，重阳学生就送太阳吧
卷诗书  好啊
好喜欢这个大月亮
好浪漫呀  好有诗意
要不就送浩吧~doge
追不上月亮的公转了
浪漫
你送个鬼的月亮
我好感动啊为什么
祝老师们节日快乐！！！
送个馍馍
谢谢老师们！
浩！！！
那就把它滚到月球吧，毕竟那才是它的家。
卧槽太棒了！
谢谢老师，祝你们节日快乐，
事实上这只是一个故事
好浪漫啊……
节日快乐！
宋老师，大学期间您就是我的数学老师，爱您！！！
莫卷人生卷诗书
谢谢月亮！谢谢我遇见的所有帮助我成长的老师们！
好看的！！
中秋快乐大家！
丁老师原来会普通话啊
乡村教师多说两句啊
顶流同框！
老师节日快乐！
谢谢老师
教师节快乐
没对上焦
双厨狂喜
教师节快乐，中秋节快乐！
哇这个声音好好听！
这个好棒
好美阿
谢谢老师，月亮收到了
全明星阵容啊
月亮代表我的心
老师们教师节快乐！！！
看到稻穗就想起袁老
谢谢老师，月亮很美
丁老师
老师们节日快乐！
！！？？？
我最喜欢的刘爷爷来了
浩浩！
教师节快乐
那今天呢
“笑对人生”
一切都都回不去了，我会好好珍惜大学最后一年时光
哇塞这是什么呀
好想要这个灯
宋浩老师！！！ 排面！！
卷子
这个副眼镜的动作我联想到了阿杰
一寸月光万里路，莫卷人生卷诗书
不不不 我们家长早就把礼物准备好了
谢谢罗老师
祝老师们教师节、中秋节快乐！
张三同学！
才知道b站有这么多优秀的教授
李正老师有台词耶
各位老师你们认真的吗？不刑啊 哈哈～
没看到蔡老师呢
罗老师太好了
送我一轮月亮，好浪漫
小浩浩
群星计划送颗星星
已经后悔了
总觉得这个时候戴老师眼里含着眼泪，应该是思念自己的妻子了吧
感动了(ಥ_ಥ)
数学老师也这么浪漫吗
这月亮太美了
谢谢老师
老师教师节快乐
送一套刑法
树脂月亮，这么大的不便宜
bgm。。。泪目
真的泪目啊
哇塞。这首诗好厉害
应该送给老师才对吧
送十套模拟试卷
14个人都是牛哦
呜呜呜
1小时前，我出息了
我与B站同在
把学生送进去（doge）
宋老师
要不还是送进去吧
刘爷爷!刘爷爷!
作为老师，听到这句话泪目了
祝大家中秋快乐！
云天明给程心送星星
老师你讲的一般是事故吧。。。。
祝您们节日快乐！身体健康！
高老师！！！！！！真不错
！！！！！！！
张三之父也有参演，厉害了
作为一名老师，谢谢可爱的老师们，向你们看齐
高老师！！！！
教师节快乐！中秋节快乐！
送套卷子吧(bushi)
莫卷人生卷诗书
送个对象
好美啊
其实我觉得回去也没有那么难
确实浪漫
老师节日快乐，中秋节快乐！
好棒
那么早
老师们，节日快乐!
月亮真的好美
啊啊啊啊啊啊，宋浩老师！！！！！
只要别给我们送进去
刑
律师函
来人，喂同学们吃饼！
好治愈啊
浩哥！
谢谢戴哥
好美
火钳刘明
祝老师们节日快乐！
我看也刑
月亮伴着虫鸣穿过一片稻田 这意境太美了
丁老师
夺嫡老师也在
一人送一套53
李老师可爱！！！！
丁老师！！
祝各位老师节日快乐！
丁老师
宋浩老师！
宋老师！！！
做法律之光！
送抖肩舞（确信
罗老师
嗯嗯
谢谢老师们
我爱b站的所有老师，祝你们教师节中秋节快乐
教师节快乐
超豪华阵容
戴爷爷我第一眼就认出来了哦
好像几米的月亮忘记了
泪目
有幸成为一名老师
教师节快乐！中秋节快乐！
哇
祝我自己第一个教师节快乐，希望岁岁有今朝
双节快乐！感动，谢谢！！！
送学生进去吧
瞬间泪目
去他的吧！
逃跑的月亮
莫卷人生卷诗书！
未必吧
哈哈哈哈
丁老师!
一口三模
啊啊啊高老师
从来没有后悔过做两个老师的儿子。
发现我都关注了
天意哥哥
老师辛苦了
开卷!
丁老师
好棒
莫卷人生卷诗书
老师们节日快乐！
中秋节教师节快乐！
哇！“顶劳师”(丁老师)
我哭了😭😭
节日快乐
丁老师
祝所有老师节日快乐，谢谢你们让知识的月光洒在每一个人身上
我看～刑！（doge
邹少筠我喜欢你
谢谢b站大学
白居易是一个有幽默
就送个《五年考研三年模拟》吧
中秋团圆，幸福安康
宋浩老师
好久没见过萤火虫了
戴老师划水，我看到了
丁老师
你们也要盗月是么，哈哈哈
老师们节日快乐
教师节快乐！中秋节快乐！
各位老师节日快乐~
送进去吧
 太好了！！！
巨星云集
李正老师
那个带我学习高数的男人他来了！
梦幻大联动
爱啦
正正老师捧读哈哈哈哈哈
买了两箱月饼，味道很好，孩子很喜欢吃
节日快乐呀
浪漫的戴老师
送点作业
我看，刑！
哇戴老师！！哇梁老师！！
不送作业就行（
这玩意儿怎么做的，我也想开一个
戴老师一开口我就想笑
戴老师一说咋就泪目了呢
宋老师送套数学卷子给罗老师吧
卧槽，全明星
好棒！
刑
罗老师一起看月亮吧
丁老师
好遗憾呢，差点可以以一个师范生的身份过这个特别的日子
2022 我要成为一名优秀的人民教师！
丁老师这嘴哟。哈哈哈哈哈
谢谢亲爱的罗翔老师
温馨
梦幻联动
哇噻！！这阵容！
送大义觉迷录
全员大佬
宋浩！
刑
光明？
好喜欢戴老师啊
送套53
送一份作业
高盛元老师讲的诗词太共情了
教师节快乐！中秋节快乐！
就冲这个，我先三连为敬
宋浩老师！
宋浩老师yyds
银手镯一副
送我们各自上岸！
张三的故事
郑莉老师好，你的C++课程太棒了，在配套书的加持下，效果杠杠滴
感谢老师，月亮已经收到！
送地牢
李老师排面走起来！！！！
李正老师！
缺月挂疏桐，漏断人初静
送（宋）浩
罗老师你是我的神！！！！！
送我上岸吧，求求了
高老师！！！
宋老师的声音不开2倍速都有点陌生了哈哈哈哈哈
送练习册
排场的丁老师！
想拥有这个灯
一口仨馍
老师们好
但愿人长久，千里共婵娟
老师节日快乐
我怎么想哭，又笑又哭的
感谢老师
好慈祥好有安全感！比心
送三个馍吧，丁老师少吃一口
月亮忘记了
今晚我这下雨，已经开始下了。
我的高盛元老师！！！
啊啊啊啊！！！高老师！！！
老师们节日快乐！
谢谢老师们！
宋浩老师我哭
教师节快乐！
给老师们排面！！！！！
送邢
哭辽，泪目
"此时相望不相闻,愿逐月华流照君"
正哥这台词毫无技巧，全是感情
老师好
中秋节教师节快乐
一人送一本大部头 啃去吧 哈哈哈
高老师，泪目
送一套刑法考核试卷
正哥好呆啊
啊啊啊，人老了这个眼窝浅呜呜呜呜呜呜呜
B站好会！
教师节快乐！
一口三个月亮
法学新手泪目！！！
二十年没见漫天
罗老师o(^o^)o
不是应该给老师一个礼物嘛，哈哈
想要这个大月亮
真不戳，很有诗意
宋浩啊啊啊啊啊啊啊！我爱你啊啊啊啊啊啊啊！！！
啊啊啊啊啊啊高老师！
基本都关注了
浩浩
小浩浩
望卫壬施
全明星
虽然我们不能一起吃月饼 但我们有同个月亮.
明月几时有，把酒问青天，今天已知道，四十五亿年。真想把这个消息要寄给一千年多前的苏轼、李白他们
好几个都是我认识的老师
格局大了
爱了爱了
老师们节日快乐
教师节快乐！中秋节快乐！
今毕业还是思念老师
谢谢老师！老师教师节快乐
老师们节日快乐~~
有希望就会有力量！我才十九岁不惧山高路远！
我们应该给你们送点什么呀
打算送点作业？
谢谢李老师
同学们：老师，这礼物有点太大
开口就是哲学
月亮：我先走一步，去过中秋节！
三年高考！！！
哇！
感谢老师们，吾生有涯而知也无涯
宋浩！我男神
泪目
哇！
明月入怀，远近皆安
送一本考研真题
罗老师节日快乐
戴老师就是一位极其负责的大人、男人。
宋老鼠
泪目
弹幕护体
真就真就月亮呗
翎人祭酒！！
祝所有老师节日快乐！！！！！！！！
祭酒老师！！
老师们，教师节快乐，你们辛苦了！
莫卷人生卷诗书……
谢谢老师们！
祝老师们双节快乐
一个一线老师 真的被感动到
真的觉得好感动啊！！
投币了 泪目
老师们节日快乐
谢谢老师
23届学科语文研究生准语文教师准备好了！
哇
张三特供银手镯一副
祝丁老师教师节快乐
老师好
老师好
老师哈皮
哈哈哈哈哈哈哈哈哈去他的吧
在这阖家团圆的时刻，祝老师们节日快乐！
好漂亮
太棒了，反复观看品味！双节快乐！
希望这句真是听哭了
那2022年中秋国庆同一天是不是几千年才有一次
韩老师好温柔啊啊啊啊
天呐
蓝月亮
泪目
呜呜呜呜呜哭了
哈哈哈哈 我们正正怎么看着有点呆
三段式呢，我这么大一个三段式呢
明月入怀，远近皆安。但行善事，莫问东西。
我竟然哭了 从第一个祝福开始哭😭
丁老师排场
这个好厉害
李正！！！鸽亲王
憋笑能力都好强
字很好看，请问是什么字体
何当共剪西窗烛，却话巴山夜雨时
谢谢老师们！
下个学期有郑老师的课，唉。
中秋节快乐，教师节快乐呀
罗老师：戴老师，您说邢就刑！
好像阎鹤祥的声音 我爱李正！！！
节日快落！~
丁老师好
丁老师！
00
月亮代表我的心
看着，笑着，眼泪情不自禁
吴姥姥！
38万公里，听起来似乎不太远
哇！！！
好棒！！！
听哭了！
戴老师排面，表白戴老师
真不错！
快来人啊，有警察么？月亮被偷走了！！
songhao
哇真的太美了
n厨狂喜
谢谢！
起立
各位老师双节快乐！
谢谢老师！
感谢每一个传播知识无私奉献的人
人间恩情如夜空的繁星，老师如明月照我路途万里
嗯
要不要这么煽情啊😭😭😭
谢谢戴老师！
教师节快乐！
中秋节快乐老师
谢谢大家
呜呜呜呜
反向老师
宋浩儿！
祝老师教师节快乐！中秋节快乐！
黄老师!!
每人送个一年有期徒刑吧
哈哈对！去他的吧～～
月亮祝福
虽然但是，盲人姑娘的故事是虚构的哈哈哈
戴建业老师！！！！
祝各位老师节日快乐
收到啦
111
泪目
我刚在电视上看到这个
哈哈哈
我也哭了
教师节快乐
谢谢老师。温暖已抵达内心。
一寸月光万里路，莫卷人生卷诗书
罗老师再隔壁屋
哈哈哈，这个抱膀，和戴老师好像，是不是语文男老师都喜欢抱膀，哈哈
宋老师
老师们教师节快乐！
送点考卷
哇！
梦幻联动
向老师们看齐！
感谢老师，月亮已经收到
太美了，太有情怀了
老师们中秋快乐！
老师们节日快乐 收到月亮啦
老师们节日快乐！
罗老师排面
送套试卷吧
举头望明月，三口一个馍
今年的教师节真浪漫
老师们教师节快乐！
真好呀
老师们辛苦啦！教师节快乐！
谢谢老师，月亮已收到
N厨狂喜
老师节快乐
送给张三？
好感动哦~泪目
这视频真不错
中秋快乐！教师节快乐！
泪目
哭了
呜呜呜阿b太会了!
罗老师好！
节日快乐
中秋快乐哇，大家
老师们节日快乐！
开幕就想送我进去？
教师节快乐！！！
月亮代表我的心
啊啊啊，刘院士！！
超级喜欢刘爷爷，他喊我小朋友
谢谢老师们
张三套餐
月亮:我免费了
老师们节日快乐！
老师，看我
高盛元老师！！
大佬云集
l李正老师
好想要这个月亮
爱你们
爱你
罗老师
爱你们
爱你们
宋浩老师!
想起邓丽君了
一口三个馍
收到了收到了，老师们节日快乐！大家中秋快乐呀！o( ❛ᴗ❛ )o
教师节快乐
真美
B站是我的学习网站
谢谢罗老师
祝老师们教师节快乐！中秋节快乐！！
月亮是一步之遥同款吗
一寸月光万里路 莫卷人生卷诗书
宋老师！！
我的天啊，这才知道B站上如此多老师。。哇。。
《中 秋 送 刑》
宋浩
莫卷人生卷诗书
丁老师
收到了呀！谢谢老师
老师快乐
元元子！！！
教师节快乐
云 天 明
好漂亮
老师，这是送给张三的吗
习题（滑稽）
好美呀
丁老师混入其中
一寸月光万里路，莫卷人生卷诗书
院长！
神仙联动！
写的真棒，把这句话写一遍记在心里
建业老师
宋老师送老师
老师们节日快乐
朱老师!
谢谢老师
教师节快乐
宋浩老师！！！
教师节快乐
感谢老师
谢谢b站
作业
教师节快乐！
月色真美啊
送个祝福
宋浩老师也在
送个研究生录取通知书把
所有老师好
谢谢老师，谢谢月亮
谢谢老师
好可爱的月亮
送进去吧（doge
感谢b站让我们遇到了这些为我们言传身教的老师
全是大牛
教师节快乐，中秋节快乐
泪目
感动了，哭死
请选择你的英雄
仿佛我们的心理作业哈哈哈哈哈哈哈哈哈
老师们节日快乐！
老师们节日快乐
🌕
丁老师排面
老师们中秋快乐
浪漫
小孩的快乐，回不去啦，哇哇哇哇哇哇哇哇哇哇哇哇哇
老师声音好好听
丁老师教龄才4年吗？感觉教了许多年
大家中秋快乐节日快乐
丁老师排面
我竟然哭了呜呜呜呜呜呜
感动
郑老师是我的cpp启蒙老师
送本普通心理学
罗老师！
老师们节日快乐！！！！
口琴！！
宋老师好好玩
怎么卡顿
罗老师还是送我一双银手镯吧，喜庆点（滑稽）
莫卷人生啊
已经散落天涯了，也已经后悔了
给大佬们增加弹幕！
我冷一听还以为雷总
从来没后悔过成为张三
宋浩老师节日快乐！
是要让我哭死在B站嘛
hello Kitty
赵老师
这不错，雪人骑士中秋节限定皮肤
教师节快乐
好家伙没认出三口一馍来
节日快乐！！！
院士就是院士，一开口就是送月亮哈哈哈
宋浩！！！！！！！！
教师节快乐！！！！！
好的
㊗️五仁老师双节快乐！
宋浩！！！！
也祝福各位老师双节快乐
我听到这句话真的已经泪目了
《月亮代表我的心》
正正！
老师们，节日快乐！！！
好温暖，师者温润如玉！
见证奇迹
我好怕罗老师送我三年
谢谢老师们
让过去的故事，照亮我们未来的路
神州行，我看行
谢谢全中国的老师们对学生们辛苦付出，双节快乐
窦老师 教师节快乐
哇，是啊，即使再坎坷，我还年轻！我还有希望！
神州行
老师我爱你
人生得意须尽欢，莫使金樽空对月
一人1000块钱就行了
谢谢老师
     用明月照亮归途，以教诲点亮远方。
好想要这个大月亮
双厨狂喜，戴老师，罗老师
谢谢我亲爱亲爱的老师们！我真的相信，好的老师能改变一个学生的一生。因为我曾经就沐浴在好老师的光辉下
月亮跑了快追呀
月亮：我不打扰，我走了
谢谢我亲爱亲爱的老师们！我真的相信，好的老师能改变一个学生的一生。因为我曾经就沐浴在好老师的光辉下
一夜乡心五处同
好漂亮啊这个月亮球球
老师们好
祝大家中秋节快乐，祝老师教师节快乐
我也哭了T﹏T
节日快落！
初心不变
 一轮圆月，照清辉万里。三尺讲台，育桃李天下。
谢谢老师，月亮已收到
谢谢的老师们
送练习题啊
 一轮圆月，照清辉万里。三尺讲台，育桃李天下。
丁老师！！
莫卷人生卷诗书！
哇塞塞！！！
拍得太好了
习题大礼包
老师给学生送礼物，这合适吗
感动
老师好！
哇塞
送个三年高考五年模拟
我永远的卡密！宋老师！
这也太唯美浪漫了吧
你问我爱你有多深，我爱你有几分～
高老师!罗老师!戴老师!
前面那个，生日快乐呀
莫卷人生 ！👍
节日快乐呀
宋浩老师
老师们节日快乐！祝大家团团圆圆平安快乐！
哪里可以买这个月亮
呜呜呜，好浪漫
李老师好呀～
一群大佬要给我送礼怎么办我好慌
那个球好想要一个，估计不便宜
想念我的语文老师了……
祝我心想事成，想得不多，一点点而已
生日快乐呀！
谢谢老师
我看到我老师，我一定揍死他。
好想要一个这样的月亮
！！！！
祝老师们节日快乐！
教师节快乐！
祝各位老师们、观众朋友们中秋快乐！！！
节日快落！
罗翔觉得刑
月亮代表我的心
谢谢老师们的月亮！教师节快乐！中秋节快乐！
一听就是川普
我看刑
不要月亮 想要月饼
罗老师！
千万别在罗翔老师视频里说刑
正sir!
就送月饼！
作业!
祝老师教师节快乐
露从今夜白，月是故乡明
哇哇哇！这个视频质量真高！
正正老师
浩浩，我的浩浩
刚刚结束网课，老师在网课时就给我们看了
送套考卷吧（毕业了就是硬气）
美
已经收到了，你们做月亮了，谢谢你们。
张三在此实名祝福各位：中秋节快乐！
太阳升起来，月亮还是就不见了
老师们，节日快乐！！！
泪目
五千+
这个句子好喜欢
年年岁岁花还在，岁岁年年人不同
生日快乐
感动
祝老师们节日快乐！
是真月亮！
老师们节日快乐！
老师们节日快乐！
全关注了
老师们教师节快乐！
火钳刘明
祝老师们教师节快乐！
666666666
谢谢
三连了
tgt我爱你
好美啊
拍的好好
李老师排面！马上开始夺嫡！
我也看，刑！
太浪漫了
中秋节，教师节，我家娃的生日，三节合一，美妙的一天
N厨狂喜
"送你""举杯邀明月，对影成三人"""
祝愿妈妈中秋、教师节节日快乐，永远快乐！！！
但愿人长久，千里共婵娟。
曹老，节日快乐哈
教师节快乐！中秋节快乐！
宋浩哥真的会笑呀
与能力有关
38前面刚刚说38年
教师节快乐 中秋节也快乐！
眼里有光！
哈哈哈哈
反卷宣言！
去他的吧
果断三连
月亮代表我的心～
丁老师
感动到了
啊啊啊啊罗翔老师
宋浩老师！！
中秋快乐同学们！谢谢老师
天意好帅
一条罪名
波澜哥
我想的是都是月亮惹的祸
哈哈哈哈哈还真是月亮
哈六中五班在看
老师，您的镜片呢
月是故乡明！
为什么听到此处的歌声会想落泪呢
教师节快乐
哈六中五班到此一游
宋老师呜呜呜呜
老师们好
很难不爱啊亲爱的老师们
哈六中五班到此一游!!!!
宋浩老师！！！
两位老师终于碰面了
哇这个好好看
节日快乐
全部点关注
哈六中五班到此一游
哈六中五班到此一游
送个一键三连
月是故乡明
戴老师戴老师！
教师节快乐！中秋节快乐！
戴老师的口音一下就听出来了哈哈
海内存知己，同胞们，中秋快乐！
生日快乐！
生日快乐哦，中秋夜快乐
三连领
送进去
节日快乐
韩老师
这个月亮怎么做的，我也想做一个
老师们节日快乐，用心了~mua
送套试卷
老师们节日快乐！谢谢你们！！！
好浪漫啊
听我说谢谢你
双节快乐！感动，谢谢！！！
Rachel老师！
感谢宋浩老师帮我过了概率论！
宋浩老师！！
祝各位老师节日快乐
全是大佬呀
把人送进去
宋浩老师
老师们节日快乐！
宋浩老师！！！
全明星阵容
←前面的朋友生日快乐，中秋快乐！
话说反了吧
点进来就出去了  然后发现好像有老师   
教师节快乐！中秋节快乐！
送月亮，我的天，好浪漫！！！
老师们好，节日快乐！
这个月亮真的好好看
祝所有老师们教师节快乐呀~
宋浩老师！！！！！！
全明星啊
哇！！
看到稻穗，想起来袁隆平老先生
宋浩老师啊！！
致命罗老师
是丁老师啊
教师节快乐
好美
可爱天团
节日快乐老师们！
好可爱！
哇啊哇赵峥老师也出来了！
看看人家老师
所有人都不祝福我的时候，可以来到这里
我喜欢这个月亮！！
前面的 生日快乐！！！！
刑
戴老师戴老师！
我们学校送了一个月饼和一个垃圾袋
祝老师们节日快乐！！！！！
老师们！节日快乐！
果然三观正直
教师节快乐
中秋快乐
原来是西西弗斯老师
明月几时有？把酒问青天
老师们好
不知天上宫阙，今夕是何年
原谅我的无知，现在才发现宋浩老师这个宝藏
祝各位老师教师节快乐
各位老师教师节快乐
也祝各位朋友中秋节快乐
种太阳?
唧唧复唧唧
老师节日快乐！！！
夺嫡区李正老师，中秋快乐
送作业啊
彳亍
不是该学生送老师吗
诸神团圆
我有迷你版
宋浩大老鼠
大木的颜色刷起来
戴老师节日快乐
哇~好漂亮
哈哈
送本《刑法的108种速通》吧(dogs)
大  佬  ！
有本漫画，记不记得叫月亮忘记了？
哈哈哈
这是个初中的教室
宋浩老师节日快乐
好美好有意境
卷子
月亮代表我的心
祝老师们节日快乐，祝大家中秋快乐
宋浩！_！
节日快乐
鸽亲王
啥也不说了，一键三连吧
老师们教师节快乐
见证内心的成长
天意哥哥！！！！
丁老师 一口三个馍
谢谢天意哥救我高数
蟹蟹戴老师
祝老师们节日快乐！你们辛苦了！
谢谢宋老师！
就该热门这作品
我想玩这个月亮球
啊啊啊啊啊，几年前因为工作原因我有幸接待过刘嘉麟院士！！！全程陪同他和他的学生！那次接待真的受益匪浅
这是怎么做的
6000位道友何在
好耶
教师节快乐
回不去了55555555
中秋快乐，教师节快乐！
中秋快乐！
中秋快乐！！
送神宗
李政老师
罗翔老师，对不起
预祝大家中秋快乐 阖家欢乐。
流浪月球
教师节快乐
宋浩老师！！！！
最后一个币了，老师节日快乐！
哇哦好感动
送他一轮明月
教师节反向送礼，走学生的路让学生无路可走！（doge
浩浩！你！n
浩浩！
送作业
中秋节快乐！
欢迎来到你的月亮我的心，好男人就是我，我就是曾小贤
哭了，和我一起十几年的青梅竹马啊，现在都再难相见了
祝老师节日快乐
节日快乐
宋浩哈哈哈哈哈
老师们节日快乐！
祝各位老师教师节快乐
痛，太痛了
同学：我看刑
宋浩老师！！！（我正在看你的线代呜呜呜呜呜
老师节日快乐啊
呜呜呜呜
一数
戴锦华老师！！！
送个难题
节日快乐！
全是大佬
好好听！
教师节快乐！中秋快乐！
老师们节日快乐！
7000+
丁老师 我哭了！5555
好想回家啊
全明星阵容
截图干嘛愣着啊
教师节快乐，中秋节快乐！
老师们节日快乐！！！月亮收到啦~
月亮代表我的心
月到中秋分外明
教师节快乐！也祝大家中秋快乐
《流浪月球》
月亮代表我的心
教师节快乐
祝大家节日快乐！
宋浩
宋浩
宋浩老师
节日快乐！
祝大家节日快乐！
太卷了
泪目
高老师！
戴老师！
宋浩老师！
谢谢各位老师！月亮抱走了
你问我爱你有深，我爱你有几分
我不去想我会不会成功。既然选择了远方，便只顾风雨兼程
5
生日快乐！
宋浩！！
祝所有老师节日快乐，也祝大家中秋愉快
丁老师加油
教师节中秋节快乐
IT私塾祝教师节快乐
xihuan
报告校长，唱歌这一段建业老师在打酱油
