第一诶！大家中秋快乐
吸收过量铅的话可能会导致精神病，但他们只是咳咳血，我不知道有没有咳血这种症状，但我确定，吸收铅过量肯定会有精神病
你吃了人肉，并且非常喜欢
比奇堡？
幸运儿
碧蓝玩家狂喜
队友祭天法力无边
卡写
误以为是分段
不是够吃三年吗
世界的尽头
好像是因为罐头
画风太赞了
搬甘油炸船啊
幽灵船
有狼人在罐头里下毒啦
看成只因水母还有救吗
极地恶灵
小富远征队
双桅船交锋（警觉）
厨子是狼
仰望星空派
好暗
医生是猪
冰像极了恶魔的利爪
《修女与鱼》
《冷冻的罗非鱼》
牧师焦煤
要不要准备碗呢？
船长
枪手
《盲猜指北针在北极不能用了》
水煮肉片
猜疑链
盲猜罐头原因
为什么要叫这种名字是诚心让他们死是吧
好绝望啊
早期背带裤（不是）
入口右0.5帐篷
Are you ready？I can't hear you～
狼扎毒针了
吃的肉是人
墓志铭!帝王是我迪亚波罗的!
嘘……
不，用锡封
盲猜 北极企鹅肉
北极牧师
冻鱼
缺维生素d
原来纪元1800的北极剧情是这么来的
哈哈哈
恐怖号？震撼我妈？（确信
人肉？
是罐头的金属里有重金属（大部分是铅），导致精神疾病
锡罐一冻就碎了是吧
船沉了，远征失败了......
英国还真喜欢用这种名字命名船只
在北极指南针永远指向南方
带点橘子
出现了！坏血病
黑死病
不会自救，都冻饿死了
疯狂山脉(doge)
给利维坦给冻住了（手动滑稽）
茨威格的是第二队到达南极极点的南极探险
极地恶灵
肉里有毒
仰望星空
up前途无量啊
白给号
比奇堡
铅罐头
又是测绘，后悔这个专业了
惊惧号
船上有蒸汽，为什么要下船扎营
《Dread hunger》
有美剧《极地恶灵》
大帅
疯狂山脉
全变成食尸鬼
內歌
海上狼人杀
《船员已放弃远征》
极地恶灵
那时候的冰川好高啊，海里也没有掉落的碎冰...
已经是食尸鬼了
谁是狼？
恐怖三桅帆！
我生日!
服了怎么还有虫子
冲这名就好不了
拍成电影，一定很恐怖
废船有图腾！！！
诡异小曲
世界海拔最低的地方是比奇堡
你吃了人肉，感觉很好吃[boge]
好强
确实降温
幽冥狂
仰望星空派（幻视）
这就说明了破冰船的重要性
枪手是狼，医生是猪
罐头笑声
冰冻的罗非鱼！
恐怖游轮
谢谢，正在发烧
罐头是锡焊的
维生素C缺乏？？？
有没有一种可能，被冰川移动的夹成饼了
疯狂山脉
狼
这比青铜时代还刑
宝藏up主！
7000+人看，离谱
北极狼人杀人doge
疯狂山脉
应该是吃了
这笔青铜时代号还刑啊！
海豹有麦，厨子是狼
小鱼人
额...会不会是物资太丰盛了，他们在格陵兰岛定居了
《7000+》
省流：仰望星空
为啥他们要用中文？！
海克斯罐头
天呐
我已经猜到了是不是你富兰格林！
7000牛逼
工程是狼
搜救是为了了解事故原因，不让其他人再次中招
为什么不是两年半
为什么冬天去北极？
到达目的地：入口
有也不怕
跟着厨子混三天，饿9顿
弗朗西斯？（）
不会是吃人吧
震撼我妈一整年（bushi）
船长是狼他开倒船快去拿大枪
这是一生最后的阳光吧
极地恶灵
败血症
爱看
气氛都烘托到这了，海底小纵队那个又给我整笑了
副手是枪手
感觉这么像克苏鲁的疯狂山脉
吃人！！！
怪形来了
高质量高质量好吧
名字就不吉利
半年....
盲猜吃掉
小鱼儿
古老者
恐怖山脉
误入尼伯龙根，一名楚姓男子不知下落
《恐怖游轮》主题曲
纪元1800的剧情嘛
开船开船
想到了语文书里的一片课文
罐头或许只是误导选项
罐头是前座的后面他们的肉全部变质
大帅阅兵
后来这俩名字被用在了两艘浅水炮舰上来纪念他们
才发现我居然看过相关资料
三更研究所讲过哎
很吵自居做视频去话真多
疯狂山脉（无端）
这是什么冷冻罗非鱼啊
有点疯狂山脉的意思啊
铅
吃死的（确信）
拿铲子邦邦敲王哥的头
怎么可能是缺vc，这个时候已经知道补充了
测绘人
《道别》
震撼尼玛号doge
我把迷因水母看成只因水母了(恼)
盲猜内乱
吹牛B，3年，我不信
北极不好玩去南极
莫利亚
buff叠满
好家伙，这名字就暗示了一切
厨子是狼，枪手是猪
八船开这么深，离谱
坏血病
枪猎双狼，心肺骤停
天选之子啊
buff拉满
三级降温了快回船
所以就团灭了
极地恶灵！锡焊罐头！
愚人号
三个厕所
抢手是狼，厨子是猪...你回头！狼就追着你！
7000多个人
遇到了古老者
坏血症
詹姆斯？詹姆斯在哪儿？发生什么了？詹姆斯怎么了？(无端)
坏血症
寒鸦号
克苏鲁疯狂山脉是吧？
Dread hunger
?
詹姆斯
这两艘船的名字也是绝了
《仰望星空》
是时候呼叫海底小纵队了
修女.jpg
7000
极地恶魔
物资不行，所以团灭了。
狼扎毒了
加勒比海盗
极地恶灵
茶叶可以补充维生素
船长是狼
冰冻罗非鱼
liaowuyinxun
有一部美剧
你发现了一个宝藏！
到达世界最高城:理塘（无端）
精彩
谁说虫子不能仰望星
长鸡皮疙瘩了一下
食物中毒死完了
病毒
《斯图提斐拉》
被古老者吃掉了（狗头保命）
好草
火钳刘明
伟大的悲剧
哈哈哈哈哈就猜是不是那个游戏原型
不是风暴点?
手
逝兵（确信）
《遗憾》，这是捡回一条命吧
是不是遇到黑珍珠号了
winter is coming
饥饿恐惧
乌兹是吧
空瓶是我迪奥的！
里边应该还有图腾，先拿肌腱
1850年
我觉得是被冰山压了，几率小但有这个可能，没那么多悬疑
这名字不喜庆啊
are，you，reader
利维坦来救一下啊    
理论上来说，那5个幸存的b也吃了，如果是罐头，就不是悬案了
盲猜
仰望星空派（确信
dread hunger
惊惧号（无端
震撼我妈一整年
控医生包！
你说有没有可能？我是说可能，恐怖号是战舰是让敌人感到恐怖的意思，幽冥号是补给船，意思是来无影去无踪
厨子，猎人是狼，狼，狼，狼
《有光》
愚人号
恐怖三桅帆船
《我   们   三》
在科普视频刷游戏相关真的很无趣且显得无知
说愚人号那个给我站住！！！！！
起名需谨慎
正在寻找线上模式战局
5000+
是辐射，
震撼我妈一整年
坏血病
诡异的小曲
吃人?
仰望星空派
这次探险成功，我就退休回家享福了
我的生日！
船长真的是狼
你的棺材动了
有人吗
挖军刀
富兰克林？（doge）
怎么把他们吃了!
厨子下毒了
修女.jpf
哇！仰望星空！
幸运儿
《经验丰富》
枪手有麦
为啥啊
工程是狼。
幸运儿
左一营
MD，船长完隐狼是吧
医生扎针了！
尼伯龙根
船长不开船 噶了
工程搬煤啊 明狼是吧
左二接双3+1熊哥
真绝望了……
《丰富的经验》
医生是猪
装食物的罐子是铅制，所有人后来都铅中毒产生幻觉
狼人营地
开船
五千多人说句话啊
《pdd百亿补贴》
他们为啥不炸冰了
反向立FLAG是吧
《疯狂山脉》
圣者之鸣号
黑暗森林战役？
入口，代价，峰顶，请选择你的地图
海豹有麦，厨子是狼
黑暗界和恐怖？  是这俩吧
不可以，这样不对
震撼我妈号
会不会有两个内鬼（dage）
工程↑
然后就开启大航海时代
看名字就不吉利
船长↑
注意罐头，后面有伏笔
两只狼开分身了
幸运的五人
回 收 预 告
搬甘油啊！
测绘工程路过
谢谢，已经降温了
船名吓人是因为这两艘船是由英国政府皇家海军提供的，本身是军舰。
没错，你屏幕上现在有虫子
我是导管子，我是狼
该不会食物不足人吃人吧。。。。
吃的是人？？？？？？
物资很行哈哈哈哈
一句也没听清
他们是探险家，也是殖民者。
《疯狂山脉》
插图腾了是吧
好像是后来被说罐头技术不发达没有密封好导致全员铅中毒
请撒煤炭
坏血病那个别跑船上有蔬菜不代表就不会得坏血病必须得是新鲜的
他们都登上了幽冥号与恐怖号
好家伙龙族是吧（bushi
别在哪里不懂装懂了，这是北极哪来的疯狂山脉笑死
震撼我妈一整年套餐
三人一狗
5000+
罐头重金属超标？
少两块煤
船长是狼！
100多人吃三年？这得多少东西
海豹:厨子是狼，一石头把我拍死了
那个时代的破冰船动力不算太强大遇到厚的冰层基本就歇菜了时间长了就被冻在这里了，到现在21世纪现代的科考船遇到比较厚的冰层没有足够的马力也会歇菜然后被冻住困在这里
五个天选
是鸡汤
第一天炸冰山
我还以为是鱼在说话…
船为啥起这个听起来不吉利的名字
《东 北 三 小 只》
忒修斯干的？
疯狂山脉
盲猜  罐头+吃人
要是名字吉利了，大不了你稿子就不写这段了呗
龙族！！！
《疯狂山脉》
船长是狼，厨宝是猪
古老者
突然想起三人一狗的那个游戏
连城诀？
克苏鲁，是不可名状的恐惧
想起了《极地恶灵》
黑色山脉
动画做的好牛啊，看的特别舒服
按C交煤！
后退时间也made in heaven是吧？
船沉了，远征失败了。
大帅呢
曲线救国
船上级别高的人死的更快，因为一直吃罐头
天呢，所以等来的只有绝望
没有jump scare也太温柔了呜呜呜
不能因为结局而定义最初的决定
这不是那个，叫什么极地恶灵的电影，也是根据这个故事改编的
水管里也有铅。
猎人上山
罐头含铅，船员铅中毒
震撼我妈
我生日。。。
震撼我妈一整年号
莫利亚恐怖三桅帆船原型
经典《经验丰富》
他们，该不会，食人了吧？
《极夜科考》
捡骨就是狼？架图腾就是狼？是狼就是狼？开挂就是挂？
盲猜铅中毒
作死号
莫名联想到郑王号2333
Q
史强：冰冻的罗非鱼……
少将呢 厉害啊
是乱纪元，快脱水
缺少维生素
他们可太幸运了
本期制作质量极高，推荐各位看完
只因水母（bushi）
铅罐头
美剧极地恶灵的第一季就是根据这个故事改编的，也不错
物资不行
bgm：lullaby（出自恐怖游轮
比奇堡
杳无音讯纠正读liao的你尴尬不？
突然想到了郑王号
一直刷罐头好烦啊，感觉被剧透完了
挖坟不丢骨头？牧师是狼！
根本听不清
好像在哪里看过
时光倒流
铅中毒
真的是好妻子啊
在比奇堡扎营？
很像一部电影叫漫漫北寻路
厨子侍郎
医生扎针了是狼
我猎人平推我搓个动西
十个盲猜九个看过，是剧透直接举报
去往电子厂
牧师一营掏坟出军刀＋枪
医生是猪
奥伯拉丁的回归
简单翻译:跳脸杀
一看就能看出是人垒的啊，这还用问
但是被冰的话船体会严重受损的，估计就这样死的
不是铅中毒么，锡在低温下泄露是南极探险的故事
廉价罐头，啊，懂了
罐头的焊料使用铅
铅罐头短时间没有事，但是时间一长的话铅重金属就容易泄露进罐头里
不是这个也太像船长了吧
