是呼唤，是希望
“曾有温暖的声音呼唤我的姓名”足够了，呜呜呜太好哭了
神曲
曾毅这一段用耳机听了很多遍，非常舒爽
+
央视厂牌-AKA草原莽汉
人间岁岁年年  谁敢说如烟
月光正在找你啊
玲花咬字好清晰啊
人间很好
一开口就让我站在大草原上了
我的妈啊感觉救赎了
这歌词改的太好了！！！
曾毅：这不是混音
听了一晚上出不去了听了一晚上出不去了怎么办！
爆头！！！
大半夜哭的叽里呱啦
上岸
真的牛
想哭
上岸！！！
佛光普照
2620人
全站第一！！！
玲花把话筒拿下来的动作太优雅了啊啊啊啊啊啊啊啊
我还年轻，一切都来得及！
绝了！
来不及来不及你曾笑着哭泣
上岸！
yyds
我活了
听完这首歌我就学习
是啊，要相信人间值得，因为一定有一个人在等待你！
莫名想哭
秋风起 雪花轻 海底看不见四季
全家幸福安康身体健康
绝了
我爆哭这个词这个声音真的太棒了
海底看不见四季
不想再在海里泡着了
来得及来得及 一切都会好起来的！一定要好起来
曾毅：这么多词，得加钱。
你是重要的存在 是某人的星星
上岸
sQ金曲
曾毅这段rap注入灵魂
国家队就是不一样  厉害啊
我想活着
啊啊啊，鸡皮疙瘩！
来得及！一切都来得及！
来得及
不死了，老子回去了
段奕宏的别走
你来人间一趟 你要看看太阳
明天是个好天气
上岸
这里唱出了世间的美好 还值得留恋
艺术的魅力
今年一定要考编上岸！
好好工作
曾毅词最多的一次
每次听到这里都忍不住泪目
地上rapper king！
鸡皮疙瘩都起来
玲花的音色真的好温暖有人情味
开头见
凤鸣响彻海底
出不去了
凤凰传奇66666
回去
来得及
曾毅:特喵的，明明以前唱几个字就收入不菲的
来得及！！！
绝了
榜一了
感动！
yyds
仿佛拨开云雾，看见光明
活着真好，真的！
泪目 好感动
共鸣了
自由飞翔mv曾老师像个社会人 妈耶这里这么可爱
上岸了上岸了
牛逼
已知乾坤大，犹怜草木青
上岸了上岸了
来得及！预祝女儿高考成功上岸！
真的爆哭
来得及！预祝女儿高考成功上岸！
真的逃不出凤凰传奇的手心，一遍遍循环出不去了
注意此时玲花站在下面，少女沉溺
曾有温柔的声音呼唤你的姓名
喜报！！热门榜第一了！！360W了！
来得及来得及！！！
听歌的真谛在于聆听
子像一束佛光，救赎了我
小时候最喜欢的组合！
词曲改的真的好棒
大气，正向的情绪对世人来说真的很重要
你看那凤凰终究飞出一段传奇！
不知怎么了，每每听起，左眼眼角湿润，不自觉的那种，心里的酸楚和感动……
曾毅绝了
好好听啊
孩子 这个太戳我了
太温暖了出不去了呜呜呜
来得及
名字起的真好，真得传奇
对凤凰传奇彻底改观
明天是个好天气
忍不住反复听
来得及，来得及
某个时刻，人只需要一点温暖的理由，就能有力量坚持
真的好像段奕宏啊
这个表情是真的听进去这首歌了吗
22北大
你看人间的四季多美好啊
海底看不见四季
上岸
他俩配合绝了
恭喜全站第一
上岸
曾毅哥的眼神好帅啊啊！！！
再听亿遍
上岸！
已识乾坤大，犹怜草木青
这是沉入海底人的想法！！一切为烟！！！第二段是上来之后谁敢说如烟！
听一次哭一次
洒脱一点
再来亿遍
rap是主音，距离萨顶顶还是有距离的
上岸
你可以永远喜欢凤凰传奇
人间有四季，请你回来，我在等你
草原的海
我为什么哭了……
央妈出马国家队下乡
yysy！yysy！
上岸
曾毅：越想越亏啊，那么多词
人间岁岁年年 谁敢说如烟
凤凰传奇牛逼
我要上岸！！！
月光正在找你 他想温暖你
天啊，佛音普照，哭了。
海底无四季 所以 别往下走了 回家吧
玲花状态好好
哇 这里直接鼻酸
再来亿遍
真梵音阿！
cheer up
上来吧，上来吧，岸上看得见四季
北京师范大学上岸！
最后的四季也太赞咯
上岸
我脑海中已经有他俩披荆斩棘的跟阎王抢人的画面了
听到这里真的绷不住了我被救赎了
明天是个好天气！
来得及，只要你肯救我
眼泪没有声音 但我想抱紧你
确实好
改词的人就是神
上岸
牛逼
这弹幕牛逼啊。。
升本上岸
亿遍
来得及 来得及 你曾笑着哭泣
太好听了趴
这段是海里看见的月光，是深海里的救赎，岁月极美在于他必然的流逝，渡众生
绝了
这人世间还有救赎
朋友们咱们开头见
我要上岸
感谢凤凰传奇
我不敢沉沦，我怕我是谁的星星
六级顺利通过
一边听着歌一边眼神在玲花的脸和曾毅的腿上挪不开
来得及来得及
汗毛炸起
我都不想说我循环了多少遍了
凤凰重生太赞了~！！！！！
你甚至可以永远相信凤凰传奇
对凤凰传奇改观了
鳳凰傳奇yysd
路通往我，等你
这段绝了
无人将你吵醒
眼泪没有声音
嘿嘿
当年青涩的男孩女孩如今是温暖的大哥哥姐姐还能带你自由飞翔
今日曾毅就是我偶像
前方核能
币走起
太好听
这才是这个时代该流行的温暖能量
曾毅yyds
考研上岸！
改编词：唐恬 ！！
给高级弹幕点赞
来得及
突然好委屈是怎么回事
凤凰传奇  永远的神
yijingshanga祝各位上岸
路通往我等你
这两天循环播放
天哪，一出口，就起了一身鸡皮疙瘩
好治愈啊
来得及 来得及
出不去了
你是重要的存在
海底看不见四季
阿信敢说
上岸！！！人间值得！！！
如果喜欢曾老师这种吟唱可以试着去听一下《繁花》
欢迎回岸
上岸上岸
我靠鸡皮疙瘩
好听到哭泣
好久没有看到高级弹幕了
抱抱你北海哥哥
唱出了人间值得
希望自己论文外审通过！！！
好家伙鸡皮疙瘩起了一身，66666牛逼
路通往  我等你
好听，好评
400W打卡了
B站还给了凤凰传奇第一
我要忘了你，你真的对我不好，不值得我这么难过
一念天堂一念地狱
真好听
草原的风，吹到了海底，它在唤你回去
歌词极富有感染力
眼泪在眼眶打转
绝了
总爱对凉薄的人扯着笑脸
每一句来不及都在和我们说：来得及
去上大！
玲一张嘴就觉得风景好美
一定要上岸华师文院啊
岸上人们脸上都挂着明暗
国家队的拯救
上岸
边吃黄焖鸡边哭
爷青结。曾毅有歌词
秋风起雪花轻海底看不见四季​
哈哈
上岸！！上岸！！
上岸！
悲伤不是三言两语 就能感同身受
2021上岸！
你是重要的存在
这个合唱爱了！！！
上岸！！！！！
感觉是有经历过的前辈，在开导我
高三，休学，上岸中
哭死我了
济宁医学院的等我
留影
兄弟们，刷起来啊
明天是个好天气
考试上岸
上岸
这具戳到我了
前方普度众生高能
上岸！
好听
起鸡皮
玲花这里好美啊啊啊啊啊！！！！
人间值得
明天是个好天气
佛光普照
我想坚持，为自己唯一的未来
凤凰传奇YYDS
调入上岸！
教师编上岸吧！！！这种生活我真的是够了！！！
太治愈了
ddd
海底捞 开唱了
内蒙古海军司令
海底看不见四季
路通往 我在等你
【当你孤身独行  当你说被爱不过是侥幸】
四月份 查出重度抑郁，我已经放弃了，我的梦想就是死在大海里，大概我过不了今年了，我已经放弃了，今天听到这首，哭到不能自已，海里没有四季也没有好天气。我好难受。
"""南京今天天气太好了 我舍不得"""
【躲着人群  溜进海底】
【它说你听你听  有人唤你回去】
【岸上人们脸上都挂着明暗】
yyds
真不错
年级前十
【你问我死后会去哪里】
上岸！
给爷上岸
这特喵是我免费能听的？
春日雨 夏蝉鸣 明天是个好天气
海底捞我，真是好听
降龙伏虎悬麦济世
凤凰传奇永远唱下去！！！
为什么一首歌能上热搜
听哭了
考研上岸！
海底看不见四季
真的好
升本上岸
专升本上岸
好喜欢这段词
玲花姐姐肉肉的很可爱啊
佛光普照 普度众生
为什么台下的那群不专业某某某就能有决定权，汗
来不及
uysy 曾毅的RAP说的是真清楚，是我为数不多不用看歌词就听得懂的rap
66666
明天是个好天气
原来凤凰也能飞进海底
不知道在哪儿找了一群评委，有点哈
再来亿遍
再来亿遍
好听
太厉害了！！！！！
听哭了这一段
海神啊祈祷我工作shen
祈祷工作顺利啊海神
上岸！
上岸！！！
"[""320"",""410"",""1-0.2"",""0.6"",""穿"",""0"",0,""320"",""410"",""0"",0,1,""SimHei"",1,""M255,418L255,417L256,416L256,415L257,415L258,415L259,415L259,414L260,414L260,413L261,413L263,413L263,412L263,412""]"
上岸
哭了，真的是温暖的力量
永远的神
仿佛有个老和尚把我从海底带出来
考公上岸！
"[""320"",""410"",""1-0.2"",""0.6"",""海"",""0"",0,""320"",""410"",""0"",0,1,""SimHei"",1,""M203,410L204,410L205,410L206,410L207,409L207,408L207,407L208,407L209,406L210,406L211,406L212,406L212,405L212,404L213,404L214,404L215,404L215,404L217,404L218,404L218,404""]"
睡前听一遍，明天都是好心情
"[""320"",""410"",""1-0.2"",""0.6"",""推"",""0"",0,""320"",""410"",""0"",0,1,""SimHei"",1,""M175,418L176,418L177,418L178,418L179,418L180,418L180,417L181,417L182,417L182,416L183,416L183,415L184,415L185,415L185,414L186,414L186,414L186,414""]"
海底捞
世界和平
"[""320"",""410"",""1-0.2"",""0.6"",""篮"",""0"",0,""320"",""410"",""0"",0,1,""SimHei"",1,""M243,403L243,403L243,402L244,402L245,401L246,400L247,400L247,399L248,398L249,398L249,398""]"
过着就来得及
"[""320"",""410"",""1-0.2"",""0.6"",""没"",""0"",0,""320"",""410"",""0"",0,1,""SimHei"",1,""M179,409L179,408L180,408L181,407L182,407L183,407L183,406L184,406L185,406L186,406L186,406""]"
绝，曾毅
麻麻陪着我一辈子
突然泪目了
连续循环好几天了
"[""320"",""410"",""1-0.2"",""0.6"",""将"",""0"",0,""320"",""410"",""0"",0,1,""SimHei"",1,""M180,413L181,412L182,412L183,412L183,411L183,410L184,410L185,409L185,408L186,408L187,407L187,406L188,406L189,405L189,404L190,404L191,404L192,404L192,404""]"
前方天灵盖暴击预警！！！！
海底看不见四季
人间岁岁年年，谁敢说如烟
。。。
"[""320"",""410"",""1-0.2"",""0.3"",""应该"",""0"",0,""320"",""410"",""0"",0,1,""SimHei"",1,""M99,410L100,410L102,410L103,409L103,408L104,407L105,406L106,406L109,404L109,404""]"
人间岁岁年年谁敢说如烟
前方高能预警
"[""320"",""410"",""1-0.2"",""0.6"",""总"",""0"",0,""320"",""410"",""0"",0,1,""SimHei"",1,""M97,410L97,409L98,409L98,408L99,408L99,407L100,407L101,406L102,406L103,406L104,406L105,406L105,406""]"
加油加油加油
学会英语
他们的声音好有力量
同志们我们高考一定上岸啊
我听最后一遍就去睡觉！！
已被打捞上岸
福师大上岸
来得及来得及！
哪位大佬的高级弹幕歌词，强的一批
念想终会来
"[""320"",""410"",""1-0.2"",""0.9"",""月光"",""0"",0,""320"",""410"",""0"",0,1,""SimHei"",1,""M235,406L236,405L236,404L238,403L239,402L240,402L241,402L242,401L242,400L243,400L243,399L243,399""]"
考第一！
