夫妻俩全了！
厂公！！！
哇！！！
厂公
太离谱了吧我靠
这也可以？！
黄渤
BGM是：张杰的《姜子牙》
卧槽
晋哥
是青岛大姨！
这是易容术啊
这是易容术
我丢？？？这是蔡少芬看了都要喊卧槽的程度吧？？？？
连大小眼都一样？？！离谱！
大神！！！
这真的假的？！也太像了吧
孩子，现在走还来得及。
在此处盲猜我不是药神里的王传君
这叫仿妆？这分明是易容术好吧
卧槽牛啊
可以仿个古天乐吗
木村拓哉啊
卧槽
吴彦祖
哈哈哈
得去局子备个案的程度了，众所周知，超能力都得去备案
？？
晋哥！！好像！
厂花
有型，无神
太神奇了啊啊啊啊啊啊啊
画皮师
我giao
低头这里太像了
陈坤！！
这哪是化妆，这是易容啊
！
omg
这就过分了吧，牛啊
求BGM
我靠！！！木村拓哉！！！
哇，这里好像！
这特么叫邪术
我的天
公公
喔喔喔喔哦
李政宰？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
卧槽卧槽
来一个古一法师
杨坤笑死
秀
牛啊 太强了吧 
好像
卧槽！！！！
？？？？我大受震撼
都说了不要让本人出镜
木村拓哉！！！！！
老邢！你咋来咧！
班尼路！牌子！
你去演徐凤年！！！！！
真★易容术
张艺兴
哇哦⊙∀⊙！
太牛了
有人模仿我的脸，有人模仿我都面，老坛酸菜牛肉面
木村！！！
？？？？
渤哥啊，鼻子那颗痣和泪痣太有特点了
禁止使用魔法
这已经不是化妆了，易容术啊
渤哥?
这是什么手？！！！！
您
好家伙，这千变脸
你可太绝了！！！！好像！眼神也像！！
我靠
魔法是存在的
开始我还以为是袁华呢 
太牛了
是不是美术功底也特别深
好像陈冠希
来个巫医
咏春 张天志
尊老
太像了
666
画皮
好像卧槽
卧槽
这是易容术吧
陈坤？
我就知道！太厉害了
这个造型真的像！！
张天志
？？真的有易容术
太像了！
猜错了
这大小眼传神了
哇
可以仿尹正啊
您！
好像啊啊啊
牌子，班尼路
WC，想学
牛逼
牛
我的天！
是会怀疑ai换脸的牛
不愧是亚洲邪术
魔鬼！！
这不是化妆，直接上写实油画了
大神
黄渤不太像
说bgm是星辰？？？
卧槽
好家伙木拓
渤哥！
这个好像！
？？？
青岛贵妇
绝啊！！
我的天
？？？！！！
张艺兴？
牛蛙
大神
这里就看出来是谁了
葛大爷！
啊，好可惜，眼睛有些圆了
好像啊
盲猜彦祖
您！
这里太像了！！！
哇这个长发的真的好像！
？？？？哈哈哈哈哈哈哈哈
厂公
娶一个等于都娶了
陈坤吧
卧槽坤哥！！
原来易容术是真的
陈坤
看到这就猜到木村，无法白漂
啊啊啊啊绝了
童心
我虽然不知道是谁，但感觉好厉害
太神了！
这是牌子
是厂花本人啊！
晋哥哥晋哥哥晋哥哥！！！！！！
哈哈哈哈哈
！！！！！
真丑
这都是啥啊
仿肖战妆
卧槽
厂花啊！
我去！！！！！
卧槽，没忍住，笑喷了
？？？？
啊啊啊啊渤哥啊啊啊啊
刚才眉眼有点像尊龙
厂花吗 
这是易容术啊易容术
您
？？？？
？！！！！
卧槽
怎么能连大小眼都画出来啊
易容术
陈坤！！
大小眼都一样，噗哈哈哈
这就是易容术吗
亚洲邪术
这嘴渤哥吧
这一瞬间也好像马天宇
有点像）
晋哥啊啊啊啊啊啊
您
草！晋哥！！！
离谱
哈哈哈
我超陈坤
大小眼 太精髓了
这么强的吗
这也太像了吧 
up好牛！
我叼，牛皮
木村拓哉
卧槽 木村拓哉？
这是易容术
拿着脸部解锁手机瑟瑟发抖
高低眉开一下谢谢
坤哥！！！
这就是传说中的易容术？
？
陈坤！！！
卧槽
马天宇
打扰了对不起
这个动作太像了！！
太绝了，这简直就是很像啊
我坤哥
陈坤誒，真的挺像的
木村拓哉！！！
真的不是把本人请过来了吗
木村啊
燕 双 鹰
这个太像了！
大小眼精髓哈哈
厉害厉害
易容术
陈坤
好专业
6666
哈哈哈哈哈哈，牌子
神不像
噗
原来化妆真的可以变成另外一个人
这是易容了吧？！
？？？
说实话，这么多人，我只认识第一个。
太像了吧
袁咏仪？
陈坤啊啊啊
v
上一个是黄渤
好像马天宇
卧槽
羽生结弦
她原本的脸好古一
这也太像了
哇！！！
裘千尺也可以
发型有点像张淇唉
啊啊啊木村
陈坤
这是本人吧！
班尼路！牌子
这就是所谓的明星脸？
啊啊啊啊坤哥！！太像了吧
我去
马天宇？
哇木村！
这张好像啊
牛
我p都p不出这么像的
卧
nb呀
换脸术
卧槽班尼路
易容术啊
西装暴徒啊
杨坤
？
我要看葛大爷
卧槽
woc
关注等待更多的惊喜
易容术
易容术？
我以为苏大强
姐姐的手其实好秀气
杨坤的笑死
陈坤
木村拓哉 啊啊啊啊啊
卧槽一模一样啊
草！厂花！
太牛逼了吧
这里的表情不够狠，然后觉得切，下一秒，卧槽
？
太草了
易容术
我去
好像啊
太像了，这不仅要会化，眼神还要像，厉害
张艺兴是经典男星吗？
？？？？
张艺兴吧
我还以为是袁咏仪
@蔡少芬
卧槽
卧槽
素颜皮肤好好呀
大司马
大司马
啊啊啊啊这个角度好像刘雯大表姐！！！
我直接卧槽！
不行，我坤哥眼睛没这么大（doge）
233甚至有大小眼
这太像了，！！！
倪大洪老师安排一下～
西厂管不了的你都能管，
哈哈
易容术
我去!!
蒸煮来了
哈哈哈哈哈
？？？？？？
陈坤
画皮
卧槽，木村
吴彦祖！！！！
•᷄ࡇ•᷅​
道哥儿
卧槽
哇
啊啊啊啊啊啊啊啊啊 晋哥
卧槽
为什么能请到演员本人？
啊啊啊！！！
？？？？？
邓超？
天那
有那味儿了哈哈哈哈哈
三百六十五张假面，你想要的样子，我都有
易容术
啊啊啊啊啊啊啊啊啊晋哥
啊   对不起   我以为是男画女  hhhh
已关注
太牛
晋哥哥
燕双鹰老师！
不太像
？
傻了我
不是化妆，这是易容
卧槽
张师傅！
卧槽！易容术
渤哥
！
我去，我刷到什么神仙阿婆主啊！
你终于来b站了
卧槽，惊艳到我了!
我的妈呀！！！太像了吧！！！
陈坤
突然发现up发际线
我不管，这是东方邪术，这是魔法！！！
这比甘子七还陈坤
我读书少你少拿真人糊弄我(
盲猜刘烨
卧槽卧槽卧槽原来电视里的易容术是真的
厂花
一毛一样啊
啊啊啊啊坤哥
刚开始以为是蔡少芬
王雷。？
这个有up好美
这个我知道！肾虚公子！
卧槽
第二个盲猜葛优！
点睛之笔
牛
握草！！！！！！！
卧槽肉酸托腮
你一个人就能代替一堆人了
疯了
这眼睛笑死我了
靠，太像了吧
娶了她，就娶了世界
大小眼都有hhh
你还说你不会易容术？
哈哈哈哈
关注了
易容术是真实存在的
哈哈哈，这个甩头，有那味了
陈坤你眼睛好大
黄渤 扮演太神态神似
不是本人来拍的视频吗？？？？
线上膝盖
牌子，班尼路
真的厉害
太强了
哈哈哈哈哈去演徐凤年
啥仿妆视频，这不是仿人吗
？？
穿上西装，得离七步以上的距离
张全蛋！
猜错了
卧槽
哦！杨坤
太棒了
哈哈哈哈强啊姐姐
世界三大禁术之一化妆术
龙门飞甲
这个想抓也抓不住
啊啊啊啊啊晋哥
亚洲著名邪术
卧槽
这不像吗我觉得像啊牛
o(＊＾▽＾＊)o♪
感觉脸型有点像古一法师唉
这已经不是易容了 这是画皮！
坤坤
太帅了实在是
木村拓哉
艾伦？
魔法
强啊
别人是化妆，你这是伪装
啊啊啊啊好痞啊啊啊啊啊
我擦
我就知道是你！！！！！！！
卧槽，易容术
易容术
神乎其技！
太牛了
哈哈哈哈哈哈哈哈哈哈哈哈
别骗我了 这就是本人吧
太强了
奈何老夫没文化，一句卧槽走天下。
是陈坤！
卧槽
传下去黄渤和陈坤是同一个人^ ^
woc
原来真的有易容术
好像特效
我到底是那一步没跟上
握草握草握草陈坤！！！
您是霍格沃兹毕业的吗？
坤哥坤哥！！！
?
什么叫我爱豆的爱豆
黄渤？
终于是本尊啊啊
哇
？
卧槽
卧槽
可以仿一下刘墉吗？
？？？？
太厉害了
啊这。。。。。是我没想到的
哈哈哈哈哈哈哈哈
一句卧槽行天下
播放破百万啦
牛牛牛
大小眼都一模一样救命
木村拓哉
张天志！！！
博哥？
勃哥
我还以为是尹正
晋哥！！！
啊？？？？？？哇！！！！！！！
大众脸，别奇怪
发际线
你是从那个维度出来的
成昆
离谱
木村拓哉
范明！
无面者
现代聊斋
东厂管了！
换头术！！！！！
真的是我了个去了
就是真换头啊
很强的易容术
卧槽
离谱了 木村拓哉
啊啊啊啊啊木村！！！
画皮
太强了
魔法
•᷄ࡇ•
晋哥炸出我来了
歪日
牌子，班尼路
神特么杨坤
疯狂的石头涂装
我靠！！我跪了！！
我给您跪下了，您配。
妖孽，又在蛊惑众生
这我能说仿人不仿妆了吧
这是魔法！
尹正！！！！！！！
强啊卧槽
握草 张嘴看完
勾引陈坤
老天爷
精髓是大小眼啊！
我靠
我擦，这是易容吧
喜欢啊，姐
《易容术》
卧槽
女生就这么不能直面自己真实容颜吗
易容术
我尼玛 娶个这样的老婆是不是可以把整个娱乐圈睡一便
蔡少芬看了都说像
雨化田
易容术
这是长着一张默认脸吗好强！
卧槽？
确定不是本人?
买定离手买定离手
我决定回来跟大家说从开始看姐姐视频我的嘴没合上过
握草
千面鬼
你仪容个泽连斯基
易容
好绝啊
甩头发这一下子，太到位了
真的不是偷偷换人？
我靠！木村！！
酷
卧槽？真的不是本人吗
太牛了
精髓！我的天！
换头区up
我必须重新看一次木村拓哉
我必须重新看一次木村拓哉
您？
别乱画了，脸上这些個没好处
焯，渤哥！
陈坤不还有高低眉吗
魔法，肯定是魔法
求出贾队长
班尼路啊
太牛了
哈哈哈哈哈哈哈
卧槽
这是直接换头了吧！
这可能就是古人偶尔出现的易容术吧
卧~~~~槽~~~~
啊啊啊啊，币给你了，两个！
渤哥，是你吗？？
参见厂公
我漏了哪一步？？？
看到这我以为要模仿葛优
杨坤杨坤
卧槽
•᷄ࡇ•᷅​
大神!!
上一个拥有这本领的人死于乔峰掌下。
易容术
坤哥啊啊啊!
换头术
豪爵啊啊啊啊
渤哥哈哈哈
易容术是真的
哇，真的非常像诶
哇哇哇哇哇
遗失已久的易容术
弹幕在哪里？
刘啊
卧槽这太像了
这是传说中的易容术啊
张怡宁？
神技
牛
您
阿部宽？
黄渤你来啦
木村拓哉！！！！！！
哇这里神态好像！
黄渤
猛地一看有点像邵美琪
救命
我晓得，你们风池风府碰不得
这也太像了！！！
卧槽
艺术
卧槽曹
这是千面戏子吧太强了
来一张周杰伦。
牛批
循环播放了好几遍，我才发现
谁啊
我晋哥
白天去室外？
牛逼
我去！！！！！！
只能说姐脸上可发挥的空间很大
贵妇！
陈坤！！
看完这个系列感觉up猪谁都像
陈坤！
太厉害了吧
盲猜蔡少芬
卧槽
卧槽
离谱
西装暴徒！
牛掰啊我除了牛掰还能说什么！！！
卧槽晋哥
别人化妆 大佬您画皮
郑静浩
啊啊啊啊啊啊啊啊啊
发错了，应该是女变男。
四大邪术之一
关键是眼神  绝了
可以仿普大帝吗，我最近迷上他了
已经像了
高低眉很精髓
禁止换脸，别人是化个妆怎么你就直接换了头
换头术
这气质
牛掰啊
一个字牛批
我是她老公：我永远不知道早上要面对谁
这是化状还是易容
卧槽卧槽这个简直了
大众脸
说你喝了多少复方汤剂
蔡少芬要来找你了
易容术
什么他妈杨坤
哇
您！
徐凤年
up对观察力好强啊
绝绝子 本人一样
卧槽，木村拓哉！！
没化完妆之前你永远猜不到这是谁。
徐凤年好像！
易容术！！考北
哇哦哦哦哦哦哦哦哦
太绝了这个！！！
三千院
离谱
传说中的易容术啊
？？？？？？
肾虚公子
一模一样！！！
卧槽
易容术它是真实存在的！
易容术果然是真实存在的
主要長得像
能模仿古天乐吗？
WC
卧槽
这bgm我还以为要扮杰哥
哈哈哈哈哈甩头灵魂
？
？
卧槽木村拓哉把我炸出来
这是魔法！
卧槽！！！
本人吧
我去
卧槽
像铠甲勇士那个男生忘了叫啥，爱情公寓也有他
您
？？？？？？？？
卧槽大神
梁朝伟？
猜错了
看到鼻子就认出渤哥了
哈哈哈哈哈哈
这是魔法！
哈哈哈
易容术
绝对是靳东
你不要放原片骗我
渤哥
牛逼
陈坤吗
您才是真正的画皮
厉害厉害
牛啊
易容术第几代传人
这一定是邪术
啵啵啵boger
是布鹅！
少一点嘴唇的味道
！！
！！
卧槽，光头强
画皮
葛优不用化妆
您！？
卧槽
！！！！！！！！！！
全程高能
太秀了
卧槽
厂花
本人啊。我擦
原来真的有易容术！！！
厂花！
一模一样
！
禁止在麻瓜世界使用魔法
《画皮》
易容术
亚洲邪术
八千院有八千面
这里好像！！
大    众    脸
我靠这好像
卧槽啊
能人脸识别不？？
东方神术！
！！厉害！！
这个最像
坤哥
卧槽
？！！！！！！！！！！
画皮师呀
绝了
好牛逼
好牛逼
牛啊
猝不及防
我超  胡万
我去！！！
卧槽！！！！
救命，这个人会魔法
卧槽
本人吧
事情不简单
确定不是AI换脸吗
陈坤!
啊啊啊啊坤！
晋哥！！！哇呀呀呀
卧槽。
强
渤哥！
哇！大神！
神笔马良
哇哇哇
何炅肯定巨像
救命这也行的吗
这个这个这个这个！！！
易容术！
徐凤年是你！
我靠这也太像坤哥了
李佳琪牛逼
陈坤啊啊啊啊啊啊
莫非就是传说中的千面魔女贝尔摩德
您
虚空？
这不是仿妆这是易容术
别人只是化妆，您这是易容啊！！！
百万化妆师
关键是这表情神态气质，绝了！！
我靠，怎么把高低眉都搞出来了哈哈哈哈
哦，你看这糟糕的发际线
陈坤!!!
人（呃呃呃得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得              DDDXXXXXXXXXXXXXXX…………………XX……………XXXXXXXXXXXXXXXXXX）
卧槽！
有人总是以化妆的借口来表演魔法
这个甩头很灵性！！
•᷄ᯅ•᷅
点据了大半个娱乐圈
天！
东厂雨化田
禁止在麻瓜面前使用魔法！！！
班尼路，牌子
卧槽卧槽
像这个字用不得不是很准确，这不就一模一样吗？
我妈问我为什么跪着看视频
我第一次get到黄渤帅点竟然是在这儿
我超！！！！！
1
陈坤
最后一个谁呀！
技术Up
什么张大仙这是黄渤
像
卧槽牛哇
太牛了吧
杨坤！
陈坤
注入灵魂
焦恩俊
说你是不是靠电脑技术P上去的？！
厂花
唉，这位up主，我警告你，不要让真人过来拍摄，好嘛？（does
大小眼简直精髓
不许模仿我 用我的花呗哦！！！
离了个大谱
厂花！！！！！
袁华吗
你会易容术m
拓哉
牛啊！！
《人脉》
檀健次来啊
好像啊！！
姐姐你到底是谁
黄渤？？！！
头发区up
厂花
大小眼哈哈哈哈哈
易容术
这个甩头给我整不会了
陈坤的眼神不像。闭眼就像了。
中国邪术
改头换面
厂花
太离谱了...我真的佛
晋哥！！！！！！！
晋哥
晋哥太像了
卧槽
这两夫妻都给你仿了
是天才吧
大小眼哈哈哈哈哈
木村啊！！！
天啊！
能不能仿四大天王啊
Berger!
甩一下注入灵魂
666
拓哉！！！！
《妖娆》
奈何大哥没文化，一句卧槽走天下
哈哈哈哈哈哈太像了
卧槽
卧槽
天啊啊啊啊啊啊
张天志
木村拓哉！！
哈哈啊哈哈哈哈唉也太牛了吧这是渤哥耶
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
我靠
这个真的像
确定不是把本人请来了？
太像了
""
