嗯
柯哀
剧场版角色被写进了漫画，为了强行贴贴剧场版不愧是青山
……绯色子弹剧场版就挺硬给柯哀上分的
水剧情
啊！雪莉！
？
我接受不了！
很喜欢平次合叶这对CP
柯基柯基
B站挺多张口闭口老婆的。。。
快青！
P，快青党震怒
那比这能接受。。
柯哀
和叶快跑快跑快跑
拆我喜欢的CP太生气了
好骂
雀食
琴酒：不装了，摊牌了，我也是卧底，雪梨就是我放的
就是新兰呀
带球撞人
名场面
编剧犯病了
打问号的，你会对三次元男人随便喊老公吗
拍球的那个吧
好开
超！
不至于哈
这女的我完全没印象
枫叶红时总多离别doge
虽然青山老贼是这么写可是奈何架不住观众喜欢看啊。
你就是歌姬吧
？？？？？？？？？
这里我就很离谱了 按理说这种幼驯染都是只配一对 我当初还以为乱来和
cp危机，震怒
世界：让我来
应该是黑鸡 和 基德了
bottle??
士郎表示你还是差点
？？？
太婊了啊
你是拿了瓶子的稿子还是泛式的稿子？
纯爱战士拔刀
………真无语了
这里你没看明白？红叶把这句话听成了“下次我娶你”
草
？？？？？
别尬黑，我柯南的情商没你们想的那么高
对比日文原文来看，这里翻译应当是“现在不是做这个的时候”
通辽马库特：开门
密室杀人难道不是日本卷出来的？
通辽人遍布b站的角角落落
哈哈
这是什么无父无君的二臣贼子
男人都这样
桐谷和人：这我熟 就是一逼兜的事
跟我读，星野结衣
哦，青山是看了EVA啊
你就是歌姬吧
唐红的恋歌里面玩牌的
柯哀不要疯了好吗
52岁？感情他爸他爷都18岁生娃，这就意味这丫17岁就祸害女生。
白银御行正在吃炒面
感情上对和叶有意思，生理上对红叶有意思了属于是
啊这，我仔细想想也不是不行。。。。
应该是剧场版才出现的吧
迷宫十字路吊锤好吧，平次救场和叶帅炸
好久没看了一脸懵逼
男人
他敢？
逆天
。。。。。
收收味
对啊，我不看柯南，完全没头绪
通鸽宗震怒
剧本会变成剧本杀
新兰
4
新兰
没意思？
新兰
跪求tms到时候把这集魔改了吧，累了
？？？？必然是我柯哀啊！！！！！
新兰
柯南恢复正常了！
新兰新兰新兰
新兰新兰新兰新兰
新兰新兰新兰
新兰新兰新兰新兰新兰
？。？？
逆天
你tm谁啊（怒）
柯哀
还真有，就是没脸红
谢谢你柯南
？？？？？？？？
和叶：不用刀，老娘一记手刀送他们上西天
白银御行同款方式
老贼写不出柯南就开始硬组cp
柯哀！
呼叫胶老
我上次看到这种理由还是撑杆跳
啊 雪梨
小兰除了角没消，其他的几乎没了
本GS党不接受琴酒洗白
很难不心动
经典青梅不敌天
双手扣球，形容真贴切~
恋爱里的女人智力下降100，但是对喜欢的男人动手动脚和想歪点子能力提升1000
搞雌竟有病
柯南：那种事情不要啊！
说好的青梅竹马呢？天降？
我和灰原
雾岛翔子
上“冈”上线
我能洗 我能洗 他不是心动 只是鸡动
哈哈哈哈哈哈哈哈我憋不住了
星野源立马来到你家门口
最近是比较流行青梅OR竹马比不上天降吗？！？！
柯哀
不把我柯哀放眼里？
我哀。
这比去年棒球大赛，东南西北门都离谱
啊……雪莉……
毛笠博士和步美
阿笠博士和步美
西红柿首富？
串味了串味了
剧场版唐红的恋歌里的
呸！渣男
也不是不能接受（
这个角色会不会真是带资进场的？
我暂停了好多次都觉得离谱和尴尬，讲实话剧情头一次见
别。。。。。
命案习惯了是吧，侦探片变成党争片了是吧doge
纯爱战士：WDNMD
逆天
寺诚相识
一把年纪还玩这种烂活
红叶出场就很烦人，这还配对呢？不知道编剧脑子有什么毛病
小学同学
已经在生气了
真的无语
当然是我和小哀了
《可爱捏》
我真的很讨厌红叶这个角色。
哈哈哈前面的，标日人的DNA动了
琴酒：整个组织就我一个外人是吧，算了，习惯了
GS党让我看见你们的双手
？？？
你寄叭谁啊
逆大天
物化男性是吧
柯哀柯哀柯哀柯哀
对啊她谁啊好烦啊！！！
明白了，老贼拆了凉风的CP
剧场版有啊
？？？？？？？？
新角色一出场就处处针对老角色非常败好感
？？？？？？？？？？？？？？？？？？？
你寄ba谁啊
作者明着划水！
所以红叶的爷爷挂了？
白银御幸
不是不行个p
我知道因为口音导致的意思理解错误，搞成现在这样子
新兰永恒
很正常
srds，漫画里的真不少
色字头上一把刀啊
是星野结衣（指正）
谐音梗大师平次
是啊
哈哈哈哈哈哈哈哈
你们是不是没看过剑勇传说，也就是九龙珠。哈哈哈里面就是这种调调
红叶是哪里冒出来的
柯南随便个小女孩上来都能吧唧他一口，基德更是到处亲，平次摸一摸也还行
柯哀
对啊，这个红叶谁啊！
？？？？？？？？？
青山老贼
不就是普通的好色了吗
就是就是！
我园子反手把剧组买下来
我和雪莉
岂不美哉？
命案一点惊喜都没有，还是要看修罗场是吧
震怒
我们管这种叫梦女
你加班谁啊
哭了
大阪黑鸡
青山刚昌是不是没吃药
琴酒和雪莉
？？？
哈哈哈
什么垃圾啊
哈哈哈
琴哀狂喜！
长大了
你谁呀
谢谢你。柯子
你们是在参加什么综艺节目吗
？？
那可太好了
没想到
我不同意！
？
你寄把谁啊
不是柯哀吗
你寄把谁啊
明显和叶更大啊
柯哀（超大声）
拒绝雌竞
如果何叶果断一点，早就在发现平次有点苗头的时候离开了
重要提醒，这里的“捏”和“弹性”，两处都是重大翻译失误，详情请见BV1hb4y1p7U8，至于剧情本身各位见仁见智
我看过那个剧场版啊
平次，你在干什么啊？
重要提醒，这里的“捏”和“弹性”，两处都是重大翻译失误，详情请见BV1hb4y1p7U8，至于剧情本身各位见仁见智
你是歌姬吧！
暮目警探和毛利小五郎
嘶？
你亼巴谁呀
重要提醒，这里的“捏”和“弹性”，两处都是重大翻译失误，详情请见BV1hb4y1p7U8，至于剧情本身各位见仁见智
五雷轰顶
柯南，我的勇士！赶紧把你的小兰姐姐叫回来！她和她闺蜜（和叶）在逛甜食店呢！
NTR狂喜
GS党震怒
总结我麻了
尿（sui一声）性
青山老贼！你他喵的忘了你画的是恋爱漫画吗！最近恋爱漫画崩已经是常态了吗！
柯哀
你寄罢谁
好久没看，平次竟然这么拉了…
瓶子瓶子是你吗
半泽直树特别番里面也没有半泽直树
提醒我了，原来我不是在看瓶子的视频。。
红叶是谁？
看到这里我看了一眼up是瓶还是凉
要素察觉
不可能，觉得不可能，同人看看就够了
柯哀！
哈哈哈哈哈哈哈真嗣直呼内行
平次塌房了这是，崩人设了
我去，这类比
拒绝雌竞。
你寄把谁啊
有人要自我代入了…
？
！！！
柯哀党路过
和叶在吃炒面（bushi
说雌竞这个词的逆大天，能不能换个词啊
瓶子不感兴趣（幻听））
绿茶女啊
男人嘛
应该说不是党争漫，因为看这样是要往党争画了。。。
重要提醒，这里的“捏”和“弹性”，两处都是重大翻译失误，详情请见BV1hb4y1p7U8，至于剧情本身各位见仁见智
重要提醒，这里的“捏”和“弹性”，两处都是重大翻译失误，详情请见BV1hb4y1p7U8，至于剧情本身各位见仁见智
？你多大了？
重要提醒，这里的“捏”和“弹性”，两处都是重大翻译失误，详情请见BV1hb4y1p7U8，至于剧情本身各位见仁见智
草
平次你叫什么红叶呢！？
那tm真是相爱相杀
搞什么雌竞啊？？？
何叶要坚强
楼上真相
不行了，我还是去看同人吧，原作ooc太严重了，还不如同人文呢
看来我是太久没看柯南了，我都不认识红叶
柯南不进来就得变18+
有人急啦
瓶里瓶气
比起弹性来是翻译错误
哼！男人
雀实啊，雀实酱紫
重要提醒，这里的“捏”和“弹性”，两处都是重大翻译失误，详情请见BV1hb4y1p7U8，至于剧情本身各位见仁见智
重要提醒，这里的“捏”和“弹性”，两处都是重大翻译失误，详情请见BV1hb4y1p7U8，至于剧情本身各位见仁见智
谢谢你 纯爱战神工藤新一
重要提醒，这里的“捏”和“弹性”，两处都是重大翻译失误，详情请见BV1hb4y1p7U8，至于剧情本身各位见仁见智
重要提醒，这里的“捏”和“弹性”，两处都是重大翻译失误，详情请见BV1hb4y1p7U8，至于剧情本身各位见仁见智
剧场版不也是这么想的吗
淦，达咩
重要提醒，这里的“捏”和“弹性”，两处都是重大翻译失误，详情请见BV1hb4y1p7U8，至于剧情本身各位见仁见智
重要提醒，这里的“捏”和“弹性”，两处都是重大翻译失误，详情请见BV1hb4y1p7U8，至于剧情本身各位见仁见智
初登场在剧场版m21 后来才在漫画登场
重要提醒，这里的“捏”和“弹性”，两处都是重大翻译失误，详情请见BV1hb4y1p7U8，至于剧情本身各位见仁见智
重要提醒，这里的“捏”和“弹性”，两处都是重大翻译失误，详情请见BV1hb4y1p7U8，至于剧情本身各位见仁见智
雀食！！！！纯纯一个恋爱脑形象
？
新兰啊啊啊啊啊啊啊啊
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
文案绝对是辣个蓝人写的
有没一种可能。。。红叶是喜欢和叶
当时给m21预热吧
柯哀
这真的不是瓶子写的稿吗
非常生气！
是汉化组翻译的问题，可以看一下BV1hb4y1p7U8
BV1hb4y1p7U8
？
这次的操作让我想起了剧场版的那几次快兰烂活…ooc的快斗，可怜的青子
平和居然还有崩的一天
我看行
新兰永恒
小五郎夫妇
泛式狂喜瓶皇怒
小约翰可汗投来不善的眼神
而且小兰为了让和叶赶快回去，大口大口地吞，和叶还让小兰慢慢吃，说这样也太对不起小兰和点心师了，她真的好善良
卧槽我小学的时候写过这种剧情的小说
搞起来！！！！
你寄把谁啊
从胸涌程度来看，红叶是正义的一方
。。。。。无语=_=老贼
我赞成！！
所以说这个平红的塑造都不如世柯
咱就是说，这波汉化翻译背大锅BV1hb4y1p7U8
唐红恋歌里面出场过吧
重要提醒，这里的“捏”和“弹性”，两处都是重大翻译失误，详情请见BV1hb4y1p7U8，至于剧情本身各位见仁见智
这还真的有！
是叶就行了
柯哀党
新兰党表示有阿
柯哀呜呜呜
……
柯哀:？？？？
西门大妈
爷青回
红叶是带资进组吧
色字头上一把刀
？？？？？？？？？？？
槁木
《名侦探柯南•白色相簿》
讲真 红叶挑战书那集 和叶撂下平次跑了……emmm……
哈哈哈哈哈哈
《小学馆》
这发言不像是凉风啊       拿错稿子了吧
你是？
我说我咋不知道这丫是谁！我才看到908话！
？？？？？
？
要是一起吃个炒面那就神作了
红叶可以给我呀 我来代替平次
呵呵
他敢！！！啊啊啊啊！！！
。。。
切卡萨
？？？？？
啊？弹幕说太好了的魔怔了吧，你家小哀原来就是这样的女人？
瓶子震怒
要真这样我就鲨了他
离谱
我不能接受
红叶大姐姐真棒，荷叶是谁啊？
快新
他们高中生会有二十几岁？？
小兰早期非常尖锐有个性，跟现在可以说完全不一样，哎
知道是个富婆了所以心动了
也不是不行
你什么意思啊？？？？
啊！雪莉
yysy，要是没出这么一回我对红叶的好感度是很高的
当然是新兰呀
现实梦女
