这个小伙子可能会被这个老兵打一顿
最后回去的时候那个大壮把胳膊上的纹身也刮了
跟我上和给我冲是两个完全不同的做法
永别了，兄弟
那时是理想主义者的世界
柳拜
←日常乳法
达瓦里氏
电影名古墓迷途，名起的不好。看完才知道电影真的一级棒
苏联红军是当时陆上最强军队，没有之一
不要去羡慕苏联，想想他为什么解体，而中国成为了世界上唯一的红色国家
永别了，兄弟
敬胜利
我携着复仇的烈焰回到人间誓要把你们拖进地狱
永别了大哥
不留遗憾，继续向前，坚定的走在解放全人类的道路上。
精苏泪目
没想到吧，老子BUFF叠齐了
他们成为历史，而我们是现在
战争结束了，但是，是我们失败了。
毛子军官战死率可是非常高的
全明白了，永别了兄弟
芬兰
兵哥店里也要在绿之韵这里掉头
波波莎yyds
被苏联救了犹太人正在抹去苏联的历史，可悲
苏联如此，我们也是，英雄永垂不朽！
永别了，兄弟们
他为自己的身份感到到骄傲，不屑隐藏。
我们未来还会飞上宇宙
再来一遍
未来你们没了，意志转移到了东方
这个出自哪里啊？
封面。
这是什么电影？
天要亮了
突然想到《钢铁是怎样炼成的》
我的笑是对我信仰及民族的自豪
为什么留我独活
我恨你
乌拉乌拉
这什么电影啊
政委不给配枪抄板凳也要冲在最前
我们也完全可以翻拍一下，让让老红军们满怀希望
苏联确实有督战队
年纪大了，看不得这些
全世界无产者联合起来！
冲锋的政委
这铁血的浪漫
苏联侵略芬兰，战败了，损失惨，
苏联最强是在扯，苏联一直迁就美国，因为军事上落后一点点
黎明要来了
我们将继续你们的事业
柳拜
你们看过《我的父辈们》吗？
法国没这栋楼坚持久，扯，当时法国殖民地不少，在当时，殖民地就是法国的一部分
mei ren  ma?
巴布列？这不是俄罗斯骂街吗？
这一幕是奇迹！
名场面
苏联政委死的太多，以至于不让政委冲锋了，
乌克兰有
破防了，向为了大义的赴死者致敬
好折登
精苏落泪
少不了柳拜
这个老兵已经没有了当年的激情与冲动，看到如此亵渎的举动也只能驻足停留并黯然叹息，但是该抓还得抓，该打还得打。
带头冲锋的政委才是真毛子
来自地狱的勇士
90年的事要是说了，政委听了估计是直接枪毙了吧
是的达瓦里氏，因为我们经历过同一种命运
柳拜乐队
抖机灵的能不能流？
你永远都是他的骄傲
泪目了
勇士
4h
燃！！！
必须三连。。。。刚刚的BGM能否说下？
“我们来自布列斯特”
有理想的人
布谷鸟
波波沙
我在颤抖，不止是肉体，还有源于灵魂的震慑
最喜欢这段
柳拜
最后的前线
bgm：布谷鸟
别怀疑，我们根正苗红[认真脸]
都是帅小伙，都是生命
相当于呼哈
法克我的压路机里进眼睛了
谢谢
bgm：带我走吧河流
政委
就像那天上的月亮
没走完的道路
这人怕不是疯了吧，只要老兵手中有只波波沙，他就再见了
愿人类终成一族，愿地球永无战争
乌拉
致敬
布谷鸟?
布谷鸟？！
俄版董存瑞
布列斯特要塞
电影是我们来自未来，国内翻译古墓迷途，被国内翻译害惨的电影
o
那时候真的太不容易了，为了战胜侵略者太难了呜呜呜呜
还有一个红色的国家  
保卫国家与民族的达瓦里氏，永垂不朽！
苏联的卫国战争中，牺牲最多的职业，永远是政委，政委总是第一个带头冲锋第一个牺牲于战场之上
发动战争的人才是元原罪这
他老人家在看这，你们就是他对未来的期待
草，这里泪目了
可怜啊，英雄老去了，只有一帮邪恶的资本
好想哭
乌拉
这才是政委
哇，古墓迷途！
俄罗斯人忘了我们帮他们记住
手风琴，太燃了，看得我热血沸腾！！！
泪目了
是谁侵略真 谁是破坏者
什么是保卫 我们为了谁
气突苏
但是这个伟大的国家不在了
像雕像一样 在哪里
柳拜
会的，达瓦里氏，都会的
我好想哭呀，最后你们的后代背叛了你们，选择了资本
那一日的悲壮 未能埋葬资本家的野心
都是为了胜利
全体起立！
再见 勇士
永别了大兄弟，红旗交给我们吧
信仰永远存在！
没错，我们见到了。
这是奥拉夫么
永别了 同志！！！
红色就是信仰啊，你不信别觉得别人不信。
第一个冲的永远是军官！
东方还有红色火焰
我们来自未来或者古墓迷途
这段bgm是啥？
柳拜！
愿世界和平
战争到今天都还没结束
那只是极少数，不要以偏概全
俄罗斯现在依然是强国!!!
天亮了
泪目
我们联合
为了祖国！
政委带头冲锋
中国也要加油 ！！！！
加加林！
巴普洛夫乳法大楼
为了阻止侵略者的脚步！
敬礼！
他笑得多么不屑啊
bgm:布谷鸟，女狙击手电影那版。同时推荐一波苏联摇滚教父维克托崔的原唱
苏联没了!但领土也不是德国的!
For the union ！
来自地狱的战士
永别了，兄弟！
永别了 达瓦里氏
永别了苏联
战地一很像这个场面
脖子右拧
。。。。
人类的伟大就是勇气的伟大，人类的赞歌就是勇气的赞歌
没有完全
bgm翻唱维克多崔的夜如此宁静
啊啊啊啊啊啊这个姐姐我好喜欢她！
看看他们，然后记住不要犯错误
我们现在也是糖果超甜，真好。
永别了兄弟们
泪目了
这个我看过
柳拜的歌。蚌埠住了
泪目
啥名儿
回到过去向先辈诉说我们的现在，简直像梦一样
走了那改旗易帜的邪路，可惜了
这种人就该揍死！没有这些英雄，哪有现在的你！
最强轻步兵是中国人别忘了
我爱你？
被当时的苏联是最有可能飞上月球的，但是被美国超越了
天一亮他就笑了
全明白了
只有活着的人才能实现梦想
那么伟大的一个国家永远都不存在了
看这些周围人的勋章，就知道这些人都逝去了
现在红色的火种传到了我们手里，还要继续传下去
哭死
我只觉得悲哀，燃不起来。。。
这首歌
ma sha !
达瓦里氏
达瓦里希
感谢我的祖国们让我们记住他们
黎明到来之前，有些人不一定能挺住，但他们帮后面的人看见了黎明
这是什么电影
你们做到了
H3装甲开罐器有延时引信的
会的
这波可以
致敬！！！无上荣光！
会的，你们会有的
敬胜利！
兄弟，谁都不是天生该死！
王的男人
希望不要再有战争了
苏联没了，但红色精神永存
抄板凳好像是真事
？？
王的微笑
资治通鉴就讲了一件事，所有强大的团体都是从内部瓦解的。
g
红色永存
老了，一看这些就想哭
但是CCCP已经不在了，只存在回忆中。
美国佬说实话是打不出卫国战争这样的战争的。因为英国佬会把白宫烧了
敬胜利
牛氓
空降07:25
BGM：Rise-Epic Music(上升史诗音乐）
世界名画！
我们战争，是为了不再有战争
希望世界和平
前面怀念苏联的你真的了解苏联吗
可是只有死人才能怀念啊。
知道切尔诺对你，你就知道苏联有多伟大。
柳拜
没办法，弹尽粮绝
眼泪止不住，年纪大了看不得这些了
勒乐夫战役
我们一定要以以为戒呀
致敬
我们会继承老大哥的衣钵
不好意思，我们现在就是在最前方的红色，后面的人只可能在我们灭亡后才能赶上
你们所怕的，就是我们最值得骄傲的
这段是《最后的前线》
我们来自未来
红旗将从东方插遍世界
向我开炮
可是战争从未停止
他眼里有光！
你们对乌拉一无所知
悲哀
他有了信念作武器，他无所畏惧
乌拉！乌拉！
年纪大了，心脏不好，换个节目看吧
和我们何其相似
老兵不死！
达瓦里氏
同志！
永恒之火
这是哪部剧
这一下打下去小鲜肉不得当场吐血身亡
我们 又何尝不是呢，没有先辈的牺牲，哪里有现在幸福的生活
苏联赢了卫国战争，但打光了一代有志青年，输掉了未来
泪目
战地5既视感
中国也会，我们会进入太空，迈向人类从未踏足过的地方
现在也是理想主义者的世界
白宫变冬宫！！！！！让赤旗插遍整个寰宇！！！！！！！！！！
柳拜
永别了，达瓦里氏！
bgm布谷鸟
让我们见识信仰的力量
苏联真的不在了
鼓掌是对音乐的尊重，开枪是对命令的遵从
布列斯特要塞
这个挨枪子的
战争没有结束，只是换了种形式
布列斯特要塞
泪目
历史没有如果
不是觉得苏联有多好，而是他曾经给全世界带来希望
天要亮了
人类的赞歌就是勇气的赞歌！
精苏狂喜
红色是最浪漫最勇敢的颜色
他们以数人之力面对恶魔，爆发出了超越一个国家的力量
BGM是什么嘛
不，你们为之奋斗的祖国，已经不存在了
政委将带头冲锋
柳拜
向我开炮，为了胜利
毛熊最终还是倒下了
永别了兄弟
想把我们变成苏联的都是我们的敌人
波波沙！
其实平民是不想解体的
这个真的本布住了，看哭了
记住！你们是他的期待！你们没变！初心就不变，世界就会好起来
不管是谁在战争下都显得微不足道
达瓦里氏
红色永不倒！！！
这里的片段b站有原片的
柳拜乐队
柳拜
半死不活的毛子才是好毛子
怎么又是你
这个笑好像陈延年
同志!
可惜苏联走偏了
柳拜
同志 波波莎
可苏联没有挺过来
BGM:布谷鸟
不屑于隐藏
这位兄弟好钓敢做这个动作坟头草几米高了吧
战争没有结束
我们也是
柳拜yyds
是同志。
我们经历同样的战争
虽然来了，但他迟到了
黄继光
芜湖~
他的眼睛中没有恐惧，而是骄傲
这个人好像萨布林
俄罗斯有二战最大的伪军集团
相当于呼啊
致敬英雄！
这一幕。。。
以恶魔之姿，为敌人献上死亡
现在只是换了种方式而已
英雄连好像有这一段
他们去的时候也还只是些年轻人啊
可怜万千英雄血
不能看下去了，哭死我了
天机泄露者  必不可能活
敬胜利
过去是你们，现在是我们，达瓦里希！乌拉！
问题是法国直接就投了带着殖民地
倒下，站起的循环往复很能代表人类文明
苏联已成土灰
bgm:  Rise - Epic Music
柳拜，yyds
这个老人是谁唯一幸存下来的?周围的是她年轻时候的战友?
苏联没了
永远没有结束
开始现在他们拼死保护的祖国已经不在了
致敬
永别了，同志！
布列斯特要塞
我们一定要守住中国版图
"这么多枪打一个人,谁怕谁明白了吧?"
是的，加加林飞上了太空
看看，现在的俄罗斯人有多麻木，丢弃了最珍贵的东西
苏联不是民族主义
泪目
柳拜是谁
我们从地狱而来 只为夺走你的性命
永别了兄弟
2000人
乌拉乌拉
同志，但是很遗憾，我们失败了。
但我们不再是苏联
我哭了
强者一般都是被内部瓦解
会有的，你们是第一啊
会的
古圣人有云：打江山难，守江山更难.
天要亮了，阳光一定会来的
为了祖国前仆后继
永别了，同志
这段当时看的时候差点看哭了
玻璃姐唱的吗
索洛维约夫
wimwn
我们不喜欢战争，但是也不怕战争！
苏联的强大在于一个整体有着共同的信仰，当信仰开始消散，淡漠，俄罗斯就成了必然，前车之鉴
我当初看到这儿的时候，哇，一下就哭了 
哭死我了当时，现在看完还想哭 
老兵：像你那样无耻的  我当年在战场上不知宰了多少个了
柳拜吗
你的名字无人知晓，你的功绩永世长存
苏联可惜了
他老人家看到现在怕不是直接气活过来
你的名字无人知晓
卫国战争值得被铭记
红色火种永存，红色精神不灭
布列斯特要塞
法国还没这房子坚持的久
五分之三
为了苏联
看到那句永别了兄弟，直接泪崩。
1：20bgm是布谷鸟
波波沙交响曲
苏联民族融合没完成
斗争永不结束。
就在明天！
战争用不结束
卫国战争胜利碑上写的愿这石头如人般坚强
我们的父辈是德国人的片，你指望啥
lube的歌！！！
告诉我二战的转折点是什么！
光荣
哭死了
结束了?才刚刚开始!
白宫还用英国佬烧？加拿大就够了
当人类财富再度集中还是会继续下去的
掉眼泪
永别了兄弟
会的
只有没有信仰，懦弱，对资本俯首称臣的人，才会说出信仰没了这种话
板凳……
我们的父辈？
那个拿着板凳就上了
ypa!
为了胜利，向我开炮！
【烈火中永生】
前方高能
4号H
手动给他们加个速
手动给他们加个速
抄着板凳就上了
迈向光明之路，必定荆棘丛生。你们逃避，我征服！
我们从地狱杀来，来终结人间的恶魔！
布谷鸟
达瓦里希，地图上找不到苏联了
《女狙击手》
鼓掌是欣赏，开枪是无奈，表情是苦涩
愿世界没有战争
向我开炮
同志，莫斯科怎么走
带预言家
恰同学少年
前进，达瓦里希！
柳拜
可惜了后来的苏联啊
lube  yyds
每个在战火中独立的民族都值得骄傲的，除了印度
精苏开始泪目
lube呜呜呜
你币有了
只要美国还在世界就不会和平就永远有战争
有生之年去一次莫斯科红场吧，去一次，为了他们更为了我们
达瓦里氏，
前面的苏联打芬兰赢了
永别了，兄弟们
苏联打赢了二战，牺牲了最纯正的无产者，走向冷战忘记了真正对抗西方的绝对力量是身后的人民
说苏联督战队的明显是被西式宣传毒害了，你法国爹才是督战队杀自己人的一把好手
落泪了
战争夺走了一个人最后的温柔
晚安，孩子们
泪奔
无论是不是因为一战的损失，法国人都是懦夫
乌拉
有希望了！
冲啊
可是他们并没有等到援军。。他们被抛弃了
世界线分叉
柳拜乐队的歌都很棒
苏联是第一上去的
ypa
致敬
精苏泪目
二战苏联政委第一批伤亡太大都是因为自己冲在最前面
这段话出自哪个电影？
达瓦里氏
都在为国而战
美国两头卖装备的军火商也配谈功劳？最后为了捞取参战功劳才进局，日本还送枕头
悲哀
永别了，同志们
泪目了
呜呜呜呜天要亮了
泪目
敬胜利
落泪了
我看过这个
永别了，兄弟
给我看哭了
戴高乐
加加林给我爷爷回过信
致敬
西方畏惧的正是这份理想信念，因为它们没有，也决不允许别人有
向我开炮
起鸡皮疙瘩了
星星之火可以燎原
人的善恶始终存在
为了祖国的心脏
DNA动了
我们都是冲啊，一样的
叔叔，为我骄傲吧
我一定会回家的
苏修已经是变坏腐烂的苏联了
乌拉
致胜利
致胜利
致胜利
致胜利
致胜利
致胜利
致胜利
就是我们在呼叫，快开炮
致胜利
泪目
战斗民族
开炮
永别了，兄弟
致敬
永远的苏联
求封面
我们不能走苏联的老路啊
还有个名字叫我们来自未来，有两部
这是什么电影？
死在黎明前
精苏落泪
加油
一定会胜利！！！
二战时的俄罗斯确实让人感动，但是我突然想起沙俄时的我们中国的海兰泡人民，无比复杂！
叶廖缅科政委
BGM破防了
白匪回来了，我们能赢吗
人类的赞歌是勇气的赞歌，人类的伟大是勇气的伟大
达瓦里希
空降
《我们来自未来》
空降7：30
泪目
for the union
法国只有戴高乐
红旗会回来找我们
西方窃取了二战的胜利
柳拜YYDS
不能投币？
这里真的泪目啊
精苏不是精苏修
战争还远远没有结束
永别了
法国还有人洗白吗？？
看着我，当场开了把红警
Bgm
像极了，钢铁是怎样炼成的主角保尔柯察金
法共游击队
卫国卫国，国都没了
福明政委
世界和平
愿世界没有战争
快滴
我快递
你要知道不止有维希法国，也有自由法国
柳败
你们那边的红旗倒下了，我们这边的红旗还在，而且现在是在自由、和平的地方飘着，永远不会倒下
泪目
鼓掌是因为艺术的赞美，开枪是因为战争的无情
提板凳就上
BGm是什么？
乌拉
看不下去了
没有硝烟的战争才刚刚开始
什么BGM
泪目
在黑暗中前行需要多少的勇气
本来挺感动，直到看到法国还没这栋房子坚持的久
泪目了
致敬
永别了，兄弟
哭死我了
啥电影啊这是
阳光一定会来的
泪目
首尾呼应
永别了，达瓦里氏
我也是通过up爱上了柳拜乐队
法国是勇敢的人已经打光了
法国还不如一栋楼
太阳照常升起
苏联没了
红色还在燃烧
敬信仰
我们来自未来
你们做到了
布谷鸟
向我开炮!
向我开炮!
卧槽鸡皮疙瘩和眼泪瞬间起来
然而我们从烈火中完成了重生
信仰的力量
投我以战争，报之以和平
直视我，崽种
别闹了不会真的有人以为德国主要是美打的吧
乌垃
你统计的？
日本唯一做对的就是炸了珍珠港
人生几回伤往事，山形依旧枕寒流
厉害
永别了，兄弟们。
我也哭了T﹏T
该抓还得抓
柳拜
红色旗帜由我们接过，继续前行
东风吹破英雄梦 从此再无少年心
人类的赞歌就是勇气的赞歌
钢铁的联盟倒下了，联盟的钢铁还在 乌拉
泪目
苏修罪该万死
胜利日
知道能赢就此生无憾了吧
求着点BGM
萨布林？？！！
苏联没挺过来！对不起
只要有人在，战争就不会结束，矛盾就不会停止
苏联被打成狗？ 你看人家是怎么打鬼子的
向我开炮！
正视历史苏联人定住了最大的压力
你们的祖国没了！对不起苏联没了
乌拉
乌垃
你们是我们曾经的引路人，你们展示了在敌人面前应该如何战斗。所以，我们会像曾经的你们一样，战斗！
俄罗斯真是硬汉
这只手真的想剁了
泪目了
想想现在的乌克兰所作所为，哎
有贪欲和不公存在，战争就永远不会结束
破防了破防了1551
加油
nashh那时候哪里有俄罗斯？
乌拉相当于一个语气助词
乌拉
理想与热血的国度啊
苏联没了
犹太人本身没有错，错的是资产阶级
他们已不再变老
乌拉
伟大的苏联
致敬为崇高理想献身者
向我开炮
乌特拉
苏卡
法国还是有人的，例如戴高乐
永别了同志
法国在一战打光了一代人所以有了二战的马奇诺防线
BF109？
乌拉
永别了兄弟
福明
马奇诺防线有个p用
你的名字无人知晓，你的功绩永世长存
俄罗斯真的很可惜 他们近代的文化艺术成就非常高 可惜衰落的太快了
可惜被瓦解了，ai
最黑暗的时候，全世界都盯着苏德前线，没有几个人认为能够抗住德军进攻
牛逼
你们是第一啊达瓦里氏
达瓦里氏，地图上找不到苏联了，它去哪里了啊
战争远没有结束，吾辈当自强！
只有红色的法兰西才是真正的法兰西
乌垃
美国佬打不赢就投降，从来不拿命换命
居然还有鲨币说那时没有俄罗斯……
绝大多数俄罗斯人认为自己是苏联人
你们的姓名无人知晓，你们的功绩与世长存
苏联没有消失，它只是换了一种方式在活着
人类的伟大之处，就在于面对恐惧时那崇高的姿态！
看过
战头民族值得人尊敬．
莫斯科保卫战
最后一个法国人戴高乐
活着的有时比死更难受．
政委比团长还猛
乌拉是站前动员助词相当于古时的风，风，大风
淚目
最后的前线
毛子文化太吸引人了
尊敬的大腕历史已经没有战争了。尊敬的大王历史！
看了三回，这段都直接看哭了
乌拉
战争从不决定隹是对的只决定隹留下
苏拉
bgm犯规了
连炮火的烟都是血色的
格罗兹尼
玛莎
布谷鸟
哽咽了
古墓迷途
乌克兰已经病入膏肓了
绷不住了
lube
板凳！
致敬
哭了
失去信仰的混账东西
b。
致敬致敬致敬致敬致敬致敬致敬致敬致敬致敬致敬
致敬
向我开炮，我们也有这种战斗英雄
胜利后又是各种寡头，唉
加加林
英雄儿女
歪日，太好哭了这句话
有那么一群人他们倒在了天亮以前
1
天要亮了
我们不仅挺过来了，还将红旗插在了柏林大厦上
乌拉
柳达
只有红旗才有这样无畏的影响
什么歌啊？
和平来之不易啊
啥电影？
首次载人航天啊达瓦里氏
帅啊
哭死我了
敌人占领了客厅，但是厕所还在我们手中！
只有自己强大，这种事情才不会发生在身边
？
他们没有被抛弃，是往这里来的援军再也赶不到了…
他们没有被抛弃，是往这里来的援军再也赶不到了…
那一代人快打完了
常胜利
祖辈的旗帜啊！！！
柏林是苏联人用命拼下来的
撒旦说只收你们
伟大的卫国战争
玛德，配上这个BGM给爷整哭了
1
俄罗斯被西方忽悠瘸了，年轻人都快忘记二战怎么赢的了
子弹都打光了
致敬
苏联用卫国战争教会了中国人打赢抗美援朝——无所畏惧
致敬
他把最后一颗子弹留给了自己
这是N1火箭，苏联用来登月的，可惜都失败来
但是败在了懦夫的谎言下
不知道为什么，看哭了，就觉得他们很无畏
钢铁的联盟从来没有失败过
达瓦里斯你们是第一个
致敬
乌拉和冲啊，yyds
打卡
看得不自觉流泪
泪目！
靠，这里我绷不住了
上头了
我们不是生在一个和平的年代，我们有幸生在一个和平的国家
不能喝了酒看
我哭了
如果奇迹有颜色，那必将是红旗的颜色！
冲呀
打卡
真的很悲壮啊……更悲惨的是牺牲完全被否定……
除了戴高乐你还知道谁？屑法国
向我开炮！
看哭了
钢铁洪流yyds！！！！
请不要忘记这个世界上还有一些地方正在经历这些……
最后的前线
光明一定回来的
泪目
快点
打卡
b站有，不过不建议看，不算很好的电影
灵活的内务部胖子，牺牲的时候周围躺了9个德国鬼子
他牺牲的时候周围躺了9个德国鬼子
888
别人家的抗战片
拿板凳的是军官，因为怕军官冲在最前面而牺牲，培养一个军官也是很难的，所以不给他们分发武器而他们即使没有武器也要拿起身边任何东西冲在最前面
一个团就活了她一个
落泪！！！不行了！
打卡
亲爱的达瓦里希，去东方吧，那里有星星之火
这是什么歌？
打卡
为了胜利向我开炮！
柳拜
达瓦里氏  坚守住我们的信仰
我们和苏联才是二战打赢的关键
lube永远的神
俄罗人打仗输给过谁？？！
因为背后是家园
致胜利
它在我们心里，它将遍布大地、天空、海洋、星际
我们也是
泪目
为了胜利，向我开炮
这里好像是征兵宣传片
我快递?
他们从不屑于隐瞒自己
还输给过我们的元朝
这是一个多么伟大的时期
将来的寰球，必是赤旗的世界
泪崩
二战把苏联的精华打没了
前面的
燃起来了！！！
开了第一枪，再也没有胜者——战争
泪目
致敬
我将用我的生命 给你们一个胜利的坐标
好活当赏！
板凳YY ds
      乌拉！
乌拉
他们还用的机关枪，而我们的战士都是汉阳造，三八大盖
哭了，这就是信仰下人们的坚持
背后就是莫斯科
同志们，乌拉
BGM是什么歌？
乌克兰啊……可悲的乌克兰啊
达瓦里氏！
我们从地狱归来 ，也是要把你们也带回地狱
比博燃
这是什么剧
就这bgm
这是乌克兰吧，不是俄罗斯
这就是忘记历史的下场
同志们！！！冲啊！！！
无数人的牺牲败在了几个政客手中
致敬
从地狱发起冲锋！
我们继承了这份信仰
为了布尔什维克的胜利
你太帅了，兄弟！
致敬
屠龙的少年终究成了恶龙
这是神迹，不可复制，永恒的神迹
世界名画
敬胜利
看完开了把战地一
那是因为砖墙
腊鸡
这就是卫国战争时期为啥苏联一栋楼比法国坚持时间都长
老班长死的可惜了，一直在帮他们
实际上在俄罗斯，乌拉这词很多意思，当感叹词就行
布列斯特要塞
苏军：死神让我们带亿点人下去
蚌埠住了
信仰使血肉之躯化为钢铁利刃
抗日神剧越来越摧毁后人的同理心了，虚无历史要不得
我记得这张脸
有信仰，为了国家民族的存亡而战斗的人，不会有战后创伤的。
可惜莫斯科没有了红旗
太悲壮了
QQ看点已经盗过去了
乌拉！！！！！
和毛子玩近战？
我们从地狱回来只为拉你们下去
最后的战争
for mother  Russia
很多苏联老兵因为有人抢勋章，被人残忍杀害
for  mother  Russia
比法国坚持的还久的一栋房子
for  theunion
for  the   union
好家伙1005正在看
柳拜
决战要塞
全世界的无产者们，联合起来！
脖子右拧！！！
《布列斯特要塞》
柳达
dna动了那个你是毛子？
乌啦！
布尔什维克永存！
全世界无产者，联合起来！
啊啊啊福明政委
致敬
为了祖国，冲！
致敬
那是一个疯狂而浪漫的年代，人民会为了自己的理想而活着
《女狙击手》
苏联政委，冲锋在前，伤亡率太高，所以不配枪，但是抄着工兵锹依旧冲锋在前
我们从地狱归来，只为带走你们的性命
战地一不行，我直接开把人间地狱
福明政委
他为他的身份而骄傲
希望你80多岁的时候还有现在敲键盘的激情和勇气。
敬胜利
精苏为什么比精美好?因为苏联已经没了，美国还在
尼尔机械纪元
他的眼里是自豪骄傲！！
我恨你？
为民族存亡而战斗
乌拉！！！
世界上就没有绝对的和平，有人的地方就会有冲突，有人的地方就会有资本
如果这世上有奇迹，那么一定是赤色的火焰！
奇迹一定是红色的
我们从地狱杀了回来
一直想知道这首歌叫啥
此去泉台招旧部，旌旗十万斩阎罗
赤旗终将遍布星辰大海
玻璃姐！！！！！
撒旦不敢抓系列
插曲超好听
苏联的政委，中国的号手
同为穿越者，让我想起了另部电影在意识形态战争中失败的俄国穿越者，不断努力把已经胜利的苏联通过时间穿越的方式毁灭的家伙。
“他失约了”
乳发乳疯了是吧
兵临城下
致敬
这波太侮辱了
政委
同志!
玛莎 我们的玛莎啊
同志们，我们从地狱杀了回来
红色沙俄
那个眼神里面有幻想
老大哥倒下了，但是红色的旗帜没有倒，镰刀斧头依然有人扛了起来，现在看啊，红色的旗帜在神州的天空中昂扬翩翩
烈士陵园见
绷不住了
福明
苏联加盟国早就抛弃曾经的一切。
永别了 兄弟
我们的先烈比他们还要艰难，但是我们依然顽强的坚持了下来，
泪了
泪目
这边绷不住了
什么电影
lube！！
看到这里泪目了，这就是浪漫与理想啊
从未有如此多的人，如此多的国家团结在一个信仰之下
按照历史书说，当时孩子都上了前线武器都不够人手一份啊
为了胜利向我开炮
古墓迷途
我们憎恨你末年的罪恶，更。。。怀念你年轻时的光芒
致敬
柳拜的歌！
玛莎
4号H型
离世界和平还很遥远
支持一下票房呀
电影 《布列斯特要塞》
只有社绘炷義国家才能做到这点
苏联政委会身先士卒，不像某些西方指挥官就会猫在后面
他失明了
给他把波波沙看他突突死你不？
这片还行
德国赢了！会灭了斯拉夫种族，进而进入中国，我们会不会存在？
再见了同志！
打阿富汗把自己打到解体，还输给过谁
这是当年那个政委，冲锋以后他就牺牲了
不喜欢毛子，但是毛子是条汉子！
但没有苏联了
敬胜利
霉国就没上过月球 都是吹的 我才不信他们
109和毛驴
苏联yyds
虽然和我们有过战争，但仍是一个值得尊敬的民族
妮娜没有活到看到这一切的年份，她倒在战争胜利前
我就想不明白他们怎么能忘掉国仇家恨呢！忘掉今天的和平是用无数血肉之躯换来的！
莫名流泪
警惕美国历史虚无主义
差点打光一代人的战争，
战争，请让善良的人离开
二战时候的苏军政委可是猛地一b
永别了兄弟们！
脚下是我的祖国，身后是我的亲人！我们已经无路可退！！
达瓦里氏
向我开炮
《带我走吧，河流》柳拜
蹲个bgm名字
兵临城下之决战要塞，很好看
抵御了侵略者却倒在自己人手里
走吧
敬胜利
BGM:电影《女狙击手》歌曲“布谷鸟”
美国就是个盗贼，二战的苦难全由别人承受了，收益全是他的
那个在靖国厕所拍照的垃圾，看看是谁给你现在的生活
呜啦
中国一定会胜利的，胜利后，我已经牺牲了
什么我们的父辈，是古墓迷途
该怎么总结您的失败呢？达瓦里氏 好可惜啊 但是我们会帮你们坚持下去的
lube
Z政委
