地理板块知识考试的DNA动了2333
啊啊啊啊啊看到我的Ninetyeast和Broken Ridge宝宝
太平洋的海还是蛮多的
Ninetyeast!
额。。。
高原
这海沟咋形成的
赚了赚了
《欧共体》
电影新思路
不屁
当海平面下降到一两百米的时候，全球领土战争即将爆发
喜马拉雅群岛给克尔格伦点赞
亚特兰蒂斯出现了
龙脉
做一期上升的吧
大陆斜面
未来的世界。
三日凌空
此时人类数量还剩多少
海岭up说的不对 应该是大洋中脊板块扩张 恰恰是张力不是挤压应力 是软流圈岩浆活动导致的 板块挤压碰撞成山或俯冲
风水学龙脉
三海平原
日本不会滑下去吗
弹幕护体
辛苦
投了
一个球摊平了，就不严谨
空降02:44
和日本连起来了，懂得都懂，嘿嘿
良心
我就想知道那些沉底的遗迹和飞机、船等东西
这要是把日本放下去，那不是正好。
细节
找找马航
亚特兰蒂斯就能参观了
三连了
海底都是垃圾  人类的伤
姆大陆
海水抽去哪？
海底眼
修路修路
只是你认为牛逼而已
俄罗斯:我他妈领土又增加了可以叫俄联了
海贼王红土大陆
南海还是挺深的
已经开始口渴了
哇哦(・◇・)
NICE
大海沟
这一段标一个高度计就好啦
根据国际法大陆架内的岛屿 属于该国的附属岛屿
贴吧用户那个笑死
What if
可以捡鱼了
会看见微笑的坎特
可以造一条高速公路
马里亚纳
再来一期冰川全融化后的视频
强宣称＋1
板块分界线出现！
海洋学？
脱水  脱水
3S
MC的地底
那该多咸啊
抽完的水，去哪了呀？
山治的梦想 all blue
还不知道完全抽干是什么
大洋中脊
海水变少，陆地都会变沙漠吧
千百亿年过去了地球母亲还有青春痘~~
呆湾：升五星红旗，奏义勇军进行曲！
那个时候应该叫钓鱼山
这里应该是11月
龙脉。
龙脉
马里亚纳海沟呢
岛国
荒芜
牛批嗷
果然有腔调
太平洋加盖了是吧
顶级杠精:你把海水抽出来放哪？？
海底1万米
板块碰撞地带
恩佐斯会浮出水面
我想看一个海平面上升的图
海平面下降两百米，地球人都热死了
邪恶冷原
火山地震带
建议搞个海平面上升的
钓鱼佬干的事，钓不到就抽水
东经九十度海岭好直啊
东经，什么东京
赶海去，兄弟们
东京90度，确实热啊
求生欲很强
200-350
值得三连！
龙脉
你币有了
海底寻宝
可以去捞克苏鲁了
太棒啦
芜湖
三连了！
牛呀牛呀
非洲好深
这视频看的舒服
在海底的高原……
生物大灭绝
没币了 有币一定给你 
东经九十度，不是东京九十度
水抽干了，快捞鱼、快捞鱼
洋流阻断，季风失散，人类一败涂地
初中地理必修
《高原》
初中地理学过好吧
有人吗
升华了
别说了，抽水吧
前面说百慕大的学过吗
火星
已三连
和我一开始的猜测一样，果然地球最多的不是海水而是土地
好酷！
门罗好像搞过
南海挺住了
厉害
全程空降2：48
这个项目我投了
地球生物大灭绝快放
所以我们其实都住高山上
为什么要抽干海水不想活了吗把海水抽干了存储地球因为水循环有问题直接导致半数物种死去都有可能
新世界地图
火星就这样的
马斯克礁
铁底湾
是东经九十度海岭
龙脉
钓鱼山
辛苦
收复日本！
《梦之海》
地球：我裂开了
现在建议去中途岛逛一圈
看到了吗，台湾省依然有港口
天啊 好棒
“东经九十度海岭”写错成“东京九十度海岭”了！
传送到达
应该会有很多垃圾吧
可以下去摸鱼了
那是泥泞道路，不可行
东经九十度海岭
当你们的论文被撤稿时
这就是龙脉
南海早就干了
不希望看到这一天，否则生活环境会急剧恶化
印度洋已经干了，太平洋还有点儿
洋中脊
冲绳海槽变湖了
wow
我看到海绵宝宝住的大菠萝了
因为这是世界地图。
实际上还有很多海沟还没有发现呢
鲨鱼:我洗澡呢放水干嘛
哇塞，还挺期待
进 击 的 巨 人
制作太辛苦了三连已经好了
Wow
百慕大
字打错了是东经
海绵宝宝:你礼貌吗？
地球确实有可能有一天变成这样……估计人类早灭绝了
希望看到这一天，嘻嘻
海底挖矿
是龙脉 这可是得道飞升的机遇啊doge
咸，太咸了
好家伙，红海还在那
亚特兰蒂斯那！！
没声音?
地球生物大灭绝
Amazing!
技术活
这是个预言家，把它给刀了
那我们这成高原了
海岭是板块张裂形成的
小日子过得不错的日本吃什么？
日本不会滑下去，反而会被t
然后人类为了水杀声震天甚至团灭
哆啦A梦
这不是理所当然吗，特意好评也太没自信了
巴尔喀什湖还有水（doge）
Woc
马里亚纳海沟
欢迎来到神圣泰拉
陆军直接攻占日本指日可待！
这个东京是不是打错了。。。
突然没有深海恐惧了
亚特兰蒂斯在哪
看大西洋的海洋阴影，你说像啥
all  blue！
渤海，东海没了大半
马里亚纳海沟在哪里
牛
什么情况海平面才会下降200米……
缝合伤口
呜呼
亚特兰蒂斯
不说啥 三连了
海水没了，陆地全部也都会变色了
地中海
海尔兄弟
50年后
辛苦了
不如直接走到我们的日本菲律宾越南
原来新西兰脱水后这么大块陆地
洗衣机
洋盆？海沟吧？
冬逆夏顺
地球妊娠纹
海岭是板块张裂形成的吧
1
争夺水资源和领土的战争一定会爆发
哈哈哈，812我的生日诶，这不巧了嘛
就像我倒了碗莲盆里的水后，里面的土一样
日本沉没
深海族现身
海洋生物灭绝示意图
各国海军都没用了
牛啊牛啊
虽然你骗走了我的三连，但别想骗我去学地理(goutou)
希望这么一天永远不要到来。
带英再也不是岛国了
这是洋中脊，并不是挤压形成的 
看渴了
拉莱耶浮出水面（doge）
好棒！！！
亚特兰蒂斯
红土大陆是真的
海底龙脉，老祖宗不欺我也
哈哈，台湾直接连着了
wow
三千米意思海拔上升了三千米，内地就要缺氧了
1
地球：最近皮肤好干偶
怪不得智人来到了澳大利亚上
道理我都懂，但是水抽到哪里去了
99a平推台湾省
这样阿富汗打到美国指日可待
这个时候生物差不多死完了
地球一片荒芜
海南平原
横轴墨卡托投影
《走到》
随后，大气消失
感觉还是有海水的时候比较好看
北冰洋几乎消失了都
南海这么深啊
东经九十度海岭，打错字了
我以为没开弹幕
15小时
生长边界
这就是龙脉啊！
地球：你礼貌吗？
变成火星了
龙脉
硬核
中土世界
为啥火星金星没水也是圆的
地底人狂喜
关键现在海平面上升
我还以为能直接走到日本呢
当年要不是因为隔海，就不会有现在的台湾问题
会变成抽干的样子
这不是桥都不用建直接走到台湾
东经，不是东京。做的太粗糙了
但是我觉得不能没有海洋
陆地多了房价会不会下降
这玩意是怎么漂移的？
那可能体力不太够
山治
黄河：在填了在填了
100米就可以看渔获了
高铁修到日本！
地中海和tno一模一样
没发现生活的大陆绿色都变少了么
钓不到就抽水咯，不要惯着它们
你币有了
亚特兰蒂斯吗
东经90
↑不会好好说话是吧
便宜美国人了
差不多生物都死完了吧
已经可以看到大西洋海岭了哇
所以火星上那些巨大的高山实际上是因为它的海平面没了？
话说海水压力不会压扁吗？求解答qwq
这段快速回顾希望加上海洋下降的深度，这样看着才直观
洋中脊吗
脱水！脱水！
凹凸不平的岩石球
东京90°，错别字，应该是东经
请问你把水抽了放到那里
走到台湾省~
火星：自古以来我就是这么变干的。
如果地球变成这样，人类为灭绝了吧
众所周知 在海底的高原才是真正的高原
汪品先院士
鱼呢
看看
那么抽掉的海水放哪里?
海底两万里
冰川时代的大陆架
他只是说海底抽干的样子！请不要刷不相关的弹幕！
他只是说海底抽干的样子！请不要刷不相关的弹幕！
抓鱼的要没海水呼吸都是问题了
三联了
牛逼
原来真是自古以来
山治的all blue是不是就这里
航运公司全部破产
好评
最深的海底部分已经被探明了么？
龙脉
可怜，滚去读书
马里亚纳海沟有多深
感觉有点像回形针？
王多鱼:这个项目我投了
是我肤浅了。我觉得会露出很多好吃的鱼虾蟹
针不戳
马里亚纳要登场了吧
666666
仿佛在看地球的未来
亚特兰蒂斯
抽干了看下
神圣泰拉
北太平洋还蛮深的
亚特兰蒂斯
水抽出来放在哪里？:-)
气温会上升多少度？
辛苦了
说百慕大三角的就离谱，这是假的也能被拿出来说，真就b站小学化呗，而且洋流是自然形成的，是季风和地形等等各种原因才形成的，别误人子弟了行不行，丢人
可以直接占领土澳
厉害了
龙脉
海军：你礼貌吗
这回就不是海水了都成了盐井了吧。。
北冰洋已经消失了
我第一眼看成了海里捞
八达岭doge
三连了
ALL BLUE!
海水要是下降成这样地球就完了
蛟龙号也太牛壁了
没水人怎么活
海峡两岸
海绵宝宝呢？
板块的交界
没有说海洋蒸发会不会影响降雨呢
好家伙，我们的坦克可以直接开日本了
牛的
北冰洋这么浅！
归墟
海底捞？
英国不是岛国了
必须三连
钓鱼山
牛
现在不干净了
已截屏
汤米维赛迪狂喜
好耶，中国和日本连通了
龙脉
抽出的水排哪了？
原来这就是钓鱼佬的终极形态
然后就变成了火星
中国和日本连起来了
龙脉的厉害了哈哈哈
走路到日本
福岛一出马上就要不干净了
中国成内陆国了（
恭喜各位，那时候，你们都没了
可以直接走到日本了
用走的？有点儿远。。
最后 地球恢复泥盆纪之前的地貌，生命全部消失
比奇堡在哪里
龙脉
哈哈哈，《到时候，稀奇古怪的东西，就全部出现了，当然，各位也是没有那个眼福的哦～
UP主辛苦啦，已三连
黑海挺深的啊
东经九十度打成了东京九十度
房价降吗
洋盆里的水叫洋水
所以龙生活在海里有根据
兄弟们 别幻想了 就这么说吧  下降一百米左右 我们喝水都困难
传说中的耶梦加得
洋中脊
如果没有水太可怕啦
北美和亚洲连一块了
北极的陆地很多了
变得荒凉了
没有鱼吗
哇
牛批
荷兰狂喜
荷兰笑得合不拢嘴
高原
我比较在意水放哪里？
这时候日本就直接是中国版图了
没水降温，地球会变成熔岩星球吧，毕竟地球内部还是很活跃的
自古以来…
终于做了我早就想看的东西了
all blue
可以摸鱼了
一键三联又了
可以不用登陆，直接收复台湾
被艺术家抽到天空了
太清晰了
高二地理
我是要成为陆贼王的男人
耗时三周抽干海水
蛟龙号：你干嘛
how deep is the ocean? 
台湾直接回归。
火星翻版
海怪的洗澡盆
文二玩家狂喜
别想了，海水没了，海底全是垃圾
这温度还能住人？
牙结石
好评
↓眼睛
我晕了一下
那大陆漂移之前是什么样子
那时候是山
这么一想，其实海底是另一个世界，水是空气，水里依然有山川平原
海岭应该是板块张裂岩浆喷涌堆积，不是挤压。
长按屏幕加速脱水过程（doge）
可以发掘亚特兰蒂斯和沉船了
马六甲海峡 危
英国不是岛国了hhhh
生长界面
海底真的有龙
哥斯拉:好家伙，把我家摸清了
海岭的成因能重新订正一下吗。做的挺好，但是这个错误可能会误导学生呀
台湾    危
要真这样人类也灭亡的差不多了吧
恐怖
水抽到哪里？
5000+在看，就离谱
巨物恐惧症 我害怕了
高原泡水里？海拔以下的高原？
最后是不是就剩马里亚纳海沟
龙脉（doge）
最高的山确实在海里
长按屏幕，为地球脱水加速！
这种视频值得硬币
淦，看成海底捞了
洋中脊
地理生狂喜
大陆架是确定国际海洋法专属经济区的重要参考因素
可以可以
抽哪去
鱼呢鱼呢
清晰地看出日本紧靠着海沟
搞30斤生蚝打窝
顽强的马里亚纳海沟
牛逼
房价暴跌有望
辛苦了
当然是放到火星（）
牛逼
好评
赶海拾贝咯
鱼塘
水抽到哪里去
海底没有海绵宝宝吗？
所以说深海里没史前生物我是不信的
海绵宝宝大概在哪？
海底龙脉
人在四川看
浸泡！浸泡！浸泡！
日本和中国大陆接壤了，懂得都懂
可怕
世界大龙脉
没错，你花屏了。
地球真变这样，人类就彻底完蛋了
我还是习惯了有海洋，没有了海洋的地球是不完美的。
礼貌海洋生物:你吗
谁能看到那一天呢
未知的南方大陆？？？
钓不到就把水抽干，不要惯着他们
@大漠叔叔
抓鱼，快拿网
还有我们的软体机器人
除客刀
洋中脊
真 龙脉
大洋洲像馒头片
@亚特兰蒂斯
马尔维纳斯群岛回归阿根廷
这波中国陆军直接无敌了
美国海军:我要回家！！！！！
真的没有海底垃圾吗
我晒干了沉默
ALL THE BLUE
好评
对于海洋生物而言，地图应该看水下版
啥时候能看到海绵宝宝
清晰
必须三连
大洋中脊
马桶
细节！三连了
再下面就巨齿鲨了
大西洋火山地震带清晰可见
我国这陆地面积增加的…
你很懂
哇哦
牛逼
这个怎么渲染的这么好看呀
然而日本国土面积依旧
留意澳大利亚西海岸 …马航MH370坠落的地方
霓虹国成我们的了
神风无用
百慕大
红土大陆
水抽到水星
哇哇哇
牛的
摸鱼，人都没了
专栏文章在哪里啊
海底是派大星
有点像现在的火星
爱了爱了
哇哦，我想去徒步
哆啦A梦，大雄与日本的诞生里地图就是这个样子
深海恐惧症前来挑战
忽然想知道蓝洞被抽干水是怎样的
牛
能涨到500亿人口
？
非洲大陆的原海岸线，尤其是南部，简直是垂直拔起的高墙
?
必须支持！
海洋藻类提供了地球上绝大部分的氧气
火星表面？
666
这个抽水的工程我接了！
all blue?
要不要做个防水
哇哦哦
牛
哇
这时候陆地上都是荒漠了吧
知识性错误？海岭是板块张裂，岩浆喷出积累抬升形成的吧
我兔陆军能平推世界了？
交建来活了
哇
废土时代
坻
太牛逼了
高，实在是高
正好可以把日本推进去
地理题做过 。。。
是龙脉
还叫大洋中脊。
龙脉
水抽了倒哪里
抽干了能看到海底人吗？
中配解说+70分
马里亚纳海沟
梦 之 海
路飞直呼内行
排到哪里去？
ohhhhhhhhhhhhhhhhhhhhhhhh
 艾泽拉斯
你信吗…那么多区域都没探索，既可以做出来模型了反正我不信…
利维坦
懂了，日本是中国的
海绵宝宝去了下水道
致敬
印度洋人字形海岭
人丄人
潜龙在渊
陆地会增加71%
厉害了
好厉害喔
快去占地建国
这就不爽了。。
阿古茹震怒（狗头）
牛逼
日本的前途：马里亚纳海沟
我超
青春痘好比喻
我的海景房没了
what if里的就硬抄？
这我熟悉 海底龙脉
是All  blue！！
亚特兰蒂斯
钢铁洪流
深海魔鲸王：卧槽，我家呢？
原创？？？？？
没海水了大气也消失了
抽干的水排到哪里去了
地球变火星
他有几个t啊
脱水！脱水！脱水！
美俄直接成为陆上邻国
大西洲
牛壁
印度洋的那条山脉真直
瑞思拜
这么看原来日本仿佛不是个岛
海绵宝宝
世界之蛇
海绵宝宝呢？
说起马里亚纳海沟，我想起了我的华为手机
地质学狂喜
太平湖
联盟和部落终于又一次
这次一定
这个专业
 最后居然还能送壁纸  这不能再白嫖了  
荷兰开始扩展了
地中湖
铁林活佛坐床成功。。。
所以并没有亚特兰蒂斯？
这个是板块之间的间隙吗
好评
日本海也成湖了
钓鱼佬狂喜
我晒干了沉没
亚特兰提斯
那个时候是不是人都干死了？
哇
8000+
我们的
是大陆！！
用心了
好棒啊！
抽水警告
日本：危
海绵宝宝占领陆地
东经九十度海岭写成东京了
贴吧用户急剧下降后地球的变化
海洋生物呢
将来的地球
人类已经灭绝了
把海水输送到火星
下降200米进攻台湾省
那地够了房价能降了吗
千人网课
好评
亚特兰蒂斯出来了
克总老家！
哇
不用登陆作战了
湖
我来证明你开了弹幕
海底烧麦
鱼与渔民的毁灭
海绵宝宝→
海绵宝宝→
我看到了世界末日
所以台湾就是我们的不可分割的一部分，打断骨头连着筋
更恐怖的是全变成蓝色
牛逼
很像火星欸
可以滚下去吗
大气压会下降很多
这个视频解开了老夫多年的疑惑，必须三连
为什么有点害怕
自古以来警告
马里亚纳海沟
环太平洋之怪兽去哪儿
那站在海边一不小心就摔到几千米下面了
值得三连
好评
抽干的海放哪呢
火星奥林匹斯山这么高也就有道理了
地球也基本要灭亡了
好厉害
格愣格愣高原？
中洲世界
那各个大洲就变成高原了
好家伙
可以抓鲨鱼了
还可以去到日本
妙啊
瘟疫公司即视感 doge
那这个时候荒漠就会变多
好评
你有了
东渤黄瞬间消失哈哈哈
抽到这样就可以开始摸鱼了
地理老师狂喜
《  梦  之  海  》
意外了地中海竟然这么深
大洋中脊！
海洋就是另一个世界呀
我为什么我看着好慌
两倍速快乐
会打起来
特别谢明：项目赞助商以及协助者：联合军
火星没板块
地球龙脉
卧槽
比奇堡呢？
华农：抽水，这个我熟
至此，地球危，生物灭，不好玩
都没水了，人都没法活了
旁边是世界上最肮脏的国，真讽刺
来了
板块的轮廓!
然后就能看见海绵宝宝
怎么知道海底的样子的
真开心，基建到台湾
龙脉啊，翻山倒斗，寻龙分金。
那时候地球已经不适合生存了
OHHHHHHHHH
哦哈
在哪里下载
我甚至能徒步去日本和俄罗斯
这张图片高中就看到过了
巴哈马
应该是东经90度海岭，是经度线。
厉害
西太平洋是真的深
人往高处走，水往低处流
对不起。我看成了海底捞
我去，快把水倒回来
我看到我家啦！
渤海早晚自己平了
赞
哇啊啊
爱了
找到海绵宝宝啦
很简单 没有了海水 我们就变成了山顶洞人
牛
变成这样气候会怎么样
地球的肚脐
日本危
爱asa
暗炎之主！
这不过去占领日本？
地图好评
山海经地图！！！
深海恐惧症进
瘟疫公司换完手机不让下载了
生长边界
好评
成计量单位了
山海经地图！！！
还看到了辣条袋
马里亚纳海沟
你闲的蛋疼啊，抽出的海水放在哪儿啊
啊，海南不是海岛了
癫痫警告
6000+
必须连啊
四川人狂喜
牛牛牛
能在那里吃火锅吗
海底世界
好评
白令陆桥
会有一堆塑料垃圾
知识增加
南海这么深吗
地理生狂喜
世界之蛇
好像淤泥
世界之蛇耶梦加得
声音好难听
这地方，曾经冰火两重天
牛逼
希望这一天早日到来让我有生之年可以看到
土也王求
海岭不是板块分离后岩浆喷出后冷却形成的吗
你是原创吗？
这个洋盘我承包了
抽水，不能惯着他
台湾省好评
大洋中脊
看大不列颠
哈哈哈哈哈哈哈
NB
疯狂暗示
坎特的覆盖面积
海底捞那个你没救了
好耶
赞了，壁纸在哪里？
海平面好像只在升高
日本没了，开着坦克去日本
高天原
60米牛逼
姆大陆
5000+？？？？？
百慕大三角
绝对还有未探索到的地方
四川省早已成为一个单位
鳗鱼!
世界上最干净的海在世界上最不干净的国家旁边，真讽刺～
此处@地理吧工程组
我以为是海底捞
钓鱼山
厉害
真，脱水
不过相反的事情正在发生，因为温室效应，海平面越来越高！
真.脱水版
日本危什么人家领土面积扩大了高兴还来不及呢
马里亚那湖
好评
中国版图你大爷，和中国接壤旧城中国版图了？
5000，挺多的
哇厉害啊
日本自古以来是我们的
好评
倒放体验更佳
本来就是我们的
那李云龙就能打东京都了
登陆日本？？？先问问你俄蝶啥时候把领土还回来吧
《我们的》
去抓鱼
只有鱼鱼伤心的世界诞生了
像一条巨~~龙翻山越岭
南海
代入感很强，我已经渴死了
《沿海变高原》
右下角一个爱心
ohhhhhh
海拔为负数的泄高原
柏拉图:爷的亚特兰蒂斯呢
深海魔鲸王牛逼哈哈哈
厉害
好评
这就是湖了啊
好评
海王哭昏在大陆架
原始地球
海景房要降价了
威震天在哪里？
三连了
真—精卫填海
烟台震怒
海没了，地球生物就不剩什么了。
赶海人狂喜
我们住的地方好高呀
发现亚特兰蒂斯？
看得我好渴
高原？
澡盆
好评
水干了的话去百慕大瞅瞅
渤海全没了
能走到我们的库页岛吗？
开启 废土时代
只剩下一个臭水沟子了
会出现很多能种地的土
卧槽
一眼能看到四川盆地
升华
海王狂怒
脱水！！！
您
耶梦加得
卧槽好深好害怕
火星就是这样的吗
我也觉的很慌
火星就是这样的吗
龙脉！！
火星就是这样的吗
深海迷航
马尾藻海是不是欧洲鳗鱼的产卵地啊
好厉害
梦之海：这个我熟(doge)
你既然这么说，那我觉得，自古以来，日本岛大概率归我国所有
小加加
那不是直接陆军干过去？？？？
地理人狂喜
我要看恐龙
比奇堡海滩在哪里
没水喝了
瘟疫公司瘟疫公司瘟疫公司瘟疫公司瘟疫公司瘟疫公司
三连了
中国台湾省
废土
海军地位下降
如果海平面上涨2米呢？
牛
能看到海底小纵队吗
钓鱼山
盆地
牛逼啊
02:57
转换断层哦
渴死我了
up字打错啦！是东经九十度啊！
哥斯拉专用贵宾通道
龙脉
人在抽干的海水深处会缺氧吗
马里亚纳海沟终将毁了日本
赞
哇
这个时候会不会发现新的生物
1470人正在看
已经渴死了谢谢
火星的样子
鱼呢？
大洋中脊
凯尔盖朗岛
步行到日本
没有水看着很不舒服
亚特兰蒂斯呢
all  blue
完蛋，运河要挖死了。
抽干我们是不是住在上顶
钓鱼佬震怒！
blue
牛皮
牛逼！
三分陆地，七分海洋。
以前看哆啦A梦 鬼岩城堡 学过
北欧传说的大蛇
钓鱼佬狂喜
牛
好评
好牛啊
牛
龙脉
姆大陆
这不直接把坦克开到日本
暗炎之主呢，快把他叫来水
这个我知道墨西哥暖流
牛
我在B站学地理
板块交界
地理人狂喜
请收下我的膝盖
原来日本使我们的
5天推平日本
辛苦
能找到马航mh370了
你这抽水发，利好石油工业和海底矿产开发产业~！
问海水抽干放哪里的人，我建议放你脑子里
主视图应该做中国附近的
这样我们是不是人均高原反应～
龙脉！
好耶
大海啊你全是水
亚特兰蒂斯
穿越非洲打美国了
看起来南极是长方形。其实是圆形。。
好评
会有海绵宝宝
下次一定
会摔死人
龙脉
台灣：「***」
是东经九十度海岭吧
我们已经不在地球上了
组团淘金去
连到日本了，那么，自古以来...
厉害
满脑想着再降下去鱼都死绝了
南海牛逼
牛
钓鱼山？我们中国的，日本山？我们中国的，美国山？还是我们中国的，羡慕吗
文科生狂怒
nb
牛啊，学到了
如果没有大海，世界会变成什么样
鱼:妈买批
中国台湾省好评
蛟龙
up主太认真了！！很难不三连！！
还有泰坦尼克号
这个清晰度   币有了
nb
陆军狂喜
跟人的脊梁似的
解放日本
中国排面!
哦豁
袜
走 上 钓 鱼 山
哇哦
这里是ALLBLUE
牛逼
坐穿牢底
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
板块的生长边界
啧啧啧啧真厉害啊不得了世界第一
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
地震带（不是
牛啊
牛
连着日本
火星2.0诞生了
在来亿遍
已点赞投币收藏
赞
马里亚纳猎火鸡
南海好深啊
牛逼
深海恐惧症 不存在的
NASA君：？
浅海大陆架
真.喝不下了
all  blue
东京还是东经
大洋中脊
40开始带的太捞。
热搜第一。
都是坎特的笑死
nb
nb
沧海桑田
来自40岁人的发言：人类再破坏环境地球就会变成这个样子
@山治
All blue
以后没事我不喝海水了
辛苦了
南极大陆不变小？
女子讠平
好多内海都是罗马(doge)
这才是龙脉
脱水版应该标一下深度呀
白嫖失败
龙脉
台湾
三连
大陆与大陆焊接处
洋中脊
看成海底捞了
可上九天揽月，可下五洋捉鳖，谈笑凯歌还。
wo w
三连了
大海的腰
666
日本这个时候也可以走过去了，是我们的一部分了
板块运动
大洋中脊
抽了之后放到哪里才能令海平面降低
感谢
龙脉
‘
海沟里真没有怪兽吗
摩拜大佬
和日本接壤了
海王家在哪
谁住在深海的大菠萝里
看成海底捞了
其实这时候绿色也会慢慢减少
牛逼
可以捞螺了
好牛
没有鱼了
您
好牛
先投币再看 哈哈
要海军司令还有何用
那现在不是老年斑了？
右上角赢了
All blue!
牛牛牛
海岭不是板块相互分离的时候产生的吗
空降2:40
我有一个项目…
兄弟们懂了吗 长了痘痘要补水
好帅
来了
红土大陆
钓鱼佬坏事做尽，钓不到鱼就抽水？
这个说法，好！！！
鱼人岛
玩泥巴
好干巴，还是有海洋好
我好怕啊这样看的话
看饿了
买个好麦吧
我们可以把陆军怼到日本嘴里了，好耶→↓
有心了，必须三连
靠哪一个国家近就以此来起名
值得三连兄弟们
洋人的盆子
梦之海
能不能别用墨卡托投影，真的误导人..
好评
钓鱼山
好深呐握草
牛逼
龙脉！
好像剖腹产的疤痕
是挤压吗？不是板块张裂形成的吗？
中日韩接壤
连起来是个山字
中国和日本连在一起了
北美真是风水宝地
您
海底捞本来的模样
拉莱耶，现世吧——
核废水
海底高原，没有问题
all blur
这时候就是咸水湖了 
我们这时候生活在高原了
注意这个大西洋，你品，你细品（doge）
日本人慌不慌？？
6666666
抽掉的水又放哪里去了
没有海底神殿！
台湾省细节
福州跟台湾都能通车了
这去越野不直接成盒？我寻思越野和从珠穆朗玛峰跳下去差不多啊
哇
我对陆地 海洋 地球 环境 生存 ……都有了新的认知
走路去第十一区
赞
兰斯。。。
这就是大陆板块边缘吧
板块交界处
各国海军就失业了
等一下，抽出来的海水放在哪里呀
感觉身体被掏空
真•地球
鳗鱼
精地狂喜
世界名画
钓鱼山
做个海平面上升的视频吧
亚德里亚提卡
亚特兰蒂斯
美国真是神装开局
牛
走路去东京
为什么是“东京”九十度海岭？
《我们的》
这时候我们的陆军可以直接开到脚盆了
中国： 我变内陆国家了
那么水该抽去哪呢
海水没了真的不好看了
争夺水资源战争
也就是说海绵宝宝就可以和我们一起玩啦？
all blue
我们的征途是星辰大海
海：夺笋那！
我们的！
我以为汪院士又7更新了
克总狂怒
波斯湾消失
我想看海平面上升后的样子
牛逼
抽干是不是可以逮鱼了？
船：我制啥去？？？
给你
这个项目我投了
那就湖
变湖了
台湾省好评
这不就我家门口池塘抽干的样子嘛
牛啊，牛
大陆的一部分
厉害
日本自古以来就是中国的
地球的龙脉
哪一天我们的地球可能也会变成这个样子吧
三连啦
直接收归日本
牛
兄弟们，海水下降，收复日本指日可待
马航
海绵宝宝要被发现了
直接中俄装甲集群踏平日本
海龙
这些都是精卫填的
高中地理
日本市回归祖国
初中地理
变火星
地脉/
海洋生物灭绝了一大半
可以钓海鱼了
实在没硬币了，先点赞收藏了
生长之后软流层的岩浆喷发上去，岩浆在上面凝固形成海岭​
握草 all blue
所有生物灭绝
坐等大西洲（
做成地球仪就更直观了
把水抽干，中国陆军称霸全球
洋盆，我家也有
这就是传说中的龙脉吧！
你币有了
地理人狂喜
这里应该不是挤压吧，大西洋中脊是消亡边界哦
