第一第一！
害怕.jpg
creeper？
热的呜呜呜
好可爱啊啊啊啊
劫掠者本尊
《只因》
《学校宿舍》
法老诱捕器
新概念炸鸡
小黑子，露出鸡脚了吧
小只因（指正）
【【开幕雷击】】
没想到我的世界也是小黑子
《你看我有叫吗》
隐藏的苦力怕
《名胜古迹》
《不打了》
小只因
可以吃（确信
小黑了漏出鸡脚了吧
原来你也是小黑子（喜）
《我去怎么这么多汁啊》
好耶
《法国番茄》
1.1万+
小只因儿
恼——鬼——
小鸡芜了～
1.1w+
直接把家搬过来算了（
《新手》
《漏 出 鸡 脚》
小黑子鸡脚没了吧
《名胜古鸡》
小只因
一只小只因
窗口化服务哈哈哈哈
闹闹鬼哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
《温暖的家～》
关注的up主都是小黑（bushi）
《闹闹鬼》
完结撒花～
《闹闹鬼》
鸡：你干嘛唉唉唷
？
小黑子露出()
小黑子
1.2万人
火了赞我（doge）
完结撒花～
《中西结合》
小只因儿！
好可爱
这么多汁啊（bushi）
《自给自足的自然经济》
好早好早好早
小黑子的鸡脚断了
9000+
小黑子露出鸡脚了吧
末影龙，凋零：？？？？
小苦力怕炸断鸡脚了吧
妈～不打
小只因
轻松的逃离了人间
《学习资料》
完结撒花～
《多汁的恼鬼》（doge）
好家伙，看来都在看
怎么你也怪光影（
好耶！
小只因（认真指正）
听到这个音乐我还以为47 
口音指导：花少北点
小只因（确信）
小马猴
完结撒花
你干嘛
第一个看完。
小只因（确信
多汁
聪明的番茄
哈啰～
你打不过
《你看我有叫吗》
小精灵：？？？
我的弹幕是假的
小黑子
小黑子鸡脚被炸了吧（
完结撒花！
高产！好耶！
怎么就大结局了
恼鬼：？
《水 浒 波 特》(确信
事鬼罢（恼）
《小只因》
好可爱！！！
鸡脚（警觉）
大只因儿
好可爱！wwwwwwwwwwwwwwwwwwwww
小鸡子露出黑脚了罢
好哦，完结撒花
小精灵real:勿cue
小只因！（矫正）
闹太套（？
找法老
确信：没叫
什么我坤坤的脚没了？
才看六千现在上万了已经
《吃》
小伙儿解说不下去了
耶耶耶
那是幻魔师
法国番茄
《徐大虾语录》
《哈利波特大战108将》
《你干嘛》
空瓶是我的啦
勇闯无人区（）
名胜古鸡
《名胜古只因》
唱首rap，和他掰头
？？？
小黑子鸡脚没了吧（doge）
大鸡（不
就这啊（不屑）
小精灵：勿cue
哈哈哈
空瓶是我的啦
确实
《小只因》
《名胜古只因》
我去
《名胜古迹 但是打劫》
多               汁
《我真错了》
鸡（要素察觉）
《我可不可以吃》
大虾：你礼貌吗
21级经验要是我得恼鬼一天
茄哥：小精灵，我家蛮大的。
《寄  法  灵  巧》
6
“我错了我错了”
小只因
《温馨自由》
小黑子，卤出鸡脚了吧（doge）
小只因儿
《不足为惧》
《温暖的家～～～～》
《温馨自由》
小zhai子（发出北子哥的声音
看开头知屠龙
你咋啥也吃啊哈哈哈哈哈哈哈
呜呜呜完结了吗
小只因
最好的朋友
《小黑子炸掉鸡脚了吧》
《你看我有叫吗》
小精灵都跟你走了，法老怎么办呢？
等等那个图腾是不是没捡
可爱且茄
哈哈哈哈哈哈哈哈哈哈哈哈
温暖的家～～～
血亏
1.4万加正在观看
小精灵hhhhhh
《环境很好的牢房》
小只因
《没有叫》
对哦，爷的弹幕去哪了
啊啊啊啊啊太可爱了！！！
《小吵闹》《闹闹鬼》
小黑子，总算露出鸡脚了！（bog）
玻璃牢房（确信
我还以为刚刚是回档那会装备的
《**才用近战》
空屏承包
只因脚没了
古宅
小黑子，鸡脚没了吧(doge）
哈哈哈哈哈哈哈哈哈哈
完结撒花！
《小只因儿》
《瘟 心 自 铀 》
法老：这我熟啊
好耶完结撒花！！！！
漏出鸡脚了
小老师！
好可爱啊啊啊啊
《番茄胡说》
好东西(物理)
《 冥 胜 古 寄 》
小鸡子露出黑脚了吧（
空瓶是我的了
便民窗口
温馨的牢笼
《嘴脸》
《啊》
homo(恼)
@小精灵real
啊啊啊轻灵，好可爱
家（F）   换个地方坐牢（T）
小黑子露出鸡脚了吧
《温馨自由的家》
小窄汁
好耶！
7min！
打不过打不过
好早！！
复旦之光の劫掠
亲民
今日乳法（1/1）
《就这啊》
《瘟熄》
大家就当无事发生
完结撒花～
厂花！
关于来的太早没有弹幕这件事
小只因（幻听
小精灵：我谢谢您嘞
哈哈哈哈哈
《仔细看，这个男人名叫小帅》
！不是你给他们的嘛（恼
《味道室》
所以你为什么要拿着铁栅栏
恼怒的老六——萌新的噩梦（doge）
改名孙权（确信）
呵，男人的嘴
s
真。人参
小鸡*
《不足为惧》
小黑子炸断只因脚了吧
《小闹》《小吵闹》
《自    由》
为什么哪里都有cxk真的有点烦 影响观感
小精灵：我真服了你个老六
好家伙，印堂发黑，还秃头哈哈哈
番茄能分清自己和西瓜瓤吗
？
《太没礼貌了》
完结撒花～
已超越百分之八十的玩家
我也好早！
让我看看！！！！
坤——坤——
《温馨自由》
《弹幕都说打不过》
《好东西》
《伏特加》（空耳
汪！峨眉精！
47的bgm！
水精灵
鸡
那是剪辑跑酷用的（doge
哈哈哈
温暖的家～
营销茄
书籍是人类进步的阶梯-
完结撒花～
《滓铕之家》
我叫茄哥，我这里有小面包
谁？
牢房！（确信）
囚禁小精灵，笼子还没有之前的大，屑茄茄
他居然找到了隐藏房间！
《小黑子炸出鸡脚了吧》
《小zhai只》
完了，打不了篮球了
（自由）
荔枝一点
好可爱
小黑子，鸡脚被炸了吧（
闹太套
《温暖的家》
《温馨自由的牢房》
《关于我关注的阿婆主都在乳法这件事》
(新概念非法拐卖小精灵)
有类味了
《温馨自由》
小坤
日常怪光影（？
完结撒花～
牢狱之灾
完结撒花～
哈哈哈哈哈哈哈哈
完结撒花~
啊对对对
坤——————————坤——————————
好朋友!（超大声）
可爱捏
岷叔：我的我的
《茄游记》
《瘟  刑  殖  忧》
那玩意用来装B的（doge
关于我关注的up都是小黑子这件事
怎么到处都是小黑子啊（
好棒，吃西瓜！！
《他丫的》
怎么连卫道士都是小黑子
早
《老闹闹》
还真逃了（doge）
《温馨》《自由》
只是你跑得太快人家追不上了迷了路
梦幻联动（bushi）
完结撒花！
漏出鸡脚来
2w+
《小精灵》
欢迎回来！
采光好的牢房哈哈哈哈
好可爱哈哈哈哈哈哈
好像更像牢了（
瘟     腥     渍     铀     的     痂
小精灵：刑？
伏特加（bushi）
《 轻 松 》
买了，孩子很爱吃
《温馨自由的家》
《文      物》
《温馨自由》
他真的上瘾了
《自由》
小只因
小番茄
泪目了
名胜古寄
2025年前来考古（dog）
2.1w+了
2.1W+
《我 可 不 可 以 吃》
可能还有一位小精灵在水里
孙权：？
花荣：？？？
小番茄
好可爱！
温馨自由
《展示柜》
东c啊（误）
把这里拆了是不是就能实现木头自由？
鬼！（恼）（确信）
指监狱（bushi）
轻松地复活了
《温馨自由》
《瘟衅孜嚛》
好耶
瘟   锌   虸   铀
看着铁栅栏我就觉得不对劲了
《瘟衅嗞幽》
明明是你给别人的
《自由》
好耶！！！！
完结啦———
《自由的家》
来咯
恼鬼：？？？
注意看，这是一个番茄
小只因
皮皮鬼
只因（警觉
《家》
killer queen 第三炸弹 败者食尘
《新手》
梅开二度
霸占空屏
铁窗泪
欢迎回来！
换个地方坐牢是吧
《面包泡水》
《温馨》
《小花少北》
《小伙没了》
完结撒花！
《监狱》
但凡我能看得清，也不至于一点都看不清
《名   胜   古   鸡》
只因脚（指正）
没有灵魂的“注意看”我不是很认可（
好可爱www
乳法茄最终成法（doge
轻松回城
《自由》
《自由》
黑手
v悦灵！！
《  囚  禁  》
此时的茄茄还不知道，这里有一堆藏宝藏的地方，而他全错过了
妈妈！我出息了！！
小只因儿
孬鬼
温暖的家~
皮皮鬼（bushi
只因脚被你炸断了
《温腥》
小精灵:就这样吧，当时就应该听那两个的
不足为惧啊！（破音
为啥不多带几根绑
好耶
《制诱》
变相修脚（不是
《溫鈊》
好可爱！
《原形毕露》
名胜古寄
温暖的家~
面包蘸水化了是吧
《瘟衅 渍疣的家》
《自由》
《温馨自由》
新的牢笼
完结撒花～
鸡脚
《温馨自由》
盗窃文物（确信
黑子快乐屋
小黑子露出鸡脚了吧
好可爱！
应该用AI人声更对味一点哈哈
《温馨字由》
《瘟锌眦铀》
来咯
啊对对对
《   炸    鸡   》
仙灵
但凡此时后面来了只苦力怕...
小黑子
小精灵：不是你自己给我的吗，怎么能叫偷呢
换个温馨的地方囚禁（不是）
《温馨自由的家》
悦灵
五只小精灵和一只果蝇
番茄可以吃啊（即答）
《更小的笼子》
《闹鬼》
好耶
闹鬼
《温  馨  自  由》
番茄男妈咪 贴贴~~~~
2.4万人
给精灵哥一个法老（doge）
《自由》
《你看我有叫嘛》
温馨自由：指关在笼子里
让我们调高亮度，为up助力
恼了
出现了，博学茄
啊，这就大结局了，没看够，可以出番外吗
温馨自由，指转移监狱
好可爱！！！
好可爱！！！
唤魔者：那我走？
悦灵
《温馨自由》
皮皮鬼（bushi
《原形毕露》
恼鬼：你说什么？
2.4万
《温馨自由的家》
每日乳法（1/1）
只因
哥，咱这是直播（doge）
《好多人啊》
《你看我有叫吗》
114514
刚被放出来又被囚禁了（
小黑子
达成成就：获得好homie
《瘟腥渍油的家》
《轻松地重生》
《自由的家》
注意看…
鸡:你干嘛~哎呦
？？
近战的尽头是远程
好乖
恼鬼：“这洋柿子怎么直接投降了，法国洋柿子是吧”
《瘟辛眦蚰》
自  由  自  在
《温馨自由》
指小一点的牢房
攻击力不高？
《太好看了》
疯狂的赛车
错了但是错的不多
？新的牢房
味儿太冲了
《五只陈峥宇》
“光影”
找到一个一个一个一个好朋友啊啊啊
《读书人的事，能叫偷吗！》
《蘸一下》
《温馨自由》
温馨自由
瘟锌滋莸
完结撒花～
温馨自...温馨的家
第一次这么近！！！！！！！
楼上老茄
好好玩哈哈哈哈
完结撒花~
离谱
《温馨自由》
《面游记》
唤魔者：原来我是卫道士
《溫馨自由》
好东西（指creeper）
名胜古只因
从一个监狱来到另一个监狱
《蟹不肉》
嗷呜～
精灵：茄...茄哥你...你干嘛啊
好可爱
《如果我能看得见》
恼鬼：你最好没事
creeper？
我也想看
温馨字由
《温 馨 自 由 的 家》
直播我在现场！
法老诱捕器那个哈哈哈哈哈哈哈哈哈哈
确实确实
《小坤》
暗藏玄____（2分）
泡面包吃
shi fen zhong le
好可爱！
啊啊啊
mc有这东西？
《自由》
闹闹鬼哈哈哈哈哈哈哈哈
PS:花荣是男的，之前就有xxs搞错
是遇到的
《刎心》
温暖的家～
米式自由（doge
恼鬼是我“投降”的产物
来这个面包请你吃
《温馨自由的家》
仙 灵
噢噢哈哈哈哈
小黑子没法露出鸡脚了
这回真营销号了哈哈哈
flag已立
好可爱wwwww
《鬼鬼》
纯狱风（doge）
监狱条件甚至更差
《小吵闹》
《温馨自由》
看你手里的东西就知道没好事
"welcome to ""world ga"""
《应该是没三楼的啊（确信）》
那为什么不换个光影？
温暖的家～
那不是唤魔者嘛？
我擦   尼尔机械纪元的歌
小孩子才做选择，我2个都要！
梦幻联动
完结撒花～
tnnd生姜为什么不装备到副手！看得我好急
杰哥行为
《小鸡子炸掉黑脚了吧》
十分钟，还行
你鸡哥厉不厉害？
坤jio~↑
完结撒花
《温卵的家》！！！！
嗷呜——
陈蒸鱼：nm
《温馨自由》指手上拿着铁栅栏
哈哈哈哈哈哈什么法老诱捕器
卫道士:“你tm偷我瓜是吧”
3.2万＋
是为了纪念练习时长两年半的只因
好耶
《应该是没三楼的啊（确信）》
花荣！
《小只因儿》
《回档 回档》
今日乳法（1/1）
《温馨字由的家》
“回档”
《换个地方继续被囚》
首页通知书
《嘴撵》
耶！
《温馨字由的家》
《中西合璧》
《温馨 自由の家》
呀哈
《温馨自由》
3.3万！！！
mm我出息了！
刷末影龙的没听到是目前遇到的吗个那刷
小黑子
只——因——
您完全不看末影龙是吗［doge］
蚊子（确信
又是一次完美的潜行（doge）
《自由》
《小闹》《小吵闹》《闹闹鬼》《老闹闹》
瘟衅，胾忧的家
《不打近战》
《水浒传》！
《开会》
可爱滴捏
偷我瓜是吧
法军武装
读书的事那能叫偷吗
不！！
《精灵点水》
完结撒花！
村民：？？
还想多看点，这么就结局了
闹
这个是悦灵，当玩家丢给他东西时他就会去找到与玩家给他的物品相同的物品
惊现小老师
《两面三刀的洋柿子》
可爱捏
《你看我有叫吗》
换一个地方囚禁
鬼！（恼）（确信）
我以为小精灵自由了没想到换了个地关着
挺冷的
这就大结局了？
《你看我有叫吗？》
《好朋友》
好早
《展示柜》
太可爱啦
《窗口化服务》
拖码头的老年生活（确信
awwww man
哇哦哦哦哦哦
资本家的谎言
可爱捏
好东西，指苦力怕（doge）
找法老（
关于我关注的阿婆主全是小黑子这件事
《能屈能伸》
唤魔者：原来我叫卫道士
呦，赶上了
好耶！！！！
空屏承包切切！
莎普爱思滴眼睛啊！（doge）
悦灵：帮玩家拿东西的（言简意赅）
《只          因》
so we back in the mine
被他们的可爱俘获了嘛哈哈哈
完结撒花~
想看哈利波特我给你吧我作为一个资深哈迷
2030年前来考古
可以给悦灵绑定音符盒让他们不要乱跑
是否使用滞粘键
叫老农恼怒闹老龙
好耶！
小只因～～
妈妈我出戏了！
这是啥啊没见过啊
印 堂 发 黑
可爱！
被花少北传染了？
疯狂的赛车？
这还不如林地府邸的牢房 
stm法老诱捕器哈哈哈哈哈哈哈哈
《我去 怎么这么多汁啊》
小伙 回档
指露天囚禁
《好朋友》
闰土模拟器
但是容易走丢（别问我怎么知道的）
反复横跳（）
所以我不太了解有这么可爱的朋友为什么还会卸载··
几万人正在看
这是吃了多少荒野求生视频哈哈哈哈哈
晓仔汁
《小只因儿》
《我曾经有个好朋友》
对对对，无比的霸气
给你建一个瘟腥龇忧的新监狱（doge
温馨自由（指再次囚禁
《哈利波特与水浒传》
《新番导视》
请你们吃
闰土模拟器
2.2万+
悦灵真的好可爱！
好可爱啊
完结撒花
考古的你时空穿梭者的身份暴露了！/抓/doge
礼貌恼鬼：你吗
俺也一样
来晚了呜呜呜
温暖的家~
还不如原来的呢
小精灵：换汤不换药啊，脸都不要了
钻块是不是没拿
换了一个笼子
轻松的逃离了人世
《暗 藏 玄 鸡》
对对对，无比的霸气
日常乳法
内部人员：我挺无奈的 开着会就被弄shi了
好耶！！！！！
瘟刑渍油
妈呀
我的评价是不如玻璃
好早！！
《新监狱》
点赞xdm
无主之地是吧
禁止乳法 乳法哒咩
闹闹鬼哈哈哈哈哈哈
你有没有树脂啊！（半恼）
哈哈哈哈哈小精灵
小“只因”
4.2万人
《无情鬼手》
《知法犯法》
《换汤再次不换药》
《注 意 看》
没有注意看我不是很认可
《你看我有叫吗》
有只小只因
awwww man
继续囚禁（bushi
小伙在神间发现林密古宅
标本箱
《小脑鬼》
弹幕嘞
让人恼火的鬼
16:
跋山涉水的换了个地方被囚禁
完结撒花
光影：别来沾边！
so we back in the mine
红眼果蝇和他的五个小精灵（
小只因
完结撒花～
温馨自由的囚禁所
是否使用粘滞键
完结撒花～
小翅膀好可爱
不是键盘声，是bgm自带的雨声
此时的小精灵打了个喷嚏
我又错哪了？
Tennessee!
~~~小~~只~~因~~~
juicy
《变色龙》
妈妈我出息了
嘴脸
法老连夜在家楼下超市把面包买断货（bushi）
众所周知，拿在手里的就是可以吃的
可爱捏
芜湖～
怎么就完结了啊呜呜呜
萌新提问，这个是什么生物？
出息了
高级合金铁栏式别墅
《注意看这个男人，他叫小茄，仅用面包就拐走了悦灵》
我好早
完结撒花
皮皮鬼（doge）
闹太套（有端）
《让人恼怒的鬼》
？？？
寒冷狭小的牢房
哈哈哈哈哈哈
小安粒？
鸭妈妈和五只小鸭子的既视感
窗口化服务笑不活了哈哈哈哈
《名胜古只因》
卤出鸡脚了
《秒》
完结撒花
4.6万人
光影：关了吧，没意思
温暖的家～（串台）
《杰哥行为》
小只因
蟹不肉
跟小精灵better
可爱的
2030年前来考古
小黑子露出鸡脚了
《注意看》
《风仙灵》
温暖的家
儿化音的错误用法
两只小精灵：那是另外的价钱
恼鬼:原来我叫闹闹鬼
好可爱啊啊啊啊
不捡生姜
《多汁》
小番茄露出鸡脚了吧
《轻松》
《自 由 玻 璃 》
温暖的家～（对不起串台了
好耶
记住这句话，后面要考
《暗藏玄只因》
小精灵
啊！秋咪~
恼鬼：你是没有记忆吗？
美式自由
斧头破盾
你给小精灵什么，小精灵就会帮你捡什么(下矿很好用，用过都说好！)
gold bottle 霉？
啊对对对
《林  地  黑  帮》
法老：这我熟啊
好耶
开启零元购
《你看我有叫吗？》
《你看我有叫吗？》
你干嘛~~~啊哈
2035年前来考古
小精灵还可以圈养哦
20
新的牢房
读书人的事情怎么能叫偷呢？------孔乙己
哈哈哈新型牢房
注意看！这个男人叫小帅
《小只因儿》
耶耶耶耶耶
鸡！！！
无主之地狂喜
怎么哪都有法小粉头啊哈哈哈哈哈哈
没啥区别啊
好可爱！
这是悦灵
《冥剩骨寄》
法老：不是？
《完结撒花》
我的作法：把他从天花板拆掉，连地板都不剩
味道士
动物园吗这是？
《可不可以吃》
呜啪
温暖的家～（高斯音）
热知识：这种小精灵可以驯服，帮助玩家去收集物品，会跳舞，似乎喜欢曲奇
热知识了吧
冷知识，小李广花荣最后自缢身亡
5万+
无主之地玩家狂喜
无主之地乱入
《能屈能伸》
5W的兄弟们你们好
你真善良，用的不是栅栏跟拴绳
《呼吸不到的新鲜空气》
完结撒花～
高产の茄
纳米弓箭，小子
《我去怎么这么多汁啊》
好可爱
《只应脚》（bushi）
钙奶饼干（山东人即答
为什么不给薯条doge
《专业营销号》
变脸比翻书还快
仔细看眼前这个人叫小伙
1单元（确信
刚放学回来就更了！！
《我错了》
每日怪光影（1/1）
《5万+》
籽岷：？？？
切切不会还不知道有夜视药水这个玩意吧（doge）
《小黑子你露出鸡脚了》
蟹波
5w+！
秃头？快跑！！是47！！
唤魔者：？
哈哈哈哈哈哈好可爱救命
悦灵:？？？
《小只因》
awwwman
5.2万+你们说说话
好耶
小只因
好耶！偷马头更新了！
前面的，这是1.19新更新的轻灵，可以给你拿掉在地上的东西好像
这是新更新的吧
《当小偷开了个营销号》
《哈利波特大战进击的巨人》
坤哥！！
刚放学！
我读春秋的
番茄的记忆只有七秒
温暖的家——
茄茄声音好可爱！！
5.1W+
我以前在三楼养鸡。。
老闹闹，这鬼随你姓了？
完结撒花～
小蟹补肉
《生姜》当然可以吃
《从零开始的寻找one piece之旅》
大虾的口音
最后发现，还是一把火烧了这里最划算
小精灵：嘴说给家囚禁我，我的心里一团火
嘿嘿，小黑子露出鸡脚了
拾精不眛
完结撒花！
《我去怎么这么多汁啊》
番茄咋也会乳法
《全炫在嘴里》
一
坚守者：？
5.1万人
好可爱啊啊啊啊
小鸡！！！
赶上了
《秒》
《闪击番茄》
小老师：？
复旦高材生
好家伙 连我的世界的工作人员是ikun
逃 脱 升 天
5.1万！
去抄家偷东西还说受害者没有礼貌的屑茄
只因
还好番茄是电脑版，要是手机版直接卸载
注意看，这个小伙在林中。。。。。。
《插翅虎智救救世主，豹子头埋伏伏地魔》
我的好厚米（bushi）
只––因––
小黑子还是断了鸡脚是吧
还有一个阁楼。里面有两个箱子。
小只因
给你个面包，诶它有了个面包！
好，我看开头直接盲猜林地府邸
我可爱呀
?
苦力怕你有没有树枝啊！
小鸡
换个地方囚禁
劳烦
小跟班
好像营销号哈哈哈
换个地方囚禁
温暖的家（高斯语）
小傲（空耳）
好可爱www
蘸一下蘸一下哈哈哈哈哈哈哈哈哈哈
《豪华监狱》
热知识：吴用和花荣自缢于蓼儿洼
请分析这一幕下雨的作用（六分）
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈太可爱了
名胜古只因
但是在我们茄村依然要让你被囚禁
《水精灵》
听着所谓杀手...
好可爱！！！！
新英雄“番茄箭手”上线啦，快来抢购吧！！
实力式怪光影
gg格格茄
可能是拿去给法老了
妙啊！！！！
完美继承并发扬某幻的起名学
《瘟焮》
格格茄
把好朋友关起来了
可爱！！
恼鬼打人真疼
他真的很努力在装萌新
快丢个阿瓦达啊快啊！！
看我不把你们给你们sa喽
这个梗是出自《疯狂的石头》
怎么就大结局了啊？
《番茄说剧》
热知识 拿破仑攻打普鲁士仅用十八天占领柏林
《小只因儿》
血压上来了
这么快就完结了吗？我还没看够（悲）
刚刚！！！！！！
好可爱哦
好家伙，二度囚禁是吧
哈利水浒传（确信）
好可爱啊哈哈哈哈
《番茄的一万种做法》
你打不过（配合）
《特制牢房》
小黑子露不出___
参观展览
《 生 姜 》
好可爱！
铁门铁窗铁锁链
调皮鬼（确信）
名胜古寄
高级牢房
1080p？
好像在现场
可爱捏
精灵：还不如回到我的牢房
《哈利波特与一百零八个壮汉》
《老闹闹》
《水精灵》doge
《臭名昭著的BIG》
每周必看
三百六十五里路呀～～
00：01
《老闹闹》
看不见我看不见我.......
《多只》
光影：为了面子而怪我，我的心里一团火
五万+
《*子才打近战》
《多汁》
5w+
他好温柔
寻声守卫：？
就tm你劈我瓜是吧
番茄当然可以吃啦
《仔细看，这个男人名叫小帅》
这是一个一个一个（恼）鬼！
我这里刚好有些面包
恼鬼(恼)
茄错过了一堆金块和钻石块
皮皮鬼
牢房反而更小了 
真的好可爱呀
五万加，这人数就离谱啊
小黑子露出鸡脚了吧
图腾啊啊啊啊啊
《会易逝》
你给路打油
好可爱啊哈哈
味太冲了哈哈哈哈哈
好耶！！！
但凡你做了夜视药水
高情商：想读书 低情商：拿回去给附魔台
金胡萝卜
《两个陈峥宇》
扒手小精灵
杰哥既视感（doge）
好可爱啊啊啊
哈哈哈好可爱啊！！
还键盘了
小只因儿
完结撒花
《你看我有叫嘛？》
好耶！！！
《 高 级 监 狱 》
5万人
林地三楼有个房间里头有钻石块，他没入口但是有窗户，所以.0.
小鸡脚，炸出黑子了吧
小黑子炸断鸡脚了吧！
打包带走
好耶！
所谓杀手
小黑子鸡脚没了吧（doge）
游戏之泰拉MC
声控
《拎包入住》
来到了另一个监牢
小精灵：有人会记得自己吃了几块面包吗
4.9w
哈李波特（确信
《炸鸡》
