三连了
厕所一蹲，灵感瞬间涌出
邓紫棋：有被侮辱到
高漫
/\
绘王
不敢点赞，怕被卖课的同行看见搞下架
想问一下画画的时候老是会被卡笔变成吸色被打断线条怎么办啊啊​
良心太太
夹吃灰
高漫累
谢谢up
绘王+1
我的数位板还在吃灰呢
跟我一起念邓（bei）紫（京）邓紫棋
我用sketchbook扣出来的
我用平板画的
你币有了
啊这萌新一个..买的新帝数位屏昨天刚到了....
向导
高漫yyds
友基加一！
进收藏夹吃灰去吧
太对了
吃灰吧
这位美女是Vlada
李小狼！！小樱！！知世！！
有想法画不出来可太真实了
woc我爱了一千级
我用的是绘王!!!!!!!!!!
高漫可以滴！！
卧槽 学一年都学不完的
高漫+1
咕咕咕咕
这收藏就离谱
草，第一张图我还画过做练习
请问有哪一位兄弟完整的看完了
收藏永不停止
逗豆打卡第一天
审核的眼泪
先收藏在看
平板可以画吗
啊喂，我昨天才下单高曼(T＿T)
满屏高漫笑死我了
吃灰吧
高漫
ipad+pencil可以吗
我的天啊
同款板子ヾ(◍°∇°◍)ﾉﾞ
看着好厉害1000集
这么分层次的教学我爱了爱了
用iPad可以吗
procreate可以看么
高漫加一
1000多个看十年
我PDD买的高漫  不过不知道相比其他的板子哪个好用
审核的眼泪，哈哈哈哈
高漫+1
这个很不错，赛梵高
哈哈杀了我吧
？我觉着高漫新手完全够
收藏30万。。。。
友基+1
兽圈牌面
水军？呵呵正巧我刚买的就是高漫1060pro
绘王绘王绘王
学原画的老师用的绘王，他给我推荐绘王Gc610，还挺便宜
绘王绘王
要苦学
先去学素描
26位兄弟们.你们好呀
没办法，高漫真的便宜
牛逼直接给你三连。
169元的高漫路过
我一键三连了，但是还是去收藏夹吃灰吧
这画的挺不错的啊(...)
高漫加一
1060PRO路过hhh
看时常进来的举手
冒死全部下载。
@邓紫棋
去我收藏夹里吃灰去吧。
必看
学习领会
我买的就是友基的，120大洋
只会画火柴人的还有救吗
我超 熊
高漫 可以连手机 所以我买的高漫
哈。
先收藏了再说
其实刚开始真的可以买个高漫等便宜的，因为买了就会发现根本就不会动笔，吃灰产品又多了呢
你敢录，我就敢学
我也用高漫，其实不同牌子压感也差不多，便宜硬道理
听说有1000集的教程，特地过来放进收藏夹吃灰，顺便三连
高漫
wc
啊啊啊邓紫棋
邓紫棋哈哈哈哈哈
解解
打卡1
打卡1
高漫便宜都是年龄小的买的多，其实性价比还不错。不过确实比不上贵的
友基在此
哈哈哈哈哈
吃灰去吧
高漫
比如：上课时
想问问我穷的只有平板怎么办
高漫+1
水军？
笑死，一千集
高漫
1000
在抖音我以为是假的，万万没想到啊
高漫
谢谢从某个某个平台来的，感谢up的视频
很难不三连
去我的收藏夹吃灰吧
高漫1060pro
收藏吃灰去吧！
高漫
我连平板都没有。。。。
有大佬推荐吗，我小白中的小白
插个眼
好家伙，听说有一千集我就来了
牛逼
真的从入门到入土哇
从入门到入土哇
优秀
太狠了这时长牛啊牛啊
这次一定
只有平板就…
友基
请收下我的膝盖
滚进我收藏里吃灰吧
高漫真香
i了
给我吃灰
为什么我看的只有28集？
高漫1060，泡泡面老好用了（doge）
棒棒棒
高漫
数位屏
吃灰吧！
我是Wacom
画到对自己绝望
这个山顶洞人应该是按邓紫棋画的。。。别问我怎么知道
从入门到入土
懂了画这个
高漫怎么了
哈哈哈
。。。。。。
这也太牛了吧
从入门看到入土
快去我的收藏里吃灰
woc真的一千
去我的收藏夹里吃灰吧。
三连了
吃灰吃灰
我生日别人送了我一个右边品牌的那个
高漫1086
我的天
收藏夹吃灰吧
高漫+1
其实高漫还不错
哈哈哈
高漫加一
众所周知收藏=学会了
我买的友肌
满足xp加一
绘王不配有姓名吗？
这视频集数 厉害了
艺考生画了对联考有帮助吗？？？
真的1千，牛批
肝死我
收藏夹吃灰提现的淋漓尽致
 我直接三连
收藏吃灰吧
？令人窒息的课程数
直接影拓pro拉满
刷高漫的群号发一下呗
这是那个1000集的吗？
高漫两个
我的天哪
板子买了！我要看完它！！！！
高漫加一
打卡1/1000
卧槽1000
就很真实
草这个电脑前的是我
太牛了 博主
高漫
我也正好是高漫
146-154
收藏从未停止，学习从未开始
打卡1/1000（怜
夹吃灰
是我了是我了
为了我的狐狸idol
收藏比点赞多就离谱
画表情包呀
高漫M6
画技差的其实不要买手绘屏。因为你配不上它
我是鼠绘。。。
我用的绘客
三连了
向导是你吗向导？
宝藏啊
高漫m7性价比好超值
绘王+1
高漫+1
卢本伟那边
woc
+
+++++++++++++++++++++++++
素描好难！！！！！！！！！！！！！！！！！！！
高漫yyds
我是学校发的，高曼
哈哈哈哈哈哈哈
高漫+1
文彩的有吗？
谢谢您
马老师
新人随便买
听歌
学板绘先学画表情包
1000.。。
打卡1
上课时的教室
原来刚刚那个是邓紫棋啊，我还以为他在画元谋人或者北京人……
我穷的只有手机加数位板
进来收藏夹吃灰
77，8
wq
哭晕，我花一万块买的网课还没up主讲解详细，真相见恨晚
有基
高漫刚到手
每天都感到愤怒！我怎么这么咸鱼
说实话我也用的高漫，因为便宜哈哈哈
没有灵感，去厕所蹲一蹲，管用
画本！！！
高漫
收藏从未停止 练习从未开始
高漫M6
数学课 绘画灵感来源 
全体目光向我看齐
吃灰吃灰
全看完我是不是就成功了
高漫加一
咱就是说这辈子有没有可能看完
高曼
右下角这糟糕的形状
哈哈哈哈哈哈哈哈这个画绝了
这时长，不收藏不是人啊
我来了 哈哈哈哈
哈哈哈哈哈居然还有温馨提醒
看到这个集数，你是真想教会我们啊
看出你是真想教会我们了，反手一个三连去收藏夹里吃灰吧
让我学到入土八
高漫加n
真·从入门到入土
我是procreate
?1000
卧槽这个人牛逼
卧槽真的1000集 着收藏就特么离谱
高漫
高漫加一
我要买得起贵板子，我现在就坐在专业培训班玩了哈哈
高漫超好用的
打卡第一天
高漫哈哈哈
绘王人
嗯，马一下
信你个鬼
好人一生平安
菜手区别不大
比方说，上课
我用了30年了
一定要看完！
高漫垃圾
43人观看wowo
收藏以示敬意
看看这43.4万的收藏，有多少是吃灰的
加入收藏夹，可能会吃灰呢……
从入门到入土哈哈哈
自带手写笔
要坚持看完！！
中国人不骗中国人
高漫＋1
我现在才发现右下角有个小人……
高漫（）
打卡1
我用的是天敏的G10
感觉还可以
44万，恐怖如斯
友基真的蛮好用
哈哈哈哈笑死水军
高漫加一
把小人假发脱了
高漫g22屏
666
osu设备（
0
.。。。。。。。。
水弹幕
哈哈哈
为了成为角色设计大触，给她画画
收藏退出一气呵成
这边建议怕鬼故事的孩子们画画时听鬼故事，因为这样你就会将注意力全部集中在画画上而去回避你不想听到的东西（个人方法，仅供参考
ps和sai一起用也是互补的好办法
yj
友基+1，还挺好用的
高漫+1
nage拿平板画画的我是不是走错片场了…
不说了先三连
我收藏夹可干净了，灰都被吃完了
去我的收藏夹吃灰吧
喜欢画腐黄图，多少腐女想学
100
一千集!!!!
我买的高漫的
我发誓，跟着UP，学完1000集！！！
去收藏夹吃灰吧
1000集？从入门到入土
高漫1060Pro路过
里天下之大谱
高漫+1
1000集……够我学一辈子了
高漫
不知道画什么就画自己
我买的p开头的
看第一集就知道为什么收藏这么高了，太可爱了有木有
1000级？？？学一辈子
刷高漫的全是水军小白请注意
突然就开始拷问灵魂了
66666
？可我真的用的是高漫啊
哈哈哈哈哈哈哈哈哈哈哈哈哈
吼吼吼吼吼吼吼吼吼吼吼吼吼吼吼
这个怎么下载呀？
时长挺牛
高漫
iPad Pro
Hahaha
哈哈哈哈哈哈哈哈哈哈哈哈
高漫m6
1000多个
我也高漫
我也是用的wacom
我用CAD画的 
就冲这个收藏量我服
就我一个穷鬼用绘王吗？
原来是用数位板画的，我一直在想鼠标怎么做到的
星期五？
码住学习！
令人偷税
饿死大楼偶像们你们看我容易吗
sai真的比ps好上手很多
纯新手用高漫确实可以啊，入门款的便宜
我都是用的基友
接稿就行了
1/1000
就我是procreate 吗
高漫+1
我的天哪，这是个什么超级大别致，被我捡到了
水军竟是我自己
高漫探头
收藏夹吃灰去吧
高漫+1
没灵感就去洗澡哈，一洗那就冒出来了
哈人。。。
收吃灰
这北京人画的真还原(指的是历史书上那个北京人)
我天这么详细的吗？
我买的高漫吃了两年灰了
真就冒死上传是吧
高漫+1
老八：粑粑
高漫M6
woc一千级吃灰去吧
up主用心了
+
wacom挺好用
收藏夹吃灰吧
救命啊千万不能吃灰啊~
高漫+1
去我的收藏夹吃灰吧
电脑带不动ps怎么办？
高漫1060pro
郭碧婷
只能说，nb
友基也可以连手机啊
把自己给画破防了
高漫+1
吃灰去吧
北京人即视感
绘王+1
1/1000
神仙up主
啦啦啦
我的人生目标就是学会画画doge
收藏夹吃灰吧
为啥不叫基友
哟 这不是小狼吗～～～
Wacom一个
高漫加一
水军？？我确实用的高漫啊
procreate可以吗
收藏夹:拿来吧你(吃灰)
up主NB
一键三连进收藏，三年两载灰漫仓。
高漫yyds
吃灰吧
便宜
我也用的高漫
直接三连
用什么软件呀
我靠我报班前怎么就没看见这个
高漫的笔容易坏，别问我怎么知道的
画二仙桥
天敏（小声）
高漫
1000集牛逼！
自学画画，我要画洁洁的小狐狸
画老公啊
绘王数位屏+1
我买的高漫感觉不好用，不过我是纯玩！
没钱买，用的我哥的wacom
可我是手绘诶（笑）
税板
刷了好几个回来，YYSY，没啥用
代码写错不一定能运行，画画画偏了往往就形成了一个画风风格
高漫+1
让别人感到快乐
wacom加一
这个时长是认真的嘛
收藏夹吃灰
TH讠NK
区区1000，等我数位板到了，征服给你看。
高漫
高漫m6
吃灰吃灰
画衫-！！！！！！！！！！！！！
可以用sai，如果带不动的话
我用鼠标
窝    趣。。。
我….凡画
昨天买的高漫
不行了笑的肚子疼
我的是高漫
xp pen
怎么收藏
 (*꒦ິ⌓꒦ີ)
有平板可以吗
感谢大大~~
背景音乐太吵了！！！
一般
跟着up学习第一天
我也高漫
啊但是我不是水军阿我是当时看用的人挺多的。。还没用过另一个牌的。
高漫加一
小白刚入手高漫M6
我不需要
考场
我用高漫SN540
啥？画画的环境？反正我快搬家了，搬到新家以后再看吧
俺来了
那些软件根本没有啊
up看弹幕了...
15个人好
这很好画啊
就没绘客嘛
高漫加一
我wacom不配吗
绘客
wacom
好家伙
嗯，天都黑了怎么还没放完？一看选集好家伙！贊
嗯，腿麻了站不起来了
嗯，我现在在蹲坑？你在边上？
看到这么大的收藏量，就知到了
高漫
哈哈哈哈哈哈哈哈哈哈
从入门到入土
友基永远滴神
++
？？？？
画的不好确实会愤怒，例如我
我有生之年能看完吗，看完能成大神吗
我的画画环境：自习课的教室，考试（dog）
好家伙，直接1000集
真1000啊
高漫加1
感到房奴
收藏从未停止  行动从未开始
作者大大辛苦了
俺有一个两岁的高漫
就比如上课的时候的教室[dogs]
欢迎来到镇站之宝
电脑带不动ps，哭了，用的sai
高漫
？就是买的高漫怎么了
没钱，刚手绘转板绘买高漫怎么了
高漫
高漫
、
去我的收藏夹吃灰吧！
高漫
买了和冠的影拓吃灰，看了视频决定练起来
很好，进我收藏吃灰吧
我擦，一千集，看到啥时候
1000集  跪了
绘王
夹吃灰
我也是高漫的
怎么下啊，是下载正版还是破解版
哈哈哈哈我就是买的友基诶
1000
必须三联
《比较好》
吃灰系列
我刚报完课程 就看到这个
刚想收藏发现已经在收藏夹吃灰了
友基yyds
说报课和领笔刷加群没回应，答领笔刷加群呗拒绝….
手呢
水军草，怎么看出来的（我是prablo）
收藏了=学会了
收藏从未停止，练习从未开始
请问有人能活着看完这全集吗
直接上PTH-660K1
哇靠够我看3年
阿这 水军竟是我自己
有能耐时间才行
收藏夹吃会
马老师
=
收藏夹吃灰去吧
收藏了等于学了
没十年传统手绘基础，板绘就是玩玩
上课的时候
自己研究会了视频还没看完
还是
还是Wacom吧别的算了
哈哈哈哈
呃太真实了全中了
看时间下载
我用的天敏
为啥啊....我周围好多人都用高漫啊  除了大一点我觉得没差呀
吃灰去吧您
wacom
离谱
真想教会我啊
有机画板（误）
我去！我居然收藏过？
进藏灰
我用的高漫
哈哈哈哈哈从入门到放弃
我也想要表情包哈哈哈哈哈哈哈
高漫一百多的
我不是水军，我真的是用的高漫一百多的那款！
审核：从开申到退休
高漫
基友好，好基友
一千集
我的高漫1060Pro
高漫1060
1000集啊！up主太有心了
xp-pen
有一种尴尬，是我想收藏的时候已经收藏了
可我也买的高漫啊我觉得还行
哈哈哈哈哈
收藏夹吃灰！！
2022年4月15日
400小时
用krita，开源的
高漫+1
高漫
这惊人的收藏量
我的是macom
打错了。。（尴尬）
上课画画就很好，锻炼反侦查意识
我之会火柴人
离谱，我翻目录都翻好一会儿，牛逼
恐怖的收藏量
吃灰去吧
高漫怎么了？？？我觉得挺好用的啊，对一个新手或者业余爱好来说
怎么就水军了，不敢苟同
还有电脑带不动ps的???
大胆
来了
大胆我超！
高漫yyds!
可怕的收藏量
点进来发现自己收藏过
",,,,,l"
我只喜欢手绘唉
用基友
哈哈哈
不敢画自己的推，贼害怕画丑他。。
M6高漫+1
入门确实高漫就行了，不过我感觉最好的还是wacom，yyds
神仙up主!!!打卡（1/1000）
1000集！！！
说的好我选择高漫
高漫加一
高漫
真的一千集
wacom4100
我也用的高漫啊，确实性价比高，怎么就是水军了？
高漫YYDS
高漫
哈哈哈哈哈
高漫真的好用
300左右就行
有机狗都不用
哈哈哈哈哈哈哈
就是！！！我学素描的时候画到崩溃画着画着画的人都带有愤怒感哈哈哈（？
就是这个
好耶我爱ps
我想到了。但是画不出来。
画出来的。和想象的不一样。
我的是高漫。。
这个好啊
高漫系列特别良心，非常建议学生党买
小狼！！
噢耶，4个号一起三连，我真是个天才
画的克苏鲁风格
吃灰去吧
这收藏量就入土
新人建议一步到位买cintiq
1000集666
鴂
筋膜抢ctrl z
什么？基友？
哇哇哇感谢up主！！！
绝对最牛
高漫
绘客弱弱探头
这个课在哪里啊
我也是买的高漫啊，好像是最便宜那个，才94，够我用了
想的跟画出来的不一样
你好
高漫
坚持看得第一天
太真实了！！！
哈哈哈又是这个图
cacom6100
马老师YYDS！！！
高漫
我去900集看果然没大佬留弹幕
打开第一天
绘王才是性价比之王
邓紫棋？！
绘王
小狼！！！！！！
7
喜欢帅哥
戳到痛点了
开始学习！！！
陈夫人开始学习！！！
画夏鸣星
高漫系列真的牛，我用了一年多了，还没坏，关键是我买的时候才九十多块钱
绘王探头
这是邓紫棋
ps要钱吗？
天敏
审核辛苦了
别骂了
哈哈
收藏，退出，一气呵成！
我买不起怎么办
夹吃灰
去吧收藏夹！
我想把梦画出来
永远的ctrl z
全弹幕的·高漫
害怕...
你再骂
叩谢大恩
真就1000集
我喜欢女孩子
啊对对对
加油！还有999集......
1000p牛啊
安海打卡第一集～
泪目了
做好听课
高漫高漫！我不是水军
高漫1060在这里～
高漫
高漫
我不是水军。。。。
我擦
高漫
《每周必看 》
打卡学习
收藏夹吃灰去吧！
去收藏夹吃灰吧！
先进去吃灰
哈哈哈哈哈哈哈哈哈
绘王数位板＋1
美男
高漫m7
苹果iPad可以吗？
我看这个到很愉悦
关注了
如果不是我瞎了的画，好像是400个小时....
先吃灰！
吃灰
高漫1060确实不错蛮便宜的
高漫便宜但是笔头很晃
高漫1060
先进收藏夹吃灰吧
高漫呜呜呜很实用
高漫+1
我想画我的oc
krita不好吗
1000p就离谱
滚去吃灰
1/1000
7天画完11个，感觉进步神速
ctl-672
拿笔记本电脑画行不
手绘党哭了
高漫yyds
原本想着学一学的，准备了很多画画工具，万万没想到是没电脑
这个图太草了
邓紫棋！？哈哈哈哈
本棋士狂喜决定看完它doge
好的环境是不可能的，我没的选
收藏从未停止  行动从未开始
收藏从未停止  行动从未开始
收藏从未停止  行动从未开始
没有板子能学吗？
我靠
高漫报道！
对对对，我用高漫，我是水军，
"Krita  免费的,也还行。"
可我真的是高漫……
我用爱笔思画
高漫
我的……是小米
iPad Pro不可以吗
出现了！点赞没有收藏多系列！
绘王路过
422小时……
高漫
没有想画的东西就不会来看视频了
带不动就换电脑呀
友基
哈哈火柴人我都画不好
《梦中情桌》
高漫＋1
水军什么意思？我买高漫错了吗
家人觉得不务正业这么棒
开始学习
我更爱用赛2
打卡20220811摘摘
没友基
no！高漫的板子有时候点不出来
wacom Yes!
可恶，我居然收藏过了
哈哈哈哈哈哈水军
还好我的是友基
高漫+1
手机加高漫1060Pro
目前只有手机……
我直接格朗泰尔
我用的Wacom
你敢录我就敢学
推荐高漫1060，便宜好用，学生党入门超级合适
上数学课画画老快了
wacom！
福瑞！！！
《山顶洞人》
数位板？
（1/1000）
（1/1000）
巨大体量课程
建议高漫
靠北，我真的是高漫啊……
高漫YYDS
我的评价是寄
图片笑死我了
真的一千集牛笔
盖泡面yyds
凡画
要去试错 画到一定方向发现错了就重新去探究去画
哈哈哈哈哈哈哈哈哈
为了产粮！
牛批
手绘的我呀【苦笑
月岛雯
没人用parblo吗（
友基m706来了
哈哈哈我就是友基
我来告诉各位，一共有1000集，还请诸位知难而退
跳楼11:45:14
023.
冒死观看^_^
高漫1060
对不起，我是手绘
时长吓人
笑死1000集只能投一次币
高漫
指定得有点副业
作者你怎么不早说。。。。（doge）
背景音乐声音太大了
我居然觉得挺好看的
高漫+1
吓人，润了
审核:累死劳资了，后面的不看了，直接过吧
高漫+1
准备好用 补番的速度干1000集了吗
没钱的我用高漫。。。
谢谢你
我觉得高漫的挺好用
画世界pro
已经72万收藏了
没有Wacom吗……
没钱的我
作者你怎么不早说，我已经下单了（doge）
wacom最便宜那款
三连助力
高漫压感没的说
高漫+1
真正的1000
绘王...
高漫
有机会吗
喜欢美少女
绘王+1
收藏比观看都多
我就用的绘王
哈哈哈
听成了“睡板”
我画的还没这个好
高漫M6
我的热诚之心消失了
进击的巨人
哎    先放到收藏夹吧
我也是高漫哈哈哈
我确实是在海鲜上买的高漫m6
头哦送你
我也平板
""
