好旱
好家伙，这都能赌
这刀能送我一个吗？
不会扎刺吗
苏坡扣马笔修蹄子
苏坡扣马笔修蹄子
所以到底是哪一步没跟上？？？
这声音，好像那个打鼾声
切菜呢？
好解压
我的妈好爽
弃之，食木屑
好好吃的感觉
真的这么丝滑吗
作者:“我也就只是随便做做而已” 
！！！我要！我都要！！
这里手上有了第一个创口贴
切成薄薄的厚片
我丢
迷你小锯子
组团偷边角料 (100/1)
哇！
弃之，食颜料
组团偷边角料（1/100）
好像椰子片
跟切菜一样
我靠
嘎嘎往里炫
四卷
哇！
炫废料喽
师傅你是做什么的
这个木头为什么这么好切
感觉可以吃的样子
这是什么木头哇 长得好白喔
木屑都给我我去给我家仓鼠用
额额额额额额好喜欢
"五卷，输了……（不好意思走错了,,ԾvԾ,,）"
肚子饿了
我吃边角料
笋片
切杏鲍菇
豆腐片
切菜？
啊啊啊啊我想买
我刚从一个炫竹子的up哪儿回来 
掺了多少德芙啊喂
哇哇哇
这刀功
可爱唉
钻石铲
春笋
真的有那么丝滑吗
不是，人不至。
不是，人不至，，，至少不应该。你们咋什么都偷边角料。
饿了
?!是什么时候变成!
提问：没有德芙之前这木头叫啥
梦中情刀
我馋这个刀
猫猫好可爱！！
牙隐裂
笋片
粉丝先吃
这些刀都好锋利！
好像在削甘蔗噢
蒜泥白肉
组团去偷边角料（1/99）
泡木
想学的，先学会磨刀
这合川桃片没有核桃啊！
我已经感觉到肉里卡木刺的痛感了
好可爱啊啊啊啊啊啊
什么木头
真爽
我是小学生我先炫
白巧克力片！！！
miaomiaomiaomiao
1
削木如泥
哈哈哈上面这堆秀儿真可爱
好像甘蔗
杏鲍菇
师傅，你是做什么工作的
怎么跟切菜一样容易，这是木头吧
太丝滑了
你往里面塞了多少德芙啊
 What the ***.
好可爱！！
不要香菜微辣谢谢
好浪费啊
好解压！！！
可爱捏
wa ku wa ku
优雅!太优雅了!
真有这么丝滑吗？
猫狗区up主
太可爱了！！
真的这么丝滑吗
好可爱好可爱
生怕割到手
这是木头还是竹笋啊
请问这是在切萝卜吗？
我也没眨眼啊
前几天被木刺扎的我，到现在还疼
我是小学生，炫我嘴里
这也太爽了吧，这么丝滑的嘛
鲜切椰子片
请问这是豆腐吗
这也太丝滑了吧？？
切土豆
桌子：娃娃你礼貌吗！
东西买到了，孩子很喜欢吃 （bushi）
我是路人 请问在做什么菜
优雅屑
全球德芙失踪案件 
不要的能给我吃吗？
来个高笋炖汤吧 
炫我嘴里
建议量产
真屑
这真的是木头？
笋皮
哇，橘子。
优雅，太优雅了
崩我眼睛里了啊喂
一块多少啊？我也想要。
真的有这么丝滑
强迫症狂喜
可爱捏
想次
末影人：传送
好像在切笋啊
切肉会不会好些
这是什么魔法
这个拼多多上有卖 
大家都好的
大黄蜂回电话
哇！！！
弃之，食其片
好想吃
小心手，真的好可爱
师傅的木头都好乖啊～
椰子片
不会扎手吗
这是在做菜吗
量产！
好解压
笋片
以为。。藏狐
好饿
没错你卡了
笋片
孔明锁
请把MTJJ也这样谢谢
虾片
OMG好可爱啊！！！！！！！
强迫症极度舒适
小心手喔！
太巴适了
太可爱了
山药片
奶酪
喵桑！可爱的喵桑！
可爱
小约翰
我也没眨眼啊
丝滑
这个木头真的好
松鼠？
猫
美食UP主
好可爱
炫我嘴里！
天哪，好丝滑
太太太太太太太可爱了！
啊！巴适！！！
卡哇伊!
这声音
像修牛蹄
太可爱了呜呜呜
我问一下
挑食的叉出去！
狗子炫我嘴里
只输在了手劲
像甘蔗！！
这个铲子真好使
师傅你是干什么工作的
小心啊 我害怕割到手
跟切葱一样
丝滑
可爱hhh反差萌
我先来，好可爱啊
好顺滑
发生甚么事了
好丝滑。
轻木
发生什么事了？
香烤椰片！
修狗？
什么菜
如果这条视频火了请赞我
开始施法?！
这是萝卜吗
卡上点了（幻听）
好可爱好可爱！
好可爱！
椰子片
好家伙我也妹眨眼啊
啊我要被萌化啦
我也没眨眼啊
音乐
哇
白巧克力片
弹幕想笑死我吗
厨师震怒
椰子片
我也妹眨眼啊
真的这么丝滑嘛
这个生火应该很好用
切筍片
这木头给我一种能吃的感觉
柴鱼片？？
弃之，食师
德芙失踪案
好可爱！！！！
这真的是木头吗
这是地瓜吗
厉害厉害。
我寻思我也没眨眼啊
你这是萝卜吧
怎么拿德芙种树 
手怎么啦？
小松狮…？
好丝滑~
好像椰子片
这不是我买的那个吗？！
隔壁小孩都馋哭了
湿滑
这是在切茶吗？好湿滑
减压视频之木雕篇
感觉好丝滑
木雕 （貓貓狗狗）：嶄新出場
杏仁豆腐
爽
"赌定离手,我俩币,6卷"
木头怎会如此丝滑
这声音真的解压
快炫到我嘴里！！！
可爱
甘蔗等感觉哈哈哈
啊啊啊好害怕
可以呼吸！可以呼吸！
比我用刀切的土豆片还好
像椰子
！！！！！！！好可爱
可以下锅了
啊！
好锋利的刀
好流畅的手法
不炒一盆说不过去
这么丝滑真的是木头嘛
好解压
这好像一个游戏里的bgm 
猫和狗。
炫我嘴里！
好可爱！！！
请分析此处创可贴特写的作用
哪里买！！
噢～爽啊～
我赌3卷
好丝滑
好可爱！！！量产！
师傅你是干什么
弃之，食创可贴
粉丝先吃
up的手好惨
好可爱
小东西长得挺随机
小东西长得挺随机
二重积分讲解视频
好木头
豆腐雕花（？
你猜他的手为什么受伤了
好可爱啊啊啊啊
天冷防韩
  有人一起偷边角料吗？
什么木 这么软 
丝滑
德芙……我知道了！！这木头……叫……德木
一个字爽
我也妹眨眼啊
我的手破了
我二十四岁的时候吃过这个今年我二十一了
！！！！！
豆腐
组团偷吃边角料
美食区博主
好可爱
知道这个创可贴怎么来的了吧？
谁知道一块木头会藏着一只猫和狗
弃之，食刀
好爽啊
猫猫猫猫狗
我有这一对钥匙扣！
喜欢木头！！
真的想吃
可爱
我说我说我刚买的德芙不见了，原来在这里
目测白杨树？
切片下锅
好像在切杏鲍菇
杏鲍菇切片
好丝滑
啊这，这不是笋吗
你不要这么轻松，让我觉得我也会！
吃木头怕啥，只要不剌伤，反正消化不了doge
问：边角料的体积是多少（20分）doge
真好吃
卡哇伊。
嗷嗷好可爱！！！
吃过 软糯弹牙 会回购
边角料炫我嘴里（doge）
挑食的叉出去
黄喉
弃之，食手
真不咋好超好当但是太费手了
这是纸作的？
来旋我嘴里
这么丝滑吗
创口贴，是马格南！（误）
吃过，吃的时候20岁，我今年1岁
好爽
好像笋啊
好可爱
杏鲍菇
很好，孩子很喜欢吃()
快，炫我嘴里
呀，好可爱
好可爱
炫我嘴里！
我也闻到了！
真的超级可爱啊啊啊！！！
师傅是厨师吗
 在切豆腐吗？
可爱！！！
小心点哦
挑食的炫我嘴里
好可爱啊！！！！
好欢快的bgm
雪浪纸，饕餮鱼，哈哈
可爱小肉肉，我想吃吃！
真的可以吃吗()
啊——————(炫
这样的木头真的有吗
真的那么丝滑吗
我才反应过来这不是解压视频
↑烂梗很好玩？
快快快，大家快都往嘴里炫这白巧克力块
这么轻松么？
众想丝滑
这是什么木头，又软又硬？？
n刷
师傅你是做什么工作的？
炫我嘴里
那个狗不是我吗
那个狗不是我吗
好像竹笋啊
巴适~
德芙：听说我又被偷了
太喜欢了！！！
好可爱！
啊！？我没眨眼啊也
不邋手吗
啊啊啊好可爱！
温馨提示：别啥都搁嘴里炫
我为什莫会很想吃这东东
德芙吃多了小心糖尿病
好饿饿饿饿饿
黄杨木？
发生甚么事了
舒适～
这会让我以为削木块很容易
好可爱
解压
丝滑
炫我嘴里
豆腐片！
可可爱爱！
小孩：我什么都吃
木头屑极度舒适！
我的德芙怎么跑这里来了
这是木头还是豆腐？？？
刀功真好
汉八刀？
好爽！
