怎么没有弹幕
一个仰卧起坐
哈哈哈哈哈哈哈
不够，得加钱
据说月老当时这么听的：赵盼儿进士娘子，白头到老顾千帆？月老：安排！！
《核善》
哈哈哈哈哈哈哈
宋就是喜欢顾
还愿啊，愣着干嘛
杨过竟是我自己
瞎了么 哈哈哈哈哈
来了来了 她来了
专业鉴茶赵盼儿
这里要提一下啊 包装成富婆的钱是从顾千帆那借来的
成年人的崩溃……
我去，金子
傻兔兔
顾老六
这里编剧埋的梗真的好棒 顾老六也是进士
18考进士 比登天还难
这个庙太灵了 我也想要去哈哈哈哈哈哈哈
我觉得他不叫山野村妇，三娘才叫
哈哈哈哈哈哈哈
爱情宝典里范冰冰那个故事
我也招架不住！！！
哈哈哈哈哈哈哈 最和善的双向救赎
红红火火恍恍惚惚
我们刘亦菲的分手费起价可是180万
周舍没有演技全是感情
刘亦菲：我谢谢你这个老6
哈哈哈哈
白敬亭:这句话真的这么好用？
其实只有前几集是改编救风尘啦~
这个开头
好美这个镜头！！
呜呜老婆你什么时候都很美
你终于更了这个
哈哈哈哈哈哈
我是周舍我是！！姐姐打我，不要奖励他！！
瞎了么眼药水哈哈哈哈哈
5000人
绝了！还是你有梗
山野村妇
姐姐你不许奖励他！！！
哈哈哈
你这都懂啊哈哈哈哈
這月老不錯啊哈哈哈哈
好家伙你知道挺多啊
看得出天空的颜色吗？
速速严刑伺候
快来yanxci
太可爱了刘亦菲赵盼儿！！！
关注你了！好up！！！
哈哈哈哈哈哈
太会总结了好有梗啊哈哈哈
哈哈哈哈哈哈哈哈刘亦菲赵盼儿
姐姐你为什么要奖励他？
亲亲老婆刘亦菲赵盼儿
扇我！
太可爱了刘亦菲
从今以后谁说刘亦菲演技不好我就跟谁急
杨阳导演一战成名
曲对币来！
仙女说得对（不是）
男女主互怼和他们的极限暧昧拍的超级好，包括吻戏拍的超好
家人们这个豆腐是柳岩自己切的！！
哈哈哈哈哈哈哈哈哈哈哈哈
轻喜剧yyds
老子喜欢什么就给什么剧最高分，不需要有些喷子来教我做人，梦华录给我冲
？
三娘：这我还来不了
你为什么奖励他！！！
赵盼儿手里拿着帕子，所以她没中毒 非常细节
过尽千帆皆不是
就非常细节 zhapaner
您的月老订单已送达
宋引章不会喜欢顾千帆，没有烂俗剧情，放心追
为什么这么奖励他！
你终于写梦华录了！等了好久！
哈哈哈哈哈哈
考古刘亦菲就是又漂亮又搞笑
刺客伍六七（bushi）
哈哈哈哈哈哈
考古刘亦菲真的很搞笑
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
我女我也
大家可以去拼夕夕买七天的腾讯会员，很便宜三块几，因为弹幕太精彩了，不能错过。
《半自动化双向救赎》
好狗啊这男主
这部剧首先尊重了我的眼睛，其次尊重我的脑子，而且还有很多笑点
《核善》
哈哈哈哈哈哈哈哈哈
救命，怎么这么好笑
左下角刘亦菲一秒收起笑容
5000+哈哈
大比兜含量过高
来来来 打我啊啊啊
顾某人嘴硬罢了
GB！！gb！！！
《和善》
然而蒋勤勤四川的，刘亦菲湖北的，刘涛江西的，hhhh
晕倒第一时间立马搜身哈哈哈
姐姐打我
你知道的太多了！！！
我是女的但是我只要盼儿！！！
陈皮皮
哈哈哈哈哈哈哈哈哈看得很仔细嘛
hh'h'h'h'h'h
眼神好有戏，谁再说她演技不好我就开骂了
草哈哈哈哈哈哈小顾不要面子的啊
我还以为他们这要碰到顾廷烨了- -
顾老六飞镖定老婆
叮咚，您的进士已到货
这是哪家月老，我也想去拜拜
哈哈哈瞎了么眼药水代言人
点茶 咱们中华传统茶文化
总结得太好笑了哈哈哈
同室操戈哈哈哈哈哈哈哈哈
那个代号简直就像网页id，随时出现
《高级动物》
在这部剧里狠狠get了刘亦菲的演技，太自然了
老六，孔雀，开屏
哈哈哈哈哈哈哈哈哈你也是懂刘亦菲的人嘛
睡到不气真是绕不过去
真香
押上韵了
王祖贤 （破音
终于看梦华录了
」』」』」』」』」』/‘；】】
这些支线剧情就是渣渣
哈就哈哈，这也太可爱了
合唱
他吃了布洛芬
果然大up会好多人看
就是轻喜古偶剧啊，只是很多地方挺用心的，所以观众才能感觉自己被尊重了！
我认为是，他被朋友背叛所以来找老婆安慰
？？？丑这个字和你有关系？
哈哈哈5000+
三娘好逗哈哈哈哈哈哈哈哈哈哈哈
姐姐打我！不要便宜了他！
今晚有更新了
有梦华录就有我，闪闪的两个给你
姐姐你奖励他巴掌干嘛！！！！！
气鼓鼓的盼儿超可爱
哈哈哈哈哈哈哈哈哈哈哈哈哈
这段我也笑喷了哈哈哈哈哈
哈哈哈哈哈哈哈
这里的眼神好好 好坚毅
up是有些文采在身上的，我有些被你迷倒了
忘了男人 和我在一起吧 我真的不是女同
月老抓重点可以的
当我老婆吧 忘记那个男人
直接点赞
周舍贱贱的哈哈哈哈
还好我有的是币，不然都没法给好好看剧的up投币了
哈哈哈哈哈哈哈哈哈哈哈哈哈救命我人笑没了
你知道的太多了
居然是救风尘
我爱三娘
三娘:什么玩意？动我盼儿，一瓶打晕
信息提取成功，换人。
终于等到你
这个家不能没有三娘啊～
听我说谢谢你
哈哈哈
翻白眼都那么好看
打我啊
