对这集的印象最深
泪目了兄弟们
ohhhhghg
我干dna动了
小天使
又一个小天使
摩托
郭富城既视感
这一集我好害怕那个人
猜老婆婆以前也是个美人呢
来人的爸hhhhh
姐姐踩我的那个？
这集印象很深
盖迪死了，小狗没死啊，看那一集的ed部分，小狗跑过去了
唯一一次大古变身红色背景
露西亚
同样印象很深
泪目
战歌起
这集我看哭了当时
年纪小了看不得这些
最后ED里狗子回来了
这是那只鹦鹉的
陈赫，你是陈赫
Jk
Jkl？
我永远喜欢居间惠队长
我记得这个美女，哈哈哈
尤美
露西亚
迪迦里每个人都有故事
阿水
我的童年，与你有关！
山鹰小百合
奥比克我看哭了，五味具杂
奥比克这集看哭了当时
变色鬼才迪加奥特曼
这真的是美女
老白永远的痛
放弃白嫖
迪迦葛优瘫
西拉我哭超惨的
盖迪
德班
这首歌真的现在都记得歌词！
骑     士      精      神
身处黑暗心向光明
德班
就像阳光穿过黑夜
戴拿那个是拓莫的弟弟
狗子！
德班的结局还挺好的
未来的路就在脚下
朝仓先生doge
茜拉
这个笑很恐怖
露西亚！
博人传：我懂我懂
这个我童年阴影
不要悲伤，不要害怕
jakelove？
你特么别开远光照我
穿越时空，竭尽全力
我会来到你身边
有窗户为啥人不跳出去呢
被皮套耽误的青春
吸血鬼那一集  毕生阴影。。。
狗狗！
微笑面对危险
狗子！
梦想成真不会遥远
鼓起勇气，坚定像前
奇迹一定会出现
见封进
白嫖失败
茜拉~
德班
亲了上去
露西亚都不记得的吗
是你，墩子！↓
那一天，我也成了光
我也记得她 太好看了
男神！！！！
还记得这集好感动...哭了
关爱空巢老人
很难不投币
虾！
喜欢西拉
Jacky
DNA动了！！！
本来点了赞，现在我要投币！！！
人类啊
到时候我就觉得他是个美女。
狗——狗——
前方jackeylove出没
我是摩托
还要长
迪迦
茜拉这个真的受不了，每看必哭
狗子没死，片尾曲跑出来了
这里太感人了
怕亮的奥比克，最终消失在光里
皮套误我
迪加的皮套演员哭成泪人
迪迦无论是国配还是国配乐都超级棒
我记得这个姐姐
这TM不比博燃
泪目了
空降2:16
愣着干嘛！跟着唱啊
我是摩拓
平成颜值天花板可不是开玩笑的。
摩托骑托摩
我就不一样了，封面那个妹子我从小就喜欢
这角度真像jk
好棒好棒
死了
这个还好是个圆满的结局
皮套人误我
这里看哭过
就像杨过穿过黑夜
在一起
这集真的好感动
屑迪迦
狗勾
比博燃
眼睛好酸
谁动狗子我跟谁没完
你币有了
刚重新追完迪迦
黑色
nice to meet you
玄凤小鸡
新城妹妹才美
迪迦皮套演员肩宽腰细啊啊啊啊
露西亚，yyds
鲁班
映象深刻
盖亚：大哥0分！（dog）
卡机嘛
那一年我们都变成了光。
这个我看哭了
那一天我变成了加坦杰厄
博物馆馆长
小百合?
这个我印象好深
玛雅
啊啊啊啊最爱的德班
这个真的哭爆
很好啊
喜欢迪加是因为他的故事比较中国化 有教育意义
博是不可燃物质
赛文ov饰克尔星人，演技也是相当炸裂
见到你很高兴  大鼻子露珠  我建议划着走 快快变大！
有点像Jacky2333
小凤凰
皮套人误我！
盖亚！！！
超兽没有痛觉！艾斯说的！
狗子
摩托
记起来了，女孩子是外星人追杀的
是路西亚吗
最喜欢路西亚
有印象
哇
济南屁王
野瑞队员的每一次艳遇都不是正常女生（）
没吃饭？
Ohhhhhhhhhhhhhh
这集影响最深刻
jklove？
我丢，甚美
老番茄早期作品（doge
卡了
乌拉可还行
DNA剧烈晃动
战歌起
黑社会团长
超兽：艾斯我星星你个大星星
我们也已经消失了几百万传统村落了
水子哥
盖迪
泪目了家人们
又泪目了
捷德表示內行 
核变异？
这个印象好深
狗狗
巨人！
空降成功
老子这是摩托
前面的露露，太草了
前面的露露，太草了
jackylove
Ohhhhhhhh
逮起来了！
蕾姆
圆坯麻烦司一下
现在的奥特曼就是为了卖玩具的
这个是他原来的宠物狗
今天刚看了这集
茜拉这个真的哭了
拓摩
你币有啦
这就是日本的西游记啊
狗子
前面那个迪拜的放学别走
身材真的好好，我当年看皮套是有原因的！
江  南  车  王
璐璐，见到你，我很高兴
大古真的长得太帅了
前面发长度的拷走
济南屁王的那个是要笑死我是吗
我记得她
歪嘴龙王是你吗
核废水喝多了
渣渣辉
诶，我怎么没印象我小时候还没看过
人类才是怪兽
2:16
好喜感
空降2:16
爷青回
OHHHHHHHHHH
你币有了
和旧时代一起退场
冲
新的风暴已经出现？
看到这个手环掉下来的瞬间我咯噔了一下
名字记错了！日语翻译是拉西
当初看哭了
长野博yyds
老番茄
正木敬吾，真正的天才！
奥比克
这集不错
鹦鹉
克里斯·玛雅
德班
犯规了
真成良介
德班！
霞的声音？
cb400
比个手枪
这个怪兽很善良，团长很有爱
狗子(*꒦ິ⌓꒦ີ)
泪目
啊啊啊啊啊啊啊啊这个音乐
迪迦！
敬吾，永远的神
这集印象深刻
德班！
崛口博士
爷青回
都一样
没看重点
没抓住重点
我不是拓摩，我是摩托！
我会来到你身边
迪迦才是真大的恶(指打死好怪兽
我也不一样
唯一看哭过我的一集，心中滋味复杂……
这证明我也曾单纯过
“不试试怎么知道呢......”
年少不知队长好，错把迪迦当块宝
假装放光线，其实就是想让迪迦打败
小百合？
梦幻疾走
诶，这个我好心疼啊
德班
正片开始！！！   迪迦
我建议你滑着走
呜呜呜呜呜，狗子！！
这一集不知道哭了多少回
良介
長い長い夢を見だ、とても苦い夢だった
我记得这个
妈呀茜拉！爆哭！
DNA动了
小百合
根本赢不了，我听不懂
小女孩:卧槽？
德班
这是那个人造的奥特曼
我也记得
我看哭的几集
正片开始
背井离乡的我才懂家的珍贵
根津博士
折角狂魔
希拉
这就是为什么迪迦是永远的神了。
玛雅好漂亮
以前的作品都在本本分分讲故事，现在的作品都是在走流程！这几年的奥都快成流水线了。
我记得
冲？！！！！！！！！！
西拉！
那个掉进海里的那个
难受，我村被拆了，我还想老了也能在呢
迪迦里我记得最深的名字：正木敬吾
哇哇哇哇哇
爱情
迪迦真的很好哭
封面那个妹子！！！
蓝色夜晚的记忆！！！！
玛雅是我觉得全剧最好看的姐姐之一
这集我也哭了
卧槽 看这个看哭了
这个小怪兽我哭了
这个怪兽我记得
露西娅
比博燃
ohhhhhhhh
卧槽，好漂亮
冲鸭！！
露西娅
你币有了
这集片尾彩蛋 狗狗没死
泪目
以前觉得是技能放慢了
暴 击
冲鸭！！！！！
正木敬吾必须死
这算迪迦的误杀吧
大帅b
野瑞和我梦同一个中文配音
哎哟，茜拉这儿哭死了
带计时器的，只是睡着了，随时都可以复活，比如最奶最能摸的那个
王杰克
邪迪是它的主人
抽卡必备音乐
龙樱里面的古文老师！！！
封面那个妹子为她路过好几次
这集看的真难过
ohhhhhhhhhhhhh爷青回
为什么我控制不住流泪？
怎么能够停滞不前
我难受了好久
蓝血人
这一幕我印象非常深
我们定福皇庄村又回来了
王琅凯？
我就知道有说屁王的
菠萝面包
还得说是国配
直接炸出
战歌起
弹幕护体
这集我当时看哭了
醒了还是很感动
雷姆
西拉
她是个外星人，我记得老清楚了
帅的呀
我dna动了
这集我还有印象
地狱空荡荡，恶魔在人间
冲冲冲冲冲冲
泪目
小时候只知道奥特曼消灭了怪兽
盲点
这个我哭了
剪的好强
前方龙王出现
这里小时候哭傻了
爷青回！！
我记得我这集都看哭了
战歌起
配音绝
初心
德班
我听不懂
这个气球我印象最深！！
想想为什么日本怎么多怪兽，还不是核废料丢
这不比小鲜肉好看？
它赌上了命，也没能把堕落的主人挽救回来
卧槽，这首歌……泪目
你为什么不躲啊
茜拉
德班
花
超级感动
这个女生印象挺深的，没看过几集迪迦，但一看她就想起来了
三连走起
如果我不是第一名，就不会有人爱我……对这句台词印象好深
哭了
唾沫，你是唾沫
童年啊！
无皮村
穿越时空的这集真的被感动到了
他叫阿言少爷
你这个滚蛋！
这集真的泪目
这集我刚重温了一遍
队长最美
此刻我也变成了一道光
好美！！
迪迦！
这个我都看哭了
虽然很棒，但我还是恨东电
这个更惨
这个结局很好
对不起我是摩托
唱着干嘛，跟着愣啊
这个BGM出来就很想哭了
感人
感人
德班是只好怪兽
德班啊啊啊啊
好美
Bgm是真的经典
喻文波？
迪迦！
一直觉得这里奥比克不是假装攻击，更像是在哭...
靠我居然哭了
DNA
这个我知道妈呀
DNA动了！！！
我的光啊～
追杀游戏，后来知道很没人性的游戏
小百合
你的三连，给你了
这个我看了好多遍
一个币少了
狗子
日本西游记 泪目
核废水
拉稀
比博燃
奇迹一定会出现
这集是不是讲拆迁和污染的
你币有了
西拉，全剧感人置顶
年少不知队长好，错把迪伽当成宝
露西亚
感人寓意合集，三连了
他是大运0
木村拓哉，有点像
这一集超感人
本来很感动，突然给我来句塞班
铁甲小宝   小百合
大古快乐形
天使
哇，西拉这个
我记得这集
这集我有印象
有印象！！！
当时我这里哭死
这个也有印象
封面我以为jackylove
玛农星人那个小姐姐是真漂亮
我相信光!!!
鼓起勇气，坚定向前！
狗子
挖井队员
那一刻，他变成了光
迪迦永远的神
村子回不来了
迪迦奥特曼和铁甲小宝我记得都是四川卫视
这个我也哭了
小百合？？？
迪迦，你永远在保护我们
有点像龙王
这个我记得特别深！！！
前面的，超兽：“你放屁~！”
我哭了T﹏T
迪迦某种方面已经不是一部儿童片啦
是小天使
这个转场帅啊
全体起立！
哭了
新的风暴已经出现
新的风暴已经出现
好家伙最后三分钟才发奇迹再现
还有小狗怪兽，最可怜
感谢指挥部
这闺女是铁甲小宝吗
迪迦yyds
泪目，给我哭
泪目
迪迦是真的好看
迪迦
迪迦！！！！！
空降2:16 
靠我竟然哭了
这一集最感动
我哭死了这个
他消失了最后
这集看哭了
ohhhhh
害
杰 克 辣 舞
yyds
西拉！！！！！！！！！！！！！！！呜呜呜
jack
爷青回
泪目，现在的奥都是铠甲勇士系同款，没意思
这集我看过
我也记得这个故事
森高千里？
白嫖失败
请问那一集的？
他说这句的时候我想到了解放军
吸血鬼那一章也挺好看的
菠萝面包，最动人的友情
我好喜欢她啊！！！！！
核废水这梗就别跨时空玩了吧
弹幕笑死我了
你是为了喝掉fdud
你是为了喝掉福岛hfs
破防了，，西拉啊
我怎么没看过‘
？？喵喵喵，我小时候的OP和ED不是日语的咩。阿西吧
呜呜呜呜呜呜
阿水
塞班
哭死了这里
好像纸包鱼厨师长
还是大古的队长好看
这集有影响
jacklove？？？？
盖迪
这集！
好像是姑获鸟那集
窗外有树那么高度可能摔不死人
有印象！
迪迦永远滴神
正片开始
你还相信光吗
新的风暴已经出现
我会来到你身边
哒咩
我相信
野瑞颜值担当的
我直接嘿老婆
是毕福剑么
天使
光！
战歌起
这集我还记得！！！
我tm第一眼以为是阿水
我要变身了！
迪迦
迪迦就是最帅的奥特曼！！！
这里我哭了
迪迦剧情好好
微笑面对危险
我变成光啦！
当时看哭了
茜拉我爆哭
杀人游戏题材
乌拉
这个手术服现在看有点出戏
这个姐姐和她哥哥太惨了
我也记得这个场景hh好飒的姐姐
迪迦！！！
ohhhhhhhhhhhhhh
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
唉……一个创造出迪迦的国家，却成了光的对立面！
喻文波
好美好美
老罗翔了
回不去了(⋟﹏⋞)
塞班
高中班歌
迪迦
小梦表示很淦
好慈祥的老奶奶啊
我怎么都看过草
记得！！
塞班
外行人表示看不懂
这集我还真看过
这配音真好
奥特曼赶紧救救核废水吧
巨山超力霸！
玛雅！
这个超可怜，是外星人的狩猎游戏的猎物QAQ
迪迦的剧情一直都在传播正能量
哭了
罗翔竟在童年里
.
这一集真的好好哭
你馋别人身子
城市化唉
茜拉
杰克
邓园长
泪目
喻文波
有印象
鹦鹉这个看的哭的稀里哗啦的
这集有印象
纸包鱼厨师长。哈哈
25的我培训还在看
封面小姐姐我记得！
麦迪娜
欧巴 卡机嘛
太漂亮了！
jacklove
我记得！当时还看哭了！
呜呜呜这个我也看哭了
还有当时有一条小狗狗的我也哭得好惨
有点像马思唯
OHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
奇迹一定会出现！！！！！
羞耻
迪迦虽然不是最强的，但是很喜欢，戴拿过后，就没怎么看了
白嫖失败
夏树？
白嫖失败
什么是外星人呢，什么又不是外星人呢
奇迹再现
我看了好几遍
好美
你不要米田队长了吗
ohhhhhhhhhhhhhhhhhhhhhhhhh
感觉错过一个亿
szy 我爱你
我记得这个！！！！！
想起来了
蓝色夜晚的回忆
名场面
狗——子——！
丽娜真好看
没电的样子吗哈哈哈
DNA
攻击狗子－1000  ，让我们打开天窗说亮话吧
玛雅
记得这个！
体温只有31℃
我需要1
鬼皇
没看清楚，小姐姐能再跳一次吗？
圆谷化妆师尚存的一集
你币有了
dna动了各位
这一集！
我听不懂
举报，封面骗人，里面没有封面那种
变成光！
开始哭了
德班
dna动了
不要打他！
底价之所以能有这么高的评价，就是在打怪兽之余加入了很多人性的东西
这里印象深刻
空间成功
西拉
全体起来
我DNF动了
以前虽然觉得这老头可怕，但是到后面还是泪目了
这集我也有印象！！！！
梦想成真不会遥远
我都看过！骄傲
卫 斯 理
好美
黑魔仙小月
狗————子————
迪迦，永远的神
唱着干嘛，跟着楞啊
迪迦是真的好帅
根本赢不了我听不懂
哭了
我梦
狼狗
这个我看过！！！
心疼
好美
哭了
顾青山怎么会不怕死呢
迅
BGM太深刻了
泪目
我记得！我记得这里，哭了T﹏T
初中在班里，我泪目，同学直接哭了
曾经单纯的只喜欢皮套人，却没看懂迪迦
彩蛋：狗狗足够被迪迦复活了，在玩耍
泪目
还好 德班没事
罗翔
迪迦好多集特感人
ohhhhhjhhhhjj
小天使
呜呜呜呜呜
黑魔仙小月
德班！！
爷青回
是bgm.好听
空虚公子
狗狗
哭死了
我也记得
啊啊啊啊啊啊啊我的爱
呜呜呜呜呜爷青回
记得
这集现在看了哭了
白嫖失败
这就叫欲扬先抑
感人
+
迪迦和空我都对人性有大笔墨的刻画
这是我卡了吗
我记得，我没忘！！！
每次都被这些细节感动的泪流满面
欧欧欧，回忆满满。༼ꉺ౪ꉺ༽
阿水？
这集印象很深
快给现在的日本人看看吧
爷青回
这集好感人
哭啊
那是你 我就是看美女去的
这个超级感人
好男人就是我
拍的电视挺好挺有深意就是不干人事(排废核料)
泪目
迪迦为什么比其他澳塔曼火？无奖竞答
我是拓摩，我骑摩托
啊啊啊啊狗狗
应该是阿彦少爷吧
我怎么可能不怕死呢
好家伙，赚我眼泪
每次看这集都很感动
6666
茜拉！！！
现在日本要倒核废水了，迪迦恐成事实
卡几嘛
1111
小百何也是她吧
德班
刻在DNA里的声音
我没动手呀
一个潘子给我整笑了
我怎么可能不怕死呢
曹，DNA动了
因为有梁思成和林徽因
白嫖失败
草，济南屁王窜戏了
Ohhhhhhhh
爷青回
这个感人
永远滴神迪迦，青春只有迪迦奥特曼，唯一的奥特曼
这个印象超级深刻
深刻
狗子
快乐莽夫形态
大古是咋听懂的？
ohhhhhhhhh
dna动了
我的童年
这集人差点哭没了
长得好像杰克爱，我麻了
这么没精神 笑一下好不好
这个我惆怅了好久
这个怪兽有印象！！！！！
啊
村长
不是说古迹吧，是环境
交流不一定要靠嘴啊 人类大半的交流是靠五官和四肢的
塞班的你还我眼泪
毕福剑
这儿我也哭了
我以为是阿水哈哈哈哈
全体起立
以前的迪迦不是只有打败和消灭
这个超感人
这个超感人
90后真的成空巢老人了
……
龙在天可太秀了
空降 02:16
白嫖失败
哇靠，感动哭了！
小鸟
这里是最搞笑的，疯狂损
正木敬吾是被力量驾驭的人 他已经被力量吞噬了
我真的好爱你，真由美
我记得这个奶奶！！
比博燃
我也记得这个奶奶！！！
这集超感人
DNA动了我干
满满都是讽刺，告辞
DNA动了
02:22
哭了
狗狗！
Jacklove¿¿¿
鸡皮疙瘩满身起，光芒竟是我自己!!!
这一集我也看过！印象深刻
拔掉了奇杰拉，也拔不掉人类的欲望
这个姐姐也很漂亮
我记得这个是蓝血人
拆迁是为了城市建设
每个人的心中都有一个张三
在那个年代 这几个姐姐和丽娜真的是美得不像话
迪迦：大古你姿势随便摆放不出技能算我输
空降
大古手指语满分 哈哈哈
是你喻文波
这两个蓝血人真的很善良 看哭了
两个蓝血人被外星人追杀
两个蓝血人从外星逃来地球的
说济南屁王的 你站住
是你吗？蝎子！
这集小时候看不懂，长大重看哭了
好多漂亮小姐姐 小时候都看迪迦去了(笑抽)
有点点像赵丽颖
好美
我缺的是神光棒吗？我缺的是能成功变身的正版神光棒
瞬间破防，已经在哭了
如果你死了就再也见不到你喜欢的人了
破防了
这个我也记得
塞班
阿水
我听不懂
迪迦！
我DNA动了
阿彦少爷
哇！
名场面！
根本赢不了，我听不懂！
不是卡了 原片就是这样的
你币有了
鸟
穿越时空的爱恋
年少不知队长好，错把迪迦当成宝
dna动了
dna
虽然我是女生，但是我也超迷迪迦
日本的价值观，迪迦这部是真的很有教育意义
太田爱永远滴神
根本养不了我听不懂！
DNA动了动了
这个我记得！！
真由美这发型好像赛丽亚
卧槽，冰！
对比看看现在日本核污水排放入海
老太太这集真的很感人
现在也是
jkl
战歌
齐杰拉yyds
ohhhhhhhhhhh
不自觉的哭了
充满信心，期待着明天
他是想了断，正常情况，迪迦肯定不会再攻击他了，所以他故意的
麻美
这些就是我觉的迪迦无法超越的原因
西拉这集真的感动哭的稀里哗啦的，人类真的太罪恶了
狗勾！
小时候看这个很感动
我喜欢看迪迦的原因就是因为很多剧情和人物都超级好看和感动！！！
好像杰克
这一集真的是，小的时候觉得看过最伤感的一集
阿彦少爷！！！！
魯班
德班
德班超可爱！！！！
不要打它
干饭
卫斯理和蓝血人
西拉
冲啊
印象深刻
这里泪目
小时候看的是 迪迦 长大看的是感情
渣渣辉!
如果你死了 那你永远都活着
老家的村子也都变样了。。
白嫖失败
这个印象好深
你发的我都有注意到过，我看的时候应该读初中高中了应该
我淦，快哭了
稀拉～
爷青回
泪目
这里哭过
迪迦以前好多很感人的故事
呜呜呜这个泪目了
没有啊，日本古迹有很多是用现代工艺复刻的和翻新的
眼泪不争气的流出来了
小狗没死
呜呜呜这集好难过
放这音乐我就要哭了
奥特曼就迪迦还行
玛雅！这集的歌好听
我也哭了
野瑞老是整一些阴间的活儿
战歌气
小时候觉得大古帅，现在不觉得了呢
这个我哭了呜呜呜
旧的终将过去
吕颂贤？？
白嫖未遂
。
我服，666
投币了
寺田农
言出必行三姐妹独少一人
看了好多都记不起来只记得这一集
觉罗
佐渡稔
怪兽是负能量的集合
拉迪亚快变身啊
这集小时候看哭了
迪迦剧情真棒，他让我们知道怪兽也有善良的一面。
我真的好爱你
我的RNA转录了
首页通知
哇
这集日本人该好好看看
根本赢不了，我听不懂
我最喜欢穿越时空这一集！！！！！！
说济南屁王的站住！回不去了！
我在等变红，你在等什么？
德班小天使
印象深刻，变异的小鸟
这集也好感人
这个姑娘虽然不是地球人但是真的挺好的
2659+260
虽然一直过不好的日子，性情善良
迪拜那个衮出去
这集我记得
成吉思汗
他们现在又想造出来特斯拉危害世界，以前的感动都喂了狗
呜呜呜呜，狗苟
正片开始
这大窗户不是可以翻出去吗？
古天乐！！
泪目
跟我们地理老师一模一样，真的
这是鹦鹉那集！
狗狗
123
123
小狗是哪一集？
你是摩托
当时看哭我了
jkl
玛卡巴卡
喻文波
中国配音巅峰
泪目
难得迪迦这次技能没前摇
比博燃！
灯罩进水了
这个我看哭了
也请回
这个印象深刻
狗子
冲鸭!!!!!!!!!!!!!!!!
爷青回
啊我记得这个！！！
小孩子都懂的道理，日本现在都干了什么
每一集的音乐还是剧本都很棒
啊啊啊啊啊啊
KTV必点曲目
DNA DNA
菠萝面包 
并不是 一直都不只是看迪迦
这个有印象！！！
别打它！
。
全体起立
老番茄早年作品
必须三连
0
迪迦真棒
大狗狗还没女朋友
这集真的爆哭
这也太好看了吧
dna动了！！！
一心求死
贺来贤人？
迪迦里的怪兽来自内心深处的黑暗
迪迦怒了
光！！！！
大古也好美！
智慧的眼神
爷青回
这集哭死
我超喜欢这一集的故事
玛卡巴卡到了，呜呜呜
鸟死了气死我了
jack
我记得小怪兽没死
假迪迦这一集
有种绫濑遥的侧颜
这集我记得，绿色的血液嘛
莽夫模式
幸好德班还活着
玄凤
那个是玄凤鹦鹉
小狗没死！！！
根本赢不了我听不懂
你币有了
喻文波
核废水，核废水，核废水，。。。。。
为什么我会看哭
记得这一集
露西亚
丑萌丑萌的
快乐莽夫形态
冲冲冲冲冲冲
他根本就不会打架啊
就记得这里了
jakeylove
不要悲伤不要害怕
狗子！呜呜
童年阴影
没有埙怪兽吗？
感动
唉，奥比克。
切换网抑模式
哭了
爆哭
感觉当初的自己错过了啥
西拉！！！！
这个记得最清楚！
我是摩托
那一刻，他成为了光
我会来到你身边
迪迦的bgm尤其深刻 一听就要哭
德班
00后啊
bgm犯规了
关爱空巢老人
这一刻，我的币被光感召了
666
和奥比克一起玩~
bgm犯规了
这个最后还是活着的
克里斯玛雅！
爷青回
想哭了
这个我记得！！！
全是童年
配音好好
长大后想变成迪加
高伟光是你么
穿越时空的微笑
配音，直到现在还没听到更悲伤的感动的。
空降5:10
我记得
奇迹再现
片片片片片片片片片片片
这个时代已经没有能承载我的船
封面路西亚
西拉这个看哭了
破防了兄弟们
茜拉
有！好像。有一集由于水污染耗子变异了。
和百花深处一样。
我最喜欢是德班那一集，特别喜欢小德班
44集  邪迪
就是这个，德班
德班阿
新的风暴已经出现
哭的我不行不行的
我DNA 动了
空耳的这歌可太搞了
爷青回
好帅
他们才是真正的光
这集我哭死
我燃了
可惜日本反手就倒了核废水
DNA动了
这集我哭过
老大哥
OHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
祖传的红色气球
就这一集我记得
这好像是迪迦的四十多集
全体起立
哦哦哦这个漂亮姐姐我印象超深刻。。。
记起来了 蓝头发的女孩是外星人，血是绿色的
这个小怪兽我记忆犹新，就和泰罗里面的红色小怪兽一样
那万一赢了呢
这怪兽小狗变的
这个老奶奶也很美啊
铁甲小宝!!
鸡皮疙瘩掉一地
以前就觉得封面的妹子很漂亮
真的美
小狗
这辈子第一次熬夜就是偷偷看迪迦
园咲琉兵卫？
jkl
蓝衣服的  张三那啥。。
爷青回
这里真的看哭了
有印象
我记得这个！这个让我很感动
田德莉娜快来
小百合
无皮村
迪加
泪目
ohhhhh
奇迹一定会出现！！！
这集哭死
这段我印象特别深刻
为啥不用take me higher
就是这个哭到爆
不玩了，我TM DNA动了
救命
阿阿阿这个小怪兽想起来！
别杀了
哭了哭了
好美
这几个定格镜头冲击力很大
是那个主人的狗狗吧
上勾拳
哭死了这集
泪目了
德班
我很庆幸，我的童年叫迪迦
不由自主跟唱
流泪了
配乐好好
哇
呜呜呜
记得记得
我记得！
西拉！
你是唾沫
奇迹再现
这集我当时哭了
震惊
我有印象！
迪拜？
好美
我记得这集  我很小的时候就看过 非常感动
蓝血人！
DNA动了
德班！
！
你币有了
你好骚阿
我记得  我以前特地找出来看过片尾  狗子还在着
迪迦会瞬间移动
我站了起来
死了
当年没拿下op和ed的版权 这个是国人自己写和唱的
根
我哭了
记忆犹新的一集
这集印象最深
咏春
这集感觉是迪迦里面让人触动最深的
当时我感觉这个摩托手好叼我长大要跟他一样
德班qaq
DNA动了
玛德，前面陈赫的笑死我了
空降2:16
记得这集！
空降 2:16
空降02:16
迪迦yyds
奥比克
村子没了
希拉
茜拉
变成凤凰的茜拉
狗狗哭了
狗子也死了
露西亚
击剑
迪迦情商真的高
迪迦
感动！
这集哭了
真的看哭了西拉
迪迦的剧情是真的好
真由美好好看
刻入dna的bgm
啊啊啊啊这个小姐姐和那个男生成为了外星人的游戏
这个真的是哭到不行呀
啊啊啊啊啊啊是德班
德班结局特别好，很温暖
那只狗
是狗狗
我小时候会看这些故事
就难过
白嫖失败
啊啊啊啊时空少女
好帅！
啊啊啊啊啊倒数第二集
DNA动了
啊啊啊啊啊啊爆哭
假由美呢
泪目
好帅
哭了哭了
我觉得她死是因为你的buff
达咩啊
好可爱！！！！
一键三连！！！忍不住啦
福岛警告
德班
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
德班
能源的那集后面崛井基友又显现了一次
这才是我们喜欢迪加的原因
这里每次看都忍不住
