？
一把神枪
热乎的
失踪人口回归！！！！！！！！！！！！！
吊图一堆
笑死，这破枪
现实中这把枪的可靠性确实非常拉胯，枪管没办法还故障率还很高，唯二的亮点就是精度较高和可以用步兵的弹夹供弹（据说训练水平不够的话还能难做到连射）
来了来了
MD笑的肚子疼
法国出品，全新没开过一枪，只是在地上摔了一下
？？？？？？？
靠，歪把子？
吊图一堆哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
热乎的
喝多了可还行
fgo炸出来了
这玩意游戏优化了←_←，现实里那个装弹夹的弹斗是不能在战斗时拆下来的。
DICE不是瑞典蠢驴吗？
DICE不是瑞典蠢驴吗
吊图一堆
大政十一式
有一说一安结洁线倒也确实都是巷战
吊图一堆
这是啥动漫啊
车载音乐，还先进了几十年哈哈哈
来了
快进到鸟妈妈急跃天台尸体从不来梅排到西伯利亚
鸟妈妈牛逼。
我来死给你们看
9公斤加上弹夹造成的奇怪位置握把导致持枪特别累
这就是歪把子吗？
新BGM好评
者很真实了
evayyds
鸟麻麻
对8起，歪把子少前没出，没有立绘
终于更了！
鸟妈妈，斯哈，斯哈～
草
dice是瑞典的吧。。。
太太！太太！
鸟妈妈二乔说成立
哈哈哈哈哈
三改
进攻方打赢这张图成就感巨高
老婆！
牵强
刘将军好啊
早
菠萝塞东
歪把子
人口回归
热乎的
还没实装所以没有
这破枪魔改了，但斗是固定的，只能打开一板一板子往里填
喂喂喂，这地方眼熟啊
催更
2小时 第一次那么热乎
新鲜出炉～
热乎的
这图没把都是玩狙的，更本进不去
你还知道回来
热乎
好大的弹匣
纳甘左轮，政委快乐枪，肃反限定
热乎
vive la france!
激情对射
可乐喝多了
来了来了
指尖宇宙
这声“哦”不是老版本MC里面史蒂夫受伤的声音吗？
cod有机会嘛
芜湖
战地一狙击
九七车载机枪才是屑枪吧
热乎
热乎！！！
这是什么动漫？
绍沙？？？？
他说，可以上了
说起冲锋车，我又想起了用吉普车莽隧道的那个狙击手
来了来了
R——！P——！G——！
这儿都有仓鼠……
热乎的热乎的
三八式步枪弹
我佛了 左右 中国和国外是反的
我本来想骂她，可耐不住她实在是太大了呀！
这房顶我想到了安洁那个小游戏
酋长太惨了
月神prima
大正十一式  俗称歪把子机器
ohhhhh
草图一堆
这可是鸟妈妈先说的，战地素质行为，咖喱带头蹲起嘲讽
求这里面的bgm！！
哈哈哈哈哈哈哈哈哈
这枪好像机枪弹速最快
开了开了来了来了
我怎么不记得有这段
416我老婆！！！！
呀哈喽……
波兰蠢驴是CDPR是巫师和赛博朋克2077的开发商
光速
416！！
这个弹道好啊，我战地1里打的最好的轻机枪
没有实装
热乎的
来了来了
老婆！！！
来了
绍沙20发精确射手步枪，可切换拉栓和自动（确信）
纳尼！
R！P！G！
一模一样！
弔图一堆
啊这
连 狙
刘易斯赛高！
救命啊～(^-^)
我曾在极端愤怒的时候极端愤怒的滑铲～
high way to hell～
来了兄弟们
爷青回
论步坦协同的重要性
论步坦协同的重要性
你还有脸回来？
大正很强啊
卡大树
豹笑
来了
？？？？？？？？？？？？？？
现实里琦葩的供弹方式让大正十一式整枪重心左移，而且供弹不畅
妈！！！！！
妈
妈你怎么在这？！
妈妈吗妈妈
这玩意美军进过，结果美军机枪手用手枪都不用它
热热该能吃
吊图一堆
传统美德
太太！
害怕
？？？
装填？偏斜？发动？怪猎啊这是？
三厨狂喜
前方调低音量
你还有脸回来
爷的最爱
我卡姐！
太太我宣你啊
爷关更
赶上了
打个球呀……
草，这个我熟
\\\\\\鸟妈突袭中\\\\\\
夭寿啦，终于更新了
少前没实装
叼图一堆
吊图一堆
这衣服好白
太太 爱了
草
哈哈哈哈哈
弔图一堆
2020夏活地图
铁砧声哈哈
爷青回
辛苦了！
永生之酒，爱了
吊图一堆
 这枪在战地五排得上前三的轻机枪
捕捉鸟妈妈
哼哼，啊啊啊啊啊啊啊啊啊啊！？！
我就知道
但是备不住他准啊。。。
绍沙
娘某人
一期生草
人家做过对比，只有仿造的才卡壳
这是什么番哎
这是什么番啊
热乎的
有生之年
I'm on a highway to hell
？？？？？？
来了来了
这个弹幕有意思阿！
臭气
今日乳法
这段时间被这把枪搞死过好多次
来了
吊图一堆
卧槽你们真的住在B站是吗
我索米压不住，就司登用的好...
《封盘》
吊图一堆
一战时期美军没有M1钢盔，都是用英国托尼盔和法国亚德里安盔
弹容量＝女乃 量？
1里的邵沙还行，5里面邵沙……射速慢，散步大，弹容小，什么都不占优势
来了
瑞典盛产蠢驴，DICE，Paradox
其实游戏里歪把子挺不错的，比邵沙这玩意好用多了
你说我老婆是什么???????
为什么倒着开？普罗旺斯背景是1944年盟军龙骑兵行动登陆法国南部，有很多自由法国军队参加，这个是法国谢尔曼，所以倒着开（doge）
普罗旺斯背景是1944年盟军龙骑兵行动登陆法国南部，这个是法国谢尔曼，所以倒着开（doge）
谢尔曼sh（滑稽
终于来了
失踪人口
就这？鸟妈妈你多久没更新了
鸟妈妈要不要录点COD
来了来了 终于来了
可算更新了！
传统美德
没事，我们更喜欢看你被爆
敌人：****
弔图一堆
我还以为歪把子是100式冲锋枪
吊图一堆
突然不莱梅
有生之年
草
讲真，山谷6把机枪足够了，来多少杀多少
月神？
额图片有声音？
爷青回
丈育
冲锋枪（no） GAYGUN（yes）
天皇快乐棒
这枪拉胯
草
春田天下第一
其实擅自改动绍沙的是法国人
和德国stg对比不是变相乳法吗
汤姆森参加过一战？
可就是这种枪我们也当宝贝啊
来啦
矮个子里挑高个
暂停看左下
月神
蒙德拉贡呢？
司登老婆！
三八大盖？
为之变色的。。。。
不是六排么
乳法了
太太我喜欢你啊！
？？
太太
？？？？？？
此处应该有谢尔比
冲冲冲
这弹匣，，月神？
这枪看着好难受啊
小透不算挂
是麻麻桑哒
老李最喜欢的那个？
弔图一堆
弔图一堆
草哈哈哈哈哈哈
我替up主求个弹幕
PS：大正十一式的6.5SR是减装药弹，不然自动机受不了
他说，可以上了
三连再看已成习惯
choke slam！！！
果然有绍沙
敌 人 比 演 员 还 菜
有生之年
汤姆森前身或者说初期版本在一战结束前运抵了前线，所以战地一里有
【】
传统美德
池子污染源，大造一次机枪出几百把
来了
传统美德
弔图一堆
应该没错吧，中国跟国外是反着的
R！P！G！
好家伙瞬间从不来梅飞到普罗旺斯
来了来了
我靠我的眼睛识别出了这两个字，xing yu
月神P
鸟妈妈跟老李杠上了
来了
你回来啦
用步枪弹药的奇葩机枪
弔图一堆
吊图一堆
不至于不至于不至于
每次看这个片段都会想起张伟
但是绍莎便宜啊
但是他便宜而且产量大啊
区区绍沙？
月神…
弔图一堆
汤姆森没参加过一战啊
绍莎比他俩便宜的不止一星半点啊
这枪不弱啊
这动漫全名是什么？
失踪人口回归
大
纠正错误的看一眼评论区好吗
弔图一堆
来晚了罪过罪过
催更催更催更
鸟妈妈牛逼(⊙o⊙)…
吊图一堆
你不对劲
弔
叼图一堆
叼图一堆
地狱高速路www
来了！
有生之年啊
现在看得到up的弹幕了啊
歪把子
要有侦查呀
草
确实是反着的
张伟 我知道是你
12小时
今日乳法
爷青回
索玛
可是她大啊！！！
？？？
吊图一堆
iDW哒喵！！！
来了来了
啦啦啦
战地一这把枪拉胯的一批
叼图一堆
永生之酒
233
车载音乐
奥利亚
明明是第一梯队的人形
原版一样卡，那破子弹就是原罪
载具杀手
月神p!!
我咋能想死斯内克
月神p，我刚刚刷到蓝图
爷青回
有生之年
来了
价值114514美元的司登式冲锋枪
idw哒喵
今日乳法1/1
弔图一大堆
来了来了，终于来了
来了！！！
对友军宝具
然而法国人就是把绍沙轻机枪当冲锋枪用，美国改了春田弹之后特别容易卡壳，法国人拿着东西当冲锋枪用特别喜欢跷德国人的重机枪，一战德军听到这枪声都怕
来了！
来了来了
哈哈哈哈哈哈哈哈
歪把子是真的蠢
女神异闻录3考试bgm！
bgm：試験中…
都是一堆挂，有啥战术
日常辱法
ACDC牛逼！
非裔步兵开局就是这枪
来了
今日乳法
dice是瑞典的
什么游戏这个！
所以少女前线跟这个游戏有什么区别
后面的事就拜托你了
爷青回
来了来了
叼图达人
坦克去整战争雷霆和坦克世界啊
热乎的
伄图一堆
耻辱啊
所以这就是你上夏活地图的理由？
弔图一堆
弔图一堆
催更
高Ping战士
这图防守架好机枪点就无敌
eva
416！
一句话没听明白
这时候你们需要粟裕帮你们介绍一个能用两把机枪控制整条街道的咖啡馆
是索玛
仓鼠狂喜
索米！！
吊图一堆
游戏可以输载具必须死
大头你的2.5呢
绍沙单发伤害高啊
老婆大人！！
真的太难打了
索玛原型
热乎的
vive la france!
草
那没有队友的我们不是很惨
？？？？？
你不对劲
不是瑞典蠢驴吗
妈！！！！！
?
鸟妈妈天下第一
啊这
草
是英国人啊
我擦 这图我熟
快进到跳天台
人够了
旋 风 A K
弔图一堆
弔图一堆
这是什么电影
来了来了
热乎
ohhhhhhhhhh
雕图一堆
弔图一顿
弔图一堆
哼哼哼哼啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
叼图一堆
车载音乐233
堪称耻辱
咦哈~~~~
弔图一堆
夹心酱的吗
什么动漫
这是什么番
鸟妈妈
爷青回
少女前线好恰
热乎
来了来了
爷青回
我觉得好用呀
弔图一堆
弔图一堆
弔图一堆
您就是汝法急先锋，我欣赏
嘟督？
阿 奇 巴 巴
草，才发现对面是我
IDW哒，喵
是日本和其他国家是反的
这贼好用啊
阿奇巴巴
ACDC
爷青回
HHHHHHHHHHHHHH
这是人在抖
弔图一堆
爷青回
来了
弔
虽然容易走火，但是这玩意儿便宜还容易制造
好像就出口给美国的.30-08版本故障率高
卡壳枪
用步枪桥夹供弹的奇葩机枪
这枪是半自动吗……
哈哈哈哈哈哈
笑死我了
哈哈
好
月神的我看见你了，我也是天诺人，星际战甲那把月神p挺帅的
.
发广告
也咩地
弔图一堆
老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆啊啊啊啊啊
爷青回
碧 蓝！
鸟妈妈来了鸟妈妈来了
来了来了
疾跃天台噩梦81.7路过，哭辽
刚才是电影 图灵 片段
旋风ak
发现了野生的星际仓鼠，使用仓鼠球
跪滑！
吊图一对！
lai了lai了lai了
酋长声音好可爱啊
少战
？？？
RPK?
吃那么多
让军神来
突击虎？
这枪真让人便秘
？
吊图一堆
卡在了奇怪的地方
1.14（察觉）
有生之年系列
张伟
飞机也是载具
吊图一堆
哈哈哈
塞弹夹不比换弹斗快?
你不对劲
这个我熟(ﾟ∀。)
弹幕护体
IDW哒喵！！！！！！！！！！！！！！！！！！
强尼l
刺雷，永远滴神！
仓鼠：带镜的月神哎
？？？
爷青回
前面的，这是游戏里伤害丢人，不是现实
老婆！
这里是被自己打得榴弹给炸死了hhhhhhh
绍沙
弹幕
弹幕
更新啊
鸟妈妈辛苦了
鸟妈妈终于更新了
手炮-12.7
不是吧不是吧，这图不是闭着眼睛守的吗
月神
这是玩的什么？
晓得了
看前先三连
你的手枪其实也是个人形
企业好评
永生之酒！！！
弔吐一堆
瑞典蠢驴是P社吧
乳法
弔图一堆
永生之酒！
p3的bgm
永生之酒！！
我为什么又想到了张伟
弔
点赞和投币连0.5都没有的比例
ohhhhhhhhhhhhh
战狼里的葫芦娃救爷爷剧情
弔弔
热乎
已三连
传统美德
记得当时直播的时候疯狂白给
弔图一堆
弔图一堆
少战草
绝好调！（子安脸）
弔图一堆
传统美德
你还有脸回来
这玩意也叫少战
鸟妈妈更新了
淦
淦
好使啊
喝 多 了
爱了爱了爱了爱了
热乎的
传统美德
波波沙？
歪把子nb
终于更新了
双厨狂喜
你怎么骂人呢
弔图一堆
这枪不是能配穿甲弹的吗？
当场处理叛徒的美军是鉴（滑稽）
哈哈哈哈哈
爷青回
右是保守
哈哈哈
嘟督的风格？
传统美德
弔图一堆
哈哈哈哈哈
失踪人口回归！！
哈哈哈哈
哈哈哈哈
好球
这猫图笑死我了
传统美德
‘’
歪把子
我全都要
I D W~ 喵
司登爱了爱了，婚纱皮太好看了
您也知道更新啊（doge）
步坦协同？赞！
拿错地图了
啥游戏？
战地么？？
凉风？
哼哼哼阿阿阿阿阿阿阿阿
传统美德
月神
有生之年
神经哥介绍过
一战的武器了
牛逼
哈哈哈哈哈哈哈
这张图我有我去
鸟妈妈！~\(≧▽≦)/~
ACDC
可什么？
这两把枪够大。
传统美德
除了装备量惊人
最早乳法的是大嘤弟国
歪把子太秀了
弔图一堆
歪把子
不是吧阿sri，这都能冲？
这货还不如德国的伞兵步枪。
知道为什么我总是想到了张益达
前面张益达的+1
前面那个番叫什么名字
前面那个动漫叫什么名字
前面那个动漫叫什么名字
这比歪把子还腊鸡
唉
少战狂喜
传统美德，草塔玛德
杜王町
建议放秃洞doge
等等！不对劲
cod传统
但是瑞典蠢驴是paradox啊
右是保守，左上激进
爷青回
反个鬼
司登=可发射子弹的水管
哎嘿，月神啊
好了可以扔了
草
真-Rush B
草
OxO
由于时代的局限，绍沙天坑的供弹具让该武器的可靠性实在是难以恭维
？？
少女战机？
三路rush
30发子弹
这就是偏转力矩的锅了，霓虹军工没文化
？？？？？？？？/
？？？？？？？？？？？？？？？？？？？？？？？？？
歪把子
哈哈哈哈哈哈哈哈哈哈哈哈哈
爹1绍沙很好用
䘟圖一堆
來了
传统美德
一堆掉图
但是太大了
外八字
可是现在二战了
太太！
太草了
草，是工口老师
扒
啊这～被捶死了呢
哈哈哈
现在有了
太太天下第一
菜
别别别
菜的一笔
所以抢中国的枪
热乎的！
哈哈哈，真实的物理引擎
什么动漫
爷青回
敌人比演员还菜2333333
容易卡壳
卡壳
旋风ak
圣装索玛！
????
载具杀手
woc，失踪人口回归
mp40我老婆！！！！
大正十一式
吊图一堆
草
极其精妙的设计，卡壳得修十分钟，故障最少两个点……
go
35？
？？？
“左”是激进，右是机会主义
现实中打3发卡一次弹额。。。
守不住啊，就没守住过一次
BGM好评
当劈大树
歪把子
鸟人
歪把子
弔
其实我都是那种进来秒赞但不投币的人
这立绘什么游戏
佬仔车杀手啊
老载具杀手了
……
阿 奇 巴 巴
说图灵那个是多憨批？
奈斯大夫 5个烟雾铺路冲啊
邵沙生产方便啊，不过烂是真的烂
鸟某人
240
狗子?我只看到了9
stg弹容是30啊
是6排
封面党？？？
这是什么电影啊
旋风ak+1
这也有仓鼠啊
弔
虽然不知道什么番但是看懂了23333
来了
？？？
太太
哈哈哈
哈哈哈哈哈
R！P！G！
？？？？
歪把子
草
哈哈哈
传统美德
月神
玛德滚回来了吗
月神？
光速毒奶
传统美德
。。。
416！！！！！！！！！！！
可以土工作业在地图左侧挖战壕挖到a点前的
斯登选机瞄大部分腰射，完全另一把枪
三八大盖？
歪把子？
？？？？？
这个我熟
旋风ak？
歪把子
鸟人
人动枪不动
草
月神
月神
这死的翻了三圈哈哈哈哈
？？？
你不对劲
前面的是啥番啊啊啊啊
弔
准备开溜desu
hhhh
举报，这骗子放假图
好一个250
不是7.7？
前面的，这是9妹
承认呢
少前里没有哈哈
这图印在dna里了
这枪用不来
握草
根本没法完整打完一弹匣的枪
你放不来梅地图干嘛
按F进去坦克
太太我喜欢你啊
RUSH BBBBBB
这手速  还不如拉大栓
吃太麻烦
太青了
哪门子机枪
传统美德
凉了
普罗旺斯！！！！！
来玩cod16啊
嘟嘟似里
波兰蠢驴表示不背这个锅
对了再说一个吧，当年大正11式的脚架是很高的，然而当年日本人也是出了名的矮，机枪中最高的脚架配上人种中当年最矮的人，可以的舞台非常大
？？？
传统美德
弔图一堆
月神好评
mc好评
弔图一堆
刁图一堆
哈哈哈
投币缓存一气呵成
当年我一直以为这是一把狙
爷青回！！！
月神（bushi）
扳手发射器
哼哼哼，啊啊啊啊啊
← 请看这里
???
鸟妈妈手柄玩得牛批啊
你怎么放不来梅的图啊
这是半自动么？
因为发动机可以防击穿？
孙红雷牌面
歪把子
保守也可以以激进的形式出现，年轻人。
大正神枪
张伟
杜王町犯罪广播
活捉鸟妈妈
弔图一堆
可是，她实在是太大了
嘿嘿
传统美德
我还挺爱用的十一年式
弔图一堆
哈哈哈
好大的弹匣，哦不好白的枪管
没有20多个人对狙吗
队——友——！
乳法（1/1）
弔图一堆
cdpr一脸懵逼
真事
来了来了
这重机枪守就行
好枪
idw哒喵~
R!P!G!
弔图一堆
邵沙很强的
哈哈哈哈哈哈哈
刷督嘟风格的人也太ky了吧
左下角2333
春田天下第一！
传统美德
弔图一堆
哈哈哈啊哈哈
月神草
弔图一堆
绍沙是一把打起来比半自动射速还慢的重机枪
它在游戏里了是排前几的轻机枪 稳的一批
传统美德
不愧是少战
草
波兰蠢驴不背这锅
传统美德
传统美德
这图尼玛峡谷混烟老阴比多的一批
少女哈哈
这枪算是最适合新手的了稳定性好的一批，就是子弹少
臭    死    力
这把枪金镜子打好几次都出不来
，c
这是一战枪，当然不能和那些二战枪比，差的不是一点两点
一战男儿 不请自来
比喻太草
月神
传统美德
等等那只猫在干嘛
在战地挺好用的
果然鸟妈妈还是个苍蓝星
这枪在战地五可不渣 挺好的
男友1的两把都好用，5不知道
是小萌，我死了
企业好评
臭气枪？难道开火声是哼，哼，哼，啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊，吗？
你好臭啊！
R！P！G！
弔图一堆
碰上彩虹，吃定彩虹
马桶塞，yyds！
做也不跟
左右不分
队友：我这车轮怎么在冒奶安啊
eva
手枪前几期就有过了，在做就重复了
游戏里除了伤害低别的都不错
但是游戏了里好使啊
爷青回
山羊胡震怒
老婆！
这图我熟，我来。
+
high！
鸟妈妈来了
他说：可以上了
少战厨狂喜
心智升级好评
戴英国钢盔就是英国人了？美国在一战没有自己的制式钢盔，美军钢盔都是跟英国法国买的，战地1序章里那个戴着法国钢盔的黑人其实是美军
最早乳法那是嘤Gay兰王国，不是鞑嘤弟国
二十发也配叫机枪。
这个我熟
来了来了
握草
哈哈哈
失踪人口回。
ohhhhhhhhhhhhhh
真就哪里都有仓鼠呗……
我感觉挺好用的
这枪好用，只是美国人用的是自己改过的，用的30—60弹药，原版本很好使
弔
R！P！G！
我永远喜欢司登！！！！！！！
矵图一堆
汤普森的原型枪参加一战了
-----------
来来来
特大喜讯失踪人口回归
刘将军NB
幽灵行动先代同款地图吗，好熟悉啊
碧蓝航线好评
老婆诶
rpd
弹夹好大
为止变色
Sd.kfz.234/1
中国玩家:这张图埋雷不错
这个念第四声的载具
还是给我法棍吧那个战斗力高一点
谢尔曼 重型火力， 爷笑了
草
RPG！
草
月神射速可比这快多了 哈哈哈
弔图一堆
索玛
动漫没有看到 你说切图的话 那是少女前线 我作为两百级的萌新 不推荐你入坑
BGM：番剧《永生之酒》片头曲
每次打民用机场，用德军玩sdkfz251，本来就是个支援型的，队友特别喜欢把它玩成突击型的
什么鬼
鸟妈妈噶
单抽保底2333
然后六个人还有个用绍沙的
已经忘了你是个怪猎区up主
来了来了！
LAX
bgm：LAX
GCGCGFGFFGGGFFFGFGFGFGFFGFGFGGFFF
我知道你的队友很想锤你各种载具白给
此枪是萌新专用枪
好家伙，纱雕机枪，各种卡弹气死人
A点狙击手躲，大老远碰不到
诈尸了？
看了，是错了呀
卡弹之王
来了
？？？？？？？？？
这是传说中的半自动机枪吗
"强击虎...沙恩霍斯特的280,掏薄管壁,掏成380,然后2倍径打he...攻城真的很刺激"
这玩意配三倍镜效果极佳，别问我为什么你们体验一下就知道了
我知道你的队友感觉到你是多么的白给
以我没猜错的话没打完一局你就会被队友举报几十次
你tm真是左右不分
斯莱德的叫声
二百五
ohhhh，eva
哈哈哈
老婆！
小型火箭筒
Jager!!
大盘鸡
传统美德
+
草
应该是少女前线
来了
弔图一堆
*
措不及防
太太我爱你啊（太太蓝）
就这枪，我还不如拉大栓
热乎，失踪人口回归
牛马酋长
开幕雷击。
为啥枪不动，人疯狂抽搐？
0..
热乎的
失踪人口回归
666666
是萌子！
失踪人口回归
都不是一个时代的玩意，说个锤子
歪把子后坐力有横向力矩贼离谱
你来了
三刷
在打了在打了
精德震怒
+
++++++++++++++g
不过有一说一，这模仿的声音和酋长基本差不多（滑稽）
声音好像嘟督阿
666
啊嘞嘞嘞？
断惑无间草
司登老婆！！！
对面:老子打的就是精锐
蠢货，我德意志科技天下第一
？。？
在现场
ACDC!
弴嵞彝䯟
逐渐半佛化233～
，，
歪日
汤姆森在一战时期还是实验枪
煩い
你不对劲
你不对劲
唧唧
GG
传统美德
更了，更了！！！！！！！！！！！！！！
爷青回
嘿嘿嘿
因为是日本侵华用的，所以一般都不出
这个图怎么那么像战地1的那个？
害怕
月神那个，窜场了窜场了
传统美德
.
x
爷青回！！
这枪真实情况谁用谁知道
有生之年系列
二十多号人这堪比上回那二十多把狙啊
大正十一式机枪登场
大正十一式机枪登场
草，这个我熟
成团名单
爷青回
绍沙
为什么我的司登不一样啊就是
热乎
传统美德
传统美
传统美德
太太！
爺青回
少战狂喜！！！
MC狂喜！！！
R————P————G！！！！！！
→_→
1
o h h h h h
失踪人口回归
战地1
左下角瞩目
4星大喵了解一下
吉良吉影犯罪电台！
我的9妹
天皇快乐棒
不愧是36D
我的99式大菠萝呢
ko ko da yo～
嘤国肯定热衷于汝法啊，百年战争
传统美德
爷青回
这是不莱梅啊
恐怖如斯
啊这
那个玩意（刺雷）神经哥也喜欢玩
xswl
ohhhhhhhhhhhh
工口老师……
R！P！G！
你不要过来啊
热乎的
传统美德
少战草
来了
来了
给爷si
左下角
双厨狂喜
。/
来了
煩い
三发一卡名不虚传
好大，我说枪
这个纪录片我看过
而且它的枪架特别高，对身高矮的人特别不友好
爷青回
天皇万岁棒
鸟妈更新了，天哪
nice大夫！
黑色的
EVA
爷青回
BGM！
来了来了
114？（警觉）
你也是个臭DD
毒奶，发动！！！
噗
弔图一堆
国际友好动作
传统美德
海军也可以录嘛
这还好吧
好
仓鼠无处不在
