第一？？？？
哇哇哇，你说的全是我不喜欢的！！
紧跟时事
再来亿遍！
嗨 老婆
哈哈哈哈哈哈阿絮
奥斯卡是谁
不认识
肯定糊啊
啊，我也不喜欢他，他头发眉毛俩颜色，看着难受死了
麻德跟个串儿似的
都是资本
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
一键三连走起 
你说的对
《  格  局  》
《我中文不好》
战术后仰
并且叹了一口气
反向拉票罢了
高情商
队长发言人，凭借晋级感言圈粉无数
《队长发言》
可爱死了哈哈哈还
说的有道理呀
再来一遍
dna动了！
利老师还傻乎乎的认为有实力才能出道
smm就是绿茶成精了
哈哈哈哈哈哈哈哈哈哈哈笑yue了
这张是卫俊浩吧，帅拉了啊
真的帅
可是创也不是没有别的编曲人才了呀，洛尔不香嘛
相当同意
老公老婆
不行！！！！afo！！！！
rap拉垮死了，脸上的粉比城墙还厚
up保重关私信，粉丝要来了
温客行排面！！！！
我也烦 妆太浓
阿絮老婆！
币来了来了 给你鼓掌
低调低调
这些人说话都老怪了
啊！和马宝贝！
wjjw倒闭了
我讨厌死他们了，天天祝那个姓任的被淘汰
就这还在出道位，真nm笑死人，内娱真的完了
付思超还是可以的
三连有了
我来了！
付思超可
哈哈哈哈哈哈哈哈哈哈哈
鲁鲁修！！！
来陪跑的
哈哈哈哈哈哈
好丑！
DNA动了
人品好
顶流来了
打团要座飞机
我的和马
脸涂的忒白
这一期轩邈封神了
这期反复观看，且全文背诵
DNA动
诺言赶紧gun
这句话直接投币！两个！！
这水平竟然还去过韩国训练，到底学啥了
装 就装吧
你下山好好说
币有了
这里只有利老师一个人是坐着的哈哈哈啊哈哈哈哈哈哈哈哈哈
你币有了
欢喜冤家大可不必
哈哈哈哈哈哈哈
你币有了
杨笠yyds
我想听利老师
逐渐忘记标题
你是来代替鸭子的吧
这个声音。。。声控有点不可。。很不可
他说啥。不看字幕听不懂，这位奥斯卡真的丑菜
大家一起来帮大熊猫减肥啊~
你赞有了
四皇
确实
yue
我也不喜欢！！！！！！
利路修的脸top级别的
嗨老婆
诺言是被俱乐部送去的
再看一遍
好
我也觉得中间这段跑题了。。。。。不是讲利老师吗？
自己的快乐建立在他的痛苦上哈哈哈哈
他长得好看？？？？？？？？？
。。。。
确实
成团之后直接打包去演戏 去拍综艺
进度条过半了，离题了喂！！！！看看你的标题
h哈哈哈
笑死我哈哈哈哈哈哈哈
诺言粉丝可别叫了   诺言的啥不是偷的  知道为啥叫他塞拉斯吗  偷啊 硬偷
对我也讨厌他 装的很 他绝对知道自己是皇
他说他想回珠海233333
对太皇了还没实力
太对了
自己人别开腔
哈哈哈啊哈
哈哈哈哈哈哈哈哈哈哈紧跟时事
哈哈哈哈哈哈
老龚老婆
《全 文 背 诵》
hey bro
利老师中文5级！最高6级！！！
我的amu啊！！！！！
这首俄文歌  我都快会唱了
所以
所以我利老师也可以
孩子不懂事，你还不懂事，投他！
他之所以参赛是因为给的钱多，他自己觉得自己还会马上淘汰，比当老师很赚，结果万万没想到粉丝逆反，他想下下不去，这完全不是人设
niconicono
利老师 珠海等你
哈哈哈哈哈哈哈哈哈哈哈
沸羊羊都比不过 哈哈哈
哈哈哈哈嗝 三连了
丑
hi老婆！
他自己都实力。。。
呵呵
最嚣张的选秀学员
手游就是不如端游！！！！！
讲我利老师，必须赞
五菱宏光飙到飞起！！！！！！
好耶！！！！！！！！！！！
周柯宇真的溏而湟之
梦幻联动！
你真的笑死我了
投他
哈哈哈哈哈啊哈哈
哈哈哈哈哈哈哈哈哈哈哈笑死
哈哈哈哈哈哈啊哈哈哈哈
你下来好好说
看到他俩竟没觉得不对，果然刷了太多山河视频（捂脸）
你说对了
看了一眼标题确定偏题
这踏马也敢说帅
再来一遍
偷男偷男偷男
奥皇 明皇
老婆
我疯狂给他下面的弟弟投票
惊讶到闭眼哈哈哈
你币有了
我也不喜欢，装13装得不行，明明没实力Rap还没曾涵江好
三连有了
很敢说的up主
理解不了ryp
再来一遍！
肯定看了手机了
《明明只想教中文，卻莫名其妙当了娱乐圈巨星》
昨日之子划水得看不下去
你三连有了 好会说 多说点
招 黑
赵粤也不行啊
还真是
？倒也不至于吧
。。。来看利老师咋这么少说他的
啊絮老婆老婆
哈哈哈哈哈哈哈今天主主唱在家
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
yes
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
好开闪现跟了
偷男！！！！
别放原片求求了
确实
说得好啊！！！！！
ALL HAIL LELOUCH
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
长的真的难看！！！！！
我的妈呀。。。。这是什么牛鬼蛇神
付思超编曲可以的，唱歌也行，跳舞得练练，孩子加油吧
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
说得好！！！！三连去
你撑腰 我撑腰 利老师继续学唱跳
真实
天生爱豆利路修！！！
看你骂真舒服
你自己念他们身份证号码得了
轩宝真爱陈姐哈哈哈
好开
轩邈鸭子化
哈哈哈哈哈哈哈你有了
主唱不在家哈哈哈哈哈哈
说得好√
哈哈哈哈哈哈哈哈嗝
真实！！！！！！！
哈哈哈哈奥斯卡真的有活粉么
关键他长得真的丑啊
妈耶 这三个我也是看不下去
好娘啊这个人
？不至于不至于不至于
你币有了
你币有了！！！
笑死了
你币有了
卧槽 真的吗 利路修老家珠海？
皇太子来了
哈哈哈哈哈哈哈哈
哈哈哈
因为硬塞一些人进综艺和戏，都不想看了
好开！哈哈哈哈哈哈哈哈哈哈哈哈
偷男滚啊
哈哈哈哈哈哈哈哈哈哈哈哈
偷男恶心
哈哈哈哈哈哈哈哈
哦？你这样我可要登基了man
和马宝贝
U1S1付思超没黑点吧做白工来的
凑哈哈哈哈哈
气的我现在就去给利老师投票
有实力的国组前辈MIC无人问津
我是他的笋丝
不能更同意
你三连有了
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈
说你呢任某某！！
哈哈哈哈哈哈哈
我也不喜欢奥斯卡！
不要任胤蓬
这几年选秀套路真的腻了～
你币有了！！！
哈哈哈哈哈哈哈
夺笋呐
你币有了
讲得好
终于有人提到AMU了！！他真的很棒啊
天生爱豆卫俊浩
欧美顶流利路修，天生爱豆利路修
昨天他参加的衍生节目也很搞笑，肆无忌惮玩狼人杀
看出来轩邈up主真的好爱咱们卫俊浩
哈哈哈哈哈骂的好啊轩邈
张一帆这还行？？有眼睛吗
你币有了
老婆！
付思超实惨
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
你说一下那百分之十 我不服 他就是最丑的！
哈哈哈哈哈哈哈哈
说的好
哈哈哈哈哈哈哈
终于有人开他们了！！1
ce 声……
我也
这仨就付思超还能编曲，其他俩。。就emmm
嗨！老婆！
利老师住珠海的
结合时事，满分
选秀的节目和饭圈的粉丝也曾经是我的痛苦
奥斯卡就差把皇字写脸上了
币有了
唉 公司整这事儿
三连有了
哈哈哈哈哈哈哈哈
啊啊啊啊啊啊啊对对
烦死了
你说得对！
niconiconi
对！他给我恶心吐了！！
专属bgm
加上zky吧，
三连了！
巧了，我也不喜欢
说的好
逐渐跑题 哈哈哈
同意
我感觉长得还行，有自信帅哥的氛围感，实力也就还行，综合前20%，但是他排名这么高这么稳，就……呵呵
因为投票的时候我都写的是quan武，然后投错人啦（狗头）
！！！！你太敢说了
笑死 同是天涯心碎盟丝 不过另外两个真的做了一堆事 尤其超
见到利老师就进来了
超皇
呜呜呜我的amu
谢谢带amu，他真的很棒，被鹅防爆太严重了
媒体采访过了，问过这些问题，所以知道自己现状
哈哈
看到利路修就好想笑哈哈哈
你好爱他
哈哈哈哈
那一个乐队里边儿能正经出来的也就只有付思超还有个编曲了
他真的皇吧我靠
成团后我就不粉了
战术性中文不好
喜欢你
你币有了
不愿再man
温周yyds
偏题哦
不想看别人 只想看利老师
说得好！秀粉真的看透了 自暴自弃！
提名美国烟皇和巴西水皇
任胤蓬来挨打
说的太对了，但凡内娱争点气，我至于本命外国人吗
哈哈哈哈哈哈
哈哈
太他娘的有道理了
丑货给爷糊
呵呵 不至于吧？
对对对对对，我也觉得刘彰庆怜的说唱比他好
你币有了
庆怜宝贝
沸羊羊很牛逼的
七英里沸羊羊厉害的
逐渐脱离主题（bushi）
NB
哈哈哈哈哈哈哈
我后面都懒得看创3就是因为张艺凡
哈哈哈哈哈
利老师我来了
对
顶流排面
别骂了别骂了
再来一遍
你去年很喜欢张一帆
弘扬大小姐和利路修了解一下
u1s1这个是媒体采访告诉他的
笋人利己
真的，舞台的镜头根本看不清舞
利老师加油
srds人家粉丝集资够出道位各位高贵路人们
利老师老有福气了，弘扬大小姐亲自打投
你币有了
沸羊羊rap可牛了姜云升都夸了
看这人咋阴阳怪气的
笑死我了
噗
利妃，你的福气在后头呢
艾回少买点热搜吧
反正成团以后也不靠舞台和实力出圈，最后都是靠塌房和车祸火
哈哈哈哈哈哈
笑死
这三还行，蛮搞笑的
一句话喷了三个人 牛逼 哈哈哈哈哈
哈哈哈哈哈哈哈
帅～
太能说了
flow不如沸羊羊
这发言不当队长过得去？
偷男，你币有了哈哈哈
非常正确，真的实力不够
别这样 张嘉元可是调皮搞笑人设呢！
不要这样 我们利老师没实力也不成团
up我支持你
哈哈哈哈哈哈哈哈
关注原來因為代购生意哈哈哈哈
嗨老婆！！
米卡和马庆怜啊！！！
周六正片播出周日直播滑跪，真没手机大概是脑袋开过光吧
所以现在只需要有流量就行了笑死
我也这么觉得，这期青3，真的很差，我能说垃圾吗？
我他妈笑死了
？？？？？？
AFO！
不，是自己给自己写的剧本
好娘啊
这里利老师抹嘴好帅啊
太丑了奥皇
不愿再笑man
好开 你币有了
太难看了 
哈哈哈哈哈哈哈哈哈
和马555555
你这个字幕什么时候可以点赞呢
发型过于亮眼
哈哈哈哈哈真实
电竞歧视就别了吧
确实
不要侮辱抖音网红 韩佩泉井胧张欣尧也挺努力的
绝了
更圈粉
奥斯卡丑人
他好極端我好喜歡
素质真低
呜呜呜三连了
出道位都是签了合同的
@艾洄
你把我最想说的说出来了
唱跳不行会编曲那就转幕后啊
和马
up主说出了我的心声
中俄防务合作好像达到了新的高度，一个从俄罗斯来的估计会格外收官方的照顾，利老师别想下班了
音乐一出就知道老二次元了
恶心到爷了
PUMA打码
嗨！老婆
op好评
哈哈哈哈哈哈
全体起立！！！
你币有了
讨厌，我怀疑你内涵我沸羊羊
说的好啊
你币有了
僵  尸  面  妆
关键是长相不行啊
嗨，老婆
嗨！大美人
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
你币有了！
终于有人说她了
233333
格局
哈哈哈哈哈哈
他好搞笑以至于大家忽略了他长得很帅的事实
全体起立！
每次看到吹奥斯卡的弹幕我就？？？？
你币有了
√
搓玻璃板的也来吗
利老师哈哈哈哈
DNA动了
对！
哈哈哈哈哈哈哈草
这么善良的大帅哥不投票等啥呢
哈哈哈哈哈哈草
哈哈哈
有点跑题了
嗨！老婆
jackpot 
现居珠海不是老家珠海哈
恰当的比喻
他皇得明明白白
张嘉元不错的呀
周柯宇任胤蓬你听见了吗
队长发言
正能量爱豆老子爱了
哈哈哈哈哈哈哈
？时代峰峻有女练习生了？？？
啊啊啊鲁路修
利老师顶流
我倒是还挺喜欢张的。性格感觉可以，但实力确实排不上号
现在的男人，这个样子？？？呕
周震男的眼睛hhhh
男人 你成功引起了我的注意
哈哈哈哈哈哈
哭了
哈哈哈哈
杀疯了杀疯了
难道您就是杨老虎分虎？
就说的贼6
干得漂亮
猛猛猛哥
老婆
niconiconi～
双厨狂喜
哈哈哈哈哈哈
你终于出现了
能给这个丑人打码吗？
哈哈哈哈哈哈，三连有了
农批来啦
愿世界再无man
哈哈哈哈哈哈哈哈
？？？？？？？
三联有了
妮可妮可妮～
本盟丝也看不下去他们的唱跳了
酒命
唉！还真的有点像
不洗头的帅哥
嗨～老婆
真的烦他！
哈哈哈哈，秀儿！！！
好家伙这么帅
这BGM不丧，不搭
笑死 这就去给ak和曾涵江投
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
付思超好惨啊，没啥镜头还要被骂
裂开
同意
啊前边姐妹，吃瓜搞到自己家
冷知识：付思超在去明四之前是大王娱乐的男团成员
是因为节目在防爆amu好吗
偷男
冲你这句话，三连了
哈哈哈哈哈哈哈笑死我了
這都有凰元素哈哈哈哈
骂女儿了哈哈哈哈
退堂鼓一级表演大师
陈卓璇陈卓璇陈卓璇陈卓璇陈卓璇陈卓璇陈卓璇陈卓璇陈卓璇陈卓璇
陈卓璇陈卓璇陈卓璇陈卓璇陈卓璇陈卓璇陈卓璇陈卓璇陈卓璇陈卓璇
糊弄学创始人
周烟皇和他的粉丝们说你们呢
给陈姐排面
糊弄学代表人物
没有比他丑的了
你币有了
哈哈哈哈哈哈哈哈哈哈哈
本期全程高能，且看且珍惜
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈
周柯宇奥斯卡给我滚出来看
说你呢太子
连中国人的含蓄谦虚都学到了谁敢说他中文不好！
这里有点尬黑，不太得劲
说得好呀说得好！
张艺凡说的不是事实吗
我觉得好像也没那么差
笑死
哈哈哈哈哈哈
up好搞笑
真的是
哈哈哈哈哈哈哈
嗨老婆
堂而皇之罢了
要不是我给利老师其他视频投给币投完了我肯定反手就一个币，哎，穷啊
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈
谢谢你没有放原视频
说得好
我的kaz
严重离题啊喂
哈哈哈哈哈哈哈
我也不喜欢
王孝辰好帅！
长得和花少北北子哥差不多h h h h h
王孝辰啊啊啊啊
哈哈哈哈哈你说的对
温客行竟是我自己
哈哈哈哈哈哈哈
真的是，第一次见这种的绝了
哈哈哈哈哈
这不就是硬糖
太敢说了哈哈哈
某溏
哈哈哈哈或或或哈哈哈哈或或或哈哈
奥斯卡滚呐
突然说这个？？有毛病？端游是你亲爹
每天给12撑腰的原因不是我喜欢，是我不喜欢11
张嘉元皇也就罢了，至少人逗，剩下几个是真的烦
哈哈哈哈哈哈
哈哈哈哈哈double kill 
奥感觉就是个躺枪的任是真的隐皇
他也就台风还行，皇和rap让我讨厌死他
哈哈哈哈哈我喜欢你一语双关的样子
漂亮漂亮
把利路修顶流打在公屏上
我直接三连！！！
天啊化完妆还是五官不端正来什么选秀
糊弄学大师
好哇！！！说的太对了阿婆主！！！你币有了！！！
好开!
意味，错别字啊，提出批评
爽！！！！！！不愧是我的嘴（bushi
哈哈哈哈哈哈哈哈哈哈哈哈
他没有才华！！
++++
我也不是很明白那些说他好看的，但可能各有各的审美吧，反正我get不到
确实
哈哈哈哈哈哈哈哈
任真的没有实力
关于诺言这个事情涉及到王者与lol的经年恩怨
老龚老婆！！
哈哈哈哈哈哈
天，终于有人吐槽奥斯卡了卧槽
天生爱豆利路修
可以，别的不说，鲁鲁修我投币了
终于有说的了
因为规则就是看人气撑腰值
我真的是我不喜欢，明子滤镜碎得稀巴烂
看个吐槽都有人上人 吐了
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
他真的不好看！
这三个如果非选一个，那还是付思超吧
笑死了hhh
利路修：“至少前五”
我以为是单纯说利路修的视频呢，来错了，拜拜
薛八一好美
珠海人也想回家了
和马宝贝
这个口音我吐了呀！
？？别搞粉墨的歌！！
朕
确实
对
对
突然出现我老公
偷男
你币有了哈哈哈哈哈
？？？？？带节奏有意思吗
这节目我还没看过
哈哈哈哈哈哈哈
哈哈哈哈
皇滚呐
干的漂亮！大家打开语音！
笑死了
能在sm出道你说他几分实力？
哈哈哈哈哈
hhhhhhhhhhhhhhhhh
FPX  L W X
贼眉鼠眼
别别别
233333
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
利老师我来了
hhhhhhhhhhhhhhhhhhhhhh
xswl
哈哈哈哈哈哈哈哈
你币有了
吐了
。
草 dna动了
666666
付思超会编曲，张嘉元性格吸粉
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
这颜值，冲啊！
张家园
珠海人在外地表示也想回去
这三个镜头多的离谱
哈哈哈哈哈哈哈哈哈哈哈哈
你币有了！！！
麦艾斯麦艾斯
nico-nico ni～
哈哈哈哈哈哈
up 喜欢张，但不希望她出道
不是女儿嘛？
战歌起
学分没有这么恶毒好么都是真金白银投他的
一摸一样
妈呀太吓人了
puma请抬走
现在不是了。我真心喜欢他
你币有了
佩服up主能看这么多年选秀
哦！是和马！
三连有了
这些选秀真吓人
没必要
那他还是比老赖好的
哈哈哈哈
普通话发言还不标准
什么人都能上
他们仨肯定还占了一个出道位
刻在DNA里的OP
你币这不就来了
前面的，张艺凡是影视部的
美国翻译官出来挨打
哈哈哈哈哈
奥斯卡
哈哈哈哈哈哈哈
这福气给你你要不要啊？
也不是不能要哈哈哈哈哈哈哈哈哈哈哈哈哈哈
我直接开yue
说的好！！！
哈哈哈哈哈哈哈哈哈哈哈哈
爷青回
你币有了！？
别骂了别骂了，挖机的孩子没办法
这熟悉的bgm，当年循环了好久
把奥给狙下来
这视频太妙了 你币有了
和马宝贝！
puma
别的不说，这波绝对是粉墨实惨
好丑啊
哈哈哈哈哈哈哈哈哈哈哈哈
张艺凡是时代峰峻影视部的
梦幻联动
Niconiconi
不是利老师吗？
王孝辰在捞了在捞了，但排名太危险估计难了
来了来了，端游婆罗门来了
武星是武艺的哥哥吧！他们两个都超好的！
提前静音
后面发言的外国选手都有发言稿子，利老师就不用哈哈哈哈哈哈
利路修是狼人我是真没想到，一脸无辜
偷偷子偷偷子偷偷子偷偷子偷偷子偷偷子
后撤步！
对哈哈哈哈
皇族哈哈哈哈
我第一次看到这个名字也是这反应哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈
任胤蓬
哈哈哈哈哈哈哈哈哈哈哈哈哈
大岛门面卫俊浩！！
哈哈哈哈哈哈哈真实
利老师至少还是帅的啊
丑爆了！！！！！
老婆
Rap也一般
fyy:纯粹的谈恋爱
说得好，三连了
有趣的男人
周震南他妈都比他好看
你赞有了
确实 偷男滚啊
他们三在衍生节目特别会整活
创三其实还是真挺不错的
Il
哈哈哈单机粉丝爽了
@夏之禹
DNA动了
有点大聪明在里面
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
up是zyf粉丝，但up没想让zyf出道
哈哈哈哈我看利老师的cut真的要笑死
笑死我了
别放这段…ex
不明觉厉
确实，我大街上抓个品德好点品相好点的普通人都比ny的速食品好
哈哈哈哈哈笑死爹了
投币了
哈哈哈哈哈
他名字就是从鲁路修来的哦，是个糊弄用的假名
终于有人说这个没实力的了，你币有了
张艺凡现在还好啦，虽然还是不专业
皇族啊，前十居然有两个
对啊，他很有意思！
搞工程，修路的嘛
我还挺喜欢张嘉元的
赞多老公
哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈你币有了
成都风评被害
美国人巴西人出来挨打！
皇！
？？？
哈哈哈哈dna动了
哈哈哈
哈哈哈哈哈哈哈哈
这俩人说话怎么感觉是娘炮
草    真实
看到老婆不由自主的点了个赞
是珠海毛子。2333。
说的好
哈哈哈哈哈哈哈up好敢
伪装学渣梦幻联动。
确实
他像个没牙的老太太 
太丑了，美丽很重要
鲁路修啊啊啊啊啊
哈哈哈哈哈哈哈
张艺凡滚
大义灭亲，你是个顶的
我不笑，是我生性就不爱笑！
你三连有了
说的没错
你说的全是我不敢说的啊，牛掰
利老师，帅！毋庸置疑！
回来吧。
他爸妈赖钱，他自己要替他们还
有利老师的地方，就有哈哈哈哈哈哈哈哈哈哈哈哈！
哈哈哈哈哈哈好好笑！
？
这团两个都在出到位
利路修中文五级
哈哈哈哈哈哈哈
您能不能了解清楚再说？
明日之子还挺喜欢的，在这里真的很一般
我老婆
哈哈哈哈哈哈哈哈哈哈哈哈
太对了
呃，
美籍烟皇周柯宇
巴西水皇奥斯卡
美籍烟皇周柯宇
巴西水皇奥斯卡
哈哈哈哈哈哈笑死你币有了 偷男也配到二公？
张艺凡是真的拉跨，不知道她哪里出色了
恶心心
哈哈哈哈哈
？
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
我的眼神一直在利路修身上
！
你币有了
也不能一概而论吧
利殿
哈哈哈哈，白嫖失败
他就是很帅啊
你币有了
这俩还真挺像
我也
上原一翔也很有实力可惜要二轮游了
如果有让人淘汰的票，我一定投这个人
真实
啊我还真喜欢奥斯卡这种白
哈哈哈哈哈哈
b站顶流利路修
6666
周震南哈哈哈哈哈哈哈哈哈哈
Amu！！！
美娟蛮有东西的
说话好难听，人家也没这么以为吧
真的真的
奥斯卡真的不要再执着rap了，放过观众吧
amu！！！
素质up牛了
你币有了
说得好，这么防爆我们家amu
赖耀翔真的也太惨了
嗨！老婆！
他会个屁的rap！
啊？有必要这么说话吗
下次PUMA要打码哦
他家在珠海
奥斯卡和挖机的不知道为什么来莫名其妙 奥斯卡真的丑
确实
冲这句话投币了
赞多真的太牛逼了
我内娱男团天花板来Nine percent 表示不服 
终于有人说奥斯卡了
这里被恶剪了大家要去看原版doge
偷男是拜你们粉丝所赐 关他想不想来什么事
你币有了
物极必反(bushi)
时空警察别出警了好吗
还好我玩主机，伤不到我的玻璃心(doge)
突然出现我老婆
逐渐忘记标题
我tm都快烦死了
这么看来the9还是挺能打的
皇
你    币    有     了  ！！！！
Yue
哈哈哈哈哈，老子不装了
排名演讲他不装了哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
草
我的Amu呜呜呜，根本没什么镜头，更别说故事线了
皇族是啥
爽
哈哈哈哈哈哈哈哈
来吧！
说得太对啦！
nikonikoni~
？
太真实了
王孝辰王孝辰牌面！
哈哈哈哈哈哈哈哈太对了
说得好
不至于。。。。
前方侧颜杀帅哥王孝辰出现
王孝辰也是一剪梅的倒霉蛋，唉
张哪里的来的热度？是顶流还是一线？
老弄弄子了
你币有了
利路修营内笋丝头头王孝辰
利老师!!!
鲁路修
像锤哥
家比奇蹟更重要
又废又丑又皇 滚吧
你币有了
哈哈
就是！！！！
噗
同意
别让他回家！！！！！！！
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
我就是因为他关注一千个美女才去了解他的哈哈哈
哈哈哈哈哈哈哈哈
战歌起
珠海！
这组合主要是被公司送过来的
Nico Nico Ni！
哈哈哈哈哈哈哈哈哈哈哈
突然点题哈哈哈
哈哈哈哈哈哈哈哈哈哈哈
是上不了场了吧
我永远讨厌小偷皇族
手游配nmn电竞，偷梗还登上台笑死，诺卫兵急了？
不就是不想考嘛
来了来了有顶流的视频必点开 流量的密码——利路修
哈哈哈哈哈哈精辟
确实
哈哈哈哈哈哈哈哈哈
来看看我们CUP曾涵江吧！孩子rap可顶了
5555我的果利辰要加油
up真狠人 看过最强的吐槽视频哈哈哈
已经是被创造营推出来踩的人了。
天生爱豆利路修我说累了
互联网是有记忆的！我感动到哭！
已经有辉夜姬大小姐支持了，笋丝们冲了
队长安排
哈哈哈哈哈哈哈哈利老师不仅是帅哥还是美女
战歌起，dna动了
真相了
热知识：网友扒出利路修喜马拉雅账号，发现他给自己起名沈阳毛子
而且各位，这段话不是背稿！临场说出来代表他中文水平真的很好
哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈
气死我了 我都还不能回珠海 利老师就想回去了 没门
民选之光利路修
哈哈哈哈哈哈哈哈哈哈
真的初舞台我一边看一边吐槽吐字不清是我耳朵的问题吗
你币有了
选秀节目看相处肯定要看，但是如果只有相处那……那来选个什么
明明是珠海毛子，他很想回珠海
你币有了，只要你喷老赖你就是我兄弟
长得真像韩国人
沸羊羊rap很强的
这个是真皇，皇上皇
那个男人的专属bgm
你币有了
哈哈哈哈哈哈哈
好开
yue
