恭喜你发现宝藏！
投币补补肝
这怕不是画到晚上睡觉掀开被子看见里面都是海洋生物
沙包
趁着有前摇赶紧去收藏
BGM:neon rainbow
三年后再给三连
好，就凭这句话，你币有了
有人吗——？
电鳐！
投币补肝
全场最靓∶欧式尖吻鲛
恭喜你发现了宝藏
刚说完不要ky就这么多人ky是吧
《电鳐》
我是个盲人，请问视频里面的靓仔是不是一个金币也没捡
这么厉害呀。太厉害了，这个阿婆主。
up主画得真的很棒啊！！
前摇过长
雪茄鲨
蝠鲼！
双髻鲨
虽然我看不懂，但我大受震撼
前摇过长
哈哈哈
狼人鲨
《电摇目》
这回居然不是地铁跑酷
完蛋我居然觉得都一样
？？？看了这么久都没出来画面
大佬NB!
姥鲨
好强
下期可以出所有鲸和海狮海豹的图鉴
大的那个是鲸鲨
恭喜你发现了宝藏
笑容逐渐凝固
ky
这
666
好厉害
前摇过长
《三年》
电摇目
这么一看姥鲨好大
先赞后看
身法的小曲
电摇目？？？？
辛苦了
密集恐惧症表示很难受
暗示白嫖
电鳐(警撅)
电鳐
锤头鲨
鳐鱼（魔鬼鱼）
《三年》
鲨鱼好像都是软骨鱼
笑死，根本看不清
高端局……走错了，抱歉
UP好细
密密麻麻，好快啊
请收下我的三连
《电鳐》目
火钳刘明
其实可以稍微画乱一点
？？？您？
辛苦了兄弟
我的天
三年
空瓶是我的了哈哈哈
投币止损
太多了 看不清楚
跟我一起喊:作者牛*！
我的妈呀！！！！！
离离原上谱
巨齿鲨是大大的那条吗
宝藏恭喜发现了你
投币止损
NB
bgm；numb
下次三连
你的肝还好吗
《电鳐》
日，前摇这么长我还以为有美女那，真是鲨鱼啊
最大的鲨鱼——鲸鲨       最小的鲨鱼——硬背侏儒鲨（好像是这样）
要来力（喜）
恭喜你发现了宝藏
大佬666
捕鱼达人
音乐:溯钢琴版
恭喜你发现了宝藏！！！
请找出一条抹香鲸
BGM:Neon Rainbow
广口蝠鲼
这不仅仅是知识，更是热爱!
这不仅仅是知识，更是热爱!
这不仅仅是知识，更是热爱!
无鬓鲨
/
太牛了
卧槽！
物种是人还是？
姥鲨耶！
电鳐
求bgm
作者牛*！
对不起，我没有币了
BGM:?
刷烹饪方式行不行……
BGM：Neon Rainbow
《电鳐》
日本走离散还是密集？
别ky了UP主都说了还有小鬼在那ky
«群鲨绘»
枪响？
日本走离散还是密集？
日本走离散还是密集？
电摇目？
sakana～
好多鳐鱼啊
sakana~
sakana~
恭喜你发现了宝藏
省流：看我干什么，三连呀
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
我一时竟不知道up是生物nb还是美术nb
前摇太长，再见
BGM：Neon Rainbow
心海（确信）
BGM好评
好三年后来点三连
鲨鲨诶
作者牛*！
卧槽，海妖谱是吧
哇哦，好厉害
哇哦，好厉害
以凡人之躯超越神明upNB
BGM：Neon Rainbow
巜电摇目》
对于生物爱好者简直是无价之宝
等我三三年就三连
什么，你竟想要我三年寿命（bishi
下次一定
？？电鳐目？？
姥鲨！！！！
Bgm 赞
哇！
家谱都画出来了！！！
有人还记得姥（mu)鲨！
密集恐惧症表示很淦
恭喜宝藏发现了我！
求bgm
看成了软尾
这个不会是等比例画吧
艺术解剖是吧
《学生物的和学画画的都沉默了》
这不仅仅是知识，更是热爱!
这不仅仅是知识，更是热爱!
《电鳐》
这不仅仅是知识，更是热爱!
这不仅仅是知识，更是热爱!
牛逼
鲸鲨吗
这不仅仅是知识，更是热爱!
"《iPad,给你无限的作画空间》"
溯！！
好的，给你三年有期徒刑
稍微慢一点就好了
……
哈哈哈，第一万个粉丝就是我啦！！！（喜
我去，好厉害啊
高手小曲
空降00:44
加油啊
卧槽，真大哥
牛逼
homo无处不在
nbnbnb
厚礼谢
这前摇也太高了。
不要让这些美丽的生灵永远离开我们
《三年》
 BGM：Neon Rainbow
可惜maybe（没币）
这不仅仅是知识，更是热爱!
省流：万鱼图
这个BGM好像再飞行（星游记）
问君能有几多愁？恰似孟州污水向东流！
《857》人正在观看
投币止损
助力每一个梦想
爷要白嫖
兄弟们把热爱打在公屏上！！！！！！！！！！
前摇过长
哦哦哦哦哦哦哦哦~…
对不起眼花看成了不要涩
WC，牛
倒数第四个《电鳐目》
倒数第四个《电鳐目》
怎么感觉看着像钥匙(doge)
提子诱捕器（bushi）
《给个三年》
墨迹
下次一定三连
高端の小曲
upNB!
热爱的力量
溯
更喜欢时间就是
这才是海洋之王
助力每一个梦想
我擦现在还得尊重物种
一网打尽（确信doge
牛啊
好厉害!
BGM是什么？
海之幽灵
投币回血
好细
角鲨！
好...好多鱼
恭喜宝藏发现了我！
助力每一个梦想
呼叫狐主任
好棒
幸苦了
前摇过长
硬是把人家族谱画出来了
捕鱼达人绘画版
白嫖失败
绝美鲸鲨！
火钳刘明
蝠鲼和鲸鲨！
我选择叉叉
恭喜你发现了宝藏
人
有亿点流批
是有电话打进来吧？
厉害
ky死
你不说还好，说了我TM就想到你鲨鱼
刚说完不要ky，一堆代币就来ky
？？？？？。。
我恨我没有这样的手
我以为是软蛋鱼
鲸鲨姥鲨大白鲨双髻鲨长尾鲨公牛鲨就看出来这几个大的
酱紫剪？
这个姥鲨是真的没想到。
？
我看见了一条大青鲨
火钳刘明
白嫖了
神の小曲
就不三连
你说我一网下去会发生什么？
空屏我的
电摇
无敌小曲
老板鱼！！！
激情的小曲
这不仅仅是知识，更是热爱!
中间最大的是什么鲨？
鲸鲨
恭喜你发现了宝藏
恭喜你发现了宝藏
恭喜你发现了宝藏
嚯，1600
给了
还没开始？
我们的海洋
下次丕定
秀操作的小曲
明明很厉害诶
这次一定
焯！居然是手绘，好多鱼啊
不三连
一墙的鱼凑不出一根骨头
提示：可以呼吸
好厉害好厉害好厉害好厉害好厉害
神
up好棒！！！！！！！！！！！！！！！！！！！！！
播放量破100万的时候别忘了点个赞哦
电鳐
钥匙的既视感(bushi
人呢？
没有mg能天使差评
除了NB我已经说不出话来了
太棒了
保护海洋动物宣传大使没您给不信啊（大哭）
投币止损
咋没有艾伦的头
鲟鱼！！！！
你币有了
投币了
恭喜你发现了我
唔啊啊绝绝绝
恭喜你发现了宝藏
nb
密恐劝退
卧槽
已5连
果然大家全都是拖到后面呀（doge）
塔塔开
在高端的基础上画的很艺术这是真的6
太强了
牛蛙牛蛙，可惜我没币了
感谢科普
NB
so what？
nb
我看不清（脑）
请摘掉章鱼的口器
高技术力（物理
鱼 好多的鱼 虎纹鲨鱼
肝上长了个人？
给我八百年都画不出来
哈哈哈哈哈哈哈哈哈哈哈哈
海洋生物狂喜
枪响
下次一定
下一期，软脚虾合集doge
这不仅仅是知识更是热爱
woc，手绘大佬！
666
地铁跑酷金币达人
好的，给个三年
艾玛急死我了
我的天，太强了
牛牛牛牛
up辛苦啦
我上一个视频也是这个BGM，不过是地铁跑酷
为啥要这样剪辑啊 
我莫得选择...
三连保不住了家人们
感觉很有教育意义
我看到了鱼
没有三连
芝士鱼
芝士鲸鲨
我还以为有图片的，屑！
快点!
鲸鲨
巨口鲨
大白鲨
噬人鲨
狗鲨
下次一定［dog］
宰死古德
裸狐鲣
逐渐离大谱
有两个往回游的哈哈哈哈
学画画的和不学画画的都沉默了
两年半就够了
火钳刘明
助力每一个梦想
《电摇目》
好强啊
哇哦
我原谅你月更了
三连！
好厉害!
心海是软骨鱼吗？
鲸鲨才是主角
我吃过
空瓶送我的啦
空瓶是我的啦
前面钥匙的，我回不去了
还有个已经灭绝
nb
好高级啊感觉
可以画所有的人类吗doge
您
我认识那些大的
中间最大的是鲸鲨
哇！两个月
图上大小是按实物比例画的还是？
快看，这肝上面长了个人
这就是强者吗！
鲨鱼是软骨鱼吗？
已三连
霹雳马一只十块钱
好厉害!居然画了1200个
NB
这不仅仅是知识，更是热爱！
热爱
他已经超越了人类
火钳刘明
《高端的小曲》
up太棒了！
高端局的小曲
勇闯无人区 
止步于此
《废话》
所以哪里不一样（狗头保命）
太强了
我瞎了（真的）
动感的小曲
这前摇太长了吧
这个项目，我王多鱼投了
666
好厉害呀，比例都是一样的
投币回血
高端の小曲
BGM：Neon Rainbow
火钳刘明
我竟然以为是搞笑视频对不起up
佬，好细
好强…
必须三连！
三年有期徒刑
下次也不一定
学生物的和学画画的都沉默了
这个晕镜有点晕啊
homoup主
哈哈哈哈哈哈哈哈哈哈哈
卍
这不仅仅是知识，更是热爱!
必须白嫖
你要这么说我可就困了啊
看到分类表尘封的记忆被唤醒了
卧槽太酷了吧
看的有点点晕….
一笔一画都露出了up主的热爱
作者好牛
高手出る小曲
没有巨齿鲨吗？？
好听的小曲
up好厉害啊！
好牛逼，，
恭喜我发现了宝藏
好多鱼
BGM：never gonna give you up
这不仅仅是知识，更是热爱!
生怕我看清了
sakana
比例都有
好多鲨鱼
？
这不仅仅是知识，更是热爱!
现在还剩下几只呢
错字了
币给了兄弟
火钳刘明
蝠鲼！
锯鳐
跳楼00:44
有刷了无语
蝴蝶！！！
必须白嫖
剩一个币了，给你（跪）
好厉害
必须白嫖
博主好棒
他每个都不一样(我哭死)
姥鲨
等等  等比例缩图？？
这bgm，我开始抖起来了
高端局小曲
点赞再看
电   鳐   目
绝不三连
前方高能预警
那只姥鲨好生动
好强
虽然我看不懂但我大受震撼
不三连真的对不起你
牛
好多鱼！大吃一口！
助力每一个梦想
高端局的小曲
投币止损
太牛啦
你的肝还好吗？
投币支持！
这不仅仅是知识，更是热爱！
《  万 鱼 来 朝 》
6
操作の小曲
《电鳐目》
我靠太牛了
《毕业设计》
6666
卧槽
我靠我以为是素描，没想到是涂色的！高技术力！
我小鲨鱼才不长这么凶呢我是萌萌的
如果画布是蓝色的就好了
非战斗人员请撤离
您
感觉有大
这不仅仅是知识，更是热爱!
雀食严谨
太牛力！！！
离离原上谱
三巨头瞩目
电摇目？
出书吧
厚礼蟹
软骨鱼的刺是脆骨吧很好吃
刷其他的414
dnb
图呢？
这不仅仅是知识，更是热爱!
我只看到了up满满的求生欲
好像小时候抽奖的那些纸板，好多小奖品越大的越少
太酷了吧！+
太可爱了吧！
请问是按照实体比例的吗？！
家族图谱
已经开始ky了都
酱子画?
这不仅仅是知识，更是热爱!
海底世界
恭喜你发现了宝藏
下次一定
玛雅好好看
播放量過百萬贊我
这次不下次了
这不仅仅是知识，更是热爱!
恭喜你发现了宝藏
我也妹眨眼啊
好多鱼！
ky警察真的看着都烦，什么时候都看得到你们出警
高端的小曲
恭喜你发现了宝藏
这个项目，我好多鱼投了！（doge）
求此处BGM，有人说踢我一下
这只鲸鲨的身上仿佛是一片浩瀚星空
下次也不一定
画画的和不画画的都沉默了
恭喜你发现了宝藏
wc还有遮挡关系
此处BGM:《溯》钢琴曲
牛逼牛逼
你们注意一下你的呼吸（dog）
作者牛*
鲨鱼脸上表情神态各不一样，栩栩如生
作者牛*
哈哈哈哈
作者牛*
孔塞伊狂喜
作者牛*
高端の小曲
作者牛*
不行了，不看了，再看库存币没了
HOOOOOOO
这不仅仅是知识，更是热爱!
cool
WOWWOW
越看肝越疼
我不给三年，我给两年半行不
好牛好牛
增强の小曲
跟我一起喊:作者牛*！
鲛肌（幻视）
哇
前摇太长~
会画画和不会画画的都沉默了
恭喜你发现了宝藏
开始还满脸笑容的我 渐渐鼓起掌来 
大哥！
好多鱼！
身法
牛哇牛哇
生物老师：孩子，你太有前途了
三巨头：姥鲨，鲸鲨，大白鲨
我看到诱零鲨了
厉害
好牛啊啊啊啊啊
噗哈哈
投币止损
哇好牛
酱紫画
这“拾金不昧”的小曲子。
这“拾金不昧”的小曲子。
酷跑神曲
帅炸了！！！！！
建议直接跳到一分50秒
问一下，姥鲨是那类的
牛逼
我曹。。。卡密
别搁着刷地铁跑酷ky小鬼
666
火钳刘明
哇哦
这不仅仅是知识，更是热爱!
分类指导：康赛尔
这不仅仅是知识，更是热爱!
？6
好牛！
你可以画宇宙中所有的星球吗？
这不仅仅是知识，更是热爱!
恭喜你发现了宝藏
曲对币有了
电邮嘲讽
一定白膘！
鲨鱼！（即答
进度条震惊
牛
。
作者牛逼
牛逼
背影音是星游记那个动漫的曲子做的电音吗
火钳刘明
凭本事刷到后续
非常漂亮！作者牛逼
电鳐目（doge）
跑酷审判曲
这不仅仅是知识，更是热爱！
百鱼骨
姥鲨还蛮大的嘛
吓我一跳
最上面那个是姥鲨吗？
清明摸鱼图。
此时飞来一只海鸟…
电鳐目！
鲸鲨！
身法
这不仅仅是知识，更是热爱！
有一些太小的鱼类确实有点糊了哈哈(●°u°●)​ 」
不过这些穿梭在大鱼里的小鱼好可爱哦
买了，孩子很爱吃bushi
恭喜宝藏发现了你
awwww他们都是我们的好朋友啊!
恭喜你发现了宝藏
牛啊阿婆主
哥斯拉竟然来学画画了＠_＠
真有你的
好丽友好多鱼
这不仅仅是知识，更是热爱!
高端的小曲
这不仅仅是知识，更是热爱!
这不仅仅是知识，更是热爱!
博士快乐图
密恐狂喜
鲸鲨
长尾鲨
或者画多？？why
bgm？
up用心了，但是这样让我有点晕。。。
姥鲨
可爱捏～
不知天上宫阙，今夕是亻
厉害
哦豁
我很想发弹幕互动，但我真不知道他们的名字，痛哭
给我看PPT？
恭喜宝藏发现了我！
牛
是个人都沉默了
软骨鱼基本上就鲨鱼鳐鱼，没了
很好。饿了
鲨鱼那部分真的惊艳到我了
好多把钥匙啊
kpswdl
已投俩币
投币止损
恭喜你发现了宝藏
好厉害，大大辛苦了
宝藏我来吸溜
前腰过大
手绘的神
梦想之画
海洋学系毕业作品
恭喜你发现了宝藏！！！
BGM：听歌识曲
这不仅是知识，更是热爱！
卧槽
百鲨图
他肝好棒，我就一副精微就累的够呛
恭喜你发现了宝藏
三年？人生有多少三年！
牛逼
恭喜宝藏发现了你
三连了
一定很有成就吧
啊！我没币可投啦！
真•好多鱼
投币止损
陆鳐
这不仅仅是知识，更是热爱!
姥鲨真漂亮
鲨鱼真是迷人的生物啊
ky
火钳刘明
投币止损
三年
？
太爱啦
怎么还没开始啊听BGM我已经迫不及待了
宝藏发现我的能力一直是可以的
有没有我王多鱼（doge）
0.75倍
学生物的和学画画的都沉默了
三年
下次一定
UP主好牛，我是生物专业的，你画的真好
好可爱(๑• . •๑)
恭喜宝藏发现了我
姥鲨
这就是大佬嘛
牛批
woc
大型睡鲨三兄弟
硬核up已三连
怎么还有逆向行驶！
肝帝
火钳刘明
电摇瞩目
厉害啊
这项目我沙丁鱼投了！
正片01：26
nb
火钳刘明
500+?
neron raibow
此情此景，我不禁感叹一句我什么也做不到
这不仅仅是知识，更是热爱！！
真棒
这不仅仅是知识，更是热爱
逆流的双髻鲨
倒数第四个我看成电摇了
下次一定
好小
赏
BGM :never gonna give you up
鲸鱼
还以为是不用吐刺的鱼的合集…
KY到底啥意思？
《好多鱼》
高端の小曲
恭喜你发现了宝藏
牛
UP加油
黄金地图
学生物和学画画的都沉默了
好棒
太优秀了
您
恭喜你发现了宝藏
太牛啦
此时一位承太郎正在找海豚
投币止损
卧槽太牛了
百鱼朝鲲图
在线切歌吗哈哈哈
上教科书吧你！
满级人类
太牛了吧！
冲这个鲸鲨我必须给个赞
奈何本人没文化，一句卧槽走天下
那个第二大的是什么鲨
鱼，好大的鱼，虎纹鲨鱼
这是真实大小比例吗
？
下次一定
好强
你好厉害啊！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
我看不懂但我大受震撼
必须支持
还有人吗
投币投币投币
果然是鲸鲨最抢镜啊，个头大有好处
这虎鲨好敦实
《电摇目》无端联想
牛牛牛
电鳐目？（警觉）
发现宝藏了
《三年》
好多鱼鱼鱼鱼鱼鱼啊
BGM: never gonna give you up
oh
请收下我的币
哥布林鲨
投币回本
牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛
哇！
鲸鲨真的这么大吗？和别的鱼比
好牛啊！
投币
疯狂叠甲
这不仅仅是知识，更是热爱!
恭喜宝藏发现了我！恭喜宝藏发现了我！
up辛苦了
学生物的和学美术的都沉默了
鲨鱼成精啦
修女疑惑
他甚至区分了实际的大小区别
这不仅仅是知识，更是热爱！
美美美
下次一定
承太郎狂喜
鲸鲨姥鲨
电鳐目
肝帝の小曲
就离谱
投币止损
这不仅仅是知识，更是热爱!
哥能慢点吗【哭】想细细看
恭喜你发现了宝藏
恭喜你发现了宝藏
这选择让我左右为难啊
带老
400小时？！太强了吧
恭喜你发现了宝藏恭喜你发现了宝藏恭喜你发现了宝藏
太厉害了叭
蘑菇力
焯！！！
太厉害了吧，up牛蛙
《百鲨谱》
这不仅仅是知识，更是热爱!
哈哈哈
哈哈哈带耳机的我笑出了声
好厉害
这不仅仅是知识，更是热爱!
高端小曲
詹姆斯（脊椎骨软）
詹姆斯（脊椎骨软）
值得传承的作品
bgm dna动了
彩！
牛逼啊
<电鳐目>
我地铁呢？
这不仅仅是知识，更是热爱!
喷射战士主题曲?
裂咬陆鲨
好厉害啊啊啊啊
牛逼牛逼！
“家族食谱”
《给个三年 》哈哈
火钳刘明
我的天
一晚的
一万的粉丝整出了二十四万的活
恭喜你发现了宝藏
就是厉害啊怎么了
好闪的切换
我在尝试认出哪个是能吃的…
可以吃吗
音频出问题了
ky啥意思
签到卡，滴~
《好多鱼》
恭喜宝藏发现了我！那么……………滴～白漂卡，刷卡成功！
我默默的把白嫖卡收了起来
《三年》
双髻鲨
那个蓝鲸上面的貌似是姥鲨
是因为软骨鱼骨头是软的，方便吃吗
这不仅仅是知识，更是热爱!
这不是毕业设计，这是毕生设计
您（跪）
鱼~好大的鱼~
厚礼蟹！
我的空屏
挖掘机专业打卡
这个切歌哈哈哈哈哈笑死我了
绝了！！！！
小猪佩奇
宝藏！
恭喜宝藏发现了我
除了画面就盯着进度条
那是鲸鲨
哇
这副作品卖那
电鳐在哪里？
牛逼
百鱼朝会
海中，亦是如此喧闹
要来力
先  搞  鲨  鱼
恭喜你发现了宝藏
这也太n了吧
KY是什么
我害怕了
捕鱼达人成就板
海鸟狂喜
牛
好家伙 还是群像
厉害
三年
一千六比起花的精力和时间都显得微不足道了
以下简单说三点…
鲨鱼全家福
缝纫机的神
高端局的小曲
恭喜你发现宝藏
太牛了
这不仅仅是知识，更是热爱!
卧槽这个精细度？
投币止损
厉害(✪▽✪)
鲨 卷 风
这是有多肝
看得出来很用心啊
牛哇
下次丕定
这不仅仅是知识，更是热爱
下次丕定（doge）
好好看
珊瑚宫心害
太牛逼了
前摇过长
火钳刘明
求bgm
三年出狱
牛爷爷
还标了序号
强行卡点
删除时间吧，绯红之王！00:44
三年
他甚至画了反光
百鬼夜行
百鬼夜行
3
我想困看坤坤。
恭喜你发现了宝藏
火钳刘明
好多鱼！
老鼠鱼确信
这不仅仅是知识，更是热爱!
火钳刘明
好多鱼啊（周迅脸）
这是人力可为吗？
bgm乱入
说不得是吧?
kksk
专业
全头亚纲yyds
发现宝藏
这不仅仅是知识，更是热爱!
认出来一只佬鲨
礼貌巨齿鲨：你吗
真有你的
不愧是UP主，轻易就做到了我们做不到的事情
什么音乐呀？这么好听
还以为哥斯拉是六鳃鲨目的
金避の小曲（doge）
这不仅仅是知识更是热爱！
北冥有鱼，其名为鲲
保护环境 人人有责
作者牛*
姥鲨瞩目
不～不～不～不～不～不～不～不～不，
这不仅仅是知识，更是热爱!
太有耐心了吧
分开一天要画几十条，要命啊
海洋生物学令我头大
作者牛逼
火钳刘明
锈须鲛
技术活，当赏
卧槽
好多鱼（目楞）
学画画的不学画画的都觉得自己不行了
鲸鲨
跳过片头空降00:44
吓我一跳 哈哈
吓我一跳 哈哈
地球上的它们还在吗？
BGM好像星游记的主题曲
六六六
姥鲨大嘴瞩目
电鳐？!
bgm：neon rainbow
您
省流:不是地铁跑酷
《三年》
下次也不一定
下次一定
我：歪比巴布
给你三年（doge）
银河既视感
这不仅仅是知识，更是热爱!
BGM：哦哦哦哦哦哦哦哦～（
从未关注，从未错过
好多
bgm风格：DNB
哇，哇哇真的好细
恭喜宝藏发现了你
这不仅仅是知识，更是热爱!
空降00：30
姥鲨唉
我激动的眼泪不争气的从嘴里流了出来（doge）
我是盲人，请问这是地铁跑酷在躲金币吗？
114.5万播放量（悲）
大神啊
星游记！！！！
我特意暂停看这些字，看出来用心了
止步与排版
66666666
厉害
我最后的币了
恭喜你发现了了保障，恭喜你发现了宝藏
白嫖…白嫖失败
恭喜宝藏发现了我
没看明白，这是造物主在起草稿嘛（doge）
好酷！
一口吞
看封面我还以为是只鱼在mc的沙漠飞，我还以为要在mc里建
哇
有两只鲨鱼在贴贴
BGM：你不会不知道吧
恭喜宝藏发现了你
蛙趣
太高端了太优雅了
臣卜木曹
溯
投币止损
传送锚点06:10
跳楼06:09
姥鲨好霸气呀
好厉害，很棒
投币止损
歌名录
好厉害好厉害
哇塞
恭喜你发现了宝藏
BGM:neon rainbow
狗子，这把高端局……哎，走错了。
火钳刘明
牛蛙
作者nb
恭喜你发现了宝藏
恭喜你发现了宝藏
我是盲人请问是身法跑酷吗？doge
好多鱼可太草了
见证肝帝的诞生
锤头鲨！
火，撅，急，懂
甚至有序号：）
素质三连
恭喜你发现了宝藏 
宝藏up
all blue
这不仅仅是知识，更是热爱!
我喜欢鲨鱼
投币了
他真的，我哭死
这不仅仅是知识，更是热爱！
这不仅仅是知识，更是热爱!
恭喜你发现了宝藏
一起喊:作者牛*！
投币止损
这不仅仅是知识，更是热爱!
幻听：《电摇目》
我去没人吗
高端局的小曲
空瓶是我的啦
悲（警觉）
必须白嫖
下次丕定
好活！
刚开始的细致好多哈哈哈
建议生物学家收藏
肝帝
电摇目
作者牛*
确定是所有吗？有待探究。
增强の小曲
恭喜宝藏发现了我！
快！快发给藏狐
蝠鲼太美了
《保护动物》
酷
这不仅仅是知识，更是热爱!
进度条还没过半
恭喜你发现了宝藏
《电鳐》
这不仅仅是知识，更是热爱!
太用心了，好喜欢
bgm炸出我！
好像是真实比例
喷壶啦
这是按真实的大小画的吗？
这是肝上长了个人吧！
看牛魔酬宾
古有山海经 现有海妖谱
学生物的和不学生物的都沉默了。
是不是缺个巨口鲨？
括号打字？原来你也是homo！（喜）
《百鱼争鸣》
可惜了不是落榜美术生（doge）
恭喜你发现了宝藏
太牛了
怎么牛
恭喜你发现了宝藏
他甚至还画出了大小
？
为啥只能投两个币！！！
下次一定！
还有狗罕见
《造物主的草稿》
身法哥小曲
恭喜宝藏发现了我
嗷呜一口
恭喜你发现了宝藏
我敲，海里好挤
下次一定
肝帝看在你这么努力的份上我给你个一键三连吧
这不仅仅是知识，更是热爱!
三年之期已到，恭迎龙王（DNA错乱）
我看成了软骨头
恭喜宝藏发现了我。
那个说蛟肌的是根本不看开头吗
意大利面就应该拌42号混凝土，因为这个螺丝钉的长度，它很容易会直接影响到挖掘机的扭矩，你知道吧?你往里砸的时候，一瞬间它就会产生大量的高能蛋白，俗称UFO，会严重影响经济的发展，甚至对这个太平洋以及充
生物专业狂喜
高端局の小曲
《电鳐》
投币回血嗷家人们
地铁跑酷炫技の小曲
建议改成已知的所有软骨鱼
建议改成世界上所有已知的软骨鱼。
这不仅仅是知识，更是热爱!
投币止损
h 
"x .,.,  ., "
肝帝
只因（确信）
高端の小曲
先赞再看
我看到有手的鲨鱼
BGM：霓虹
太牛了
高端小曲
跑酷の小曲
水产人DNA动了
三连止靴
三连止血
三连助力
牛逼！！！！！
下次一定
祝up早日上每日
火钳刘明
火钳刘明
这不仅仅是知识，更是热爱!
这不仅仅是知识，更是热爱!
这不仅仅是知识，更是热爱!
这不仅仅是知识，更是热爱!
《高端の小曲》
芜湖
爱鲨士
这不仅仅是知识，更是热爱!
会画画的和不会画画的都沉默了
卖鱼强和西门老汉都沉默了
西门老汉和卖鱼强都沉默了
upnb啊！
UP牛
这个绝对要投币止血，帮助阿婆主肝脏恢复。
当初上帝就是这么搞的吗？
那个鲸鲨好可爱，所以up到底是生物厉害还是美术厉害啊？还是两个都厉害。
来自造物主的拍拍手
恭喜你发现了宝藏
《高端的小曲》
火钳刘明
跑酷の小曲
《高端局の小曲》
生竞生狂喜，这就是我今日份的复习了（Doge
：牛牛牛牛牛牛牛牛牛牛牛牛，牛牛牛牛牛牛牛牛牛牛壁
金避之歌
电鳐目？
？
《高端的小曲》
前摇过长
这不仅仅是知识，更是热爱!
bgm：neon rainbow
这不仅仅是知识，更是热爱！
哇，眼睛看不过来了
能出个详细介绍吗
肝疼小曲
高端的小曲
这不仅仅是知识，更是热爱!
恭喜宝藏发现了你
真的太厉害了
有人吗？
还速通mc，没看到不要ky吗?
我想起来了BGM中的踢踏声是飞天小女警片头中打反派的间奏！！！
恭喜你发现了宝藏
起飞的小曲
？
在线切歌
哈哈哈哈
大伙儿有没有发现倒数第四个的名字(疯狂暗示)
胡为毛要这么剪辑。。。慌得脑壳痛
哇好棒
把鲸鱼换成干柿鬼鲛就好了
BGM： never get give you up
好多鱼
好多余（指我）
恭喜你发现了宝藏
火钳刘明
高端局（
哇哦
《好多好多好多鱼》
好棒啊
电鳐
火钳刘明
《三年》
姥鲨
海鲜市场
回回血
对照比例是1:1吗
指某蒂？
火钳刘明
这不仅仅是知识，更是热爱!
鲨鱼？
这不仅仅是知识，更是热爱!
？召唤神龙(bushi)
拜托 这超酷的好吧！
下次一定
我是个盲人，有谁能告诉我又要速通什么吗？
这不仅仅是知识，更是热爱!
nbnbnbnbnnbnbnbnb
万坤图
