哇塞
我出生的一年
王菲！
我出生的一年
这次更的挺快！
缅怀老将军
泪目，致敬！
暑假最后一天
98特大洪水
在那以后，我家再也没有那样的大水。
那英
1.4w
这就是子弟兵
我出生了
夏洛
哈哈哈，朴树是前菜呀
李向群烈士
我终于出生了0109
电影《惊涛骇浪》
那年我8岁，只记得天天在电视上看到抗洪报道
我偶像
我高二了
我出生啦
俺出生了
记得，上海都被淹了
出生啦！
我出生啦！
29 省
当时电视播的全是洪灾消息
有印象   村后面就是河  还收到各地捐的衣服  食物  我拿到一桶虾条  一桶开心果
我们村就是98年洪水后全部变样了
这是真的在坚持了，致敬
我出生那年
我出生了
出生啦！！
我出生啦
感谢人民解放军
致敬最可爱的人
听到这句话一下就哭了
终于等到了1998
惊涛骇浪
人民子弟兵
九江人致敬
夏洛
记得 我10岁了
就tm你叫夏洛啊
致敬人民子弟兵
是拉尼娜吧
正是有无数个李向群，我们才能抗击洪水，保卫家园。
98年的大洪水，停课了好几天，去学校的小溪上的桥断了，湖南崽
簰洲湾在咸宁嘉鱼
一万+的同志们你们好
我出生了！
终于到我出生的年份了！
我14岁了。记得很多事了
夏洛
9898不得了，粮食大丰收，洪水被赶跑
先币再看
我看过这个视频  类目
看视频的一万多小伙伴们别忘了点赞呐
快出生了
98大洪水，珠江也有影响
致敬！
我出生啦
李向群烈士，十大英模之一
我出生了
解放军了不起！
泪目！致敬
更新了泪目
我出生了
辛苦了
夏洛
心疼
太好了 投币
印象深刻
终于更新了！！！
洪水把我家淹了，江西九江
泪目，当时还不怎么感觉，现在才感到祖国的伟大
我出生啦！！！！！！
听了 这句话！六年后 我参军了！！
我出生了
印象最深的是那个抱在书上的小女孩....
我和我女朋友出生了
南京军区也是时泪了，现在都成战区了
今年的重庆山火，一样的精神传承者。
我出生了！
泪目，向人民子弟兵致敬
终于更新了 感谢
鄱阳湖干了
我出生了
可今年也是天灾旱灾席卷全国，辛苦子弟兵了
致敬
9898不得了
承包空屏
夏洛呢
9898不得了，粮食大丰收洪水被赶跑
小时候爸妈经常骗我说我是大水里捡来的
17分钟1万2
接下来有请出生怪发言。
终于更新了
九江人经历过
16分钟
致敬最可爱的人！
这就是我们最可爱的人
夏洛
哭
出生的第二天
我们的子弟兵是最好的兵！
啊啊啊啊
厚礼蟹
我出生啦
来了来了
哈尔滨防洪纪念塔
先赞后看
主要是人民子弟兵
我靠，夏洛！
终于更了
这年我出生了
致敬
我出生了 ！
开饭
哭了
致敬
承包这片空屏
承包空屏
还记得口号：洪水无情人有情
-+
jt
致敬！
燃起来了
难过，吃不下晚饭了
解放军！
致敬
致敬最可爱的人
江西人报道，太不容易了
相约98
致敬！！
我好早
人民子弟兵！
致敬！
我们那里98年出生的孩子好多洪字辈。
来了来了
致敬
泪目
人民子弟兵
嗷嗷嗷嗷嗷嗷嗷好前
我出生了
不是夏洛吗
泪目
我出生了！！！
解放军，永远的神
年底我出生啦
竟然听到了我家
振聋发聩
致敬！！！
我出生啦哈哈
好快啊
我超
经典
Dna 动了
沱江！
致敬！
这歌我一直听成相约酒吧
簰洲湾就在我家隔壁镇
致敬
夏洛
投币再看(＾－＾)V
我出生啦啦
早！
好突然
woc，夏洛
弹幕呢，弹幕呢？
第一第一
我出生了
我出生那年
第一啊 等了好久！！！
夏洛
老夫上线了
98年的路过
空屏留念
我出生了！
这时长爱了爱了
在看
压力来到了唠唠嗑一边
我出生了！！！
刚刚！
我菲！！！！
我dhy等到了！！！
第一第一
1
看到你就不是第一了
啊啊啊！
1
看看我刷出了什么！
我出生了！！！！！！！
市场好评
没经历过
我家老爷子就去了抗洪
没经历过
只有这样的国家、军队，才能这样大规模、快速地紧急集结，开赴救援一线。
经历过
没经历过
经历过
经历过
没经历过
经历过
经历过
来吧 来吧  相约98
没经历过
没经历过
出生了
没经历过
经历过
经历过
我终于出生了！！！
没经历过
经历过
经历过
经历过
没经历过
众志成城
真的哭了
我记得发的饼干
没人？
最可爱的人人民子弟兵
我出生啦
终于我出生了
我们中华民族，只有这很强的凝聚力！
死了好多好多战士，心痛
敬英雄！
能打仗，能吃苦
还记得当时一句舍小家为大家，以前年纪小不理解，现在领悟那代人不容易
相约98了
每次大象的文案都能让人感动
我出生啦，哈哈哈哈哈哈
我出生啦 嘻嘻
我出生了
已经三联
98nizn
泪目
相约酒吧
我出生啦！
子弟兵
子弟兵来啦！！！！！！！！！！！！
我在新疆
我的偶像
98年最深的记忆是抗洪抗洪
出生了！
那年洪水到了家门口
洪灾
致敬 愿这样的灾害永不再来
最可爱的人！
我年底出生的
水都抹过单元门洞了
这一年我没出生
我出生啦
那会还小觉得家门口就能抓鱼很好玩 没当回事
先投为敬
相约酒吧
我出生啦
致敬
武汉影响深刻
泪目
映像
泪目了
向英勇无畏的人民子弟兵致敬
11岁了，4年级，发大水
黎川我的故乡!
前面的，相对来说武汉算安全的
人民子弟兵！
当时学校都组织我们捐款
好伟大
我家也被淹了
终于 我快出生了
就冲这1998，我出生的年份，三连给啦！
为了谁
我太有印象了，我家的小山村 都差点被淹了
我老家都还有98洪水的 痕迹
哭了，为了我为了老百姓
防洪纪念塔又不是为了纪念这次抗洪，只不过在塔基上加了个标记而已。
泥巴裹满裤腿，汗水湿透衣背
我也出生了
落泪
能打胜仗！
荆州人在
泪目
最爱的更新了唉
这么快？？？
不都是两个月才更
我出生拉
我真在现场，当时我是某部地勤，去支援了。
再过几天我就出生了，给我起的名字也和雨停音差不多
我出生了
1.4万人
我家屋后两颗大树因为这场暴雨洪水倒了，还差点砸坏房子
2022抗旱
我也记得李向群，还有抱树6个小时的小姑娘。
三连再看
我当年就在江堤上守了一个星期
偶像
我18岁
多难兴邦
在武汉 上小学 住一楼 那年写着作业蜈蚣爬上了腿
最可爱的人
致敬！
dont worry
还记得簰洲湾
我终于出生了
终于终于终于更新了
刚参加工作的老家伙来和小朋友们一起回忘历史
无条件3连系列
只有人民解放军能做到！泪目
98洪灾记忆太深刻了
洪湖人就位
弹幕看的我泪目了
就记得98大洪水了
九江永远记得98大洪水
致敬 最可爱的人
牌洲湾离武汉已经非常近了
致敬！
这一年的重阳节我出生啦
我出生啦
1.6W了
听到故乡
我出来咯
出生年份举个爪！
我出生了
1a
军民一家亲，没有什么能战胜华夏儿女！致敬最可爱的人！
致敬！
用血肉之躯筑起的铜墙铁壁
1.7万人
九江人前来致敬
致敬
我出生了
泥巴裹满裤腿，汗水湿透衣背~~~
98年我家一楼全淹了，住二楼天天钓鱼
我记得我叔叔去抗洪
都莫过2楼的水位
发大水了
难怪我的名字里带水
1.8万+
好家伙 可算更新了
洪水真的可怕 那声音很多人听到都觉得恐怖
这一年，小学毕业，但对洪水没啥印象，位置苏北
我六岁
高产啊
那年17岁
1.8万人
终于等到你
出生了
沙市人路过
我出生了
我出生了
女朋友邢烨出生了
终于更新了
当时我三岁
不要逗我笑
啊啊啊 大象我爱你
凡人之躯，超越神明！！！！！
小时候经历过
2w+....
20000+
东北人，98年在嫩江边的齐齐哈尔，现在工作在南京，今天出差在武汉刷这个视频
人民子弟兵为人民
我上小学了
娱乐圈已经不如以前了
新闻天天在报
把卷南窗桑梓月，鞠躬尽瘁为苍黔
小时候很有印象的一次洪灾
人民子弟兵最可爱的人
我出生了
最可爱的人
泪目
那一年我出生了
我们这里94年水更大
我出生了
我记得 我记得
这都没法吃饭呢
先看完一遍，点赞投币，再来一遍。
这一年大学毕业！
我们中华民族是有很强的凝聚力 
抗洪英雄高建成
我去更新了
6岁，深深记得人开着泥头车冲进决堤口玩命堵水
长三角地理位置是真的好
军训教官曾经参加过抗洪，说身边的一个战友过劳去世
你叫夏洛呀！
老家直接淹了
98年的洪水也是很大的
两万人同时在线看
先一键三连
我的婧婧出生啦！
22年抗旱工作中，冒个泡
致敬子弟兵
泪目
菲！
九江受灾了
沙市人路过，我家离荆江大堤直线距离可能也就100来米，后来市里面还办了演讲比赛，我就讲的李向群，当年其实还懵懵懂懂的，现在回头再看，那么多生命就永远停在了那个时候，现在的我比李向群都大十几岁了……
2.1万＋，真离谱
誰说上海被淹了？
我出生啦
京广线断了，我绕道上海去的学校
当年8岁，第一次认识人民子弟兵，解放军万岁！
舅舅当时参加抗洪伤到了腰，现在阴天下雨都不舒服的
六岁，暑假在我姨家呆了一个月，我妈接我回去的时候还下着雨
先投币再看
我出生了
印象最深的，大洪水
洪湖与当年嘉鱼的簰舟湾，最后簰舟湾决口。
98年刚上初中，所以印象很深
终于更新了
8岁了
终于等到你！！先三连
相约98
哭了，湖北人
我一岁啦
终于等到了啊
哇，我关注的时候才几十万粉
番阳湖大草原
失踪人口回归
这年我出生了
这啥电影？
2.1万
出生了
我出生了
我爸去过
1998第一反应是还珠格格。。。
我出生啦！！！
我儿子出生了
这一年我出生啦！
24年后的今天
抗洪英雄李向群
刚发现这集好长，感动
致敬
多灾兴邦
我们家就是荆江分洪区
战时保国，灾情保家
最可爱的人，致敬
那一年我差点淹死
这么多年，鞍山一次灾都没有，非典新冠人数都是0
那年暑假正好在汉正街，晚上起来用盆往外舀水。。。
为什么只能投两个币？？？？
印象深刻
当时水到家门口了
山西人的骄傲
那时候我6岁，眼看着长江大堤决口了
从这以后 我记得一个词  城陵矶水位！！！
中华民族真是能吃苦不怕苦难的民族
沙市人在此
我出生啦
在南昌，城市里，小区水淹到大腿
李向群
2.1W+
我出生的年份
最悲壮的一个建军节！
我去，终于更新了
养兵千日用兵一时！敬人民子弟兵！！！
我们永远都可以相信人民子弟兵
人民英雄永垂不朽！
KTV常点
夏洛！
人民英雄永垂不朽！
真想重回这一年
湖南益阳老家被淹了
上海那会儿也很痛苦，都是大水
一顿吃三个盒饭！都是累的饿的！才有这么大胃口！
98 98 不得了！
出生一天了
手烂的杯子都举不起！
水火无情啊
为了武汉，我们湖南很多地方破堤进水。
致敬曾经的战士们致敬
今年没水
人民子弟兵
三连了
2.3w
终于轮到我出生了
苏北也下大雨的，树都吹倒了
被封在我大姨家好久 村子里水很深，过不了人
致敬！
致敬最可爱的人！
那一年我才58岁
致敬
致敬
谁能想到24年后的今年夏天，长江都快晒干了
《为了谁》这首歌太感动了
2.4W+
出生了
致敬人民子弟兵！
那是还小但是记得电视机放过
我出生啦
河北也经历了
抗洪战争开始
我出生啦
解放军来了，人心就稳了
大晚上跑到大堤上 北边隐约看到警车闪烁的灯 坐标天津
那年我6岁
我是谁
他都快要哭了  致敬人民子弟兵
苏北家里都淹了，记得很清楚
致敬
终于等到
肉体凡胎，比肩神明！
嘉鱼那边很容易溃堤
将军千古
我生日
我出生啦
我出生啦！
我还未出生，这年我妈才17岁
我家的家谱就是这样冲没的
挽狂澜于既倒，扶大厦之将倾
我出生啦？
战士们都不睡，我们睡什么？
98年很重要
终于更新啦！！！
5年级
我的家！
当时还在放暑假
同时2.5万看  有我一个（dog）
那时初一
！
文采好
李向群
两万五的兄弟们好！
我出生了
出生了
我出生了
我出生了
夏洛
依稀记得，南京时刻天天都有抗洪卡车在跑
夏洛
武汉人哭了为什么每次都是武汉
泪目
这年，我出生啦
那年初三
2.5万人啊！
我有印象，那个时候我6岁
亲临一线
我出生啦
前面鞍山哪位哥们，鞍山真好地方
我出生啦
同沙市 那时候小学 记得那天振灾晚会
我快出生啦
我出生了
然后那一年北京热得要死
我出生啦
我出生啦！！
最可爱的人
当时我在我舅父家过暑假，人睡到了阁楼，猪赶到了楼顶，一楼所有东西都被淹了，开始水退时就撑竹筏出门
还有人说三峡工程不该建，看看这样的洪水猛兽，
不会游泳的解放军直接跳下水去了
防洪纪念塔
98年55分钟好长
我是簰洲湾的
江西人感谢他们
终于更新了
那时，我还小，泪目
把卷南窗桑梓月，鞠躬尽瘁为苍黔
缅怀高建成等烈士
这一天我出生了
出生啦
爷6岁了
四岁了
宋总买过面
我出生啦
为什么没有画面了
2.6
2.7w
我出生的一年 必须看啊！
致敬人民子弟兵！
印象深刻
致敬
我出生啦
2.7w的朋友晚上好
贵州呢？
98年我印象很深是死守大堤的解放军，真是哭着看新闻，太不容易了
我出生了
催更
我出生
我以为停更了
出生了
梗咽了
这个画面，一辈子都忘不了！人民解放军以血肉之躯筑抗洪堤坝
那年我11
那年发大水
9岁
那时候好像是初一
全体起立!
致敬
我出生了，好耶
致敬人民子弟兵
致敬最可爱的人
泪目
现在10点7分有人吗
那时候解放军跳下去人墙挡洪水记忆犹新
跟重庆救火一样
oh 我发现了什么！
听口音up像甘肃的
人民子弟兵！
这个印象太深了
哭了
2.7w
最可爱的人
我出生了
我家房子这年没了
最可爱的人
小时候拦腰深的水
2.7w+++
哇，等到了！！！
等了好久终于等到今天
那一年我躲在小学5楼，大水漫到了3楼，住在5楼就像置身大海
2.8w
2.8万
都被感染了
簰洲湾后来成了泄洪渠
这一期 口齿不太清楚 ？？？
预约泪目
偶像
我也有印象，那年我两岁
98年有水灾还有冰灾
致敬最可爱的人！！！
相约98
上线了
人好多，2.8W
当时在南昌 听老一辈说都在拿沙袋堵堤坝
我出生了
一方有难八方支援
那年最惊喜的就是战士送我的火腿肠和统一方便面
球状闪电
洪湖人来了
我出生了！
我出生啦
爷出生啦
致敬
6月我才2个月
我一岁了
唉，记忆犹新
谁是最可爱的人
感谢黄河没闹腾
这年我4岁，水差点把家淹了
当年十岁，湖北监利人，这辈子都不会忘
我出生啦
2.8万
2岁 
致敬
当时的战士真的好难，胳膊挽着胳膊一排排的站在水里为了烂住决口处，后来被洪水冲走了
就像安徽阜阳的分洪区，舍小家为大家
刚出生！！
致敬
我出生啦！
2.8万人了
等到了！！！
还差一年出生
当年是那战士生命防洪，现在是靠天仙工事和大数据防洪
致敬
我八岁了
江西人路过 当年我爸大半个月都住在坝上了
我们永远可以相信解放军！
黎川报到
这期很好看阿
致敬
人民英雄永垂不朽！！！！
你妈妈81年这么年轻。
湖南长沙
我出生了
2.7w
那年大洪水
2.7万！！！
抗洪
荆州人路过，致敬
我们山区的水直接没过大桥面，山间6-7米高的桥，左右一楼都进水
一表哥就是抗洪后得病死了
武汉人很感激。。。总有英雄替我们负重前行
泪目了
人在堤在！
管涌最危险
共和国没有开闸
我也出生了
最可爱的人
小学报纸上有报道过李向群
明年我出生啦！
我出生了
我记得，抗洪英雄李向群
英雄的城市
98年 我才两岁 我知道啥子
我出生了
泪目
2.7万人
我出生啦
我爸还去松花江抗洪了
"我记得那时候解放军战士用手挽手用人强堵水,大暴雨扛沙袋那年我刚满6岁记忆犹新"
我出生啦！！！！
当时好多卡车司机自发直接把车开下去填
唉
夏洛呢
2.7w+
我也出生啦！
人民子弟兵
98年全国抗洪，天天下大雨
夏洛！多亏你有个好语文老师
二师兄！
那年五年级了
没想到今年几乎干了2/3吧
相约酒吧
我出生啦
最可爱的人
我出生
出生了！！！
我生日
致敬
2.7万+
爷出生辣
荆州人在这，感恩
我三岁啦
98洪水
大一
98年前来报道
工程车呢
荆州人前来报道
我出生啦
2.6W+。。。。。。。。
点赞投币
湖北宜昌
所以伤心的太平洋
我出生啦
出生了
98年，我6岁，住在长江边上
2.6w
人民解放军万岁！
荆州沙市人，当年8岁
我出生了
我出生啦
我刚出生
武汉绝对不能失守
人民英雄永垂不朽
我出生了！！！！！
致敬！
没错，我出生了
最可爱的人
偶像！！
我才3岁，但我记得电视上总有洪水和救灾的人扔沙袋
赣江人前来报到
我出生了
我出生啦！
2.6万。
我出生了
谢谢李向群英雄们！
98年11岁了上小学4年级！
出身了出身了
我我我，我出生了
我出生啦！！
我出生啦
凡人之躯比肩神明
致敬最可爱的人！
泪目
大象回归终于来得1998
董将军一路走好
珠海啊
2.5w+
98长江洪灾
武汉
人民解放军万岁
刚打开时候2.7万，看完4.6万赞。看来是真的好
那年我8岁
我出生啦
那时候还叫二炮 现在是火箭军
泪目
致敬最可爱的人
泪目
相约98
致敬！
伟大也可爱的人
愚公移山
看哭了
泪目
致敬
泪目
2.4
终于更新了
我出生了
在桶里渡过的洪灾
2.4万
！
没经历过都觉得惊心
致敬
向人民子弟兵致敬
沙市人报到
我捐了1元钱 小学一年级
2.3万人
这一年我出生了！
1998的时候我还不懂事呢
终于到我出生了
我就是高建成中学毕业的，致敬最可爱的人
这一年9.1日出生
致敬
相约98
出生啦
我外婆家
致敬抗洪的人民子弟兵
致敬
出生之年
我记得我坐在大盆里漂着
董万瑞将军
这一年，我出生啦
这时长非常舒服
44天，你知道我这44天是怎么过的吗
偶像
王菲YYDS
人民子弟兵
98年我读一年级了
不追星 只爱人民子弟兵
看了重庆山火纪录片再看这个，真的感动
夏洛呢
2022重庆火灾，致敬人民子弟兵
2w多兄弟
海南人民的骄傲，李向群！
感谢
哭了
我刚出生四天
还没出生，零零后
相约酒吧
7月十一号我出生了
我刚出生 我家差点被淹
人民解放军，人民子弟兵
05后的回忆
开心
我出生啦！
我出生的时候！！！！！
黎川，我老家啊
哇哦。终于更新了
98 98不得了
我们最可爱的人…
出生啦出生啦
1998年我参加了九江段特大抗洪抢险后光荣退伍！
1998年我参加了九江段特大抗洪抢险后光荣退伍！
偶像的声音!
24号我刚出生一天
九江决堤，永远的痛。
更新了，先赞为敬
我出生了
我就是九江的
我就是九江人
以前我们有大禹，现在我们有解放军
9岁
那年我4岁。
我出生啦
最可爱的人
泪目
我出生啦
我出生了！！！
我高一的时候
－1岁了
+10086秒！
大象好像变音了
鄱po阳湖
BGM：柳叶刀之舞
致敬
致敬  每次看这系列痘满含热泪
我的老家
这么多人再看 厉害了
辛苦了先辈们
小学三年级
致敬！
我6岁啦
电车难题
半夜00:36 还有1.4W
啊，终于终于更新啦
致敬
偶像，致敬！
我出生了！
致敬!
还没出生
人民解放军万岁
我出生了
非常可爱我跟你讲
三年级了
致敬，最可爱的人！
我出生了
这天我出生了
我弟出生了
武汉人泪目！
泪目
今年鄱阳湖干了
我爸18了
凌晨1：40  7000＋人
有人吗
6千位没睡的朋友们锕
子弟兵辛苦了。河南人民送上祝福
5000正在开。都不睡觉吗？
5000+正在观看
我出生了！
几个月更一次
偶像
记忆犹新，半夜拖鞋浮起来就在我床边，街上水到膝盖
他们用肉体筑成新的长城，只为守护我们。
98年夏天出生的荆州人，在我记事起身边人就经常说我出生时的江水
武汉人泪目
29日凌晨三点，3000人。。。
管涌是真的很可怕
我终于出生了
板桥水库不算洪灾
经历过的人已经泪目了
记得当时捐款，同学家里都好几个月没开工资
终于更新了
提前了一礼拜，赞
先三连了，睡醒再看
泪目。
13号我出生了
我们村靠河的居民家里全被淹了，几十上百户，连夜敲锣打鼓帮忙搬东西。
相约酒吧
那年我上高中
2000+早起人
大伙儿起挺早
我家就因为这搬迁了
我出生了
.
我出生了
已经开始想哭了，那一年死了多少子弟兵啊
当时真是靠人堆出来的啊
终于更新了
就踏马你叫夏洛啊
九江人致敬
来来来
经历过，体验过！
九江大堤即将登场
1998我单身，不对我诞生之年
我才2岁
我听到这也哽咽了
爷来咯
同呼吸共命运
我出生了
掉眼泪了！
自然的力量
致敬
最可爱的人
出生了
我还小
2岁
出生了出生了
初二了，
先赞后看
交大学子为学长刷一条弹幕
致敬
泪！！！
致敬
向董万瑞将军致敬
致敬！
我家淹了一半
快哭了
98年6月。。我出生了
出生了
肉体凡胎 比肩神明
荆州人在此
人民子弟兵
我的偶像！
^_^
我上高中了
这都是我们农民的子弟兵
这鼻音重的啊
年中我出生了！
血肉长城
我5岁了
泪目
泪目
人定胜天
我记得那年，也记得那些战士们
我们那儿那时候全淹了
有这样的军队保护我们，真是一种幸运
荆州人泪目
致敬！！！
英雄
最可爱的人
荆州人报道，
最可爱的人
这一年，我出生了
记得当年香港赈灾义演，风雨同舟，血浓于水
有幸是 其中 一员！
夏洛！！！
年底我出生啦
已经开始哭了
98年的报到
看哭了
人民子弟兵
人在堤在，誓与大堤共存亡！
这是真事，我们在对面荆州，万幸是最后没炸，中央英明
洪水最高的时候水面就离武汉长江大桥火车层1米，再来一次洪峰绝对淹没火车线
二炮，2015年改名为火箭军
98年生人
那年八岁
这年我刚出生几个月，我爸就去救灾了
投币比赞多
6月我还有4个月出生
子弟兵，鱼水情
8月14我还没出生
暂停投币
最让人放心的人们
致敬最可爱的人
王菲啊
到我啦 我生啦
现在有人吗招个手
这期从开始就泪目了
我出生啦
也是我家
我爸去抗洪了
致敬最可爱的人！
荆州上学
感冒了吗
当时6岁多点 在重庆 没有什么印象
记得那年，水淹到我们家里里
才两岁 不记得
9000+沉默波比
98年我家乡那个十年九旱的地方丰收了
人民子弟兵万岁
9000+观看，666
经历过，虽然那时很小，但印象深刻
我们众志成城！
在自然的伟力面前，人类何其渺小
我家就住在江边，芜湖市
相约酒吧
9000+的人一起
这年我刚出生
人民子弟兵
我们村都被淹了 在屋顶睡觉的
向解放军致敬
哈哈哈哈
九江人永远记得
致敬
这个就是夏洛
看哭了
终于出手啦！！！！！！
我出生了
我记得
我两岁了
还有98年的抗洪也是很重要的
虽然自然很强大，但98人定胜天
坐标黑龙江，家里小镇都淹了
致敬
这一年正月初九我出生了！
致敬
泪目
当年我在齐齐哈尔市读小学，每天都忧心忡忡，怕嫩江水灌入市区
bgm：柳叶刀之舞
这个歌我当时超级喜欢！印象超深！
"98年小学毕业考试，闽江洪水，去考试的路上好好的，回来绕了半天才到家，7,8月暑假，船开上了马路"
立马去问我奶奶98的洪灾是怎么样的，不过她去地里干活了
爷爷！你关注的up主更新了！！！
98年622洪灾印象深刻！
我是沅江长大的，那一年把整个县城都淹没了，多亏了解放军叔叔，感谢一辈子、
出生打卡
我记得有篇课文说过，一个战士脚掌被铁钉扎了还在搬沙袋抗洪
致敬
我听我妈说当时我就是这样被放下楼的
我在湖北！！！！
解放军YYDS
属实离谱，当年我还在下行通道里游过泳，都淹平了。。。
有一天我在放牛，突然下暴雨，牛丢了，不敢回家，现在都记得。。。
我爸参加过抗洪
人民子弟兵，人民解放军
我爸爸参加了抗洪
我家门口！！
按照大象的更新速度  更到2018   都以可能到2028年了
夏洛
最可爱的人
偶像
终于等到你
开始泪目
1998我出生啦
感谢人民子弟兵
致敬最可爱的人！
没有确保自己安全 泪目
致敬最可爱的人
你是谁，为了谁
出生了
还是以前的将领啊，
我出生了！！！！！！！！！
出生打卡
那个时候学校组织捐麻袋
我出生啦
我出生了
我出生了
我的拖鞋都干丢了
泪目
出生啦
月更还是挺快的了
我出生了！
李向群
98洪灾是抹不去的历史
致敬
那年那兔有讲！大家可以去看看
我ca，这次更新好快
泪目
1.2W+
来杯啤的
夏洛
来杯啤的
九江人永远铭记，感恩
可怜年轻的战士了
这就是我爱的国家 它不完美 但它值得我一辈子爱它
这么多同龄人？
谁是最可爱的人
这一年我出生了
我才5岁
人定胜天啊！！！！！！！！！！
当年的150亿
致敬
我是武汉人，
那年我家的房顶被雨砸穿了
人民子弟兵
当时在上初中，全校捐款
谢谢爷爷
千呼万唤始出来
泪目
致敬
4岁，还记得我家房顶没了
给我看哭了擦
人民的军队！致敬
围湖造田的后果
我出生了！
李向群代表的人民子弟兵们
水火无情
李向群！
1998年我出生
来了
亲身经历过，记忆犹新
记得那年淹到我家一楼了
高一
王菲
洪水
董万瑞将军即将出场
我有印象！
老婆家门口，差点就完了
我出生啦
将军千古
吃瓜吃到自己县
邻居家一个小女孩，在当年的洪水中丧生了。
我妈说那时候很多人跑到山上去了，我家没跑，躲在二楼，还好水退了
冲在一线的永远是人民子弟兵
98年武汉伢报到
谁是最可爱的人
我也是那一年听说了蚂蝗这种寄生虫
我出生的时候
我出生啦
泪目
我湖北的
你是谁，为了谁
我刚出生
我出生了
谢谢
猪~猪~
我们的王牌部队！
视频看着就触目惊心
只有祖国才做得到
这一年我家还是黑白电视
来二刷啦
每一年都不容易
这一年看的EVA
这就是“人民子弟兵”，感动
我出生了
已经哭了
鸡皮疙瘩起！
我六年级毕业那个夏天，我在陕南汉江都发水了
在下就是荆州的，当时四岁
泪目
那时候一年级，学校都放假了，还是有很深的印象
武汉长江当时的水位线标记现在还留着在，真的吓人
向人民子弟兵致敬！
当年我读初二
经历过 我还去抗过沙袋
已经泪目
泪崩了
二炮都上了吗
爷出生了
我出生啦
那时候就觉得震撼
致敬
死了好多解放军
人民战士
这是我出生的时候
黎川。我老家啊
我偶像
致敬英雄
当时的口号：我与大堤共存亡！现在想想都还是泪水
爱兵如子 胜乃可全
终于又更新了
出生了！！！
别说湖北外面了，湖北内都转移了很多村子和农田出来，让洪水分流
c出生了
我出生了
荆州！沙市！
同舟共济这个成语就是那年学到的^_^
当时大堤豆腐渣的太多了
我8岁了
我出生了
我出生了
不急用麻袋，急了直接用人
爷出生
这期必有抗洪啊
泪目
就是歌手，歌手，歌手，歌手！
噔噔咚
我出生啦！
沙袋直接被冲走 沉车 沉船 人跳下去结人墙
98.9.20
最可爱的人
荆州人报道
致敬
我出生了！！！！！！
开局王炸
出生打卡
感受过，当时四岁，巷子里都能抓鱼
当年我8岁，住在武昌江边，7月份水已经过了膝盖
偷偷更新
泪目
我小学快毕业了，在电视里看了洪灾
泪目
夏洛呢
在不更新我都要领退休金了
我出生啦
终于等到出生了
我也
7.20我出生啦
武汉好惨
我出生了！！！！！！
致敬英雄！
我出生啦！
我生日
泪目
我们拥军，是因为他们真的爱民
好了 我开始期待1999了    哇哈哈哈
好饭不怕晚，先三联
天呐
俺今年横空出世
已经泪目了
夏洛
我父亲参与了，他只是一名工厂员工。
01年的
没感觉，那时要看洪水得去几十公里外
你是谁 为了谁。。。
我出生了·
