第一条弹幕
当时就注意到了哈哈哈
王雷卖鱼
飞到天花板上拧下来的
cop357
作画细节与流畅度真是可怕
扎针这个地方是我的童年阴影
哈哈哈哈哈哈哈哈哈
开了再装填了
其中两个电灯泡恋爱了，生出了新的电灯泡
《赡俍》
齐纳里
这个你都要较真 真没意思
哈哈哈哈哈哈哈哈哈哈
好家伙，12点了还有4000多人跟我一样闲
被汤姆手上的化学药剂反应变色了
在当时手绘的年代已经算是顶尖了，真就图一乐，毕竟一集就是几个月多
换个地方发射不就行了
他两边都有一个哈哈哈
还忘给个硬币（doge）
这是否有点过于…杠了
世界名画
这里出来应该是圆柱体？
这种机械有一个名词叫鲁布·哥德堡机械，最早应用于漫画
多重射击的，仓鼠是吧
《 致 死 量 》
利刃弹丸节约？
这里还剩下三根
《黄色》
无限 l
笑死
我都没注意细节
狠狠锁    住
警觉
索，我的索
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
猫猫虫
上错色了呗，估计是分工时没讲好
哈哈哈哈hhhh
锁诶
动画有帧数
镜头之外还有吧？
我幼儿园时就发现了，当时朋友们说被那狗啃了
细的钢琴指法对了
得得得得得得得
三只小猫最后多出1只黄猫
这都有猴水友？
木塞没打中又弹了回来(确信
哎，都没注意到
最喜欢的一集
锁不是下课很久了吗
卡bug没得啊
上天猫就够了
正常啊我cop4弹孔，倒是可以打出来12发
刷新了很合理
哈哈哈哈哈哈哈哈哈哈
我看了两遍才发现是有五只脚
有个小游戏就是这样的
凌晨十二点半了还3000+
哈哈哈哈哈哈哈哈哈哈
自动刷新了
还有一根太像牙签就扔了
这是二百五符合汤姆的人设
有限空间回弹不行吗
哈哈哈哈哈哈
飞翔猫没尾巴
你这哪够六根啊  你这针有问题啊
刘皇叔
xdm点赞刷起来
多读刘备
你不说我都没发现
节目效果没必要
国王的睡眠里面泰菲上色失误了
《善良》
如果真要这么较真 那猫和老鼠不会成为神剧
渐变封面
哇⊙∀⊙！咕咕好细啊，太细了。
远景虚化了(确信)
鱼雷预装填和再装填（确信）
这TM一共五条腿可还行
这集我童年噩梦
搁这五条腿是吧
卧槽我之前都没看到
dio表示:我也会！
和小猪佩奇的眼睛一个道理
no soul
进门要挂在衣架上（）
内啥，我也这么打桌球，超级有感觉
斯莫克
也不知道是不是画师故意的，那个年代作画都是一张一张画的，这一幕保底得画十张，没有发现的概率蛮小的感觉
上天猫   就够了
套nim的
诶我锁丢了！
reload
才知道小老鼠的名字
三国杀现状
这个我发现了
这里汤姆有5条腿
请分析作者此时创作状态[doge]
我当时就注意到了！！
level 0某实体：这哪来的帽子？
还有一根扎自己心里了（确信
这个片段还被做成了游戏4399上有
没玩过cf吗？爆头加一发子弹
不服现实碰一碰，你看我扎不扎你就完了
敌方猫已被放飞
这集好玩
哈哈哈哈哈哈
我发现过这里耶  我以为是因为牛奶很厉害
最喜欢的一集！！
草
哈哈哈哈哈哈哈哈哈哈哈
一贯的夸张手法，这其实还好
这哪够啊！
我就知道，哈哈哈哈
风哥，你打错了，你应该打，拉~登~
萨达姆做好了战斗准备
可是这鼠鼠也没影子鸭
暴击了
好家伙你是拿放大镜看的吧
针灸大师
哈哈哈哈哈哈
nibbles
《变身饮料》
你可以应聘动检
这个鬼脸经常半夜睡觉的时候引起心理恐慌
光由暗到明也不可能变绿啊
怎么会以细节著称呢，谁来的猫能裤衩劈树
凌晨了，还有1000多位夜猫子
这个我发现了！！！
请帮帮我
你头上的是小新吗（大雾）
wc，1000+
真爱
弹药节省被动
哈哈哈哈泰菲：让你没事找事
最喜欢的一集
窗户自动修没毛病，片里面不会自动复活才奇怪
五只手
滑翔轰炸！
弹匣里面还有一颗（确信）
画面数量不代表实际数量
去了外卖仔哪里
哈哈哈哈哈哈哈哈哈哈哈
这个应该不算穿帮我感觉
卧槽，我锁丢了
提纳里哈哈哈哈
检测到鸡蛋要素，你干嘛，哎呦
大闲了吧！
你这哪够五根啊，吸铁石
才发现
好娇啊
所以给杰瑞吓完了，多了一只手
枪膛里有一发
英勇投弹手卡R小技巧，杰瑞飞机绝活哥
危险发言
汤姆:你还嫌不够？
八个蛋
这凌晨两点半的一千+人都在这里看细节的么么
杰瑞中途换了个酒箱子（也许）
哈哈哈哈哈哈哈哈
他温我哭
我一直以为是节目效果
妮蔻之助
哈哈哈哈哈
汤姆是角色名他是演员（不是）
拍了两条，剪到一起
我喜欢这个表弟的声音
2点一千多人
五根手指
数目这种为了效果完全不算
答案是3 4中间的数字
可能有很多箱酒但是没在画面里
出来的时候是多了个手
上热搜了
真当记录片了
动画片经常这样，数字对不上很容易出戏
诗经：我说过这句话吗？
过于残忍
常识
不知道为什么我觉得木塞这个有点牵强
这裤衩两边都有呗对称的视角问题
虚拟里找现实
阿这
善意牛奶
这就不必了吧
这个叫声笑死我了
最喜欢的炮弹自行车
我看到了在扎完第三根转身拿第四根的时候瞬间消失了一个
可能是吓得
《面向镜头》
这不算较真吧，说出来图一乐
《多毒书》
其实是拿到的瞬间
啊哈哈哈
聚能环南孚酒瓶，一瓶更比六瓶强
最喜欢的一集
喜欢这个飞机
哈哈哈哈
汤姆变形也有修复啊
汤姆：其实这都在我的计算范围之内/doge
疯狂钻石！
666
好家伙，才发现头像换了
已经关注了！
我特别喜欢这集！！
哈哈，五只手，看了两边才明白
哈哈哈哈哈哈
哈哈哈哈哈哈
锁下课了（认真）
这集有对应的小游戏
我就知道是你小子
不应该是墙里吗，沙发有帽子印
香槟炮！
\
哈哈哈哈哈
动漫中自动修复不很正常吗？（比如衣服）
《三带一》
两边都有呀(也许)
指在場的各位
变色的书♂
我是最后一个
轻轻敲醒沉睡的心灵
汤姆：你最好有事
《注意看》
猫和老鼠也云啊？怎么可能只有两个画风
十小時差點就涼了
爆头加子弹啊，很合理
八十！
有没有一种可能，两边都有
敌方猫被绑上火箭
这样我觉得更搞笑
电灯泡是硬币
落沙发里面了
猫假狗威
奥奥啊，奥啊啊啊
哈哈哈才发现有五只手
这跟佩琪的眼睛是一个道理吧
不是双面扣吗
也没有药丸的影子
前面的那其实是超级玛丽的背景音乐
他真的，我哭死
我他妈笑死了哈哈哈哈哈哈前方爆笑
见手青
告诉你个秘密，两边都有
每次射击有20%的几率不消耗弹药
我注意到了，不过我以为这只是一个暗示？
+1
你不知道他皮肤多吗
健壮药水是吧
Up你怎么那么细
这是细节呀！这可不是穿帮
说实话 我都没发现
比利水(确信
更新了！！！！！
这个地方感觉不是穿帮，是故意说明汤姆傻
韩大狗
哈哈哈哈哈哈哈哈
弹药效率
小猪佩奇不就更离谱？
6枚
哈哈哈哈
叉完第三根Jerry扭一下一根不见了。
哈哈哈哈
猫和老鼠区up主
哪有开头要三连的？
《不长记性》
这种行为在动画里很正常
应该是卡视角 另一个躺着呢 
他自己加一颗不行？
12小时前凉透了
《这儿哪够啊》笑死，确实不够猫有九条命呢 
《已发动 节弹》
因为牛奶发光了，所以没影子
充沛军需
提纳里
童年阴影的一集
哈哈哈哈哈哈哈
升 华 失 败
完了，已经4万了。
Tom：我不道啊
局局棒有一集完全照搬
这应该是细节吧这不像穿帮，这个穿帮已经属于是那种明摆着让你说我是穿邦的地步了
你这哪够15斤呐？
七条悟出老千(无端)
这里改回了黄色
比♂利♂
可能后面还有一排
丧 良
进门刷新
《只有五根》
甄嬛传：对就是这样
ass we can
泰菲纸尿裤用久了换了（doge）
策划：你再骂！
跟小猪佩奇的脸一样
头套给你薅一地
这个可能就是汤姆绑错了....?
手雷蛋
更了！
那1999人出来！
逐帧观看的吧
《圣贤书》
有没有可能 他是有两边……
其中两根2合1了（确信）
《节约风气》
《只因蛋》
哈哈哈哈哈哈
哥德堡机械
这一集看得我很疼以至于做噩梦梦到我像汤姆一样在箱子里被各种折磨…
不是马里奥的bgm吗？
这集还有5只手，就是合体吓唬杰瑞那里。
小猪佩奇那个哈哈哈哈
重置了（确信
他真的 我哭死
会不会是两边都有结
窗户状态刷新
CD好了
比♂利
枪膛里可以容纳一颗。嗯弹仓里有一颗
感觉汤姆这波是故意的
经验修补（不是
猫和老鼠最为精良的是他的配乐
真正魔术师
我先来，汤姆的拖鞋（doge）
哈哈哈哈哈哈哈哈哈哈哈哈
反弹回来的
俺也一样
俺也一样
你舅宠他爸！！！！！！！
在杰瑞跳起来之前还是有三根的！
比利鼠预警（doge）
提纳里（？
是因为杰瑞突然有了一个好点子（doge）
byd每一集都喜欢是吧
汤姆：你礼貌吗
我要白嫖
激   烈（物理）
大力鼠
四根手指，五只手
你这让那些子弹打不完的很尴尬
有没有一种可能，纸尿裤两边都系扣了的
酒可能不止一箱呢  你这个太牵强了吧
进后室了
小泰菲换个纸尿裤不行？！
从天花板上拆下来的
黄 绿 合 战
哦吼
有没有一种可能，两边都有扣
汤姆的拖鞋
英勇投弹手的导弹会刷新，很合理
反光doge
这本叫《见手青》
黄着黄着就绿了（确信）
哈哈哈哈哈哈
那个丸子，好像也变公社。
索诶！！
玩穿刺
哈哈哈哈哈哈哈
另一个是躺着的吧
沙帽
一喂顺风车
↓樟脑丸
小孩子的纸尿裤不是经常换吗【   doge?    ]
猫和老鼠鼠的背景特别优美
这个可以理解，毕竟七龙珠的孙悟空头发也是这样
这不叫偷懒穿帮啊，很符合汤姆身份
太好了
这叫弹鼓炮
一喂顺风车一喂顺风车
纳米窗户，小子
那颗电灯泡，不就是长大的我吗
一喂顺风车
黄色的书籍
变绿了
变绿了
震惊猫鼠的第一次世界大战
变绿了
？
两边都有不是很正常？
靠转身的时候没了一个
书的侧面是黄的，正面反面是绿的吧？
杰瑞笑着看汤姆打结自己，两个都好可爱！
皮肤
本集获奥斯卡最佳动画短片奖
最喜欢的一集
2000人正在观看
+
多位导演指：只有两个导演
多个画风：指只有两个画风
帽子去后室了（）
《善良》
小陆 你就是......（走错片场）
他为了不让杰瑞上天还为此绑了自己的手，让自己上天他真的我哭死
可爱的仙人掌犯了什么错呀
在汤姆的拖鞋里（即答）
真的我哭死
汤姆被吓又长出了一条腿，很合理
最喜欢这个 又蠢又可爱
老鼠离开桌面，自然老鼠没了，那英语也就没了，很正常
猪猪侠还抄袭了这一集
这个正常，战争片子弹永远打不完，除非剧情需要有人要挂
5w了
哈哈哈哈
三连comb追加额外攻击
反弹?
汤姆的拖鞋
马里奥:你没有自己的bgm吗？
皮肤出处
多出来的应该是暗示东西德
如果你不管看哪边他都有扣
哈哈哈哈哈
A级皮肤 猫假狗威
谁和我一样玩猫和老鼠游戏
本来就是假的，你想有多真？
众所周知英语里复数仅代表很多doge
画师：你tm是来找茬似趴！！
电灯泡下崽了
高打低，打__（doge
当时很喜欢这一集
他真的，我哭死
哈哈哈哈
这就是魔术
光是蓝色的，打在黄色的书上，混合成绿色很合理（doge
法师！
这集映像最深
他真的，我哭死
解锁新皮肤
这是因为光照吧
封面急了
这叫声是汤姆在海滩被螃蟹夹了的时候
三只小猫那集是暗喻的二战，故意多出来的和原来的那个代指东德和西德
《膻     魉》
这个我发现过
此面向敌（
本来就是绑自己啊，为了幽默
最喜欢这个画风！
被我吃了
可能是被沙发吃了
rehost了（确信
可怜的汤姆，被它扎穿的鼓掌之中
---上  ---  天  ---   猫
就---go---了
我现在看太阳都是绿的（doge
翻译：素材宝库
大家撑住啊！这老汉儿快没素材了！
猫和老鼠是无限火力模式  这个就不要介意了
前面预言家刀了
逆天
哈哈哈哈哈哈哈哈哈哈或或或
《善良》
这毕竟是动画片嘛—加菲猫
画风不止两个
这不是第17集吧，反正B站不是第17集
找茬永远比创作更轻松
早已？？是这么用的？
我去2000+个人
他甚至掉下来五颗
锁诶！
666u6uu6t
由黄到绿再变蓝（高中生物）
列文虎克
Crazy Diamond!
《这哪够啊》
所以说汤姆长了5只脚脚
提纳里哈哈哈哈哈哈
杰瑞：他真的 我哭死
前面茶杯头那个，这是马里奥的音乐
我没看过这一集！
他真的我哭死
提那里（不是）
提纳里老师是你吗
偷懒
这集最喜欢
走  近  科  学
这个我发现了
鸡蛋：你清高，你了不起！
哈哈哈哈哈哈
三千人???
可爱捏
这个是尿布两边都栓
《蛊人的酯晦》
还有一只手是五指
别人换尿布也是很合理的
还有一个bug，汤姆和他的表弟合在一起的时候，有个镜头一共五只手。
妙啊
三连弓（狗头）
本来就是故意的，汤姆是捕鼠冠军
两侧都有啊
闪电五连鞭
一鞭
木塞反弹
三鞭
哈哈哈哈哈哈
四鞭
哈哈哈哈哈哈哈哈
五鞭
在汤姆表弟来他家那集，兄弟俩合体的时候。有两帧出现了第五只手
左右都有扣子
《3000+》
《五条悟》
1963-1967画风最爱
前面的，那个是故意的
不可以两边都系吗
5.7w合影
不止一架
你好细啊
这集我当时看觉得好过瘾
回上↑:导演有两位，但是画风有好几种
回弹
交给梵谷点燃（雾）
最喜欢这一集
不一定要在画面里呀，旁边还有
美国攻打伊拉克（doge）
《5.9万》
前面上天猫的笑死
导演让的
好家伙，三千+的人陪我看
5.9万，焯！
今天开学，作业没写
提纳里cos头套
世一画
byd最喜欢的一集
两边都有扣
汤姆危
硬找是吧
灯泡纠缠原理
是哦，之前都没留意
《五只手》，我只能说：牛逼
敌方猫已被放飞~
我很好奇（誤
刚好六万（乐
他真的，我哭死
还有一根呢？！
完美之作
山海经
哈哈哈白看了
两个一级针合成了一个二级针
哈哈哈哈哈哈哈哈哈哈哈
格瑞(幻听)
提纳里
hhhhhhhh
卧槽 甚至得多看两遍才发现有五条
卡bug进后室了（doge）
cop
我想到了个办法，灯(有画面了嘛)
这里杰瑞拽的是汤姆右手，接下来几个分镜却有几次变成了左手
正好六万，赶快更新（
哈哈哈哈哈哈哈
弹药节约，多重射击，弹药效率，军需充沛
我记得还有这个游戏
杰瑞有灵感，冒出了个电灯泡
他真的，我哭死
当初看的时候还真没注意
《多个      指两个》
当然是把屏幕前的那个拉走啦（对， 你）
哈哈哈哈哈
这里貌似多了一条前腿
黄＋蓝＝绿
五只手
同归于尽
仓鼠无处不在
礼帽礼貌
任天堂警告
让炮弹飞一会
哈哈哈哈哈哈哈哈哈
他真的我哭死
诸葛连弩（一弩十矢）
出牌阶段限一次，你可以将【灯泡】作为【无中生有】使用
弹丸节约
最喜欢的一集
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
沙发上有帽子穿过的洞，但帽子却没了
表弟好可爱
坤肉鼠
玩过机器人大战的都知道，机师省弹技能能能凭空增加弹药数
感觉这几个没必要
以前超喜欢这集
这集超喜欢
答题:有明显被夹的声音 可能是汤姆在沙滩被螃蟹夹的那一集
车车风
画师：黑蚊子多
这一集影射世界大战
6.3W，快更新！
杰瑞是为了让汤姆呼吸到空气（doge）
反弹了
《善良的汤姆》
野生的皮肤 
《五只手》
正是在下
《消失的锁》
我超级喜欢这一集
没有升华了？
最喜欢这集
我看的版本是黄的
笑死我了哈哈哈哈哈
《我们的1917》
哈哈哈哈
《金刚鼠》
笼子被焊住了
苦雷击呆鸭萌豆！
炫我嘴里
《特级咒灵》
这个我以前也注意到！！
感谢汤姆老师的配音
这集超喜欢
哈哈哈哈哈哈哈
Jeb_
或许这是Tom的手套
《猫猫虫》
真 。善良
变色书
恶魔没影子是西方作品的设定吧
在Backroom里（确信）
我看了几遍才悟到
有没有种可能是杰瑞修的。
反弹！懂？
这是什么疯狂钻石
猫假狗威
就不能两边都有打结吗
哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
有没有可能是两面都有扣？
哈哈哈哈哈哈哈哈哈
秃鹰？
fnaf2是吧
正常，不自动修复汤姆杰瑞早没了
《提纳里》
哈哈哈哈哈哈哈哈哈哈
1000+个兄弟
哈哈哈哈绷不住了
哈哈哈哈
我居然一个都没发现，有几集看了好几遍的
太可爱啦
弹丸节制
你们哈哈哈真的用显微镜看的吗
已经六万了
有没有可能，两边都有
哈哈哈哈哈哈哈哈哈up看得太细了
哈哈哈哈哈哈果然
两边都有啊
6.7w
哈哈哈哈哈哈
这个应该是两边都有吧 只是只能看到一侧
6.7万，快更
这集这一段我都不太敢看
网络延迟，锁没刷新出来。
《我在现实生活中可～精～了～》
杰瑞都吓懵了
