刚进来被吓一跳
故意找茬呢
来看张译新剧重生之门呀
哈哈哈，来看 重生之门 也很逗
你那么大声干嘛
开幕雷击
怎么这么丝滑啊啊啊
九敏没法直视张译了哈哈哈哈
你怎么睡得着的
耳机党受到重创
译哥译哥
张译的重生之门剧情，节奏都不错！
这是建国初期，他是预言家吗，哈哈哈
你怎么睡的着的
饿死我了
优先虐待俘虏
马保国同款战损
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
点错了
555
故意找茬呢
是新素材哦
5
火钳刘明
这段我笑死了
可恶的jo厨
1    1 4    5 1        4
玩不起啊！
吼吼吼吼吼吼吼吼吼吼吼吼吼吼吼
长头发的屑光头强
伙食还挺好
我们枪毙俘虏，都用金子弹
绝啊！妙啊！一键三连啊~~
我们枪毙俘虏，都用金子弹
实力二刷
火钳刘明
也？最近刚看这个
感谢穿山甲老师的友情配音
1       1 4   5     1   4
1
吓死我了
？？？？？
吓我一跳
什么啊听不清楚
嗯，使命召唤的音效
杀疯了
想起了橘子
哈哈哈，这里和重生之门 有差吗？
5
114514
强子（幻听）
夏老子一跳
下我亿跳
这是啥电视剧来着？
我愿称之为绝活
我   币   没   了
封面的天使微笑
小超梦!
请问，这几个问题几个有标答案
《变声期》
啊啊啊，点错了啊，55555
nnd 上头
我不到啊（恼）
哈哈哈哈哈哈
你怎么睡得着的
提前预判了属于是
有点乱
这位被揍的……感觉好眼熟啊？
5
5
3
我币没了
seven-eleven rawson all-day
你发生肾么事了
火钳刘明
双 厨 狂 喜
老 八 报 道
押 韵 了
这个bgm，我还以为汤老师(doge)
火钳刘明
丁生火？
5
火钳刘明
火钳刘明
憋推广了
前方高危！
火钳刘明
啊啊啊啊
牛出
蚌埠住了
舍长？
6
火钳刘明
叙利亚局势呢？
我不到啊（恼）
直接枪毙
哈哈哈，这个我是从秀昕视频推荐下来的，看来bb也觉得他俩长得像
好家伙双押
火钳刘明
6
张译：听我说谢谢你
《啊哈哈，啊》
火钳刘明
耳机党阵亡~~~~
哈哈哈哈 咋这么喜欢张译
6
封于修
山甲已过，老罗当立
《顺口溜》
张译演技真不错
封面非常恐怖
原剧是《光荣时代》，特别推荐大家去看有很多名场面，如太静了睡不着，听说你要请我吃饭，我没带铐子，重色轻友，拆地雷，黑玲等，都特别搞笑
藤野教官是你吗
是你啊，满银
优待也帮他换个眼影
溜了！心脏实在不好烟熏妆记得给他一次！我溜了
《还是死了》
you die
you die/忧die/忧逮
未来的事，关我屁事
5
1 1 4 5 1 4
火钳刘明
图穷匕见（双关）
WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW
《    逝     界     名     画    》
细节双押，打不过打不过搬救兵
剪的不错，以后不要在剪了
《双 押》
耳机党振奋
四刷了
我居然觉得这是张译能说出来的
火钳刘明
再来亿遍
火钳刘明
开屏雷击
114514
1919810
哈哈哈哈哈哈哈我还是喜欢张译宝贝！
变声期
《好会剪，出生的时候脐带也是自己剪的吗》​
怎么办投错了我要投五的
再来一遍，原来张译老师是个rapper
优(先)die俘虏
ggggggggggg
？？？？？？？？？？？？？？？？？？？？？
封妈谱
三位一体招生题（确信）
开幕雷击
火钳刘明
文艺复兴
.....
点错了
5
1
火钳刘明
火钳刘明
闷登蜜
你把我的张译怎么了？！
穷图匕“三声”见
《99.9万播放》
《99.9万播放》
火钳刘明
火钳刘明
优die俘虏
跪着送上三连
恶魔的低语
恶魔的低语
有大B吧生声音搞这么大
seven eleven
山城小栗旬
我一擎天拍死你
见封进（1/1）
鄂   木   斯   克   黑   色   联   盟
我去  我耳朵差点炸了！！
《令人窒息的开头》
雀氏挺折磨的，开屏雷击，耳朵聋了要
腐乳来了~~~
真·火钳刘明
6
哈哈嗨
这说唱水平不比节目里的说唱好嘛。多压一大堆
耳机党当场去世（doge)
哈哈哈哈哈哈哈
耳机党炸裂
skr
.
中考听力
火钳刘明
火钳刘明
火钳刘明
王满银
不知道铁球和棉花的初始高度（
爱一个人的眼神是藏不住的
耳 机 党 激 怒
故意找茬呢
双押
牛逼
优待俘虏
穿山甲：你们没有自己的语言吗
你这不是欺负嫌疑人吗
rng wei 长大了？
火钳刘明
这位是罐子村的王满银吗
654人
9
100%音量已挂
55
火鉗劉明
叙利亚之神
封面:小丑（幻视）
孬囔
吓死我了
火钳刘明
《工作疏忽》
上帝？？？
开幕雷击？？！！？？！！
开场我就笑了
开场我就笑了
请把音量调小
PUBG手枪p91
凭实力四刷
哈
100
视频做得很好，举报了
开屏暴击
哈哈哈
牛蛙牛蛙
我经常去PhotoShop（
超纲了啊
工作疏忽doge
《本草纲目》
开幕雷击
你故意找茬是不是？？？？
折磨！
糟糕的台词，我还是白色吗
计数君已阵亡
你想笑死老子 好继承老子的蚂蚁花呗吗
再来亿遍
火钳刘明
不带耳机也要当场去世的程度
你火了
穿山甲：哈哈哈哈
TNND，耳机党暴毙
你们2倍速放试试
火钳刘明
开幕雷击
6
吓死我
吓死我了，你币没了
-=00--==DDRRDEEEEEEEEEEEEE
优待腐乳
火钳刘明
开始啦
说倒装句俘虏是屑
工作疏忽
《又寸》
必火
火钳刘明
牛逼
穿山甲，5555555泪目
知乎理工男你好朋友哦 三剑客
火钳刘明
火钳刘明
开幕雷击
《开幕雷击》
韵脚是真的吊
kksk
吓死我了。。。
0.75倍速正好
我以为是胡歌~
六六六
看了一遍，封面在哪里啊？
一
酱紫剪
开幕雷击
火钳刘明
耳机党第一次打开当场阵亡
开幕雷击
每天一遍烦恼再见
暗炎之主是吧
耳机党开屏暴击，当场去世
bilibili
《 冥 场 面 》
噗
火钳刘明
《英语教科书》
耳机党当场去世（doge)
nnd，吓我一跳
火钳刘明
¹
这么配合？
欣欣哈哈哈哈
8
《梦幻联动》
离谱
想刀一个人的眼神是藏不住的
图穷匕见xian
这段bet是哪的
每周必看
小太爷真好看
真牛比
skr～skr～
[每周必看]
火钳利明
火钳刘明
把朕的投币键呈上！
故意找茬呢
实力二刷
在有空气阻力的情况下，当然是铁块先落到地面
应该不会
这场世纪大地震在国际范围的直接后果是导致了战后几十年来两极冷战格局的解体，使欧洲乃至世界的形势都发生了根本变化
Three convenience stores you often go to(文字游戏)
《   腐   乳   》
火钳刘明
这段rap莫不是武林外传的曲子？
哈哈哈哈哈哈
二 次 函 数
6
开幕雷击
鸡汤来……走错地方了
火钳刘明
请调高音量！
痛，太痛了
你找茬呢，是吧
每周必看
[每周必看]
好绝
每周必看
[每周必看]
故意找茬呢
11        4           5    1           4
《每周必看》
[每周必看]
开幕雷击？？？？？？
音量诉讼
《梦幻联动》
[每周必看]
wc
[每周必看]
[每周必看]
每周必看
试试就逝世
[每周必看]
谢谢up吓我一跳
温馨提示：在开头一直按倒退键有惊喜
每周必看
开屏雷击
[每周必看]
""
