乐
新版龙背上的骑兵在steam上有了
？？？矿螺？？？
安图恩是吧
他们从一开始就被蒙上了眼睛
玩到亚当这里玩不下去了
下次一定
这个不是那啥
应该是每次出任务之前都会备份数据
花江
我手怎么会死我面前呢
作为弹幕爱好者，就觉得空战很好玩
海伯利安
3d区经常看见2b
摩   多   罗   隐   岐   奈
地堡出货
打完这个数据丢失了，就没往后玩了
下次一定
看尼尔直接先赞后看
笑死。核心外漏哈哈
这很日本
多结局感觉还是不错的
看不懂英语日语的可以在贴去找汉化补丁
扛把子不是最终幻想么
114514
当时玩确实很震撼
已经四年了吗
蓝翔
玩了3周目。
人造人觉醒前基本没有情感
9S次次都能入侵成功的话就是三人组里的最强
献出心脏！（dna错乱）
可惜村庄毁了
9s = nice
20小时
20小时
都是9S打的
那为什么不把这个黑盒作为武器呢，就像核弹一样。
初见卡了好多次！
但是她最后靠卖村民尸体过活（不是）
抄袭？那叫联动，回去多读点书有点好处
一个热武器一个冷兵器
会悲伤，只是不能表现出来
所以人类嘞，一个都没见着
我把他看成MK
勒肉！
上面叫支持的我记得后面涨成300多然后国区盗版就出来了
活着没意义，但是给国服玩家临时涨价的意义还是有的，而且很有
上层人类永存。其他的都是蝼蚁
这孤独的音乐
张飞：俺也一样！
张飞：俺也一样
三连未遂
只玩过一二周目
买音乐送游戏
心脏撒撒给呦
菌类你，哎阔瓦卢
一个人类都木得了
我去 这工作量
汉化包找3DM
等等。。4年了？？？？？
这句话太嘲讽了
剧情中有说到。人类灭绝了。和寄叶联系的只是指挥官大姐搞的假货。
都四年了啊...
你有了，辛苦啦
日常震撼全网
下次一定
始祖巨人是属于是
好看不火
反应炉外露
想到了战双双子？
不做支线任务发育就打boss不难打才怪
孙权草
私も
就冲这bgm我赞给你
2B原名2E是审判型，专门盯着9S这种过于聪明可能发现真相的人造人
～
人类荣光永存是最大的谎言，因为人类早死光了，在月球上的只是人类的遗传基因而已
下次一定
三连了
下次一定
指挥官的开衩旗袍yyds
3D…？
辛苦了
你币有了
当时烧了很多人存档
那个小说我也看过
屋岛作战
说个笑话：9S不擅长战斗
bgm傀儡谣？
当时第一次玩这里的时候一直显示黑白我还以为我电脑有问题了
辛苦了
三连安排
辛苦了
好家伙，这有点像哥斯拉的背部
倒叙的游戏剧情
哎?不是挖掘机啊?我一直以为那是超大挖掘机诶?
你再骂（doge)
这不是最开始
恭喜！是个正常的男孩子！
其实这一切都是假的。，
空中花园（无端联想）
下次一定
推荐大家去玩战双帕弥什！！
战双帕弥什和机械纪元联动，感觉超好！
the glory of mankind！
全身？这只是露出一个头而已
这游戏pod042才是主角
木的了
真结局每消灭一个球就等于消灭一个存档
xbox没中文
没人了呀
我连这个都没打过
其实这游戏真正的主角是两个辅助机。。
多研发s型号不是直接远程战斗了吗
机甲造价很贵，所以用的少
人类早死完了，地月战争是机器人女皇自导自演的
什么鬼东西
世界名画
glory of mankind
下次一定
那个建模不太像直接用游戏的，属实有点怪
丁叔可还行
游乐园歌姬是真的难打
下次
类似黑客帝国3的剧情
贵啊
啊啊啊啊9S好可爱啊！
你为什么不骇入！
撒撒给哟
后 备 隐 藏 能 源
还有人出息了吗
这游戏没有中文的，优化不好
啊这4年了啊没注意呢
md情敌出现了
知道了为什么两个游戏联动而且联动都非常合理
干杯
只要你做尼尔视频，三连就已经拥有了
B:进攻型
B:进攻型  S侦查型 E处决型
这外星人有点像合金弹头里的.....
我没玩过游戏，但是这人我知道，很熟悉
xkl
亚当夏娃是男男?
114514
人类荣光永存
经典剧情
哔哩哔哩干杯
这里死了可以解锁W结局
?好家伙
刚刚开场白真的和难受，只中了两句我现在后背都发凉
安图恩
2b好像是处决型
别在下面发弹幕 求求了
跟献出心脏一样
我是属于那种不做完支线就不推主线的人
我听不懂了
几百G?!
地球还能活9000年？
大部分都数据上传复活了吧
火钳刘明
法国人(dog)
这次一定
BGM无敌
辛苦了
下次一定
这次一定！！！
反应炉核心已外露，弹射，弹射。
《亿点时间》
什么？这游戏还有二周目，三周目？我通关一次就没动过了
法国机械生命doge
给你2b了
第一个玩哭的游戏
后背影藏能源启动
已经给了，赶紧讲。
我记得是侦查和黑客入侵型
一个游戏的台词也能杠，这游戏要是中国做的我也能吹爆
结局w
尼尔一直停在一周目舍不得推 哈哈
不被拥有感情
这次丕定
高举髮国国旗
zick zeon！
zick zeon
漆黑的子弹?
我还能吃
买音乐送游戏
战双帕弥什里面的最新篇章母体孕育出来的双子，就是借鉴的这里
但人类早就没了
法国制造的机器人
村长很强很强，能操纵大机器人
环太平洋
法国村
bilibili干杯~~~
听说很难，我在亚当坑里刷到70级才去
这次一定
你们全网真好震撼天天震撼
塔塔开
←你书读得少就看什么都生搬硬套，人类历史上的基础事件，坐下
这个bgm 来感觉了
寄耶
我玩了40多个小时 没通关 支线太多了
当时我存完档 直接把他们全杀了
尼尔的音乐确实没的说
让你给我猜一猜 效忠人类的寂夜毁灭了人类
指挥官....嘿嘿...指挥官...
9s智能到一定程度了
多少 少年朋友们考她度过了一个又一个寂寞难耐的夜晚啊。。。
双子！！！
你再骂
.0
知道了
下次一定
哔哩哔哩乾杯
心脏撒撒给有
说起来，现在战双正联动尼尔诶。
可以，老尼尔厨去看看。
这个实际玩起来里面的音乐加分很多
消除我的肝脏
《一点》
114514
这个亚当不打没办法啊，我出不去
一转眼都四年了
法国村庄残部
开局满脑子金木研/有马公生✘三笠
铁甲龙 
孙权：我一战灭光
辅助打成战斗
你管法爷叫扫描？滑稽
《人类》
奈艾斯
帕斯卡刀死我了
早就没有人类了
“愿人类荣光永存”和“为人类献出心脏”这两句话真的是尼尔和巨人中最讽刺的两句话
9s女的
卡在飞机这关，没过去 草
我晒干了沉默~
绷不住了
人类荣光永存
鲲鲲吞噬游戏，我要这个!
二周目就能发现端倪了，三周目直接扔血滴子
歼敌十亿，转进月球，三年准备，反攻地球
2B，9S
这是花江夏树小天使，听不出来别瞎说啊
国内现状吗
中国
加 拿 大 村 长
不是亚当夏娃是男的，是哥哥给自己和弟弟取了亚当和夏娃这名字
白给boss
核武器破坏dna对硅生命的杀伤力没有对碳基生命的杀伤力大
.0047 肉4n
这句话真是全游戏最大讽刺
2B是处刑机，a2是战斗机型
好像要出2 了
愿人类永存
人类不是已经灭绝了吗？
游乐园的bgm每次都能听好久
暴食既视感
too b
必须给！！
这游戏玩的真的很震撼
下次一定
执行任务的时候还没什么感情
复制工厂废墟
这一炸，9s遇见2B的记忆全都没了
花江夏树
高难度就是魂斗罗，碰一下人就没
libilibi
寄了部队
这游戏都这么久了啊。。我映象里都还是个比较新的游戏
这关打了一下午，没用自动回复芯片，后面打不过了就暂停补药……
请收下我的膝盖
2b9s实际上都是有感情的
愿人类荣光永存！
这游戏四年了
这个不叫2b只能叫2号
114514
我的起床闹钟
2021尼尔机械纪元上热搜真是太令我惊讶了
wc，已经四年了？
辛苦了
金木yyds
这不是个跳高和跳远游戏吗？
脑洞大开
辛苦了b没有
2b感染病毒不能上传
玩尼尔不仅需要挨刀，还需要克服视角的不断切换，不然根本玩不下去
这个bgm我直接泪目
妈耶，这四年我是怎么过的
这个bgm我超爱
2B 我的车牌
？？？机械生物需要这样
存在主义啊
娃闻名止啼
似乎看到给了队友一梭子？
空降00:00
2b铅笔
1.1万人再看
心走撒撒给陆！
亿点
你在骂
辛苦了
不好意思，我没币了，有币就下次
这是？灰白色的
人类日常
还活着就是意义
塔塔开！塔塔开伊！！
0.
求开头的bgm
恶魔猎手吗？
石川由依姐姐配音真的喜歡
人类荣光永存
都是3D区熟人啊，原来是这个游戏
BGM让我DNA动了
9秒男
有一说一，人造人是真的hso
奈斯
夏娃真帅
战斗的单词好像多了个i
为了蓝色清静的世界( ￣ ▽￣)o╭╯☆#╰( ￣﹏￣)╯
事实上这句话是最讽刺的
有点费电脑。。。。
懂了2B外功高手，9s内功高手
已经3d动漫区大佬了
建议改成114514年（doge）
辛苦了
 尼 泊 尔 - 机 械 纪 元
你能不能用英文说two B，中文说2B总觉得在骂人，哈哈
真  正  的  同  盟  村
投了
我是那种想着先做支线最后推主线，结果上来直接回触发主线剧情的人。。。。。
除了活生生的死，还有其他死法？
下次一定
彳亍
懂了
哇哦，是kaji
666
大丑
音译尤尔哈比较有味
刚打完e结局
剧情很精彩！
愿人类荣光永存
只能说人类早就灭绝了，只剩下人造人在执行设定好的任务罢了
9s很可爱啊
我不小心点错了，把他打死了=.=
辛苦了！
后备隐藏能源
入侵是真的猛，越级杀怪就跟切菜一样
2ｅ
这一作太虐了
听到这BGM我的DNA就动了
不要挡底下字幕！！！！
用核就相当于毁了地球
给了 给力
这次一定
金甲兽:这个我熟
2B的特长是腿特长
没有官方汉化
辛苦了
？？？？
2b其实不是进攻型
2B
2逼
挖不完的矿
dna真动了，点击退出，再见
人类早就团灭了
9000+观看
♂♂♂
9.19.9.07
实际上是 2E
愿人类荣光永存
你再骂！
尼尔算是我初中对主机游戏向往的开始了
子弹时间太帅了
懂懂懂三连而已 给你个赞
2b
感情机器人都要喊口号洗脑
最爱游乐园打兔子
指挥官身材是真棒啊
虽然不想说，但是我还是得说，其实我并没有太多感情当时不知道为什么，对于悲伤等情感我总是无法理解
A2呢
114514
刷级圣地
我看过机械纪元那啥
空中花园的等我
这不是油腻的学姐么？
这一段劝退
我愿用我的一切为你挡下一颗子弹（当然咱刚好在这轮打团队前存了档）
这bgm我要哭了
阁友何不叮一叮呢
（PS：这个黑盒在游戏正式开始也能自爆，代价就是只剩一条内裤）
这句话才是真正的讽刺，人类早就死完了
给你
尼尔居然都有这种视频了吗？感慨自己老了
我感觉这游戏像刚发售一样没想到都四年了
9000+
这里捡尸体
机械生命给自己塑造使命感而臆想的人类世界
我好像在哪看过她，挺漂亮的
辛苦
辛苦了
剧情如此，看下去
辛苦了蟹蟹
我贡献了我的满级存档
后背隐藏能源
后备隐藏能源，启动
114514年（幻视
？？？当时都没注意
全部木打
愿人类荣光永存
8000+热乎着
rg er
虽然但是 不应该叫twoB吗..
这款游戏会很难玩吗
无数次的～～
失误一刀砍死过村长。。。
点兵十万
干杯
玩到这里弃坑了，找不到路
下次一定
辛苦了
2B（bi）
能到地球，月球这么近都打不下就有毛病
我最爱的机械纪元
这歌让我感触很深啊
荣光属于神之长子
路西亚
问就是智械危机
？？？
币了币了~
a2！
亿点
此问题问战双
奈斯
2周目都没打完，感觉自己的时间越来越少
活着，死了创造奇迹的可能性为0%，活着创造奇迹的可能性也为0%但你可以突破0%！
人类荣光永存
我有什么办法，我的对呀都不会闪避
glory to mankind
bgm一响起鸡皮疙瘩了
好！
可惜我在一个地方卡关了没玩完
前期根本不知道人类死完了
日本游戏说日语咋了
已三连，首页围观群众
花江夏树！
这是反噬造物主啊
想不到这么多年后， 尼尔还有这么多弹幕，
抱歉，根本没人喜欢我
买了新的尼尔复刻 好像，其实游戏也挺好，支线故事和男主妹妹的故事很感人，只是，尼尔啥时候能把，地图系统做好
Glory to mankind！
处决型
塔塔开塔塔开！
大哥，这游戏都多少年了 还提剧透，而且这游戏我是看过视频解说才买的，一样很感人，
原来都4年过去了
人类荣光永存
人类荣光永存
帕斯卡太虐了！
我就打到这里。。。
板载
新手关打了三次。。。
听到BGM鸡皮疙瘩起了
请叫奶S
我当时顶着15帧到20帧打完了，配置相当于08年低配的老爷机
烟屁
不明觉厉
在尼尔世界观中，真正的人类在5000年左右就已经灭绝了，留下的只是可以系统办事的躯壳
真爱up主，辛苦了，果断三连
辛苦
下次一定
清晰记得读完整个系列后的绝望。。
glory for mankind
三界  之外 无所求
A2.呢?
辛苦了
牛逼
这个bgm妈呀
玩了20多次才通关
下了三年了，就通了两周目hhh
几千年后还待在地球上那还玩球啊
这是兄弟而已呀！俩男的也无所谓呀，只是名字而已。
辛苦了
第一次打这里是真的震撼
Glory to mankind
这超大机械和手臂叫马恩
《苦战不已》
游戏我倒是买了，但没中文我就没怎么玩
不是被艾米尔杀光，是被机械生命体杀了
牛逼
估计是知道扫描型的队友本来的第一义务就是上传自己的记忆
侦查部队戴着眼罩看不见真相，通讯部队戴着口罩不说真话
没玩过，看过那种动画
牛B
尤尔哈
完美的造物终将胜过造物主
不是114514年？
剧透也太多了
三连了三连了
这个纪年人类还没出太阳系？那还是毁灭了吧
这游戏确实很好玩可惜我第一次玩的是盗版
日本游戏太贵了
等等，是不是有哪里不对
我在qq游戏电脑版玩过，那时候还有好多单机游戏
这一段还好 后来我一直找不到9s
… 二B比 two B太跳戏了，同理还有nine /
经典boss外装核心
我永远喜欢2B小姐姐！
这个BGM！！！！！
这bgm是那里的
CHEERS！
像我这样的还有三个
论核废水对机器人的强化效果
这？
当初我都不敢自爆，后来发现游戏里自爆会锁血
是是是是是
那肯定的
完结撒花
什么他娘的精锐 老子打的就是精锐 
3D扛把子
辛苦了
地球能挺过200年吗
第一次玩这游戏的时候被bgm震撼到了
底下的进度条可以点击！！！！
所有蛋糕都是谎言
机器人懂什么是荣耀吗
什么上层人类永存？人类早没了
是我的游戏不是正版吗，为什么我的剧情没有那三个机器人的那段
这么危险的东西随身携带
DNA动
辛苦了
promise
promise！
(⊙﹏⊙)
不剧透~~谜语人一波：这里2B其实真的很想和9S一起死去
没人说帕斯卡吗 我真蚌埠住了后面卖的东西
glory to mankind
都是假滴，月球上全是冰红茶滴水
一切的一切都要从，龙背上的那个女人说起………………
800＋
bilibili乾杯 []~（￣▽￣）~*
这么快4年了啊现在还很多人cos呢
我旧主机里面还留着这个游戏
安图恩？
游戏开局在不同的时间放了三次人类的语音，我就知道很可能这只是录音。
灵魂是什么我不知道，但人格大概就是记忆和智力。
物理超度
价格震撼全网没毛病
战斗糸统一流？开玩笑不是这么开的
吊
没玩懂尼尔的在这里是听不懂的
辛苦了
斜光！
下次一定
见尼尔进
寄！
emmm
2b？
2B不是叫2B，它只是一个辅助机器
后备隐藏能源启动！
安图恩:这个我熟
空中花园那个，他们雀食联动了。
辛苦了
当时没钱玩了破解版，后来工作了补了正版，再玩一次依旧眼泪纵横！！大作真的就是大作，不像国内某些快餐游戏！玩尼尔慢慢就沉浸进去了
有谁是从第三方平台知道的
时间段好评
修正，时间线好评
但是其实人类已经差不多死光了(可能是一个都没了，详情可以玩尼尔第一部
这不是吉翁的口号？
辛苦了
春哥
1346+你们好
尼泊尔机械纪元我最爱玩
后备隐藏能源
114514年
耐s
有人用电脑端吗谁能帮忙举报一下下面挡字幕那个狗
我人傻，当成了国家队那个9's
人類に栄光あれ!
glory to mankind！
当时2B和其他机械体一样没有感情的
花江夏树！
避免EMP你要用耶格的主动防御装置阿阿阿
我
去逛3D去了
活着的意义就是推到一切
尼   泊  尔    机   械   纪   元
ssjj
这游戏最绝的还是音乐，真好听啊
献出心脏
寄
明明这游戏我没玩过 但我却看过这个的3d 。。
还有最初的绝地求生
《活着》
演的好啊
黑核
这游戏没那么难啊，很简单.药都会自动用
给了给了
雷姆
2b姐姐
牛笔
2B:这我熟
选择了困难模式  打了一个星期 才能保存
怎么亚当夏娃都是男的
黑盒是反派机械装置核心魔改。。。
战双其实很受尼尔影响的，不过后来也联动了
这个新手第一个boss 差点给我劝退了
不是爆衣型？（doge）
我就说！2B原型是2E，是用来清除发现真相的9S型号机体的，类似于宇智波鼬
五竹
3
懂了现在就走
Glory to the mankind
战双抽中2B了哦
俺也一样
3d扛把子
微软主机没中文有点蛋疼
辛苦
愿人类荣辱与共
114514（幻听）
哥斯拉呀
哪里有人类啊，只不过是个骗局
+
这操作章北海都快被气活了。
114514小鬼自裁
给了给了
三个地堡两个防空
bilibili 干杯
3D
火钳刘明
YoRHa
法国机器人
今日乳法
一定了
真的。。。直到现在也还觉得震撼
第一次接触尼尔，是在FF14里，然后直接STM 买了尼尔
这个角色好像在某网站3d有看到doge
你们是不是以为机械生命体和机器人一样啊，他们会流血的
连2B的屁股都没了还要啥世界？
能看到地球的战斗扫描机种带这眼罩，负责通讯信息的机种却带着口罩
zhens
活着本就毫无意义，才值得我们去赋予意义
后备隐藏能源
我曹，你敢打我？
这都能生
辛苦了
法籍机器
法兰西村庄
尼泊尔机械纪元
我下载玩了
大清机器人
这里就像干杯一样
心脏撒撒给哟
这不就是暴风赤红吗？
《活着》
三连已经给了，所以我早早的lv6
114514
我很自豪的说我也贡献了我得存档
论机械纪元的五条悟
nice
暴露XP
啊～我第一个给up主扇脸！
辛苦了
我的二逼今天死在生化危机3里的追追的手里
9S和2B一点都不配
我只想救我妹妹，其他的我不在乎
肝帝啊
bgm呜呜呜遮光
有意义
一点儿都不丝滑
？EMP?
3DM吧
法尔科和三笠
  我们没有击穿敌军装甲！
打得好奥！
下个目标！
4年了仍然没有官中
这个和战双联动的。
和战双联动的，怪不得看着有些熟悉。
】【【】
海兽无差别攻击，年能够看到他把机械生物打爆了
石川由依！！！
Nice!
永失吾爱
尼尔涨价传奇
男同？
香菜
2B  9S   2A    =   to  be  nicer
555～我的存档
这不是安图恩吗？
每一个当下都拥有意义
奶香的一刀
帕弥什
哪里还有人类 都没了
从战双看过来的
战双2B挺香
.
还人类？人类早就死绝了，都是个骗局，UP你认真看了没
献出黑核！
HH
"只要你敢信,世界就不会有骗局"
快去请麦克斯奥特曼
这么强还被外星人打败？
耳闭姐姐！
少了非常震撼的一幕，亚当夏娃从0级升级那一幕很震撼
当时的2B好像没有感情
这个动作特别像干杯
看见这个村庄就想哭
灯塔
幸苦了！！
3d
3d扛把子
这次一定
今日乳法
因为作者本来就喜欢喂shi，比如龙背
游乐园的bgm最好听
我永远不会原谅临时涨价行为.
进度条nb
我只能说满腔热血，一朝删档
当时没有地堡了，怎么上传？
西内了
帕斯卡是个大叔
寄
投了
有点像破鞋
boss都有特点 大 可以满足2b
勿忘在莒！
战双受影响相当大吧……【不过联动了x】
BGM：遺サレタ場所/斜光
辛苦．
外星人死于智械危机
下次一定
以上内容纯属放屁【死目】
114514
投币以示尊重
一直想要吐槽为什么这么大的机器人核心要设计在外面
中子弹
超了 我750ti玩的头晕 显卡价格又一直不降 唉
为什么我是靠2b打完的
人类荣光永存！
你掉帧还是我掉帧？、
人类和外星人的战斗 ，但是两方都灭亡了，战斗还在继续
下次一定
老实说，我这种菜鸡过这里的时候有点吃力（狗头）
你们那个小说我也在看，更新好慢
战双
辛苦了
到现在官方还没中文，怎么支持
良心UP，三连了
没想到已经过去四年了呢
给给给 必须给
2B被派来调查9s
后备隐藏能源！
机奸
这游戏都四年了？？？
日语好评
游戏剧情都一般
为什么要穿这样的衣服，再差也要整个能量护盾吧，这种衣服穿上去可能会妨碍动作，比较不利于作战
这谁要白嫖我就提刀。
人类荣光永存，而非人类永存。
从头到尾根本没有人类
愿人类荣光永存
2000多个兄弟们好
这不吊台危险流浪者来？
9s！！！！
一定要打通三周目！
战双不要ky
下次丕定
致经典，致细节
哈哈
这个是斜光
吃相难看
给了给了
你家的人造人都可以生孩子了是吗？两男的或是两女的又怎样呢？
？？？？？？
第一次玩就被开头的音乐和手柄传来的震动被震撼到了
第一次玩就被开头的音乐和手柄传来的震动被震撼到了
这个bgm贼震撼
把黑盒当战略核弹的兄弟咱俩想一块了
3D扛把子还得看守望
核心放在外部也是很强了
玩完了感觉设计师就是个变态，好久没缓过来
明明是2E  处决级
新作不好玩
别说了，这就投
外星人是被自己创造的机械生命灭绝的…
献出心脏
我打出了最好的结局，在抵抗军门口大战夏娃(2B，9S都没死)
辛苦了，已三连
我打到这里没往后玩了
俺也一样
塔塔开是吧
我很自豪的说我也贡献了我得存档
注意进度条
活着的意义就是活着
知道2b型号的能不能别剧透，照顾下新人懂吗？就你一个人知道2
全网:我又被震撼了?
啊？
如果每人有一颗高浓度铀矿，为啥不做成原子弹呢
没有悲伤，这个时候
亚当夏娃都是男的？、？？
心脏撒撒给哟～
就是一句笑话
亚当和夏娃应该没有性别
2B!
人类荣光永存！
你说是吧，a哥
安排上安排上
zhe ci yi ding
三连了
emp途径不是糖酵解途径吗
俺也一样
竟然是日本游戏
后备隐藏能源
这就是9S失忆的理由？
给我听的鼻子酸了
bgm直接炸出来，老怀念了
今夕是何年
