啊啊啊啊啊啊
唯一一个唱游戏歌还自己作曲的国家级歌手
看了画面有点想尝试下逆水寒
场景和特效俱佳
美美美
美不胜收
弹琵琶的特效做的真不赖
画面风格相当符合我的审美
鸿音琵琶精的颜，我吃了！
啊啊啊我就是喜欢这样的场景
被画面吸引了，想尝试下逆水寒了
这个画质我仿佛闻到了显卡的香气
萨神完美的驾驭了西域风
萨老师好适合西域造型
给美术大佬加餐
再来一遍！
高音好舒服
琵琶音乐yyds
太上头了！在来一遍！
标准开头！
给建模师一个么么哒
姐姐也太百变了咋样都好看
这首歌太强了！再来一遍！
看特效感觉帅的离谱
太好汀了！再来一遍！
我宣布鸿音是我的亲女儿了
红色很称萨老师有内味了
这也太上头了吧！！第三遍了！
特效炫酷
救命！出不去了！
太上头了！！听不够啊啊啊
身上的被币帛也太好看了
鸿音建模太好看辣
@逆水寒您快些好吗
大长腿我爱了
萨姐的皮肤白超适合这身
这琵琶晃瞎我的眼
这完全就是神仙音色嘛
顶顶
作曲萨顶顶划重点
壁画真是好看
看到自作曲我惊了
这就是我的梦中情人
琴上的蝴蝶好细节啊
技能动作好飒
啊居然是萨顶顶自作曲
唱作人石锤了
惊到我了，萨顶顶作的曲？
西域风快要溢出屏幕
跟着彭点我舞起来
是我穿越到西域了吗
为这段高音献上膝盖
反正我是跪了太绝了
好清亮的高音啊啊
萨神高音yyds
我这跪姿还行吧
又被萨神的高音支配了
兄弟萌跪好了吗
不刺耳的高音绝了
我要这膝盖还有何用
跟着节奏扭起来
这身好漂亮啊！！！
高音稳的一批
萨
你们跪的太晚了
明人不说暗话，又在看谱子看歌词
都是老开口怪了
经典妈问跪
前方高音耳机党注意
一般人唱不了的歌
恭迎我萨神
啊啊啊声音好听
还是熟悉的高音
满满的西域即视感
编曲一股子西域风
电脑开清澈人声
直升机？
乐曲的音色太有辨识度
沃德玛雅，鸡皮疙瘩
情不自禁的扭起来
听说萨老师又唱高音了
驼铃声声～大漠玄女～
我的耳朵怀孕了
萨顶顶高音贼稳
别问，问就是好看
声音好听到飞起
萨老师又吃了火锅了，辣呀辣呀辣呀
音色杀手确认无误
太动听了啊啊啊啊啊啊啊
时间定格
人美歌美的哦
好漂亮的造型，我也想尝试一下
余音绕梁
敦煌
我的耳朵一定在坐过山车
清澈又纯粹的音色
让人嫉妒的嗓子
莫名觉得造型顺眼
我算知道啥叫天赋异禀了
这就是创作人的实力吧
好羡慕这样的音色
唱歌和创作能力都很能打啊
萨神的作曲功力真不是盖的
不给人翻唱的机会
唱歌好，作曲也好，慕了
神仙作曲收下膝盖
作曲演唱制作人 萨顶顶  
这就是你们说的全能吗
你们谁看见我的天灵盖了
好白
很少有人能把萨神的歌完整唱下来的
听听就好，是我们学不会的歌
这就是创作型歌手吧
头皮发麻
萨神的创作能力我服了
逆水寒的美术和音乐真的没话说
腊鸭的魔鬼
上头
再来亿遍
萨神的才华我慕了
好强的创作能力
这歌写的真好，听不够
再来亿遍！萨神作曲绝
异域风情
萨老师作的曲好上头
萨神真滴全能
萨神会好多，自作曲牛
啊，这个造型...
無限循環~~
萨神不愧是创作型歌手
创作能力也了得啊
萨神：作个曲而已
啊啊啊
知道左手指月也是她作曲的时候我都震惊了
不是你们说我都不知道是她作的曲
这也太优秀了，羡慕不来啊
灵魂暴击，史诗感
再来亿遍
开口脆
我去 全身鸡皮疙瘩
对味了，不愧是自作曲
姐夫们好这是我姐
逆水寒：国家队收割机
大i和国家队的合作
国家队的歌绝绝子啊
敦煌仙女出逃了！！
我来
蓝牙蓝牙蓝牙蓝牙蓝牙蓝牙蓝牙蓝牙蓝牙蓝牙蓝牙蓝牙蓝牙蓝牙蓝牙蓝牙蓝牙蓝牙蓝牙蓝牙蓝牙
认真做歌的逆水寒(doge
好好听
每个镜头都好美啊
妈呀
他是我麻麻
别问，问就是好看
国家队的合作我香了
太会找了，根本看不够
飞天的声音！
发出真香的声音
YYDS
我滴个妈呀，我的天灵盖要飞了
太牛了！！！
逆水寒：做歌上瘾
我好爱！！！
太喜欢看这种神仙合作了
还是国家队靠谱
全程高能预警
神仙合作就一直保持下去吧
逆水寒很会选
国家队真香
逆水寒又一次王炸
这造型，梦回《万物生》刚发行那会儿了
前面说造型师的，我觉得造型师就是萨老师自己
我又可以了
我来
咬字好绝
糟糕糟糕，我出不去了。
好美的一身啊好美的人儿啊
魅惑的感觉
国家队真强
勾魂摄魄
卧槽
太有魅力了
大美顶
鸡皮疙瘩起来了
鸡皮疙瘩起来了
一直起鸡皮疙瘩 瑞思拜
白嫖失败
出不去了。。
萨顶顶yyds
发际线高了啊，顶顶…
唱歌好，作曲也好，慕了
是苦B
棒
萨神就是萨神
萨神yyds
萨神yyds
为什么只有手在跳舞，腿也跳跳啊
转音爱了爱了
我也第三遍了
逆水寒先请谭晶后请萨顶顶，真的666
三周年准备试一下
2.0倍速看的
防御姿态准备迎接冲击
萨顶顶我爱你！！！！啊啊啊
这音色也太牛了
啊啊啊吧萨老师太牛了！我直接螺旋升天！！！
如闻仙乐耳暂明
如闻仙乐耳暂明
啦呀咿呀咿呀咿呀咿呀啦呀咿呀咿
逆水寒音乐制作无限公司
呀咿呀咿呀啦呀咿呀咿呀咿呀咿呀
前方核能
新一代的战歌开始了！
标准开头不见不散！
开出万朵莲华
全程高能！！开头见！
前方核能
这就是音乐大神吗
再来亿遍
听觉爆炸即将开始！
不愧是专业的啊
前 方 高 能
不拿手握的话筒吗？？？
再来亿遍
再来亿遍
到达高能区域！
前方核能
开口跪型歌手来袭
这是我可以免费听到的吗
2小时热乎
前方核能
这是我可以免费听到的吗
再来亿遍！精神愈现！
技术视频直接来学！
萨老师可太好看了
这是我可以免费听到的吗
你们为什么都跪了？
不见不散！！
跪了
这是我可以免费听到的吗
再来亿遍
占戈哥欠走己
草率了是我跪晚了
高音太稳了不愧是萨神
动听致极简直
这是我可以免费听到的吗
逆水寒太会请人了
这是我可以免费听到的吗
国家队大佬就很牛
被流氓音色征服了
萨顶顶yyds！！！
他们问我为什么跪着听
国家队就很有牌面了
这是我可以免费听到的吗
浓浓的西域风i了
高音处理的很细致
已经被萨神的高音击穿
逆水寒和国家队的故事
萨顶顶X逆水寒牛哇
开头见
灵魂音色，灵魂歌手
啊啊啊国家队牌面
MV的西域风hin浓郁
她的声音有神的力量
顶顶的音色太上头了
为艺术而生的音色
保护好天灵盖
见证逆水寒对国家队的爱
天籁音色，婉转悠悠
	神仙下凡辛苦了 
国家队是真滴香i了
看着MV一秒入西域
音色空灵而清丽
西域的感觉足足哒
	神仙下凡辛苦了 
逆水寒国家队成立
她的音色好有力量
为逆水寒疯狂打call
听听这才是开口跪
卧槽卧槽
国家队真滴有牌面
好美
封神的音色
苹果外放横屏听效果极佳
萨神的高音好有灵魂
萨姐的音色有灵魂
哈哈还是国家队香吧
没有一点瑕疵的音色
高音来袭全体起立
逆水寒又请国家队？
保护好天灵盖
极致奢华的享受
天灵盖已准备起飞
地图造景好宏达啊
开口就是老艺术家了
保护好天灵盖
这是景区版地图
是沙漠那内味
MV中注入西域的灵魂
萨老师的造型hin可以
萨顶顶作曲震惊我
MV里的西域风绝了
萨神创作能力不必质疑
神仙下凡辛苦了 
这个沙漠，我震惊了
葡萄美酒夜光杯
打开MV就扭起来了
让人惊艳的高音
这高音直接让我“萨”手人寰
开头见
神仙下凡辛苦了 
要出沙漠地图吗
小小的身体，大大的能量
盼望着新地图快上线
MV有西域那味儿了
开头见
还以为看错了，居然是自作曲
还有多少惊喜啊
自己作曲自己唱，太秀了
赶紧捂住我的天灵盖
随便点开听了一下就被圈粉了
创作功底着实强
高音听起来真的一点都不困难
前方吟唱高能
银瓶乍破水浆迸
萨神妥妥的西域公举
银瓶乍破水浆迸
萨老师的高音和吐字都很有特点
是我们永远都唱不了的歌了
又一首自己创作的歌
手掌上的纹理都能看到
动漫制作了解一下
文化素养太高了
这浓浓的西域风i了
眼睛真的太美了
前方高能，超清画质来袭
看着MV我动起来了
前方吟唱高能
tql这地图上线之后我能当旅游景点逛
作曲也是萨顶顶！
把人带进去的高音
想在这张地图上做任务
跟着旋律扭脖子
惊了！自己作曲！
西域美人就在眼前
希望逆水寒早日上线新地图
神仙下凡辛苦了
高音直接掀起我的天灵盖
保护好天灵盖
这是新地图吗
这就是国家队的实力吗
神仙下凡辛苦了
这就是国家队的实力吗
神仙下凡辛苦了
逆水寒音乐制作无限公司
我也想漫步在这座城池里
关键是自己创作！
始于音色，忠于才能
	如闻仙乐耳暂明
又是一波原创，开口跪！
	如闻仙乐耳暂明
注定成就伟大的音乐人
卧槽，高音太燃了
人物建模我直呼可以
建模师真的靓
这高音太灵魂了
这就是国家队的实力吗
保护好天灵盖
这就是国家队的实力吗
大漠孤烟！
打卡西域美景
保护好天灵盖
景色真的太美了
这写实风格太赞了
给我冲啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
一飞冲天的天灵盖
显卡：你觉得很幽默
这个画面太有大漠的感觉了
三连了
这音色我直接跪了
越听越好听
高音绝了
这就是国家队的实力吗
这高音听得上头
高音直冲天灵盖
银瓶乍破水浆迸
这是人能唱出来的吗？
银瓶乍破水浆迸
高音直穿云霄
萨老师您看我跪的姿势标准吗
萨老师极限高音到底是多少啊
这这这这是游戏画面？！
脑补了西域大片
玉漱
防御姿态准备迎接冲击
防御姿态准备迎接冲击
萨老师您看我跪的姿势标准吗
这就是专业高音吗
我听过的最高音
高音感觉完全没压力啊
萨顶顶高音也顶顶的
顶哥就是最顶的
警告！护甲已被击穿
妈妈我恐高
好美！！
萨姐表示这个高音是入门
不愧是香蜜的缘机仙子！
建模师好强啊
萨姐高音永远的神
这画面太可了，支持逆水寒
这个高音我承包了
看得出来是用心了
听着特有意境
是我喜欢的画面风格
啥时候上线啊，画面绝了
这标志性的嗓音不用看画面就知道是谁
每一帧画面都绝美
画面可以做壁纸了
比我的高音高八调
啊啊啊啊啊啊啊，大美我顶
萨姐高音吓我一跳
银瓶乍破水浆迸
好爱她的音色啊
建模真的很棒
感受震撼！！
警告！护甲已被击穿
汗毛起来了
这高音才是真的牛
天使亲吻过的嗓子
防御姿态准备迎接冲击
警告！护甲已被击穿
萨姐高音真是轻轻松松
好好听诶，声音好空灵
这音色让我头皮发麻
银瓶乍破水浆迸
难道这就是音色流氓
逆水寒nb，告诉gww我不回去了
环境画面也太细节了
琵琶的细节太好看了
飞天女神，一舞动人
太好听了，这次一定
为了看画面，已经循环了五遍了
警告！护甲已被击穿
萨姐日常高八调
警告！护甲已被击穿
这么好看的画面吗
建模师好强啊
这高音，行云流水滴！
警告！护甲已被击穿
鸡皮疙瘩 咿呀咿呀咿呀咿呀！
高音太应景了
肃然起敬，原创无敌
自作曲的祭祀下凡
如此美妙的音色
顶爷出现了！
呀伊呀～
能有萨姐一半的高音我都心满意足了
萨粉来报道熟悉的高音！
耳机差点被炸了，我的天
好符合鸿音的故事背景
银瓶乍破水浆迸
不一样的高音配方
不存在视觉疲劳
一键三连！
写实风格，自然
这质感有内味了
什么神仙画质
又想换电脑了
流氓作曲！陶醉了
yyds，自作曲百听不厌
吹爆作曲！
太强了呀
作曲有格调
唱的好轻松
好爱这首歌
我已经麻了
第十遍
这味儿够正啊
裙子有西域那味儿了
西域得仙女在唱歌
萨顶顶永无顶
好顶啊顶顶
萨神的手镯好好看鸭
看到裙子我又可以了
配饰都绝美，i了i了
建议成立国家队分部
好经典的西域造型
直接上头
这高音太震撼了
竟然能做出这么棒的曲子
竟然是自己作的曲子
国家队开口就这么狠
不敢相信是本人制作
作曲人萨顶顶？
画质高端顶配
高音听得起鸡皮疙瘩
此曲只应天上有
逆水寒还没凉呢
逆水寒和国家队是真爱
逆水寒国家队yyds
暴风雨前的静谧！
看到国家队已经习惯了
高能来啦！
这首也好绝逆水寒牛哇
画面很唯美，喜欢
音色清越空灵仙气
原来你爱的是国家队
前方高能！！
国家队再来一打
天灵盖预警
逆水寒让我白嫖国家队
逆水寒：国家队才配得上我
这段我看第三遍了
是时候展现真正的技术了！
造型设计的好
前方高能保护天灵盖
前方高音核能打击
这个画面我已经看了好几遍了
扑通一声脆响，歌迷前来跪场
啥时候上线啊，不想等了
看完画面就入坑了
截图干嘛 愣着啊
又是国家队，太亲切了
是时候展现真正的技术了！
画面真不戳
是时候展现真正的技术了！
冲着造型，果断投币
是时候展现真正的技术了！
高能注意！高能注意！
来劲了！来劲了！
最空灵的天籁之音
运镜有水平，赞了
只有萨顶顶老师能唱出这种特色
这个音色太绝了-
这是逆水寒的传统
这音色，百听不厌
电影画质简直
音色撩人
逆水寒对国家队很信任了
逆水寒：我对音乐的标准是很高的
治愈系神音
这个造型配顶顶，美美哒
劲头要提起来了！
这音色，空灵如仙
我的鸡皮疙瘩都起来敬礼了
那一天我同时失去了我的膝盖和天灵盖
配琵琶绝了
高能时刻！
高能警戒注意隐蔽！
这音色我快被超度了
那一天我同时失去了我的膝盖和天灵盖
那一天我同时失去了我的膝盖和天灵盖
要发力了要发力了！
萨姐音色很有辨识度
为什么发际线在天灵盖上面来了
燃起来了燃起来了！
就喜欢国家队没办法
谁让国家队这么优秀呢
造型感人
为我西域圣女打call
太迷人了，造型爆灯
逼死翻唱系列
最美音色
听得我打了个寒颤
还能再吃一波造型
起劲了起劲了！
仙女的音色啊
感觉其他声音都是陪衬
这音色强行让我爱上啊
萨老师下凡辛苦了
逆水寒国家队上线
造型师，您看我跪的标准吗？
那一天我同时失去了我的膝盖和天灵盖
现在出不去了
给逆水寒的合作加鸡腿
逆水寒好会请人鸭
鸿音现世
那一天我同时失去了我的膝盖和天灵盖
鸿音现世
我们都是自愿跪
所有东西暗中都标好了价格
第一声我就跪了
表白顶哥
前方吟唱高能
太好看影响听歌
前排腾出个地呗
没人能站起来
盛世容颜
多请国家队，我们超i
神仙音色我等不配拥有
过年好！
鬼知道我听了几遍
不知道循环了多少遍
疯狂瞄词
这是什么神仙音色
这样的音色模仿不来
谁能模仿萨神的音色
鸡皮疙瘩没消过
余 音 绕 梁
绝绝子
萨顶顶：你们都跪着干嘛
不跪着听么没有感觉
余 音 绕 梁
余 音 绕 梁
鸡皮疙瘩
不说了是听觉盛宴
感觉像吃了一勺芥末
发型真的美丽
萨顶顶yyds 
萨神yyds！
老肩巨猾
给造型师加鸡腿
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊我要没了
爱了爱了
眼睛耳朵一起怀孕
是国家队没跑了
裙子绝美
逆水寒：国家队才配得上我
逆水寒：国家队才配得上我
我来膜拜了
啦呀咿呀咿呀咿呀咿呀
啦呀咿呀咿呀咿呀咿呀
头皮发麻
啦呀咿呀咿呀咿呀咿呀
啦呀咿呀咿呀咿呀咿呀
啦呀咿呀咿呀咿呀咿呀
啦呀咿呀咿呀咿呀咿呀
这就是国家队的实力吗？我没了
啦呀咿呀咿呀咿呀咿呀
哇哦哦哦哦
飞天飘移
把萨顶顶yyds打在屏幕上！！！！
前方高能
天灵盖飞了
鸡皮疙瘩
萨顶顶yyds
太牛了
好听，好听，好听
这妞是彻底的中原人啊
如闻仙乐耳暂明
新歌太好看了！
余音绕梁
这声音，万里无一
好好听啊
逆水寒这是要转行做音乐了吗？
老天 我的鸡皮疙瘩起来了
人美歌好听
开始吟唱
再来亿遍
来，大家跟着一起唱。
美杜莎女王
woc，鸡皮疙瘩起了一身
杨玉环的造型
游戏不咋地  歌不错
这次一定
神了
百灵鸟
天灵盖高音
顶
周鹏牛逼！！！
好有画面感
防御姿态准备迎接冲击
间关莺语花底滑
是时候展现真正的技术了！
前方核能
缘机仙子
鸡皮疙瘩起来了
防御姿态准备迎接冲击
前方吟唱高能
防御姿态准备迎接冲击
神仙下凡辛苦了
警告！护甲已被击穿
自带电音？
鸿音现世
前方核能
如闻仙乐耳暂明
这就是国家队的实力吗
这就是国家队的实力吗
是时候展现真正的技术了！
坐等网易云
如闻仙乐耳暂明
前方核能
如闻仙乐耳暂明
余 音 绕 梁
如闻仙乐耳暂明
余 音 绕 梁
这就是国家队的实力吗
如闻仙乐耳暂明
前方核能
余 音 绕 梁
前方核能
余 音 绕 梁
银瓶乍破水浆迸
前方核能
银瓶乍破水浆迸
眉毛缺点意思，个人觉得细眉更好一点，不过这次的妆造真的神了
有点王菲的感觉
哈哈哈
平安京花鸟卷那个皮肤，好像
欢迎回来
啦呀咿呀咿呀咿呀咿呀
那一天我同时失去了我的膝盖和天灵盖
啦呀咿呀咿呀咿呀咿呀
毫不费力的感觉
啦呀咿呀咿呀咿呀咿呀
银瓶乍破水浆迸
银瓶乍破水浆迸
神仙下凡辛苦了
神仙下凡辛苦了
神仙下凡辛苦了
那一天我同时失去了我的膝盖和天灵盖
神仙下凡辛苦了
神仙下凡辛苦了
神仙下凡辛苦了
那一天我同时失去了我的膝盖和天灵盖
前方核能
前方核能
银瓶乍破水浆迸
666
银瓶乍破水浆迸
啦呀咿呀咿呀咿呀咿呀
啦呀咿呀咿呀咿呀咿呀
再来亿遍
啦呀咿呀咿呀咿呀咿呀
再来亿遍
啦呀咿呀咿呀咿呀咿呀
银瓶乍破水浆迸
前方吟唱高能
牛逼
那一天我同时失去了我的膝盖和天灵盖
嘛啦
鸡皮疙瘩起来了
那一天我同时失去了我的膝盖和天灵盖
警告！护甲已被击穿
警告！护甲已被击穿
那一天我同时失去了我的膝盖和天灵盖
绝绝子
绝了
如闻仙乐耳暂明
！好喜欢这段
警告！护甲已被击穿
就凉就凉～
大佬
如闻仙乐耳暂明
如闻仙乐耳暂明
警告！护甲已被击穿
那一天我同时失去了我的膝盖和天灵盖
那一天我同时失去了我的膝盖和天灵盖
如闻仙乐耳暂明
如闻仙乐耳暂明
如闻仙乐耳暂明
问鼎江湖找一个鸿音情缘
武林天骄找一个鸿音情缘
九州风雷找一个鸿音情缘
这是我可以免费听到的吗
萨顶顶yyds！！
鸿音现世
挑灯看剑找一个鸿音情缘
江山如画找一个鸿音情缘
鸿音现世
天府之国第一鸿音的情缘预定
虎啸龙吟第一鸿音的情缘预定
这个嗓子是开过光的
万道鸿音第一个鸿音预定
天外飞仙第一鸿音预定
帝都风云服第一鸿音预定
群龙之首服第一鸿音预定
我出不去了！
为什么，我的鸡皮疙瘩会起来~~~
玄叽喵算服第一个鸿音预定
前方核能
瑞雪丰年服第一个鸿音预定
金玉满堂服第一个鸿音预定
麻了麻了
风景不得了
会呼吸的江湖
好听，但是闭眼没听出唱的什么词捂脸
汗毛全部立；
女儿好美，这就上线创一个
我要这膝盖还有何用
怎么一下午了你也还在这！
谁的膝盖骨挡我道了
0.5倍直呼受不了
音波荡漾真的不错
萨神nb！
萨神nb！
萨神nb！
跟敦煌飞天的动作好像
看我千里送膝盖
叶片纷飞的样子好美
姐姐你赔我膝盖
这配饰也太好看了吧
好听阿
膝盖已麻，好听到爆炸
花里胡哨的我喜欢
声音穿透力好强
30多度的夏天直接给我整一身鸡皮疙瘩
唱功无解
谢谢，没人要的话飞天小姐姐我抱走了
环境画面也太美了吧
这个建模绝对大制作
难得的宝藏音色
我就没下来过
高音依然动听
有点像决京花鸟皮。
必须收藏额0.0
已经被这音色击穿了
音色绝了高音不刺耳
音色杀手，“萨”手人寰
无限循环中
这声音怕是找不出第二个了
好听
yyds
这个吟唱！？！绝啊！
网易快把拳头干到了
这声音为歌曲注入了灵魂
迟到了迟到了（并没有
救命鸡皮疙瘩！！！
我丢，有被惊艳到
神仙唱歌 长见识了
这段要循环了哈哈哈
啊啊啊啊啊啊啊啊
好喜欢这两句
一张嘴就把膝盖奉上
又来回收膝盖骨了
你真敢顶啊
汗毛立起来了
鸡皮疙瘩起来了
感觉手机要震掉了
好空灵
好 我去转职了
再来一遍
鸿音排面，这就去转职
我宣布药王谷留不住我了！这就叛变
玲珑相思找鸿音情缘！！你不是鸿音我转也行！
太美了
才女！
我起飞了
老婆
已投币
萨顶顶就是国家队
爪爪白嫩嫩的好小只哦
非常喜欢这一段
坐等翻唱
鸡皮疙瘩掉了
音乐制作公司吧
转音太丝滑了吧
迷人的转音啊啊啊我死了
这广告服了，讨厌至极
我怎么在神界了？？？
谁看见我天灵盖了！！！
飞天杨玉环
绝绝子
我要这膝盖有何用
别给我顶招黑，萨顶顶早不在国家队
直击天灵盖
各位，我升天了
太高雅了
来人杀了我给老师助助兴
开头见
兄弟们，开头见
开头见！
好特别，鸡皮都起了
山东大妞，出新歌了
我的天阿
我天好美逆水寒nb
自己美
我去
家人们，开头见
我去
太厉害了
开头见开头见
真的好好听，被蛊惑了
萨顶顶yyds
帮我捡捡天灵盖，谢谢
萨顶顶yyds
经费爆炸
太好听了！！！！！！！！！！！！！！
倍速有惊喜
倍速有惊喜
倍速有惊喜
鸡皮疙瘩起来了
三连走起
萨顶顶我直接跪
“歌曲”一词改成“乐曲”更好些
一看就是萨老师的风格，仙气飘飘的
怎么有一种星辰远征军感觉
可以可以
腊鸭，腊鸭（doge
为什么她那么轻松？！！
建模师加鸡腿！！
awsl
起鸡皮了！！！
此曲只应天上有，人间能得几回闻
飒
NB
一直鸡皮疙瘩
牛皮
萨顶顶胖了啊
關注了
卧槽
YYDS
鸡皮疙瘩起来了
ohhhhh
刚刚那个是琵琶公主？
yyds萨神
意犹未尽啊
抬头见兄弟们
光看不点赞呀？
神仙下凡辛苦了
施法前摇
美若天仙，出水芙蓉
始于音色，终于颜值
太美了啊啊啊啊啊
哇塞这个好适合狐妖小红娘啊
这歌跑调了都发现不了
护甲已被击穿
这里好听！
鸡皮疙瘩！！！
头皮发麻
这段像敦煌壁画的飞天
啊 胖顶顶！！！！
咋有股绿萝的味
造型很好看呀
卧槽
我币没了
我能捡一堆天灵盖了
开口跪
美颜好评
好听！！！
是真唱吗象假唱啊都不对的话筒的吗
大爱萨顶顶
这音色拔丝儿糖的感觉
好好听啊
快点趁乱，找个聪明的天灵盖去
这姐姐最近疯狂商业
火钳刘明
经费爆炸
前方高能  前方高能 前方高能
我去银河系傲游了一圈
全身鸡皮疙瘩
救命，鸡皮疙瘩
越听越好听怎么办，已经第四遍了~~~~
直接加入收藏
娘子漂亮
