第一名居然
嚯
有劲!
没原唱
牛逼
登凳等灯 邓凳等灯 登凳等灯 邓凳等灯 瞪瞪瞪 蹬蹬蹬
夭寿了夭寿了
当代艺术家
硬
。
嗯
兄弟们开头见
老艺术家了
火钳刘明
又来砸场子！这样的场子请多砸几遍！
经费爆炸
卧槽，国家队又来支教了
好帅啊
牛逼
叫老师好吗，能不能不要这么没礼貌
~
低男中音，德排归类到男低
一点呼吸声都没有唉
我的天呐！
好怕老师一开口 滚滚长江 都是水 唱窜了，，。。。
握草？谁说的对不上口型？
梦幻西游氪一波
怎么感觉口型对不上啊 是因为美声发声不一样吗？
想听他的《无敌是多么寂寞》
骷髅岛——孙悟空
 6666666
前方高能报警！！！！！
大家好，我是AKA杨大佬
aka杨老
这是教练
网易做音乐是真牛逼
好激动好激动。杨老师厉害啊
增加弹幕！
！！！！
帅气
宝刀不老！
开头见！！！！！！！！！！！！！！！！！
攻陷第2000条弹幕！！
排面！
这共鸣也是没谁了
直接好家伙
是男中音
厉害了
滚滚长江牵着马
哇塞塞，老师好酷
好像是如来佛在唱歌
词差点
三刷
gao
黑神话西游记。
老艺术家吐字清晰啊！这腔调
这词写得不错
太可爱啦～
哈哈哈哈，牛啊
对口型的啊
瑞思拜！
哦豁哦豁！！好赞
猴子你还好吗？
优雅
瑞斯拜
我感觉自己快喘不过气了
DJ
！！！跪了跪了
好听
啦啦啦
鸡皮疙瘩！！
好高好稳
稳稳
杨老师七十多了吧，真厉害
这是mv啊，啥玩意对口型，全国你还能找到第二个这声音吗
妈嘿，好潮
oooooooohhhhhhhhh
太厉害了
厉害了我的大爷
滚滚长江东逝水
握草
怎么总感觉这个人后面有万丈光芒？？？
好家伙
???
这口型对不上是怎么回事
短袖衣服在哪买
nb
国家队就是国家队
好听
羡慕这样的爷爷 您还缺孙女吗
全体起立
respect
大爷终究是大爷，致敬
以忘记原版了
好家伙 真是好家伙
卧槽？？？？？？？
牛掰
厉害
66666666
23333333
震撼
感受到了内力
好家伙
听了想入党
哇
我的天，老艺术家就是老艺术家
六边形？八边形强者才对
自在逍遥
全体起立
跪着听了
妈呀 太厉害了
币没留住
哈哈哈哈哈
三国西游
你大爷还是你大爷
好
最正气凛然的孙悟空
哈哈哈哈
我…我不配拥有膝盖
杨爷爷
看到我你就不是第一了
绝对超乎想象
我来也~~~
城会玩啊哈哈
俺老孙来也
这是录音Mv，不是录音的时候的拍的Mv，所以有嘴形对不上的情况，老师没记住词，录音时是看谱
哈哈哈好可爱
好家伙
真  大佬
6666
师傅别念了
太强了
老师你在干啥呀哈哈哈哈哈
我凑给某人带进来的，太燃了吧？
二周目搞起
提升我的认知
花果山长脸！
aka阿基
。
草泥马，燃起来了
aka基关枪
《西游演义》
太厉害了
太强了
全都能做到押韵啊！
牛逼网易
这地方我熟
白嫖失败
第一知道有词儿
泪目泪目
好家伙直接好家伙
麦距牛掰
厉害了
这是重新编的诶
老师太帅了！
春晚预订
卧槽
好家伙
原来我一直读的是错的啊
好酷的设备
录歌一定很好玩吧
让我想起了被扔下天空的那一瞬间
直接好家伙
你爷爷永远是你爷爷
除了牛逼想不出来任何词
杨老师是男中
他是低音
好想给他乱按
CCTV路过巡查
好家伙 我直接好家伙
这个前景遮挡不错
开大音量
ohhhhhhhhh
卧槽，秀
这吐字太厉害了
六边形战士强无敌
神仙啊！！！
前十争取一下
这话筒也不是一般话筒啊
这歌有词??? 等一下 这是歌??
好家伙！吓到我了！
前方高能预警
我的眼睛！
你不是一个游戏官号吗？怎么玩音乐了
花果山排面
村长就是强
是的你没有看错
好家伙
厉害厉害
卧槽
吃惊
哇塞
起范了
凳等等灯 灯灯等登
快去请卢来佛祖！
我在场
我鸡皮疙瘩起来了
DNA已动
厉害
还有《黑神话:悟空》呢！
老国家队了
好家伙
云宫电音
长跪不起
大河 向东流啊 
牛逼
太强了
巨佬！
这全是唱悟空
丢丢丢，丢丢丢，等等等等等等等等~
杨老师是男低音
666
666
男足也
666
孙悟空有几个女朋友啊？
前面说歌剧魅影的等等我
真old school了
刚看完喜羊羊和青春修炼手册
请收下我的膝盖
大佬，这才是真正艺术家
这个爷爷帅
好帅啊啊
太酷了
配词就配词吧，听着别别扭扭的，一出rap直接就关了。
我的妈呀
我要奔月了
神仙！
66666666
这首歌像是如来唱的
爱了爱了！
我曰，裂开了~~
卧槽！！
快进地洞，前方核能！！
这歌词真是太有文化底蕴了
这中气，服了
6666666
大宗师
我的妈呀，起立
(⊙o⊙)哇！！！绝了
好帅
OG
全体起立
棒！！！
爷青回
鸡皮疙瘩预备备。
？？？？？？？？？
爷爷爱了
这歌唱得更像是在歌颂我中华
杨老nb
鸡皮疙瘩
定海神珍铁
定海神针的针字是以讹传讹
太意外了
牛逼牛逼，太牛逼了
这么强大的兵器怎么能叫针，而不叫定海神珍铁呢，西游记我读了三遍，除了里面的诗看不太懂
好活
爷青回
6666
舒适
起鸡皮疙瘩了
真·老帅了
是真的吗？我不信
太牛了
你大爷还是你大爷
热闹带我一个
牛
好家伙
666
现在加入花果山来得及吗
羡慕调音师
这是真的爷青回
云宫迅雷hhh
笑死我了，杨洪基先生是国家级的男中音美声歌唱家
电影质感
兄弟们燥起来
谁还不是个小猴子呢！
这我太可以了
杨洪基老师上道！
灯等登登，等等登登
看到了 四四拍
wc
这到底怎么做的呀
666666
俺老孙来也！
手游广告吗
沃日
可了
欢迎来到我基因片段
我在做梦了！
skr
有点东西啊
人好多！
花果山的扣1
这么多人我也没想到
太闪亮了！
灯好像玉米啊哈哈
好想听玉兔那段吼！哈
看好几遍了
进来磕头
换全息碎影皮肤了
好！
手游太会了
上流啊
就是这么有排面
我老泪纵横
鸡皮疙瘩起来了
爷爷好！！！
哈哈哈哈
666666
丢丢丢
太牛了
请手一下我的膝盖
66666666
帅！
狮子吼
美声rap
强无敌
直接好家伙！
他们给的实在是太多辽
。。。
我的天
这填词！！
刚发现话筒
预备
人间能得几回闻？
ohhhhhhhh
好家伙！！！
无敌了
帅啊
没玩过这游戏的觉得填词不错，完整的讲了悟空的故事
首页通知书
杨老师好！
好家伙
头皮麻了  厉害
开花
哈哈我乐坏了
好家伙我直接好家伙
梦幻又为所欲为了
这是真实的吗！
国家队剩下的人不多了
给跪
牛逼（指梦幻
这少说是个元宵节的待遇
参见杨大师
你们这样会把我惯坏的
刚才还我只是一只羊
鸡皮疙瘩
tql
没有换气声音tql
第一次听这个歌词写的好厉害
幸福来得太突然
是暑假的声音
转眼人满为患
爷青回
爷青回
妈呀这个电音
( Ĭ ^ Ĭ )哭了
把我从石头里叫醒了
ohhhhhhhh
前奏一起，回忆就回来了
我的眼泪不值钱
以为打开了春晚
我不管我就是前排
是真的，我发誓
你们一个个手太快
来晚了，哭哭
等我调整下跪姿
卧槽 国家队...牛逼
厉害厉害
无敌面板
看完悟空过来的
太厉害了给跪了
夭寿了
太牛了哈哈哈哈哈哈哈哈
好好听啊啊啊啊啊啊啊啊
曲子是好曲子，歌手是好歌手，但是很僵硬…
我的膝盖呢。你从地上起来。
哇哦
厉害了
这麦距
好家伙
这是斗战胜佛
投了，投了……
艺术家！！
666
泪目
滚滚长江东逝水
好可爱
西系乱开
味儿很冲啊
哇靠 帅爷爷
最厉害的厂牌：国家队
国家队太牛了
进入状态
啊啊啊啊啊啊啊啊啊
激动了
男中音
大圣你来啦
好酷！
你大爷还是你大爷
我的妈这声音
四系乱开
杨老师，喝了多少？
口型不太对
四系乱开
好家伙我直接好家伙！！！
不愧是我大爷！！！！
老爷子厉害了
好家伙
好家伙
好家伙
开口跪！
卧槽
开口跪
您下凡辛苦了
大闹天宫约么
这首歌有歌词了
我已经跪好了
牛批！
国家队实力
裂开
职业选手
我直接一个三连跪
潮 流 教 父
哈哈哈哈哈哈
啥破词儿啊，想念阎肃老
回坑？不可能的
厉害 厉害
牛逼
《怎么回事》
太强了
说唱？都是你爷爷玩剩下的！
牛逼！！
非战斗人员请撤离
太厉害了
提前祝杨老师 80大寿快乐
气息好长
6
想起了护送魔戒的日子
四系乱开
爷青回
好家伙～
它全名叫定海神针铁
前方高能
德艺双馨老艺术家啊
灭霸也还是你大爷
梦幻牛逼
你大爷还是你大爷
四系乱开
好家伙
不负众望
这时候的伴奏好好听
一句卧槽走天下
四系乱开
艺术家
谁想的点子？真敢想！棒！
滚滚长江东逝水
我原地澎拜啊
国家队！！
老艺术家了
先起范儿了
再来一段女声美声就更神了
老当益壮
鸡皮疙瘩起来了
期待期待
气质也太好了
精神气儿十足
花大价钱了网易
hhhh
离麦克风二里地
哈哈哈哈
前方高能
说唱好尬，对不上嘴哈哈
太牛批了
最喜欢听这电音
灯有24个
收藏了
太牛了吧
太厉害了
四系乱开
牛逼
我也站好了
80岁的嗓子
哇！！！好厉害！！！！！！
好家伙
杨老师赛高！
卧槽 帅啊
大气磅礴
打光满分
帅帅帅
好活
哇这唱的只能说666
是真没开始吧
吊足胃口~
妙啊
哈哈哈哈哈哈哈哈哈哈哈哈帅
太强了
花果山的集合了
帅  大气
预约一个开口跪
热血沸腾！
你大爷还是你大爷
这游戏宣发挺走心的
给大爷跪下了
排面
您容颜不改分毫
这。。。。我的确没想到
有感觉了
美声口型本来就会奇怪点吧。。再加上视频音画不同步
哇哦 可爱的男孩子
梦幻实火啊
我服气
好听！
这居然能唱？
杨老师一出来 我就想吃饺子
国家队
四系乱开
牛批
中气十足
太熟悉了
啊啊啊啊啊感动
老爷爷看着很年轻呀
吐字太清晰了
厉害了，帅气
大气磅礴
太强了！！国之瑰宝！！！
国家队np
老艺术家
霍哦电音美声
国家队
感觉都不费劲就唱上来了
四系乱开
杨洪基老爷子真的厉害，国家队就是不一样啊。
卧槽
没想到这么厉害
卧槽
四系乱开
出来学唱歌
真的真的 别人唱不出来
胸腔里充满了星辰大海
放弃跟唱
这个曲子好难啊
冠军虐菜来了
币是给老师的
太厚实了
这个处理好讲究
大圣是您吗！
无敌是多么，多么寂寞
悟
什么叫国家队，NB
肺活量不得了
这什么神仙气息
.
skr
这才是歌唱家
牛逼牛逼
四系乱开
四系乱开
功力到了一定境界各派招式真是信手拈来
最好男中音
四系乱开
今年十八，跟洪基大爷一个辈分....
感觉自己在天庭
话筒：离那么远 是不是玩不起
好家伙
从弹幕里走了出来
啥叫歌唱家？这就是！
跪好了
四系乱开
神仙蹦迪
四系乱开
太强了太强了
因为他们给的实在是太多doge
咱门派有排面
四系乱开
四系乱开
哇！
他的气太足了
卧槽
他们给的实在是太多了
666666
哈哈哈哈哈哈哈哈
耳朵炸了
四系乱开
四系乱开
职业道德，行业标杆
词写的也好
有气势有舒适
快歌听多了，觉得这个好
nb！！！！！！！
66666666
这个真的难唱
帅
离谱
这是如来佛祖的唱法啊！
大神啊~
有厚度的逍遥
磅礴而大气
都不用换气啊
这是如来佛祖的唱法啊！
老姜，贼辣
我再次强调 一定要点赞
牛
不明觉厉
只有一句nb
他看起来好轻松
忘记原曲！
杨老爷子牛逼
四系乱开
气出如龙
前方高能预警
要不是节奏到了 他还能继续
真没想到啊！
活久见活久见
我直接好家伙
下巴都掉了我
开始搞事
滚 滚 长 江 东 逝 水
是西游情节没错了
这个嘿给我惊了
为守儿孙 精求武艺
五行神山困我真身，护我猴群靠我神针
这就是我期待的
你爷爷永远是你爷爷
墨镜瞩目
哈哈哈我疯了我疯了
震惊
我的妈呀！
太fashion了吧
大圣也来听听
爱了爱了
网易真牛逼啊
令人下跪
好绅士啊
吴亦凡骂骂咧咧退出直播间
“学了回去保护他们”
好秃然
四系乱开
我“悟”了
大 闹 天 宫
好多细节
我以为自己在看央视
我是话筒
字体都变了
只有尊贵会员才能听
好家伙
下本钱了啊
四系乱开
好家伙
堪比喜羊羊（滑稽）
鸡皮疙瘩
四系乱开
这不比博人传燃？？？
深得精髓
牛杨老师牛！
好听，开口跪了
嘿！
强
嘿！
哇哇哇
四系乱开
我靠，麻麻我裂开了
爷爷牛逼
利害洪老师
四系乱开
666666
这个爷爷太厉害了
啊啊啊啊啊啊这个结尾
嘿！
嘿！
嘿！
这声音和年龄不匹配啊啊啊啊啊
嘿！
四系乱开
对，把谭晶也请来这里和一下声
同一个人？
哇
嘿！
帅
厉害了 老杨老师
要来了要来了
红丝绒的诶
哇
还有flow太草了
嘿！
嘿！
干脆地跪
我疯狂按赞
币我给了
手动排面
帅！！！
高山流水啊
端正跪好
嘿！
天哪杨老师开口了
对不起是我期待低了
牛皮！
6666666
高级啦
感觉词差一点 但是听感太棒了
如来佛。。
嘿！
嘿！
嘿！
活久见
真高看了自己
预备 起
嘿！
好家伙
白嫖失败
嘿！
嘿！
嘿！
嘿！
太强了！
嘿！
泪目
赌王吗
我天
词谁写的
跪了
老师nb
怎么夸都不为过
大气磅礴
许镜清真的6
嘿！
老爷爷肺活量抵我双倍啊
嘿！
嘿！
嘿！
嘿！
大晚上刚下班，本来昏昏欲睡，杨老爷子歌声想起瞬间精神了
嘿！
就是中华
大圣就是中华
嘿！
梦幻牌面
手游牌面
嘿！
嘿！
杨老师yyds！！
嘿！
厉害厉害
嘿！
卧槽，开口就跪了
好家伙
94版三国演绎主题曲，至今在耳边
我天，跪了
隔着屏幕都感觉有回声
嘿！
吐字清晰
鸡皮疙瘩
嘿！
嘿！
帅帅帅
国家级大佬啊……
老年热血歌
老爷子好帅！！
太强了
666
嘿！
？？？犯规了啊
嘿！
好牛
嘿！
嘿！
卧槽帅
开局暴击
好可爱
嘿！
嘿！
这里2倍速无敌帅
牛
话筒这么远的
嘿！
卧槽
膜拜
yahu
牛x
卧槽
膜拜大佬
杨洪基老师
鸡皮疙瘩
这口型有点不对啊啊，
后期多下点功夫
牛
真·两开花
跪了跪了
大佬
哇哇哇哇哇，厉害
爷青回
skr
哇
握草
女和声好听
我喵呀，离这么远，远的我差点没发现
66666666
国家队………绝了
流批
应该给狮驼岭唱
棒棒哒
嘿 惊雷
我手机都在嗡嗡振
我裂开了
我脸麻了
爱了爱了，Rap一出，绝了！
OG 本O啊这！
NB
请收下我的膝盖
嘿！
上天
太强了太强了
嘿！
嘿！
嘿！
跪了
卧槽
哇
嘿！
嘿！
禁止裁判比赛
网易，用心做音乐
嘿！
嘿！
嘿！
尤记得杨老唱的喜羊羊
嘿！
嘿！
起立
牛皮
你大爷永远是你大爷
66666
好家伙
只有鼓掌了
鸡你太美
三连了这必须
嘿
国家队
跪了
声音太好听了
先投币
66666
这是真的 这不是梦
小爷爷棒棒哒
绝了，厉害
我碎了
你大爷始终是你大爷
你大爷还是你大爷
这一段好好听
你大爷永远是你大爷
我币不要了，都给老师！
犹豫半天，那就，卧槽吧​
woc
加了词有点怪。。。。
哇
卧槽
哈，大圣来也
白嫖失败
牛批
四系乱开，这四个字爱了
666
爷爷就是爷爷，中气十足，气势如虹
王老师的铁粉
帅啊！
注入灵魂
很喜欢
排面
卧槽
跪好了！！！！
俺最喜欢的男中音啊啊啊啊啊啊啊
牛牛牛
国家队玩起说唱时，你们这些小年轻算个啥
降维打击
嘿！
好帅
哈哈哈吓一跳
你大爷永远是你大爷
卧槽
我的手机音箱装不下这个声音
已经三连……拜拜
棒！
守护自由美利坚
卧槽
大师
俺老孙去也
这个基本上全程在开着无双
跪了
这就是文体两开花？
这就是文体两开花？
汗毛竖起了
你大爷永远是你大爷
牛逼
妈耶
爷青生
网易云和b站有几腿
啊哈哈哈哈哈老爷子好可爱
噢去。。
跪穿地板，疯狂打call
嘿
不愧国家队的
三国演义也是他唱的吗？
牛牛牛牛
胡学范
开花开花
OMG
不懂就问：我为啥我感觉声音和口型没多少钱，这个是美声都有的唱法吗？
沒帶緊箍咒
气势来了
投币投币，还有什么好说的
ftqbeyqbqbfteyazqbqbqbqbqbqbqbftazftqbeyqbqbfteyazqbqbqbqbqbqbqbftazftqbeyqbqbfteyazqbqbqbqbqbqbqbft
原来是这样
牛批！
跪了
ftqbeyqbqbfteyazqbqbqbqbqbqbqbftazftqbeyqbqbfteyazqbqbqbqbqbqbqbftazftqbeyqbqbfteyazqbqbqbqbqbqbqbft
丢……丢～丢
牛逼
听完整首，一直在裂开的状态
卧槽
牛逼
国家队厉害！！
唉哟 不错哦 老师
后面口型为什么对不上了，改词了？
咋感觉嘴形对不上呢……
卧槽
厉害
卧槽
一人唱出一个乐队
好家伙
太棒了太棒了！！！
卧槽卧槽
白嫖失败
大师好
杨爷爷，真大爷。听得我热血沸腾，加班的劲头更足
哇啊啊啊啊啊啊啊啊啊啊
爱了爱了
太厉害了
犯规犯规了，为什么总拿国家队出马
哇这气势恢弘
耳朵一直在发麻，大脑都不知道在干什么，太棒了太棒了
我又想去看西游记了
我靠
国宝啊
上头
卧槽
亮剑有这个声
跨年我要看到这个节目
味道十足，
是谁在带节奏
谁填的词？
卧槽献上
哈哈
填词也是逸才
已三连
哈哈哈
太绝了，aka杨老师
再来一遍
我滴妈呀
这词，，，，，，有点不配
看到美景了
老师牛逼！
牛哇
太牛了哈哈哈哈哈哈哈哈哈哈哈哈
嘿！
气势好足
等了好久啊
厉害厉害
热血
这是国家队教练
老爷子太稳了
真真是老当益壮
开花！
RAP是开了倍速吧 
美声一般都远，近了容易炸麦。
新门派，花果山？
6666
心明眼亮，登高望远！！！！
鸡皮疙瘩！
不行 我要掏出我的IE80s了  
最美不过夕阳红美丽又从容
这段来个女声吟唱或是花腔，那就绝了
~
太好听了！！！！！！
大气磅礴！！！
口型对不上啊
你大爷还是你大爷
这说唱比惊雷什么的好上千倍万倍
哇呀呀
嗨了
炸了炸了炸了炸了炸了炸了炸了炸了炸了炸了炸了炸了炸了炸了炸了炸了炸了炸了炸了炸了炸了炸了炸了炸了炸了炸了
佩服
厉害了
WOC! AKA杨老师！
请收下我的膝盖
卧槽
牛逼
跪了 杨老师太厉害了
非战斗人员请撤离
！！！！！！！！！！！！！！！
这？？？？不讲理
声音真的厚实啊
你大爷到底还是你大爷
原来唱功是可以弥补填词的不足的
我只会说卧槽了
你币有了
循环中
awsl 
@吴亦凡
真的很棒
疯狂磕头 楼下投诉我敲地板
听出鸡皮疙瘩了
留下了时代的泪水
词写得赞
神仙蹦迪  哈哈
卧槽
奈何小学毕业没文化 一句卧槽走天下
我三连了
爷永爷
！！！
国家队乱杀
直接投币
排面！！！！
去老师的up号再投两个币
啊啊啊啊啊啊啊
这个三连我给了
是真牛逼，真功夫
好好好 杨洪基老师
国家队实力超标
国家队实力超标
听的我好累，唱的人得多累
强啊
基哥！
卧槽
卧槽我傻了..
牛批
鸡皮疙瘩起来了。。。
爆香
好家伙
DNA动了
卧槽卧槽
你这手游抢网抑云的生意啊
鸡皮疙瘩起来了
太强了啊啊啊啊
嘿！
666
卧槽
吼吼听
哈哈，这是新唱法了吧
卧槽卧槽
我的妈，我一直没有看到话筒
好
卧槽
感觉他其实不需要话筒……
杨老师！！！！
厉害
音乐生前来下跪
开花
很饱满！~~妙
卧槽
依楊爺爺的歷練和功力這一首絕對是一次錄好的
怎能忘了西游
嘿！
啊啊啊啊啊
鸡皮疙瘩
这个味儿正啊
什么才是大爷
這嗓音小弟我服了
已緩存珍藏
强
新三国主题曲就是他唱的吧？好熟悉
假唱吧，这一段，感觉是录好了以后对的
网易云出来挨打
卧槽我跪了
你体验过一直被无双从头锤到尾的感觉吗？这就是
66666666
猪场
你爷爷还是你爷爷
卧槽，这里好有感觉
老师好厉害！
哇，好听！
哇塞，头皮发麻！
鸡皮疙瘩
次元壁，破！
耳机要炸了
国际巨星
这也太牛P啦
词-唯一拉胯
全针教狂喜
给杨老师疯狂打电话！！！！
牛的
哈哈哈哈哈
唱功盖过唱词
三连...
感觉自己在天庭哈哈哈哈哈
爷青回
我开始慌了
犯规了！！！！！！！！！！！！！
中国新说唱悄悄退出直播间。
牛壁
音乐一起全体起立
太强了！！
看封面就知道是无敌是多么寂寞
瑞斯拜
我。。去。。
牛批牛批
收音话筒
老师牛啤
卧槽卧槽卧槽卧槽卧槽卧槽卧槽
卧槽
太帅了
国家队啊
卧槽
好
牛啊
醉了
累不
好家伙
老爷子厉害了
好
我直接好家伙
词很怪+1
牛逼啊
起鸡皮疙瘩了
卧槽
太帅了
O...OG
hook的词有点不押韵是真的，反而rap的词可以
老唐的味道
4系乱开，跟宝马关系很好啊
老爷子的rap6到爆啊
恢复正常哈哈哈
国家队欺负人！
很好听
开口跪
歌词太棒了
歌词太棒了
好家伙好家伙
国家队NB
嘿！
突然想哭
卧槽
云宫迅音，挖槽
秒啊
卧槽
好可爱，帅气
看来真的是唱得好拉得就不会太差
666
听他唱什么都像：滚滚长江东逝水
好精神啊
OHHHHHHHHHHHHH
鸡皮起来了
我的童年呢？？！！！
好厉害！！！！
你大爷还是你大爷
噗通
白嫖失败
妈妈问我怎么跪了  我说太强了
老爷子牛逼！
还有歌词？
流批流批
专业
四系乱开
你大爷还是你大爷
如来佛祖收了我
编曲太大气了吧
以前听不惯这种调调，现在感觉很有味道呀！
陈若平作词
好家伙
国家队rap
哇，好听
哇！！！！！这也太帅了吧！！！！
6666666
好好听
投币
舒服了
嘿！
你大爷永远是你大爷
牛逼啊，你大爺還是大爺
反着来一遍 西游
次在不自在，自在不逍遥。
哇哦…………
太稳了
气贯长虹！嗓音真好听
？？？
囸
卧槽
我去牛逼
牛批
厉害！
国家级的
厉害厉害
卧槽，这一嗓子
好家伙
79岁的老爷子啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
妈妈问我为啥哭着看视频
無話可說
佛祖说唱
国家队
太厉害了
弥勒佛？
秀啊
来了来了
国家队？？？？
这段好好听
卧槽
爷爷好
牛壁
↓你是再说p？低能儿？
楼上的楼上你说p？低能儿？发什么弹幕
厉害了
？？？
裂了
这气势国家气质
你大爺永遠是你大爺 
国家气度太师天籁
我爱杨老爷子！
牛逼牛逼
跪好了
歌词太渣渣了
上头
小鲜肉恨不得嘴巴贴着麦
膜拜大佬
跪了
卧槽牛啊
哇
舒服！
大梦主
许镜清
卧槽
卧槽
卧槽
巴扎黑
好听！！！
关注了 等国家队唱歌
杨老师好帅！！！
卧槽神特么梦幻联动
我的青春你的三国
云宫喜讯啊
国家队成员杨老师
唱歌感情很丰沛
话筒是用来收音的
原来杨洪基有这么高的声音
