好严谨啊 花少北点
啊啊啊啊阴阳怪气友谊长存！
小蕾弹吉他好可爱
哈哈哈哈
你们都是可可爱爱的！！！
你们超可爱！
低音拜爱了爱了
直接买票
室友组太可爱啦！！！！
出息了
厉害呀YYGQ
热爱所向披靡，那就阴阳怪气！
你们tm的最可爱！！！？
你很可爱！
你们超可爱
啊啊啊啊啊啊
哇塞，北子哥真的好看哎！
咳咳我没了
 花少北/\花少北\/花少北/\花少北
老蕾自带电音啊！
阴阳怪气友谊长存
求发酷狗啊
北子帅帅帅！！
憨帅憨帅的丶丶好可爱
吉他北北！
啊啊啊啊啊啊啊太温柔了吧
啊啊啊啊啊啊啊！！！
你脸最大哈哈哈哈哈哈
你们也可爱
好听!!爱了555
woc越来越专业了！！！
阴阳怪气最可爱！！！！
Awsl
团粉哭晕，太温柔了！！！！！！
我要偷走你的心！
来晚了呜呜呜
拜拜拜！！！中国拜你好可爱！！！
泪目啊啊啊啊啊
阴阳怪气友谊长存
你们也可爱
哇哦，蕾丝的这个烟嗓绝了哇！
马了顶大，就是伟大！
阴阳怪气友谊长存
北子哥！！！！！好好听
哇，来正经的
阴阳怪气一周年啦
真的有被暖到哈哈哈
这语气，我听出了张伟那味儿
泪目了啊
阴阳怪气友谊长存
阿茄太乖了呜呜呜呜呜
好好听！！
你们都很可爱啊
天呐你们的和声也太好听了吧！
嘤嘤嘤
泪目
阴阳怪气yyds！！！
梦幻联动！我好爱！！！
阴阳怪气友谊长存! ! !
热爱所向披靡 那就欢天喜地
好听！
你们好可爱！！
可爱！！！！！！
阴阳怪气 怪可爱的！
李沁好好看！
阴阳怪气友谊长存！！
握草，我真的听哭了，他们合唱的一瞬间眼泪就绷不住了，阴阳怪气友谊长存！！！！
阴阳怪气怪可爱的！
北子哥开口跪啊！
啊啊啊啊啊啊啊啊啊
室友组yyds！
给兄弟哭傻了
太温柔了呜呜呜呜
阴阳怪气友谊长存！！！
太好听了我的妈呀
阴阳怪气友谊长存！！！！！
阴阳怪气友谊长存！
再来亿遍
老婆你怪可爱的
你们都怪可爱的
阴阳怪气友谊长存
都可爱！
蕾丝这句好好听啊
花絮！！！
老番茄真是太有才了，唱歌又好听。
泪目
怪可爱的
阴阳怪气友谊长存！
再来一次
阴阳怪气友谊常存！！！
阴阳怪气友谊长存
室友组友谊长存
阴阳怪气也很可爱！！！
我哭了
必看，我包场了
\中国boy/\中国boy/\中国boy/\中国boy/\中国boy/\中国boy/
茄茄好温柔！！！！
我看到了什么？！？！？！
太好听了！
\中国boy/\中国boy/\中国boy/
yygqyycc
小马侧脸逆光好帅！！
太好听了宝贝们呜呜呜呜呜呜
阴阳怪气友谊长存！
为什么泪目了
啊啊啊啊啊啊马哥唱的太好听了
你们很可爱！！！
00:00
太温柔了马哥啊啊啊
阴阳怪气友谊长存！！！！！
阴阳怪气友谊长存
马哥啊啊啊啊啊啊
茄子哥！！！
我爱你！
阴阳怪气友谊长存！
好耶!
阴阳怪气友谊长存！
呜呜呜呜呜呜呜呜俺哭了
切切
你是黑色中的一点白
我透 听到这里才发现我看过这个电影宣传
再来亿遍
啊啊啊啊啊啊啊啊啊啊太棒了呜呜呜呜呜呜
阴阳怪气，友谊长存
阴阳怪气友谊长存！！！！！
阴阳怪气友谊长存！
啊啊啊啊啊啊切切温柔！！！
博爱哥哥声音戳我
啊啊啊啊啊啊，新风格
室友组牛壁！！！
阴阳怪气友谊长存
泪目
阴阳怪气友谊长存！！！
排面
阴阳怪气友谊长存
阴阳怪气友谊长存！
阴阳怪气友谊长存
太好听啦
我好爱
6眼泪了啊啊啊啊啊
过年了过年了5555555
阴阳怪气友谊长存！
蕾丝惊艳了
你们最可爱！！！！！
北子好可爱啊啊啊啊
马了顶大，就是伟大
好好听呀
阴阳怪气友谊长存！
你们都超可爱！
呜呜呜呜呜泪目了兄弟
阴阳怪气友谊长存！！！
阴阳怪气友谊长存！
我好感动啊QAQ
阴阳怪气友谊长存呜呜呜呜呜呜呜呜
一周年快乐
啊！！！！！北子哥！！！！
阴阳怪气友谊长存
中国boy
再来亿次
室友组友谊长存！！！
阴阳怪气友谊长存
室友组友谊长存
帅气
李沁老师好好看啊
建议把切切的架子鼓换成石琴
你很可爱
这群男孩真的值得！！！
茄茄茄茄茄茄茄茄茄茄茄茄茄茄茄茄茄茄茄茄茄茄茄茄茄茄茄茄茄茄
再来亿遍！
一人血书求网易云
阴阳怪气友谊长存
boy格格，我爱你
牛哒
某幻好听
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊好温柔！！！！！！
阴阳怪气友谊长存
蕾丝
阴阳怪气友谊长存~！！！！！
爱了爱了
马哥! !多唱唱这类歌吧
马哥马哥马哥！！！！！
感动了
王力宏
啊啊啊啊啊啊啊啊啊啊啊某幻！
怪可爱的
呜呜呜呜阴阳怪气最可爱
阴阳怪气友谊长存
马哥哥声音好好听
阴阳怪气友谊长存！
阴阳怪气友谊长存
北子哥好帅！！！！
超级可爱啊啊啊啊
阴阳怪气友谊长存！
切切！！！
你们好可爱
可太好听了～～～～～
常远看着怪顺眼的
阴阳怪气友谊长存
来了
阴阳怪气友谊长存
切切
阴阳怪气友谊长存！阴阳怪气友谊长存！
你们很可爱！超级可爱！
阴阳怪气友谊长存！！！！
我疯狂嘴角上扬！！！！！
友谊长存
友谊长存
茄茄太温柔了呜呜呜呜呜呜
某幻呜呜呜太好听啦
室友组的合唱太好听了！！
我表演一个爆哭呜呜呜
阴阳怪气友谊长存！
阴阳怪气友谊长存
好耶
啊啊啊啊啊好听好听好听
阴阳怪气友谊长存！！！
怪可爱的！
你们都怪可爱的！
沈腾团队+阴阳怪气=爷的青春
阴阳怪气一周年快乐
茄茄的你很可爱唱到我心里去了
出道曲
阴阳怪气友谊长存
我要一口气爱五个！
阴阳怪气友谊长存！！！！
室友组
太温柔了！！！！
中国boy啊啊啊啊啊啊啊啊
你们也很可爱呀
一周年快乐！
阴阳怪气牛批了哟
谢谢你们
哭了呜呜呜呜
阴阳怪气友谊长存！！！！！
合唱太好听了吧
我永远喜欢蕾克西班纳！！你是最好的！！
茄茄老番茄老番茄老番茄老番茄老番茄老番茄老番茄老番茄老番茄老番茄老番茄
55555555
boy c位！
啊啊啊啊啊啊啊啊啊吉他小花！
阴阳怪气友谊长存
阴阳怪气友谊长存
啊啊啊啊你们最可爱！
平安夜最好的礼物！
牛啊
他越来越疯狂
好耶！
啊啊啊啊啊
花少北花少北花少北花少北花少北
阴阳怪气友谊长存
阴阳怪气友谊长存
阴阳怪气友谊长存！
泪目
阴阳怪气友谊长存
把我自己留在真空地带
阴阳怪气友谊长存！
太好听了
lex 出道翻唱区吧！！！
对不起我不想哭的
我永远喜欢阴阳怪气！！！
阴阳怪气友谊长存！！！！！！！！
有点想看哈哈哈哈
阴阳怪气友谊长存！！！！！
阴阳怪气友谊长存
啊啊啊啊啊啊阴阳怪气牛逼！！
阴阳怪气一周年快乐
怪可爱的！！！！！
好好听！！
他们给的太多了
哈哈哈哈哈哈哈哈太好笑了
友谊长存
阴阳怪气友谊长存
出道吧
茄茄声音好温柔啊
百万后期！！就是牛逼！！
他们在发光！！！！！！
阴阳怪气友谊地久天长
阴阳怪气友谊长存
阴阳怪气友谊长存！我哭了
啊啊啊啊啊啊啊啊啊啊
某幻帅犯规了
排面了啊！
室友组nb！！！！！
阴阳怪气友谊长存！！！
室友组友谊长存！！！我哭了！
小花！！！！！！！！！！！！！！！
阴阳怪气友谊长存！
真好
hhhhh老蕾扣吉他
好听！
欢天喜地  所向披靡
阴阳怪气怪可爱的
嘴角升天
阴阳怪气友谊长存！！！！！
boy好温柔
阴阳怪气友谊长存
阴阳怪气，友谊长存
阴阳怪气友谊长存！
阴阳怪气友谊长存！！
阴阳怪气友谊长存
啊啊啊啊啊啊啊啊好好听
马哥
啊啊啊啊
阴阳怪气友谊长存
大家都唱的好棒！好温柔啊！
小王QAQ
蕾丝丝
阴阳怪气一周年快乐，友谊长存！
阴阳怪气友谊长存！
中国boy！！
室友组牛壁
袜!!!
北子哥帅
太好听了吧！boy
上网易云天天给你单曲循环
阴阳怪气友谊长存！
呜呜呜呜呜
阴阳怪气友谊长存
?????????????????
合唱好听！！
阴阳怪气友谊长存！！！
我好爱他们呜呜呜
阴阳怪气友谊长存
感动
一周年快乐！！阴阳怪气友谊长存！！！
阴阳怪气友谊长存！
阴阳怪气友谊长存
阴阳怪气，友谊长存
阴阳怪气友谊长存！！！
啊啊啊啊啊啊啊啊啊啊啊啊啊
55555
阴阳怪气友谊长存！
阴阳怪气友谊长存！
哈哈哈哈哈
某幻低音炮我死了啊啊啊啊啊啊
我永远喜欢阴阳怪气
我哭了这是什么神仙友谊啊啊啊啊啊啊
温柔小马呜呜呜太好听了吧！！
太帅了吧！！！！
阴阳怪气友谊长存！！
阴阳怪气友谊长存！！
怪可爱的！！！
好爱小花的声音呜呜呜
中国拜总是动作大的让我恍惚感觉他在唱rap。
阴阳怪气友谊长存！！！
看着看着就哭了，泪目
调音师晚上加鸡腿
哈哈哈哈
啊啊啊啊啊
我永远喜欢阴阳怪气
我巨看！！
泪目
阴阳怪气！！！！！！！！！！
阴阳怪气友谊长存！
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
阴阳怪气友谊长存
阴阳怪气友谊长存
啊啊啊
北子哥唱慢歌真的很好听
温柔北北真的好棒
呜呜呜呜呜呜
友谊长存
博爱博爱博爱博爱博爱博爱博爱博爱博爱
阴阳怪气友谊长存
阴阳怪气友谊长存！
拜的声音好突出
阴阳怪气一周年快乐！
一周年快乐
呜呜呜
怪可爱的
阴阳怪气友谊长存
阴阳怪气友谊长存！！
泪目了
一周年快乐！
某幻太温柔啦！！！！！
郭麒麟！
阴阳怪气一周年快乐！！
阴阳怪气友谊长存！
阴阳怪气友谊长存
友谊长存
阴阳怪气友谊长存！
友谊长存！
室友组！！！爱了爱了
阴阳怪气友谊长存
我靠，某幻这个b真的帅
阴阳怪气友谊长存
都可爱都可爱！！
阴阳怪气友谊长存！
阳阳怪气友情长存
阴阳怪气友谊长存！
好喜欢番茄的声音啊
阴阳怪气友谊长存
台词指导：土子哥
谢谢你们的生日礼物！阴阳怪气友谊长存！！
再来一遍
这就是最好的圣诞团建！！
王瀚哲你好可爱
好听！！！
阴阳怪气友谊长存！
阴阳怪气友谊长存！！！
阴阳怪气友谊长存
阴阳怪气友谊长存！！
张 若 钧
友谊长存
阴阳怪气，友谊长存 
阴阳怪气友谊长存啊！
阴阳怪气友谊长存
泪目了呜呜呜呜
怪可爱的
室友组nb！！！！啊啊啊啊啊
阴阳怪气友谊长存
阴阳怪气友谊长存
阴阳怪气永远滴神！！！
阴阳怪气友谊长存！
阴阳怪气怪可爱的！！！！！！
大家怪可爱的
切切好温柔！！！
阴阳怪气永远滴神！！！
阴阳怪气友谊长存！！！
帅帅帅
阴阳怪气一周年快乐！！！！
阴阳怪气友谊长存！
阴阳怪气友谊长存！
阴阳怪气友谊长存
奶里奶气花少北
你们都好可爱 
泪目
阴阳怪气友谊长存
我点开之前以为会是首rap
周年快乐
这里耳机调到最大声，背景嘈杂声是五个人在说话！
阴阳怪气友谊长存！
阴阳怪气友谊长存！！！！！！！
阴阳怪气友谊长存！！！
你以为我不想出道翻唱区收获一堆迷妹吗？
阴阳怪气友谊长存
马哥这里真的绝了我！的！天！
王总好
室友组牛牛牛
阴阳怪气友谊长存！
啊啊啊啊啊啊吉他小花好帅
圣诞快乐
他好温柔呜呜呜
阴阳怪气友谊长存！！！
坠～好好听
阴阳怪气一生推！
阴阳怪气友谊长存！！！！！！
阴阳怪气友谊长存
阴阳怪气
阴阳怪气友谊长存
牛皮！
阴阳怪气怪可爱的
阴阳怪气友谊长存
阴阳怪气友谊长存
好好听！！！
真的哭了看着看着就哭了
阴阳怪气友谊长存
你很可爱！！！！
阴阳怪气友谊长存！
蕾丝真好听
1.1我就去看这个电影！！！
阴阳怪气友谊长存
阴阳怪气友谊长存
好听！
马哥太温柔了呜呜呜
阴阳怪气友谊长存！！！！
带制作！
啊啊啊啊啊啊啊啊啊啊啊啊
阴阳怪气友谊长存
阴阳怪气友谊长存
阴阳怪气友谊长存！！！
阴阳怪气友谊长存！
花海里的少年一路向北!
吉他小花爷青回
沁沁姐姐啊啊啊双厨狂喜
＼花少北／＼花少北／＼花少北／＼花少北／
阴阳怪气友谊长存！
北子好温柔！！！！
阴阳怪气友谊长存！！！
室友组声音太合适了啊啊啊好温暖的大男孩
友谊长存！！！
吉他阿！！！！！！
你们也可爱！！！
阴阳怪气友谊长存
阴阳怪气友谊长存！！！
欢迎回来！
老雷弹的是轻音里的吉他吗？！
阴阳怪气友谊长存！
＼花少北／＼花少北／＼花少北／＼花少北／
蕾丝太好听了
一周年快乐，阴阳怪气
阴阳怪气友谊长存
阴阳怪气永远滴神
阴阳怪气团！友谊长存！
阴阳怪气友谊长存！
你好可爱！
北北北北北北北
卧槽卧槽卧槽卧槽
友谊长存
中国拜大可爱
针不戳
阴阳怪气友谊长存！！！
北子哥太棒了！！！
出圈了呜呜呜呜呜呜呜呜
阴阳怪气友谊长存
我死了！！
啊啊啊啊啊好听
阴阳怪气友谊长存！！！
阴阳怪气一周年快乐！
你倾听我的喜悲
阴阳怪气友谊长存！！！！
阴阳怪气友谊长存！！
歌词和他们太贴切了
阴阳怪气友谊长存！
花少北，真不错
中国拜超级大可爱！
阴阳怪气友谊长存！！
呜呜呜呜呜呜呜
泪目
阴阳怪气友谊长存。欢天喜地友情不散！
阴阳怪气友谊长存!阴阳怪气友谊长存!
卧槽！！好听的！！！
快点走出来
某幻！！！！！
阴阳怪气友谊长存
你们也很可爱！！
阴阳怪气友谊长存！！！！
一周年快乐
阴阳怪气！！！！！！！
yygq友谊长存
赶紧出道翻唱区收获迷妹吧！！
我永远喜欢阴阳怪气！
北北
友谊长存
阴阳怪气友谊长存！
茄茄好温柔！
阴阳怪气友谊长存！！
阴阳怪气友谊长存！！！！！
阴阳怪气友谊长存
阴阳怪气友谊长存
阴阳怪气友谊长存
阴阳怪气友谊长存
阴阳怪气友谊长存！！！
阴阳怪气友谊长存
y阴阳怪气友谊长存！！！
阴阳怪气友谊长存！
友谊长存
阴阳怪气友谊长存！
阴阳怪气友谊长存
阴阳怪气友谊长存！
好温暖好温柔，枯了
你们都很可爱
花海中的少年一路向北
啊啊啊啊啊啊啊啊！太帅啦
好温柔好好听呜呜呜
马哥声音好干净
阴阳怪气友谊长存
阴阳怪气友谊长存！！！！
啊啊啊啊啊啊
阴阳怪气友谊长存！！
你的脸庞帅帅帅~
博爱唱歌是真的好听啊草
阴阳怪气友谊长存！
你们怪可爱的
怪可爱的
好棒好棒
阴阳怪气友谊长存！
阴阳怪气友谊长存！
马哥哥真的又帅又温柔～～
阿北你最可爱！！
怪可爱的
常远！！！
啊啊啊啊啊啊温柔小花
阴阳怪气友谊长存！！！
啊啊啊啊啊开心
我人没了
啊啊啊啊啊啊啊啊幻幻
阴阳怪气友谊长存
阴阳怪气友谊长存！！！
啊啊啊啊这段太绝了！！
我永远喜欢阴阳怪气。
人老了听不得这些，6眼泪咯
你们都很可爱！
阴阳怪气永远滴神
阴阳怪气，友谊长存！！！
阴阳怪气友谊长存！
阴阳怪气友谊长存
沁沁
阴阳怪气友谊长存！
你们快看这东西像不像傻妞
阴阳怪气友谊长存！
阴阳怪气友谊长存！
阴阳怪气友谊长存！！！！！
阴阳怪气友谊长存
 阴阳怪气，友谊长存。
好听
蕾丝＆北子！
阴阳怪气友谊长存！！！
阴阳怪气友谊长存
阴阳怪气友谊长存
老番茄的鼓棒除了鼓哪都敲了一遍
阴阳怪气友谊长存
热爱所向披靡，那就欢天喜地！
怪可爱的
阴阳怪气友谊长存
怪可爱的
小花太帅啦！！
阴阳怪气友谊长存
阴阳怪气友谊长存
阴阳怪气友谊长存！！
阴阳怪气友谊长存
啊啊啊啊啊啊啊啊啊啊小马啊太帅了呜呜呜
花海中的少年一路向北！
♪是角落里关上窗
这句真的好听死了
为好哥哥们打call
嗷嗷嗷嗷嗷
一周年！快乐！友谊长存！
最好的圣诞礼物！！！！
泪目呜呜呜呜！哥哥们好棒！
我的快乐回来了！你们都好可爱啊！
我爱了
台词指导：花少北
都好温柔啊啊呜呜呜
阴阴怪气友谊长存
拜好温柔！！！！
阴阳怪气友谊长存
该说不说的老蕾声压好强
马哥哥
♪它越来越疯狂
阴阳怪气友谊长存！
快乐！
北子声线好独特！
阴阳怪气友谊长存！！！
茄茄加油
阴阳怪气友谊长存！！！
阴阳怪气友谊长存
北子哥我好爱～
蕾丝好听！！！
大家都挺可爱的
马哥低音wsl
？？？？？？
忍了半天，听到这句绷不住了 
阴阳怪气友谊长存！！！！！
马哥哥好看
美颜暴击我死了
阴阳怪气友谊长存！！！
谢谢谢谢！
阴阳怪气友谊长存！！
马上买票
一周年快乐
中国boy啊啊啊啊啊啊啊啊啊
\博爱/\博爱/\博爱/\博爱/\博爱/\博爱/
阴阳怪气，友谊长存
中国boy是怎么做到声音温柔表情像憨子的
卧槽
阴阳怪气友谊长存
博爱博爱博爱博爱博爱博爱博爱博爱博爱博爱博爱博爱博爱博爱博爱博爱博爱博爱博爱博爱
好听
希望阴阳怪气以后还有好多好多周年，还要在一起很久很久很久
♪别再躲闪快从里面出来
阴阳怪气友谊长存！
阴阳怪气友谊长存
好好听啊啊
阴阳怪气友谊长存
阴阳怪气友谊长存！
阴阳怪气友谊长存
博爱的低音炮真的太杀我了
马哥——！
怪可爱的
阴阳怪气友谊长存！
博爱好温柔
阴阳怪气友谊长存！
小王真的好温柔！！
阴阳怪气友谊长存
阴阳怪气友谊长存！！！
阴阳怪气友谊长存
阴阳怪气友谊长存！
蕾丝声音好抓耳233
一周年快乐！！！！！阴阳怪气友谊长存
小花好适合这种歌啊
最后一句茄茄儿唱的鸭
阴阳怪气永远滴神
阴阳怪气！
再来亿遍！
茄茄
室友组啊啊啊啊啊啊
室友组的声线太搭了！
大家都好棒啊呜呜呜呜
wken
阴阳怪气一周年快乐！！！
阴阳怪气友谊长存
阴阳怪气友谊长存！！！
蕾丝yyds
阴阳怪气友谊长存！
阴阳怪气友谊长存
好听诶
马哥哥！
阴阳怪气友谊长存
北北呜呜呜呜太好听了
好家伙
小王好可爱哈哈哈哈哈哈哈哈
阴阳怪气友谊长存！
一周年快乐
阴阳怪气友谊长存
阴阳怪气要成为更好的自己！！
啊啊啊 切切说我可爱啊啊啊
阴阳怪气友谊长存
友谊长存
阴阳怪气友谊长存！！
啊啊啊啊啊啊啊太好听了太温柔了
怪可爱的
蕾丝好温柔！
注意伴奏后面的背景音是嘈杂的议论声
好听好听
蕾丝这次终于没有痛苦面具了！！！
开头见
老蕾翻唱区快点出道！！！啊啊啊啊啊啊啊啊
阴阳怪气友谊长存！！！！！！
小王太可爱了救命
花老师终于唱歌了！！！
阴阳怪气友谊长存
阴阳怪气友谊长存！！！
友谊长存
阴阳怪气友谊长存
王总好！
阴阳怪气友谊长存
好听！！
番茄番茄！
操这歌好好听
boy好可爱
沁姐好美
番茄偷偷注视你
我永远喜欢阴阳怪气！！！！
阴阳怪气友谊长存
阴阳怪气友谊长存！
阴阳怪气一周年快乐！！
阴阳怪气友谊长存啊啊！！！
膝盖及肩？腿长小北？
啊啊啊啊啊啊啊  阴阳怪气友谊长存
漂亮小马
阴阳怪气友谊长存
北子哥帅～～
阴阳怪气友谊长存！
阴阳怪气友谊长存！！！
北子！
阴阳怪气友谊常存
阴阳怪气友谊长存！
是否能梦到电子杨
靠靠靠太温柔了
李沁好美
中国拜好帅！
阴阳怪气友谊长存
再来亿遍
小花好呆哈哈哈哈好可爱
他们在发光啊
太好听啦
救命啊真的好帅啊
阴阳怪气友谊长存！
啊啊啊啊啊啊
阴阳怪气友情长存！
呜呜呜
某幻你真的很可爱哎
阴阳怪气友谊长存
阴阳怪气
梦幻联动！
阴阳怪气，怪可爱的
阴阳怪气一周年快乐！！！！
阴阳怪气友谊长存
室友组友谊长存！！！
你们也很可爱！
好听！
阴阳怪气一周年快乐
中国boy 中国boy 中国boy 中国boy 中国boy 中国boy
中国拜太帅辣
啊啊啊啊啊啊啊啊
阴阳怪气友谊长存！
阴阳怪气友谊长存！
爱了爱了爱了
背景说的话全都是质疑声
《你以为我不想在翻唱区收获一大批迷妹吗！？》
靠  boy  太好听了！！！！！！！
你怪可爱的
说实话合唱我只听到了小蕾和北子哥的声音（。
前方马王超绝温柔预警
网易云懂？
出道啦出道啦
奶音小北呜呜呜
好温柔呜呜呜呜
一周年快乐啊
阴阳怪气 一周年快乐！！
阴阳怪气一周年快乐！！！！
阴阳怪气永远滴神
小花！！
这个转场绝了
阴阳怪气
你很可爱！！
阴阳怪气友谊长存！
好听！！！！！！
单眼皮厚嘴唇，长得像个元谋人
阴阳怪气友谊长存
咳咳
想哭
阴阳怪气友谊长存
阴阳怪气友谊长存
阴阳怪气友谊长存
大家都好可爱阿
阴阳怪气友谊长存！！！
啊啊啊啊啊啊好绝几男的，好听死了
好好听
马哥声音绝了啊啊啊
好听！
你们都怪可爱的
阴阳怪气友谊长存
阴阳怪气友谊长存
一周年快乐
室友组友谊长存！
你们真的好棒啊
阴阳怪气友谊长存！！！！！
阴阳怪气友谊长存！
花少北！！！！
阴阳怪气友谊地久天长！
阴阳怪气友谊长存
一周年快乐
啊啊啊啊啊啊好好听！
中国boy中国boy中国boy中国boy中国boy
一周年快乐
一周年快乐
老番茄唱的好好听！！！！
番茄！
阴阳怪气友谊长存
太好听了蕾丝
幻幻幻幻幻幻幻幻幻幻幻幻幻
啊啊啊啊啊啊啊啊啊啊
一周年快乐！
阴阳怪气友谊长存！一周年快乐
好好听！
一周年快乐！！！！
阴阳怪气 友谊长存
阴阳怪气一周年快乐！
阴阳怪气友谊长存
怪可爱的
阴阳怪气好温柔啊！！！
室友组友谊长存
是你西红柿王力宏
阴阳怪气友谊长存！！！
你超可爱！  
阴阳怪气友谊长存
阴阳怪气友谊长存！！！
阴阳怪气友谊长存
好温柔呜呜呜呜呜呜呜呜
阴阳怪气友谊永存！
绝了！！！！！！
开头见各位
阴阳怪气友谊长存
阴阳怪气友谊长存
boy好憨憨哈哈哈
阴阳怪气友谊长存~~
番茄跟老蕾的7声音匹配度好高
阴阳怪气友谊长存
中国boy绝了
我是个男的就好了
马哥！！好听！！！
阴阳怪气 友谊长存
预定预定
阴阳怪气友谊长存！
小花奶音！！！
温柔的五个男孩子！！！！！！！
阴阳怪气友谊长存！
阴阳怪气友谊长存！！
啥啥
听哭了淦
你们也很可爱～
花少北花少北花少北花少北花少北花少北花少北
切切好温柔啊啊啊啊啊
室友组友谊长存！！！！
快出道翻唱区收获迷妹！
阴阳怪气yyds
我永远喜欢阴阳怪气
绝了
阴阳怪气友谊长存
中国boy大可爱
阴阳怪气友谊长存！！！！！
阴阳怪气友谊长存
小马绝美
切切声音真的好好听啊
博爱博爱博爱博爱博爱博爱博爱博爱博爱博爱博爱博爱博爱博爱博爱
阴阳怪气友谊长存！
阴阳怪气周年快乐！
好听！
好听
阴阳怪气友谊长存
阴阳怪气友谊长存
阴阳怪气友谊长存！！！
yygq
友谊长存
boy的辨识度好高
