mdanmum
09年可能就开始接触b站了 木鱼是我看到现在早期up主里唯一一个坚持初心 不走恶心饭圈路线的的up
少年老成像
17 万了
卢布廖夫！
牛逼
看了眼时长 我先投币吧
终于要更新宫崎骏了
跪求今敏
可怕
已经17了
库布里克yyds
鼓励这样的视频，投两个币
良心制作
进度条君，爱了
前方高能！！！！
16万是在看不起在座的各位吗？
来了
周末考试啦
直接三连
之神
我爱雷苗
20991正在看认真的吗
哼哼16万瞧不起谁呢
17万了
两万人再看
OMG
....
哇
好家伙
来了
雨中曲
没硬币了 欠你两个
三连再看好习惯
2333
够了
哈哈哈哈哈
分10期发啊哈哈哈
？？？99分钟
可以高一点的
淦！！！！！！
22895人  你们好啊
木鱼牛逼！
99分钟，我去
才16万 你就是要160万赞老子照样给你点到看
妈呀，这个时长
已买好吃的，准备开场！！！！！
什么时候打算出关于这三个导演的“电影史话”？
终于！！
三连
辛苦了！
一天不到16W
这时常。直接三连
来了来了
99分钟  牛
16万已经到了
混剪舒适
过了
服气
三联三
我也是天才
上帝库布里克
尼康大f
已经过了
先点为敬
24915人同时观看
漫威之神斯坦李
蝙蝠侠好评
上帝ana
太牛了，点赞16万，投币竟然更多，17万！
这开头音乐是东成西就里的“我爱你”
16.3w了
好家伙  我直接好家伙
我滴妈呀  25231在看
好 朋 友
能讲期押井守吗
除客哪刀
超16万了
6666
时长感人
区区16w看我们点爆他
14小时，16万离谱啊
卧槽这时长
已经过了
这在国内不被视觉中国玩死？
明天讨论班讲这个定维就不困了～
Here's Johnny！！！
木鱼NB！！！！！！！！
这个时长太可怕了
14小时十六万了
100分钟？看电影？这么给力吗？
逮捕李定维
太空漫游2001永远滴神
用心的影评人！！！
到了到了！冲！
16.1万了
四格漫画
15个小时就16万了
混个弹幕
99！
宫崎骏
爸爸给啥就喜欢啥，真好
十六万了
原纪录片说的这是针对电影音乐的使用，分为库布里克前，和库布里克后。
是不是不到16万就讲别人不讲宫崎骏了
宫崎老爷子，冲冲冲！！！！
刚好16万了
先投为敬
木鱼NB
这也太肝了！
好家伙，咕咕了那么久终于来了
等宫崎骏
时长满意！！！
全能大声
为了宫崎骏，冲
ohhhhhhhhhhhh！
25617人正在观看
99？
卧槽
15.9w
ohhhhhhhhhhhhhh
好家伙，真长！！辛苦了！
15.9了
哦哦哦
G小调第十四交响曲
这时长，爱了爱了。
蒙哥马利.克里夫特
牛哇
这次不是预告
最爱宫崎骏
冲冲冲
我居然一部都没看过。。
我的个鬼鬼，一个半小时
老文青了
大电影
真 后浪
进度条，时长，，，
这个片头太牛了
新来   三连
离谱啊
肝鬼木鱼
xdm，赶紧去点赞
除了客户端 哪里都有刀斯林
《朋友》
ohhhhhhh
他来了，他来了
十六万啦
终于到月底了
这剪辑太舒服了
进度条三连.............
来了来了
啊z
瞧不起谁呢？
上课铃暴击
我去，这个时长是真的嘛
投币必点赞还多
暂停点个赞
好家伙
投币比点赞还多
来了来了来了！
0.6，加油兄弟们！
先三连再看
已经到了
大家冲鸭
电影史话本身就一部电影卧槽
点赞届的拿破仑们都来啊
那个年代的人13岁能学完初中，真的牛气
别说十六万，三四十万都不成问题
全体起立
6666666
先缓存 明天上班看……
笑死我了
99分钟
先赞后看
抖音小短片
阿汤哥的旁白
时长感人 直接三联
打卡
诺兰
那我必三连
瞧不起谁
厉害了
一部电影的长度
好家伙这时间我直接三联
真的是终于来了
点赞再看
现在15万说已经20万的有点离谱（你穿越了？
破战之光
看我发现了什么
投币再看
赞赞赞
雨中曲
上期就预告宫崎骏了，然后就突然来了库布里克
16万了，今年能看到吗
3.0+6666
不加速这视频2个半小时能看完吗
下期是好久啊
我也墙推宫崎骏
我我我我我擦。。。。。
up主这是整个纪录片了
画面太美了
论父亲的重要性
16万走起
硬币给你到16W 交易一波
看不起谁呢？
先买单后吃饭
看看
期待已久
好家伙！
大开眼界真的好看
坐等王家卫
实至名归好吧
啊天哪
我tm点爆
太长了 辛苦辛苦 
啊啊啊啊啊啊啊啊宫崎峻老爷子！！！！！！
欢迎收看币比攒多系列
先3连在看
真长
2.5+
为了我的宫崎骏
牛的
电影界的拿破仑
终于
先投为敬…………
马赛曲
这没办法，三连跑不了
有一种动态感
黑眼圈？？
人类的本质就是复读机
哈哈哈哈哈哈哈哈
这个俄文就很灵性
哇哦！兄弟们冲啊！
时长感动人！
现在快十五万了！！！！
终于等到你！唯有三连，才能表达我的敬意！
14.7万
好家伙有求必应鱼
99?
20万我感觉都洒洒水都行
伯格曼的电影宇宙第一难懂
秋日奏鸣曲吧
除了客户端哪里都有刀斯林
一天就让你过16万
大制作
还有超前的审美
美国2年初中4年高中
应该是《秋日奏鸣曲》
灯塔
很有镜头故事感
持久
鱼，你真猛
电影之神
冲冲冲宫崎骏
16万，看不起谁呢
大师
来了
这三样我现在也会了
14.4万
进度条？！
木鱼水心，永远滴神！
为木鱼大大贡献弹幕
雨中曲！！！
太酷了
这才多久 已经13w多了
好家伙我直接好家伙
龟龟
UP猪怎么这么长
看见库布里克我直接先三连
不仅卖东西给你，还要进单位
小施特劳斯的春之圆舞曲！
我爱你爱得都不行了
才意识到进度条，是我今天看不起的解说
f
第一万条弹幕
OP厉害了
我想看姜文
冲啊
这时长真是 我在看电影么？
什么跟什么
三连
点赞
留给他一面墙吧
利用职权
魔鬼进度条
魔鬼进度条
16万，要求也太低了
冲！！！
呜，看见就有点想哭...
我爱你我的神
众所周知。。。
你好长啊
先投币再看的
先投币再看
他来了他来了 他带着他的大胡子走来了
!!!!
不讲武德
伍迪艾伦！！！
厉害
我的最爱
不止家庭教育，天赋也同样重要
时长感人
宫崎骏，兄弟冲冲冲，顶上去顶上去！
木鱼yyds
99分钟？
19914人同时观看哎！！！！！
19814在看就离谱
加油  这个系列可以做下去
木鱼水心牛逼
点完赞先撤，周末再来
吹太狠啦
16万，看不起谁？
看到这里我已经泪目了
wow
点赞点赞
大家快三连！
三联了
]
冲冲冲
牛批，一部电影这么长
自信点，后面多加几个零都ok
13万啦
xdm，加油点赞
木语 牌面 1万8千多人再看
哈哈哈哈
14.2万了，冲冲冲
我好想看到了罗纳尔多年轻的时候
库布里克凝视
《朋友》
人也可以分为:成长前和成长后/歪嘴
好家伙
这个开头我直接吹爆！
热乎
《神的电影》
好家伙99分钟，怪不得做这么久
哇 99分钟
一部电影的时长
请各位三连
几岁开始读小学的？？
绝了
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊，宫崎骏！！木鱼太好了
冲冲冲
懂了，这就去找我爸要一个玩具印钞机
16万？？？瞧谁不起呢
太空漫游
99？
16万冲啊
来了来了
冲呀！
电影届的拿破仑
进度条使人舒适
戈达尔前与戈达尔后
牛b
++++--*//*-*/-*/-*-*//*--*/*-/*-*-*-*-/*-88
吓死了哦
那么多人在看？？
木鱼牛b！！！
考研人来放松了
挖槽   99分钟
牛逼 投币比点赞多
“活着比死去好”
众所周知
有点牵强了吧
1万多人正在看，哈哈
先三连了再说
我愿称你为肝帝
时长相当于一部电影
芜湖
库布里克凝视
！！！！！！！！！！
电影界的达芬奇
宫崎骏！！！！想看想看！！！！
这不三连对得起木鱼?
穿越者
三连
还以为是诺顿
现在有14665个人在和我一起看这篇史话
论一个好父亲的重要性
时长感人
sound of silence好评
99分钟？？？？
先投币
这个时候是胶卷每一个都是独一无二的
好家伙
来了
终于来了
听到宫崎骏秒赞
看到老库我啪一下就来了 很快啊
今天不是进图条死就是我的肝活
好长
老规矩，没看之前三连
先赞为进
好家伙
鬼才
哈哈哈
冲冲冲
好强
好帅
舍不得看，怎么办》？？？？？？？？
ＧＣＭＧ
冲击32万赞
肝帝
标准电影时长！
肝帝
我喜欢啊
冲击32万赞
币比赞多
好家伙
女主角被逼疯了
导演雏形开始了
哈哈哈哈
来了 来啦
都是讲逻辑的
汽车应该也不在话下
三连给了
太皮了
家里有钱
影响巨大
这么长！
来了来了
10000个小伙伴们，你们在哪
从不走套路
都很牛逼
报纸老板：我呢？
salute
片头nb
老库吹了哈哈
懂了，这就去阅读，这就去拍摄，这就去下象棋
我点了啊
！！！
这个时长！你真的是太厉害了！
16万，这是瞧不起谁啊
这长度，厉害了
UP主你的肝还在吗？！！！？
哇！
史诗巨作
卧槽，竟然都是他的作品
快点赞啊兄弟们！
死人只知道一件事，那就是还是活着更好
三连三连
99分钟？？？？？？？？？
12.5W了
11007在看
我直接特么三连，不多bb
6666
我等到了什么
你在看不起谁？兄弟们点死他
小看谁呢？16万？？？
我想充电1
三连支持
好长啊
BGM，联想到了立青
10046人正在看
在这方面确实很暴君
首页警告
冲啊
我喜欢这个时长
木鱼yyds
.
吓得我赶紧三连
三连为敬
血书木鱼大大慢慢肝宫崎骏！
16万，你瞧不起谁啊
好家伙！
Ohhhhhhhhhhhhhh
上次收藏过八万。。。
挚爱宫崎骏爷爷
哇 这时长 赞了
木鱼水心，永远滴神
2333
电影界的拿破仑
损友
来了来了
99分钟
？？
谢谢木鱼
冲鸭
。】
12万了
电影界的拿破仑
好家伙一百分钟
转场爱了
起床
看到时长，我反手就是一个三连
先三连再看
好家伙
五十年后的4.12我出生了
三连
三连走起
hahah
大开眼界！！
大开眼界 我的启蒙
宫崎骏冲冲冲
赤井秀一直呼内行
朋友：？？
家里挺有钱的
20万了 求求你啦
好家伙
\ 白话八股、
BGM：斯卡布罗集市，毕业季电影的音乐
进度条预警
芜湖
我直接3连
加油 冲冲
爱死啦
来了来了
ohhhhhhhhh ohhhhhhhhh
发条橙居然是1971年的，虽然我看过好久了，说他2020都不违和
这市场
是的，从果找因，人的塑造不是一个两个事物可以成型的
饭吃完了。晚上吃饭再看
怎么没有弹幕
。。。。。。。
弹幕。。。
十六万，干了？
几万？十万？看不起谁呢？
芜湖:)
据说，来得早，傻子也能上热评
没有人嘛
来了
早起党的胜利
1播放1弹幕
hi
我要不是写年终小结不会看到这个
胜利
我来啦我好早
我摊牌了，我没睡
早安早安
就是我
来了来了
看时长 惊了
我最爱的发条橙
第一 吼吼吼吼吼吼吼
我去早起的鸟儿有虫吃啊
爱你
这么早的么
该来的还是回来的
爱你
ohhhhhh终于来了
早
我的天
考研加油
这长度惊了
肝帝届 拿破仑
冲冲冲
！！！！！
早
美好的一天开始啦
早
早上好
片头nb
三连了
早早
时常感人
来了
三连了，木鱼辛苦了
上次是不是也是这么说的=-=
《呜呼，瞧瞧我终于等到了什么》
卧槽  你们都住b站
啊这
木鱼！
早安
前排围观，期待宫崎骏专题
那么早
木鱼nb
我来了
第一次这么早
早啊早啊
早上好，各位
早呀早呀
哈哈
大家快点赞！！！！！！
太早了吧
终于等到你！！！
期待
早
99.44分钟，哇！
一键三连
早上好各位打工人
先三连再看
在吃早餐
早起的胜利
已经是赞赞的了
关上3000的大门
带制作
早期的鸟儿有虫吃=）
被清掉了吧
熬夜党的胜利！
怪怪99分钟
早上7点，大家都起这么早吗？
16万，你太瞧不起粉丝了。
《众所周知，不查一下百科不会知道的东西》
哇～早起惊喜
都点赞啊xdm
他是美國人有這個條件
还有兴趣爱好
来了
宫崎骏！！！
早上好
这不是黑桐干也哼的曲子么
早起的鸟儿有惊喜
早上好，各位
没人？？？？
自信点，点赞破20w
时长感人，99分钟
⬅️前面的上次是这么说的，但是没达成呀
终于来了
木鱼加油！
太用心了up！
哇哇哇哇，宫崎骏，冲冲冲冲冲
早
早上好，打工人们
15分钟？
BGM: 马赛曲
早起大餐
早起第一眼就是看看有没有更新！
看看我刷到了什么！早起的快乐！
早上6点钟，居然1000人正在看
电影界的拿破仑
威廉退尔序曲
早上好
在吃杂粮煎饼
上D
已经宣传了很久的库布里克，好期待！
虽然但是三连不会迟到
大开眼界好看
打工人早啊
好像上次就是这么说的
ohhhhhhh
他来了他来了
20分钟 好近
雨中曲的
发条橙
民那桑早安！
早上好
热乎的
早
BGM太好了吧
为什么这个画面感觉很漂亮，可是暂停后觉得一般。
热乎的
先三连再看！
木鱼好棒
my gosh  
早起的好
通宵党的胜利！！！
早起党胜利
先三连，晚上再看
早
早起的鸟儿！！
B站看过最长的视频
都给我起来看
有的
这时长nb
13部长片，有5部可以排进前100，神...
第4178赞
来了来了来了！
大佬
热乎
他拍照的这个本事是天生的么。。
好家伙
hahaha
早
不讲武德，搞偷袭（゜◇゜）
又是一个坑
他来了他来了
前面说六点的，因为有海外党啊
666666
这个时长。。。
进度条太过感人
哦哦哦！
果断点赞，等一个宫崎骏^ _ ^
三连在看
早
看到时长我流下了感动的泪水
哦吼吼
千呼万唤使出来
大家早啊～
冲冲冲啊
等了近一个月，库布里克系列终于出来啦！
呜呜呜这个时长感动哭了，木鱼一直在用心做节目
大制作！
我们…只能仰望这位伟大的电影之神
快三连啊同志们
早！！！
哇早起党的胜利
三连再看好习惯
早起的鸟先得食
早起党的胜利
三连再看
鬼见条
偶偶飘过一条弹幕这样看最爽
早上好各位
！！！！
真的是在拍电影
流量在燃烧
期待！！！
先三连，攒一波在看！
这剪片也太漂亮了吧
哈哈哈哈
早上好
三连为敬
早啊
实时对话
过年了
考研届的拿破仑来看电影届的拿破仑了
小凯出来挨打
先三联，有时间再看
早上好
直接三连 木鱼注意身体啊
致敬大师
先三连
时长先三连
神!
早
经典库布里克凝视
活该你赚钱我给你粉丝多。
终于等到
实话，可惜了A.I.
哦，我的上帝，瞧瞧我发现了什么​
你的努力值得我们一键三连
三连再看
先三连
起床届的拿破仑来了
太早了
这么早？
无敌
父母给啥就爱好啥……
这渲染得多丝滑呐
考研人早起看木鱼
来了来了
交友不慎
有多少导演是从小时候的相机开始的
期待！！！
啊这
冲！！
大制作
16万，看不起谁呢
好长
哦哦哦哦，烫
这女演员绝对可以演杀手~
早上好
上帝中的拿破仑
99～～
直接三连
考研党加一
牛的
音乐鉴赏课老师放过
这……保重身体
你不睡觉的吗
久等了
发条橙吗那是
先点赞后看
一个小时一万多赞
好持久
打工人在地铁上看木鱼
阿婆主应该是钛合金粉
早起的虫儿有鸟吃 嘿嘿
爱好：我全是父亲给的
这时长让我很为难啊
我不起床了
先三连 后看
我的盘古，看看我发现了什么
666
你再瞪
第四千个收藏的！记录一下
宫崎骏
你提宫崎骏
来了来了
ohhhhh
点起来！
电影界的拿破仑
我都投币了
服
时长爱了
上帝叫我上帝
良心片长
哈哈来啊
小心肝啊
我觉得黑白照片更有表现力
我的个天，你是剪了个电影出来？
早上好大家！
哎~大意了啊~我没有闪 直接投币再看
B站最牛逼自制解析了！！！
呜呼～终于等到了 
宫崎骏动漫专题至少得有2个小时的时长吧
看简介！
这句台词翻译错了吧
99分钟牛逼了这是纪录片呢
海外党，熬夜界的拿破仑
卧槽，一个小时1.4万的投币了，俺也来三连了
先三连，辛苦木鱼了
片长惊人
期待期待
peter parker
直接三连
我也来点赞啦，1.7万个赞
牛逼太强了
卧槽一个半小时
希望各位能够踊跃点赞投币，这制作程度真的太肝了
好家伙
好家伙
一个小时1.5万投币啧啧啧
通宵党看木鱼
这时长
电影界的拿破仑
发条橙？
先退出去，三连三连
三连为敬
期待
那么你就是肝神
学生党路过
点赞怎么够 得3连
早起的鸟儿有虫吃
啊啊啊啊期待
我觉得库布里克总是喜欢讲人性是如何泯灭的
太牛了
宫崎骏！！！
离谱
已三连
神 牛
我第一  荣耀哥NB
芜湖
期末人早起看木鱼
导演中的拿破仑
库布里克 永远的神
路透社
大家记得三连啊
上D谢彬
看这神仙娟容
好家伙，这时长
神话
这是当年的后浪啊
这张 这么像天堂电影院的多多
宫崎骏 上次也说我 信你个鬼
小时候他有的我都有，他学的我也学了，现在是个会计
谢彬
1000
冲冲冲！！！！！
99分钟！
大早上的 还让不让人上班了
BGM:第二圆舞曲-肖斯塔科维奇
先收藏
上D
库老爷子三大爱好！！
一个半小时。。。。
6666
先三连，后观看
推荐一下《大开眼界》，记得一个人看
额，没翻译错（better to be alive)
也很善于抓住机会诶
刚睡醒就看到木鱼更新了
先三连了
点赞呀，兄弟们
我先三连了
真正的大师
点起来
三连了
早上好，各位
bgm是雨中曲哎
966
很擅长捕捉人物情绪
进度条感人
不管，先一键三连为敬！！！
他来了！！！！！
2333
呀吼
哇哦
警告！警告！请留意进度条！
三连再看
木鱼大大辛苦了
库布里克的确有部电影《拿破仑》，不过没拍成功，后来拍了《巴里林登》
表白木鱼
久等了
这个镜头，昆汀的那个几恶人是致敬这个吗？
在中国可能被视觉中国坑死，一辈子不碰摄影
那时候都有相机送的....
冲啊！！！
宫崎骏！！！点赞干嘛呀，愣着呀！
《雨中曲》！！！！
16w看不起谁，上个20w
这是一部电影么
肝帝
三位一体
冲冲冲冲冲冲
卧槽，终于来了
反手一个三连
早间史话
良心UP主！！
16万？瞧不起谁呢
早
这个长度，足额
说实话，大开眼戒我是当黄片看的
都好好看呀，果然天才各个领域
这个时长，爱了爱了︿(￣︶￣)︿
讲的真细啊
就这1分钟片头够我做3天的
期待
先三连安排
期末人
电影届的拿破仑！
宫崎骏
雨中曲！！！！！
考研党来了啊
终于！
全体起立！！
直接三连
区区16W
25美元是巨款了
热乎
赶快点赞过16万，我等官大师等很久了
当个电影看
先赞为敬
期末人+1
这时长？？？
啊啊啊啊啊点赞！
100分钟的奇迹
求这时候的BGM
来了
。。。。。。
我擦看电影拿
结尾见，兄弟们
结尾见，兄弟们
打游戏打魔怔了吧
三连再看，这时长我惊了
宫崎骏！！！！
宫崎骏老爷子
哪里能看到大开眼界啊，兄弟们？
啊啊啊啊啊期待期待
带制作
给我过16万！
宫崎英高
雨中曲！
这么长？？我的天哪不得了
宫崎老贼
666
Bgm sound of silence
进度条超神
哦！
厉害啊
等等，这进度条，bug？
这三连用你们提醒？
他学的我也学了 也是我爸送的相机 我现在是个码农
宫崎骏！！！
木鱼值得期待
我四连了
先赞再看
三连三连
b站应该改一下了，这个视频不应该只能投两个币
这时长
快点赞 快点赞  宫崎骏
直接3连
三连再看
点赞啊
三连了
不容易不容易
哈哈哈哈鸡贼
《全金属外壳》好看
呜呜呜
三连走起
呕心沥血
想看塔可夫斯基
中国式家长……
时长！！！
库布里克的凝视
被清了 就剩20多个弹幕了
16个小时
bgm上流！
三联再看
直接三联，有空再看
电影时长呀！好评，木鱼真的用心了！
经典摆拍
看我发现了什么！
冲啊兄弟们
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
期待！！！！！
看过大开眼戒
宫崎骏！
恭喜og的那个过了啊（狗头）
木鱼注意身体
时长爱了
木鱼铁肝
电影的长度啊
三连了
大早上就来了
昨天没等到更新还有些失落，今天看到99分钟震惊了
求快点出宫崎骏！！！
感谢木鱼，让我周三的上午偷闲看了一部电影
bgm导肖斯塔科维奇
期待好久了
片头NB
先三连，等我考完研马上看！！！！
所以人家才是天才嘛
我直接三连
我还是更喜欢库布里克
木鱼牛逼
真好这么年轻就有摄影经验
拍的真好
三连！库布里克 永远的神！
nbnbnbb
小伙伴们坐好，来看电影啦
哈哈哈哈哈哈
库布里克纪录片
前
大家记得三连啊
3.1万
你瞅啥
后浪
先占个地
16万，瞧不起谁呢
后浪
我是在看一部电影么
苏莱恩的神之侧颜
寂静之声
寂静之声个p，这是舒伯特的小夜曲
tql
2小时
冲呀！！！！！
进度条
噶感动了
电影史的拿破仑
大开眼界汤姆哥
哇偶偶偶偶偶偶偶偶偶偶偶偶偶偶偶偶偶偶偶偶偶偶偶偶偶
好家伙，千呼万唤始出来
99分钟 牛逼
bgm是sound of silence吧
你是真的肝
斯皮尔伯格对自己定位很精准啊
我也不写作业，四舍五入我就是……
时长感人
恭喜OG
三连致敬
99分钟？
斯皮尔伯格：而我就不一样了
来张糖盖儿
好爹啊
我来了老公
芭芭拉冲鸭
哇啊啊啊啊啊啊啊啊啊啊啊
点了
非常期待哦
左上角好评
三联再看haha
这个进度条。。。。。。。。
永远的神
翻译错了，是活着更好，是to不是than
两个鬼故事:进度条
父亲的影响
gkd
雨中曲赛高！
早安各位
期待！！
木鱼也太敬业了！！！先一键三连再看！
冲啊
木鱼牛壁牛壁牛壁牛壁牛壁牛壁
16万，你看不起谁呢
电影界的拿破仑
点赞，诶摁太久了，变三连了
木鱼牛逼，三连致敬。！！！！！！！
你值得！！！！卧槽！！！！
冲冲冲
这进度条
三连为敬
宫崎骏！！！！
听见宫崎骏我就立马点赞了！好耶！
时长界拿破仑
啊这
那必须点赞
牛逼
读一本书得到作者的心血，看一部电影享受导演营造的梦境
1万多人一大早都在摸鱼
99分钟
好家伙，一部电影时常
这开篇剪辑强了
哇！！！
好家伙，一部电影时常
先三连了再说
11256人正在看。。。木鱼实红
发条橙
这就是剪了半小时后的一百分钟
16万兄弟们加油啊
yyds
先点为敬
才，16万，看不起谁，兄弟们上
三个小时4.4w
哇，下期宫崎骏啊啊啊啊啊！先把下期的币也投了
三个小时，已经4.3万了
OHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH！
cardi b？ bronx
老快手了
才16W？
三连
敏锐的观察视角
可以 安排！
三连了
我去，这么长
我直接三连
这时长，ai了
冲冲冲宫崎骏
先三连，再欣赏
啊啊啊宫崎骏！
背景bgm：马赛曲
进度条好家伙
wc
老摆拍怪了
我愿称之为肝神
求bgm
啊啊啊啊
你们是魔鬼吗
好家伙12284人
不仅点赞，还要三连
精彩啊！！
哇偶
高中毕业
20年后见
若是讲这三又是得六七个小时，这三人也够大家研究很久很久了
电影界的拿破仑
bgm：马赛曲
宫崎
这个长度
木鱼木鱼我还想要诺兰的电影史话！币都给你！！
真的牛
太强了
哇，宫崎骏，！都给我点赞
先投再看
千呼万唤始出来
真朋友
工人马赛曲
"ame,出来看上帝"
握草  冲！
真正的GCMG
99分钟，等了一个月值了
来了！！！
来了
一键三连，哈哈
666666
你的视频时间越长 内容越精彩啊 不担心掺水 辛苦了
16w点赞出宫崎骏！
好耶
来了来了！
13565个正在看 。。。。。
中单之神！
哈哈哈哈
电影
天呐好厉害 不知道的还以为大片截图呢
我要这币有何用
冷冷冷冷冷
伦一个健康的爱好有多么重要
瞧不起谁呢
13岁中国才初一
Bebop！！！！！！！！
。绝了
没钱可能就不拍电影了·
剧场版
是家庭富裕造就了他
珍惜吧，兄弟们，认真做视频的人不应该被埋没！！！！nb
进度条感人
好导演都是摄影师出身哦……
"蛐蛐16万, 你太小看我们了.. 兄弟们走起"
等等，13岁结束初中
哇
必须三连
先三连再看
先三连 回宿舍再看
来了来了
牛逼
宫崎骏见
太小看我们了
宫崎骏宫崎骏！！！
工具人朋友
冲鸭
4小时不到，5w了
爆肝
160万走起
不错不错
99分钟！
时长感人
下意识看进度条时长
三连后再看
提前过年！！！！！！！！！！！！！！
强势留下脚印！！！
懂了，同志们帮帮忙，咱们给他安排上
没有16万就尴尬了
威廉退尔
先三连了
直接就马赛曲？？？
库布里克已经来了，希区柯克还会远吗
这个时常不给币说不过去了
感谢=木鱼
那个年代送相机，这爹真的可以
Ohhhhhhhhhhhhhhhh 宫崎骏啊！！兄弟们加油啊！！！！！！！
业界良心
这个时长……
99分钟
我爹买国际象棋给自己，买书给自己，我啥都不会
啊啊啊，宫崎骏
好家伙
夸
来了来了！库布里克凝视
这次不容易啊
库布里克凝视
好家伙直接剪了个纪录片
春之声圆舞曲
这工程量我直接三连再看
cardi b from  the bronx
100
终于555
点赞，给我点，不单是为了下期，更为了这进度条
bgm莫扎特第四十交响乐
都给我点赞
等待界的拿破仑
song of silence！
他来了！他来了！他终于带着库布里克来了！
谢谢你，罗斯福
大制作
已经5.7万了
欢迎收看走进科学之《库布里克》
投完币再来看
直接更就行啊哈哈
相机不是盈利大头 那时候是胶卷和相关的服务
哈哈哈哈哈 男主角被套路了
威廉退尔
恭喜og
99分钟服
马赛
威廉退尔
上d
有能力的没条件，有条件的没能力，所以神是很稀有的
好爹
来了来了！
争取未来做一个这样的父亲
把雨中曲放进发条橙也是有点恶趣味
导演
三连为敬
雨中曲
哈哈哈诺兰占了几个？
东成西就啊
三连必须的
终于！！！！！
等了好久了！！！！！激动，木鱼辛苦了
一人即使电影史
好长
看到这个时长我啪的一下就投币了，很快啊
爽快的开篇剪辑
16万？？太少了太少了
好
三连奉上
这样看来他父亲的影响他很多很多
加油
没三连的快去！！！
fghjfgj
春之声，老施特劳斯
木鱼辛苦
类目
快手摆拍
bgm：小约翰·施特劳斯的《春之声圆舞曲》
！！！！！！！！宫崎骏！！！！！！
来咯
冲鸭
万人观影团！
有父亲有跟没有一样
瞧不起小孩子？
全体起立
bgm：舒伯特《小夜曲》
是better to
看电影啦
有点儿印度人的感觉
bgm：莫扎特《第40号交响曲》
影评届的拿破仑。
冲冲冲冲
我愿称之为肝帝
扣个1兄弟们
善用屏蔽，专注于有价值的思想交流
先赞再看
鬼见条啊！！！！！
坐标点：硬币=点赞=6.3w
bgm：肖斯塔科维奇《第二爵士组曲  第二圆舞曲》
先看为敬
三连围巾
哈哈哈哈哈哈哈哈哈哈
啥意思，他那是成人的白
bgm：肖斯塔科维奇《第二爵士组曲  第二圆舞曲》
2001
冲冲冲！！！！！
我先三连了，每期电影史话都三连收藏
宫崎骏！！
水深火热的啊美利坚
考研人来啦
土豪
我先三连了，你们给点力啊
来了来了
为了下一期直接三连！！！
哈哈哈哈我现在就在Bronx
都在划水吗？
赞起来啊
两万人在看？
哇哇哇，期待了好久，存了存了慢慢看，木鱼妈妈爱你！
啊啊啊啊啊啊啊啊啊期待
热热乎乎香喷喷热腾腾出炉啦
三连定三个可以吗！！！
就很值得三连
一键三连
真厉害
兄弟们我们直接干到60万
天才
早上好大家
娃娃哇
牛逼
已三连
友谊粉碎机
买好爆米花了
宫崎骏！！！为什么一个人只能点一个赞！！！
222222
张伟？
冲啊16万！！
三联再看
期待！！！！！！！！
太牛了
父亲好棒啊
说了都快一个月了，终于来了。
！！！！！！！！！！！！！！！！
