1播放量！第一！
加下神父 buzhidao
表弟
爷青结
学编程走火入魔掉光头发的你↓
没厕所笑死
有内味了
杀气
厚礼谢
hi hi hi hihi hi
大家都等疯了
xdm  记得一键三连哦！
同志们看简介，收藏收藏
你还有脸回来？！
朕的翻译呢？
《好 起 来 了》（确信）
热乎！
音容宛在 笑貌犹存
ni谁
不过确实挺长的，五十分钟
前方浪笑
太好了
嗯！就是这个味儿
555……终于回来了
我第一章早忘了
水友：小熊flippy拖更三个月了
我还以为我特别关注出错了
夺笋
马上就到你家门口
这时长勉强算2更
我来组成皮*
物理驱魔
真实
你还有脸回来，失踪人口回归，我的湖景谷呢
你还有脸回来 失踪人口回归 我的湖景谷呢
第一章什么来着
爷回春
泪目
好长啊
才15分钟而已
他放飞自我了
熊哥好长
费  斯
给爷笑个
你还有脸回来
小熊直播过
有
爷青回
哈哈哈哈哈哈哈
旧社会的压迫！
ben把他们都烧死了
看着弹幕一点一点多起来
别瞧不起人类，恶魔！
还可以
红眼病，哈哈哈哈哈哈
哈哈哈哈
在看的兄弟发个弹幕呗 就现在 七点半
Stirling公式
《关于我爷爷去世了也没等到熊哥更新这档事》
5555
熊鸽，你看艾米的名字想不想湖景谷里的艾米？
蘑菇？
怎么有点眼熟啊？不是前苏联睡眠实验那个都市传说的怪人吗？
呃呃
有
小熊fillpy拖更两周后
别瞧不起人类，恶魔
终于更新了
你哈哈哈哈哈哈
普奇，是你！【狗头】
小熊fillpy拖更三个月后
你还有脸回来！
？
爷清结
爷清回
安 详
ohhhhhhhh
虚了
你还有脸回来
谢谢，抓到了热乎的
完全一致
熊哥好长
烫的！！！！
全部木大
爷青结
你还有脸回来！
迈克尔:我变秃了，也变强了 
有1么？
朋友萌，看简介哦
我先去补第一章
《有善温暖》
嗯，是内味了
旧 社 会
你还有脸回来！
建议熊哥去配音
时间太长了，就算看过的也都忘的差不多了。
熊哥终于想起了他的B站密码
音容宛在         含笑九泉
你是谁
爷清结
第一部我都看了四遍了，熟记于心熬
等着吧，一定会更多的。
你还有脸回来
本色出演
看完这期视频还要再等两个月啊
我先去看第一集了
现在的时间还早，之后弹幕一定会更多的。
现在看看还是很阴间
众所周知。如厕都在大街上
4901人
爷青结
毕，你通关了
加油熊哥，永远支持！！！
艾米库博
等到更新的水友
爷春结
(   ･᷅ὢ･᷄ )
元气男孩
  有人吗？
恶魔不要瞧不起人类！
你咒我！
你真的还有脸回来！啊！
大家点个收藏吧
热乎
鬼畜
惊了
堕落成蘑菇
你还好意思说
英容犹在
有内味了
已一键三连，这次一定。
热乎
熬夜看视频第二天上了一天班还要加班的你。
《 好 起 来 了 》
还热乎还热乎！
今天正好高中放假，就看到熊哥更新了（开心）
30000收藏明天就出新视频!
本色出演
热门博主
失踪人口回归
R.I.P
艾米库博
发现月更UP主更新以后的你
我的湖景谷呢
把眼睛揉红的你
你还有脸回来
经常熬夜的你
爷爷，你关注的up主更新了
他脱发了
小熊fillpy拖更两周后
所以生化。。。。危机呢
小熊fillpy拖更三周后
第一章我看了五遍
水友现状
熊哥熊哥！！！！！
盖亚，
爷青回
终于更新了…  有生之年系列！
哎，又要烧一部手机给我爷爷了
你还有脸回来
在我们的视角里这是一场必败的驱魔
111
熊哥！
爷青回
一边骂骂咧咧一边一键三连
热乎！
专业驱魔人小熊flippy
你还有脸回来，失踪人口回归
现在看小熊的视频都得先考个古，不然接不上啊
哇啊啊~
你还有脸回来
塞巴蒂安：？？？
你还有……不对，你终于回来了啊！！(猛男落泪)
你还有脸回来 失踪人口回归 我的湖景谷呢
I can help you～
你还有脸回来
其实三句话概括一下，就是神父驱魔失败，几年后又回到这里重新驱魔，历经万难驱魔成功
舒服了
油 no 那sing～
热乎，信仰出第二章啦，当初就是看了熊哥玩信仰入坑的
香芋味小人
有6000个人再看
大家多收藏
前来一健三联
看我发现了什么！
有那味儿了
迈克尔·杜蕾斯！（滑稽）
收藏收藏
哈哈哈哈
厕所在卧室阿
很好！很有精神！！
熊门弄笑
好家伙，即使知道也都忘了
哇 失踪区up
听满离
没厕所
睿智的笑容
我的纸人2呢
你还有脸回来
吸血鬼附身（不是）
黑老妇狂喜
爷青结
一模一样啊这！
学物理第一天
堕落啦
42分钟
6268人；我的天
你还有脸回来
爷青结
学物理两周
爷青结
不要小看人类！恶魔！
熊哥嗓子怎么了
爷青结
爷青结
学物理三个月
终于更了
哈哈哈
本色出演
------------
爷青回
实在不大
音容宛在，笑貌犹存
爷青结
桌子HP-1
你还有脸回来
看进度条
鉴定一下网络热门生物
这谁啊，怎么会在我的关注里
熬夜打游戏的你
爷青结
好！
这个人还记得他的B站账号！
你是不会更新的这是我现在脑子里的想法。
有内味了
爷青结
长得不错
有内味了
约汉神父
我想起了驱魔师本
有
旧社会把人变成鬼
20:00
家祭无忘告乃翁
wc更新了
好家伙
不大
6700多个人看我的天
爷青结
这熟悉的浪笑
你还有脸回来
支持熊哥，大家收藏啊
哈哈哈哈哈哈哈哈哈
爷青回
简介
你还有连回来
233
信念永存之时
芜湖芜湖
爷清洁
《有善》
爷青结
你还有脸回来
我的湖景谷呢
懂了！我这就回去看第一章～
dna动了
爷青结
爷青结
我要何时才能等到熊哥出小小梦魇2
1
ohhhhhhhhhhhhhhhhhh
元 气
嘿嘿嘿嘿嘿嘿
奶奶，您关注的阿婆主更新啦
卧槽卧槽卧槽
爷青结！
233
7045人
"1,.父亲加西亚,特此指示你释放迈克尔·戴维斯·弗隆并将他送回监狱"
把信送给加西亚
注意到了是我的。
看简介
阳光男孩
你还有脸回来
爷青结
如果按照一代的顺序的话这叫插叙（因为这段可以理解为在一代除魔之后对这里之前发生的事情的解释说明）
2.我们办公室已经联系了戴丽丝·黑尔夫妇。
社区里有一条公鹿 他把约翰打死了(滑稽)
教会的代表是目前在途中到他们不愿讨论赔偿问题以换取他们的自由裁量权。您将在那里会见我们的代表，并陪他回罗马。
那个罗马领我一直以为是嘴
好家伙，时间过得好快
想死你了熊哥
过年了！！
4.红衣主教吉福德
来了来了
↓背初二下册道法两周后
灰色神父
↓背道法三周后
熊哥生病了。。。
水友们都等疯了
好可爱啊
你还有脸回来
哇老熊
看了十几遍了剧情倒背如流
有生之年
居然发新视频了
爷清结
有道理
湖景谷泪目了
你还有脸回来
普奇神父
指：黑老妇
鬼鬼鬼鬼
舒服了
鰰 盀 㻋 韷
刚想着熊哥好像好久没更新了，然后你就来了
怎么看怎么像口球
爷青结
爷青回
看过都忘了
比如卡车（）
音                           笑
有那味了
还是只会黄牌警告
满意了
容                     貌
宛                           犹
你怀孕了回来
假笑一家人↓
在                           存
爷青回
10
你还有脸回来
这个时长，爱了爱了
（报道）
音容宛在                              
你还有脸回来
注意身体！
大家还记得熊哥头吗？就是这个笑声
爷关更
有内味了
我直接投币
第一，沙发
爷青结
来了来了
日盼夜盼终于看到小熊更新的你
哈哈哈
含笑九泉 哈哈哈
你谁呀？flippy谁朋友？没印象啊
是的  太tm多了
哦之前熊嫂说的就是这个吧
哈哈哈哈
专 业
你说的这个社区快乐吗？
爷青结
通宵3天的你
别瞧不起人类
失踪人口回归
三连了！！！
你是谁
一天不听小熊浪笑我就不舒服
爷青回
ohohohoho
肯定有
爷青结
纸人2呢？
还记得
《浪笑长存之时》
爷青回
你还有脸回来
好好听 熊哥解说
骇人听闻
我出双倍，你从麦当劳离职到我这儿
记住现在的笑容（doge）
很正常
热乎的，终于等到了！
[null]
都在认真听剧情没人弹幕
芜湖起飞
有人吗？兄弟们？
精 神 小 伙
爷青结
失踪人口回归
《不大》
开屏三连
结青爷
十分健康
还有脸回来
爷青结
爷青结
大家快收藏，过三万就更下一期
这啥画风啊
爷青结
爷青结
不说健康，就是特别健康
爷清洁
爷青结
终于。。。熊师傅。不过刀片已经寄过去了。
孩子都等傻了
恶魔人crybaby
终于等到你，还好我没放弃~~~
当信仰，长存于心
爷青结爷青结
感谢翻译君！
我来了！！你是谁！！
不要小看人类！恶魔
爷青结
有内味了
穿搭视屏
厕所在卧室呢
好人一生平安
你还有脸回来╯^╰
三个月后的水友们
催更水友照片
爷青回
请大家一定要多多投币收藏啊！拜托了！
还不如找女巫
男德培训结束后
哈哈哈
第一章只看了一遍，印象深刻
熟悉的微笑
爷青结
好激动
在看的朋友，叽下
牛逼！下面的弹幕牛逼！
爷青结
太合适了
十年不见甚是想念
恐怖之歌啊！
爷好想你
爷爷你关注的up主更新了
爷青回
再说什么⊙∀⊙？哪个游戏？
222333
爷青结
爷青结
爷青结
好家伙！
阿特金森庄园
第一次那么早，前排预定
左下角的弹幕不停的增加233333
开心熊哥更新了
这熟悉的味道
熊哥我朋友喜欢你
爷青结
灰色的小仁
生物验证通过，是那个味道
222333
爷青结
你学会抢答啦
你还。。
收藏搞起来！
收藏收藏！！！
熊哥再表演一下那个，就是那个，恶魔，不要瞧不起人类
恶魔（X）
看着像神光棒
诈尸了，我要看小小噩梦2纸人2
奇行种（√）
芜～
第一章看了最起码6遍
哭了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈
真实
你还有脸回来
一小时
8763人正在观看
被我逮住了吧！你还有脸回来！
爷青回
冲冲冲
爷清洁
精罗落泪
熟悉的画风 狗头
口球那个别走
这时长爱了爱了
表白课代表
真不错爷青回
音容宛在，笑貌犹存
好，很有精神
记得点收藏
wc，wc
怕不是熬了个大夜
爷青结
音容宛在
友善、温暖
习惯了习惯了
?
爷青回
甚至还秃了
爷青结
这是十字架？我还以为迪迦变身器
舒服了
爷青结
我的小小噩梦呢
感谢翻译！！！
经典
外星人ET(4K高清重置版)
音容宛在，笑貌犹存
我最爱信仰啦！
美国现状
这还有第二章
约 汉 神 父
你还有脸回来
好活！！！
爷青结
约 汉 神 父
回来了！
熊哥！我们等你！！！爱你！！！！！
元气满满的好吧
变成了老码农
哇！你们在B站有房么？？？
你还知道回来
不，我已经全部忘记了
公鹿
鬼！
哈哈哈哈哈上面的起名奇才哈哈哈哈
看简介
233
感谢蓝字翻译！辛苦了！
注意身体。出小小梦魇2呜呜呜随便玩玩也行不用特别高质量注意身体
看简介！！！
奥尔加神父(不是)
黑老妇！
爷青回
有一说一，我真的很喜欢熊哥，注意身体
感谢白字科普！
湖景谷已经一年多了
↓刚学数学的你
爷青结
当信仰 长存之时
音乐有点像house的那个倒放
                                       币比赞多系列
我TM直接三联
↓学了数学一阵子的你
哈哈哈哈哈哈哈哈学理科的第一天
↓学数学后期的你
正在看的9210个小伙伴好呀
我特么直接三连（
音容犹在，笑貌犹存
出……小小……梦魇2……等多久都行，只要出……
合          适
快乐社区
真的 很喜欢熊哥现在这个状态
这就是熊鸽吧
熊哥为什么拖更这么久
走火入魔 学理科末期症状
爷青回
别小看恶魔，人类！
神父咋灰了
有9285人在观看
你还有脸回家
友  善  温  暖
哈哈哈哈哈还是那头熊哈哈哈哈哈哈
本 色 出 演
哈哈哈哈哈哈哈哈哈哈哈哈
教宗，他有几个师?
猿                 气
猿      气
哦这个啊我从xxx决心去驱魔的心情感受到他是个坚持不懈勇往直前的人（语文）
传统异能
哈哈哈哈哈哈哈哈哈哈哈哈
熊哥！三连给你安排了
我的纸人呢？
新机子哇一直摸你肚子
《很长的时间》
把  信  送  给  加  西  亚
熊哥更新慢，目的就是为了让大家多看以前的多复习，你们悟了吗（doge）
目光如炬
普奇神父
龙里个猛奶
爷青结
音容宛在
旧 社 会
音容宛在      笑貌犹存
《 黑 化 蕉 ♂ 哥 》
这个还有后续呀？
熬夜补作业的你↓
小熊拖更的第一天
一个小时热热还能吃
烧！
开学前终于补完作业的你↓
爷青结
爷青回
那加西亚神父多半没了
小熊拖更3年后
爷青回
原来是这个
天哪这进度条，牛逼
收藏收藏
蘑菇
ohhhh
你还有脸回来
这都能赶上当年初代《巫术》的画面了
芜湖
蠢脸最后一章！就等你啦！
灵魂画手
冥显
笑的好！
不要小看恶魔！人类
哈哈哈哈哈，刻在DNA的奇行种
舒服
我觉得熊哥可以把那些游戏的分集搞在一起做个合集，这样好找也方便新粉考古
鬼！
本色出演
鬼畜
ohhhhh
爷青结
ohhhhhh
你们是真的狗
这音乐真上头
1
哇熊哥更新啦(づ ●─● )づ
摄影师：当时害怕极了
哦我灰色的小小人
大家快收藏！！！
看到托更三个月的小熊的你
本，表示不服
别瞧不起人类，恶魔
快让弹幕热烈起来
爷青结
你还有脸回来
收藏快过3万
时间好快
收藏过30000有惊喜啊朋友们，看简介！
爷青结
有内味了
你还有脸回了
爷青结
笑声爷青回
你还有脸回来
卧槽
爷清洁你居然还有脸回来 
你还有脸回来！！！~·······
爷青回爷青回！
爷青结
灰色的神父？
我啥时候关注的
你笑起来真好看
爷青回
不要小看恶魔！人类！
你看他多精神啊
注意身体
因为哟哟哟这不摇摆阳嘛
有一说一，熊哥是真的帅，气质出众魅力十足，尤其是那眼睛，不多不少，正好两个
直接来一首天堂制造
你还有脸回来
《好 起 来 了》（确信）
熊哥更新了！！！！
大家好，他叫小熊flippy，同时也叫熊鸽鸽
你还有脸回来
是这味。
兄弟们建议把熊鸽的视频分5小节看，过一段时间看一小节
上一期不记得什么了，就记得这个阴间画风
等你太久了！！
giao
我爱qlgr
确实
真实
爷情结！！
就是熊哥拖更
+ ↓ 神父
熊青回
鬼见条！
你是谁
纸人呢
落泪了
我以为是普奇神父
兄弟们 收藏起来啊啊啊啊啊
+↓神父
《开心》
爷青结！
以前优酷搞过合集，然后网络大整改删了很多，就没弄过了
没事，刚回去复习了一下，虽然又忘了
爷青春
元     气
有点想起来了
看不见我
熊哥爱了爱了爱了
熊鸽好好休息吧，毕竟身体还是最重要的，建议年更（doge）
兄弟们看简介收藏三万有下集
原形毕露
爷青结
手HP-100
卧槽
新视频，好耶
腹♂股游戏
你还有脸回来
爷青结
你还有脸回来
元气
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
舒服了
约汉肾妇
爷青结
。
来吧，普奇神父
第一章看了好多遍
爷青结
约妇神汉
对我赞同，熊也注意身体
我们需要召唤范海辛!
驱魔人本印象太深了
久违的浪笑
原配
糠面皮和粥
你还有脸回来
还有脸回来
爷青结
你还有脸回来啊
距湖景谷第一期播出已经过去了短短496天
我熊用心了
来了
附个身免费变成程序员嘛
爷青结
你还有脸回来
等了好久
因为他早就不想做人了！！！
我TM直接黑化
民风淳朴
haohaohaoahao
怪我咯？
注意身体啊
妈耶这
49分钟开心了泪目
纸人2
杰克神父
等待熊哥视频三个月的你
精   神
当信念长存之时
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
吓我一跳
想死我了！！！
擦，这么多人了
你还有脸回来
爷青结
不要小看人类，恶魔!
我的湖景股呢
+ ↓ 神父？？
爷青结
大家点收藏，更新下一集。
爷青结
走火入魔
食我一发物理驱魔！！
就是这熟悉的味道
桌子HP-100
哈哈哈哈哈哈哈哈哈
比如
清洁工
加油
Van样
高三复习一星期的你
你还...真香！
高三复习了一个月之后
上初三三个月后
哈哈哈哈
拖更王，拖得我差点取关了
盼星星盼月亮你终于回来了
原配
9485人同时观看
精 神 老 伙 
《好 起 来 了》
加西亚马尔克斯
《精神》
(⊙x⊙;)
热门生物的那个别跑
驱魔人你回来了！！
你还有脸回来
爷青结
威笑这个梗有人吗
表弟
援气
快乐男孩斯特林
旧社会把人变成鬼
爷青回
开心嘿嘿嘿
50分钟
我靠，发生什么事了
白色的点是罗马领
他是大古
熊哥！
好耶！
爷青回
元气
冬泳怪鸽登场
生化奇兵！
神父全名约翰康斯坦丁
49分59秒
《真相》
49分59秒
爷青回
ohhhhhhhhhhhhh
头发没了…他变强了
ohhhhhhh
考研复习三个月后
接着奏乐，接着舞
爷青结
《精神》
哈哈哈，还是那头熊
我没开弹幕？
爷亲回
爷青结
●^●我爱了
9429的大家都喜欢晚上看熊哥视频啊哈哈哈哈
爷爷爷爷，他更新了
你还有脸回来
等小熊更新的水友
9408人！
弄死的是奥利德神父，第三章会有（未发售），这个是加西亚神父
爷青结
年更UP主
爷青回
流啤
呜呜呜
OHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
时长感人尿下
爷青结
真一年
爷青结
看看简介！！！
一模一样
我记起来了!我去年疫情期间看过第一部!
这是修仙了吧，我欲成仙
第一张看了好几遍呜呜呜
你还有脸回来
磊了磊了
有一说一第一章是真的经典，我起码看了3遍，特别是最后的别瞧不起人类恶魔特别燃
爷青回
时长可以嗷
现在1.6万收藏了
这就？就这游戏？ 我顶多用一张纸尿裤 哼！
耶轻节
哇，像素成这样还这么明显
香蕉君经典回眸
梦泪个梦奶～
问题不大，不要小瞧人了都已经看了三四遍了
.
哟哟哟来啦
噢 想起来一点点了
49:59
已收藏
变秃了，也变强了
注入灵魂
你还有脸回来 失踪人口回归 我的湖景谷呢
骇人鲸
..
快点收藏更新下一集
这明显开始不当人了
第一章看了不亏
这明显开始不当人了1
你还有脸回来
卧槽，爷青回
程序员吧
年更up主
物理驱魔
发生甚么事了
完全一致
爷青回！
30000收藏更下一期，水友们，创造奇迹吧
这还特么是上集 我溜了
音容宛在
挺伟大的
所以说爷的湖静谷又没了呗
好！！
。。。
因为遇见了摇摆羊
爷青回！
爷青回
一模一样
看不到我
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈
似曾相识的游戏，似曾相识的封面
好笑声
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
呦～
！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
头发也少了
爷青结
你还有脸回来
加特林社区
白花蛇草水，嘿嘿
30000收藏，表弟们，下一期就看咱们了。
你先要找到蛇夫座的钥匙
让你配音没让你翻译
艾米库博
艾米库博
艾米库博哦
迈克尔就是那个奇行种
哈哈哈哈哈哈
"}|""{:P//['}|"
上下神父，上上下下
说约汉神父的绝对是魔鬼
你还有脸回来
精神小伙
哈哈哈哈哈哈哈哈哈
嘿嘿嘿嘿嘿嘿嘿
回 去 重 看
爷青回
不得了
真的好像带着个口球。。
快乐男孩社区
约汉神父
元气满满
本  色  出  演
熊辛苦了
好家伙
经典收藏
音乐起！ 黑人就位！ 起棺！
名字太复杂，我已经搞不清楚谁是谁了
黑哥一笑！生死难料！ 棺材一抬！人间白来！    专业！  欧耶！
你们这帮渣渣！ 我说过假期作业只是小菜一碟而已！
失踪人口回归
和我一起看的九千多朋友你们好
我已经回不了头了！——落枕患者如是说
《会好的！》
最后一次驱魔
所以结局是他还是失败了，因为第一章迈克尔是在外面
8bt
你还有脸回来
还带小脸的
纸人呢
熊哥不倒！
和善·温暖——甚至要把手伸出照片和你说个Hi！
完全整个人的体格外形都变了
爷青结
day 1
《友善》
阳刚男孩
看我物理驱魔
《从自闭到自信！告别社恐！只需要3个月！》
6
别问！问就是走进科学！
舒服
来一把火
爷青结
爷青回
阴到极致便是阳
爷青结
爷青回
这不是弟弟吗
你是谁
这款游戏拉我入的坑
你还知道啊！
鹿拳警告
第一章结尾太燃了
不行了，我决定去回看上一期
三个小时后就有2.7万收藏了
职业驱魔人
蕉迟但到
49:59
你脸呢flippy
就是水视频？
？？我什么时候关注的up？？？
？？
你还有脸回来
香蕉君の自信回头
正常
自信回头
爷青结
感觉熊哥声音变了？
你还有脸回来！
我看过第一章但也忘了
原配
音容宛在，笑貌犹存
3万拉满
你还有脸回来
这都不是人了
哈哈哈哈哈哈哈哈哈哈哈太草了
《友善温暖》
熊哥辛苦
太久了
这谁啊有人科普一下吗
爱你熊哥
哟~瞅瞅这是sei~
爷青结
偷偷承包小熊
别瞧不起人类，恶魔！！
爱熊哥
收藏啊水友们！！
艾米库博？
去年
还是那头熊
我的妈妈呀，你终于更新了
梵蒂冈
23333
阳光大男孩
圣经不拿上？
舒服了
筒子们，记得收藏啊
貌似点赞多可以让弹幕不被刷掉
收藏收藏收藏！重要的事情说三遍
确实是牧师领
完全没有，和没爆发一模一样的生活
注意身体
《旧 社 会》
我的纸人2
兄弟们多发发弹幕为了熊哥
爷爷你的博主更新了
小表弟～～
爷青结
老熊配音，爷青回
爷清洁
游玩战争雷霆两个星期
游玩战争雷霆三个月
大古
2035前来考古！
感动
感谢翻译君
快乐社区
1
年更up回归
红衣主教？撒朗?!
37611人正在看 我去⊙∀⊙！
冲冲冲
鬼妇
熊门弄笑
啊……不是湖景谷呀……（之前那个哇哇弹幕的是折腾，不好意思各位）
绝了!
看到这时长，我决定原谅你
你还有脸回来！
我以为是言峰神父
对头
这都开始抢台词了，你让我们说啥
芜湖！！！！
BV1qJ411J7uM
新的风暴已经....
爷清洁
你还有脸回来
热乎的！！！！！！！！！！！！
这厕所对面是办公桌吗
这等的不亏！
哈哈哈
？？？爷青回
熊哥终于更新了，等死我了
伟大
草
接触编程第一天
你还有脸回来
你刚才说了驱魔对吧
接触编程两周了
又是这个熟悉的阴间
接触编程三个月了
前面那个艾米库博的串味了
夹下神父
马丁马丁
年更UP竟然提前更新了，高产似母猪
你脸呢？
终于有了
收藏
终于等到你更新了！
点个收藏吧！高产熊近在眼前！
还好爷看当时的直播了
忘没了都
本神父
哈哈哈
舒服了！！
牛啊
"坑-1,（剩余9999）"
精神小伙
爷青结
针不戳
音容宛在
基金都是绿的，只有眼是红的
小熊好长
急死我了
爷青回
头发都没了
太想熊哥了
呜呜呜呜呜呜终于回来了
秃了
熊哥我爱你
第一章做个视频吗？
熬夜学两周编程后
头发没了
逐渐异化
今天学瑜伽，明天学穿搭
爷湖景谷呢
哈哈哈哈哈
2333333
是爷青始
老精神小伙了
三w收藏，看不起谁啊
泪目，熊哥真好
时长感人
开始啦！
你还有脸回来！！
你还知道啊
味来了
爷青结
SCP096
我啪的一声就点进来了，反手一个三连
本色出演
奇行种
这画面真阴间
我的烟花呢
30000收藏 冲啊！
多佛大头怪！！！！！（确信）
精 神
爷青结
