啊啊啊啊
47！！是你吗47！！
阴影真的牛啊
泪目
画上眼睛更像47了
ATRI?
出息了！
抹一下满脸唾沫星子
动画绝了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
三体好评
痞老板
好好看啊
好家伙
叶腐
茄仔是你吗
银魂！！！
yysy，画得是挺不错的
百事还是可口？
是你，痞老板，
哈哈哈哈哈哈哈哈硬核流泪
幻 视
背景奥利奥（不是）
学习新思想，争做新青年
53分钟！
骇 人 恶 兽
Dalek是你吗
视外幻兽
我直接画一本《高等数学上半册》
打开动作栏 点击回遇境
老番茄
毕茄索
不是粉红，是品红（指正）
你叫拖马桶
u1s1背景挺好看的
哈哈哈哈哈哈
富春山居图
ps还不打钱？
谢谢你泰罗
这阴影效果绝了
学习新思想，争做新青年
哎还挺好看
长得像章鱼哥的房子
学习新思想
悟了
热乎的
泪目
肖（四声）像
学习新思想，争做新番茄
牛爷爷出现了
哈哈哈哈哈哈哈哈哈哈好
莫名好看！
ohhhhhhh
哈哈哈哈哈哈
你男主角有了
哈哈哈哈
噫           吁              嚱
比奇堡
当代毕加索出现了
一休！
卧槽
听着，所谓杀手......
第一个真的画的不错啊
太空狼人杀
这是个地瓜吧？
画的还针不戳
就赌杜新浩这个逼还没看
马斯克 hiahiahiahia
你再骂
“富春山居图”
哈哈哈哈哈哈哈
你的基金↓
别说，画的还挺好
pi老板！
画的不错
切切会画画吧挺好看的都
配色还行耶
贝西
击剑哈哈哈哈哈哈哈哈哈
年老的萨勒芬妮
拖鞋森
痞老板
死神，来收人了
真的可以诶
今天第3个任务就是面对冥龙
泪目
这就是艺术么
要画大户爱？？？
哈哈哈哈哈哈哈哈
一墙番茄血
真红眼黑龙
热乎的
学习新思想，争做新青年
哈哈哈
紫薯精？？？
痞老板
妈见打
哈哈哈哈哈哈哈哈哈哈
注入灵魂
哈哈哈哈哈哈哈哈
击剑！
怎么这么像达里克呢？
热乎
戴安娜机器人？
所谓杀手，就是要帅得特别，脸长到极致
《荒木线》
好像
盗梦空间直呼内行
这不是乌龙嘛
大 明 星 老 番 茄
你别说，还挺好看
刚好2021年出生诶
好家伙 介名字大气多了哈哈哈
BGM：《breath and life》
哈哈哈哈哈哈哈哈
热乎的
好有深度啊绝了
怎么想到白夜行
高光妙啊
爱死机直呼内行
灭霸
正片开始
对 比如所茄大帅哥
好家伙居然有点好看
《喷   射   战   士》
哈哈哈哈哈哈哈哈难道是你吗
其实挺好看的哈哈哈
太有深度啦！！！！！大师！！
老枸杞
所谓杀手
哈哈哈哈哈哈哈
葛里维斯将军23333
有点东西哈
皮老板
codfish
没错啦
哈哈哈哈哈痞老板
怪兽——
融合了毕加索和梵高两位大师的精髓！！！
哈哈哈哈哈哈
死 神—来 收 人 了——
零衣vs露世
哈哈哈哈
东方鬼形兽
后 知 后 觉
茄加索
说本尼的那个你给我等一下
哇！
哈哈哈哈哈哈
那不就是我cp，代了
好绿呀哈哈哈哈
热乎
痞老板
这下巴   自画像？？？？？
光头（bushi）
好好看
你再骂
正道的光
痞老板！
别说还真挺好看
胸案现场
弹幕呢？？是我被屏蔽了吗
痞老板
nb
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
银魂的BGM
爽完还得自己擦哈哈哈
马斯克
47~是你么
BGM，go time
热乎的
暖  男  鸭  少
ps可还行
他拯救了世界！
机   界   战   队   全   开   者
痞老板
这玩意能录青年大学习？（
好看啊
妙啊
有那味了！
《痞老板》
学习新思想，争做新青年
泪目
老年47
正义
学习新思想，争做新青年
学习新思想，争作老新番茄
危
47
竟然有点好看
哈哈哈哈哈哈建国老师
哈哈哈哈哈哈哈
利歪？
戴立克的站住，我们击个剑
前面说像外教的最好别让你外教看见哈哈哈
学习新思想，争做新青年
热乎
有点像心灵奇旅里面那个教师
jojo，是你吗
马斯克表示很淦
假面骑士真
《霍 乱 时 期 的 爱 情》
有内味
荒木线？？
被说画的还挺好
梦回宝可梦《我老TM有钱了》
渐变好看！
我说一个数，98
感觉阿茄挺有绘画天赋的
学习新思想，争做新青年
《爱情击剑》
妹。妹。机。关。枪
击剑
痞老板
确实越看越顺眼
派大星
哈哈哈哈哈哈哈哈哈
你再骂！
你和摩拉克斯什么关系
客户快跑
痞老板
wsix
一小时
当代毕加索
爱就是击剑
日常——坂本先生找不到回家的路了
我懂了，爱就是要击剑！！
还是个上海银
画 茄 点 睛
学习新思想，争做新青年
枸杞？
有点好看是怎么回事哈哈哈哈
击剑？
痞老板
渔夫与魔鬼
热乎的
哈哈哈哈哈哈笑死
痞老板——
痞老板
痞老板！
斯普拉遁行为
会动的电饭煲
哈哈哈哈哈哈哈哈哈哈哈
当代毕加索
这是你的猪猪女孩
哈哈哈哈哈哈哈哈哈
我是不讲武德
痞老板
“爱不是正面情感的集合体那么简单，它是彼此伤害，彼此和解，彼此完善自我的过程。”
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
马库斯，你要画出不存在的东西
叉烧
正道的光！
学习新思想，争做新青年
哈哈哈哈哈哈哈
痞老板
地瓜
毕加茄
拉宏桑就离谱哈哈哈哈出不去了
有点感动
哈哈哈哈哈哈哈哈哈哈哈哈
:哈哈哈哈
击剑
levi好家伙
ohhhhhhhhhhhhhhhhhhh
两小时
？？？
白夜行！！！
今日任务直面冥龙（1/1）
Levi！！！果然老番茄还是惦记奇美拉的！！！！
学习新思想，争做新青年
热乎
热乎
哈哈哈哈哈哈哈哈
痞老板是你么
《击剑》
《假面骑士龙骑》（
杀手47！
那叫秀外慧中！！
三体
哈哈哈哈哈哈哈哈哈哈
还挺好看
还没给钱呢
当代艺术全靠解释
。。。。
学习新思想，争做新番茄
贝西
哈哈哈哈哈哈哈哈哈牛
毕加索在世
郭达斯坦森
血光纹章
我也想到齐马蓝了
47！！！
所谓画师
47！！！
布莱克警长？
你自己长的就艺术的
痞老板、
不行  这名字绝了 偷马桶
击剑
学习新思想
番茄先生和土豆先生
像极了瑞克和莫蒂里面的大脑袋外星人
47
听着 所谓杀手
冥龙
有点东西
哈哈哈哈哈哈哈
真的蛮好看的
爱，死亡，机器人
排面马斯克
我是红小豆里面的那个枸杞！！
哈哈哈哈哈
pickle
pickle man
2小时
盲猜：痞老板
这不派大星吗？
其实画的挺好的
毕加茄
宇宙超人 我是沙福林
痞老板又要偷秘方啦.
居然是好看的
2小时
痞老板哈哈哈哈哈哈
这BGM有那味儿了！
击剑
痞老板
触须
ohhhhhhhhhhhhhhhhhhh
有点东西
夏亚      阿姆罗
打雷克斯？
热乎的
痞老板！！
这阴影还挺好
反弹
有点东西哎
喊我干什么！
？？？？？？？？
哈哈哈哈哈哈哈
毕加索经在我身边
切切真棒！！！！
前面都是白嫖党（bushi）
所谓杀手
哈哈哈哈哈哈哈哈哈哈哈
ohhhhhhhh
有点好看唉
痞老板
别说 线条阴影什么的比我好多了
正道的光
牛斯克哈哈哈
梅开二度
燃起来了！
MT？
有点好看
47是你吗
茄大师！我悟了！
这是游戏吗？
瓦无力？
有点东西哈
死亡空间？
好强！！
痞老板
痞——老——板——
你用心画就安全了
泪目
用Adobe XD做动画？az
两小时，还热乎
当代毕加索
好耶！两小时
命案现场
痞老板你好
阿姨洗铁路
痞老板
热乎！
脸 长 亿 点
ohhhhhhhhhh
建国老师！
这项目我王多鱼投了~~~~
最后来到恶龙面前一秒钟被烤焦
怎么还有截图声哈哈哈哈哈
你再骂？！（doge）
纯真
哈哈哈哈哈哈哈哈哈哈哈哈
目前为止好好看
哈哈哈哈哈哈哈哈哈
痞老板哈哈哈哈。
毕茄索
建国老师！
真是太恐怖啦快跑啊——————
啊，所以他尿哪了
？我差点就信了
 痞老板
  搞   ￼
热乎
Splatoon（确信
失去姓名老番茄
痞老板
拼刺刀？
dalike
怎么回事居然有点深刻！
茄加索
痞老板
痞老板
后现代主义绘画
番茄的配音越来越nb了
哈哈哈哈哈哈
痞——老——板——
痞老板
紫色是紫薯精
笑死我了
omg
真nb
痞老板哈哈哈哈哈哈
你别说这阴影还挺不错的
痞老板
哇
两  面  宿  傩
o h h h h h h h h h
痞老板
哥斯拉
自画像
好看的
啊哈哈哈哈
痞老板
还挺可爱……
这不是桃色的爱吗
这是红薯吗
技术指导：某幻君
Levi粉
拿尿和泥吧？
背景又涂掉了?
痞老板
真红眼黑龙
不用去厕所了，尿顺着眼泪留出来了
怪可爱的
德拉科x哈利
泪，拉了出来
有点意思
痞老板！
荒  木  线
痞老板
格 里 弗 斯 将 军 的 收 藏 品
痞老板！！
3小时
？
哈哈哈哈哈哈
有操作的啊
Splatoon
不错不错 有点东西
说实话配色可以的
草马斯克
你币有了
哇哦(・◇・)
当代波洛克
痞老板
有内味了
《击 剑》
哈哈哈哈哈哈
痞老板
真红眼黑龙？？
你再骂
针眼画师知乎内行
rick！！
三小时
痞老板
痞老板哈哈哈哈
日版哥斯拉的经典BGM
冥  龙
《人 工 智 障》
你币没了！！！
烤红薯
危
你再骂！
痞老板
痞老板————
中国boy！！！
还挺好看的怎么回事
哈哈哈
我感觉还可以
痞———老———板———
其实我觉得还有些好看
高 坚 果
川爱国
给茄酱换身皮肤吧～
痞老板
痞老板 牛的
灭霸
当代毕加索
痞老板！
三小时凉了
利……？？？？
学习新思想，争做新青年
道理我都懂，但是为什么这个痞老板这么大
学习新思想，争做新青年
好上海啊哈哈哈
热          狗【doge】
47！
学习新思想，争做新青年
这画的真的很好啊
你厕所上了吗
然后找到了最完美的演员：47啊不是，葛优（好像没区别）
哈哈哈哈哈哈哈哈哈哈
板
学习新思想，争做新青年
截了做情头，我没男朋友啊，那没事了
啊哈？
痞老板哈哈哈
哇塞哇塞哇塞牛的
痞老板
太强了
哈哈哈哈哈哈哈哈哈
痞老板！
老番薯
马斯克，草
草
我的MA呀
?
牛啊
红红火火恍恍惚惚
哈哈哈哈哈哈哈
学习新思想，争做新青年
痞老板
茅厕炸开
痞老板
艺术就是喷射！（bu.
话的真好
！
粉红色的爱（？）
满分文案 零分作品（doge
击剑哈哈哈哈哈哈
百万预定
韩国画风。
绿色……嗯，这颜色好
痞！老！板！
马思瑞...
哈哈哈哈哈哈哈哈哈哈哈
牛的
自卖自夸
绿色就是motty黄瓜
当世毕加索
痞老板
大师，我悟了
有一点没有涂
杀手47！
老  红  薯
还有点好看是咋回事
这怪兽好······好黑呀
击剑
痞老板！
痞老板是你吗痞老板
痞老板
噫吁嚱
代到了（bushi）
关上了三小时的大门
wow handsome
是二创吗
草，好看的
画这种奇奇怪怪的生物还真特娘的有天赋
热乎的
小丑竟是我自己
冥龙
虎毒不食子
虽然但是，能看出来美术功底
乌贼冲啊！
BGM！！！
击剑？
hhhhh
三小时
学习新思想，争做新青年
击剑？？？？？？？
哈哈哈哈哈哈哈哈
三小时！
47--------------
请停止你的罗辑行为
世界名画
啊痞老板！
哈哈哈哈哈哈哈
深度
痞老板
ohhhhhhhhhhhhh
哈哈哈哈哈哈哈哈
痞老板---------------
splatoon哈哈哈哈
赚钱竟是如此简单
清理犯罪现场
是什么，为什么，怎么样三个基本问题
杀手～
痞老板
三小时啊
牛啊
所以……厕所找到了吗
击剑
我悟了
看成受还有救吗？
老 红 薯
痞老板
还会透视
特极咒灵--派大星
拉普拉斯[doge]
有内味了
哈哈哈哈哈哈哈
你再骂
你再骂
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
这个衣服…对不起我有罪
拖马桶好啊!
比博然[doge]
《进 击 的 痞 老板 》
别说还真有那味
痞老板！
草
技术指导：某幻
手机上交好怀念冥龙啊
宇宙超人，睁开眼睛，我是沙福林
用舋去画
正道的光
皮老板，呵呵
底特律的马库斯
痞老板
哈哈哈哈哈哈哈哈
听着 所谓青年
woc好好看！！！！
！！！！！！！
仨小时！！！
哈哈哈哈哈哈哈哈哈
我能说一句明暗不错嘛
这是痞老板吗
凶杀现场哈哈哈
你这有厕所吗哈哈哈
诶嘿！没想到吧
三小时！！！！我出息啦
厕所永远的神
痞老板
好看！
我叫沃利
居然还不错
47入脑
比博燃
大脑在颤抖！！！！！！！！！！！！！！！！
哈哈哈哈哈哈
扁老板
首尾呼应
光头强里的coco？
拉 长 的 47
哈哈哈哈哈哈哈
毕茄索
有点东西
666
三小时三小时
带师 我悟了
哈哈哈哈哈哈哈哈笑死我了
哈哈哈哈
哈姆雷特
痞老板
真的蛮好看的
学习新思想，争做新青年
痞老板！！！
ohhhhhhhhhhhhhhhhhhhhhhhhhhhh
还是我格局低了
欸？这个背景是真的不戳呐！
越看越顺眼
痞老板
母母色
老 红 薯
老番茄:涂点番茄酱上去
所谓杀手
猪猪女孩
有点东西
对不起看成第四爱了
估计得又疯一个
阴影有点功底
小猪佩奇？
bgm，DNA在动了
哈哈哈哈哈哈
B站毕加索
兵长：？？
20    后
泪目了
热乎
痞老板！！！
学习新思想，争做新青年
hhhhhhhhhhhhhhhhhhhh
押韵了！！牛啊
《白夜行》的是个魔鬼吗？
学习新思想，争做新青年
痞老板触角上没有横，爷青结
草
！！！
自画像
47
抽象圣经
你再骂
最惨甲方
好家伙面对冥龙
爱是击剑？
所谓杀手
毕茄索
有内涵（dog）
哈哈哈哈哈哈哈哈哈哈痞老板
这就是甲方不给钱的下场【
泪目
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
痞老板
忘 了 爱
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
你再骂？
击个剑？
痞老板
痞老板！！！
太草了
卧槽画的挺有感觉的
。
击剑是吧？
《47》
11559人正在看
哈哈哈哈哈哈害怕
痞老板！！
尼玛，艺术啊，感动
电风扇将军
会很好看
可以把它理解为 两个杀手的爱情？
求BGM
痞老板——————
哈哈哈哈哈哈哈哈哈哈哈
草哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈
痞老板你好啊
痞老板
学习新思想，争做新青年
托马桶
老红薯
痞老板
walley？？？
这不比博燃
有点东西
针不戳
痞老板ohhhhhhhhhhh
levi
学习新思想，争做新青年
有一说一确实很好看
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
击 剑
47你怎么来串场了
升华了！
痞老板
痞拉克斯
自 画 像
哈哈哈哈哈哈哈
比博燃
学习新思想
说实话，挺好看的
画的牛啊
你再骂？
他们俩刚刚是不是亲在一起了？（doge）
笑死了
喷射战士
痞老板！！！
魔镜魔镜告诉我，世界上最帅的男人是谁。
有点东西
微弱的截屏声
你再骂！
拖马桶
痞老板！
这形状？？？
比 博 燃
哈哈哈哈
痞老板称霸记
抽象派
(눈_눈)
0.6厘米，好短
确实
R2-D2？
你画技进步好大
梁森是你吗！
痞老板
茄茄画的真好！我出一毛！买断！买断！
GENERAL KENOBI!
自画像
4小时
学习新思想，争做新青年
皮老板哈哈哈哈哈
好看诶
艺术大师老番茄
艺术
拓玛TOU哈哈哈哈哈哈tomato
四个小时不热了
洛兹本色出演
联动
学习新青年
哈哈哈哈哈哈哈哈哈哈哈
痞老板
不过确实挺好看的
你再骂？
妙阿
有点一拳超人的味道
47的番外来了！
痞———老———板———
啊哈哈哈哈哈哈哈哈哈哈哈哈
蟹    堡    王
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
冥龙？！
老番薯
47：我回来了
猪猪女孩
说零叔的可太草了(
零叔的笑死我了
自画
哈哈哈好家伙
这个阴影有点意思
有点东西阿
痞老板哈哈哈哈哈哈哈哈哈
hello there
痞老板是你吗
47
真不错
长  亿  点
这个背景我喜欢
来了
痞老板！
学习新思想，争做新青年
正道的光
i li bi li bi
左边应该是绿色的，右边是蓝的
—用 心 去 画
有一说一真不错
哈哈哈哈哈哈哈哈哈哈
痞老板，哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈
击剑
你再骂！！
茄枷锁
升华主题
nb
痞老板233
梁森
谢谢你，茄子
琦玉？
击剑
马库斯，你得试着画出不存在的东西
地瓜哈哈哈
老 番 薯
《白 夜 行》
老   番    薯
让人才啊
哈哈哈哈哈
《血腥爱情故事》
电风扇将军
太       浅        了！
学习新思想，争做新青年。
谢谢你，拓老师
面对冥龙
学习新思想，争做新青年
完了，让他画明白了
BGM是银翼杀手
这是天线宝宝里那个吗
痞老板！
牛
拓 玛 斯 回 旋
盲猜猫猫头
自 画 像
反向捣鬼
建国！建国老师你怎么了！！！
我悟了
想到爱死机
学习新思想，争做新青年
你在骂
荒木线
你这是花了哔——
有点东西
说句老实话 画的挺不错的
我的cp
缝   合   怪
哈哈哈
这脸比茄茄都高吧（doge）
班奈狄克·康柏拜區
当     代     毕     加     索
哈哈哈哈哈哈哈
别骂了别骂了
12461夸张
哈哈哈哈哈哈哈
进击的皮老板
痞———老———板———
粉色的爱。。。？
我居然悟了，有点想掉眼泪了
《击 剑》
哈哈哈哈哈哈哈哈哈哈哈哈哈
你再骂
PS
利威尔?
画的挺好的讲真
痞老板
听着，所谓杀手
学习新思想，争做新青年
互相击剑
痞老板
痞老板
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
太牛了这个升华
李伟？
md画的比我还好
刀哥
宇 佐 美 时 重 的 脸
2333333
学习新思想，争做新青年
马斯克给出了律师函
剧情指导:某幻君
痞   老   板
尿 流了下来
老枸杞
哈哈哈哈哈哈哈哈
《当代画手现状》
学习新思想，争做新青年
哈哈哈哈哈哈哈
你放屁
哈哈哈哈哈哈哈哈哈哈
猪猪女孩
4个小时，还热乎
学习新思想，争做新青年
啊？合体？
学习新思想，争做新青年
学习新思想，争做新青年
击剑
《击剑》《击剑》《击剑》《击剑》《击剑》
贝西？？？贝西贝西贝西贝西贝西贝西贝西贝西？
里维？（
我天，每一幅都真的莫名好看
47！！！
其实，挺好看
痞老板！！！！
银魂的bgm也是这个！
学习新气象，争做新青年
你再骂？
肋穆勒
牛牛牛
海绵宝宝表示很赞
上头了上头了
阴影好牛诶
哈哈哈哈哈哈哈哈哈哈哈哈哈
叉烧～
怎么弹幕那么少
津巴布韦币 管 够
修   玛    吉   亚
47，爷青回
哈哈哈哈哈
这难道是！痞老板！
都是鼠标驱动！
《LOVE》
好看诶
背景在动啊
人 类 补 完
学习新思想，争做新青年
《斯  普  拉  遁》
他也想成为欧布猛斯王？
我去 有感觉的 
学习新思想，争做新青年
所以鸽子为什么这么大
哈哈哈哈哈
老光遇人了
47是你吗
学习心思想，正做新青年
哈哈哈哈哈哈哈哈哈哈哈
你再骂
哈哈哈哈哈哈哈哈哈哈哈哈哈
痞老板没跑了
大家好我是本期的主持人老番茄！
杀手47
马哥直呼内行
痞老板
ohhhhhhhhhhhhhh
五小时，高炉炼炼还能看
茅厕炸开
痞老板：这个我熟
这幅画应该给上一个怪兽（bushi)
《当代毕加索》
危 导演 危
好！！
押韵狂魔
确实
哈哈哈哈哈
凶 案 现 场
hhhhhhhhhhhhhhhhhhh
抖动发声
当代茄加索
。。。老公你怎么了
像那种大师的作品 淦
怎么感觉画的47.。。。。。。。。。。
零叔的可太草了哈哈哈哈哈
真红眼黑龙
痞老板
所以這兩人就放下屠刀立地成佛了诶嘿=w=
吴克
白垩纪菲尔普斯的拖码头博士
哈哈哈哈哈哈哈哈哈哈
老痞？
痞老板
哈哈哈哈哈哈哈哈哈哈哈哈哈
有人跟我击剑吗
马斯克懵逼
哈哈哈哈哈哈哈哈哈哈哈哈哈
听成了我在拖马桶还有救吗
世界名画
47
画的好好
痞老板
47
波洛克风
茄 王
hh
说实话好厉害
把上一幅画作再复制一遍
你怎么配不火
among us
吓出0.00厘米
？？？？？？？
痞老板
hhhhhhh
你在骂
或守鞠亚直呼内行
bgm好诶
切切牛牛牛！！！！
等等，我居然觉得这两幅画有点意思
欢迎大家来到青年大学习网上主题团课
痞老板！
老番茄版的47
拓老师！我悟了！！！
乔治的玩具恐龙吗？
这不就是罗辑吗？！！！！
感觉老番茄画画真的越来越好了，进击绘画区了？
盲猜吃豆人
真的……比我好看（比我画的）
痞老板！
痞老板
你再骂！
？挺好看的
痞老板
我也想起爱死机了23333
零叔草
痞老板！
《 一 米 四 金 发 女 孩 》
哈哈哈哈哈哈哈哈
高产！！
草草草草草草草草草
冥龙（doge
学习新思想，争做新青年
痞老板！！！
立体主义！
痞老板
《极简主义》
矛盾
牛的
学习新思想争做新青年
灭霸
47！
47
痞老板
香   肠
hello there！
47
银魂，回来了，都回来了
像拉长的灭霸
可怜的怪兽
哇塞！怪兽之王哥斯拉的进行曲！！！
骂谁呢
末  影  龙
痞老板没跑了
哈哈哈哈哈哈哈哈哈
哟～利歪～
好可爱！
