听得头皮发麻
没有人比我更懂美国~~~
殷地，安阳
美国政府惨无人性
T－T
不光是纬度，他们本来就是从亚洲迁过去的好么
打蛇还是要抓七寸，这方面我们还是要多做工作啊
美国发家的真实历史，知历史 知天下
美国政府变相鼓励杀人
怎么看着像亚洲人
重新发一次，我之前投的币…
此纪录片必须置顶，置首页
必须使用印第安人这个称呼，历史不能被忘记，那片大陆不应该被称为美洲
我刚在想为什么总英文，突然想明白了，讽刺！
犹太和盎撒总会被杀干净的！！！
一帮土匪妄谈人类文明，咋原始积累的没个数？
这个是我小时候最喜欢听的歌……
请叫他们美洲原住民
哎
我靠？。？？
无言以对
简直丧心病狂
原罪
我的天！昂撒油太畜牲
种族灭绝太可怕了太残忍了
讽刺的事二战时候美国人还要靠印第安语传递情报
邪恶的国家
反人类匪帮
美国不亡世界难以和平
太惨了
这就是美利坚，为什么印第安人不反抗呢，希望印第安人永远记住
看着太心痛了
当你用最恶毒最邪恶的想法去猜昂撒的时候会发现自己还是太善良了
拿起你们的武器，抢回它
那些和平主义者呢？那些环保主义者呢？
畜牲国家 每个美元都带血 人类之耻
北美反人类匪帮
脸都不要了，恶臭国
外网平台发不出去吧？
三连让更多人看到
不侵略发展不动系列
惨无人道
闻者惊心
印第安步行者队的队名是这样来的啊！
美国的发展史是全世界人民的血泪史！！
实验完后还请印弟安人回来住
恶魔，畜生
杀光了印第安人才过感恩节
美国这地球之癌的外号不是白叫的
地狱空荡荡  恶魔在人间
或者这就是殖民
血泪之路
我真的不敢想20世纪70年代居然还有这种事情
对于这种学习英文还有中文字幕的我表示强烈支持
天理呢？！
最可耻的美国年年过感恩节
这就是弱肉强食
美国就该被钉在耻辱柱上
你永远可以相信新华社
美国灭亡！！！！
历史不该忘记
最前面那个“印第安人自己都放弃反抗”的评论，这么长久的以科技为支撑的打击，如何正面冲突，你又怎知他们放弃了？
美国该被钉在耻辱柱上
种族灭绝的鼻祖
人类历史的耻辱
美国要为此付出代价
印第安人？
正义永远不会缺席
以前看过新闻，某美国医生在为非白人女性体检时在未通知的情况下给对方进行绝育手术，已知被害人上千。
正义永远不会缺席
美国人本性难移
美国除了往日本投原子弹这件事之外，就没做过人事
太惨了天呀
印第安人需要一位天降猛人
他们的屠杀从未停止，只是换了一种方式。
坏到骨子里了
美国的历史有着浓浓血腥味！！！
丧尽天良
为什么印第安人不反抗？不解
太可恶了 赶尽杀绝
就华子这影响力    同时不过W    两小时累计才12万    很奇怪啊
这就是漂亮国所谓的自由
印第安人:我摸不着头皮
我明白发这个视频的意思了，你懂了吗
tiktok能发不
为何能如此残忍
只是不在意而已，而已！
天哪
恶魔在美洲大陆
本着杀一个本，杀两个赚的原则反抗一下
那将是耻辱柱的耻辱
？？？？？？？？？？？？？？
大家一定要热爱自己的国家！
同志们，抢回我们的舆论高地！！！
这种视频多来一点每个语种的都来一遍
文化灭绝
感恩
16英里=25.75千米(公里)
十不存一，太惨了
天
这是把祖宗都赶走了吧
这纯正的美式英语就特喵的是这个味
这该死的美味
历史不应该被抹杀
这个世界就是弱肉强食的世界 从未改变过
昂撒反人类匪帮
这个整我一身鸡皮疙瘩
惨无人道
昂萨fasces必须剿，不剿不行
他们的哭泣应该被更多人听到
我擦
看不下去了
中国真的好啊，56个民族，56朵花，大家都是中华民族
世界毒瘤，恶毒到dna里了
输出！
大缺大德
一个两个三个小朋友……
三连
比基尼海滩
我顶，槽起来啊
要想灭绝一个国家先要灭绝他们的文化
谁来对美国执行正义
邪恶美利坚，造孽每一天。
这简直是严重违背人伦
邪恶胜利的后果
屠杀了肉体还不够，还要磨灭这个文明的痕迹
天降也没用了，人太少了
让它上首页  历史需要让更多人看到
真正的种族灭绝
美国做了缺德事，但受到什么惩罚？
但愿印第安人诅咒他们
我们输了，和他们一样。美国几百个生化实验室呢。
音乐吓人
邪恶轴心就是它自己
人间真实。
种族灭绝啊
币都给你，都给你
靠
我天，盎撒匪帮直接反人类
给我上去
种族灭绝
历史抹杀
最成功的侵略者
《中国网友又做了个片子》
当美国人踏上你的土地你就准备流血吧
大家可以了解一下美国的“感恩节”，多么讽刺
昂撒匪帮，血债累累
可怕
脸都锤爆了
民族文化都快消失了
盎撒不灭种，天理不容
蓝星的毒瘤
老祖宗说得好：“非我族类 其心必异”可惜印第安人不知道
靠，****
老美够狠的
种族灭绝
怎么和他们造谣说的话好像啊
已经全部变成说英语了，乡音已改
美国：这都是为了自由啊
恶魔在人间
我发现他们是黄种人！
三连   让更多的人看到！
游戏玩过吗，那是他们的
这就是东亚人种吧
灭绝了一个文明！
广岛原子弹成为了计量单位
娘亲啊我也这么觉得，太奇怪了这口音
美国人：为什么不坐火车？
必须清算美帝！
手里有剑和手里没有剑不是一回事！善良要有点锋芒！
有的游戏背景是历史改编过来的，但是
口音怪，前面有一只
美国：我们给他们带来了文明，虽然是顺带的让他们贡献劳动力。
woc
谁对美国执行正义？当然是新冠咯
文明灯塔
令人不适
要求作为英语课课本必学内容，全文背诵！[doge][doge][doge]​
有没有觉得他们很像我们亚洲人
泯灭人性
它们现在还想改造消灭我们的文化
这和fxs有区别吗？
印第安人自己不觉醒，外人再喊也没用
难怪天天把种族灭绝挂在嘴边，自我介绍吗？
恶魔在北美
地狱空荡荡，恶魔在人间
向昂撒人复仇
印第安？
一千万冤魂
最成功的种族灭绝
寄宿学校不是发现有大批死去的孩子的遗骨？
16英里等于25.7公里
罄竹难书
相当于25.75公里
妈呀，太惨了
字幕快了一点
当你软弱可欺时，你将是下一个印第安，不变的是美国
印第安人太少了
昂撒人都是屠夫
印第安？
强盗
美国污蔑中国的罪名，他们自己全都干过
恨得牙痒痒
这叫种族灭绝！
温老师讲的:种族灭绝
上帝要他妈保佑你，那我们连上帝也得消灭！
这不是畜生是什么？
美国政府口中的人道主义
沃尼玛 太气愤了
那可能是耻辱柱的耻辱
要清算他们祖辈的历史其实也没有几辈
北美奴隶主反人类昂撒匪帮
污蔑中国的，自己全部做过，真TM世界毒瘤
黑暗森林
吃饭了，先不看了，昂撒反人类匪帮总有一天会付出惨重代价
被夺走的一代人
上帝闭上了眼睛
不允许多元文化的靠移民发家的国家
看不下去了，美国的非人行为
人类之癌 昂撒
种族灭绝
西方人骨子里是强盗
可惜现实里没有康纳肯威这号人物
荒野大镖客救赎
请大家一键三连。让这个视频让更多的人看见。
印第安人的长相真的和中国人很像
没人性啊
建国史就是屠杀史
邪恶的昂撒人是地球的癌症
画质好评，就应该让人们清清楚楚地看到这血腥的发展史
美国就是个肮脏的国家
昂撒人坏事做尽
世界最邪恶的国家，撒旦聚集之地，美国
日本当初就想这样侵略中国，如果他们成功了，我们就会像现在的印第安人一样
毫无人性了
无数冤魂会向你们追索的
美利坚强盗国
给美国人看这个你指望它反思？？？人就是干这个的
美国历史通篇只有两个字：吃人！
这就是战败的后果
昂撒人滚出北美，还地给印第安人
罪恶美利坚
看着好想哭，真的太悲伤了
美国的诞生就是个错误
有钱人连白人都不放过了，在美国还会有谁能帮他们。
强盗国
看不下去了 太罪恶了
他们亲手葬送一个文明
印第安人，我们祖宗的远房亲戚。
印第安人还剩几个，真来个猛人，瞬间老美说他是恐怖组织……
他们自己都没语言
刺客信条是不是也有这一段
昂撒本就是野人
所以我们不为自己战斗，期待这群畜牲有人性吗
投币了，顶上去
好害怕
中国网友好有才的样子
太恶毒了，这是不当人了吧
如果我们再落后战败，搞不好也这下场
噩梦在美国
霉国本来就在耻辱柱上
美国 地球之蛆
感恩节：感恩可以杀你
我不知道上帝是什么肤色，但我知道撒旦是白皮肤
文明的灯塔
讲个笑话“感恩节”
一定要发到外网，多宣传
这种科普片早就该拍出来让世界都看一看了
太惨了
必须要发到外网，多宣传
据说印第安人的祖先是冰河时代从亚洲迁徙过去的，我们可不可以自古以来？
先三连在看
国家之存在于母语中，没有了母语，就没了国家
丧尽天良
不是人啊卧槽
这就是输了的结果
外宣给点力啊
昂散犯罪记录
英文发音中文字幕懂得都懂
卧槽这么不当人
不行了，我看不下去了我撤了先。
美国历史这是真的吃人啊
。。。
该死的米国
他们是怎么好意思过感恩节的？
前奏是什么BGM啊
印第安人是黄皮肤吗？
种族灭绝
北美奴隶主反人类匪帮
华盛顿
美国之前还在自己人身上进行核试验，真的不是人
我在美国留学期间被学校禁止说中文
杀光之后就有了感恩节
无耻至极
没有人性
天呐
这他妈种族灭绝还是米果有一套
恶魔
恶魔在人间
这么多人和我一起看哎
看个标题直接三连
需要多国语言版本
反抗了，真的打不过，印第安人已经很勇敢了
我的天呐！！这帮毫无人性的
我们也要警惕文化软侵略
唉，美国真是反人类啊
反抗？一枪崩了你你敢反抗？原住民跟这些殖民者比起来太过弱小了根本反抗不了
澳大利亚也是这么做的
比基尼:这个我熟
不为一国一族之荣华 实为五洲万民之乞活
？
他们是人吗
说不反抗的想过吗？冷兵器再怎么反抗这么抵得过枪炮？况且当今美印第安人快被灭种了，怎么反抗？
发外网加各国字幕配音
气死人了
卧槽，真是坏透了
神TM觉醒，人家印第安人发展慢，没有武器啥都没有被单方面屠杀，你这个人什么性质？
血海深仇
难以想象这种种族灭绝的事情会发生
居然是上世纪的事
印第安人头皮发麻
三体人迫使地球人全部迁移澳大利亚
呵白人
昂撒人骨子里的野蛮属性是现代文明外衣遮盖不住的，血腥味太浓太臭
太邪恶了，很难想象人间居然有如此恶毒的种族，一定会有报应的！
昂撒匪帮人类之癌
《自由》
没有人性
这帮畜牲
衣冠禽兽
没人性的杂碎
为啥美国人还有脸过感恩节？
落雨  飞鹰     查尔斯
爆杀美国狗
感恩
毫无人性
被逼的连活着的权利都没有
恐怖童谣
印第安人是黄种人
面黄肌瘦唉
该死的美国
感谢珠穆朗玛
这就是漂亮国说的中国莫须有的种族灭绝，原来他们都干过了
还有打问号的？这都是常识吧？
讲个笑话：感恩节
你可闪得过此一击！
但凡我们弱一点，都会被他们亡族灭种！感谢先辈们的努力付出
靠一群烂人
没用的，外网屏蔽视频
美洲大陆上原住民是黄种人
突然想到这首歌小学一年级的时候还上台表演过
被迫离开家乡
美帝真可恶
猎头发令
美洲原住民和亚洲人很像呢
黄种人
死亡不是灭绝，遗忘才是......
好
直接投币
其中有个部落叫切诺基。是不是感觉很熟？对，灭了你还用你的名字当汽车品牌，宣传自己的车跑的远
白嫖党投币了
一样是黄种人
感恩节
这才是你们官媒该做的事！
怪不得美国人看见黄种人就脑抽，原来美洲就灭过一波黄种人了啊
恶魔
可怜的美洲土著被错认成印度人
不把他们当人看啊
都不敢看了
反人类匪帮
他们是强盗和杀人犯
先三连 再观看哈哈哈
头皮发麻
这个世界根本没有上帝
只能警醒后人
美国这个畸形国家不应该存在
美洲原住民是黄种人
印第安人都杀的差不多了，怎么反抗
欧美：我们错了，我么罪大恶极，但我们还会再犯。
文化灭绝是最可怕的连自己的语言都消逝了唉
他们就是黄种人吧？
一个两个三个小朋友
先把罪行毫无遗漏的记录下来，会有清算的一天的
畜牲
20存一。。。。
四个五个六个小朋友
他们是黄种人吗？
昂撒人不愧是整天把人道主义挂在嘴边的民族？
三体
传统艺能
怪不得他们这样污蔑我们新疆，原来这些就是他们实实在在做的啊！假仁假义的美国
融在dna中的仇恨
警惕东方网友挑拨美国种族主义
厚颜无耻
祸祸地球的开始，怪不得现在叫嚣移民外星球，这是高科技祸祸
简直不当人来看
恶魔
差距太大，觉醒？指望他们用原始文化对抗工业文化？
加拿大
原住民的命也是命！
两百多年了，也差不多了
万恶之源
建议英语课作为必修文章，要求背诵
倒是发到国外去啊，这里的人早知道了
OMG 5条生命逝去
放在外网上会不会被下架？？？
以后年年感恩节的时候在朋友圈转发这个视频
三连
印第安人是棕色人种
种族灭绝 天理难容
三体人:我都是跟他们学的
这是最纯正的北美民族
原住民的命也是命！
白皮鬼子
所以美国必须保证自己的霸主地位 ，否则清算就会到来
美洲原住民
约定的梦幻岛？
太坏了
充满了血腥暴力
前奏：《Ten Little Indians》
撒克逊恶魔不配活在地球
这就起美国的历史
美国，地球的毒瘤
流氓都没有包袱
真.强迫劳动
他们也曾是一个个鲜活的人
卧槽
万人坑也不少
我淦，这是人吗
@BBC
恬不知耻的强盗民族
最后的印第安人
FBI warning
恩将仇报
这就是先烈抛头颅洒热血对抗侵略原因
这个事件告诉我们，任何一个民族或人只要不强大，只能挨打
有英文字母就好了
这个自然界为什么会有美国的存在
一群十恶不赦的囚犯建立的国家
"八国联军来中国后也一样这样对待黄种人,把我们当猪猡,所以一定要提高警惕,忘战必危."
这个时间点都这样？
我很喜欢印第安人，也对他们深表同情
骨子里流着强盗的血
感觉这个国家没有一个时间段是。。
不共戴天！
听说印第安是古代亚洲迁移过去的
我们都知道印第安人才是美洲真正的主人
美国人还在比奇堡海域进行核实验  严重危害了当地海域和土著的生命健康
"艾公说得对,真理只在大炮射程只能,尊严之在剑锋之上."
本来就是一群罪犯的后代
盎格鲁撒克逊野蛮人
美洲真正的主人
真是越看越生气
美国地球毒瘤
不敢看，太残忍！人，竟然如此没有人性！
黑暗森林
先三连
前面的，这怎么反抗？
这也太坏了，亡族灭种啊这是，用心歹毒！
漫长的七分钟
不比鬼子差
就这？还能建国200多年？
鬼子也搞过殖民教育
歹毒
大多数白种人缺少仁义道德 过于自私
即使忘记语言，也不一定忘记身份，不然刚刚那位为何流泪
盎撒匪帮，罄竹难书
我的天
！
恐怖
对于印第安人民的苦难我们深表同情和哀痛
卧槽
大家顶上去
wc，这比例太恐怖了
对不起 中国来晚了
这是在杀死他们的文化
看不看都三连！
印第安人才是真正的雄鹰
卧槽破防了！！！
建议作为6级英语听力
这就是种族灭绝！
美的不当人久已！！！
这就是老外做的视频吧
老人家很帅啊
美帝不当人久已！！！
气死我了
艾尔迪亚收容区
他们都已消逝 在这个世界上曾有他们的气息
我要气吐血了
这是为了毁掉一个文明的做法吧？
美国真是恶魔
畜牲昂撒人
根本就没有什么“美国人”，他们从来不是美洲的主人！
这个腔调有点难受，还是别念了
讲个笑话 《感恩节》
建议人人考一份，有空就在外网发
犯下错的白种人和日本人应该为自己的罪行道歉并且赎罪 然而他们之中有的甚至连道歉都做不到
现在还有印第安人吗
哈哈哈天道好轮回
这就是文化上的灭绝，让儿童从小强迫学习英语，不许说母语，并强迫学习属于西方的价值观，和族人有关的文明，习俗什么的一律不准
不是人啊
美国还舔着脸用阿帕奇支奴干等原住民部落名命名武器装备
发外网是不是视而不见？
灭绝人性
剥皮帮
任何有良知的人都不能容忍这种事
灭绝人性
他们的文化都被破坏和剥夺了 这可是一个民族的命根子
气死我了
北美反人类匪帮
我记得以前学过一篇课文西雅图
先三连，让更多人看见！！！
自由国家
灭绝人性的美国畜牲！！！
印地安人怎么觉醒啊？她们有能力吗
他们甚至可能不是地球人
不是不报，时候未到
华盛顿建立了一个吃人的国家
殖民者就该死！
心疼
我们输了，和他们一样。这是一场必胜的战役
而且美国还搞了个所谓的经济分化，就是防着底层人会联合起来
美国政府和日本政府都是虫豸
请发到外网 多宣传一下
另一个日本？
蓝星最大流氓
我不了解因地安人，但对他们同情
干了这种事，也没早到上帝的制裁，可见上帝要么不存在，要么上帝也是个混蛋
《美国》
当宠物猫了
哪有什么天理，历史告诉我只有强大才是道理
与日本狗子无差别
种族灭绝的真正实施者
所谓的人人平等
真不是人
人干的事？
这么恐怖
问问，在外网能看到嘛？
美国人和日本人，有一比
日本就是这么对咱们的啊
真的看得义愤填膺 就这还叫嚣种族平等 可笑
在大陆漂移假说里，美洲有青铜器，印第安人的发音与汉语相似
印第安人就是黄皮肤
外网发起来
《自 由》 《美 丽》 《和 平》
现在大概率已经没有纯血美洲原住民了，都是和白人、黑人的混血
强盗国
这个视频不是伸张正义，只是告诉人们真相
发个友善的弹幕
现在都没有纯种印第安人了
建设自己的平台才有用
美德日英意法都是大缺大德的国家
怪不得日本被美国和平演变之后会倒核废水
倘若当年中国人没有反抗的话，东北或许就是这样了，失去了民族的本质
白皮魔鬼
文化灭绝了是真的没了
正义就要来临了
白人殖民者在全世界都是这样做的
美国的土地，全是抢的，没有一寸自古传承
漂亮国：这叫保护儿童
亡其国，灭其种，绝其苗裔，废其信仰，断其文明，这TM的就是人间地狱!
罄竹难书
这美国人是魔鬼吗
这是拿他们做实验啊
----------------- +
北美奴隶主种族灭绝反人类匪帮
杀干净就不存在纠纷或是寻仇了
改标题了呢
印第安人的混血后代会征服美国的，南美人加油
地狱空荡荡，魔鬼在人间
勾起他们的怒
对人的灭绝
美国从来就不是好人
瓦坎达就是他们信仰，现在却变成黑人的了
真就不当人？
老昂撒人传统了
必须投币
眉头紧锁
印第安人怎么不反思？？
我去
洋人，都是狼子野心！
我曾听说过，没想到今天这些更骇人听闻
美国没有卖反思券
这波干得漂亮
杀死文明 杀死民族
怪不得老黑我们，以为每个民族都跟他们一样
反抗不了吧，印第安太原始了，根本不是热武器的对手
发到外网肯定被封，这是定位有问题，应该发到其他国家，让他们看看。
这0.0
angew sucks
兄弟们把这条视频顶到首页
这就是战争！希望世界和平！
地球之癌
坏事做绝啊
这就是西方口中的自由平等
英语课本上有这首，不过是fingers
它们还能心安理得生活在这片土地上
我记得小的时候学过一篇关于西雅图的课文呢
所以这个片子是英国拍的？
这个国家必会灭亡！强盗的后代！
美国就是世界上的毒瘤
111111
11111
先三连再看
种族灭绝
对就是要从法理上指出 美国昂撒匪帮得国不正！
还需要把这个短片转发到外国社交媒体上
惨绝人寰
发了可能没用，不发那肯定是没用的
乔治·华盛顿：用印第安人的人皮可以制作出优质的长筒靴-
种属灭绝
印第安人回归运动，建立以色不列
乔治·华盛顿：用印第安人的人皮可以制作出优质的长筒靴-先从臀部往下剥皮，这样可以制作出高的或可以并腿长的长筒靴来。
公知们好好看看。
乔治·华盛顿：用印第安人的人皮可以制作出优质的长筒靴-
可能从北边去的美洲大陆
美国厚颜无耻
焯
盎撒骨子里充斥着恶臭反人类基因
自私，自负，冷血，残暴，就这还想成为世界灯塔？
为什么他们眼里只看得到利益，这些都是活生生的人啊
不亏是你
中文没翻译出来头骨
这里有那么多人居然不知道这些？
盎撒匪帮
一群自诩文明人的野蛮人
还是党媒会玩
恶魔
请各位务必三连
阿妹立卡，不是我，别看哦
过去美洲，也是别人流放之地吧
！！！
英文配音就是要发到外网
惨绝人寰！
这就是高学历所向往的国家？
怪不得他污蔑新疆绝育 呵呵
查了下歌词，数到10个之后越来越少，结尾只剩一个，真是鞋垫
怪不得日本是它小弟，都是和它学的
北美反人类奴隶主必须被毁灭
天哪
老友记第三季菲比：看来你还不了解美国政府
起来！饥寒交迫的奴隶！起来！全世界受苦的人！
美国的犹太人只知道叫嚷自己民族在二战受到的迫害，却闭口不提当年对印第安人的灭绝
美国人生下来就带着污浊而邪恶的血！
印第安人是黄种人吗
山高县还不更新
惨无人道
又是寄宿宿舍
日本人当年会不会是想学美国
真理在东方！
说杀得好的人是什么心态啊
拆了别人的家，却说，自己是世界警察。
魔鬼的后裔
有推特什么的可以转发上去
一天25公里
知道三体3为什么在西方拿不了奖了吧
什么叫种族灭绝，这就是
不共戴天
很像进巨最终季开头
，原来美国是这样来的，怎么全世界人不敢揭露他们
必须先一键三连再继续
轮回
材料有了，李看各位勇士了
惨绝人寰，灭绝人性
瑟瑟发抖
惨绝人寰
真·种族灭绝
先三连再看是优良传统！
这才是种族灭绝，残酷的美国人
这中国网友英语发音真不错
全世界被压破的人民联合起来
这就是盎鲁萨克逊人的文明
美国是西方，血缘来自西方，他们只属于西方
这TM是要灭了他们的文化啊！
国家通用语言
印第安人是黄种人。
英文好评~
大漂亮的故事
灯塔
不行我看不下去了，这内容太不适了
此时应有最后的莫西干人
字幕和音轨不同步
文明的断绝
美国人的手上沾满了血与泪。
多么残忍的白人
和以色列好像
？？！！！
？
封了继续发
好难过
安乐死
文化毁灭
所以会有虚伪的感恩节
太血腥
！！！太过分了
点赞在看
袁立: 这是上
袁立
出来混的，总是要还的
三体原文
还有病毒
天理，强权就是天理
太惨了，想三连后撤了
新大陆这个词已经说明了 盎格鲁撒克逊人没把原住民当人了
用英语让美国人听清楚他们所犯得罪
从文明程度上消灭一个种族太邪恶了
外网发了，下面全是喷子
他们驱赶我们，屠杀我们，甚至想从种族上磨灭我们
印第安纳州没有印第安人
美政客军火商都是骨子里的恶
《文明》
还有比基尼岛
这和法X斯没有区别
《感恩节》
发完了之后，发发加拿大干的什么事儿。否则会让人以为加拿大很无辜。
看得我气上心头，我要打日本！
北美奴隶主反人类诽谤，必须被毁灭
果然很美国
毁掉一个民族的方式是让他们忘记信仰
。。。。。
这在外网能看到吗？
讲个笑话，美国civilization
北美奴隶主种族灭绝反人类匪帮必须被毁灭！
铭记血泪之路，将美国赶入地狱！
《感恩节》
那么多人在看
美国就是地球之癌
禽兽不如
这TM还算人？根本不敢置信
种族灭绝者指责别人种族灭绝，可笑至极
找个三哥发到外网去！
<自由>
印第安人比黑人还惨
好开，闪跟！
美国什么时候没
那原住民世代生活的故土，竟成为他们的地狱
推特直接给你下了
原来他们污蔑新疆的都是他们干过的
感恩节！！！
这怕不是新华社自己人传的（doge
刚刚那句话真的让我眼泪掉下来，他只记得自己母语的名字。。。
恶魔
光是听着就让人觉得窒息...
造孽
顶上去，扣个1
小立本：学到了，这就在菲律宾搞巴丹行军
美国一天不灭，世界更添苦难
美国必将得到报应
this is American
落雨
美国，昂塞，人类之癌
感恩节
总有一天，你会知道什么是文明
感恩节
是时候，让真正的人看下盎撒匪帮们的恶行了！这群强盗海盗窃贼的子孙们，现在成了祸害整个人类的病毒！
美国的历史建立在印第安人的头皮上
感恩
伤膝河惨案，美国政府屠杀300余名印第安人
救命
《钢铁、火焰与病毒》
这种东西在推特可是会被夹的
这TM是人干的？
美国反人类
不是人，真的不是人
转发！有能力的转到外网！
尊严只在剑锋之上，真理只在大炮射程之内
美国干的…
谁对谁错，历史和事实必将证明一切！
美国这个国家，就这30年，必须解体
加拿大，美国，澳大利亚，都一个德行
惨无人道
华盛顿是屠杀令的主使
先点赞，后观看
坏事做尽，恶贯满盈
灭绝人性！
印第安人：终于等到有人敢为我们发声了
我想知道的事，这视频，美国人能看么？
隔山有眼系列就是讽刺这事的
灯塔
刚才那张群体照吓到我了
→_→亚洲脸被妖魔化是不是有印第安人成分在里面
再也不会说自己的母语，真的让我眼泪掉下来
美国太缺德，看得生理不适了都
会被封的
满口人道主义的种族灭绝者
美国它都不配“美”这个字！
畜牲
推荐去听：《最后的莫西干人》，b站有
...........................
天堂太远，美国太近
推荐去听：《最后的莫西干人》，b站有
？？？？？？
？？？？？？？能做个人么
美国真的是一个令人发指的国家！
？？？？？？？？？？？？？？？？？？？？无法理解 真没人性
唉，落后就要挨打
如果我们国家有一天被欧美占领了，我们的下场就会跟印第安人一样，甚至比他们还惨
落雨
可以试想一下这是抗日失败的下场
昂萨匪帮！
盎撒恶魔 他们的来源地英国又制造了多少的侵略、掠夺和杀戮
破防了  人傻了
这些就是被猎取头皮的印第安人吗
用魔法打败魔法
官方出品！干的漂！
怒
披着人皮的恶魔
印第安人：我是本地人阿
尼玛
流放犯有个屁历史
又刷新了我对盎撒民族下限的认知
披着人皮的恶鬼
发了，号已经被扬了
tmd是人？
先赞再看
强盗
看看现在的印第安人，还有几个是原来黄种人的样子，血脉都断绝了
前面感谢上帝的不是中国人？是个中国人都不会说这话吧？
发到外网？视频给你下架账号都给你封了
从头到脚的强盗！
这才是种族灭绝，连文化一起毁灭
乌克兰的新纳也是一样的罪恶
罪恶堆砌的国度
13000+观看
昂撒匪帮
感恩节
《一个国家的诞生》
北美奴隶主种族灭绝反人类匪帮
这个BGM放出来那感觉就跟克苏鲁风格一样，一股邪神降临的感觉
我滴妈呀。。
"美国,地球混乱的根源"
看到这我真怒了
？？？
丧心病狂
推特是上不了的了，看看tiktop字节跳动敢不敢了
实打实的野蛮人，不管穿的再光鲜亮丽，还是野蛮人
去了墨西哥好像
拳头就是真理 美国不知道他们在干嘛？清楚的很
无法理喻
种族灭绝
文明个球
直接封号
怕里有怒
都是地球人，凭什么
美国就是在侵略中诞生的
？？？？？？？？？？？？？？？
对对对，就是这样，舆论阵地自己不掌握就被敌人占领了，普通百姓需要多了解这个真实的世界
啊我裂开了
历史上说印第安人很可能说我们华夏民族从欧洲渡去北美的，可能是我们的分支
他们会说，这是以前的美国人，和现在的美国没关系
西部淘金=猎杀土著
不三连天理难容
最后的莫西干人
表面灯塔 实际冥灯
美国的发家史，就是虐夺史
美国人给我反思
一键三连，让更多人看到
讲个笑话“人道主义”
没用的，转发上去就封号（别忘了推特是谁的）
种族灭绝，真有你的，阿美利卡
世界罪恶的诞生
冻结美国资产，赔偿给受到伤害的印第安人家庭
学术界有种说法，据说印第安人是商朝的后裔，所当时白人发现
美国对印第安人所做的很好的说明了抗击侵略者的重要性
起～
隔山有眼
讲个笑话 “自由美利坚”！
罪之大罄竹难书
一个市的人口变成一个县的人口
！！！！！！
盎格库撒克逊白种资本主义匪帮
英文好评
好吓人 好恐怖
印第安步行者
种族灭绝
我去？？？
风语者
有亚洲基因
根本不是人类，是恶魔
社会化抚养马督工
美国，罪恶的源头
没有，他们么掉了
我靠，以彼之道还施彼身
不共戴天
恶魔
庞大的观看队伍
罄竹难书，毫无人性
北美反人类主义匪帮，必须灭绝
这，就是美国！！！
GITHUB！！！
