第一嗷
我那朋友打赢会很兴奋，但我就不会
大家好我是FPX的爹！
没上场好像没皮肤
现在，你面前的是单杀了2017年常规赛MVP2018年常规赛MVP第二名2019年常规赛MVP去年洲际赛的克烈今年洲际赛的潘森2019年夏季赛冠军中单s9冠军中单Doinb的f6[
一哭，哭成了s9冠军
冠军
FPX牛逼!
the tian！
fpx牛逼！
战马哥也是好样的呀，这三场的BP都很好很好啊！谢谢战马教练！
我们是冠军！！！！！
那时候还在激动得哭的男人如今拿下世界冠军后只要自信的笑了
新一好像没得拿皮肤吧，他一场没上过
我们是冠军
我就是天
we are champion！！！！！！！！！！！！！
我们是冠军
就是这一脚！世界赛奖金的一半都是这一脚
你就是你自己，你就是天
占戈哥欠走己
那时候真没想到fpx能走这么远
爷让你走了？
名场面
大家好我是FPX的爹
上次就tm你渴着要喝水？是刘少？那没事了
我是FPX的天（爹）
jteam: 知道我们的厉害了吧
休想
我们是冠军
湾湾有的吹了
天天天天天天天天天天天天天天天
大家好，我是fpx的爹
让凤凰翱翔的天
好快的活
战歌起！！！！
熬夜党的胜利✌
看这个快看哭了 小天说这话听出一点点苦涩的笑
抢个野都是爱你的形状
所以ig才是亚军 毕竟至少赢了一局 滑稽
涅槃
FPXNB
我们是冠军！
在现场，我哭了！激动的哭了！
我们是冠军
fpx牛逼
加油，翔翔，你今天打的很棒！你是冠军AD！
兲
凤凰涅槃
FMVP高天亮
第一个打破LPL一号种子的噩梦的队伍
duke也有皮肤的
我们是冠军
我们是冠军！
LPL
你是LPL的天！
糖小幽好兄弟
就tm你叫狂小p啊
你朋友很帅，他和faker五五开
激动的睡不着
涅槃凤凰
我们又是冠军！
g2比jt还好打
虽然我是ig粉丝，我还是要说fpx牛逼，打赢ig我也认了！
无敌的FPX
冠军！
！
我们是冠军
我们是冠军!
涅槃的开始
涅槃
我们是冠军！
我们是冠军！！！
兲兲兲兲兲兲兲兲兲兲兲兲
谁能想到第一把飞上去送的ad在决赛一次没死
fpx牛壁
新一纯旅游，没上过场没皮肤。。。
凤凰涅槃，新生不息
赢就是赢，输就是输，分尼玛的锅
FPX是最强的！粉了一年了！终于
我们是！冠军
凤凰终将加冕！
我们是冠军！！
我们是冠军！！！！！！
我们是冠军！
小天nb！!
兲
我是天!
我们是
我就是我，我就是天！
被海贼王终结的春季赛，挺可惜的
我们是冠军
G2比SPY还好打
无法无天的天
我们是冠军！
头皮发麻
LPL！
顶住就能赢
小天牛逼
ig呢？
叫你跑了？？？？
亚索打出1v1我笑了
主题曲作弊啦
super carry dooooooinb！
没弹幕？
LPL
FPX！
新一好兄弟
涅槃，
Fpx牛逼
挺不想看到对面是ig的
我让你走了？
刘青松表面冷静其实内心激动的一批
见证历史
估计是泰坦皮肤
凤凰 涅槃
凤凰涅槃，浴火重生
我们是冠军！
兲
小天nb
原来B组才是死亡之组
火钳刘明
火钳刘明
火钳刘明
我们是冠军
冠军不死AD
我们又是冠军！
盲僧单杀阿卡丽 就尼玛离谱
你就是你，你就是天!
凤起东方！！！
让你走了？？？？
高天亮牛批！
小凤凰牛逼
inb
我们是冠军
凤凰牛逼 我们是冠军
我们是冠军
我们是冠军，我们又是冠军，我们总是冠军，我们，一直是冠军
fpx牛逼
这才叫涅槃
我们是冠军！！！
大家好，我是fpx的天
冠军
说实话赛区比总决赛难打哈哈哈哈
不是我们打得好，而是对手打得差，是真6
我只输给我们的省队
我们是冠军！！！
总决赛零死AD
我们是冠军！！！
我们是冠军！！！
我们是冠军！！
fpx牛壁！
我是天
这一年的成长速度简直惊人
phoenix fly
不容易 小凤凰
我们是冠军
我们是冠军！！！！！！
CNLOL，BestLOL！
天天天天天天天天天天天天天天
我们是冠军！
凤出东方，凰鸣四海！
fpx的tian
wo我就是fpx的天
这一路太不容易了 你们值得这个冠军ＦＰＸ 你们是最棒的
到最后才知道，jt是最难打的
把g 2打哭了
大家起床这么早还是没有谁啊
BGM犯规了  眼泪下来了
tian 明天就去你家的中药店堵你
我们是冠军
真的是涅槃重生
官方今年求生欲变强了，竟然两点钟发视频，哈哈辛苦了
fpx众人的爹
牛批就完事了
这淡定吗
涅槃
fpx的爹
我们是冠军！！！
凤凰涅槃！浴火重生！
这才是决赛
凤凰涅槃！浴火重生！
凤凰涅槃，浴火重生
你跑什么？？？
这下子就强 就是天
狂风绝息斩是吧？
我们是冠军
FPX牛逼
天天
不把我们团灭了，还想走？
我们是冠军！！！！！！！！！！！！！！！！
G2:   F
牛牛牛
世界的天
fly fly Phoenix fly！
fly fly Phoenix fly！！！
我们又是冠军
我们总是冠军
事实证明spy强些。。。
fpx战队真的就是最正确的战队 不是神 却是团队
这首主题曲简直就是为fpx量身定做
我们是冠军。
可惜我小电视，mini版LCK朱日和
1v1
fpx打ig才叫决赛
l'm the carry of fpx
主题曲说明了一切
冠军
fpx打ig才叫决赛
我们是冠军
法无天
我们是冠军！！！
我们是冠军，明年家门口三连冠
我们是冠军
我们！！！是冠军！！！
天 你就是神 ！天神！！！
这才是决赛
doinb
fly fly 
我们还是冠军
替补没有皮肤的
天天天天天天天天天天天天天天
天天天天天天天天～
不输一局怎么涅槃
我是fpx的爹
核心打野真的
天天天天天天天天天天天天
ig本来可以打到第5把的
前面说替补没皮肤的，那duke的刀妹是什么？
我们是冠军
90
我们又是冠军！！！
冠军！！！！！！
我们是冠军
我们是冠军！
我们是冠军！！！！！
fpx牛逼
我们又是冠军，我们总是冠军
没上场就没皮肤选  兄弟   duke去年上过场的
PDD:这b演我
官方终于奶对了
涅槃
兲
FPX我们！是！冠军！
我们又是冠军
我们又是冠军！！
冠军
我们又是冠军!
我们是冠军
我们是冠军！
我们是冠军LPL牛逼FPX牛逼
老子让你走了？
我们总是冠军！！！
我们是冠军
冠军
我们又是冠军
天天天！
因为duke去年上场了
我是fpx的天
第一赛区成了
我们是冠军，我们又是冠军，我们总是冠军！！！！！！
小天昨晚真的秀翻天！
duke上了一场新一一场没上，所以没皮肤
md，前面看的快哭了，到这里莫名喜感笑了
老子让你走了吗
去年duke有皮肤啊
我们又是冠军！！！
我们又是冠军！！！
我们是冠军
我们又是冠军
我们总是冠军
FPX NB
汪！ 汪 ！
我们又是冠军!!!!!!
我是FPX的天！！！！
新一混不到的 没上场
我们是冠军
粽子哥的海贼王
我们是冠军！
6
我们是冠军
凤凰涅槃，浴火重生
凤出九天，凰鸣四海
我们是冠军！
我就是天
无法无天的天
浴火重生
兲
我们总是冠军
汪汪可还行哈哈哈哈哈
我们是冠军
我们又是冠军
我们是冠军
冠军皮肤的瞎子
兲
涅槃的第一步:死一次！
我们是冠军
涅槃
我让你走了？
我们是冠军
我命由我 你命由兲
我们是冠军。
我们是冠军！！！！！！！！！！！！！！！
现在，你面前的是单杀了2017年常规赛MVP2018年常规赛MVP第二名2019年常规赛MVP去年洲际赛的克烈今年洲际赛的潘森2019年夏季赛冠军中单s9冠军中单Doinb的f6[
我是FPX的天 无法无天的天
我们是冠军
天天天天天天天
我们是冠军
"Fly,  Fly,  Phenix,  Fly"
我们是冠军
天天天
天天天天
暴击90
有了有了
我们是冠军！！！！！
小天救了fpx
湮灭
我们又是冠军！！！我们总是冠军！！！
我们是冠军
我就是天！！！
涅槃
糖小幽 funpuls!!!
凤舞九天
我们是冠军
duke的刀妹是因为duke上过场，xinyi是一场没上过所以没有皮肤
fpx牛逼
冠军  !     !      !
上海必去
今晚你是最棒的
我们是冠军
我们是冠军
我们是冠军！！！
我们是冠军！！！！！！
暴击90
涅槃
天天天天天天天天天天天天天天
涅槃
老子让你走了吗
我们是冠军！
我们是冠军！！！！！！
谁在演我pdd
我们是冠军
我们是冠军
我们总是冠军
 I'm a little bad at it
天天天天！
我们又是冠军！！！
官方mv一口好奶
我们是冠军！！！
我们是冠军
FPX牛皮！！！
这个是blg的night
fpx牛逼！
老子让你走了吗
我们是冠军
我就是我，我就是天
先有宁王后有天，两个FMVP
我们是冠军
不好意思 第一赛区 LPL 进来体验一下军训呗各位*滑稽
我们一定是冠军！
瞎子单吃阿卡丽
小幽真爱
我们是冠军
我们又是冠军
fly  fly   Phoenix！
大家好我是FPX得
大家好我是FPX得爹
我们又是冠军！！！
错失亚军真可惜
我就是天！！！
我们是冠军！！！
天
凤起东方  凰鸣四海
我们是冠军！
supercarryDoinb
天神下凡
我们是冠军
凤凰涅槃 浴火重生
去年duke上场了，但今年xinyi没上
续写LPL辉煌
真的是天，没有天在世界赛上这么好的发挥，至少近决赛的是Ig
我们！是！冠军！！！
我们是冠军
我们是冠军
感谢战马，真的喜欢
小凤凰牛逼
FPXnb！
JT是打FPX胜率最高的 手动滑稽
我们是冠军
我们是冠军
天天天天
我们是冠军！！
bgm配起来是真的犯规
S8的登峰造极S9的凤凰涅槃我来，我见，我征服我们是冠军我们又是冠军！
你们是冠军
冠军
蝶
我们是冠军
天天天天天天
我就是天
fpx
我们是冠军
我们是冠军！！！
我们又是冠军！！！
我就是天！！！！
兲
天!
我他么让你走了吗？？？？？
大家好我是fpx 的爹
替补没有上场就没有皮肤，有上就有皮肤
我就是天！！！
胡啦～
胡啦～
我不是别人，我就是我，我是天！
谋事在人，成事在天
我们又是冠军
pdd：小天你演我
我们是冠军
老子让你走了。
兲哥nb
我们又双叒叕是冠军！
我们还是冠军
我们是冠军
我们是冠军
凤凰涅槃，浴火重生
我们是冠军！！！！
我们又是冠军！
我们是冠军
我们是冠军！ 
we are the champions！
实至名归
我们，又是冠军！！！
打比赛没结束前就别笑，看G2决赛笑的多开心，一笑笑到S10了吧
天神
fpx牛壁！
我们是冠军！
我们是               冠军！
我们是冠军！！！！
天天天天天天天天天天天
我就是天！
我们是冠军
我们是冠军
我们是冠军
我们是冠军
duke上过场能一样？云观众逗笑我了
新一没皮肤可惜
我tm让你走了吗
我们是冠军
我们是冠军！
我们又是冠军！我们总是冠军！lpl牛逼！
我们一直冠军
牛逼
我们又是冠军
牛逼牛逼
我们，是 冠军！！
牛逼牛逼
我们是，冠军！！！
我们是冠军！
无形装壁最为致命
让凤凰翱翔的天
我们是冠军！！！
我们是冠军！！！！
我们是冠军，我们又是冠军…我们总是冠军
我们还是冠军
我们是冠军
Duke有上场的，打kt的时候
90
we are champion
I can do better.
我们是冠军！！！
super carry doinb？
我们是冠军
期待凤凰展翅的回城动画
赢IG比赢G2激动多了
登峰造极 凤凰涅槃
我们是冠军！
我们又是冠军，我们总是冠军
我是FPX的天！
我们是冠军！！
我们是冠军！！！
到底是谁在演我pdd
给你搞手克烈上马
我们是冠军！
我们是冠军！
我们又是冠军
我们是冠军
不，你是lpl的天！
我们总是冠军
我们是冠军！！！
大家好我是FPX的爹
生死有命，胜负在Tian
fpx，fly！！！
我们是冠军
我们是冠军！
松松是世界第一辅助！
我们是冠军
巴黎图书馆
我们是冠军！！！———
这才是真正的涅槃，我觉得没有比被黑八更大的耻辱了
我们是冠军
原来这就是在涅槃前的死亡呀
涅槃前的死亡
LWX总决赛总战绩21/0/14，他没有拉垮！
谁能想到呢，一个这么年轻的战队
别杀了别杀了 本鸡杂已经在棺材板里了
凤舞九天的天
糖小幽喊得好大声
我们是冠军
其实ig打fpx是决赛
天天大天天太天天
我们是冠军
warhorse真的强
这时候金咕咕落地小兲差点被撞飞了哈哈哈哈
大家好我是FPX的爹
大家好我是FPX的爹
大家好我是FPX的爹
这里突然看哭
我就是tian
大家好我是fpx的蝶小天
我们是冠军！！
春季赛打京东第四局太急了 第五局被杰斯韦鲁斯偷了鸡。。真的可惜
duke在小组赛上场了啊
我们是冠军！！！
我们是冠军
我们是冠军！
我们又是冠军
哈哈哈独角兽
小凤凰np哦里给
我们是冠军
我们是冠军！
小凤凰牛逼
并不，这是决赛
并不，这是决赛
并不，这是决赛
并不，这是决赛
并不，这是决赛
并不，这是决赛
并不，这是决赛
我就是我，我就是tian
我们是冠军！
这才是决赛！
第一赛区，理应激动啊
涅槃嘛
有点燃啊
哈哈哈，你不是爹么
啊啊啊啊
我们是冠军！
好心酸这话
spy，jt：我们赢了冠军
我们是冠军！
我就是天
这bgm太作弊了吧0.0
我们是冠军
这才叫涅槃
小天哭了
我们是冠军
我这样的中单也能拿冠军
我们是冠军！
我是FPX的天
我是FPX的天
你就是天
我们是冠军！
我们是冠军！
我们是冠军！我们是冠军！
我们又是冠军
我就是我，我就是天
盲僧：我让你走了？酒桶：我让你们走了？？
fpxNB！
你就是fpx的天
我们又是冠军！
爆炸啦哈哈哈哈
我们总是冠军！
我们总是冠军！！！
这个俱乐部的旗子飘落的画面太好看了
不鸣则已一鸣惊人
我们是冠军！！！
我们是冠军
.兲
我们是冠军
兲
我们是冠军！！！！！！！
这就是涅槃重生之战
然后LWX真就蜕变了  决赛三把没死过就尼玛夸张
小组赛我唯唯诺诺，8强以后我重拳出击
流血宴庭
凤凰涅槃
我们是冠军！！！！！
我是FPX的天
并不，这是决赛
我们又是冠军
流血宴厅的等等我
胡啦的是魔鬼吧
我们又是冠军
牛牛牛
我们是冠军
FPX的天
我们是冠军
我就是天
天天天天！
我们总是冠军！！！！
兲hhh
做了冷板凳后，兲就想找个能打比赛的战队
我们是冠军
ig牛壁
太不容易了
兲
大家好我是毒硬币，我是fpx的b
天天天天！！！
来了
18的小天和s3的李哥一样的年龄
我们是冠军
联赛夺冠哭了//世界赛这么淡定
我们是冠军
我们是冠军！！
无数的失败和叹息
爱了爱了
FPX NB！
涅槃
我们是冠军
我们又是冠军
这才是决赛
我们怎么又是冠军啊啊啊
这才是决赛
我们是冠军
我让你走了？
the b the 帅 the DOINB
涅槃
大家好，我是fpx的爹
4强才是真决赛啊
我们有皮肤!!!!
我们是冠军
同上
天天天天天天天天天天天天天天天
又是3-0？？？索然无味
决赛打的索然无味还不如lpl四强内战
我让你走了么
我们，是冠军！
第一次涅槃
富贵在Tian
我们是冠军！！！
涅槃。
劳资让你走了
我们是冠军
暴击伤害90，你知道我这个人，玻璃心。。。
JT真的是夺冠热门
天天
我们是冠军！！！
fpx牛逼
大家好  我就是我  我就是天
我们是冠军！！！
我们是冠军！！！
我们又是冠军
我们又是冠军
Fpx能打败IG就已经很不容易了
我们
恭喜FPX！！！
6
666666
Super Carry Doinb
我是fpx的天
我就是天
我就是天
我们是冠军
明年：我们还是冠军
无法无天的天
Duke上场了，这个替补没有上
我们是冠军！
fpx nb nbnb
我们是冠军
我们是冠军
FPX牛逼！
这段好帅！
我们是冠军!
我们还是冠军！
我们是冠军！
牛逼
我是FPX的天
老子让你走了吗
凤凰   涅槃
我们又是冠军！
按好看程度，确实和ig打的像决赛
jd是唯一一个在bo5赢fpxs的队伍
我哭了。
G2牛逼
我就是我，我就是天！
我们是冠军！
我们是冠军！
我们是冠军！
你传送个屁
我们是冠军！！！！！
我们是冠军！！！
我们又是冠军!
这是决赛
我们是冠军
我们是冠军
凤凰涅槃，凤兴四海
我们是冠军
FPX牛逼！
我们是            冠军
我们总是冠军！
我们总是冠军！
我们又是冠军
凤凰涅槃
doinb!!!!!!
这时候我说可惜看不到凤凰和IG的bo5可惜我舍友还笑我，夺冠了又真香
我们又是冠军
真的不容易
天天
这就是决赛！！！！
天天天天天天天天天天天天天
爷让你走了吗？
大家好，我是FPX的爹
汪！
涅槃肯定要先死一次
你听说过fpx吗？那是一个传奇
凤凰传奇
BGM一起感觉就有了
我們是冠軍
我们冠军！！！！！！
天天天天天天天天！！！！！！！！！！！
我们是冠军！！！！
super carry  doinb!
天天天天天天天天天
大家好 我是fpx的蝶
我们是冠军
我们是冠军
励志的fpx！！！！
我们是冠军！
我们是冠军
我们是冠军~！！！！！！！！！！！！！！！我们又是冠军 我们总是冠军
天天太难
汪！ 汪！
确实，不死没法涅槃
天
冠军！！！
我们还是冠军！
我们是冠军
Phoenix fly
我们是冠军
你可以是天下第一打野，但我就是天
我们是冠军
lqs是太激动弹起来闪到腰了
糖小幽声音都听到了
天
我们是冠军
我们是冠军！！！
冠军！！！
天天天天天天天
我就是天！！！
我们是冠军！
我们是冠军！！
5年撸粉，不请自来
真.凤凰涅槃
新一没皮肤，他一次都没上
我们是冠军
核心中单，不只是打野
这么一看我希望fpx打ig打到bo5拿个3:2没成真的可惜
入坑赛！
这才是真正的决赛！
我们是冠军
我们是冠军
冠军！
fly！Phoenix fly!
我们又是冠军
泪目
我们又是冠军
爷让你走了吗！
我们是冠军
我们一直是冠军
我们又是冠军
天要留你，你走得了？
天帝
duke上场过，你看没看过S8
 我们是冠军！！！
我们是冠军
抱一下 刘青松不哭
说 新一混了个皮肤的很明显你完全不懂冠军皮肤的规则，☁️起来了
fpx的蝶
WE ARE THE CHAMPIONS!!!
我们是冠军！
好帅
赢决赛都没这么激动毒硬币
汪!
汪!
汪!
汪!
汪!
 汪!
我是fpx的天，我就是天
冠军！！！！！
我们是冠军
冠军！
我们总是冠军
我们是冠军
我们是冠军
我们是冠军
我们是冠军
我们是冠军
我们是冠军！
我们是冠军
库里?
看小窗口的刘青松，他并不是淡定
我们是冠军！！！！！！
我们是冠军
输给省队不丢人
蓝公主solo刘青松看笑我了
蓝公主solo刘青松看笑我了
刘青松撞到腿的片段这里没有哈哈哈哈
我们是冠军
我们是冠军！！！
老子让你走了吗
讲道理亚索这皮肤是帅啊
fpxNB
fpx牛逼
开直播舔shy哥
90 90 90
冠军
加油
我们是冠军！
我们是冠军
冠军！！！！！
we are the champion
老子让你走了？
中国电竞牛逼
我们是冠军
这个bgm太配了
我们是冠军
没弹幕？
这才是真的决赛
我们总是冠军
我们又是冠军
我们是冠军
我们是冠军
冠军！！！！！！！
虚假的涅槃和真正的涅槃
我们是冠军！
金贡：我没有爹
天天天天天天天天天天天天天天
我们是冠军！
冠军给力嗷
有是零封
兲
233
你有点差，但是你创了决赛不死传说
天天天天天天天天天天天
大家好我是，无法无天的天
我是又是冠军
我们是冠军
我们总是冠军
老子让你走了吗？
FPX
浴火方能涅槃
我们又是冠军
我们是冠军！！！！！
我们是冠军
两个队都好喜欢
fpx牛逼
你是天
天天天天天天天笑话题
我们是冠军
Olgi奥giao
我们是冠军
诶
大家好，兲是fpx的爹
我们是冠军
  IG FPl牛逼
凤凰传奇
我们是冠军！
我们是冠军
真就是MV主角
赢了g2都没这么激动，这是真决赛啊
天哥NB
lpl两连冠
我们是冠军
我们是冠军！！！！！！
我们是冠军
我们是冠军
FPX牛逼
凤凰涅槃
我们是冠军
我们是冠军
我终于明白了那些同学在fpx夺冠的时候会不顾规矩大喊FPX牛逼，这就是青春啊
汪！
？
我们总是冠军lpl No.1!
我们是冠军
我们是冠军！
我们是冠军！
泪目
Super Carry Doinb
lqs其实第一个跳起来，只不过因为腰扭到了又坐回去了
我们是冠军
我们是冠军
又是冠军，真没意思
我们是冠军！
天天天天天天
我们是冠军
牛逼
我们总是冠
我们又是冠军
涅槃
我们是冠军！！！
我们是冠军
我们总是冠军
90！
欢迎回来
我就是天！
我叫天，无法无天的天
we are champion
长得好像暗影
涅槃第一步 先死一下下
他是真的喜欢lpl
这个比是真的想赢
我们还是冠军
我们是冠军
我们总是冠军
半决赛就是半决赛，别偷g2亚军了好吗
爱了
最喜欢看王者季后赛
我们又是冠军！！！
凤凰涅槃，你们是骄傲！
我们是冠军
我们又是冠军
我们总是冠军
我们是冠军！
？？？
666
我们是冠军
啊啊啊啊啊啊啊
啊啊啊啊啊啊
fffffffgbvvfbfvfvfvfvfvfbfvfvfvf
我们是冠军！！
凤凰涅槃！！
我们是冠军
生死由命，富贵在天
Fpx牛逼！！！！
我们是冠军！
我们总是冠军！
这才是决赛
我们是冠军
我们总是冠军
我们是冠军
队歌
汪的那个笑死我对你有什么好处
fpx牛逼
我就是我，我就是天
。
FPX！
决    赛
我让你走了，一库
所以你决赛没死一次？
我们是冠军
我们是冠军
我们是冠军！
我们总是冠军
8
有人嘛
兲
我们是冠军！
我特码的真的是受够了韩国队夺冠了，LPL牛逼！
这场才是真正的决赛，旧王退场新王加冕
我们是冠军！
没弹幕？？？
S10三连冠加油
我们是冠军！
这才是决赛啊
FPX好帅啊啊啊啊啊啊啊！真正的男人
有没有觉得现在这首歌巨好听，配上这段涅槃之路燃炸了
我们是冠军
凤凰传奇的魔鬼吧？哈哈
我的天！！！这个亚索打出了90的暴击伤害！！太不可思议了！！！太厉害了！！！
亚索打出了90点的暴击伤害！！！差亿点把doinb给秒了！！！太不可思议了！！
我们是冠军!
我们总是冠军！
donib
我们是冠军
生死有命富贵在天
FPX牛逼
+-
我们是冠军
我们是冠军
天天天天天天天天天
super carry doinb！
super carry doinb！
盲僧那一脚把另外四个逼踢醒了！！！
我们是冠军
我们是冠军
我们是冠军
fpx牛逼
有 超级好听 哈哈
1v1
我们是世界冠军!
我们是冠军
天不让你走
19年唯一赢过FPXBO5的战队JDG
断我大招是吧
大家好，是我，FPX的天，LPL的天，S9的天！
-
天要留你你敢走？
Fpx牛逼！
我们又是冠军fpx牛逼，
今年最强大的对手，可见他们打了ig有多兴奋
S8的ig，S9的fpx，谁还敢说我们不是第一赛区？S10lpl三连冠冲压
我们是冠军
pdd流批
兲
我们是冠军
我们是冠军
fpx
我们是冠军！！！
战歌起！！！！！！！
我们是冠军
你就是天!天神!!!
不，这才是决赛！
我打的有点差
Fun Plus X牛批
你是lpl的天！！！
粽子个
我们总是冠军！
我们是冠军
一号种子名副其实
队歌起！
天天天天天天天天天天天天
天天天天天天天天天天天天
本来泪目，看到g2瞬间笑了
老子让你tp了吗！
涅槃前 先死一次
官方的奶向来都是在歌名里
感觉来了
天天天天天天天天天天天天天天天天天天
我们是冠军 我们还是冠军 我们总是冠军
这歌越听越好听
爷让你走了吗
涅槃！
不，你是fpx的爹
我们又是冠军！！！
6
66666666
我们是冠军
生死有命，富贵在天
被inb抢100多野刀的小天哭了
冠军！
doinb
李青单吃akl就nm离谱
66666666
让你走了？？？
生死有命，富贵在tian！
FPX借我点好运
天天天天天天天天
我们又是冠军！
PDD：Tian 这个B以前在演我
这歌曲连fpx小组赛的表现也预测了。确实差，淘汰赛开始涅槃！
涅槃
我们是冠军
队名叫FP涅槃。歌名叫凤凰
汪!汪!!
我们又是冠军我们总是冠军
打IG是真的漫长，加油加油
开始了，
捆仙(the sky)索，
万万没想到，G2把烧烤摊送回家了
糖小幽我的好兄弟
战歌起！！！、
？？我生日啊这天
我们是冠军
我就是天
我们是冠军！
爷让你走了吗？
我们是冠军
重温刘少哭泣名场面hhh
汪！
我们是冠军！
我们是冠军
；
第一中单doinb
 生死有命 富贵在天
JT:我可是差点让冠军出不了线的战队，这么说来我有亚军潜力？
我们是冠军
我们是冠军！！！！！！！
我们是冠军！！！！！！！
fpx今年最激动的是lpl夏季赛决赛，之后是s赛半决赛
我们是冠军
我们是冠军！
6
天天天
告诉全是你是他们的爹
老子让你走了吗
你是fpx的爹
兲兲兲兲兲兲
汪汪！滑稽
Super carry doinb!!!
大家好，我是fpx的爹——天（滑稽）
三生有幸，亲眼目睹夺冠，那一晚，我热血沸腾！！！！！
这是决赛难度啊
这个真的是决赛难度了
虚假的半决赛，真实的决赛
披着半决赛皮的真实决赛
披着半决赛皮的真实决赛
冠军
没抢这条龙，冠军就是16强了，小天永远滴神
替补得上场才有
老子让你走了？
哇哇哇 zoom海贼王
我们又是冠军
我们是冠军！
 兲兲兲兲兲兲兲
李伟翔输出真的高
休想打败我的生活！
我们是冠军
我们是冠军
牛逼      牛逼
fpx牛逼
天天天天天天天天天
我们又是冠军！！！
我们是冠军！
粽子哥也太定了
天
进决赛是每个人都发挥的很好，不只是天
我们是冠军
我们是冠军我们是冠军
凤凰涅槃！！！！
我们是冠军，我们又是冠军我们总是冠军！！！！！！！
我们又是冠军
心疼新一，S9完全就是陪衬，一场都没上
冠军
我们又是冠军！
doinb
我们是冠军
ＬＰＬＮＢ
L P L     N B !!!
浴火重生，fpx
名场面！！！
我们是冠军
我们是冠军
我们是冠军
说
s2到现在
1 v 1
不死ad！
我们又是冠军！！！
Super Carry Doinb
我们总是冠军
含泪夺冠 凤凰涅磐！！！
我们是冠军！FPX牛逼！
我们是冠军！
大家好我是FPX的爹
别心疼xinyi了，德杯都把自己职业打没了，自己实力相对来说不够
我们是冠军
你们不让老子走，那就把你们都杀了
让你走了么
周姐牛逼
339起飞！！！！！！！！
我们是冠军！
我们是冠军
好兄弟糖小幽
我们是冠军
我们总是冠军
nb
名场面！
FPXNB！！！！！！！！！
我们是冠军！！
，
上头了
g
doinb：我是稻草人！！！
我们是冠军
我们是冠军
硬币哥帅啊
小天牛逼
我们是冠军！
我们是冠军！！！
小天哭的真的很伤心
我们又是冠军
暴击90  啊啊啊啊  我是不是要死了
我们是冠军
我们是冠军！
NB
我们是冠军
毒硬币牛批
金咕咕
兲
泪目
小兲
我们是冠军！！！！
这把真的谁赢谁冠军了
我们是冠军！！！！！
我们总是冠军！！
我们是冠军
我们是冠军
BGM是啥
贡子哥你是最棒的！！
打ig打的我好难过
我们是冠军
天天天
老子让你走了？
打赢ig激动的一批，夺冠以后嫌对面不行，石锤igfpx才是总决赛
我们是冠军！
你说被火烧过，才能出现凤凰
你说被火烧过，才能出现凤凰
你说被火烧过，才能出现凤凰
你说被火烧过，才能出现凤凰
你说被火烧过，才能出现凤凰
你说被火烧过，才能出现凤凰
你说被火烧过，才能出现凤凰
我们是冠军
我们总是冠军
加油
我们是冠军！！！！
天天天天
我们是冠军！！！
我要这币有何用
阿p很快乐，队友很难受，这个流浪什么伤害
硬币哥NB，枯辽
We are champion
我们是冠军
海贼王
海贼王
海贼王
我就是天！！！！
我就是兲
我们是冠军！我们又是冠军！！我们总是冠军！！！
IG输了有点难受
生死有命，富贵在天
我也会成为冠军
我们是冠军！
It's time for a new empire！
fpxnb天无敌
你是人间四月天
你是人间四月天
我们是冠军
我是天！！！！！！！！！！！！！！！！！1
我们总是冠军
兲
