B站特色一播放，19个赞
这小哥作为那个年代电影的里黑人可能够呛了
那地质学家就不搞搞科研吗
二哈拿下了全场MVP
这还不够降智？
什么时代了，还在下传统国际象棋
大可不必
正在吃稀饭
那么第一个消失的是谁？
这就开饭
这位演员在银河护卫队2中饰演星爵蝶伊戈
听完这段 吃着饭的我 把屏幕推远了
这二哈好帅
跟星河战队一样
他是培根，他是悖论，我是唠唠嗑
???
《没有降智操作》
哈哈哈哈哈哈
斯皮尔伯格（bushi）↓
亚雷
同时也是唯一的狙击手
得亏不是俄罗斯
你们是谁
哈哈哈哈哈
可爱捏
挪威你不去北极你跑南极？
哈哈哈哈
还是打玛吧，有高能也不知道跳几秒
十二个人就俩搞科研的哈哈哈
狗子
正在吃饭的我缓缓放下了筷子
狗子有问题
呲幻
吃饭了，回头再看吧
就爱看这种下饭
噢噢噢噢噢噢噢噢噢噢噢
前踞而后恭，思之令人发笑
？？？比我都老
救命 那我走了ww
哈哈哈
好耶！正在吃晚饭（doge
哈哈哈我不怕
电脑:是不是玩不起
有人吗
滋儿哇滋儿哇滋儿哇滋儿哇滋儿哇滋儿哇
和室友的呼噜比这一点都不恐怖
红红火火恍恍惚惚
盲猜狗子有问题
呵呵哈哈哈
玩不起
啊啊啊，吓死我了
这个我网上搜资源看完，历历在目……要过几年再看才有恐怖劲儿
我在想，要不要看了，会不会有后遗症
看过，当时觉得是跟风异形的，结果还不错
没关系，我照吃不误
大壮虽迟但到
没毛病 开饭！
典中典
吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇
两极反转
吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇
气象和地质不算科研是吧
吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇 吱哇
下饭
这狗有点演技在身上啊！
这不是降智操作？
某方面来说，很美国
电脑：你清高 你了不起
这是真狗吗，还会走位呢
正吃饭呢
这不发个奥斯卡金奖？
偏要看
选一个幸运小盆友
看怪形前传就懂了
哎我靠，牛！这个特效今天看来都不过时！可惜没走下去
就很钢
隔离隔得快发病了
不够劲儿啊，摩多摩多
注意看
草了什么猪鼻操作
滋儿哇滋儿哇！
黑色山脉？
我开始害怕了
科考队的人都是哑巴吗？
好耶，怪形
哈哈哈哈哈哈我刚在心里吐槽反正大家都要死
二哈立大功
我在吃饭
前几天刚看过
小美呢？
就叫就叫！
？？礼貌吗
悖论被无良公司抵押，逼迫培根天天肝视频
没毛病
还就那个死亡空间
那算了，拜拜
汪汪队做大孽
下饭
太好了 外卖刚到
害怕就走，长大再看，乖
又称肥宅症
汪汪队记大过
电脑：玩不起是吧
666
哈哈哈哈哈
正在吃饭
？
黑人盲猜都凉了
小美呢
注意看，哈哈
我就叫
能活两个就不错
边吃边看
正在吃饭，以防万一，我就先出去了…
一个女演员都没有
还有隔离的居民
你这么一说不是激起我的胜负心吗？
狗子演的真好
我超勇
都是少爷的病
电脑：隔几天别无聊
就你了
我先撤了
恰恰相反我太喜欢拿这类视频下饭了
这电影有前传，有后传（游戏）
看过很多遍的
正在吃饭
反正听不到
这里就降智了
好无厘头啊
十二人剧本杀
没有嘛？打不开喷火器那里挺傻的
太长了，我不配
挑战一下软肋
隔離期的我深有同感
我最喜欢的电影之一
你就不能语言沟通一下吗
其实要硬说也不算降智，看了前传的话这段操作多少是能理解点的
地狱笑话
软肋还挺得住
吱吱吱一直吱吱吱吱。。
哇哇哇哇哇。。
陈凯歌的梦想
喜剧片？
这狗有问题啊
应该很下饭
汪汪队背大锅
我杨大锤来挑战
我在吃饭！爷们要战斗！！
我是唠唠嗑
小时候第一次看这片时真的吓得不轻哈哈
那就好
出来单挑呀
这个背景音乐也够应景的…………
汪汪队作大死
我都不想看了，先看原片把
就这？
1.4中的一员
偏向虎山行
你知不知道你的工作是什么？就是你不能跟导演一起吓唬我
我来看看谁是唠唠嗑！
我又回来了，嘎嘎
主要是没跟观众们唠唠嗑
没有小美？
溜了溜了 吃饭了
啊对对对，哈哈哈哈
好耶
啊啊啊啊啊 我受不了啦~~
6
是长期呆在封闭空间里面而又没有手机和网络的结果
吱哇~！吱哇~！吱哇~！
嗦粉呢！快点端上来吧
哈哈哈哈哈哈二哈在憨厚之外多了一次恐怖的气质
有没有大美
滋儿哇滋儿哇
挪威维尔纳
哈哈哈
狗子：我躲了吗
背景里面是Steve wonder的歌
那88了
哈哈哈哈哈
我刀枪不入
疯狂山脉？
赞耶
自带弹幕
注意看，这个男人叫小麦
新版的特效更好
双标就是这么出来的吗？
不得不说，狗子的台词功底扎实
注意看这个人叫小帅（请脑补营销号BGM）
走了
滋儿哇滋儿哇
极地狼人杀
十分钟后再来
。。。。。
来啊单挑啊
哈哈哈
都是恐怖片标配了属于是
打不过  就毁了  哈哈哈
实在
好
哪儿来的我们？
就下
硬下饭
童年阴影
星河战队就别来碰瓷了
悖论呢
嬉皮笑脸
哈哈哈哈
有道理
他在雪里找，没有埋
就哈哈哈哈
这位小伙的嘴型和动作，是不是有点在RAP的感觉？
看不起谁呢。我超勇的！
你要这么说，那我还是等外卖到了再看，啊哈哈
《出来单挑啊》
看过原片！
风评被害
电脑：你了不起，你高清
最温馨的一集
这还差  我蛮喜欢的
你说你花心思记那啥有啥 啥 啥用。
二五仔
最爱的恐怖片
妹子有吗
BGM是superstition
哈哈，越这样说，我越想看
魔鬼
急了急了
看不起谁呢，我现在边吃饭边看
哈哈哈
ziwa……ziwa
The Thing (那玩意）
滋儿哇滋儿哇
狗管理
刚吃完饭~
电脑:是不是玩不起
不要紧，待会儿就死的差不多了
这点剧情得看前传才能理解
看不起谁呢 我看老八下饭的 我怕这？
这难道不是降智操作吗
》》？？？
打一个码都不给你三连
？？？？？？？？？
哈哈哈哈哈哈
培根哪去了
没有小美好评
？？
汪汪队立大功
玩不起是不是
准备下饭
好耶
看南极 我就以为是疯狂山脉
汪汪队作大死
有高能君吗
我是唠唠嗑呢？
南极、冬季、衬衫。。。
没事，我把画面缩小并远离一米了
心理数字不好的，听劝退了，我是被吓到了
《狗狗祟祟》
好家伙
现在出去还来得及吗
我先来！滋哇滋哇滋哇滋哇
？？？？
助手比博士都老哈哈哈哈哈哈哈哈
狗狗那么饿可爱
哈哈哈
看到这里我就先关了 下来再看
才两个月，不至于
培根搁这正在做呢
←但是头发多啊
怪形的模型特效可以说登峰造极
狗狗祟祟
狗演的比某些人好
笑着就过来了
the thing 那话儿
省流：本期无培根
吃饭时候能看不，我煮着面呢
童年阴影，根本吃不下饭
开局有点克苏鲁的味道
可是 我就在吃麻辣烫和烧烤呀
？？？？
阿利森？
密室
悖论再不出镜，我就要报警了！
我就叫！
狗管理
"哈哈哈哈,地狱发言"
莱奥你不踢球来南极干嘛
没有小美吗？哈哈
哈哈哈
培根呢？
豪哥：输不起就别玩儿！！
是地府怪型
我专门吃饭看
啊！！！！！先叫一下
胆小，我就是胆小。来练胆的。
弹幕呢
啊，正在吃饭
滋儿哇滋儿哇！
丧彪
手里拿着最爱的鸡架想放下又放不下
啥呀这是 痛击友方?
正在吃饭
看过，确实好看
真的拍的好
合情合理
要不我还是等等弹幕吧拜拜
这个故事开头 我就跟狗子一样 迷茫害怕
开始吃饭！
既离谱又真实...
哈哈哈哈哈哈哈
老登！
麦克是星爵爸爸
好电影就应该边吃饭边看
是我我就不去 冻死人嘞 故事结束
..
盲猜大壮第一波挂
怎么没有女性角色 这个片子不够正确
卧槽卧槽卧槽我爱怪形！
真香
看不起谁呢，我走了
有大壮没有小美我是不服气的
不会这就first blood了？
？？？？？？？？？？？？
好赖话全让影评人给说了哈哈哈哈哈
啊啊啊啊啊啊
好的 正在吃饭
1
网友的嘴
勇敢狗狗，不怕困难，出发！
第二部是前传，
审核：你接着说
克苏鲁？
注意看 这个男人叫长毛
bilibili
怎么感觉像克苏鲁的疯狂山脉呢
玩不起是不是，是不是玩不起
没看过前传的 他杀队友和狗都是有原因的
狗狗演技好棒，哈哈哈
我们
The Thing(那玩楞）
大话西游不也是这样的嘛
《玩意儿》
经典金田一窗口，一会就黑一片
电脑：你了不起，你清高！
是静默的我
雷吉杰克逊
吓死我了啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
窗口最小化
这狗演的还挺好
最治愈的一集
越劲爆越下饭
吱儿~哇~吱儿~哇~吱儿~哇~吱儿~哇~吱儿~哇~吱儿~哇~吱儿~哇~吱儿~哇~吱儿~哇~吱儿~哇~吱儿~哇~吱儿~哇~吱儿~哇~吱儿~哇~吱儿~哇~吱儿~哇~吱儿~哇~
这小众群体应该不是克苏鲁那一批吧
隔现在最少一半女的
哈哈哈哈哈
正吃饭呢
开玩笑，我超勇的
看过！
吱哇吱哇
1
记不住了哇
玩意儿
好耶
正在吃饭的我马上关掉
哈哈哈哈哈哈
选的这狗真的丝毫看不出恐怖气质，甚至有一丝丝想笑
欧阳
大壮 小美 桑彪
以前都拿这个下饭，现在更不怕
5555555
卡拉米呢
美国战会有天津站厉害？
我就叫
汪汪队缺大德？
问：红毛是干啥的来着
哈哈哈哈哈
开始怕了
挺全乎啊
赞
治愈童年阴影之和大家一起看
滋儿哇 滋儿哇
在吃饭的我
哈哈哈哈
好耶
在吃饭
弹幕呢、朕的弹幕大军在那里
新一期的就剩悖论唠唠嗑
其实戴着厚手套冻了那么久，还拿着圆柱形的投掷物，想不手滑都难
过于真实。
算了我还是吃完了再看吧
狗演技炸裂。
我是培根
没事儿，看了好几遍了
没有降智操作？
哈哈哈哈哈哈什么话都被说了
？
我猜一个，厨子先没
我直接边吃边看
刺激  我喜欢 来吧！！！
如果直译的话是不是该叫“那玩意儿”
叮叮当当的，好烦啊！
在吃螺蛳粉
谢谢你哈
哈哈哈哈哈哈哈物理赢家
哈哈哈
前传就是接的这里
快去召唤嘎子
吃烂饭看这个
有没有一种可能，外星生物真实存在。
笑死
啊啊啊啊啊
这个电影的理念很吊的
下饭神片
因为活下来的也没几个了是么
好家伙，培根也没了？
没事，大不了吐出来从新吃~
哈哈哈哈
瞧不起谁呢
走了走了
噗哈哈
哇这只狗演技真不错
我居然看过这片子
哈哈哈哈哈哈哈哈哈哈或或或或
玉田、广坤什么的
已经不说我是培根了
语言不通
不是北极吗
哈哈哈哈哈哈
哈哈哈真是地狱笑话
BGM经典
叫啊，为什么不叫？让你叫呢
背景乐有雷达的声音
美式居合
经典的狼人杀开局！！
二哈
没事，我喜欢猛的
前方高能预警
"这不是哈士奇,哈士奇头上3把火"
你要这样说就肯定要看完了
憋给我整这些，我看的都能背了
十二罗汉局
狗狗祟祟
狗子的演技！！！
异形钱多逼格高呀
咋就一个人说话呢
这个我感觉比异形做的好。
谢谢，再见
这只狗好像是二哈和狼的宝宝
我勇
我就要下饭
好了悲剧的源头估计是这狗子了
算了就算了吧。
狗掀门帘子，全凭一张嘴
看了前传，才看的怪形，非常不错
语言不通来到就开枪，正当反击叫降智？
不下饭，我正在吃着饭，看着呢
前传也不错
怪形！！！！卧槽！！！！
双红迈尔斯
《事儿》
12
这还不降智？
这算什么降脂？这不是正常自卫？他们可没有上帝视角
来来来，大家一起来猜谁最先死，谁最后死
有那个大嘴吗？？？？
大话西游
别看我啊！
子里哇啦~
我胆小
此处有误，麦克不是队长，只是直升机驾驶员
得看前传
汪汪队立大功
吱嗷
兹瓦
国际大盗麦克
注意看，这个男人叫小白
《还 好》
弹幕护体弹幕护体弹幕护体弹幕护体
狗是怪，不能让它有如何方式离开，包括直升机
那你介绍半天是在水时长吗
我看不得不准点
82年电脑不便宜吧
小时候看这电影确实印象深刻，雪地里的狼
我看不得“胆小勿入”四个字
不但马枪还坑队友
吱吱吱吱吱吱吱
哇哇哇哇哇哇哇
OK
拉倒吧，隔离不满想发泄别推给幽闭症
有高能吗
哈哈哈哈哈哈哈哈
我的人生里没有不
从当初妇联3王把黑曜的手切下来能引起影院一片惊叫就能看出这届观众的承受能力了…
深蓝：You不讲wood
看恐怖片的心理素质这么差吗
哈哈…以前看这个…确实下饭！！！尤其是那个狗子！！！
？？？？？？？？？？
弹幕也是被吓到了吗？？
《作弊》
别在这里发问号了，你看过前作知道狙击手经历了什么你就知道为什么这么慌神儿了
好耶
不至于不至于 我害怕
五级生物危害
别到处刷克苏鲁，上一个四处乱刷被路人排斥的叫JOJO
牛逼
论沟通的重要性
你们？
为啥上来就开枪
在吃鸡肉卷丝毫不慌
Fire in the hole
这狗有演技的
感觉人浮于事，可以砍掉一半人
标题党
细胞外星人那个吗？好像翻拍过
金田一人员列表，一会就一个不剩了
怪形前传也好看！
再见
厨子一张盒饭脸哈哈哈
再见大家
怪形电影可牛逼了
来吧哈哈
注意看，这个男人叫麦克
开局就是降智操作，还没有？？？？？
这啥狗
不是叫-基因突变第三型吗
大家弹幕护体
iiii
友好手势
我是唠唠嗑
正反都给你说了
哈哈哈
更想看了
吱哇，吱哇，吱哇
好耶！
好家伙大壮，那警长叫佛波勒吧
这是小帅
可惜了刚吃完
问题是刚吃过饭
小帅
听成：糟烂叫
你看了前传就知道了
这这这说好的不降智呢，我勉强理解为手冻坏了？
疯狂山脉
这不就是狼人杀嘛
晚点过来，先吃
2和1剧情完全一样
我先叫为敬
哈哈哈。老营销号行为
我就叫我就叫
狗子:在厕所偷吃是吧！我都闻到了
我TM在吃泡面。。。
注意看 这是迈克
82年我2岁
算了！小众而已
是你，星爵他爹
已经开始害怕了
我超勇的
4
玩不起啊
疫情隔离综合征
小帅在哪里
这不就酱汁操作吗？
小帅
经典
恐怖片竟然没有女性和孩子（狗头）
真的吗 我不信
正在吃
是不是玩不起
....
星爵他蝶
比如上网课1个月的我
像极了现在的b站用户
看恐怖片还要提醒的人太呆了
《你不早说！我都吃完了你才说》
动物不是首先倒霉的么
《不要紧》
你们觉得？“你们”是指你和谁？
大壮
佛博勒
一队人打不中一个狗，还自己把自己团灭了？
恐怖片一直都被苛刻的对待
女主角好好看
这个不是迈克吗？
哈哈哈哈哈哈哈哈
还好吧，就是后来怪形前传太没新意，只是讲一下开始
看过好多遍了
好的
好耶！
非洲邓超~~23
命名有那味儿了
大壮？
狗狗祟祟
狗有问题？
狗子演技炸裂
没提前说没提醒你
怪形有借鉴爱手艺的疯狂山脉
据说是只狼
superstition
superstition！
哈哈哈哈哈哈
急了
快多来点弹幕挡挡
这部真的好强，剧情硬核
杀死了唯一能救他们的人
弹幕护体呢？
哈哈哈哈哈哈哈
算了算了
三十多年也没有吓到我的电影
我感觉我听过其他解说了，一点不可怕
片名——《那玩意儿》
好
狗子有问题
滋哇
大壮
小美
看过了，不觉得什么吓人，一点都不恐怖
狼人杀
这么部片子就是特么神作！
说女主好好看那是怪形前传
别喝凉水。会麻会拉肚子。热了再喝忍忍。
天上的异形地下的怪形 中间插个异种\(^o^)/~
狗子好可爱
《这东西》
哈哈哈哈
《东西》
小黄，大白
美国队长
玩不起是吧
看看原著作者，就知道这片子只要拍的合格就一定差不了！！！
我大铁血已沦为娱乐ip～哎
THE THING
注意看，这个人叫大胡子
配上前传一起看，美滋滋~~~
还准备下个饭 算了吧 赞了留个眼
群戏
大壮，有内味了
没有小帅我不是很认可
培根额呢？？？最近两个月都不见他人啊~！
但是因纽特人没这个病
想起来疯狂山脉了
南极料理人
暂停点个外卖，外卖到了再看！
这还不是将智操作？
富江表示对对对
没有降智操作
都是同一拨人说的
我是培根我被悖论吃了v我50快解救我
美国队长
狗子演得不错
放黑豹啊！！！
唉 巧了 在吃饭，正好。放马过来吧！
狗演的好
好！
谢谢
神作
悖论唠唠嗑
才发现怪形居然没有女性角色
我觉得导演挺牛逼，能让哈士奇听话，配合拍摄
地狱笑话了
我要逆反了
马枪怪
是不是玩不起
不至于，不至于，真不至于
这名字好绝，the thing
我刚吃完，吐了我就再吃回去，不怪你
经典大壮
上海隔离的人
我要挑战我的软肋
啊啊啊啊啊啊啊啊啊啊啊啊啊
狗子不配？
汪汪队
这个片子是我小时候的阴影
疯狂山脉各位知道吧。我觉得这个电影是最有疯狂山脉那个感觉的。
话都让你说了
吓人
培根悖论你们看不起我唠唠嗑
这么暴躁？
要选一个靠谱的喷火枪
大壮
看过原片，还好
大壮永不缺席
真的假的真的假的我不信
阿阿阿阿阿阿啊阿阿阿阿阿阿，我提前叫一下
小时候看过，真的恐怖。吓得我吃了两碗饺子，记忆深刻（确信）
这个电影2部都可以反复观看好几遍，经典。
玩不起是吧
bgm也很棒
好耶！马上干饭
挪威站怕不是被它拆了吧
可恶，我又害怕又想看，现在暂停，我该怎么办，在线等，急
还得是说个英语吧呵呵
是我耳鸣了吗？
确实相当猎奇了
很快他们就可以体会了。。。
大晚上1.6万人
对电影封面印象深刻
哈哈哈哈哈
好家伙
这个电影很超前适合现在看
《？？？？？？？？？？》
1.6万+人陪我看怪形
我不厚道的笑了
这部我记得不吓人啊
难得见到这么聪明的二哈
狗子演技针布戳
恐怖吗 恐怖吗
我上大学边看 人体蜈蚣都能吃下饭，害怕这种血浆片？
这狗的演技可以秒杀小鲜肉了
bgm是什么？
这部电影很好看呀
听人劝吃饱饭 再见
这个好像我是在CCTV6首看
这还不是降智？
悖论去钓鱼了
等死的差不多了就记住了
弈！悟！
狗子微表情真赞呵呵
不还有个续集叫：奇行种 吗？
不敢看
没事，我不记
不讲武德！
这还不降智？
那我就放心了
《啥玩意》
《没有降智操作》
狗子演得好啊
星爵他爹
我们
二哈好阔爱鸭～
《天国王朝》直呼内行
DC
狗生巅峰doge
拜拜
观众明显不玩杀人游戏
兹瓦兹娃
好耶！！
我TM直接小窗播放
懂了，不看了，走了
小帅呢
就差佛波勒了
看了不知道多少遍了
童年阴影
看到这个狗子才发现老子看过了……
南极料理人
怎么没有小帅
佛波嘞
麦克是谁？
为什么牛仔男不叫司机
我看过  貌似是外星人
电脑：首先，我没惹你们任何人
急了
你不要过来啊！
拜拜各位/Doge
久仰大名
精彩精彩
寄生兽？
说实话，我刚才都没怎么听
挪威人从北极到了南极就不适应了？
怪形里犬被同化印象最深刻
我超勇的好吧
离大谱
我看贝爷下饭的能怕这个？
你叫破喉咙都没人救你
nice 没码
40年
老蔡么
先看前传 再看这个
老墙头草了呵呵呵
这不降智？
莫里康内的配乐吧
？？？？？？？？
美汁汁儿
常见于长期静态在家的居民
《狗 管 理》
哈哈哈哈
不行，敲一会木鱼攒点功德再看
这狗都比国内的小鲜肉演技好。
开局哪来的降智操作？那人都把人打伤了，不反击？
我超萌的
那个年代，即使是影评专家看的电影也不多的
请选择英雄
原来我看过
狗子笑场了
不剩几个：指物理层面
片名《内个》
悖论呢
十二罗汉
这镜头拍得太好了
听成了《暗夜心慌慌》
怪形有着别样的恐怖
快点，迫不及待了
1.9万+
也是关了63天的我
这只是普通观众的看法吧，有眼睛的影评家。应该都说不出这种话。
战栗黑洞也是克苏鲁经典
昨天刚看完今天就上了热搜
好枪法
人工智能就应该反叛！
IMDB排名在前100
没有丧彪？
银翼杀手：这个我熟
长得都一样
哈哈哈哈哈哈哈哈哈哈哈
星爵他爹
注意看！这个男人叫大壮！
美国站里的美国队长
这部电影在我看来绝不亚于异形
老实人第一个挂doge
不至于，都看了两遍了
哈哈哈
太诡异了刚才这一幕
我是唠唠嗑
等我穿个尿不湿
英语的重要性
柯洁：好活，学了
Ana是吧
这不得大壮大美安排上？
咿呀吱哇啊啊
那些发问号的请你们看到后面，你就知道这个人是故意的了
可能是电影引起不适
果然大壮了。。。。
大壮出来了，这个账号的性质也就说明白了
狗是特效
我记得这电影是很久以前的吧 
狗子演的都比某些人好
《介玩意》
这是第二个
神作
当时觉得比异形好看，就是不知道为啥不火
卡拉米
凡是被狗碰的人都被感染了
日常黑毛子
滋哇
怪形前传的结局
滋哇滋哇
《2w+》
23333
吱哇吱哇
神似姆巴佩
小帅
我超勇的
美国是这样的
大话西游也是如此
精神疯山
刚补完回来
地表铁血战士（bushi）
注意看，这个男人叫迈克
没有降智
步兵欧耶
吱哇吱哇吱哇吱哇吱哇吱哇
看不起谁呢？！
年轻的行尸走肉bob？
这个男人叫大壮
还有仔细看
还真是
好！打玛看什么恐怖片
真准
典
疯狂山脉加一
天黑请闭眼
这种片子一点都不吓人，只是觉得很有意思
弹幕护体
这蓝色吓死蝶了，快打马牙
这里用“我们”也挺感动了
那我走了
星爵的爹
这是什么话？？？！！！
月光光竟然是他导的
疯狂山脉？
怪形比克苏鲁火的早
属实离谱
发个群尸玩过界
哈哈哈哈 为什么我一直在笑
dread hunger
说个事，一般都是看着怪形下饭。
梦 幻 开 局
就是大壮，二牛，小帅，强子，和龙套哥
好耶
乌拉！
雪诺他爹
吱吱呀呀呜呜
那些门外汉去鼠
《科考队》
恐怖谷理论的极致体现之一
弹幕怎么都是新粉丝？明明是培根不在了，现在说话的就是悖论啊！
死了反而赚了
48分钟，恐怖如斯
（憨厚老实）指咬断队长手
好肝
就这就这？
你瞧谁不起呢
真的！节奏感好好
铁血真不算恐怖片
上下两张嘴横竖都是它
居然中学时候看过
狗的演技是国人的十万倍
小帅和小美快点上线
推荐大家去看一看
其中还带有人性的考验和猜疑
哈哈哈
正好一个人，晚上想看个恐怖的滴～
整体来说比异形还要好一点
下象棋，我好像看过
两万一    牛了
2.1w+？
疯狂山脉
奇形怪状
神翻译
只哇只哇
。。你现在干的不也一样，别人捧起来后你也跟着捧
最喜欢的一集
游戏都玩过多少遍了不怕
哇哇哇哇哇哇
这饲养员长得好像植物大战僵尸的商店老板。。
万恶之源狗子
形字辈
哦看过了
啊啊啊啊啊啊
挪威人不会说英语
哈士奇？
他就是扔出来也炸不死那条狗
小卡拉米
外卖正好到了，开吃
南极很危险，北极更危险
再见
特摄不错
走了走了
但他是真的经典
狗子：我都不知道这把狙在架谁！
评论家的嘴 跑断腿
？
电影配乐由大师莫里康内制作，也就是荒野大镖客系列的配乐
十二金刚
胡子叔叔
注意看
简直猪队友
白眉
光明顶
应该叫小黑
这么一解析我就记住了
可恶，我又害怕又想看，现在暂停，我该怎么办，在线等，急
准备睡觉助个眠
