恰？？？苦恰恰恰？？？？
滴胶画也可以实现立体感
借口存在，魔法开始
为啥去海边不去山顶
Ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
理论存在
您
还分图层
理论存在，魔法开始
青岛人狂喜
青岛的海是灰色的 来了也没啥用
演啥呢
oh
OHHHH
OHHH
OHHHH
this is art
真的不是雕塑吗？
amazing
不就是树脂一层一层倒出来的那种么？
你告诉我这是画？
提前卧槽
5
哈哈h哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
好立体好厉害！
节目效果拉满
艺术创想？
凭借这个认真，凭借这份热爱，你币有了
ohhhhhhhhh
我思故我在
？？
重金属万岁！
三连了
这条公路我溜达过，特适合兜风
Never Compromise
不敢白嫖
不，我们小组做大作业也这样，蛮正常的！！
做了就要做到最好
嘿！渣渣好！
我建议抓一只订墙上
插翅难飞
演的太假
你管这玩意儿叫画？
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
海边拍一个，然后滤镜拉满
沃！
立体感呢？
图层（本意）
兄弟们又来学魔术了？
三连回血
我思故我在
理论存在魔法开始
就是青竹的颜料，没有很贵，正常价格，色彩考试人手一盒
OHHHHHHHHHHHH～
国产亚克力
胶水画原理？
这不仅仅是底色，更是对初心的坚持，愿我们都能够守住初心，记得那个最开始的梦想。
WC区up主
必须三连
OHHHHHHHHHHHHHH
OHHHHHHHHHHHHHH 
我感觉可以做一个汽车广告了。
牛逼
剧情需要
好贵
朱红+钴蓝
结果运输时坏了（滑稽）
好家伙……这不是青竹嘛
这效果完美
NB
美术生久违的DNA动了
提前您
我就在青岛啊救命
你自己去公费旅游是吧？
我去……贵的不是颜料是亚克力啊朋友们……这么大面积的少说好几千吧
理论存在，魔法开始
《 图  层 》
吟唱结束，施法开始
三句话教我，我擦
离谱
多图层
nbnbnbnbnb
致富经
《熬夜无所谓》
你们吵架的时候还专门拍下来？
打错了
我倒是觉得剧情没必要
加图层了
这个视频方便大家理解图层
不是，不会接青岛广告了吧？
点错了sorry
提前卧槽
o h h h h h h h h h
有立体感了
海也得看是哪的海，有的地方海很浊
这都能杠？高质量作品杠小插曲低质量作品抢着三连？
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
没看懂怎么立体了
大红鹰
ohhhh
凭什么你说了算，给钱啊
3D打印笔
啥玩意啊
绿色
青岛欢迎你
离得那么近我却没偶遇
我在这个地方拍过照
卧槽！！！！！！
先您为敬
《简单》
魔法开始
ohhhhhhh！
卧槽
s，b
共聚焦显微镜
图层
。。。。。。
新 建 图 层
你搁着分图层呢
还以为是麦乐鸡出新酱呢
ohh
我先来：您
o hhhhhhhhhh
点错了，草
禁止在麻瓜面前使用魔法
看不懂？？？
没看懂
我在站在这里拍过照
有翅膀唉
五彩斑斓的黑
真的值了
啥车还不到200？
尬
可能我们对画的理解有点儿不一样
工费旅行失败
不觉得有啥难度
新建图层哈哈哈哈
升华了
每个人都有自己的事儿，想法不一样很正常
选错了
握草
完美你还调什么色啊？完美干嘛不放原片？
没看出来说实话，有人能讲讲吗
鹰？
三连了
橙色
有必要整这么尬的剧情吗
啊，我住这附近
你币有了
那我一定是中国红呀
ohhhh
来青岛！
真的离谱
牛批
理论存在，魔法开始
这年头画个画成本都这么高了？
齐马蓝
Ohhh
亚格力老贵了
卧槽？
ohhhhh
老鹰乐队吗
这个我曾经也想过
不就会点魔法吗，居然说是画画
辛苦您找借口了
暖色系
底色不知道，底线我懂——投币，给我投
只是要画地图吗？
有什么不一样
多艺术的追求
OHHHH
Woc，Bgm是Sum41的piece
国产剧情
大制作
弘扬劳模精神，擦亮奋斗底色
板子是订做
结论：属实没必要
妙啊
麻将？
妙啊
ohhhhhhh
青岛真的美
你币有了
借口存在，魔法开始
长得像我体育老师
我永远都会支持你。
借口存在，魔法开始
说实话，背景效果真的一般
潘帕斯雄鹰
雕牌？
这。。。不是以前那种卡片吗，换个角度能动的
奢侈
ohhhhhhhhhhhhhhh
就这？
ohhhh 
所以你把作品偷走了
真-图层
《图层》
卧槽
看到福特中国了
这个三连你值得拥有
山东人狂喜
绿色
ohhhh
那为啥还上滤镜
提前卧槽
强行鸡汤
鹰击长空，龙潜于海
禁止在麻瓜面前使用魔法
禁止使用魔法
生化个屁，哗众取宠
帅！！！！！
这种画法已经有这个方法已经有很多艺术家用过了
[OHHHH]
老鹰
[ohh
国产剧情
我先卧槽了
卖情怀
升华主题 点明中心
鹰击长空，鱼翔浅底
出现在哪里了
这样算是变成一件艺术品了吗
魔法区up主
5
这是怎么拍的
希望我们都能找回并坚持原来的自己。努力！向着星辰大海！
头长了。。
真的是立体的啊！！！
直接雕一个不好么……
ohhhhhhhhhhhhhh
虽然说演技很差，但是话糙理不糙，有这个心可以
鹰酱！喵！
前面那翅膀校徽的怕是培英
我思故我在
我思姑我在
这颜料一套房？哪里的房？我先来一套
我思故我在
哈哈哈哈哈哈哈新建图层
画什么不好，美国佬
牛
你币有了
没了？
前面在问号什么
厕所区up
艺术永无止境
借口存在，魔法开始
数百公里，累不累，内陆人就搬到海边住得了
值了
大红鹰
OHHH
理论存在，施法开始
氢氧根离子
maga
天啊！!!!!!!!!!!!
虽然但是，为什么要画白头鹰？
我猜就是老鹰
彩！
快跑，不要回头(ﾉಥ益ಥ)
提前卧槽
谎报军情的是谁
[ohhhh]
雕牌给了你多少钱，我立白出一倍！
理论存在 魔法开始
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhh
5
理论存在，魔法开始。
看出来了是画鹰
魔法老师没教过你不能在人类世界使用魔法吗
就很离谱
新建图层
Ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
我也感觉磕了一下 
一期比一期过分
我思故我在
我思故我在
［oh］
我思故我在
分层设色地形图
好家伙，同款颜料！！！！！！
鹰
提前卧槽
这有必要用透明亚克力吗
青岛银欢迎你
问题是 你用不透明丙烯画在透明亚克力上…？
图层？！
没技术，都是哗众取宠的东西，为了流量
我思故我在
我思故我在
欢迎来到青岛
有句话不知当讲不当讲 青岛的海不是蓝的
理论存在，魔法开始
3D树脂画就是这个概念
理论扯淡，魔法开始
就是想去玩
到底什么车？
我给你拍
ohhhhhh
迪亚波罗点了个赞
那一定是蓝色吧
他在尝试教会我
好害怕刚才一个角碎了
你这是打算教我？？？？
哇这颜色好好看
提前卧槽
？蓝色在哪。。。
ohhhhhhhhhh
神tm我思故我在
？你们小组活动不会发生意见不合吗？
黄色是我的底色
克莱因蓝
你这，你的法术到底有多少还没展示出来
就这?
魔法准备
不敢恭维
滴血雄鹰？
青岛排面
我思故我在
青岛排面
你所热爱的，就是你的生活
舞出我人生第二部还是第几部开头就有这个
OHHH
你好
你好
你好
你好
nihao
我思故我在
你好
魔数41！
太强了
哇哇哇哇哇哇哇
（理 论）
建模？
我爱发明是吧
新建图层与剪切蒙版
突然想起来了汉尼拔[doge]
和滴胶画类似的过程
好评
Ohhhhhhhhhhhhh
卧槽
理论存在，魔法开始
我思故我在
冷色系
升华了
我思故我在
我思故我在
裸色系
Ohhhh
骗人，三句没学会
有啥实用的？
到山上会更好吧
熬       鹰
和滴胶画一样
禁止在麻瓜面前使用魔法
卧槽
理论存在，魔法开始
肯定输了
肯定去了
好家伙！丙烯颜料！
经费在燃烧
ohhh
ohhhh
卧槽
提前 您
抹匀啦！抹匀啦！
ohhhh
氢氧根离子
ohhhhhhhhhhh
你想去海边就别找那些借口了
就是立体要什么立体感
ohhhhhhhhhhh
终于涉及到神之领域——造物了吗！
【ohhhh】
施展魔法？？还得是您
《  画   》
就这？
真•图层
就这
黑色
同款
Y鸟？
[ohhhhhhhhhhhhhhhhhh]
翻译：图层
卧槽
前面那个说的应该是滴胶吧。
经费在燃烧
？？这
好家伙，物理图层
ohh
6
ohhhhhhhh
您
OHOHOH
bgm好评
[ohhhh]
不信谣，不传谣
这就是魔法家的艺术追求嘛
[OHHHHHH]
前面那个新建图层的绝了
向着星辰与深渊
大鸿展翅
没有觉得有多震撼啊…特效可能比这个好点
眼近视的人看着像真的
西西弗斯
【ohhhhhhhh】
我思故我在
【OHHHHHHHH】
青岛欢迎你！！！！！
ohhhhhhhhh
绘画艺术+行为艺术
sum41 双厨狂喜
OHHHHH
这个人要开始施展魔法了，麻瓜请注意
Up是富豪呀家人们
狡辩存在，魔法开始
？？？
理论存在，开始施法
sum把我炸出来
青竹颜料280一盒
青岛的海不是蓝色 幸亏没来
My God
不懂。估计我是农民吧
我思故我在
暖色系
三连啦
还好吧～没有很D吖
禁止在麻瓜面前使用魔法
［Ohh］
ohhhhh
亚克力比你想的便宜多了。。
你的赞有了~不过不是给你的鹰。
威海的天更蓝
6666666
图层
静电
bgm：pieces
[ ohhhh]
我思故我在
开始不对劲
太平角一路
跪着给三连
音量诉讼
支持
就硬吹
亚克力板得花不少钱
我感觉您是一个艺术家
艺术家都是疯子-----烬
ohhh
禁止在麻瓜面前使用魔法
新建图层哈哈哈哈哈
害
鹰酱
我思故我在
飞跃教育？
燃爆，血都沸了
瓦蓝蓝的天空飞老楞
哇哦
有差别吗
理论存在，魔法开始
无论真假，这几句话就值得三连
提前卧槽
把公屏打到卧槽上
就不能画美少女吗
ohhhhhhhhhhhhhhhhhhhhhh
ohhhhhhhhhhhhhhhh
黄色
ctrl+z真的是人类最伟大的发明！！！
这不就是新建图层？
借口存在，魔法开始
借口已有，魔法开始
亚克力没那么贵，大学时做模型在学校门口买的这一块也就一百多
您
跟立体鱼一样嘛
青岛的海怎么不是蓝色的？？？刷屏灰色有意思吗
叠加图层。
［ohh］
[ohh]
老鹰在海边？？？
呃
理论存在，魔法开始 
卷的好哇
氢氧根离子
卧槽
这和平面的有啥差别……
太平角！我刚去过！
一个艺术家的追求
同款颜料
危
这一期耗费心血极大
ohhhh
可以
成本太高了吧
这就是那种多层树脂立体画的原理啊
币何用
借口存在，魔法开始
不对劲
哈哈 拉胯
记得给人家加班费
我思故我在
咒语存在，魔法开始
您
您
最喜欢的乐队之一
太平角一路
开始了，这人要施展魔法了
太逼真了
正片叠底
280一盒那个你被坑了吧，这差不多200出头
理论存在 魔法开始
禁止在魔法面前使用麻瓜！
ohhhhhh
OHHH
就是比较费亚克力板
地铁大爷脸。。。
创作不易，投币支持！
这是真的还是假的，有点假的感觉
我思故我在
66666666
理论存在，魔法开始。
已经不是画了，是艺术品了
反译过来没钱了
OHHHH
HOO
你好有钱，丙烯颜料啊！！！
BGM sum 21 pieces
大地色系
能不能实现可以先用小模型去试验不就好了吗？
擦，同款
理论存在，魔法开始
发我思故我在的知道这句话的意思吗
ohhh
这都不是画了，都开始建模了都
青岛?!山东人?!老乡?!
演的真好
结论，因为热爱所以很有必要
在麻瓜的世界过的还开心吗
直接原理存在，魔法开始
镶着金边的抹布
没听到，看操作
哇声音真的爆炸
有请这位选手的经历分享
这个真一般吧
又是你
ohhhh
就……很一般啊
你一定是驾照没拿多久想过车瘾
浮雕了属于是
ohhhhhhhh
w
ohhhhhhhh
真·图层
跟碗底画金鱼一样吧？
ohhh
老鹰？
住的雕，站在这上面都不害怕掉下去
就像多彩的画总以黑白作为底韵
Ps这我熟
ohhh
请不要在魔瓜面前使用麻法啊喂！
尴尬地吹啊 网友们 也不过如此
OHHHHH
卧槽
提前卧槽
您
你真这么觉得吗……
画？
《立体感》
施法
公屏
新建图层的绝了
有点
自我感动
自我
《惠比寿》
？？？？？？
ohhhhhhh
《平面建模》
看到他，为何感觉必须发“握草”
去海边可以显得是个大制作
5
油画
不对劲
暖色系
OHHHHHHHH
魔法开始
哇塞！！！！
问心无愧
哇
 晕
噱头
您
牛
魔法存在，咒语开始
这是鹰吗
热爱的是我的一健三连
woc
禁止使用魔法
震惊！青岛惊现老鹰
施法开始之前，先点个赞
亚克力蛮贵的
提前卧槽
ohhhhhhhhhhhhhhhhh
滴胶立体画和这个类似
就是那个立体的金鱼
麻瓜那个你等等我
理由存在，忽悠开始
摔坏了是不是白跑一趟
羟基组准备
日照人落泪
三连了
图层
挂路灯吧，哈哈哈
图层被你玩明白了
能不能把滤镜去了
现实版图层
1000+就离谱
哇偶
运的时候亚克力压坏了……
乌鸦坐飞嘚
我找到了我学校
冷色系
卧槽
巨大的。。。沙雕。。。。。。。
好好好，你说的对
您
ohhh
自我感动
空降懵逼
演半天 太能作秀了8
挖槽，投了投了
ohhhhh
卧槽快进手滑555
理论存在.实践开始
ohhhh
你所热爱的，就是你的生活
他甚至为此买个这玩意儿
老楞
这个耳机和音乐。
禁止在魔法面前使用麻瓜
提前卧槽^_^
ohhh
想回青岛……
冲这个三连给你了
这成本泵一下上去了
[ohh]
撞到翅膀了！！！
JOJO
中国红！
《真简单》
如果你想让我们学会请把你的手借给我们。
还有航拍
OHHHHHHHH
实力up
这不是严敏？？？
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
Ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
可是我家离海边也就1公里左右。
我们这里青竹颜料240
网上没有照片吗
[ohhh]
………我真的觉得的，就还好
可以，但没必要，是真的
借口存在，魔法开始
［OHHH］
［OHHHH］
[OHHHH]
冷色系
doge
汽车广告
居然有人拒绝去海边
氢氧根离子
好吧，我错了，还以为接活了
太好吃了！食神
虽然不懂 但是你的作品都很厉害
就这
999
ohhhhhhhhh
啥嘛，这是
理论存在，魔法开始
啥嘛，不如在家呢
尬了
ohhhh
氢氧根离子
卧槽
忽悠完毕，开始施法
这个真就属于对艺术的追求了，绝
合理
理由存在，实践开始
开始跨维度施法
《诈术》
自我感动吧？
OHHHHHH
白嫖失败
有疫情呀
好棒好棒
锌空电池
[ohh]
三连了
卧槽
我嘞个神仙姥姥啊！
哇唔突突突突
泪目
禁止在麻瓜面前使用魔法
@
这青岛哪鸭？下次我去市里玩鸭
OH
提前卧槽
ohhhhhhhhhhhhhhhhhh
借口存在，魔法开始
牛啊
理论存在，施法开始
亚克力亚克力
你只是想去海边
创意梦想
节目效果拉满
ohhh
找到了我的大学！
呃，说实话觉得没啥，轻喷。。
前方高能，耳机党调小音量
就还好
我思故我在
卧槽
青岛一中 起立
我先来，卧槽
不够蓝
卧槽
提前卧槽
好美！
鹰酱
很一般
怎么回事自我感动，这就是追求
WC！
好怕它一会飞走了
OHHHH
幸好你要的不是纯粹的红色
OHHH
贴图层
主要是想郊游
ohhhhh
前方高能预警
咕咕咕咕
已经开始离谱了
不知道美在哪，黑人问号了
ohhhhhh
oHHH
ohhhh
退化了吧，干嘛不直接雕塑，这种写实作品
青竹没有那么贵……有很便宜的
不是，期待了半天，就这效果？说好的立体感呢
ohhh
这真的不是特效可以做出来的震撼
！！！！热血
这个，能实话实说么？不怎么样
有点像树脂画那种
理论存在，实践结束
你这样说显得我很傻
ohhhhhhhhh
sum41
ohhhhhhhhhhhhhhhhhhhhhhhh
大制作啊
[ohhhh]
【ohh】
我要这币有何用！！
就手动新建图层是吗哈哈哈哈哈哈哈
有什么不一样的？
来三亚
OHHHHHHHHHHHHH
汉尼拔
ohhh
ohh
想起jo5的切片噗（逃走）
魔法区up主
支持
居然开始有剧情了
不走流程了，直接卧槽
我思故我在
我思故我在
原来不是麻将
90327牛逼
OHHHH
理论实践魔法开始
这次一定
卧槽？
打卡
ohhhhhhhhhhhhhhhhhhhhhhhhh
不怎么样
打卡
我思故我在
我思故我在
我思故我在
。
理由存在，魔法开始
天哪
好家伙 好厉害
深红加普蓝
他居然试图教会我
青竹的高级灰多米娅色比较纯
ohhhh
三连了
拿走
不怎么样
点错了淦
您
也不好看呀
OHHH
太平角能看日出 青岛欢迎你
OHHHHH
厉害了
艺术家不是看谁脱的多嘛
【ohhh】
（ohhh）
太强了
 OHHHHHHHHH
OHHHH
我也觉得没必要，何况你还没提前说
ohhhhhhhhhhhhhhhhhhhhhhhhhhh
氢氧根离子
您
重新定义简单
ohhhhhhhhhh
提前卧槽
我是笨蛋，我看不懂
ohhhhhhhh
NB
人形3D打印机
小伙子不讲武德，我劝你耗子尾汁
额。。。。
谁开的航拍机，谁拿的谁像机
先点赞
Ohhhhhhhh
sum41！！
提前您
借口存在，魔法开始
牛笔吹得，你一个人？航拍谁拍的？
woc这磕一下给我吓着了 没事吧
跟标本一样woc
理论存在，开始魔法
加油！
没看出立体感
音乐太大了
哦
冷色系，白眼观天下，丹心报国家
打卡
鹅鹅鹅，图层
我留这币有何用？
我支持！！三连了！！
真 · 立体
PS可以
白嫖失败
逼真
ohh
哇
青岛人说必须去青岛
我爱发明经典桥段
卧槽
好大的翅
我……我就滑回去看反转，咋就点到一星了
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
卧槽。太牛了！
ohhhhhhhhhhhhhhhhhh
厉害
ohhhh
美术生看到干净又整齐的颜料狂喜！！！
我赶时间，离谱就先放这了
鹰酱
抗锯齿没拉满
ohhhh
青岛！！！我老家！
？？？？？？牛逼
他们就是懒
《画》
你就是想公费旅游
这有啥啊，，
准备碳酸根
jo5的切片，迪亚波罗点赞23333
哇哇哇
草，丙烯颜料！
《简单》
sum41好评！！！
↑BGM pieces
【ohh】
那不是雕像吗
此时观众还没有意识到事情的严重性
上次你也是这么说的
艺术赛高！
雕炸天了！
辛苦了
他现在甚至不愿意细致的给我讲解了
支持
[ohh]
我思故我在
Ohhhhhhhhhh
文案比画牛逼
我思故我在
鹰酱
你真是个老板
人家不愿意不是因为你要去是不想跟着去
您
不怎么样
助力每一个梦想
OHHHH
太美了，作品啊作品！
[ohh]
点子很好哦，就是画的再好点就好了
麻将
强
《立牌》
有立体感吗？
sum41
ohhhh
雕牌洗衣皂
BGM：布谷鸟
沃
ohohohohohoh
卧槽，看起来好爽
很一般
禁止在麻瓜面前使用魔法
对不起，看成烩面了，我错了
卧槽
禁止在魔法前使用麻瓜
他为什么总有一些绝妙的想法，
ohh
⊙∀⊙！
节目效果
额
[ohhhh]
猎鹰，自由翱翔于天空
提前卧槽
投了
汉尼拔的真的是魔鬼了
海边应该是海鸥呀！白头鹰可不对
亚克力板？？
sum41
OHHHH
大红鹰，新时代的精神
青岛:我买了
理论存在，试炼开始
挺普通的啊……
经费有限
同款颜料
开启图层模式
艺术家的坚持
新 建 图 层
美术生骂骂咧咧退出了房间
可以但没必要
OHH
在现场，那个二郎腿是我
卧槽区up主
ohhhh
ohhhhhhhhh
牛
不是我只是想提高亮度没想到点到了一颗心啊啊啊啊
借口存在，魔法开始
艺术与现实的冲突
！！！
我怀疑这就是特效
啊哈
把下面的涂成石头的颜色就完美了
ohhhh
图层蒙版
你这人怎么这么犟啊！我就喜欢你这样的
滴血雄鹰
所以到底是哪三句话？
红王切片
魔法开始
ouc路过
这是画的？?!!
新建图层
ohhhhhhh
我怎么感觉有点，也说不上来
这是比虚幻更美好的真实
魔法开始
我得下一个国家反诈app
最近老刷到这种视频，我得下一个国家反诈app！
好雕
大制作
我思故我在
大部分的灵感应该都来自于图层
点错了，焯
《亚克力板发家致富之路》
我爱发明
？？？？？？！？！！！！！！！！
CAD失业系列
麻瓜竟是我自己
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhh 
青岛人落泪
……
上面说罗夏的小画家别跑！
拿出笔正打算怎么学立体感的我：……
我真没看懂这玩意跟平板有什么区别
？？？？？
sum 41
哪个海
ohhhhh
《三句话教你画出立体感》
理论存在，魔法开始
［ohh］
可是并没有很。。。。？
禁止在麻瓜面前使用魔法
用分歧终端机
这个风景简直太美了，对吧摄影师...... 诶?摄影师?
但是青岛海又不蓝啊…青岛那块是黄海啊
理论存在，魔法开始
是鹰吗
新建图层n～
先赞再看，养成习惯
这时，看标题
艺术的态度
woc！！！！
图层
建议换个收音麦
扯淡存在，魔法开始
你值得得到我的币
反正卧槽就对了
理论存在，魔法开始
白头鹰啊...
又来了，又对麻瓜使用魔法
心灵鸡汤
你这个图层他能复制吗？
哦
5
这不是雕塑么？
卡……卡……卡兹？
好吧，要加广告，快店
卖显示屏么？
02:34
芜湖
热泪盈眶了
不就是树脂画得原理吗
理论存在，魔法开始
美到爆！！！
自我感动
老鹰又不是海鸥。。。
他是真的画
借口存在魔法开始
感受魔法吧，麻瓜们
理论存在，魔法整起
理论存在 魔法整起
哥你还会这个啊
霍格沃兹落榜生
