看到我，第一就没了
我一个文科生，觉得你非常的厉害，有无限的可能！！！
有梦想的人，是我一生的偶像
卧槽
不至于不至于
贾维斯
疯狂的麦克斯
这也太酷了吧
为什么会用不到生活中呢
疯狂的麦克斯
建议和刑部尚书来次梦幻联动
太帅了哥
废品机械师
@手工耿（来这俩比划比划）
大神，汽车打篮球了
想要
疯狂赛车初期有这辆车我还抽到过
超酷的好吗！！
人工对不做评价。
这么用的东西真的太没用了哇哈哈哈！
这项目我王多鱼投了！
哇呜
旺财拉车那个最酷
好帅
其实高达那种机器人不实用的，未来很长一段时间打战还是以灵活的无人战车为主。
比手工耿要厉害一些
就要那台柴油发动的
太酷了啊哥
《废品机械师》
极为先进
你是火星车的设计师吗？
请选择你的座驾
卧槽 你是卧龙凤雏
啊——————————
帅爆了好吗？
这也太帅了吧
一狗力
智能底盘
生化危机风格
这太酷了
维克托看了找你拜师
卧槽牛逼啊
披个壳可以去拍汽车总动员了
厉害
太牛逼了吧
汽车人变形
拉犁的，不好用，没力气，也没有抓地力
卧槽太帅了
我去，一个人怎么完成的
好酷
这也太帅了吧
这超cool！！！！！！
科学家
NB
连狗都有
这狗是怎么回事？？？
求做个多功能船
太牛逼了
造车新势力
张翔宇老师？
张翔宇老师？
宝宝巴士之怪兽车
好多宝贝
疯狂的麦克斯
现在关注还来得及吗
大佬！
废品机械师？
水陆两栖汽车
犁地小狂魔
它甚至还能压弯…
直奔诸葛亮四轮车！
这悬挂都是智能的
全地形车，牛
上楼梯的，残疾人可以用
选择你的载具
真·卧龙凤雏
汪汪？？
【请选择你的载具】
大佬牛逼
当代鲁班
太帅了
真有钱
欢迎收看《我爱发明》
手工猴算啥
奈何没文化一句牛逼完事啦
汽车人变形！
牛哇
这个牛大了
我的理想生活
早期变形金刚
酷
有麦克斯那味了
火星车没你加入，我不看
可是真的很帅
好厉害
《我不是车神》
《我不是车神》
四轮车的压弯
人才啊
波士顿动力
帅爆了
这个车感觉可以拿去犁地
懒人的福音
好牛！！！！！
拜托，这超酷的好吧！
请收下我的硬币
国家宝藏
生物柴力发动瞩目
手工耿表示有难度
在？抽辆车！
这个项目我王多鱼投了
看完了，比贾跃亭值得投100倍
机械人的梦想
残疾车doge
有钱人玩的游戏
安静的环境再说不行，嘈杂的环境测试成功才是成功
挂个链接
真厉害！牛大了！佩服
这超酷的好白！！
重装机兵
云南小伙，二代鉴定完毕
真是农村的？
跟我早上看新闻的机器人一样，除了外壳不同
量产吧！
卡丁车！我的小
太强了
王多鱼表示先设一个亿
出现了一头奇怪的车
这是个大佬吧
哪里有卖
请选择你的英雄
量产！
碉堡了
请选择你的载具
男生的梦想
动力不详，遇强则强
当代鲁班大师
好强呀
麦克斯直呼内行
大佬
现在关注就是老粉丝了
强啊大哥
小秋：我再次谢谢你
这是几驱的
孤岛惊魂3
车神…
那么在哪里可以下单呢？
有这玩意也不想学车了
军方没介入收了这哥们吗？
真有人投资不用担心散架了，材料杠杠的
大佬大佬
好像大虎老师
“我爱发明真君”进入直播间
超级厉害
我看到了军事用途多样化的可能
大佬大佬
牛批
选择你的座驾
我不信！这肯定是人扮的 ：p
请选择你的坐骑
这车比我脑子灵活
好可爱  对我来说刚刚好
速度与激情制作组狂喜
卧槽，大佬
申请专利
灵活性也太强了
这项目我王多鱼投了
中科院给你发去招聘书了没
牛逼
可以跟军队联合，做个小型作战车！
超酷啊
半条命2
这项目我王多鱼投了_～｀
太强了
大佬
希望接下来的目标是更快、更高、更强。
广大的残疾人同胞们需要你的帮助！
可以开公司了，变成大疆一样科技公司
牛逼
高手在民间
单兵突击越野车
我从小就很喜欢动手做东西，长大了我要搞个大的
你发了多少篇文章了
暴躁的理工男
这个车车好像会武功哎
太牛了，快申请专利
该一下就可以上战场了，了不起
住手！你这根本不是车！这是机器人
你怎么能拿机器人来糊弄观众这是车呢？
汽车人
太牛批了
阿黄那台车可以声控吗？
逮虾户
人才国家需要你。
不成立公司做产品简直屈才
酷啊！
大佬～
我记得好像又一个也是弄发明，把一只腿炸没了…安全第一
儿时梦想
卧槽
太酷了
他是蝙蝠侠吗？
不是，你到底谁啊
还有一个狗驱的
酷毙了
我看见了特斯拉的胚子
S车自选
全地形车哎，战地2里面那种
这个超酷耶
绝地求生版
太有朋克风格了
请告诉我你真正的职业
2手科学家
斯塔克工业
这不比手工耿厉害
技术含量确实比耿哥高许多
牛批牛批
柴动力车
这才是生活
超酷的
高手在民间
男人的快乐
大家都没有想象到，这个是可以让残障患者自由生活的一个未来驱动，能起来载物就能达到直立彻底解放
这项目外我王多鱼投了
接下来我们看看人工队
遥控车巨大化
感觉可以给残疾人用，好方便
发明家里的杰斯
全地形车
这玩意好好研究研究用在军用领域不得起飞？
666吃太饱我愿称之为
刘慈欣直接开始实践了？？？
这批车很有末世的感觉
就离谱
启动超级变化形态
《什么学历？《》
太厉害了
↑我也选狗狗
这套上壳子就是麦昆
选择你的car
牛逼
狗拉车这个我真蚌埠住了
都是宝啊
大神
我想知道开这车是不是要和导航打架？
能登陆太阳了这车
下面我们来看看人工队
这项目我王多鱼投了
帅是帅不过好像有点邢了
疯狂的麦克斯？
这才是全国 院士 博导 博士后的榜样
牛逼老哥！
为什么驾驶员可以隐身？
还有个狗儿车
大佬啊，我靠
感觉军队可以用到
66666
独立悬挂
发明爱我
帅啊卧槽
这就是男人的浪漫呀
这才是真正的创意玩家
助力每一个梦想
好厉害好厉害
太酷了，我选狗狗车！！
哇
进步需要这些
我觉得可以跳那个琪琪恰恰的舞
我去，好酷
恭喜宝藏发现了你
感觉你可以整个擎天柱出来了
不管怎么样，具有这样的动手能力就值得肯定
第一代产品我喜欢
《  拉  圾  》
顶级悬挂
我军需要你这样的人才
太帅了哥
好酷啊
旱地霸主
真拉丁
这个推背感
中国史塔克
可以上我爱发明栏目了
狗车瞩目！
求做钢铁侠
这个不能叫科学家，应该叫工程师
拜托！超酷的有没有！
这实力派啊
高手
非法改！
《大家玩了命买》
国家军工要挖你了
大佬啊这种技术运用到部队那不得了啊，后勤什么都解决了
该三次的，笑死我了
拜托，超酷的。
疯狂的麦克斯 第五部道具有了
仿佛发公告称
狗：时刻准备着
太棒了吧 超级喜欢
这个项目，我王多余投了！
我仿佛错过了什么。。。
不好意思，现在才看到你，关注了
未来的发展方向
 哪里有卖哎！这也太酷！强烈建议批量生产！
这动手能力就离谱
华夏机甲研发中心破格录取
太牛逼了
您真的好酷！
这车好山地
修勾战车
大佬
狗狗…
没有币我点赞
好酷
AE86上山了
帅呀
退役科学家隐居乡下
手工耿的正常版？或者有用版？
当玩具挺好的
这些发明帅爆了好吧
有点像朱一旦啊
男人的浪漫，玩具小车车！
狗子：被迫营业
这个……大佬！
再倒回来看一眼狗子
不错
好厉害啊
恐怖机器人
真的是疯狂的麦克斯
卧槽好帅
太酷了
全地形自走车
你这叫有钱！
军用很合适，火星车也很好
二刷
波士顿动力：教练，我想学这个
太酷了
说真的，这个要是能应用到残疾人轮椅上，把空间改良，也是造福一方
全地形越野！！！！！
机械设计
小孩子才做选择，我全都要
请收下我的膝盖
（我爱发明）栏目组，以前特别喜欢看
这才是男人的浪漫
卧槽
卧槽好酷
这个实用啊
牛逼
你好！我是贾维斯
王多鱼没看到这吗
也是好事，一万人有一个搞成就是大产业
申请专利
申请专利
全地形！
这是个真大佬
家里有矿
好酷
卧槽厉害
王多鱼:这项目我投了
变形精钢
末日生存大师
牛批
现在关注还来得及吗！！！
我去魔幻变现实主义本义！
大佬且有钱
可以用于军事诶
好酷
学好数理化，走遍天下都不怕
保护!保护!保护！
反应太快了
这不比什么都强
Woc帅死了啊！！
变形金刚不完全版？
疯狂的麦克斯
越野之王，这个绝对超值
可以参加登月火星车研究计划
跳台魔宝
这车比我家狗都聪明
有钱人
不卧槽挑战真人版？
好酷好酷
不知道会不会爆炸，会爆炸的电动车超帅的好吗？
男人的梦想!
大佬
波士顿动力
刘慈欣，你好
pubg的蹦蹦也是你做的吧
哈哈哈，狗子被迫营业
夹子音怎么按
国防工业需要你
是个大佬
原来科幻片里演的都是真的?!!
舞起来了
教教我，虽然我不会。
疯狂的麦克斯
好强！！！！！！！
我选狗子那台
这是工程师好吧
好帅
up主的制作好酷炫！
我靠木流牛马
我只能用一键三连来膜拜
真的好帅
拜托这超酷的好嘛
为大佬献上膝盖
跟手工耿合作来公司吧
老头乐老头乐
全地形车！
超酷的
师傅 帮我开上二楼 谢谢！
说真的不去参加巴哈大赛可惜了
请选择你的英雄
[请选择你的英雄]
这也太帅了
冲
宠物车
残废车
什么神仙
童年梦想
水陆双析
量产！
无牌驾驶真刑啊。
废土风格
您
水陆两栖车
比手工梗厉害多了啊
除了安全性不好其他都很好
每周必看
每周必看
这是真牛逼
好像混进了奇怪的东西
欢迎加入废土生存小队
↓110↓
有商业化价值
不知道能不能发明出能烧水的车
这悬挂牛逼
大佬这是把车给玩明白了呀
牛逼
真正的越野
两栖生物
！！！可以考虑去我爱发明跟警察的无人防爆车试试
想做变形金刚直说，不用这么低调
秋动力小车
哇哦⊙∀⊙！我惊了！
太帅了啊啊啊
真变形金刚
牛哇
“欢迎来到训练场”
软硬结合大有可为
太强啦
废土之王！！！
真不动流星
卖吗，我要
好厉害
助力每一个梦想
牛哇
感觉可以应用到残疾人出行诶，平衡性能太好了
轮胎是笔
不去科研可惜了
这一排就是钢铁侠的盔甲啊！
牛逼啊
这特喵才是大佬
当代鲁班？
卧槽
这不可以用在外星探测器上？
一句卧槽
给大佬跪了
又一个山猫
卧槽，帅
有一说一，这玩意真TM帅
拜托，超酷的好不好!!!
我好像看到了一辆蹦蹦
“非法上路”
牛逼，我王多鱼投了
自适应变位车轮
越玩 “越野”
梦中情车
好厉害
自动化农业需要你
耿哥劲敌
快去申请专利吧！
手工耿什么的都来学学
我愿尊汝为汽车界鲁班大师
军用神器啊
大佬
离离原上普
比亚迪找到人才了
这项目我投了 
这个悬挂看起来很吊
卧槽太帅了
给我联系方式我投一个亿
《全地形自走魂导炮台》
《轮椅》
np
压力现在来到了人工队这边
霸天虎出击
[每周必看]
[每周必看]
全地形四驱车
超神机械师！！！
上火星都问题了
过于灵活
这摄影师牛逼
土好吃吗（狗头）
这个项目我刘德华投了。
太炫酷惹！！
末日机甲风
修勾动力车
[每周必看]
[每周必看]
水陆两栖汽车
孩子，啊对对对我什么都吃
水陆两栖
来个骑刃王吧
[每周必看]
想起徐工的蜘蛛了
这有东西啊大佬！
牛啊！！
沒有百萬家財就別想一門心思研發了
太牛了
这个项目我王多鱼投了
我爱发明栏目组请清华教授教你
全地形也太帅了吧
男人的浪漫
讲道理很厉害啊
军火展示
卧槽 牛逼
为什么不是跟狗做一台车
使命乱入
大佬.
大佬！
笑死了改三次
这不打算被国家收编吗？
感觉可能是个领域博士...
真大佬！
军队需要
这个项目我王多鱼投了
这个项目王多鱼投了
每周必看
疯狂的麦克斯
这个设计厉害了
实力三刷
鲁班？
牛啊
我好想要这个四驱车！
牛人啊
无主之地
老天爷快来管管，这里有辆车成精了。
好酷啊
这项目我红牛投了
我一时竟不知道标题和视频内容有什么联系
这是个大佬。
山区耕种机有着落了
大佬
下一代火星车由你来设计了
民科大佬
太酷了
狗子躺枪
给个建议不一定要4个轮子。
拜托，这超酷的好吗！
科技大佬
哇！好厉害
大佬
地平线5（bushi）
在看手工耿，就是个混子
《没用》
量产！！！
帅爆了
我想要那个沙滩车，卖吗
你比有了
牛逼了，这动手能力
发明类好卷
这才是真正的男孩子
厉害了
拿来遛狗应该不错
好适合给残疾人用
梦中的车
太酷了
男人的浪漫
有人投钱吗？？？？
牛人
一闪而过的生物动力
大佬受我一拜
读书人只能说一句卧槽来表达
太帅了吧
狗子都有车车
满级悬挂
真地形车
看的我也想要了(♡⌂♡)
卧槽
变废为宝系列
这就是街舞
怎么投币！
何同学能做出来吗
全地形车
莫非是，，，吃鸡游戏里的蹦蹦
他就像个生物
跑在水里的那个，说不定可以用来插秧？
卧槽
可以去跑达喀尔拉力赛了
哈哈哈哈哈哈柴犬车
超级酷
太强了吧
混进了奇怪的东西
主动悬挂
[每周必看]
这悬挂
天冷防韩
up牛！！！！
每周必看
哇塞，厉害
最强中国人
能装载几枚导弹
(每周必看)
(每周避开)(每周必看)
mad max
每周必看
特招入伍吧@中国人民解放军
拜托，这些真的很酷好吗！
(每周避开)(每周必看)
吃鸡的越野车！
大佬考虑一下做个轮椅
修勾是认真的吗
创新倡导者.好棒
有水陆的吗
全地形车，好酷
(每周必看)
第一个哈哈哈哈
一喂顺风==一喂顺风==
一喂顺风==一喂顺风==
每周必看
有专利吗？
厉害
牛逼
中国的未来主角是你了，加油
大佬
(每周必看)
废土老皇帝
还可以进水
(每周必看)
[每周必看]
好炫酷
这才是发明不是恶搞搞笑
机电院的梦想
农机可种地按个炮可上战场，未来行
！！！超酷
[每周必看]
大佬
低趴诶
狗子一脸嫌弃
Boston dynamic
种菜玩家心动
牛逼
牛逼
每周必看
[每周必看]
这也太牛了吧？？
柴动力的是初代产品吗？
牛，智慧的力量
尘埃三
朋友们，这个项目我王多鱼看上了
(每周必看)
妥妥的理科生
每周必看
公共场合禁止凡尔赛
(每周必看)
狠
这车成精了
我想到了全地形车
我靠牛逼
狗车是认真的嘛hhh
高手在民间！
赛博朋克本克！！！
赛博朋克本克！！！
我要这币有何用
等我以后瘫了，给我来一个
小蹦蹦是你么
《狂野飙车：极限越野》
疯狂的麦克斯
拖拉机
强化版手工耿
好家伙变成每周必看了
(每周必看)
好家伙变成每周必看了
我觉得你可以向国家申请个发明专利。
焯，好帅
警察：您要不来备个案吧
每周必看
好酷啊~
这个项目我王多鱼投了！
好家伙变成每周必看了
(每周必看)
每周必看
(每周必看)
每周必看
这就是传说中的理工男吗
太牛批了
狗狗:我做错啥了
超酷的诶!!
每周必看
(每周必看)
每周必看
这能申请专利了吧
机械师
现在压力来到了人工队
提供给军方
上不了道扯个锤子
(每周必看)
每周必看
(每周必看)
上天入海无所不能
(每周必看)
(每周必看)
竹节车
蹦蹦？
这得花不少钱吧
好家伙变成每周必看了
（每天／来辣）
(每周必看)
每周必看
(每周必看)
(每周必看)
《每周必看》
狗子：换哪条狗都得无语
他在炫耀车皮肤！
贾维斯
(每周必看)
帅呆了
硬核
有意思
教授好教授！
力学小王子
噢，杰克
人工智能
（每周必看）
波士顿动力需要你
狗：每周必看
这就是科技的魅力嘛
(每周必看)
里面有幽浮一族（滑稽）
(每周必看)
末日生存法则
每周必看
真.全地形车
超酷的好吧
疯狂的麦克斯5
(每周必看)
每周必看
Nice
每周必看
牛逼
坚强UP猪:你能有时间设计一辆可以山地犁田收割机吗参考地区贵州省黔东南州梯田，我一直被这个问题困扰了很久，想实际帮我们这边老人解放一下劳动力，老一辈实在太辛苦了
《QQ赛车》
好家伙变成每周必看了
登陆火星
每周必看
这种是不是可以应用到火星上的全地形勘测车上面
好像他当我亲哥啊，这样我得有多少玩具可以玩
请选择你的载具
每周必看
这项目我王多鱼投了
拜托，这超帅的！
大佬我来了
疯狂MIX 
别五百万了，你拿个五百再说
这种事情也就欺负欺负大表哥了，要是二表哥来直接黑猫救醒、所有人脑子想啥直接弄出来、最后再来个场景重现；要是叔叔来直接跨时空一把把坠楼到半路的黑猫捞到法庭来。[doge]​
每周必看
每周必看
逐渐离谱
(每周必看)
看那个车好像狗啊 
希望JD装备部门能关注到你。
厉害
(每周必看)
请问30年的脑梗能不能驾驭。
把第一个扛走（乱入了什么？！
xr改的吧
好酷啊这些发明
牛逼
(每周必看)
(每周必看)
太有意思了吧，我要是有这种动手能力我也这么玩
六代同框
请收下我的膝盖
每周必看
每周必看
第二个耿哥
超级凡尔赛
(每周必看)
疯狂的麦克斯
尘埃
(每周必看)
懒人神器！
(每周必看)
（每周必看）
拜托，这超帅的好吧
牛！！！！！！
(每周必看)
(每周必看)
(每周必看)
每周必看
智能赛车比赛
每周必看
(每周必看)
(每周必看)
学好数理化走遍天下都不怕
（每周必看）
[每周必看]
汽车人变身
（每周必看）
每周必看
把比亚迪官网拉进来，亏它还说产量低，这不就有一个闲着的汽车工程师吗？
《当代达芬奇》
(每周避开)(每周必看)
假药停，cancanneed
我投两个肾
？车库真的帅
牛掰
(每周必看)
在哪里可以买到呢
我看快手 这up主人距离我70多km
无 主 之 地
每周必看
左转哦哦步步右右
每周必看
每周必看
每周必看
《垃圾》
大国工匠
(每周必看)
我们支持创新鼓励创新
我们
哇卡哇卡
（每周必看）
为什么粉丝这么少？
科幻大片
这项目我投了
好家伙变成每周必看了
还能涉水哦
好酷
火星车研发需要你
好酷
建议拍速度与激情100
好家伙变成每周必看了
(每周必看)
赞 助力每一个梦想
每周必看
疯狂的麦克斯5就靠你了
斯塔克精神
玉兔的项目你是不是参与了
(每周必看)
现在才看到 这个厉害 都是有用的东西 加油
但是很炫酷啊
每周必看
哥，你能不能戴个头盔
太聪明了
火葬场打卡
每周必看
帅爆了
(每周必看)
请收下，，牛b
(每周必看)
(每周必看)
蝙蝠侠的车是你搞的吧
刺激战场蹦蹦车
手艺真好！
(每周必看)
好酷啊
这哪个男人看了不迷糊
。
蝙蝠侠的战车就有你来做了
艾特手工耿看看啥叫有用
好家伙变成每周必看了
我是新来的，这是真牛逼啊
美国科学家潜逃至中国
狗子车哈哈哈
无限小电视
【每周必看】
牛！
厉害
(每周必看)
(每周必看)
nB
每周必看
每周必看
每周必看
(每周必看)
(每周必看)
(每周必看)
已被军工企盯上
真是个天才
去设计武器吧
(每周必看)
自适应悬架
卧槽好强
狗拉车？
(每周必看)
厉害
呼叫王多鱼
这个项目我王多鱼投了
你就是废土之王？！
(每周必看)
怎么掺杂了一个奇怪的东西
俄罗斯普大帝订货中
这个狗子
(每周必看)
蹦蹦车
还有低趴
军工收编
军工：小伙子，我们可以聊聊吗
不错
(每周必看)
波士顿机器人邀请您的加入
大哥牛批
每周必看
（《每周必看》）
每周必看
比手工耿牛啊
(每周必看)
(每周必看)
我丢 这不就是我梦中的研究老师和车吗
(每周必看)
犁地吗这是
皇室停车场
这四驱车太帅了
每周必看
有那么丝滑吗
(每周必看)
(每周必看)
每周必看
每周必看
每周必看
每周必看
机械师
(每周必看)
这个项目我王多鱼投了！
超酷的好吗
月球车，火星车！
(每周必看)
每周必看
你币有了
酷
卧槽，这车都不错啊
(每周必看)
废土？！
(每周必看)
(每周必看)
(每周必看)
机甲祖先
好牛!
每周必看
这项目我王多鱼投了！！！
那个狗拉雪橇是啥？
牛逼啊
你是我的神
四轮蹦蹦
好酷
变形金刚！！！！！
这个项目我李多余投了
自制的改装四轮车不需要挂牌吗？
(每周必看)
了不起
(每周必看)
猎鹰暗杀队
丐版mini变形金刚
（每周必看）
每周必看
好酷好厉害
(每周必看)
[每周必看]
好家伙变成每周必看了
好羡慕
（每周必看）
哇酷哇酷
一个车队
(每周必看)
好家伙变成每周必看了
每周必看
(每周必看)
《骆驼狗子》
好厉害
拖尸
(每周必看)
每周必看
每周必看
(每周必看)
全地形轮椅
(每周必看)
每周必看
(每周必看)
(每周必看)
这个很好啊
每周必看
他在溜我？？？
（每周必看）
全地形车
真全地形
蜘蛛拟生车（jv）
牛
(每周必看)
请选择你的英雄
这个项目我王多鱼投了
(每周必看)
up主真很酷
《地平线6》
这项目我王多鱼投了
我靠好酷
[《每周必看》］
有奇怪的东西混进去了
我想要汽车人！
（每周必看）
每周必看
动了源是什么？
(每周必看)
可以的
（每周必看）
真的好酷(//∇//)
(每周必看)
每周必看
军火库
军工级
(每周必看)
我觉得可以在军事用途方面有所改进
［《每周必看》］
我只会惊呼好厉害！
(每周必看)
《无双割草》
哈哈哈哈这个
拜托，这超酷的好吧
赛车总动员诚不欺我
会玩
哈哈哈
牛批
老耿劲敌
要有个可以试车的后院
(每周必看)
酷毙了
突然又想学物理了
(每周必看)
(每周必看)
我想要那条修勾
CCTV-10
(每周必看)
(每周必看)
(每周必看)
(每周必看)
(每周必看)
[每周必看]
万能大淘宝需要你！！！
(每周必看)
（每周必看）
日本你退一下吧
(每周必看)
卧槽帅毙了
(每周必看)
狗狗车好评
现实中的变形金刚
偶像，这要放在那些年就被送非正常人类研究中心了
(每周必看)
每秒必看
(每周必看)
(每周必看)
道理我都懂，但我就是做不出来。
这项目我投了
末世生存之机械师？
我投了 怎么 量产？
(每周必看)
拜托，这超酷的好吧
太性感了这车
可以送去研发月球车
(每周必看)
每周必看
每周必看
梦想皆无由
牛逼人物
给我一辆钓鱼太方便了
[《每周必看》］
《这么多垃圾》
这事怎么做到的
每周必看
高手在民间
(每周避开)(每周必看)
每周必看
(每周必看)
“腊鸡”？
天冷防韩的那位多读点书
全能人才还是看民间
这个阿婆主有点东西呀
恒大汽车要是请你去就不会倒闭了
(每周必看)
(每周必看)
大佬
每周必看
这个项目我王多鱼投了
一只会街舞的车
(每周必看)
每周必看
可以申请国家专利了
这造的是机器狗吧
(每周必看)
(每周必看)
(每周必看)
燕双鹰同款
(每周必看)
说好的建国以后不许成精的
牛批
这蹦蹦车牛逼呀
全地形
牛啊
(每周必看)
真  能上山能下水！！
每周必看
每周必看
……
（每周必看）
拜托，这么多赛车超酷的好吧
水陆两栖
我投定了
(每周必看)
(每周必看)
真的真的超酷！！！！！
国家是真的强大了，个人都能弄到这么多机械设备
每周必看
(每周必看)
(每周必看)
没中必看。
我靠，第一眼我还以为是特效
每周必看
(每周必看)(每周必看)
四驱战车
每周必看
“垃圾”
(每周必看)
每周必看
没点开之前还以为PU主拍的是个环保视频
《垃圾》
疯狂麦克斯
卧槽，您
厉害
（每周必看）
《垃圾》
每周必看。
真的超酷！！！
无主之地
(每周必看)
每日必看
每周必看
（每周必看）
卧槽好酷
(每周必看)
每周必看
(每周必看)
每周必看
(每周必看)
(每周必看)
【每周必看】
[《每周必看》］
(每周必看)
每周必看
(每周必看)
牛呀牛呀
(每周必看)
(每周必看)
牛逼
(每周必看)
（每周必看）
（每周必看）
我觉得第一个好。
蹦蹦。
助力每一个梦想
酷！
工业智能
(每周必看)
(每周必看)
双叉臂
拜托，这超酷的唉
每周必看
。。？。
我选狗子！
还有只柴犬
(每周必看)
(每周必看)
男人这样子真酷啊
(每周必看)
你这拼装车，有资格上路吗？罚款！
(每周必看)
(每周必看)
[每周必看]
每周必看
(每周必看)
(每周必看)
