这是真飞儿 那是假飞儿
飞  斜衣吊带+牛仔裤
詹雯婷，你是我的神！
光线绝了！！！
大哥好美！
直接去歌手
必须三连
经典faye式吟唱
曹植《洛神赋》！！！
这可是詹雯婷！！
哇鸡皮疙瘩
洛神降临
鎏
她！好！漂！亮！
希望明年浪姐4能看到婷婷
我一眼就看出来是faye，好听到爆啊
这不是Faye吗？
最近天天循环山海盟，上头的很
愣着干嘛，三连加关注啊
金曲奖听了想再颁一次奖了都
	声音特别特别有感染力和画面感，太强了
开口跪啊
faye这唱功不输当年在飞儿乐队啊
话说faye为何离开飞儿乐队啊
我飞加油，美爆了
哇哇哇，梦回初中
	faye这身白衣造型太飒了吧
	恭喜你发现宝藏
金曲奖别不识好歹
飞儿，我的青春
环绕声哎，耳朵飞起
梦幻西游网页版，洛神已经上线了？
高级到飞起啊这歌声
faye的粉丝们，视频开头见
faye的声音是真的好听
	真是越来越好听我们，80后只记得詹雯婷
	自己能飞的更高，加油飞儿，你永远是飞儿
这MV很有设计感啊
faye怎么一点没老啊
以前认识飞儿都是FIR，现在就是詹雯婷
别组团了，单飞吧 挺好
	我婷婷横扫金曲奖提名简直NB
尾音好仙
我大哥牛逼。
	faye的声音，越听越上头
创星雨！！
听到一种表达不出来的意境
创星雨！！
洛神的输出还是挺可观的
她的声线好有潜力
一首歌，Faye让无数男人爱上了她
打开了但没完全打开
"""永遠""很有味道"
	飞儿乐队，飞儿走了，就剩下乐队了
那两个配菜过得好不好
我的青春里只有詹的声音
	faye的歌可以说是90后读书时期常听的了
金曲奖别不知好歹
梦幻西游曾是我的青春啊
faye入围一堆金曲奖
当时玩梦幻最想要个变异虾兵，感觉特别好看
新专辑很好听，山海盟绝了
前成员现在估计哭晕在厕所了
	yyds一转眼快20年了
粉丝强烈要求faye开演唱会
只有一个飞儿，就是詹雯婷
漂亮，最好的证明
有个很大的遗憾，还没看过faye的演唱会
欢迎大哥献唱梦幻西游
有个很大的遗憾，还没看过faye的演唱会
这歌唱的勾起了我的回忆杀
哪年还好小听着歌突然进了彩虹圈
不会吧，不香吗，很多问号？
	飞儿乐队，永远的主唱
怀念呐，我们的青春啊
Faye~
心中最好的大主唱
以前在网吧通宵打梦幻的时候真没少听
这种声音 儿乐团模仿不了的
	感觉有苍穹当时的感受
飞.飞.飞.飞.飞…飞我要追
恭喜faye 4提金曲奖
	金曲奖迟到的奖 
咱就是说咱faye离开乐队发展更好
雷神刘海柱前来报道
不提飞儿是没人认识詹雯婷了吗？
	全体参拜大地之母
虽然新飞儿不错，但她于我们无关，爱的是你
从我们的爱认识faye，新专辑也超好听
	据说詹雯婷姐姐还单身
我都要被美哭了
飞没儿，也爱你。
	最喜欢听刺鸟
你一定要幸福啊
梦幻西游这波faye请的很好啊
喜欢詹女士现在的风格
在我心里14年轻你就是歌后
跟我一起冲进梦幻西游，撑爆服务器
所有都没变，你的声线和容貌…
焚风、融雪真的太好听了
姐姐是自带仙气
faye也是飞儿乐队的灵魂
热乎，独占屏幕
faye人美歌甜
主唱走了，剩下了两个乐器了
谢谢大家夸我老婆
你的微笑，就是我们的爱
洛神已经白嫖
开头见
嘛意思弟弟？
求faye也像洛神那样下凡拯救我吧
还是这个味道才是你的微笑
要是faye能原创一首给梦幻就更好了
faye真的是乐队的灵魂啊，没了她就不是飞儿了 
梦幻最火那年代才小学3年级，怀念啊
老夫的那颗蒙蒙少女心爆棚了
看起来真年轻！跟20多岁小姐姐一样
有谁还记得亚特兰蒂斯这张专辑
华语最惊艳的女歌手
官方肯定准备了不少好东西
开头再见
为什么不喝鸡汤，哈哈哈哈
只要是你詹雯婷，就算路程崎岖也陪你
对对对，就是这个声音，还是原来的味道
faye翻唱的很棒啊，很有风格
faye一个人才是我们的青春旋律
讲个笑话，飞儿乐队，最后只剩乐队了。
faye这气质真不是盖的 
本场MVP：Faye
是金子在哪里都发光
真正的飞儿在这里
抖音神曲，唱的怎么好听
从不是因为颜值而关注的你！
说到飞儿我们只想到你，只有你 
不是原唱，不过比原唱更好听
想听再唱一次Lidya
yyds!上浪姐吧！！
你去哪里啦 我好想你的声音啊
锄禾日当午，押镖真辛苦。
这是我听过最好听的版本
	你爱我我爱你，我爱faye甜蜜蜜 
这首人间惊鸿客让faye唱出了不一样的感觉啊
我觉得现在的飞比以前更美
还是faye的声音有辨识度
大哥的声音辨识度太强了
这个不是叶里的吗？
	faye的台风是真的赞，这气质无人能敌啊 
这声音一听就知道是faye，辨识度太高了
好听啊
空灵悠扬的小仙女形象 
梦幻西游，梦幻联动faye呀
有没有单开的攻略
妈妈，我又恋爱了
年轻时候简直是颜值巅峰，声线太完美了 
无雯婷，从此不在关注飞儿
先投再看
每个梦幻玩家都有一个大唐官府的情怀吧
原来我喜欢的不是飞儿乐队，而是你 
我真的重复听了好几遍
飞
真不知道现在的飞儿主唱存在的意义了
前面的兄弟，我看过飞儿不插电演唱会，连唱两个多小时，超级棒的
这是飞儿的灵魂
我们的青春们都出来营业了
我的青春，faye就是主菜，少不了
这首歌竟然也能唱的这么好听，不愧是faye
又想骗我玩网游
哇塞！詹雯婷！
声线太美了吧。
华语乐坛faye的声音只有一个
横扫现在这个群魔乱舞的华语歌坛吧
这才是我唯一的飞儿，才气不减当年啊
想想以前当五庄观首席弟子感觉真酷
天后归为，众望所归
必须三连啊
加油飞儿，狠狠打脸那两个
新手玩家表示洛神是新的人物角色？
飞儿乐队没有原来的主唱青春已经不在
飞儿乐队，飞走了，就剩儿乐队了
就冲faye，我也必须得回归梦幻西游
我不明白，飞儿乐队为啥把主唱炒了
实力打脸现在的飞儿乐队
不得不说瞬间高级了很多
我决定要单曲循环这首歌了
说个冷知识吧，詹文婷和蔡依林是同学。。
被faye姐唱出了不一样的味道
绝了
梦幻玩家列队欢迎詹詹！
承包世界上最好的詹雯婷！！！！
这张脸，和第一眼感觉一样
感觉比原唱更好听哎
这歌词很配梦幻西游啊
一天不看不舒服斯基
再来一遍
	这首歌是什么？挺有意思
我们的爱，lydia真的让我懂得什么是爱
今晚就上号，听着faye的歌，然后做任务
读书上课时经常听飞儿的歌
爱不爱她，我都是路人甲
仙气十足
如果这条视频火了，我将是历史的见证
那年我为你买你磁带，一个星期中午饿肚子
这声音对我来说才是飞儿乐队的声音
飞终究是飞，一开嗓就秒杀网红歌手啊
你第一张专辑让我们当年都听疯了！！
爱了，还是原来的味道
听你唱想起了那时候追《斗鱼》的时候！
酷酷的girl
此曲只应天上有，人间难得几回闻
流光溢彩
这唱的不比现在的那些学猫叫强一百倍？
这声音一听就知道是faye，辨识度太高了
这首歌被faye唱的要再次爆红
曾经，因为一首歌，爱上一个人
	婷姐复出吧。一个月不抽烟也要去买演唱会的票
faye还是和年轻时候一样美
怎么faye是吃了唐僧肉吗？怎么不见老啊
音色好好听
 骨精灵，狐美人都给你们，faye给我就行 
你早都是天后级别了。
还愣着干啥，速速给飞神一键三连！
我摊牌了我喜欢长相文艺气质的女神 
这曲子太一般了，她唱的好而已，人家问号也没什么吧
一个人比那三个都厉害
这是我一生追随的女孩
终于又见到飞了
想听更多的歌
Faye，能不能来北京开巡演，想死你了
还是和以前一样长发飘飘的感觉，真美
看到你这么快乐，那些不愉快都让它散去吧
我愿称faye为最强华语女歌手
就是这个声音，婷姐yyds
飞儿还在，乐队已成历史
华语转音最绝的女人
刷乌龟的日子是真的怀念
我怎么看你这么眼熟，，咱俩是不是上辈子见过 
下一个回忆杀就是你
入围金曲奖就是最好的证明
新歌听了，山海盟很有特点 
你都不老的吗
给我她的全部信息
仿佛回到学生时代
梦幻西游的音乐从来不让人失望
超飒的气质
感觉梦幻西游要被带火了
容貌声音一点没变啊！
听你的声音就会出现不断的回忆
做人不要太嚣张，不嚣张能叫年轻人？
洛神：我很满意
mv有内味了，好像水底啊
感觉faye瘦了好多啊，心疼
千年之恋，每天都会听 
听不清歌词
感觉我又多了好多情敌
这唱的好友力量感
	第四季，乘风破浪的姐姐期待你的加入
faye竟然也入驻B站了
一边听faye的歌，一边玩梦幻西游网页版
Faye好适合这个造型啊，，仙气飘飘
这是真的爷青回
期待大哥越来越好
普通话不标准
你就是我的永远！
十二年老玩家路过
好家伙，爷青回了
想知道哪个音乐APP能听
可以演戏的眼神
不在乐队挺好的
白色衣服好美，差点没认出来
还是喜欢有你的飞儿乐队
请注意您空灵悠扬小仙女
因为洛神所以做了水纹效果么？
跟mv一样  姐姐好美
Faye的歌每一首我都不落下，全会唱
饮茶先了
飞儿不行了，大哥越混越好
托洛神的福
请注意您空灵悠扬小仙女
一看见你就想到过去，美好的过去
水波荡漾~
是不是詹婷娜 飞儿乐团
友友们，带上耳机听好么
谁都别和我抢老婆
	这才是实力唱将，就算是翻唱，都那么完美
《人间女神》
金曲奖提名可不是白提的
看过你飞儿时代的广州演唱会，实在太棒了
我从Lydia那首开始认识喜欢你了 
煮完沙鸭，河边起舞
刚煮完沙，就来当水神了哈哈
	那时候一去网吧就听你的Lydia
詹雯婷结婚没，没有考虑一下我？？
太棒了。还是那个声音
洛神给我助战之后好打多了 
爱了爱了
建议带洛神一起去煮沙
洛神版本玩着怎么样啊
爆好听
没有Faye的飞儿乐团要改名了
这唱功真羡慕
期待新专辑啊
Faye?飞儿乐队之前的主唱么
这歌有点像许嵩的风格？
文艺复习
AWSL，好听到起飞
 刚去听了你的新专辑，加油加油 
最不可思议的事就是飞儿乐队，飞儿走了
这一段好好看啊
是的，詹雯婷
手中的硬币都给了 
直到现在我还默默的等待
背影暴击，不愧是你大哥
梦幻为了这次洛神的版本真的是下大手笔了啊
faye这造型，优雅，太优雅了 
那两个有没有无所谓了。有她这位灵魂人物  优美的声音  足矣
听歌手唱歌就是爽
这声音力度太够了
副歌好听！
为数不多的喜欢的歌手之一
游戏我玩了，歌我也听了，不错不错
梦幻现在想玩都没时间玩了啊，哎
Faye你就是光！
大哥唱歌太稳了
《人间惊鸿客》是我知道的那个《人间惊鸿客》么
	冲着faye，今晚就上号
我三天升到52级
这就是歌手！
听说两个服务员把你开了
实力歌手啊！
表现力好强啊
音色真的太有特色了
好美的光
音色还原度很高，唱的着实有水平
音色还原度很高，唱的着实有水平
真好听，不愧是我爱的女人
faye你知不知道有个女的经常模仿你
声音辨识度太高了
喜欢你时，我是少女
不得不说人间惊鸿客很适合大哥也很适合洛神啊
洛神：针不戳
尾音处理的好好
全体起立，众神归位
仙人指路
以前只知道詹雯婷会唱，这也很会跳啊
	这首歌很符合梦幻的味道
乐队主唱，哪个不是全能
去浪三的话，唯一一个跟王姐有一拼的人物
大哥真帅哈哈
这歌被faye唱的必火，不火天理难容
金曲奖？？厉害了
闭上眼睛去聆听，这就是faye的声音
飞儿乐队可是我的童年啊
这女人太有魅力了
闭上眼睛去聆听，这就是faye的声音
这几声啊，我沦陷了
咬字爱了啊
新老飞儿都很棒，但你是我的回忆
大哥实力依旧哇
果然声音不会说谎
信乐团没有信，飞儿乐队没有飞儿
果然声音不会说谎
大哥真的什么风格都能驾驭
爱的是詹雯婷，詹雯婷在哪我在哪
要什么吉他手键盘手
洛神下凡拯救苍生，Faye下凡拯救我
快飞快飞！
	当年飞儿乐队的歌可是屠榜的啊
大哥最近产出好高啊
	还得是你，别人唱不出这种感觉
MV挺有意境的啊
初中的时候全班男生的女神，现在还是我的女神
恭喜你发现了镇站之宝
张口就撂倒一片
妈呀张晚意和faye姐好像啊
优雅，实在是太优雅了
梦幻人在此集合
	没有faye的声音，谁会知道飞儿
这也就歌手厉害了
好听
声音质感真好啊
我要这币有何用
喜欢你站上舞台上的女王范
大哥太飒了
这个推广曲演唱者我很满意
妈妈，有人撩我
我爱梦幻网页版
Faye长相好有辨识度啊
飞儿参加浪姐吧
F5！！！
赶上热乎的了~
感谢网页版帮我追星
开口跪啊，好好听
太美了Faye
惊鸿一面
没错，是神仙在唱歌
妈妈，我想嫁给她！
Faye声音杀我
这女人好会
这段好有感觉
撞到了我的~心巴上
好飒 啊
开嗓跪
耳朵：爽了
射光好看诶
这声音，还是熟悉的味道
好喜欢这首歌
好喜欢大哥的人间惊鸿客
咋没看见洛神赋
一张嘴就有内味了
金曲奖怕了你们了
歌词还是很有感觉的
周年庆快乐啊大家
一整个惊艳住
唱的太稳了
金曲奖提名名不虚传啊
期待疫情早日过去、一定要看你的演唱会 /90后的青春
努力都会有回报的Faye
詹雯婷你比以前还美。好听好听哦
金曲歌后是你的！
好看好听
	才发现faye样子挺耐看的
气质是学不来的，这才是faye
超爱《我们的爱》
大哥退团还是挺可惜的
音乐巨头~
我也是天天听山海盟，太上头了
歌美人美，不亦乐乎
敬礼！
80后只有一个飞儿，那就是你
听到上头
好会唱啊
耳朵怀孕系列
我妈问我为什么跪着听歌
洛神反手就是一个赞
姐姐好美
还是很怀念Faye在飞儿的时候
声音太有辨识度了
开始施法～
老婆老婆老婆老婆老婆
开头见的，等等我
我就喜欢现在的Faye
这段唱得好美好美
声音里面都是故事啊
词超棒啊
因为经历丰富
我愿浪迹于三界外
双厨狂喜
狠狠拿捏
比原唱还好听
我要单曲循环
想为大哥撞大墙
三点几拉，饮茶先
不管什么歌，Faye都能唱出自己的特色
天赐的声音
今天你不是男明星，是女明星！！
《跪着听歌》
调音师：这工作好简单
谁能拒绝大哥的人间惊鸿客呢
有被蛊到
救命，太好听了
音色太迷人了
詹老师~
肯定是，这可是金曲奖提名啊
带耳机感觉太好了
金曲奖快来颁奖
调音师：就喜欢这样的歌手
歌手和爱豆有壁
原唱直呼内行
咬字太有特色了
救我，好好听
歌手的实力
开口跪 好听
为什么没参加浪姐3？好像被刷了？
山海盟真的太宏大了，非常棒
宝藏歌手詹雯婷
果断一键三连
大哥好帅啊
大哥好会扭啊哈哈
离开了FIR，自己当歌手的大哥不要太有魅力
那我就祝大哥越来越好吧！
温馨提示：戴耳机更好听
Faye人和声音都好通透
这首歌好适合Faye啊
你就是我的人间惊鸿客啊
大哥真的可美可飒
听你的歌长大，可是现在看着比我还年轻
剑侠客点了个赞
美哭了
辨识度还是高的一批啊
梦开始的地方~
梦开始的地方~
好喜欢faye这个造型
04年开始听飞儿的歌，一转眼快二十年了
大哥这独特的声线
再听亿遍
叹人间 一去风流唯少年
我说怎么这么熟悉，飞儿以前的主唱啊
最初的时代，也是最好的时代
再听亿遍
梦开始的地方~
古风就古风为什么现在叫国风啊
歌手詹雯婷值得被更多人看到
歌很应景，faye也唱出了气势
这是飞儿之前的主唱么
这就是金曲奖提名的实力么
梦开始的地方~
进度条警告！
听到想哭啊啊！
进度条警告！
寻山海做诗篇！
大佬！！！
再听亿遍
梦开始的地方~
梦开始的地方~
大哥太适合这首歌了
这女人我认识，她叫青春
梦开始的地方~
太棒了这个改编
前方高能预警来袭
梦开始的地方~
真的越听越好听啊
别人的青春是杰伦，而我的青春是你
再听亿遍
梦开始的地方~
进度条警告！
faye这简直就是冻龄女神啊
再听亿遍
进度条警告！
虽然不是新歌，翻唱也很好听
进度条警告！
进度条警告！
你这歌包熟不
再听亿遍
这首歌是我听过最好听的版本
进度条警告！
开头见
不需要调音师系列
faye真的是孤勇者
再听亿遍
进度条警告！
播放量感人
这一身也好适合大哥
进度条警告！
进度条警告！
爱情一阵风单曲循环中
进度条警告！
转音太好听了
越听越有味道
	我高三那年faye就长这样
进度条警告！
	这歌唱的也忒好听了，亿点点好听
这高音直通天灵盖
整整喜欢了18年的一位偶像
给服装师加鸡腿
	再听亿遍
这才是你的音调，唱出你的味道
进度条警告！
飞儿主要有个飞，不是儿。。。。。。
再听亿遍	
想玩洛神
金曲奖拿到手软吧！
天天把山海盟来回听
	单曲循环中，再看一遍
梦开始的地方
	faye的声线真的好特别
想起已经和室友抓宝宝的时光了
才知道是飞儿之前的主唱啊
进度条警告！	
这首歌faye驾驭的很好哎
带耳机再来一遍
进度条警告！	
faye唱啥都好听，平时有空多唱唱
	进度条警告！
为什么是飞儿乐团赶走faye，，应该反过来
翻唱好绝
不愧是“老”歌手
嗓音绝美
飞儿乐团已经没了！我说的！现在只有faye
《人间惊鸿客》
表情到位啊
都过去了，只要记住这是 詹雯婷 就行
詹雯婷好美啊
梦回2004啊
进度条警告！
调音师：失业
梦开始的地方~	
MV好评啊
喔~~~！
宝藏歌手詹雯婷
梦开始的地方~	
"	之前是神婆Faye,这里是女神Faye"
发光了女神
再听亿遍	3s
再听亿遍	3s
呜呜，好爱大哥
20	融雪，焚风，人间惊鸿客！！
背影女神
进度条警告！
优雅实在太优雅了
正面也是女神！！
进度条警告！
人好看，歌也好听~
之前在乐队还没注意，Faye个人特色真的特别强
网页版出来挨夸
进度条警告！
这是什么好东西
优雅，实在太优雅了
进度条警告！
鳮皮疙瘩呀
融雪，焚风，人间惊鸿客！！
进度条警告！
哈哈，这小表情
又帅又飒的大哥
这么多年大哥就没有变
四项入围金曲提名！！
超喜欢大哥的声音啊
翩若惊鸿，婉若游龙
唱的我起鸡皮疙瘩了
感觉大哥的气质好适合这首歌
洛神：排面
荣曜秋菊 华茂春松
《惊鸿》
复习洛神赋去~
歌配上MV，视听盛宴
这两句太好听了
髣髴兮若轻云之蔽月
飘飖兮若流风之回雪
Faye真的什么歌都能唱
这两句太好听了
金曲奖提名赛高~
洛神=詹雯婷哈哈
庆幸自己喜欢大哥这么多年
好听！
好听
飞儿↑
太仙了大哥！！
洛神赋！！
这几句封神啊
哇，这句好好听
	这一身加上这个黄色的光，太绝了
哪里有詹雯婷哪里就有我
	这改编针不戳
洛神！！
质量的保证啊 
才高八斗曹子建！！ 
感谢梦幻网页版
	四项入围还有谁！ 
天哪，还是当年的飞儿！爱了爱了！
听哭了，大哥你值得 
听哭了，大哥你值得 
封神！
这改编，绝啊
曹植真的太有才了
好喜欢山海盟！
洛神赋啊啊啊
水波打在大哥身上，美啊
好合适啊姐姐！
飞儿女神
大哥和曹植都是优秀的人啊
有生之年系列
你就是我心里的金曲歌后啊
你是人间惊鸿客
Faye太适合这种风格了
向全世界安利詹雯婷
好嘞，入坑了
不得不说，实力还是很强的
时间证明，Faye真的是有实力的歌手
这就回去玩游戏抽洛神
”永远“散的太漂亮了
真的喜欢大哥好久了
从小就听大哥的歌
我超喜欢山海盟的
全程摒气
MV的dd
梦结束的地方
大哥无处安放的魅力
梦开始！
这声音经得住时间的考验啊
金曲奖真会提名哈哈
MV的质感绝了
曾经的主唱大人，现在的女神
在现场，我是大哥的话筒
歌曲会老，但是人不会
最后这一句真的好听！
金曲奖冲冲冲！
什么神级翻唱
还想听大哥唱歌啊
太短了呜呜
看见詹雯婷就是像曹植看见洛神
简单的追光都能展现出大哥的美
Faye从不会让人失望
金曲獎的聲音
怎么会有这么美还这么会唱歌的人啊 
《女神》
余音绕梁
什么神级翻唱
从焚风到煮沙到人间惊鸿客，真的都好好听
这高音绝了
还记得小时候在KTV嚎我们的爱
这么轻松就唱上去了
芜湖~太轻松了吧
"faye真的是原唱殺手, 唱甚麼都比原唱好聽"
最后这个小转调绝了
恭喜你发现了宝藏
这声音穿透力太强了
这是我能听的绝美音乐么
不愧是大哥啊
曲对有币
梦幻除了游戏都挺好的（网页版啊，那没事了
歌姬
不愧是大哥啊
瞬间惊艳了呜呜呜
好听
曲对有币
余音绕梁
 行走的CD机啊
我来贡献播放量了
大哥yyds
不得不说，实力还是很强的
最后亿遍
刷新了我对这首歌的认知
这个版本的好好听
Faye
這歌只適合她一個人唱了
Fat
高三就是听Faye的歌过来的
Faye真的男女通吃啊
阿伟反复去世
我疯狂鸡皮疙瘩
唱歌的时候在发光啊
MV已收藏
空降00：:00
'
我圆满了
aye的歌都很好听
我们开头见
姐姐好美
我不相信有人没听过Faye的歌 
这个永远好好听啊
什么时候巡演，想听现场 
早起铃声，哈哈哈
大哥唱歌真的超级稳啊 
你在我眼前 这瞬间便是永远！！
啊，这个转场，帅啊 
	啊啊啊，这个永远~
大哥真的有被人看到啊
大哥真的有被人看到啊
我回歸王位耶耶耶～
摊牌了，在现场，我是纱
幸亏点开了没有错过你
 这个版本哪里能听到！ 
绝美联动啊
什么歌啊
最喜欢大哥侧脸了
白纱X大哥，我太可了
绝美大哥
洛神：感谢收听
这歌一下就上了高度啊！！！
绝美联动啊
Faye的声音就是又高级还有个性
最后祝网页版生日快乐
山海盟要我命，这个也是
是真的好听
梦幻西游有品位
我超喜欢山海盟的
意犹未尽
想住进大哥心里
爷青回
好好听啊啊啊啊啊
FAYE优秀
感觉好温柔啊
绝美音色罢了
吹爆詹雯婷
大哥是我的
神仙下凡辛苦了
金曲奖歌后一定是你的！
好想魂穿话筒啊
faye起飞
各位我们开头见
进度条警告！
不愧是我的宝藏歌手
金曲奖给我拿下！
神仙般的翻唱
唱了这么久依旧声音干净眼神干净
浪姐四爆点预订
大哥是个很有想法的人啊
开头见
梦幻你太会挑歌手了
洛神下凡
仙音缭绕
詹雯婷YYDS
开头见
我又来了
妈呀妈呀，我发现了什么！！！！！女神女神，还是女神！
华流才是最吊的
爆炸好听
吃了CD
朝霞织星汉 叹不尽绮梦因缘
词真的写的好好
好有张力
声音可以冲进人心里啊
视听盛宴啊
单曲循环中
Faye好多歌都很好听
鸡皮疙瘩一直掉呀！！！！！
人间！惊鸿客！
惊鸿客，说的是洛神，也是Faye
进度条警告！
大哥举手投足间我就si了
永远会为大哥的声音感动
感谢网页版，感谢歌手詹雯婷
感谢飞儿，让我们能独自拥有詹雯婷
好的歌手在哪里都会发光啊
还得是你
真的被感动到了
离开飞儿的大哥太有魅力了
这个版本绝了
啊，我的耳朵好舒服
洛川人路过打卡
感动到想哭呜~
果然一个好歌手在哪唱歌都会被人看见
好适合上浪姐
循环了，好舒服的声音
大哥的声音让人一听就很振奋啊
我不要什么洛神，我只要飞神！
洛神和大哥都是又强又美啊
大哥给我爆火！
这真的是童年级别的歌手了
多找大哥来唱歌吧
内地拍MV水平高了不少啊
鸡皮疙瘩
衣炔飘飘
再来一遍
最后的尾音无敌
我只认这个是飞儿
好听
仙气吟唱
好听好听，从高中就开始玩的游戏，14年了
太美了
姬佬受不了她这么撩啊，鼻血
小仙女
太喜欢这个联动了
发挥的超级稳啊
飞儿！！！！
飞儿
阿伟死了
唱的也太清新了
空灵
声音辨识度真的太高了
反复听洛神赋这几句
人都听麻了
真的好喜欢她的嗓音
金曲获提名的名副其实
曾经的经历让Faye变得更好看了
大哥声音太有故事感了
荣耀秋菊华茂春松
身上有光
只要你听山海盟我们就是好朋友
舒服啊！！！爷青回！！！
堵不了
这一段加的真是神来之笔啊 也是洛神赋最牛逼也最出名的两句 鸡皮疙瘩一下就起来了
一首网红歌，硬是被詹女士唱成了史诗
绝美吟唱在线索命
这声音真的有这么丝滑吗
这就是职业选手吗
把她手按住还会唱么
举手投足都是演绎
这叫一个游刃有余
大家把卧槽打在牛逼上
怎么这么会唱呢
飞式吟唱，永是天籁！
给大哥排面！！！
真的姐姐如果去浪姐超合适
我竖屏刷视频，竟然刷到真“飞儿”！
好好听啊啊啊啊
飞儿
它怎么都不老啊
仙女！
太仙了
好漂亮真的，优雅高贵的气质
飞儿，飞儿，飞儿
啊啊啊啊啊啊啊AWSL
好家伙我这一激灵
巨好听而且每个字都很清晰
卧槽我惊了
跪的很惬意，很安详
好汀好汀
我怀疑网易游戏组其实是个音乐组
这就是真正的歌手
这真的是人能发出来的绝美音律吗
有内涵的实力歌手
太上头了，人间CD机
哇，耳朵极度舒适
没有一点杂质的声音，呜呜太棒了
2008区在线求队友
普奇神父，帮我把Faye的diso给我复制一份，谢谢
网易云GKD，我要做闹铃呜呜呜太激动了
你这不上网易云就说不过去了
好大气的感觉
顶级伴奏顶级作词顶级声线
让我的爱，伴着你
有内味儿了
飞
啊啊啊啊好温柔好稳
直到永远
既已容颜惊天下，何必才华乱群芳
泪目了
快进到再来亿遍
一人血书，再来一首！
一直欠你一张演唱会的票，从青涩的学生，到已然是学生家长
森海塞尔IE80申请一战
早知道，还是原道
哇，我以为在水里
你这歌保熟么？
你这歌多少钱一首啊
三分钟，不要钱
声音好好听
网易其实是做音乐的吧
姐姐的歌我的童年啊！
yyds
kksk
我也喜欢山海盟
音色真美
蚌埠住了
网易厂牌
梦幻厂牌再加一分
mark
“永远”回味无穷
好听！！！
比杨B嬅好得不要太多了！
他是谁？？？？飞儿？
飞儿
梦开始的地方~
进度条警告！
进度条警告！
詹雯婷就是詹雯婷了
吟唱吊打一切
余音绕梁三日不绝
吟唱梦回月牙湾
Faye去乘风破浪好么
进度条警告！
还想听大哥唱歌啊
吹爆詹雯婷
人间有悲欢
这个永远都好好听
这就是古人说的余音绕梁吧
专业选手果然不一样
这才是我的青春啊
我还没听够呢
这也太精彩了吧
飞是我的~！！！
怎么这么耳熟
谁看了不说一个绝字
这次的币花得值
绝对上热门的节奏
白嫖失败
大数据记住我
啊啊啊啊啊啊啊额
大数据记住我
大数据记住我
大数据记住我
侧颜杀我
开头见
哇
原来是飞儿 擦 差点错过
"爷爷,你关注的UP主更新啦"
"爷爷,你关注的UP主更新啦"
"爷爷,你关注的UP主更新啦"
"爷爷,你关注的UP主更新啦"
梦幻你又发歌了啊，生产队的驴都没你这么快
这是前飞儿乐队主唱吗！！！
火钳刘明
火钳刘明
火钳刘明
飞儿乐队？
好听诶，看到推广标识差点没有点进来
怎么整得跟飞儿乐队似的，声音唱腔也在模仿
无敌了
好好听
太美了
姐姐可以给各大仙侠剧唱ost呀呀呀呀
我怎么听不懂歌词
姓詹的人不多，很幸运能和你同姓
太惊艳了啊啊啊
我又可以了！！
双厨狂喜
开头见
双厨狂喜
太棒了！找不到形容词那种
发生什么事了
发生什么事了
不喜欢这一版的，不够仙
翩若惊鸿，婉若游龙
