一分钟不到热乎
前几天刚看到这个帖子
这才是算力的意义
业余
两千年能在搞编程的属实是nb
这让我想起了2016年吴军在得到APP上的硅谷来信第五专栏
大佬
致敬
？这个人竖着写英文
这才应该上热搜
大佬 作为一名全栈工程师 我太惭愧了
respect
这个图像处理专业都可以吧
这不给个诺贝尔奖说不过去了
就是矿老板吞卡，才用不上最好的30系，所以都不要买现在的30卡
这才是科技的星辰大海，不仅仅是买菜的柴米油盐
这是钼靶吧？
我还以为他死了。。。。
开始的契机
矿场老板你们看看人家！
大量文献能够帮助人们创造新事物，某机构却用来谋取暴利～
别人口中的业余就是业余时间，我们的业余就是技术业余了。。。。。
这名字听起来怎么像op固件那个l大
今年考研上岸，进的课题组做的就是这个
这才是显卡应该做的事 而不是什么挖矿
什么叫人脉啊
确实遗憾，但在中国就中科院这个样不可能发光发热
《业余》
哎又在美国
差评君报道的格局都越来越大了
可以，很实用，很有价值
我活着真就是凑数的
大佬发型
我以为pheonixminer
国外才有更好的科研平台。
nb！
开来我们人才流失真的很严重啊
大佬在世界的任何角落都可以为人类做贡献，不必纠结住在哪里。
深！
？？？
别吧 还是在国外发展吧 国内的环境……
卧槽 adblock!
不用内卷就是好啊
matlab？笑了
卧槽
cn没有发展的空间
致敬
火狐
自己写脚本抢显卡吗，哈哈哈
看到大佬的经理我更加觉得兴趣教育能够使得我国人才的能力爆发式增长
我没开弹幕？
《业余》
《业余》
笑死，国外的月亮更圆是吧
是的 目前来看有才的人在国外能发光的几率更高 不是说国内没有有才的人 只是容易被埋没和吞噬
这不是报效祖国，这是造福人类，明显格局更高
等等，这个名字怎么感觉这么熟悉？
支持世界公民，什么国不国的，都是人类，上层的火没必要烧到百姓头上
艾布拉姆斯
S400防空导弹
和做openwrt的那个coolsnowwolf记混了
大佬不自己写个抢单脚本吗？
全国医院可以联合搭建一个服务平台
卷积神经网络
《业余》
看到没有，这才是真的显卡用途
ai检测病情这好绝的技术
可能就是写了脚本抢
我上（个世纪）
电脑显示脑瘤
磁共振
其实乳腺钼靶机
ted看到过一个算皮肤癌的ai，准确率跟医生也不相上下
医疗资源紧张必然有其原因和其他现象
问平常人家不去医院怎么给自己拍片呢？
1000多位差友好
医学ai类一般都不用知网的
造福人类的才是好显卡
别人回不回国和你有关系？
业余？我就是门外汉
这事中国人
","
重新定义业余了
我超
牛
不是吉图布吗（
这么说的话真的超厉害
显卡算力用在挖矿真的是…唉
国人？好啊！
国外的研究条件更好
美国工作总体比中国闲，所以有更多时间发展业余吧
卧槽 火狐基金会吗
跨界大佬
这批显卡在当时挖矿肯定赚爆了 这位真的大格局
外国呀？
中国人！
说回国的真是脑子坏了 回国有这种科研环境？
程序员打黄牛不是就是大人打胎儿？
我们我正在学数据科学分析
能不能把帽子拿下来让我看看有几根头发
很多老外都喜欢这样写，我有段时间也这样不过不是完全横过来
你们程序员的ID都是武器型号吗？
三连，让我们身边的人看到。这才是程序员！
這才是顯卡真正有用
。
放射大佬
人一出生就不一样
牛啊
ml
麻了
真真业余
只能做参考，上传的时候 不要上传任何联系方式
积善行德
算力最高的好像是a卡
富人家庭啊……
再看看这些矿老板，啧啧啧
可爱的人
在美国是人才，在国内被压制
这个是强化吧
看见没，国内哪家医院会给你开源这些影像记录呢，没有！！！！！
牛批
业余……
说回国发展的就是害他，中国这科研环境简直可笑
致敬
起源社区?
人脉
我猜，用了tensorflowjs
影像组学现在已经很成熟了，文章发了很多。放射AI已经运用到了临床上。
国内免费整这些要喝茶
？？？
说回国的真是笑死了
这是神级大佬了
2，医生读片准确率达不到这么高
业余……
来自D版，带着爱
666
膜拜大佬
张超？
膜拜大佬
我靠，居然是国人
用火狐看的B站......没错就是现在
我也知道另外三个人。他们也是用技术拯救世界。
校友
NB
大佬，眉毛都掉稀了
南京大学物理系，当年高考的目标，可惜实力不济。
膜拜大佬
这明明是专业的
大佬，爽文情节属于是
这才是显卡应该干的活！
卧槽。去广告他写的？？
我们与恶的距离是吧
男的？
好早啊，apple2的说明书比字典还厚
真大佬
也就国外能有空闲时间开发软件了
学物理数学的，搞计算机，就是大学老师来幼儿园教书
你管着叫普通人？
家里也有钱啊
学霸
！！！
前面的，拿嘴说谁不会？专家医生大多数也做不到百分百吧
超人
在国内早就被抓起来了，蛋糕不能碰
是本人所在的cv领域了
《天空即为极限》
这就是算力的正确使用方式么，爱了爱了
大佬
是真的大
卧槽
大佬
果然大神都是业余的
走在交叉学科应用的前沿了，牛逼
业余
什么大佬啊这是个卧槽
怎么感觉看过呢？
我养家糊口的本事只是别人的业余爱好
这应该是做化疗
英雄需要一个契机
这才是算力的正确使用途径啊
第一台电脑就是苹果的电脑，可想而知
我有一友
我发现火狐比较适合我，其他的都不太行
矿商黄牛，人类的敌人
来自D版带着爱
牛啊
这些人才都流失到国外了，原以为清华北大是欧美人才基地，没想到南京大学也是
数据不保存，牛
来自D版带着爱
你的重点不应该是教大家怎么用那个网站么？？
业余程序员
看最后回复的英文，天空是你的极限
来自地板带着爱
专业真的对口了
或者怎么获取源码继续开发
NB
业余.
斜杠狠人
兴趣使然的英雄罢了
18年的1080ti，这得多少钱
格局
国内没留住，可惜啊...哎
国内没留住，着实可惜
我愿意帮他抢显卡
神tm人才流失，回来能有这发展？
干，师兄
造福人类
说到“我上。。”的时候停了一下，然后开始说自己开发项目，该不会怕打击到观众吧
兴趣使然的英雄(光头)
不写脚本不可能抢不到
这50张卡十分珍贵了！
研发总监？？？
真的牛逼
回国被人惦记
哎，也是有个好的家庭条件
大佬
中国很多人才都不回来，国内的环境真的太差了
这不上泰坦V？
又是华人，哈哈
不是因为内卷不回来，这些人会怕内卷？
？
卧槽，原来大神也曾眷顾过我
: p
主要有警醒就会去检查
专业对口
牛啊
那也得看是什么级别的医生
专业医生眼睛确诊率无限接近百分百！
深度学习？
他老婆不会报怨他不顾家吗？
果然是我们中国人才能拥有如此能力
考公务员才是纯纯的浪费吧
太牛了
nb
眉毛没了，这就是变强的代价吗
现在还是中国国籍吗
伟大的人
我目标检测跑个300遍1 5手势CPU半天 gpu3小时
不挂号能拍片吗？挂号拍片了，医生不就帮你看了吗？
woc全都润美国了
大佬眉毛都掉光了
兴趣使然罢了
我怀疑他有强者发型
拜
《业余时间》
我靠！！
这才是显卡的正确用途！
我想让自己的专业水平这么高，造福一方
我是机械
这马赛克
这不给诺贝尔奖？
谣言满天飞的时代
xiOY
《差脉》
专家系统‘
大佬
深度学习
差点说漏嘴 （上个世纪） 其实他说永生族
两千年就上 sf 了。
大佬
太牛了
大佬
还得是在美国才能有这些成就
盲猜是卷积神经网络
网站进去点击检测无法连接……
就国内这环境没关系没人脉没钱能出头？有才华也把你压得死死的！
深度学习吧
深度学习可以和任何行业联系起来，我硕士课题是深度学习故障诊断
这个面相好像烧伤患者
谁用MATLAB搞深度学习啊，都是tensorflow和pytorch
因为他爹鼓励他编程
环境这样，自然成了兴趣
牛
科班出身 怪不得
挖矿最大恶疾
the sky is your limit
20年的功力
TMD矿老板好好看看，这才是显卡的用法
3个月？？
++
专家系统的研发遭到严重的打压
家庭也不一般
有钱人
3
在中国活着就已经竭尽全力了，哪有时间啊
治愈率高=全部切除后无任何生命危险
南京大学是真正的好学校，有骨气的学校，比清北出来的利己主义强太多
神级大佬啊！！
这叫业余？？？
怎么就不去华为可惜了。
这大佬去华为？
佩服他！
余华？
大佬的眉毛掉了
不保存也太厚道了，是大公司早把这数据卖了
虚拟货币就是毫无意义，有意义的是造福人类的算法
建议育龄期女性或者自己处理乳腺结节的，定期去查个乳腺+腋窝淋巴结b超
牛哇
牛逼
眉毛都没了 不是头发
"换做是我,我也不会回好吧"
这才是真正的英雄
英伟达还不赞助他50张4090ti？
搞科研哪有那么多房地产赚钱
卧槽，瓜！
我超，我现在贼爱用火狐
什么叫人脉啊
不一般啊
？？？？？
这个真的无敌，93%可以拯救很多人
我也想成为这样的人
幸好我发现的时候是早期
nope for japan
这才是显卡算力真正应该干的是
我婆婆早期时，被我妈发现了，幸好花了点钱就治好了
国内连P10都在卷呢，况且在国内可没有这么多资源让你实现这些事业
前面3080ti的，那时候还没出来吧，看看年份行吗逗
卧槽
祝福大神，狠狠的发财
大佬！
牛哥
牛的
华润万家
凡人之躯，比肩神明
大佬是不用上班的啊
真的牛
已经裁员，腾讯的智能医疗部门快无了。这玩意不赚钱，因为不如真人准确你还是要看医生。
这头发应该是帽子的配件
致敬
牛逼大佬
卧槽 nb
大佬
大佬的发型
auc不是acc
真大佬
墙
早润的都润了
the sky is your limit
写脚本那位，没货你写啥都没用
显卡又要涨价了
可恶的矿场
The sky is your limit.
哎，人才都流失到国外了
大佬
兴趣使然的英雄
我靠，我的专业就是医学影像
家庭实力雄厚啊
显卡就该用到来投机取巧浪费地球资源的挖矿上
是相当于专业来说是“业余”
矿老板去飞把
也许项目成熟后，可以用高端npu降低搭建的成本
兴趣使然的英雄罢了
1080ti可以检测鲁县癌大家快去买
基本上，能学医的学其他的上手都挺快，，，，
《人脉》
话说为什么生医工这么多做这个的没做成呢？
这就是矿老板们的缺少的格局
这才是它真正的价值！
兴趣使然的英雄
卧卧卧槽
留住人才的从来都是物质和环境   别拿爱国来绑架
英雄
格   局
肝帝面相
up用什么系统
再看看我父母
浩哥
矿狗进来挨打
华人真的牛逼
8000+快来发弹幕
我超，校友
业余
这个项目业余时间三个月 真的牛逼
业余
9000+了？？？
在这种有格局的人的底下发问国籍的弹幕都是什么居心
巨佬
大佬nb
6
兴趣使然的超级英雄！
瑞思拜
牛批
大佬
业余
超级赛亚人3
nb
看来西医要最早被ai替代
大佬收下我的膝盖
respect
前边那个和医生比的，希望你生病了永远不要去医院，找你靠谱的去
太强了
那个年代的电脑，有钱人啊
大神
Gitee：想开源？emmm
这不是业余
30岁程序员
（业 余）
有点帅
男的也会乳腺癌吧。。。
三个月业余时间
这叫业余？
9000+
我学校在做这方面研究
12.41，900+
12.41.9000++
来自地板带着爱
666
胸越大机率越大吗
何必揭露人家的隐私，人家要路面自然会露
三个月，我自闭了
2000年能使用电脑搞编程说明家庭很rich啊
大佬
你币有了
重新定义业余
大佬
大佬
神！
男的也会得乳腺癌吗
wc
？？？？！
掠夺者
谢谢
gayhub?
致敬
？
？
还是要去灯塔国才行
火狐正在用，可以说是一款非常好的浏览器了
美人系
师兄！
大神，收下我的膝盖
超级大婶
膜拜大佬
开始了，那个东西开始了
才？
《业余》程序员
大神好
大神总在国外，为什么
八千人＋
靠谱
？？？
黄牛奸商能不能死啊
男的乳腺癌?
.
太棒了人家用显卡挖矿他用显卡救人
太强了
牛逼
牛壁啊
生物医药工程
校友
美国有些方面确实比我们强，这不是崇媚洋外，这是事实
卧槽 太牛了
有大爱的人
姜浩先生有什么账号之类的吗？我愿意为他的人生梦想贡献一点小钱钱
是国人
姓姜
这发型就是职业程序员
卧槽 我三年都写不出来
确实感觉很强
学长呀
宏碁掠夺者
三个月，业余时间….
这就是科技的力量吗
我们三模考试英语阅读。。就是这个
好像平均一百个乳腺癌患者里面就有一个是男的
对这个世界做出贡献的，不只是单纯的学神，同时还是一位高尚的人
四舍五入也就是矿商和黄牛是人类的。。。什么
人与人的差距确实是大
???
肺结节也用过AI判断
太厉害了！感谢有这样的技术达人
大佬
问题是普通人也是从医院接触X片吧？
确实可以
《业余》
这么多顶级人才为啥在美国才孵化出成果
肯定不如医生靠谱，看病一定找医生！
可恶啊
好人一生平安
？？？？
挖矿在耽误多少人的生命？
与恶的距离同款片头
确实是业余程序员
我超！
！
！
这才是矿场正确的用法
这可不可能会成为是高考英语阅读理解 
卧槽
活佛了
三个月就完事了，我的天
哈哈，（人类的）
人脉
上个世纪
生物医学工程
老黄：新商机
侠之大者，为国为民
居然用过
致敬
还得是在美国才能实现梦想
“普通人”
科学计算还是N卡强，和算力没关系，软件适配
这才是显卡应该的去处！
这才是现世中的超级英雄啊
《业余》
本科毕设做的就是这个，用的nnunet框架，然后再转成三维，我觉得准确率不错。读研准备朝着类脑前进了
“老人″
我眼睛被闪瞎了
兴趣使然
这才是显卡的真正用法
是癌症但是没看出来怎么办……
我们与恶的距离
和rick一样
我南学长！
-+-+
智慧医疗啊
原来是 Michigan
笑死了，弹幕。
卧槽，那时候APPLE II可不是一般家庭能买得起的
指导白酒哈哈哈哈哈哈
？？？？？我去
显卡的正确用法
？？？？？？？？？？？？？？？？？？
什么天才少年
太业余了吧
掠夺者笔记本
前面的你为什么不去出国深造再回国贡献？ 
自信一点，一小时挣我们一个月的气钱
好家伙，刚刚听完课老师说去参加一个比赛，结果人工准确率66，机械90几
矿癌怎么治疗
感觉up有点大舌头
张卡又要涨价了！~！！！
图片失效，太真实了
他不仅仅是一位能人，更是一位好人
深度学习
有钱
说家庭的，你们现在是接触不到电脑还是接触不到编程？然而你们做了什么？
这跟业余有什么关系吗
大神无疑
世家
这还算业余程序员。。。
《业余》
天才。。
你别说，我同学就有这样的左手斜写大神
向大佬致敬!!!
致敬
2018年是上一次矿难
确实，一出生就超过了绝大多数人
牛逼
《自掏腰包》
啥叫物尽其用
00‘
果然骨骼惊奇
《人脉区》
致敬大佬
我没用过
可太 业余了
支持
南大物理系的话，往前数几年应该够得到清北
高学历
程序员
男的？
业余程序员
这是天才
锲机
何止是大佬，这是巨佬啊
技术宅拯救世界！
嫩仔槟榔
兴趣班的逼死专业队的
英雄
与这些大牛相比我就是码农！
为什么网站上写的是蒋浩
救人一命胜造七级浮屠
事了拂衣去，深藏功与名
别管人家实在国内还是国外，这是重点么？
富则兼济天下
《巨佬》
南大物理系校友
这是什么时候，当年显卡没这么离谱好吧，只是价格涨了点，up你不要夸大其词
技术大佬+富二代
这 这也叫业余！
癌症的初次就诊治疗很重要，影响后边的治疗，一定去大医院或肿瘤医院看西医。（不排斥中医，不过肿瘤还是西医整体比较擅长）。
如果得的癌症比较疑难或治疗资金不充足，可以到各个医院的网站上看一下有没有实验性治疗（或科研性治疗），可以免费医疗，即使是在对照组也会得到正常的治疗。或参加医药公司的合作意向性治疗。
径向基？
等会 片子都拍了医生不看吗
真丶前方核能
公生！
系主任的师兄
直接找老黄啊
nb 有善心又有能力帮助 nb大了 佩服!!
是真的cool
《业余》
什么叫做把显卡用在正途上
18年的狂潮……唉:-( 大佬也不容易
重新定义“业余”
厉害
大佬啊
人家这才是真正的运用显卡！
无私的人
他真的是天时地利人和创造出来的医学程序英雄
造福一方
我这个学渣都觉得很厉害的感觉
卧槽，我酸了，不看了，学习去了。
专家系统吧
我南校友
神仙在国外
实在是矿
技术拯救世界
深度业余学习
这是业余程序员？？
校友！
2001买个网址要2000美元
这就是天使本人吗
丽台的卡
这个家庭环境起点起码超越了国内百分之九十的人
《业余程序员》
卧槽，牛逼！
我劝大家提早给3连
我是核工程与核技术
但是国外的实力确实更强
圣人
业余
兴趣使然的英雄
业余
这简直是活佛啊
卧槽
乳腺癌早期排查还是容易的，难的是你坚持体检
从小学代码，家里条件真不错啊
这要多少钱啊
富哥v50
神
这么强吗？厉害了
重新定义业余
这才是算力该用到的地方
深度学习吧
good boxer
这位学长我记得叫张晖，南大还有以他命名的奖学金
侠之大者
《业余》
这才是值得世界人民歌颂的人
矿狗早点死
这也是我一直想做的，但是我没有这么多显卡，国内科研又不让买计算机硬件，我真的会谢
不懂弹幕在问号什么
去医院最不想的就是等报告
HKG？？？？
"善战者无赫赫之功,善医者无煌煌之名"
重新定义《业余》
那个说老婆抱怨他不顾家的，那种女人不配做他老婆
业余并不代表水平低
taiqiangle1
指导，也就是行业领头人之一了
你币有了
“业余程序员”
hope for Japan
好家伙，这些都听过。。
大佬
并不业余
这程序哪里有
这都能联系上
牛逼
唉
我靠大佬
???
不一般不一般
ak12？
g36？
业余
平民化
好！
厉害
？？？？？？？？？？
！！！！！！！！！！！！！！
11111
幼儿编程班
国人，牛啊
牛
科技向善
敬佩
这才是显卡的正确用途
游戏都没得看点 用50张做什么
看看别人父母和我的
老黄你罪大恶极
真的不收吗，不给点我都过意不去
从新定义业余
医学分割
医学上得cv
啥家庭条件啊Apple 2
还是拯救不了自己的头发
?????
太资深了
母乳喂养不容易得 得嗦
上大学才有电脑我能有啥机会
怪不得戴帽子了
牛
Unet神经网路
重点是数据啊 这么多乳腺癌光片数据集很难搞
兴趣使然的英雄
要照顾好自己！
2000年就有自己的电脑
别人用显卡挖矿，他用显卡拯救别人
权重和激活不代表就是人工智能，人脑也不是用反向传播机制学习的
??????
这不比挖矿有意义？挖矿的意义到底是啥？我个人感觉就是在浪费资源
估计美国免费，中国要花巨额
nb啊，大神
为啥不租个云计算服务器，感觉比自己搭省钱
？？？？牛蛙
牛批
眉毛呢
大佬
大佬
虚拟货币有什么卵用！？？？？？？？？？？？？？？？
猜一手U-Net
你给我解释解释什么叫业余
你第一台电脑苹果2
？
这是抄我们与恶的距离片头吗
这才是显卡的正确用途！
干得漂亮
看这个额头就一定是大佬
大概猜到是什么事了
万恶的黄牛
顶顶顶
看这帽子就不简单
神呐
感觉看起来不太健康啊
业余不是说水平低，而是职业不是程序员。
有钱
卧槽
这才是 显卡的用途
强者的抬头纹
但，有的没得肿瘤，却说得了，手术了却没有。
《业余》
我已经跪在地上看视频了
重新定义业余
这才是显卡算力最终的用法
核工程
继然都拍到片子了不是当场就可以回去给医生看嘛
致敬
老黄！！！
西门子啊
2000年的业余程序员
大部分程序员都是搬运工
有钱
精英家庭
《业余》
错的不是显卡 是矿狗
作为一个职业的程序员，我自卑了呜呜
炼丹啊卧槽
强而有力!
卧槽
肃然起敬
“业务”=“真爱”
Go Blue！
我靠！大神！
力量隐蔽帽
南大排面
《业余》
当然会
致敬大佬
伟大
用cv做医学影像诊断吗？
反弹
你们的片子都是素材了
Apple II当时在中国屈指可数啊
“业务”“其实是爱”
懂了，业余程序员，主业医生
卧槽，干这个不比矿老板强多了
我们会用显卡挖矿。
这些昵称简直各个都是人才（军迷狂喜）
真大佬
这个确实是大佬 有点牛逼
+
为什么一定要去华为啊？华为是什么？
业余
看一下英文介绍就知道是女的
密大！校友！
别太幼稚了 什么时候你买的起机器 会安全的给自己检查 才真正有用，不然你花了钱去医院 然后自己拿回家查？哈哈 大善人
有马公生
眉毛都没有了，别说头发了
apple 2 真大佬了
业余
一看就是大佬
So fxxk you nvidia
南大师兄
大概率unet 
开公司的上什么班
英雄觉醒
英雄觉醒
他的包都很好用
技术宅拯救世界
业余   兴趣使然
我就想知道 他 回国了吗？还是 留在美利坚了
牛逼
涨的理所应当
长得就很强
矿老板学学
致敬
卧槽大佬
众所周知：打着“专业”旗号的都不专业
真就是嚼得菜根，做得大事！不愧是我南
《父母》
这人应该给他建生祠
格局
什么大佬，这是巨佬！！！
堡主，牛！牛！牛！
好家伙，50张显卡对抗癌症，佩服
非常认真的告诉你，这个ai检测其实比很多医生都准而且快
“业余”
好家伙，这么牛逼
我也想做这种人
牛逼...
是哪位古代英雄转生啊？
对一个程序员最先看的不是他的技术，而是他的头发
满级大佬真就业余？
这就是传说中的神马
好惨啊
专业对口，这么牛的吗
这不比矿老板强多了？
我丢，这都行
50张显卡，真的牛逼
我也来康康
外行表示一脸懵逼
我靠……
对不起，我以为这个是专门用来打mod的网站
看看人家，你们拿卡只会挖矿
最好能研发出检测人体全身癌细胞的仪器
如果这算业余，那就没什么专业的程序员了
？？？
么得娃
woc这么牛
这才是人才啊
说去华为的有Bin？就一搞通讯的，对医学有毛用
这些技能叠加起来有奇效，厉害
他好酷啊
卧槽
《业余》
这TM才是科技改变生活！
挖矿真的是影响人类未来发展
这是大佬啊
《业余》
越厉害的人越没有眉毛
眉毛呢，哥
the sky is your limit
这叫业余
这不比挖以太坊划得来？
不做个英文版吗
发现这些大佬都有基础学科背景  尤其是物理  刚好我也是物理专业的哈哈
有马公生！
做癌症视觉分析深度学习的很多都是医学或者生物学背景的研究人员，所以成为业余。
业余
真正的大佬
这才是显卡应该运用的地方
九几年时候又一个机会上计算机大专，结果我家四处借钱刚盖了房子，又没钱给我上
"矿场没有创造任何价值，只有不停的浪费算力电力和存储资源，以及产生一堆""郁金香"""
眉毛呢
注意休息啊！
当时能买得起apple 2也是有钱人家
wow.同牌电脑
可以用Tesla
计科人认为这很正常
羡慕人家起点高
牌面！！！
差评终于热搜了！泪目
都闪开我要膜拜了
男的也有乳腺啊 这有问题吗？？？？？
羡慕有业余时间的人
我不理解，已经去拍片子了，医生看一下片子又不额外收钱
秃的眉毛都快光了
WC，都用
这就是赢在起跑线上
向那些为人类社会前行无私的践行者致敬
为什么国外大佬都是中国人
致敬
来自d版带着爱！
超人
这样的人如果想谋利一定会暴富的吧
神仙
大侠好帅
钱老回国为了啥呢
我身边很多研究生的课题就是这个。高校其实有很多这种东西不过没人做出来放网上
大佬！！！！？
业余的真正程序员做开源项目  职业的业余程序员为了生计curd
《gayhub》
……？乳腺癌不是免费两筛项目吗？哦外国
好人一生平安
老牌大佬
南大
我们实验室只有两张1080ti 水了两篇柳叶刀
大佬
这才是赢在起跑线
我就只会打游戏
我现在也买不起那么多
同行呀
啥家庭啊
神仙是吧
我三百年都写不出来
你管着叫业余吗？
西门子！卧槽！大神不挖回国吗
nb
人民英雄
"你把Mozilla组织成员就做""业余""程序员？全世界大概只有儒国这么信科班了"
这就是英雄吧
CCF 三公子前来报到!!
“业余”
拜托，一群问号真的很无知，好吧。男女都有患乳腺癌的风险。
吃瓜吃到校友！
我超校友！
人才外流啊
西门子啊
666
adblock？？！！
然而这应该算是最简单的环节了。。。
我先致敬
致敬
果然天才都是建立美国去了
短短数十句话我一句都没有听懂
有钱的大佬
人工智能的ai医生？
这一幕是致敬画作《创造亚当》吗
皮用没有！就是不断对比嘛。做X光做CT医生不给你看？
卧槽？？
"中国上班党 不存在""业余时间""~"
一眼美国  中国主业都要类似
像崔健
有钱人
《嘢豫》
卧槽！
《业    余》
业余？？
小智的帽子
看到标题盲猜神经网络
D板
这业余爱好已的技术功底经完完全全可以支撑一个公司运作了。
这就是 巨佬！
三连了
重新定义 业余
来自地板带着爱！！！
????
你管这叫业余
我超，学长
检验表示牛
可笑的是矿狗并不会点开这个视频
U net挺老了其实
聚集地
无忧亦友
大佬的发型
为啥要去华为？？？？？
人间天使
然后就去美国了
怎么人才都跑去国外了
这是什么大神
别光说什么家庭了，别人有本事
这是真正的大神
理工学霸啊
挺好的要是能用AI治愈癌症就更好了。
这个al真的很难研发
这开场和某台剧有点像
这是巨佬啊
“密歇根大学”
来自D版带着爱
校友牛的
来自D版带着爱
卧槽
格局！显卡的正确使用！
影像组学可以作为辅助
大神请受小弟一拜！
膜拜大神
医生也可以让软件看，你懂个锤子
《业余》？？
这不给个奖？
这眉毛都掉光了
重新定义业余
讲话不看人的，典型大佬
我的脑子，已然打结
巨佬
"我靠,apple 2"
强行拉显卡价格吗？可我不觉得会有人看了这视频去抢显卡
基本起点就不一样了
666
牛的大佬
来自地板带着爱
《业余》
