打破0弹幕
我靠 纯靠上肢力量
啊对对对
热乎
对比强烈
能上去很厉害了
《绰绰有余》
八倍速哈哈哈哈哈
太帅了
光速救援
他这是军队那次训练练的
？？？？？？？？？？？？？
 不用脚的嘛！
很厉害啊
柯南是不是在你旁边呢
我从未见过如此厚颜无耻之人
自投罗网
已经很不错了
某凉
我这边建议直接放手，速度起飞
多少有点儿沉
阿鲁巴＋1
8分钟！！！
经典《优势在我》
还余出来一层楼
这臂力
一群看凉风笑话的蓝朋友
好可怕
你这是救援么。。。是被救援
屁股往下沉
两分四十秒很不错了
哈哈哈哈哈
凉风，监狱狱警怎么样，挺急的
哪都有键师傅
感觉已经挺厉害的了
忍不住笑出了声
我上我也行
楼顶有个小电视？
水视频算不算消防能力？
8分钟
你这是在蠕动么
好家伙，正门是不让你进吗？
过程呢
卧槽
八分钟，好诶
还是挺厉害的
哈哈哈哈哈哈哈
《该对话来自为关注的人》
50W
十一月，安全消防月
ohhhhhhhhhhhhhhhhhhhh
人呢
凉仔，撸另一边头发吧
20天后
？？？
卧槽
空中一字马
蠕动
哈哈哈哈
《自觉》
传下去，凉风很细。
把头夹出来？
大部分人2分钟也上不去
20秒啊
这是背部发力
哈哈哈哈剧情需要请勿模仿
广告
阿凉厉害啊阿凉
传下去，凉风他很细
排面
我拼下命20大概能上1层
看不出来，凉风还挺厉害的
九分钟
关于消防队这么玩我这点事
笑不活了
凉风很细
9分钟，好耶
这个巨累
现在全站人都知道你细了
超人！！！
胳膊挺熟练呀
消防！
可疑人员
10分钟
《坐轿出行》
用脚帮忙不然根本拉不动自己，这就是大部分人的真实
热乎
提前致敬
我给阿凉一分钟
三连暗示
滑下来20秒勉强还行
WOC!
哈哈哈哈哈
几天不见这么拉了doge
手卡住了可还行
一堆人看着哈哈哈
这腰上的绳子也太直了吧。
你是下来20秒绰绰有余吧
前后左右为男♂
四分钟我感觉都上不去
哈哈哈
20秒够我掉下来…上去就算了
saber的虎头钳
哈哈哈哈哈哈哈
这个我能很快，估计落地也就2秒
这个我们团建有搞过耶
夹爆你的头
偷偷考本消防站 养活一家人
这是什么核心啊
哈哈哈哈哈哈哈
很厉害了啊
弹幕怎么还在说未关注？未关注指的是凉风没关注的不是指别人没关注凉风好吗
经典错觉
哈哈哈
哈哈哈哈哈哈哈哈
11分钟！
消防小哥只是怕摔了设备心疼而已……
这个我会
绷不住了哈哈哈
被猛男包围
好强啊凉风！！
也不错了
安全绳都快拉不动了
喵喵喵？这下肢不用力的吗，这tm也太难了
摄影小哥：你礼貌吗？
哈哈哈哈
一年过去了
哇偶
尼玛，这臂力，我服了
我出息了
传下去凉风很细
建议换一个
凉风可以啦～
25kg，很多人拿个10kg的哑铃做几个动作已经累得不行了
玻璃瓶早碎了
达克瑞扭
勉（软）强（磨）合（硬）格（泡）
乐嘉快乐棍
这个是纯上肢力量上去的，太猛了
名场景再现
哈哈哈
←菜鸡                             大佬→
这不先来找棵树来个阿鲁巴-
背后的绳子紧了哈哈哈哈
哈哈哈哈哈哈
？？？？？
这还是平常就健身的人，应该是健身的吧？吧？吧？吧？一般人想都不用想了
液化气钢瓶超级重超级重
还行，我二楼都上不去
那里纤细
四楼而已，我两秒就够了，不过估计得在医院躺两年到终生不等
讲真，凉风这身体素质就算不错的了……
《我上我也行》
传下去，凉风的很细
低情商：跑起来
《蛮细的》
这个消防员怎么和up有点像
其实很厉害了……这玩意我试过，单纯靠臂力超级难
这个可太特么累了，别问我咋知道，那个假人比真人难扛多了。
凉风很细。
哈哈哈哈哈哈哈哈哈哈
13分钟
强人锁男
好强
那咋地给你整个4楼的
哈哈哈哈
你知道凉风行的故事吗
烫得不行
感觉凉风瘦了好多啊
哈哈
这不是乐嘉蛋碎的开始吗
优势在我
强强强，还能上去，我可以把绳子拉下来了
懂了，凉风很细
看这个进度条，发现凉仔还有很多个“不合格”
哈哈哈哈
这假人有重量的啊
好像来个菊花残阿..........
我曹
你放心我们都知道（doge）
《细还是蛮细的》
纯臂力？
这就是我们人民的消防员！！！
哈哈哈哈哈
呵呵哈哈哈或或
哈哈哈哈
《迥异的画风》
14分钟
23333
别当！
小心蛋蛋
好难啊
摄影小哥：师傅刹一jio！我还没上车啊（doge）
说真的，能上去已经很厉害了
 比如蓝翔挖掘机师傅
仿佛假人哈哈哈
脚都不用，绝了
400真的特别累，800米都没有那么难受
拘他！
表演个空中劈叉
我2秒
不是……你这cos的也太不专业了吧？你要模仿小黑好歹换上一套夜行衣吧？？？？
不要拿脚探地面
满身大汉
哈哈哈哈哈哈哈哈哈哈哈
是“玩我”？
人外有人
笑不活了
经典开局
卧槽
承包空屏
给我年轻十岁！我可以十五秒内进去！毕竟当年我是现在的一半体重
太强了
看着手臂都软了。
卡其脱离太！
竟然是上理
这一个玩意儿25公斤？卧槽
人类的三大错觉之一:只要我再努努劲儿就能成功
满身大汉
中国行！
刑啊凉风
不会被抓到消防大队吧
这速度门口卖冰棍的老太太都比你快
阿鲁巴阿鲁巴
120斤
引体能做20多个上二楼肯定没问题，我试过
giao，上海理工大学，我的学校
阿凉还能上去，我连上都上不去
危
16分钟，好耶!
乐嘉快乐杆（bushi）
厚颜无耻啊
凉风比很多人还是优秀的，我自认为做的没他好
这个巨要命
哈哈哈哈哈
再来一遍
理直气壮
你不要走
再来一遍
哈哈哈
绰绰有余指超过的时间很多
这个我关注 一波
你
很快啊
这不三楼吗
哈哈哈哈哈
了不起的挑战做过这个 他们训练了好多天才合格
   法  国  军  礼
哈哈
天天都解释这个问题
已经不错了，没想到哇
日常被抓
别人追着打（doge）
每天最少200公里训练跟你开玩笑呢
我。。。。服了。。。。。
可以？
彩虹六号既视感
屁股真的有这么翘吗
乐嘉？
《优势在我》
葛温来全夹完了
哈哈哈
可疑人员doge
危
针吗
安全绳绷紧了，说明上面有人在拉
？？？？那里细
《乖巧可爱》
小心蛋
卧槽，这三参演，凉风NB啊！
搓搓有余
乐嘉老师玩这个蛋碎了一个
致敬，我的超人
谈判破裂，准备攻坚！（bushi……）
挥洒的汗水才是青春的光辉！
草
算了算了，人已经救下来了，你还是下来吧（dog）
卡住了赶紧打1119呀
安踏鞋好评
得罪了师傅还想走？
2万+
全国间谍举报电话：12339
《热情》doge
左右为男
教练:见识到了
19分钟
20分钟！！！
摄影小哥满分
哈哈
我好怕你会被抓起来
我4米二十秒
你这衣服，有点意思
凉风还是健过身的
X5呗
2000 years later
两万
排面啊！
你有水能放吗(doge)
我看到你肚子了
不用腿的吗？？？？？？
我的妈呀！真高！
夕阳下的奔跑 说我逝去的青春
这已经不错了，我二楼都上不去…
哈哈哈哈哈
摄影小哥跟不上了
又抬哈哈这是第几次了
歪 幺幺零吗 对还是那个变态 在偷窥
前两天有个消防员牺牲了
都知道你细
名场面
我也好想被抬进去啊
你的腹肌呢，凉
嘴唇都白了
生无可恋
片头呢？
漠叔：架火架火
卡住了就用液压钳把头夹出来
梅开三度
太强了
传下去，凉风很细
挂腊肠
今日乳法1/1
50w？（doge）
已经肯厉害了
这似曾相识的一幕是怎么回事啊
总座高明
摄影小哥：你礼貌吗？
你屁股撅那么高干什么啦
19分钟还行
我看的胳膊都酸了
哈哈哈哈哈哈哈哈哈哈哈哈
2
凯申直呼内行/doge
可以看出，凉风在普通人里还是不错的
帽子戏法
左右为难
HHHHHHHHHH
屁股放下来 腿往上抬
潜行中，，，暗中观察
hhhh
盲猜再次被抓
哈哈哈
woc上理
熟悉的姿势！熟练的抬走！
凉风来我公司体验啦
能上已经不错了
摄影小哥：你礼貌吗
这个假人实心的超级沉
直接把头夹下来
来♂
希望三秒之后我能听到凉风喊救我！
切，我从四楼摔下来只需要两秒（doge）
那滑轮是安全绳，动滑轮还安全个锤子！
25kg、呢
和当时参军一样呢哈哈哈哈哈
凉风不举了
哈哈哈哈哈哈
抱过50斤 脊椎承受不住
我可能二楼都上不去
50W
太强了
woc20秒四楼？！
(龟） 速 降
熟悉的场景
假人120斤
这太难啦
我以前最快5层27秒，还背着把枪和4个弹夹～
16倍速看挺快的
凉风毕竟看起来挺壮的
哈哈哈哈
熟悉的情况
BGM搞事情
scp
不要走hhhhh
27分钟
要20倍速才能赶上
细节：消防员没有安全绳，致敬
好细
终于有不用消防训练能靠身体素质达到的了
莫名想到乐嘉
下课不要走
那就不举了呗
下饭视频
不要走，跑起来
一时之间不知道该羡慕……哦 羡慕凉风啊~
烫的不行
上次有个光头玩这个把蛋蛋扯裂了
我刚刚在期待什么啊
我以为是把摄影小哥头夹扁了再拿出来呢
当场打119哈哈哈哈哈
？？？超人
串通好的，不作数
摄影机重啊
挺熟练的
狗狗祟祟
完了，又要被抓hhhh
还记得乐嘉
你给我一小时我都上不去一层楼
P股往下沉P股往上抬
天津消防？
在想这个时间出警凉风吊在半空是不是要打119
他这个吨位加20倍
问的是消防员 不是小偷。。。
凉风跑起来感觉娘娘的
比我强多了
三进宫
法国up主
早知道消防队这么玩我    就不来了
当有一天凉风头大到摄像机装不下时，就可以用了
光速出警救援
不错了
热乎
架火！架火！！！！
拷走拷走
好耶
张若昀？
不良BGM
楼顶是个小电视
卧槽，我宿舍就在边上，居然不知道凉风来了
31分钟
20秒？！！！
凉仔棒噢
400 2min都不行的真的是虚吧
这个我会，一秒就行
突然娇小
凉仔啊 你不是健身了？
哈哈哈哈
可以可以，凉风锻炼没白锻炼
健身效果不错啊
哦刚刚那个不是凉风啊，白激动了。。。
哈哈哈
前面的，不是光跑400米，你还得搬东西
大雄～
已近相当不错了，搁我我两下就躺了
我总有一种。。。不太好的感觉。但是又很畅快的舒爽~
几天不见这么拉了啊
黑人bgm
这不摔一下？？
眼睛瞪的像铜铃～
挺厉害的要我上都上不去
用它吧摄像师的头拔下来
这玩意看着就重
彩虹六号进攻方
提前“成本翻倍”
格局大了
放手体验重力加速度
卧槽
致敬
卡腚
乐嘉直呼危险！！！
生无可恋的眼神ahhhh
hhhhhhhhhhh
为什么不让教官背着摄影小哥跑，一举两得
总座高见
传下去，凉风比较细
没试过，到感觉凉风肯定比我快！
几天没见这么拉了
哈哈哈哈哈哈
该对话来自未关注的人
那是我逝去的青春
2w+
小城市都可以收入过万！可那是TM玩命！
危
这个脚，练过
第二天凉风都没办法坐着了
好帅啊
前面的是老高家的吧，特种兵看多了吧
多亏健身了，不然凉风得出大丑hhhhhhh
小心蛋蛋
热乎的
37分钟，不戳
老凉，你其实不需要备注的。我们看得出来
很猛
"比我强多了,,"
厉害啊，能上
woc，这不是我们学校么
屁股挺翘
哈哈哈哈
比我上电梯快
半年健身不是白练的
我去，好猛
滑滑梯 我可以
哈哈哈哈哈
甚至都没用上20秒（笑）
危
小心高玩
脸都白了，是真的难
这个很难的
消防其实怕摔了凉风
摩根
????
热乎的，就这午饭还能吃
大晚上短袖？我们这边都结冰了啊
xswl
18到四楼
50斤这么重的吗
白给的三等功
哈哈哈哈哈哈哈
我们都下雪了，你们大晚上传短袖，羡慕了
肘，跟我进屋
熟悉的剧情
哇
那我现在去问下狱警这份工作怎么样
120 斤的假人比120 斤真人难扛的。
up这身体素质不错了，一看就是日常有锻炼过，普通人上根本撑不下来那个跑步
烤核
这个一看就很累
这是带去净身吗？
23333333
国 产 剧 情
这个我会，而且只用两秒
王家卫？
旁观消防员:不要笑挑战
蚌埠住了
想起了公主日记里面的女主
哇，这个假人重的一批，别问我怎么知道的
凉仔跑起来，不行就算了
真的好辛苦消防员
《播放2倍速》
行走的三等功
换一边薅，求求了
？
2分钟跑四百米都够呛。。。
好歹你也在海军船上训练过，这不丢人了么
50斤……
《央视新闻》
《优势在我》
来北方不？2.4米高的雪了解一下！
这位消防员有点像张若昀
6起来
666
梅开二度
泪目
有点强啊这
哈哈哈哈
把摄影小哥的头夹扁一些（doge）
教官是纯手部力量上的
真男人
关键是这么多人围观
我觉得你要被消防官兵群殴
汪汪队出警
嫌疑人视角
自觉
才到三楼就不行了
刚打完
已经挺厉害的了
好家伙
有一说一脚姿势很专业哈哈哈哈
没想到你是这样的凉风！
公开处刑
我给你20分钟
来森消的200米综合体能竞技，没几个人能及格
也是可以的
小明不背锅
上面的别拉了
哈哈哈哈哈哈哈哈
抓
《热情欢迎》
什么鬼！我还在想什么不要走！！
红哈哈哈哈哈哈哈
昨天刚在实验室测了一个液压钳，标称出力130KN
一身大汉
乐嘉微微一笑
嗯知道你细
似曾相识
就可以用这个把头去掉
47分钟还热乎
世间三大错觉：我可以！可以反杀！她爱我！
走马灯
我只会gua的那边
哈哈哈哈
吴针？
嗨幕！
哈哈哈
竟然有滑滑梯玩，哈哈哈
大家都别笑
还以为你要吧摄影小哥的头给夹下来
20秒？
憋住
中国队长
看着都累
我来吧
6666
卧槽！！！
秃凉
假人120斤，我扛了3年
哈哈哈哈
不错了！
戳戳鱿鱼
不是卡其脱离太吗
？？？？？？
摄影小哥扛手机拍摄也是很累的好吧
两倍速比人慢三倍
2倍速...
？？？？
盲猜又要被抓进去了
凉风的速降≈快速投降
哈哈哈哈哈
去看普罗米亚，你就懂了（
总座高见
摄影小哥 强
秒出警
凉风NB
20s？
哈哈哈哈哈哈哈哈哈哈哈哈哈
凉仔比我厉害很多
彩虹6号玩家表示这我熟
wc
强人锁男
一小时  热乎的
53分钟还能吃
排面
我靠，纯靠手臂力量啊
卧槽
53分钟！！！！！
排面
今年最「勤奋」的 up主
放手下落一米就卡主了，手是握在安全绳上的，如果不握着，隔一段距离就要解锁一次
哈哈哈哈好巧我的体育老师爷对我说过同样的话
我们都穿大棉袄了
第三次被抬！！
给你20分钟吧
放海了
好奇训练楼有没有楼梯
哈哈哈
挺不错了
来历不明的消防员
人早跳楼了
敢
我的电梯还没下来
-1.20
这个已经很可以了
(这不是)
这个屁股
点题了
？？？？？？
摄影跟不上了哈哈哈哈
左右为男
可以呀
红字太拉了 我只要1秒（doge）
卧槽
哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
没安全绳？！
今天不是周二吗
也很厉害了。。。。
凉快
居然能上去！
自投罗网
已经很厉害了
太强了
哎哟凉风体力不错啊？
不限时间我也上不去啊
哈哈哈哈
你这么瘦？？
快，LJ我
59分钟！
自投罗网
2years later
这就是队长吗
那是真的细
国产剧情
这个我们叫追魂夺命操
别薅了，快秃了
这样我最多上两楼
哈哈哈
秃凉练过？
哈哈哈哈
专属于乐嘉的名场面
等不及了 烧没了 毁灭吧
什么小女生跑资
这里凉风好帅哦 倒回来看了三遍
满脸写着高兴（doge）
上海理工大学
可别瞎J2扯淡了，你跑快点，前面等着救火呢
得罪了方丈还想走？
刑啊
八倍速就离谱
四抬大轿
居然不穿黑衣服
1.4万
哈哈哈哈哈哈
真牌面
进去吧你
我卡了？
↓看上去正常速两倍速——看上去两倍速的正常速↓
几天不见这么拉了
总座高见
凉风太强了！（doge
《快》
这个假人有一百二十斤
靠上肢快吧
知道自己细，挺有自知之明
几天不见这么拉了
要保护好自己的蛋蛋。。。参考上一个光头
比我强！
边上陪跑的消防小哥哥气都不带喘的哈哈
凉风现在还是有在健身的，已经比大部分非专业人士强了
我都可以！！
假人标准60KG，说实话凉风没专业训练过一把扛起来已经很不错了
凉风细且不举
就用这玩意把摄影小哥拔出来（doge）
这BGM不对劲
50斤？
细
消防员哥哥们配合拍剧情中
行走的50w
20秒 飞的吗
hahahhaha
左右为男
卡住了赶紧叫消防员
好耶！！
20秒?不是我吹，我一天都上不去【臂力基本等于0】
恐高症真实
灵魂片头呢？
震惊中带着点无奈的眼神
长按屏幕帮凉风加速
二楼
阿宅体能是真得要锻炼
乐嘉碎蛋梯
落地成盒
《绰绰有余》
假人120斤，别问我是怎么知道的
外行人能把这个项目完整做完已经成功了
我靠这也太猛了
卧槽
少林寺十八铜人！
强袭武器了属于事
哈哈哈
楼顶小电视的兄弟，你是真的细
比波硬
哈哈哈！！！！
那是个晴天……
这是用什么东西卡主窗框了吧
有点废啤酒瓶
？？？
对普通人来说，挺厉害的
我靠
人民的英雄！
来上理了
一小时，出息了
这么矮的吗哈哈哈
哈哈哈哈哈
假人，卒~
绰绰有余？给我手脚并用不限时间我都有点难上
传下去，凉风不举
乐嘉老师～
这个我会，两秒我就到地面了
哈哈哈哈
哪里细
凉风挺厉害的啊
新晋干员
哈哈
喂，110吗，这有个行走的50w
人家玻璃瓶，你塑料瓶
↑5t²粗略算一下你那边四楼20m啊(doge)
我沿着楼梯跑4楼都不可能20秒
张若昀？
不是我吹 我上的话 1s就下去了 现在还在轮椅上面呢
熟悉的剧情
凉风高见
单手提50斤米
.
啊啊啊啊啊！好了
排面
磨蛋
啊啊啊啊，这不上理吗，我在这上学的！！！
前面的狗头老高过分了哈，不在狼牙特战大队当大队长了是吧
和平年代缉毒警和消防员牺牲的是最多的
上海理工大学操场
还以为刚才那个是凉风，我说怎么这么快呢
这个是真危险，一不小心就是径直到底
2分41普通人很强了
这位是前辈
都不舍得给玻璃瓶你浪费了。哈哈哈
这核心有点厉害啊。50斤
说实话能上去已经够可以了
宁跑五千不跑四百消防版
热的
凉风：老子2分钟能跑400米已经不错了
乐嘉草
凉风这个动作 我们旅也是这样的
凉仔可以啊；换我16倍都到不了这
节目效果不错
不用脚是因为用不上还是因为他比较厉害啊
《热情》
狱警工作咋样
一小时
人在办公室，喝着奶茶，听你这一句，差点喷出来
开始笑了
国产剧情
提前猝不及防
完美开局
凉风的体力肉眼可见地消耗
已经很强了……
nb
为什么你400米穿的上海消防，前面变成天津消防了
我比较关心当鉴黄师怎么样
紧急集合
想象一下：扛起假人，一骑绝尘，然后.....“跑反了！回来”
凉风已经在座的各位的体能要好了
上去都有安全绳，下来没有
他们是训练后的标准，你不用这么对比，如果你是消防员，经过训练也可以的
定番抬走
被救人员头已经爆了
好家伙 进B站第一个视频就你
还一层呢？
400米最累人了
行走的50万
巧了
好帅
老凉能上去就已经是我想不到得了
。。。。。你给我电梯都没这么快（）
就你是卡卡西啊
？
还可以啊
你怎么像要进去偷东西的
乐嘉蛋碎哈哈哈
50万
？！！
50斤还是挺重的。。我天天抬深有体会
凉风，上
一小时
凉风健身有成果啊！
没关注瞩目
国产剧情
我的天哪
满身大汉
其实能上去就比很多人要强了，反正我是上不去的
我的天啊
总座高见
太强了
这个是最累的
致敬！！
太细了
糟糕的台词
10分钟
这钢瓶重的一批
会上不会下
典型哟上我也行
哈哈哈哈哈
哈哈哈哈
消防英雄
太棒啦！
哈哈哈哈哈哈哈哈
‘’
阿鲁巴！阿鲁巴！
？？？
排面
凉风无了
我以为是把头夹爆拿出来（doge）
这TM也太生猛了
消防小哥有点帅的啊
中国消防目前在直播
你衣服不对啊
我120斤的时候可以，现在160，算了我还是躺着吃零食了
??????
50斤太重了
纯靠手臂啊 太强了、
哈哈哈哈哈哈
这不画个全身黑，对得起这BGM？
很强了
能上已经很厉害了。
跟你抢饭碗怎么样？
乐嘉痛苦杆
哪钳子拔！力气大小要适中，不然头给你夹爆咯！
我还以为是把头夹出来doge
？魔法？
致敬
乐嘉的，你别走
2333
法式军礼
你不要走
倒回去看了一下楼顶，真的有点像小电视doge
强人所男
滑梯哈哈哈
？？？
没白交健身钱
哪里细？
后面人真的一个不带笑的
我上理
哈哈哈
哈哈哈
傳下去，涼仔很細
刚刚
nb
那年我17岁
《绰绰有余》
哈哈哈哈
厉害啊，我的话2米都上不去
帅哥！
登dua郎♂
我的天，纯力量！
我初中的时候可以做到，那时体重80斤
教官的屁都散开了还没吃上，没错，我上我也这样
传下去:凉风不举
五十万
传下去，凉风不举！！！
直接抬走火化
小心爆蛋
这bgm不得穿个夜行衣
左右为男
还提刀的事呢
我还以为把头剪断
哈哈哈哈哈哈哈
老爷，已经不用上了，火烧灭了
凉风不举
开头没了
铁窗泪？
凉风其实有东西的啊
比我强好多，我根本不行
所以这个楼还用楼梯嘛？
今天11.9
这玩意儿拖的越久越累。只能是一鼓作气。
哦，原来很细
1小时!
先来个8000
卧槽，就在我实验楼下
哈哈哈
超人
这种假人130斤我记得
居然能完成！很强咯
不冷吗穿短袖
签细！
这还是我认识的凉风吗，六
传下去，凉风很细
凉仔：万幸~没尿裤子！
摄影小哥无敌。哈哈
跟不上了。。。
这个还可以，我玩过岩降
不举就离谱
圆润
凉风好厉害
之前那个就行了
劝退
平静のBGM
我堂弟是消防员，真的很辛苦
哈哈哈
这尼玛 告辞
短袖？
日常被拉进去
注意了，20s是标准，是下限
汉族超人
？
绰绰有余
阿鲁巴
可以了可以了
666
好了？？
满身大汉
鬼鬼祟祟不抓起来？
这个50斤？？
我坐电梯应该能达标。。。。
左边消防小哥好帅
梅开三度
你又进部队了？
此时想起了警铃(bushi)
卧槽
暗箱操作
我感觉凉风已经很强了
安排！！！！！！！！！！
厉害啊
能上就很厉害了
消防员：凉风给的剧本真好玩
能上去就不错了
666666
戳 戳 有 于
最累的操法
还可以了，能跑完
不合格qwq
已经很强了哇
搜了不起的挑战消防特辑，乐嘉蛋疼名场面
这就是靠手臂力量拉上去的把，没用腿。我引体都做不了几个，这个更加不可能
安详
hhhc
细节：教官摔的时候自己身体先着地
你这是在装充气凉仔娃娃
似曾相识
行走的50万？
冰魄银针
似曾相识燕归来
那就大力出奇迹啊
50斤，我不知道我能不能拿得动
又细还不举
总座高见
哈哈哈
把头夹掉
叮当猫上线
传下去:凉风很细，光是举着就快不行了
哈哈哈哈哈哈哈哈
举不举？不举
能上去已经很强了
凉风不举了
20S下来我可以，上去不可能
风座英明！
第三次了吧
不是去找个消防员的动漫看看吗，比如有个不能播的泡面番
上肢力量太强了吧
又被抬走了
乐嘉爆蛋的地方
致敬
你看他的眼神里多开心啊
这！！？全靠臂力
想起之前提着燃烧的液化钢瓶跑的消防员
热乎
凉风无所谓 主要是仪器别摔了
想起了乐嘉，蛋没了
凉仔你超出我的预料啊
净靠手就能17秒，那手脚并用岂不是？
他居然上去了
回放了一下，即使摔倒也是护着假人
光是穿衣就很麻烦
传下去，凉风不举
离谱
国产剧情
国产剧情
这阴乐
小红!!!!!!
？？？？？？？
满身大汉
俩小时6.8W！！
蓝朋友：太TM重了，抬不动啊
核心力量还是优秀啊
这不我们学校吗
一不小心看成悲风。。。。。
给我俩小时我也行啊
真厉害 所以我还是用电梯
2楼
热乎
凉风：我们四个真强
已经开始笑了哈哈哈哈哈哈哈哈
hhhhhh
臂力强啊
戴着口罩你们都能认出来 我不信
很可以了
凉风不举
行走的三等功
余两层楼吗
把头夹爆就出来了
凉风家里背景可以啊，又是海军又是消防的
李在赣神魔
还是有点厉害了
摄影小哥：左边，轻轻松松嘛；右边，哈啊～哈啊～哈啊～~，你~哈啊~等等我
强 我都是30多秒
好臂力
哈哈哈哈哈哈
？？？？？？
我下来都没这么快
满脸写着高兴
也不错呀
这个是真的累
那是你逝去的青春
上海理工
原来这就在寝室对面
你这不是凉风是中风吧
这臂力
几天不见这么拉了？
《错觉，都是错觉》
哈哈哈哈
洞主说：快快快，快救老子
嫌疑人  凉某
哈哈哈哈
公开处刑
可以还知道蹬绳子
见到我儿子了，加油！
这不去磨树可惜了
消防员的我出警的时候摔了一跤，还是得咬牙上车。虽然摔得很惨
似曾相识
我去，上理工？
说也可以收入过万的，怕不是在乱讲，就拿我家这边，沈阳地区的消防工资来说是3500-7000左右，而且还要根据警龄，所处地区的平均工资，出警次数来算的。
可以了，能往上走
这不对劲呀。
错觉
很细节，消防员们夹酒瓶。凉风夹得矿泉水瓶。有心了。
哈哈哈哈哈哈哈哈
厉害啊凉风
这么多人围观啊
woc，还真是上理
教官纯手拉啊，没用脚
凉风：教练我挂树了
不合格就是不合格 没有其他
好家伙
安全绳硬拉上去的
卧槽！！！！！！
传下去：凉风不举也能举起来
50斤吗？
哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈
原谅我，我以为第一个上的是凉风，我还以为他行了，
太强了
故技重施
要被打了
似曾相识
《热        情》
8倍速度。。
又被抓走了？
.
把小哥的头夹扁点就能出来了
我还以为今天周三了
哈哈哈哈
下次带上我
能不能给消防员高点工资
原来那天在楼下拍视频那群人拍的就是你小子
中国消防，中国森林消防，上海消防——参演
哇
该对话来自于未关注人
50斤，你们知道50斤有多重吗……
Woc
液压破拆工具组，一般用于抢险救援
比我四条腿走楼梯还快
pooollll
那是钢瓶，钢制，而且为了防爆裂还他妈加厚了，贼沉，空罐就不清，再来个满罐，哭的心都有
害行别管多长时间还能上去就挺好的了
厉害啊
不愧是你
这个我还真玩过，因为右手用力的方向多少有点奇怪，所以还是有点累人的
不对劲
标准错误姿势，要放心大胆向后靠，左手不能过度用力
传下去：凉风不举
传下去：凉风又细又不举m
？？？？？？？？？？？？？？？？？
五十斤？？？
23333333
红红火火恍恍惚惚
我以为刚才那个是凉风
就可以用这个把头夹爆
上理人狂喜
给教官上了一课属于是
能上去很厉害了啊
何去昆呢？
屁股有点翘啊233
