老番茄生日快乐！
生日快乐
辛苦了！！
生日快乐老番茄啊
跟我同一天啊
老番茄你的小番茄就画得很好看呀233333
生日快乐
跟我一样 我哭了
我学习都是在学校认真学。在家从没碰过作业（疯狂暗示）。都是回校的时候补
生日快乐
茄茄加油！你超级好！！！
JOJO
生日快乐！！！
番茄真的很棒啊！
是我
番茄你要注意身体呀
好可爱啊
生日快呢
生日快乐
辛苦了
不会，那么帅
bgm' Who？'
加油啊茄
辛苦了！
辛苦了
我只能边听音乐边写数学
辛苦了
或许可以问问z哥
加油
快哭快哭
K702！
非常喜欢生活视频
吹爆番茄 生日快乐！
辛苦了
辛苦了！！！
k712诶
生日快乐
恭喜你生了个太阳出来
大镖客哭了
人间真实
所以你能同时处理四件事？？
婷哥牛逼!
跟番茄兄同一天生日
能耐得住寂寞的人是永远不会寂寞的
眼泪比眼睛大hhh
番茄你给我好好的！！！！
生日快乐
生日快乐鸭！
渐渐忘记标题
辛苦了(≧∇≦)/
真棒
生日快乐
不不不茄茄超厉害啊
你就装吧
我没才华老番茄
我也是
生日快乐
辛苦了
喜欢就好啊，加油ヾ(◍°∇°◍)ﾉﾞ
森林冰火人
您配！
番茄辛苦啦！！！
辛苦了！
电脑屏幕是可爱定助！！！
辛苦了！
番茄加油(ง •̀_•́)ง
真帅
番茄可以的！
生日快乐！
目测保研，老番茄冲鸭！
满分作文
的确很寂寞
爱你❤
和我一模一样
生日快乐
脸长的那个魔鬼2333
小番茄不要哭！
生日快乐！
辛苦了
生日快乐
是我本人了
生日快乐
生日快乐
加油！！！
研究僧
加油！
辛苦了
配啊！
真的要注意身体啊茄酱
我也这样学习的。。。
辛苦了
生日快乐
茄命重要啊
生日快乐
生日快乐
番茄手绘好可爱
生日快乐啊
妈妈这个人在发光!!
好好休息，身体最重要了
这个镜头太棒了8！
ohhh610
喜欢童话镇
生日快乐
生日快乐
生日快乐
看见小索了
普通复旦生老番茄
和我一样……
生日快乐
生日快乐！
真实
切切好好休息！身体最重要啊！
你很棒的！
生日快乐
生日快乐
你很优秀的
画的好好看，也好可爱
生日快乐
生日快乐
生日快乐
第一个打完早饭跑回班上，最晚一个回到寝室，
生日快乐
同感，每次都想哭
好可爱啊
生日快乐
辛苦了！
辛苦了！！！你真的配！
辛苦了
微博一遍 b站再来 生日快乐 
辛苦了
辛苦了!
番茄你不会被遗忘的！！！！
生日快乐哦
生日快乐♡
BGM：who？
喜欢切切
生日快乐
生日快乐
顺其自然！
生日快乐！！
母母拍的吗
2万个人陪我看
生日快乐，老番茄
我也今天生日!!天啦，我跟茄茄这么有缘分嘛!
辛苦了
生日快乐
辛苦了
生日快；了
bug：who？
辛苦了
生日快乐
辛苦了
辛苦了
生日快乐(番茄红)
我太难了
生日快乐！！！
生日快乐
我的MA呀，太真实了，像极了半夜去琴房练琴回来的我
老番茄生日快乐
你听听，这说的是人话吗
大猩猩大猩猩
番茄要自信一点啊
一个小时前
生日快乐！
番茄辛苦了
两个屏幕！！
生日快乐
生理为什么占全部的一半，一天有12小时处理生理问题吗（手动滑稽）
俺也一样
老番茄快100万粉了
阴阳怪气男团给我冲！！！
啊啊啊照顾好自己啊
life just hurt
生日快乐鸭 卑微小茄
比如说创作出了茄酱
最后一句真的泪了
生日快乐
辛苦了
哇。。好帅
裆下
找女朋友
老子也是22，下学期才大四嘤嘤嘤
辛苦辛苦
茄酱呢
你配啊！
辛苦了
老番茄的视频总会有一些平凡的感动，让我看到平时不经意间的自己，加油，老番茄
婷哥牛壁！
素质三连
辛苦了
辛苦了
我好像去过这个地方！!！
哇你老了！恭喜恭喜！
生日快乐
突然鼻酸
辛苦了
对对对！..
生日快乐
生日快乐
我永远喜欢茄茄！
生日快乐
阴阳怪气男团给我冲！！
生日快乐xxxxxxxxxxxxxxxxxxxxxxd
生日快乐
W哇
番茄加油！也要注意身体啊！
看到学习要学会忍受寂寞真的快哭了
...
辛苦啦
承包老番茄
跟我一样。。
配
生日快乐
生日快乐
老番茄好强
生日快乐  番茄
加把劲番茄
我靠我也是
生日快乐
生日快乐！！
生日快乐！！
半吊子=专业第一
真实!
辛苦了！
生日快乐啊！老番茄
诶这个人在发光
生日快乐
好的
慢慢的变成一个冻柿子
夸
为轻松过关打call
番茄酱永远爱你❤
生日快乐！
辛苦了
生日快乐
生日快乐
这就是你绩点那么高的借口吗？
辛苦了
辛苦了！
我也不行
定助
生日快乐
生日快乐！
辛苦了，老番茄要注意身体啊！！！！
生日快乐
怪异君 像细菌
生日快乐！
生日快乐
生日快乐
生日快乐
生日快乐
生日快乐啊茄茄！！！
辛苦了！
我也羡慕我的室友，一到期末都是边看剧边复习的，还考的贼好
辛苦了！，！
我也是
前方高帅
老番茄给我冲！！！！
辛苦了
我也是
罗技打钱（狗头保命）
很可爱的亚子
配！！
原来番茄是学金融的吗。
怪异君 像细菌
辛苦了！
偷偷承包
走出自闭！加油！！
生日快乐!
翔翔
中国解密之父！
生日快乐
番茄好可爱
生日快乐！
你要学会忍受寂寞
番茄你已经很优秀了
辛苦了！
生日快乐啊
48分钟前！生日快乐鸭！！！
我也喜欢低头，那样比较舒服
辛苦了
生日快乐！！
辛苦了
抬头只是为了看旁边可能经过的妹子 简直不要太羞耻
这个很正常嘛
哭了，我也是，深有感触
生日快乐呀小茄！
茄哥生日快乐，我们永远在背后挺你
我也是记不住
希望你的愿望全部实现，爱您
我全都要！！！
生日快乐！
生日快乐
生日快乐
快乐小番茄hhhh
第三类处女座？曾小贤？
好棒
生日快乐
辛苦啦
生日快乐
生日快乐
...
辛苦了
性感老番茄 在线卑微
论有对象的人谈起寂寞
。
老番茄辛苦惹
挺直腰板老番茄！
这个BGM超喜欢!
汝听，人言否？
生日快乐
我裂开来
我也一样
生日快乐
求偶遇，求合照求偶遇啊啊啊
生日快乐
您听听，这是人说的话吗？
生日快乐！！！
茄酱不要压力太大，我们一直支持你～
三 巨 头
努力型天才老番茄
番茄好好看啊！
上财NB
番茄加油！！！
承包空屏~
你辣么大声干什么啊？
太强了啊番茄
生日快乐
叙利亚暑假工
好厉害啊啊啊啊
辛苦了
幸苦了
这绝对不可能
悄悄表白散老师
前面的 这是Shioh Dynasty好吗
生日快乐
！！！乐快日生
这是老番茄努力的结果
  辛苦了
哈哈哈哈
生日快乐
生日快乐生日快乐
茄茄破壳22周年！
我也是！
生日快乐
资质平平老番茄
加油加油
生日快乐5555555
中级财务会计？同款课程
要想人前显贵，您必得人后受罪
生日快乐！
你不陪谁配？你配！
辛苦了！
好可爱
配
所以老番茄真的很正能量啊
nb
小番茄加油呀呀呀呀
生日快乐，老番茄。
保研
生日快乐鸭
哈哈哈哈哈
生日快乐！
辛苦了辛苦了辛苦了
我会
BGM Imagine
复旦保研了
你会觉得，自己很帅，你见过凌晨四点的复旦吗？
QAQ
生日快乐
生日快乐
新的一岁，请多指教
优秀的人会一直优秀
声音是第三个老番茄，（滑稽保命
番茄画画好好看
简笔画可爱
我们可以等你
承包
感谢为我们带来欢乐，生日快乐番茄君~
宁配
加油
老番茄是摩羯的吗？
啊？年级第一？？？
生日快乐
生日快乐
你才是优秀
毕业还可以读复旦研究生
辛苦了！
心疼，摸摸
知道很不容易的
好好照顾自己啦，我们没有关系的
你可以找几个志同道合的人一起努力鸭！
辛苦了
辛苦了
老番茄很棒了，很多粉丝在向你看齐啊
生日快乐！
加油啊啊
辛苦了！
辛苦了
BGM:imagine
哈哈哈哈太真实了
生日快乐
没有！你好帅！
？
生日快乐
四蛋！
辛苦了
画风好可爱啊
加油！！我一直喜欢你！！
自闭小茄
辛苦了
配
番茄要好好休息！
你配 你很棒
生日快乐
天籁之音！！！
真实
生日快乐
老番茄辛苦啦!!!
你真的很棒a
生日快乐！
辛苦啦
辛苦了
幸苦了
你不是有女朋友
生日快乐
辛苦了
生日快乐茄茄
加油啊！
辛苦了
番茄先好好休息一下叭，身體是自己的a
生日快乐
拍学习视频可能会掉粉[手动滑稽]
生日快乐老番茄
我也是
辛苦了
辛苦了
辛苦辛苦辛苦
生日快乐
幸苦了
这已经很不容易了
辛苦了！
番茄做的解说视频风格特别棒！！！
保内了啊
全都要！
？？？？
屋咖啡屋咖啡屋咖啡屋
配啊！
辛苦了
单线程人类
辛苦了
生日快乐
生日快乐
生日快乐
马哥！
生日快乐
你配！
马拉丁打
更喜欢你啦
阴阳怪气男团啊啊啊啊
你配啊！你给了我们很多欢乐
生日快乐
生日快乐
生日快乐
辛苦了
好厉害
要爱惜身体啊
你超棒的
画的好好
辛苦了
阴阳怪气男团哈哈哈哈
番茄注意身体没事我们等你鸭
生日快乐
辛苦了！！！
生日快乐
生日快乐
辛苦了
这个场景好棒！！！
幸苦了！谢谢你鸭！
满分作文要来了
辛苦了
生日快乐！
生日快乐
马鸽哈哈哈哈哈哈
你也变摆拍乖啦？doge
我98的，莫非老番茄97的
啊啊啊泪目了
辛苦了！你真的很好你很棒你很优秀相信我！你绝对配得上所有的夸奖和美好！
咖啡苦
辛苦了。
卑微小茄
辛苦了
我们会一直记得你的！
BGM who？
生日快乐
这个屏幕由我来承包
汝听，人言否？
注意身体啊啊
你配！！！！
生日快乐
白金↑
比我好多了
生日快乐
生日快乐！
泪目
cdnb
小茄生日快乐鸭！！
你们听听这是人话嘛？
茄哥，不要了啦！
我是毕业视频入坑的！
生日快乐
呸
生日快乐
生日快乐
辛苦了(≧∇≦)/
想起中国boy也曾经用画的形式介绍自己
BGM好评
辛苦了，
人言否
生日快乐呀
辛苦啦
生日快乐
生日快乐鸭
你是我男神啊
不聪明考复旦？四川今年复旦701分才能走
生日快乐·！
生日快乐！！！
？？？
生日快乐！！！
生日快乐！！！
你配的上啊！茄茄
我杀手入的坑
上课上课时间记得记得
辛苦了
你和并肩的其他复旦同学一样优秀
生日快乐！我喜欢你
辛苦了
信你个鬼
n b
真的很棒呀你
弹幕目测两秒7条，，
生日快乐
生日快乐
我会
我想要…像你一样！
生日快乐
生日快乐
生日快乐
生日快乐
生日快乐，全世界最好的圣女果
释放自己的精力
药水哥
生日快乐
求bgm
要注意自己的健康 辛苦了
您配！
4蛋
生日快乐老番茄
生日快乐！
你听听这说的是人话吗
生日快乐
绝不会忘记你的茄酱
画画好好看啊
辛苦了
扔掉手机
生日快乐，加油！！！
第一个不是老菊？？
辛苦啦
生日快乐
怎么拖更就去问怪异君啊hhhh
生日快乐
我也是，真的泪目，心疼你，我知道这种感觉有多痛苦
你超好啊啊啊啊
泪目
生日快乐
番茄很棒！
阴阳怪气男团冲鸭
辛苦啦！！！
辛苦了
生日快乐
辛苦了
生日快乐！
配
生日快乐
辛苦了!!!
一定可以的
生日快乐！
很棒
生日快乐！
生日快乐
前边两对情侣，单身狗感觉很不友好
日茄快乐
生日快落
生日快乐！！！
生日快乐
番茄你寂寞的话，我就带走了
生日快乐
你放屁!你明明很帅!你tm究极无敌配!
配
右下水印瞩目↘️
生日快乐
辛苦了
生日快乐呀
生日快乐
简笔画很可爱
生日快乐
生日快乐
阴阳怪气男团哈哈哈哈
生日快乐
辛苦了
？偶尔鸽一下也可以的
生日快乐
生日快乐
生日快乐！
泪目
你超级配的好吗！
没有
BGM: Who?
生日快乐
这个视频为什么投币的比推荐的还要多？
你配
复旦中保研耶？？
生日快乐!!!!
！！！！乐快日生茄番老
太配了！
你简直可爱的
番茄生日快乐！！！
生日快乐
你们！！！这首让我泪崩的歌
好啊
所以老番茄肯定付出了很多努力吧
真的配啊，番茄一直走谦虚风嘛
好多人再看
逐渐忘记标题
生日快乐！
拖更没问题，我们都在
加油加油加油加油！
辛苦了
妈蛋，你居然比我小
老番茄不会凉！
生日快乐啊
生日快乐
会更好
煮番茄越来越好！！！！
生日快乐鸭
加油
生日快乐
顺其自然吧，我们支持你
对！
无论做何选择，加油
一小时前
加油！！
生日快乐
生日快乐
喜欢BGM
辛苦了
辛苦了
生日快乐
辛苦了!
低头走路能捡钱
生日快乐！
生日快乐！
学霸都付出了很多努力
您真的很棒啊
不会哒，别怕
辛苦了
四蛋
生日快乐
生日快乐！！
这个好可爱哈哈
生申日快乐
一样啊啊啊啊啊啊
全系第一的半吊子
婷哥！
生日快乐！！！
生日快乐！
生日快乐，番茄
生日快乐老番茄
谢谢，番茄指导。
嘿嘿嘿
说的是人话吗
节能主义
+1哈哈哈哈哈哈哈哈哈哈
人言否？
生日快乐！
辛苦了
爱你
茄哥NB！加油啊我们爱你！
加油(ง •̀_•́)ง
生日快乐(番茄红)
超喜欢这个
生日快乐！
咋没弹幕了？再炸一遍生日快乐！
生日快乐
汝听，人言否
生日快乐
加油！你超棒的！
哈哈哈哈阴阳怪气男团
所以你上复旦
婷哥牛逼
生日快乐
辛苦了
我们不急！！注意身体！！
辛苦了
泪目
66666
生日快乐
爱你爱你爱你爱你爱你爱你爱你
生日快乐
生日快乐
快60万粉丝可
可爱
我可以！
注意休息 老番茄辛苦了！
好可爱啊
生日快乐！
生日快乐啊！
老番茄NB
生日快乐
不会的，会一直记住老番茄的！
你很优秀
一起努力鸭！
所以你就保研了
我也
真的 每次一个人自习着自习着就觉得好寂寞
这是人说的话吗？？？
生日快乐
婷哥nb！
生日快乐！
但是没有办法 你要学会忍受寂寞
熬夜会掉头发！
婷哥牛逼
生日快乐
狼叔
生日快乐
生日快乐
千万千万不要熬太多夜了，这是过来人的一个小小的提醒
你可以的！！
真的辛苦了！
辛苦了！！泪目
番茄辛苦了！
我也是的
白夜追凶
我也是啊啊啊
生日快乐！！！
辛苦了
生日快乐
生日快乐！
汝闻，人言乎？
生日快乐！老番茄加油！
这不是谦虚过头，要求高的人就是会有这样的自卑
生日快乐
真实
辛苦了
辛苦了
Bgm:why网易云应该有
配
我后天生日
生日快乐！！！
老番茄生日快乐
配的
这才22岁啊！太厉害了！
太可爱了
生日快乐茄茄！！！
我很享受自己上自习
汝听，人言乎？
小茄不会的
卧槽
生日快乐阿茄！！
快乐小番茄生日快乐
22可以和母哥结婚了
冷冻小番茄
？？？
留在b站！
慢慢做没关系！！！！
生日快乐
生日快乐
辛苦了
卑微小茄
生日快乐
生日快乐鸭
生日快乐
生日快乐
辛苦了茄茄
辛苦了
生日快乐！
是我本人了
白金之星瞩目
哥哥太厉害辣！
哼
bgm我听过诶
生日快乐
年级第一。。。
好努力
辛苦啦
生日快乐！！
生日快乐
加油加油加油
辛苦了
加油
生日快乐
辛苦了
加油
我们不能陪在你身边，但要好好爱自己呀
番茄要注意身体啊
生日快乐
辛苦了！
和很多优秀的鸽子一起在台上领奖
这个狼怎么这么像刺猬
不要卑微！你超棒！！
生日快乐
生日快乐
生日快乐
生日快乐
番茄谢谢你
北子哥，某幻，中国boy
辛苦了
生日快乐！
真实
生日快乐
你可以！
生日快乐
生日快乐
辛苦了！
生日快乐！
生日快乐
frozen?
←前面的，番茄早就有女朋友了
你可以结婚了
我也是。
辛苦了
加油
嘿嘿嘿
同会计？？？好荣幸
辛苦了
生日快乐
加油
？
生日快乐
花马茄猴怪
我低头走路是怕扑街
辛苦了
2小时前+1
生日快乐
为啥大晚上的要戴帽子？对不起我的重点有点奇怪
你配!
生日快乐！
只要你是老番茄你就配
加油加油加油
承包空屏！
番茄最牛逼*
辛苦了
你不保研了吗
pure imagination
生日快乐！！！
辛苦了辛苦了辛苦了
开局一句    生日快乐
生日快乐～
辛苦了！
生日快乐
然后玩手机
生日快乐
我的MA呀
生日快乐！
看到这里我开始想我到底算个啥
相信自己！！
你明明很优秀
看了好久突然反应过来老番茄只比我大两岁
生日快乐
泪目
生日快乐
茄酱呢?
在看的刷21
你在我眼里也是非常非常优秀的人！
然后顺利保研
生日快乐！
番茄辛苦了鸭！
生日快乐
阿森纳！
我也是啊啊啊！
生日快乐！
幸苦了
哇，老番茄居然来云南了
不！那是一只冻冻小番茄！！！
生日快乐！
我们会陪着你
你超级值得！！！
生日快乐
生日快乐
你想多了
你是全世界最配拥有夸奖的男生
生日快乐～
配
XXXTANTACION!
这个时候我是最开心的，我又坚持了一天
画工贼棒
辛苦了
22岁的老番茄！
番茄真的好棒
生日快乐
平庸你妹啊复旦保研生
因为22岁是法定成人结婚年龄
生日快乐
生日快乐，吃个西红柿庆祝一下
辛苦了
生日快乐
番茄生日快乐！
wok四蛋！
米4达？
无语这什么老师
拿过全年级第一 真好
辛苦了
生日快乐
生日快乐
辛苦了
你超棒的
我也是
生日快乐哈！
生日快乐
前面的是魔鬼么
你配！你真的很优秀
婷哥nb
你这人很好啊你知道不
少北，某幻，茄，猩猩，怪异
辛苦了
辛苦啦
生日快乐
交女朋友啊 滑稽
辛苦了！
灵魂画手老番茄
你不是有女朋友吗
生日快乐
辛苦了
辛苦了！
我觉得你是在找吱吱响玩具
生日快乐
我也喜欢低头 怕被人注意哈哈哈
生日快乐
加油
你已经很好了，相信自己可以做得到，番茄！冲鸭！！
你超级好的！
加油  生日快乐
我要大表哥！！！
生日快乐
弹幕不能停
弹幕不能停
我最享受这个时候了，一个人回宿舍，自己给自己讲话
哇  我也是今天都生日 哈啊哈哈  20了
我也是，边听音乐边学习就总会注意力放到歌词上
加油老番茄支持你的选择！！
俺也一样，中财真实
生日快乐
真实
生日快乐
番茄下课了
弹幕不能停
我就是这样
我也喜欢！！！
老番茄辛苦了！
多老之前的素材了2333
生日快乐
原版bgm：pure imagination 
老茄生日快乐
生日快乐鸭鸭
辛苦了
生日快乐
四蛋！！！
生日快乐
生日快乐
辛苦了！
生日快乐
不会的我会一直陪着你的
生日快乐
Happy birthday！
所以bgm是什么？
你配！
生日快乐
辛苦
你很棒
辛苦了
生快啊在今后的日子里千万不要成为一只鸽子啊
慢慢来不急
你去看声之形吧
茄哥加油啊
注意休息
你有女朋友这就够了
生日快乐
2.2万评论!
最棒啦啦啦啦啦！！茄酱
生日快乐
当下宕下擋下氹下砀下珰下當下档下裆下筜下譡下
放屁！长那么好看不多看几眼就亏了
生日快乐
辛苦了
我也是啊
有创造里的up主
我也是
辛苦了
不会不会
前面情侣，跺倒
生日快乐！
您配！
生日快乐！
为什么老番茄画画可以那么好
退币。
你画画很可爱呀
北子哥是花吗哈哈哈哈哈
平庸（指全校第一）
生日快乐
生日快乐
生日快乐
老番茄生日快乐
生日快乐！
生日快乐！！！！
生日快乐
生日快乐
生日快乐
生日快乐番茄
过于真实
生日快乐番茄酱
辛苦了
辛苦了(≧∇≦)/
生日快乐！
配
加油呀
生日快乐
生日快乐
辛苦了
闻香识闻香识哈哈哈哈哈
生日快乐！
哈哈哈好可爱
生日快乐
我缓缓打出一个？
+1边听音乐我也学不进去
爱你！
徐伦还行，假粉
辛苦啦
生日快乐
番茄你太可爱了！我们爱你你你你～生日快乐～你会越来越棒的！！（番茄红）
生日快乐
生日快乐
谢了
生日快乐⸂⸂⸜(രᴗര๑)⸝⸃⸃
生日快乐
生日快乐
耐得住寂♂寞
生日快乐
生日快乐
徐伦个鬼啊，这是8乔，bo良ki影
耐得住寂寞
生日快乐
因为你鸽视频
？
我 爱 你！
辛苦了！！！
大哥！
bgm同款哈哈哈
耶！
肝多了
老番茄生日快乐！
生日快乐
生快
俺也一样
太真实了
生快
快看哭了
平庸复旦老番茄
233
我好自卑
生日快乐
3连了老番茄生日快乐
辛苦啦
生日快乐！
生日快乐啦
是我啊
生日快乐！
生日快乐
生日快乐
加油吖
好可爱
生日快乐
有人吗
22岁可以结婚了吧
不可能！！
生日快乐带上你的茄酱去庆祝吧
生日快乐
云南！好评
生日快乐
你当然配呀，你很棒！
一个长眼睛的石头顶着一个圆柱和一张纸纸上有毛
加油
这个恶狼好可爱！
生日快乐
生日快乐番茄
很真实
辛苦了
超级喜欢你
生日快乐
生日快乐！
生日快乐
茄哥不要啊！
加油！
啊啊啊，爱你
生日快乐
生日快乐！bgm炸出我
生日快乐生日快乐
生日快乐
生日快乐
生日快乐
生日快乐
生日快乐
bmg：who？
3   加油
要相信自己！小番茄！
生日快乐
我也是！！！
☜刘慈欣
花少北 某幻 中国boy 怪异君
我也是
啊啊啊我哭了好好休息啊！
生日快乐
加油啊番茄！！！
复旦对我们普通人就不高山仰止了？
+1
生日快乐啊
辛辛苦苦，加油
那全年级第一
我也一样啊，有的时候会想死了算了
辛苦了茄哥
大老师
好好休息
生！日！快！乐！老番茄
幸苦了！！
生日快乐呀！！！
发现NB的up主很多都是学霸5555
请收下我的膝盖
辛苦啦番茄！
shiloh吹爆！
题库什么的我刷一遍就得疯
生日快乐啊！！
生日快乐
那我们是什么555
是我了
真实
辛苦了
卑微的小番茄加油！
辛苦了
希望你可以在镜头前说话
你都已经结成番茄（果实）了
没弹幕？
生日快乐
生日快乐鸭
辛苦了
辛苦了
还想看大光头
生日快乐！
我也是。。
生日快乐呀
辛苦了
生日快乐
弹幕加的好快
生日快乐啊！
彼之敝帚，吾之珍馐
生日快乐
戴安娜
配
我也！
弹幕绝对不能断
这是怎么拍的？
生日快乐
恭喜老番茄粉丝第一！
你帅啊
八说了，我们爱你
生日快乐！
我们就是你最大的成就
对的
卑微到尘埃里过后能够开出花来
可可爱爱这个画
我以为把上厕所的时间
生日快乐
要好好休息，照顧好自己的身體啊
切切加油！！！
生日快乐
生日快乐
很棒呀
为什么要贬低自己
空屏我承包。
辛苦了，要好好休息啊，身体才是最重要的！
生日快乐
生日快乐！
生日快乐！
大光头还没更完诶
生日快乐！！
你配！！！
生日快乐
生日快乐
生日快乐
辛苦辣
生日快乐生日快乐生日快乐生日快乐生日快乐生日快乐生日快乐生日快乐生日快乐生日快乐生日快乐生日快乐生日快乐生日快乐生日快乐生日快乐
大学真的要忍得住寂寞
辛苦了
生日快乐
辛苦了！
不会不会我们一直在的！！
老番茄生日快乐！
生日快乐
没有人
生日快乐
帅！
番茄生日快乐！！！！
生日快乐
辛苦了
生日快乐
辛苦了
jojo
空屏辣
死神来丢人了（泪目）
站得高，所以能看到更多优秀的人
辛苦了
我18  已经没胆了
生日快乐
  我关弹幕了？
空屏承包
他已经保研了。。
画风好可爱
生日快乐 加油吖 辛苦了
辛苦了
十个泪目九个笑，还有一个在狂笑
加油 我们挺你
辛苦了
我全都要
生日快乐
生日快乐
老番茄生日快乐呀！
生日快乐！
生日快乐！
学习第一
生日快乐
那我就不配学习了 卑微
自制平庸老番茄
生日快乐
生日快乐啊
生日快乐
“哈哈哈哈
加油鸭鸭鸭鸭鸭鸭鸭鸭
我是记得快忘得也快。。
辛苦了
还混了个b站一哥
生日快乐！
生日快乐
Happy birthday! 
老番茄为什么有头发
BGM:Who?
弹幕呢??
我们永远支持你
深有体会
不能动学习，真实，
辛苦了
生日快乐生日快乐
辛苦了！
你配啊！！！
生日快乐
平凡也是很珍贵的东西！
我是记东西快忘东西也快
茄哥我爱你！！！
生日快乐鸭
底部悄悄承包过生日的老番茄
。。。番茄长得已经很好看了，是我心动类型
泪目
生日快乐
好帅！番茄最帅！
番茄好帅啊！
一样的
辛苦了
辛苦了
我去过老番茄 的宿舍
东方定助的壁纸诶
生日快乐！
强呀
我低头是因为近视，加上这样可以捡钱
把孤独当做晚餐却难以下咽
加油！
生日快乐
生日快乐
生日快乐
生日快乐
BGM:Good morning good evening—Sam ock
四小时前哈哈哈哈
生日快乐！！
我全都要
爱您！！！？
BGM把我炸出来了
开始了
我居然跟老番茄一天生日
求口红色号
大夏天你为啥穿毛裤
火哥哥
可以做表情包哈哈哈
记笔记
XXXtentacion
鸭少
生日快乐呀 老番茄
生日快乐
番茄生快
生日快乐啊啊啊
生日快乐
突然听到这想哭
我终于解除封印辣2333
四个小时前
不会的
生日快乐！
永远记得
加油加油
生日快乐
生日快乐
辛苦了，再也不催更了X﹏X
哈哈哈哈哈哈哈这个腿我爱了
我也想去复旦
太真实了，揉揉
生日快乐
哇，和我一样！记忆力不好，注意力分散
生日快乐
生日快乐呀！！
不会的！！！
生日快乐，
太真实了吧？！
辛苦啦！超爱！
辛苦了
以后每个视频必须素质三联！！心疼番茄
一起成为更好的人啊
辛苦了
生日快乐
生日快乐！
我也还小，才14岁脂肪肝
BGM只有在网易云音乐平台有
BGM只有在网易云音乐平台有
生日快乐！！！www画的好可爱！！！
番茄辛苦了
没人吗
承包空屏！！！
不会的，很希望见到茄哥！
生日快乐
生日快乐
辛苦了
生日快乐
生日快乐
辛苦了
生日快乐
没人
辛苦了
生日快乐
生日快乐
辛苦了
加油啊茄仔！！
生日快乐
生日快乐
