diyiq
这个枪。。。男枪绿
瓦坎达！！！
锤石是想放出塞娜把卢锡安吸了
为什么我的锤石不能灯笼打人
AD现状
父子决裂
毁灭打击
这里卢锡安的枪不是断了，是散架了，可以修好的。
锤石和卢锡安的老婆在一块，还全身变成绿色，卢锡安还没明白怎么回事
主天使？
哇，给队友免控的技能。
眼睛还是绿色的
安娜
666
锤石开大
黑影
牛逼辅助
跪下
FFF团已将锤石踢出直播间[doge]
南
夭寿啦！锤石单杀奥巴马!
攻速流锤石
来看ad新妈了
永别了，昊龙
来了来了
呵，爱情
毛妹？？？？？？？
辅助？？
来~我给你看我的大宝贝
？？？？？？？
这个是借队友弹射？
啊啊啊想哭。这么久终于找回来了
?
哦吼
反射伤害？？
变色了？
书接上文
又多一对狗男女！
注意这里，瞄准的是灯笼
游侠大招
我酸了
泪目泪目，这次是真心的
大人，时代变了
向一直线方向发射保护队友的盾并向该直线上的敌方造成黑雾伤害？
黎明杀机？
和去年的宣传片的结尾接上了诶
老婆？
有点感人怎么回事
恭喜
ad现状
wdnmd 我灯笼动了 我不玩了
能不能别老取名xx之x啊
哭都给我哭
这钩子躲的真极限
第一个黑人女英雄？
五年了，终于回来了
上勾拳！
霞阵！
拳头是被游戏耽误的动漫公司
可以玩卢西安老婆了
AD现状
谁说锤石是辅助，锤石出ADAP装能把对面头锤烂
抢老婆大作战
又是尼哥？
辅助单杀ad
来了来了
泪目
我上当了！
我上当了！
我上当了！
恭喜你
怎么是个嗨人
我上当了！
以后锤石没灯笼了
真•透体圣光
骗进来再杀
aaaaw
aaaaa
ADCvs辅助
A都能A歪来
John Cena
双枪没了
我哭了
这卢锡安e这么远？？
我从暗影之中，降临。
溜了溜了
永别啦，牢笼
把狗骗进来杀？
????
再来一遍
你们老婆来了
这枪没洞怎么射子弹啊？？不懂就问
毛妹！
锤石大长腿？
把卢锡安的另一只枪变大了
圣炮游侠
他媳妇来了？
锤石帅死了
奥巴马老婆
老婆，你以前不会这招的
上当了
又你吗杀狗
狗粮
对不起，我已经是锤石的形状了
？？
抱住防吸？
锤石形状的是魔鬼吗
锤石也太帅了吧
透体圣光
永别了，灯笼！
我不做AD啦！锤石！
好感人
大招不会是阿贡吧
我哭了
单身狗都被关回去了
奥巴妈
wdnmd 老子的灵魂
帅
尼个尼个
再来亿遍
黑化了
你老婆怎么变色了
现在杀狗都流行先骗进来？
枪掉了一把了
我们该怎样进行，这令人愉悦的折磨呢！
I miss you
锤石不喜欢快刀斩乱麻，他喜欢折磨人至死
牛逼！！！
这。。。都是ad怎么同时上场
第二对下路夫妻
免疫控制？
会不会玩，ad被辅助爆锤
尼哥
猝不及防？
目 力 尼 哥
这比你老公的大的多
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
所以说这锤石装什么逼呢？
泪目
闪现拥抱
怎么那么像安娜？
wdnmd是友军!
爱了爱了—拳头
画质真的牛批
大家好！我是奥巴马的老婆米歇尔
剩枪游侠别跑
我是奥巴马的老婆米歇尔
尼姐
掏出来比卢锡安的都大
开炮！！！！！
在？上勾拳!你倒是跑啊
上勾拳！
黑影的你别走，哈哈哈
待会儿注意看他媳妇的眼睛，跟锤石颜色一样！！！！！！！
心疼奥巴马
我酸了
卧槽 是护盾
续集？6
炮形态花圈人
笨比卢锡安，还搁着贴脸呢？
我哭了
剩枪游侠
奥巴马的老婆米歇尔～
隔山打牛？
米歇尔实锤hhhhhhhh
德罗赞的那个我要笑死了
老子几百年的魂让你这b捅没了
目力奥巴马
永别了，牢笼
尼哥心动了
当今ADC现状
好漂亮啊我去
泪目
好臭啊
抓我骷髅是不
你放出来了你的新爹
你被强化了
我哭了
刚确认了，这还真是2018宣传片的后续，宣传片最后结尾就是这一幕。
厉害了，夫妻团聚
赛娜是辅助射手
拳头年前就想好要这样接这个片子开头了
当赛娜在场时，她获得卢锡安一把枪，卢锡安攻速减少50%
赛娜:对不起，我已经变成了锤石的形状
奥巴马：我也有老婆了
哈哈哈哈
这里并不是塞纳在攻击奥巴马而是神圣武器 不会对奥巴马造成伤害，她是在救奥巴马
来了来了她来了
这里是 接S8宣传CG结尾部分的
我哭了你们人呢
尼玛劳资灯笼忘了拿
这个卢锡安怎么老是乱用e
以后锤石被动没了
这个是辅助 下路双口粮
and he name is john ceeeeeeeeeeeeeeeeeeeeeena
撒狗粮
你老婆
兽人永不为奴
你吼辣么大声干什么嘛！
兽人永不为奴
冈德尼露，Fire！
做好塞纳
约翰塞纳来了
霜之哀伤吐了
霜之哀伤拉肚子了
圣光只能伤害邪恶的力量 这是以前有提过的好像
真实
反伤盾啊这是
圣枪洗头
好一个英雄联盟
锤石：被迫开R
啊♂啊♂啊♂啊
法拉？
马可波罗你妈
其实单就锤石来说有点冤，我在家里好好的，你们小两口来刷副本，还不准我打了哦
为什么他的钩子没cd？cd流锤石？
我尼玛这炮
塞纳？
英雄联盟
赵喜娜！！！！！！！！
锤石灯笼没了  是不是要重做了
奥巴马想右手解放了
突脸送人头
这么大？
有实体？
尼哥救妻
隔山打牛？
类目
这里像命运2片场
哭了
又要虐狗了
怎么可能修改锤石，锤石是英雄联盟中设计得最成功的一个英雄，设计师说得不是我说的hhh
锤石别浪啊
查莉娅：阿贡！
冷酷追妻
透体圣光
把痰吐了再喊呐
峡谷又多一对虐狗的
爱情
我们了，你酸呢？
放出这么多灵魂出来就一个？
恶臭不堪
被辅助打成这样你不是len呐
买爆
尼姐
诶啥，我奥斑马原以为赛娜当辅助
暗影之佣？
放出这么多灵魂出来就一个？
尼哥
锤石:溜了溜了，没灵魂了打不过
我酸死了
接上啦，接上啦！嘿嘿
以后我们都可以玩他老婆了
完美衔接
老婆回来了吗
万万没想到留了惩戒k头
能不能q中，脸都被打烂了
泪目
想玩
来了
尼哥难顶了
这么说别的片段有衔接吗
妖兽啦，辅助单杀adc了
米歇尔?
芽儿！！！
永别了！昊龙！
抱上去一瞬间我哭了不知道为什么。。。。
泪目
这玩意技能到底是啥啊
下路走一起会有双枪buff吗
我哭了
这里锤石灯笼修复了
锤石必死
合体技:奥巴骡子
必须买，哪怕是300块也要买。
赛娜有新武器了，不怕成单枪游侠了
恭喜
为什么不简灯笼?
不过如此
ad现状
卢锡安本来就是黑人。他有一个黑人老婆不是很正常么？
问题来了，为啥最近出的英雄都是黑人？
赵喜娜~~
锤石:wdnmd劳资护甲和法强啊
冈格尼鲁，fire！
酷
是不是玩不起？
恶臭
又多一对狗男女
辅助
真的看哭了
我哭了
这才是真正的锤石
神机捕食？？
眼睛   真视？
q都会q歪来
上亿灵魂被吸进灯笼的小兵就没人爱啦？
估计塞纳配锤石也是个很好的下路组合
卢锡安你老婆的比你还大
暗影岛的生物能无限复活
农娜：土嗨之拥
完美衔接
这就是我的逃跑路线
夭寿啦，我方ADC打我方辅助啦
锤石你放啥技能，一下平A解决的事
赛娜带了一把枪回来，卢锡安还是会有两把枪，而锤石却少了一个灵魂的被动
！？？
总统夫人
干，辅助还是ad啊？
AD现状，被辅助吊打
如此可见，现在adc都打不过辅助了，证明锤石不是辅助，而是很强的战士
奥巴马妻子
呸
是不是可以把钩子类技能弹开？？
上勾拳！
锤石，我不要面子啊！
来了
新辅助！
奥～～利给！！！
好Q! 注意这里先E再Q命中几率高些
奥～～利给！！
捡灯笼
奥巴马变单枪了
锤石没灯了，卢锡安少把枪
史诗级削弱
该买谁知道了吧
注意看 还是被吸回去了
不灭钻石！！！！！！
妻目前犯
ADC不要贴脸，更何况是锤石的脸...
我的被动都没了
辅助？
这pp 我可以
已经是锤石的形状了
打断
辅助？？？上单？？？
反弹？？
溜了溜了
AD现状
辅助单挑ad
把狗骗进来杀？
啊♂
沃日，非洲天赋
你俩下路无敌，为一个女人值得吗
辅助单杀adc啦，拳头看看呀
上勾拳
ADC现状
？？？
琪亚娜
 这就是你抛弃我锤石的理由？？？
透
锈蚀烈焰可还行
锤石？？？说好的下路一辈子呢
我枯了
wdnmd，我灯笼动了，我不玩了
锤石要削弱了
来了
我们该怎样进行这令人愉悦的折磨
轼夫
锤石：是不是玩不起
尼妹
这难道就是冰棍儿游侠  奥巴马？
下一个辅助我要练塞纳
泪目
草，假装ad其实辅助？
是不是要虐狗？
@UZI
赵喜娜！
巴爷和艾雅？
又一个情侣下路组合出现了
泪目
奥巴马追击锤石追了5年。。。。
应该是放了新英雄出狱
她这肉身和枪哪来的
兄弟，你绿了
怎么变成男刀了？
骗狗进来杀
窝滴枪掏出来都比你滴大
充钱了
略我？
耻辱ad打不过cd流锤石
前面怎么同时上场的，中单奥巴马不就行了
锤石：？？？
我的比你的大
从此双枪变单枪
都给老子哭
这个接climb那个视频了
？？我是进来看这个的吗？
尼姐来了
他E过去了！！！
吸了一千个灵魂的锤石，一a一个大朋友
奥巴马开E去抱老婆
泪目
开幕雷击
除非包吃包住！
上勾拳
遇到敌方奥巴马咋办
？？？？？
哭哭哭
蕾哈娜
你一个辅助你跟我ad装什么呢
简灯笼
ohhhhhhhhhh
你一个adc打近战干嘛
德罗赞
毁灭打击还行
你的枪没有我的大
比老公牛逼
奥利给！
wdnmd的这大的就离谱
黄金体验
毛妹
我看好这一对
追猎还行
我爱你，我也是。
开幕雷击
泪目
锤锤救我！
毒液
我酸了。
黑皮妹
对不起 我绿了。。。。
又多了一对狗男女呀
AD现状
卧槽
这是Ad锤石
卢锡安绿了！卢锡安绿了！卢锡安绿了！
锤石，食大便了
AD不如辅助
毛妹的盾！
情人节皮肤预定
锤石灯笼没了
徒手典狱长和单枪游侠！
育碧我大哥
锤石闪避max
大人，时代变了
这枪没孔
锤石深藏功与名
两口子？？？？？
哭了哭了
让你E脸锤石咯
突然变色
锤石再演
酸辣
现在峡谷又多了一对狗男女
六批
奥巴马的辅助？
总所周知adc打不过辅助
ntr
就好像锤石送给他扎灯笼一样
盾包括被保护人的护甲法抗
凭什么是辅助
咦我老公呢？
不过如此嗷
目  力  尼  哥
鸡妈？
adc打不过辅助石锤
狡猾的adc
NTR？
怪不得今天LOL开局一阵黑烟
握草。。居然没枪口
这技能。。我要打辅助
夭寿啦  辅助单吃ADC啦
你已被强化了，快送
辅助单杀ADC
为什么他老婆也是黑皮肤
又TM骗进来杀狗
我锤石的灯笼为什么没法打人
暗影之拥？还有那绿色的眼睛？那奥巴马估计绿了。。。
。
。
宁就是米歇尔？
对不起，人家已经变成锤石的形状了呢
真透体圣光
辅助？
正好以后就叫总统夫人
众所周知，adc是打不过辅助的
是我做的不够好吗？为什么老想着那个臭女人！说！
我ap辅助奥巴马又可以重出江湖了，等等，我好像没有女朋友(๑°3°๑)
这么简单就拉回了？
剩枪游侠上线
999999
？
………
这就是adc的地位，干不过辅助
我柠檬了
已截图
老婆？
好臀！
情人节又可以出个限定了真好，淦
我的锤石怎么不会这一招？
米歇尔来了
我的奥巴马怎么不会这一招？
又一对情侣下路？
厉害厉害
美美美
你被强化了，快送
锤石:你能不能不要瞄准我的宝贝阿。。。
我的王之力！
免控吗？明明是给队友一个剑姬的w
 追妻火葬场
Q空了
奥巴马e脸被锤石钩
锤石你钩子cd的吗
绿色？？？？？？
给你的肾一刀哟
毛妹？
他一直在瞄准这着灯笼打
反弹啊
神仙爱情
哭了
找了五年了
没事了，塞娜
ADC现状
这TM才叫圣枪
E技能加护盾弹射伤害
这么臭的尼哥有必要存在嘛（半恼）
官方CP
AD现状
辅助吊打ADC了
约翰塞纳
黑影  是你吗
这个距离绝对勾到，
下路双AD
锤石：我丢人了？喵喵喵？
就冲这武器，我买了
安娜？
这还是真爱
ad锤石
我酸了
论CD锤石的好处
？？？？？？？
我一定会回来的
劲爆尾杀
哭了
？？
6666
总统爱情让人落泪
锤石w没了
击杀锤石掉落？
还能反弹？？
我酸了
。。。
俄洛伊妹妹？
？？？？？奥巴马都有cp了
痛苦之拥
衣服不错
上一集把大招打小兵了，所以打不过了
这就是CD锤石马
e脸上你不找死？
她早已经是锤石的形状了
奥利给！
缴械
卧槽 好大
扇子妈：我老公呢
这cd锤石
单身狗都被吸回去了
年轻的奥巴马哟 你打碎的是我的护甲还是我的法强
这个时候就需要按头小分队
这狗粮我吃了～满上～
查莉娅
把狗骗进来杀
我酸了
锤石好帅啊
打老公啦！家暴啦！
约翰赛娜
ADC？！
给你屏障了快上
你e什么
都
我酸辽
感动的兄弟萌把感动打在公屏上
奥巴马没蓝
透    体    圣    光
腐竹？
卧槽
ntr
锤石背景吊打卢锡安
等等，这是指向型保护技能吗？！！
老婆填坑了
奥巴马被削
什么单吃，下路吵架
爱了爱了
我酸了，你们呢
好臭啊
欧拉
ohhhhhhhhhh
奥巴马你老婆真好玩
上个cg里奥巴马大招已经交过了所以打不赢
那锤石终于删啦？
 目 力 奥 巴 马
冷库追击不是这样用的
？？？？
于是锤石回家掏出了AD
辅助实锤
俄洛伊
老婆？
so，奥巴马要改版了呗
前方高能，锤石实在巨帅
你吼那么大声干嘛？？
这就是cd锤石的好处了
不要急，慢慢来
塞纳留斯
?
卧槽好美
有一说一，锤石和奥巴马身材真是没的说
怎么感觉是辅助啊……
米歇尔
我枯了
凤凰传奇之后打
他老婆的枪是锤石送给她的吧
我币没了
帅
前方高能
玩完了
卧槽锤石的钩子为啥能往上勾
这么多灵魂是不是都放出来了
adc打不过辅助？
透体圣光
被AD锤石叼起来锤
上勾拳的是隔壁过来的
暗示奥巴马重做了？
你秀啊，你在秀啊，秀啊
米歇尔是你么
胡英俊典狱长
为什么不给嗨大人配个白人老婆
辅助吧
我就知道这个东西一定会出来
这口狗粮我吃了
完了又放出来一堆暗影岛要出的英雄
毛妹e
永别了 牢笼！
我哭了你们呢
锤石:老子成就了一段佳话
真•透体圣光
我哭了
ad现状
好了开炮
我酸了
好好看！！！！！
这个拥抱杀我！！！这碗狗粮我先干为敬！
地狱火？
啊？
我真用锤石单杀过奥巴马
woc美人
奎因：你情人节没了
这就是CD流锤石的厉害之处
赛娜不是被灵魂吸走么 肉体怎么来的
哇好看!
?
下路又要撒狗粮了
回家
对面霞洛终于不用吃狗粮了
AD锤石 快跑！
这个奥巴马不会玩用E突脸
人妻收割者
剩枪游侠！
在俄罗斯，你只有被玩儿的份！
这就是CD锤石的好处
这些年  卢锡安你终于打到锤石门口了
没想到吧
最强势的ad被辅助摁在地上
带保护的ad
只有我看到了枪管是实心的吗？（狗头）
你被强化了，快去送？
然后奥巴马重做，双枪变单枪
AD锤石
简简简简简简简简
lol对单身狗越来越不友好了
锤石出了W范围，灯笼回去了。
卢锡安终于救出他老婆了
塞纳不是ad吗
你看我的灯笼绿不绿
恶堕了？
龟龟有点帅啊
你老婆炸了
？？？？
有烟无伤系列！
100000魂锤石吊打卢锡安
卢锡安为什么叫奥巴马？谁给解释一下
又是一对狗男女
你们想想你们一个小时的锤石肉成啥样，再想想这个活了这么多年的
我是刺客
你被强化了，快去送
尼哥
卢锡安的老婆啊
毛.....毛妹....？？？？？？
我哭了
给你屏障了，上
塞纳能出来  卡莉斯塔呢
AD现状
adc in 2019
红字是有故事的人 我也是
近战卢锡安
你妈，我饱了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
？？？？？？大
神似蕾哈娜
实习枪管
透体圣光
锤石故意放出来的
锤石的笼子漏了
改成夫妻同一边，卢锡安变单枪
这枪怕是比奥巴马的大二十倍
卧槽，这痴情的眼神
米歇尔奥巴马
好臀
阿贡莫尬贡丽斯缇
你吼辣么大声干嘛？
酸了
我酸了
这个世界上，我要拯救的人，只有一个
奥巴马表情好到位
把狗骗进来再杀？
ad被辅助打？
反弹机制
把狗骗进来再杀？
又是一对狗男女
把狗骗进来再杀？
看到没有，奥巴马是打不过锤石的
霞洛打劫，奥巴马跟她老婆打锤石，买谁心里还没比数吗
老婆是你
