大佬nb
写实的画风
牛逼
冰墙升起来!
雾冰 睡莲菩萨
这个眼神
这段蒙太奇厉害了
滑冰
牛啊牛啊
好强！NB！！
太强了！！！
您下凡累吗？
想想现实情况，这样的剑士才合理啊……
电影质感！！
太牛了！！！！！
太强了
woc
太写实了吧
卧槽好牛逼
童魔的发型蛮不错哦
我的天呐
哇
火钳刘明
童磨这技能还好蝴蝶忍牺牲自己，剧情杀了，不然打个球
猪猪快来！
太牛了
有一说一真的好强……
喜迎冬奥
绝了
绝了啊啊，同人逼死官方系列
我直接裂开
召唤桐姥爷
猪猪快来
火钳刘明
天好揪心
走马灯？
牛比
走马灯都有
做的太强了吧
目测会火
NB
炭治郎，有人打你老婆
nb啊啊啊啊
666666
直接三连
虽然挺喜欢童磨，但是看到这里我还是想说，童磨必须死
有点彼岸岛的画风
墙没撞穿，差评
奇怪了，伊之助呢
恶魔城是吧
一起向未来
一起向未来
抱怨脸的没整个金馆长的表情包换头不错了
6666666
花之呼吸，香奈惠/香奈乎的呼吸法
禁不住卧槽
`
猪猪呢？
可以打这么久。
眨眼补帧
我为什么想到的是大航海的画风呢
弄死这个B
什么叫没这么弱？打成这样很强了，这可是上弦之贰啊
不能说一模一样，只能说完全一致
新人都是怪物
好强
分镜果然是专长
开幕雷击
太绝了
太牛b了咱就是说
沒記錯的話 彼岸朱眼代價很大(x)
国产恐怖游戏内味
牛的
恶魔城是吧
好有压迫感啊
厚涂可太牛了！
没看过的不知道哪个是好人也是坏人
猪猪打野打哪儿去了
猪猪快来
太强了
为什么不能让童磨这个变态杀大哥，非要猗窝座来，气死我了臭鳄鱼！
血是红的吗
牛皮
画风不一样而已，没必要比
成熟的观众应该学会自己更新
怎么一股宫崎英高的味
猪猪快来救场！
好牛...都这种流畅度完整度了我觉得脸僵一点已经无所谓了
写实画风也得照着原著来吧，原著里不长这样，当然也不是必须做的好看，那太花时间了
这也太牛了
鬼灭后面都是刀
只狼
脸只是美中不足而已，没必要太严格啦，只是同人
电影质感的景深
有点帅
助力每一个梦想
卧槽 好帅！！！
怎么打美女脸
除了脸其他都很棒了
牛批牛批
牛！！
做我的狼吧
嗷
真人版
压迫感太强了
1
777
振刀！
流畅啊
火钳刘明
走马灯开始
6
.
强的一批
帅啊
...
这画风才贴合实际，有上二的压迫感
不喜欢画风，但是不可否认的是作者很牛逼
牛蛙牛蛙！！！！
我直呼牛逼
不要跑马灯啊
咩
鬼杀队当时也这么恐怖
极限牛逼！
nb
经典走马灯
难看的，你来画个这样的画风试试？
这冰好像还有毒
当你吞噬蝴蝶忍的时候你就已经s了
好喜欢这画风
这么肝的作品怎么才6万币，还有谁没投币的啊
不是香奈乎弱，是对面真的太强了，不是和她一个级别的
这是真动画区
这有点猛啊
666
猪猪侠，快来
很不错啊
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
虽然看不惯画风，还是投了币 厉害
童磨没得那么丑吧
jojo画风 很壮硕
回忆杀爆气
woc
666
蝴蝶忍的刀 没有刀刃 
弄错了 
泪目
666
这动作设计也不错
太强了，不就是三连吗，给你给你
欢迎回来
这是正常人么 都对穿了 没事
厉害啊
过招的时候好有中式武侠的感觉啊 
有点厉害~~有点怕~~有点惊慌~~有点嫉妒~~~
开高达
すごい
tql
xdm这币留着干嘛？
长按屏幕观感更佳
毛骨悚然
走马灯
丑？谁给你规定的角色一定要好看？
有股子风云决的味道
为什么香香一直被打
大佬！！
这小脸还真别致
聂风大战步惊云
寂寞
这声音咋感觉是明日香大战量产机
一只眼
八方旅人画风？？
看了两遍哭了两遍
说脸崩脸丑的，就问你们打过架吗？啊？
这种情况下说脸崩纯粹找茬
来让我砍一刀我砍你猪叫不猪叫
呜呜呜呜我的忍姐姐
童磨这里已经中毒了
很厉害了！！！！
好燃啊
救命鸡皮疙瘩一身
bgm有点耳熟……
这完全可以开番了
这时候贰已经中毒了
帅的
日本恐怖游戏画风
同人还是如此的强
真人版要是能拍成这样那也很牛逼了，主要是需要一个厉害的武术指导
nbnbnbnb啊啊
牛牛牛
疾风亦有归途，快乐永无止境
别刀了 
彼岸朱眼
弦二不召唤？
除了脸我没什么好说的了
纯厚涂，做成动画效果，知道有多难吗，这算是有精度的啦
加油，砍死他
猪猪呢
已经很牛了
牛逼
上弦前三里有两个是自愿放弃再生主角团才赢的，童魔是唯一一个被打死的
我透，肝帝啊！！
卧槽，这就是大佬么
有那种金庸角色的感觉
好强
牛逼
回忆杀
冰雾封呼吸
这动作流畅度
up主是用多少头发换来的。
兄弟你这哪来肝给我一个呗
芜湖帅!
画风莫名像双城之战
您
热知识：不喜欢可以自己画
这动作打的真好
冰菩萨
用完就瞎了
开武装色啊！
太牛了
场景是3d的吧 只画了人物
这里致敬了 噬魂师 里中村丰的作画吧
WC你这画风感觉更NB了
除了脸有点残外都还好
请收下我的膝盖
太强大了。
像恐怖游戏
这个童磨是看了会做噩梦的程度
压迫感十足，写实
这就是大佬嘛？
全程高能！！！
太离谱了
牛逼了啊啊啊
爷爷……
这是丑化了童磨，虽然他是鬼但他的设定是非常帅的
好绝！！！
前面香奈乎没这么弱的你是没有认真看吧，她这是在单挑上弦啊
怎么看着有点像。。kun
卧槽
回忆杀，外挂到位
188人
卧槽这挂
我超
前面说忍的 这是香奈乎
鬼灭第三季没你我不看！
无敌帧
这不扎肺了？还能玩？
这个时候蝴蝶忍算是死了 她当然有可能急到叫的程度
？
蝴蝶忍不适合当进攻，适合辅助和支援
牛逼人
彼岸花眼是不是开早了
字体要改下
牛逼啊up
太牛逼了
介不是介不是
没有废话的战斗真爽
绝望愤怒的喊
太棒了
我币没了
这个喊真的是好有感觉
这个动画做的真不错，嘶吼音也很好
听着这个嘶吼声我都感到鼻酸……
现实里有鬼！吃人不吐渣的鬼！
一般伴随电线杆出现
1.25倍速不会卡
鬼刀画风
姐姐www
真不错
我要这硬币有何用
牛啊！
牛
童磨的转扇，香奈乎的转刀，都非常的流畅丝滑，作者的美术功力至少有十年以上，太牛了我都想拜师了。
卧槽，我为什么只能投2币
绝了
回忆杀
说香奈乎不会喊的这个时候师傅死了已经愤怒到极点了
香奈乎乎不是没有知觉吗？
单挑
wuwu
呜呜
法师变近战
这真是真实啊，这才是鬼啊这才是上泫啊
卧槽，好看啊
场景不对吧
呜呜
香香的脸啊啊啊
牛
这个画风太有感觉了，好棒！
不感觉很真人？
猪猪呢猪猪呢就一下啊
进击的鬼灭
忘记报备！
牛批
1.5倍速兄弟们！！！！绝了太牛逼了，草！！！！！！！！！！
恐怖片
压迫感绝了
冰之哀伤 火之高兴
一股子欧洲中世纪的味道
众所周知，鬼灭之刃一部鬼片
卧槽
大制作
厉害
这做的可以啊
我想哭居然
漫画这一段都不知道吧，是鬼2撕破脸皮了，不演善人了。
牛逼
您
卧槽牛逼
童磨可是上弦2，能打成这样不错了
我猪猪呢？
他甚至跳起了街舞
这屁真臭
这画风……建议up动画化鬼刀！！！
想起了暗芝居
说丑化童磨的我真是呵呵了。相由心生，他长得再好看再我看来也就那样了
说脸崩的就你们看过原著是吧？
这个字体有点辣，和bgm的配合也比较一般，但是动态画得很不错
有点黑
太强了
猪突猛进
两袖青蛇
太强了我的天
？？？
赞！年度反串大戏，全员男扮女装出演哈哈。
前方核能！
染发鬼地方个人实施的SV都是不太好个人的身份的后果
冰箱
绝了
牛
鸡皮疙瘩起来了
逆天
牛
看上头了
像俩男的
说脸崩是第二眼，第一眼确实牛逼
笑死了，这就是某导演说的恐怖谷效应吗
这段是噬魂师椿打她哥的镜头吧
火钳刘明
这画风，我喜欢
强啊
不错呀这做的
NB
这是香奈乎
写实风格的弊端，无法实现卡通风格那种夸张和张力，分镜也非常中规中矩
牛啊
你妹这是彼岸岛吧
眨眼补帧
牛b
↑确实
喜迎冬奥！
一只猪！拜托了！快来！
nb
秀啊秀啊
一只猪:我呢？
火钳刘明
就是帧数少了些。
蝴蝶忍是用毒的，在身手上确实不及其他助。（毕竟连鬼的头都在无法斩下）
香奈乎比忍更有天赋，忍用不了花之呼吸但香奈乎可以，而且香奈乎还有特殊视觉
开始回忆，攒怒气值
牛逼牛逼，大神
您
彼岸岛
牛逼
好残酷
暗芝居特效
这个鬼是上二啊
香香都还不是柱吧
是时候叫超级飞侠来帮忙了
我怎么记得是在个院子里打的
噬魂师
这是什么阴间画风
牛逼啊
完了出走马灯了
童磨不是有点帅吗？
大家不要太注意画风了！注意这流畅度啊！！
只狼蝴蝶夫人改的？
写实
尸兄 哈哈
做得真不错！！！
大制作
眨眼bu'zhen
真的帅
这压迫感和场景太强了
你也学了三年动画？
太牛了
开始加buff
看哭了
猪猪呢，救一下
身上还插着冰渣子……www
猪猪快来救人啊
弹幕有点少
什么时候把打上弦之一的动画做出来 
您
相當厲害了，有特寫的地方非常好看，看得出不是沒有對人物的理解，只是量太大了
太牛了這個質感
我记得漫画场景是个有好多水的庭院啊！
真人版
太nb了
看着我害怕
这喊的太勇猛了属实带感
聂风很强啊
牛逼！！！！！！！
开始心痛
牛逼
有种玩三国杀的感觉
这边回忆杀场景忍把刀递给香奈乎代表她将继续延续蝴蝶姐妹的遗愿
这里香奈乎衣服从粉裙转到鬼杀队队服好细节！
牛逼
这个表情感觉可以做表情包
畜生童磨
鬼灭之狼
厚涂动画能做到这么流畅也太强了吧！！！！
可以
觉得脸崩就直接出去，没人想看你说的屁话
有点吓人呐
大为震撼
脸一点都不崩啊，很写实啊已经很好看了
太牛了
神他妈暗芝居
牛皮的超过想象了呜呜呜
牛逼
这是蝴蝶忍吗
查克拉？
反杀？
卧槽我还在找童磨在哪里，没想到是这个，我刚开始还以为是雕塑
牛啊
牛啊牛啊牛啊
太牛了！！！
经费爆炸，不对，肝爆炸
看过原作么就在这瞎问
泪目了呜呜呜呜
别刀了呜呜呜呜呜呜
哭了
香奈乎没中冰锥吧
首页通知书！
打斗好牛
这种画风能做那么流畅已经算挺厉害了只是有些人看不惯这画风而已但已经很厉害
做得很好，下次不许做了
牛批
1.25倍速
香奈乎好像没有被打到脸吧
牛逼
好绝
卧槽
卧槽
没有多余的废话
伤痕满分
一看就是菜鸟，漫画里动漫里都讲过不要呐喊虽然能瞬间加强攻击时的的吐气。但是一击之后无法瞬间提气扰乱节奏
抛开次元的问题 鬼灭本来就是热血战斗番啊 个人反而觉得这样更真实…
这压迫感
擦！牛爷爷！
牛逼
“属于他自己的走马灯”
这画风
猪猪呢 救一下啊
都已深受重伤的战士 该有多大的意志力才能再次站起来呢
好家伙
满满的港漫风帅啊
美漫风
三次元画风的鬼不吓人能叫鬼吗
人家看的打戏就你看丑不丑，真丑人多作怪
心疼香奈乎
这次一定
真人版了
牛啊
呜呜太牛了
唉呀，这写实画风直接给童磨破颜
不过说实在的，童磨在设定上的造型就是颜值很高的，给人一种人畜无害的感觉，不然怎么会被当“神之子”供着
唉不对，这边上的莲花池咋没了？
好牛皮
香香好像没有被冰锥刺到吧，只是划到脸了
香香好像后来刀被抢了，然后伊之助又把刀夺回来了
刀剑封魔录！！！！！！！！！！！！！！！！！！！！！
太牛了 ！！！
刀剑封魔录的味道！！！！！！！
太酷了吧
说真的是真的太厉害太厉害了
这次一定
牛，完全可以当番剧看了
再来亿遍
虽然有点冒犯 不过这个香奈乎怎么有点面筋哥的感觉
写实画风？
Niubility
走马灯开始
你有币了！
刀不大对劲的样纸
"呼叫""只狼""~"
灵笼的转场bgm
其实，我可以付费的
这眉毛没有灵魂了
太强了
卧槽卧槽卧槽卧槽
电影质感！
nb
这冰能把人逐渐冻住
没有反应过来这是童磨，狗头
牛逼啊
卧槽  大佬 。。！！
香奈乎不是炭治郎老婆吗
伊之助老婆不是葵吗？猪猪救场？
好厉害
好厉害
走马灯
呜呜呜呜呜我的忍姐姐
帕 尔 帕 廷
太耐打了
这也太费工了
很有代入感，我鸡皮疙瘩都起来
忍
卧槽
这不给个一键三连说得过去？？
《丧尸围城》
好厉害  鸡皮疙瘩起来了
差距太大了
波吉
不应该还有猪猪吗 
童磨就该长这个样子
觉得丑不看就行了
这个画风真的感觉进入了恐怖游戏
魂系列新做
这是油画吗
卧槽。
真的像花一样
现实的鬼应该就是这样子的
太牛了死赞！
牛啊！！！！
2倍速正好
...w...c...!？!
话不多说，直接三连
卧槽
冲啊冲
上弦二这时候是在戏弄香奈乎，后面猪猪来了他也没认真打
是他发现自己中毒以后才开始认真，但是已经晚了
暗芝居画风吗
这么看上二挺强的了，打的完全很轻松，为什么很多人质疑童磨的实力
寂寞
鬼灭之刃（导演版）
不喊技能就很舒服
放屁了！快逃
厚涂很累的啊，太牛了
我靠这做的不错比原版更写实了
这打斗场景做的也相当精良啊
什么恐怖游戏啊明显是欧美那种暗黑风格
这场景看着就心疼啊
看这个作品觉得国漫有望了
求你别配音了这形象破灭了啊
人类受身精华！！！
牛逼
牛逼
不算强行，香奈乎在选拔篇就表现比主角强（毫发无伤出来），然后本身也是继子，再加上上二太浪了一直在玩，没使出全力
牛逼
死了
人物有点不太像其他都很好
您？
彼岸岛风
其实上二长相还是可以，不知道做成这样咋回事
牛啊
这多大工作量啊
我去，鸡皮疙瘩
我去
提醒一下，这不是蝴蝶忍，这是香奈乎，蝴蝶忍这时候已经被吃了，不要再纠结刀了
鬼灭官方：来 你来画
五五开
童磨就是屑，早点死
写实厚涂这是
二哥！
叶樱！！
刀起来了
教主！
赖皮，放屁
走马灯
打戏做的很棒
这里就放睡莲菩萨了？
好家伙，太强了
就是卡了点
saber的分镜
牛
真实风
暗芝居画风等等我！！！！！！！
不能白嫖了
助力每一个梦想
来了来了。
如何逼死官方
恭喜发财
老走马灯了
人物我接受不了，但是自制动画能流畅成这样，真的很厉害
有点阴暗森林的压迫感
这太流畅了吧！
都听不戳的，就香奈乎有点儿太丑了
这个画风真的能挑起人的恐惧
这是童磨？我感觉是老磨
太牛了555555
太牛了
画风逐渐进击化
女 菩 萨
柱灭之刃
这童磨长得像卢本猥
牛逼啊
香奈乎似乎比善逸还要强
香奈乎战力和天赋基本上是主角团除了柱之外最强的，炭治郎算强行靠日之呼吸和斑纹加了buff
这童磨是真害怕
爷爷
瓦伦泰
眨眼补帧
队友呢！队友呢！出来救一下啊
真不错
香奈乎稍微有点难看。。
这段回忆穿插牛逼啊！！
太牛逼了
血鬼术-雾冰·睡莲菩萨！
经典回忆爆发力量
这分镜太专业了
爷爷
我第一次看，还以为是个大爷，然后我从他的扇子和白发判断，原来是童磨
纸嫁衣
怎么这么像翌日？
动漫真人化的人都这样，没多少好看的
这画风好棒
这个必须给币子
厚涂就离谱
外行人看热闹 内行人看门道
太写实了
这个画质太好了＼(^▽^)／！
这是画上去的吗？
这画风好恐怖
把我杀了g给大神助兴
国产恐怖游戏2333
椰椰
童魔怎么变这么难看了呢
为什么没猪猪
如果鬼灭这个画风，我绝对三刷五刷
还有我方十级辅助死亡被动邦定削弱
