我觉得不彳亍
真丑
宅男耻辱
你怕是忘了m国有保释金
7500元3箱，已拍卖
？？？？？？？？？？
给我吧
？？？？？？？？？？？？？？？？？
钱是万代的？
B A N D A I
B A N D A I
完了完了 手办要被怼了
宅男之耻
我是真笑了
? ? ? ? ? ?
？？？？？？？
字幕打错了刚才
  日服
？？？？？
？？？？？？？？
啥时候拍卖，给个链接
死宅之耻
给会计丢人
耻辱
哈哈哈
卖掉说不定可以回本
BANDAI
？？？？？？？
宁配吗?
死宅之耻
3万多，成本能有多少，赚翻了。
？？？？？？
走司法拍卖
这名字就触及到我的知识盲区了
二次元之耻
？？？
？？？？
好孩子不要学
fix 78
鼻毛 危
你 tm戴什么帽子呢
把他mua醒
这些手办在结案后会不会司法拍卖？
这？？？
我们二次元没有你这种败类
来点黄色
钱是万代的
满屋都是
啊这，死宅之耻！！！！
Xgnb
啊，这
字写的还不错，好好反省吧
我也想要 哈哈哈
。。。。。。是个狼灭
人才
死 宅 之 耻
你可别说啊
宁可别侮辱二次元了
？？？？？？？？？
快去买，三箱7800，说不定就赚了
？？？？？
宅男之耻
卖了说不定还会赚一笔
6666
玩具。。。
卖手办的笑了
宅男之耻
买HG的就够了，买啥RG啊
宅界之耻啊
高达
？？？？
？？？
woc你就这么玷污我们胶圈?
在挂网买了呗
死宅震怒。
巨嘤
万一卖完还挣了呢
这不算巨婴吧
？
。。。。
完了完了
死宅之耻
宁不配
？？？？？？
别侮辱我二次元
这///
？？？？？？？？？？
bgm瘟疫公司也太强了
????
连巨婴都能找到工作［爆哭］
？？？
老马后炮了
不乐高
胶佬
虫生
xgnb
前面说刘哥的那是人生巅峰
没有说二次元的错，说的是欲望滋生
？？？
没事，没收了拍卖掉
为什么买它，人言否？？
？？？？
6666
哈哈哈哈哈
老宅男了
？？？？
兄弟们快顶标签，有人在踩标签
死宅之耻
哇
哈哈哈哈
？？？
ca
这波宅男血亏，风评一度底下
求个司法拍卖链接
是个佬
xgnb
？？？？？？？？
我傻了
翔哥？
不知道拍卖吗？
草啊
简直了
巨嘤
呃。。。篡改工资表，过分了
？？？？？
什么时候拍卖
别扔啊，低价卖给我怎么样（doge）
嗨，家庭原因也很重要
三百万现在起玛也能涨价吧
宅男之耻
宅男之屉
肥宅之耻
哈哈哈
胶佬之耻
玩具懂
小  心  二  刺  猿
？？？？？？？？？？？？？？？？？？？
为什么要这样。。。
？？？就特么离谱
傻缺啊
真就宅男一面墙，北京一套房啊
？？？？？
拍买吗？
我还以为是搞笑片。。
马后炮
居然不是段子是真的
看封面我还以为是搞笑片呢。。
？？？？？？？？？？？？？？？？
欲望是罪恶的源泉。
跟我们胶圈可没关系
机器人瓦力
？？？？？
老后浪了
大青椒
唉……
手办不背这个锅吧！
来自b财团的糖衣炮弹啊
前浪
？？？？？？
牛逼
就买啊，也不拆
xgnb
死肥宅之耻
。。。
？？？？
俺学校的
fix元祖
xgnb
信念！！！！！！！！！！！！??????????????????????
玩具哈哈哈很具体
那是你钱不够
我靠 二次元之耻啊
？
完了完了，以后家长该抵制手办了
巨婴风评被害
阿宅之耻
肥宅之耻
求个拍卖链接！没别的，帮国家挽回损失！
???????
现在可以找到7900一箱
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
完蛋
死宅之耻
二次元之耻
哈哈哈
XGNB
eve!
翔哥牛逼！！
这…二次元
开箱爽
死宅之耻
笑了
手办充公，抽奖吧
什么没有
阿宅冲！！！
手办怎么办
靠我生日
请问拍卖了么
卖这么多吃吗？
都卖了可以增值吧？
便宜倒给我
这些东西不拍卖吗
谢族之耻
瓦力
没有打码，是不是→_→.......
这价莫非你玩乐高
这个跟宅没关系吧
3万5怕不是等身
bandai
？
风评被害
？？？
？？？？？？？？
?
哇
胶佬中的耻辱
死宅之耻
二次元之耻
阿里法拍见
瓦力
不是自己的钱还是看着就好吧
字写得还挺好
人才
是我没错了
巨婴
二次元之耻
？？？？？？
？？？？
？？？？？
瓦利
宅男之耻
卧槽
xgnb
我们学校的绝了
？？？？？？？？？
我现在1000元都没有
我就想知道他那些手办什么时候拍卖？在哪拍卖
二次元之耻
厉害了
马后炮
哈哈哈哈哈
靠恁娘，
666666
买这么多玩具也也不买个大房子好柜子装它
瓦力
拍卖不
掉毛风评被害
那手办可以降价了吗
眼镜厂不香嘛
是个狼灭
？？？？？？？？？？？
xgnb
宅男还攀比
丢！肥！宅！的！脸！
肥宅之耻
xgnb
？？？？？？卧槽
二次元之耻
莫要伸手，伸手必被抓
死宅之耻
司法拍卖见
；
吾辈之耻
风评被害，哈哈哈
吾辈之耻
有志青年
手办没收充公，兄弟萌可以蹲一波法院拍卖啊
啧啧啧
98亿警告
死宅之耻
xgnb
？？？？？？？？？
妙啊
为什么长大还要写这个
？？？？？
他在狂笑
全给你们铐起来
宅男之耻
开除宅籍
瓦力我也有
巨婴
你三百万买房子放手办我信，三百万买手办我擦了
那该如何处理这些手办，拍卖吗？
拍卖！拍卖！
？？？？？？？？？？？？？？？？？
这买的傻
你还知道啊
死宅之耻
离谱
xgnb
在哪儿卖啊
是个狠人
进击的死肥宅
BGM：军事理论片头曲
未 曾 设 想 过 的 道 路
肥宅震怒！
这标题带节奏可以啊
进击的死肥宅哈哈哈哈哈哈
尼玛是充值游戏啊
？？？
虽然但是
风评被害
小小会计天呐
哈哈哈哈哈哈哈哈我想笑
哈哈哈哈哈哈哈哈哈不知道为什么还是想笑
、
宅男之耻
！！！！！
???????
这些卖了钱不就回来了？
死宅之耻
可以拍卖吗？
宅男之耻
天呐
风 评 被 害
哈哈哈哈
等着在阿里拍卖
？？？
买了又不摆出来，明显不是真爱是病态
@涛哥  @阳台哥
屾
这是谁推荐的
这是氪金法老
跪 求 拍 卖 链 接
巨婴二次元
xgnb
啊啊，这样该多心疼啊
98
钱买不来自由？那钱还能买什么？
7亿的咋不说了
被抓了当然无地自容了
视频到了最后也没说到手办啊，只有说玩具啊
？？？？？
飞翼？！
宅男之耻辱
手办跟玩具请区分一下
？？？？？
啊这
怪不得发在了B站，引以为戒
？？？？
肥宅之耻
？？？？？？？？？？？？？？？
？？？？？？？？？？？？？？
字好看
哉亚出品
宅男耻辱
我曹
肥宅之耻
希望手办没事
山山  怎么度
司法拍卖可还行
胶佬末日
还真有为了手办犯罪的
什么时候拍卖？？？？
因为不是自己的钱
金水区 我的老校区
巨鹰
此话一出。。。。家长们又要开始了。。。
卖了真的不止300万
风评被害
你的自由高达是怎么来的？
??????????????/
………… 
这，，，，仓库吧
自由！
现在说这话，也是挺搞笑的。我可不信他有党性
？？？？？
都不带拆箱
讲的好，进去吧
魔幻现实主义
盲猜江山娇
估计父母一路操办的道路
？
难受，学校就是龙子湖校区
有的还能赚点
。。。
宅男风评被害，耻辱
xgnb
高达啊
我先笑
肥宅头子
败类
宅男现状
丢人。
这是真的?
虫生可还行
这一个拍卖就全回来了
看看up主，真的是真的，刷新三观，无法理解
氪佬的真相
？？？？
耻辱！
这手办也升值了吧
？？？？？？
发给人民好吗
哈哈哈。笑死了。就这自制力和我大致在一个水平线上
我人都傻了
我裂开了
绝了
死宅之耻
？？？？？？
二刺猿毒
死宅之耻
@会员购
死宅一面墙，上海一套房
啧啧
？？？
？
呵呵
巨 嘤
？
？？？！！！
风评被害
拍卖应该能回血
?????
？
？？？？？？？？？？？？？？？
xgnb
？？？？？
别掰！别掰啊！！
白嫖
我想知道，这批手办怎么处理，法院拍卖么
开除党籍
什么时候拍卖
？？？？？
哈哈哈哈
把竟去了
？！
？？？？
宅之耻
？？？这…？？
T90
在jd拍卖
金屋藏胶
宅男风评被害
？？？
？？？？
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
？。。？
二刺猿
死宅之耻
屾
23333
求拍卖
？？？？？？
？？？
低价回收
原来是胶佬
前浪！！！！！
啧啧啧
手办好漂亮呢
宅          男           之              耻
竟然有些羡慕了QAQ
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
？？？？？？？
这个名字读什么？
刹帝利！
胶佬震惊
？？？？？？？
玩具？
fixgto78
冯提莫的会计
二刺猿
一根长鼻毛
？？？？？？？
？？？？？？？？？
虽然但是
二次元之耻
卖掉能回点血
赶紧去看看司法拍卖
？？？
？？？？？？
从人民手中贪污的应该回到人民！！！！！
XGNB
?
不就是爱好嘛！说过了吧！
？？？？
害怕
会拍卖吗？
xgnb
？？？？？
现在就是后悔
肥宅之耻
牛批
小心胶佬
这是撒谎的吧
肥宅之耻
关买胶什么事，一点都不沾边
三箱七千九
我们这也有一个。。。
风评被害
？？？？？？？充值游戏？！？
？？？
他有一套房子来放玩具呢
来B站拍卖赚回本
这人完全就是过度满足自己欲望了太夸张了吧
？？？
卧槽。。。这一屋子。。。
挖槽，巨佬啊
？？？
拿去拍卖
那是因为你穷！！！
哈哈哈哈
胶佬风评被害
拜托，你用干干净净的钱买手办的话，谁会笑你
？
阿宅之耻
账号卖不
？？？
不是买不来 只是还不够
这是真的？我一直以为是鬼畜标题！！！！！这是真的？我一直以为是鬼畜标题！！！！！
那是你的钱不够多
是个狼人
啊这。。。
抽了吧
害怕
原来是美术这方面的
宅男之耻
长鼻毛的笑死我
肥宅是罪恶的源泉？
现在就是很后悔 特别后悔
哈哈哈哈哈哈
求拍卖
说不定都涨价了 卖了 估计300万变600万了 可以还了
他在笑
卧槽
卧槽！
阿宅之耻
。。。。
卧槽岗木达
我就在这里上学
老宅震怒
开除宅籍
肥宅之耻
卖了还能赚一笔
胶佬之佬
ss系列在哪儿，我咋没看见
这些东西在哪里拍卖
跪求拍卖
是个狠人。。。。
？？？？？？？？
宅男之耻
二次元之耻
有出息233
？？？？？？？？？
哪里拍卖
等待拍卖
。
woc
额呃呃呃
钱不行，权行，提示 许州
同道中人
自由可以买，正义也可以买到，当然最推荐还是买MB强袭自由
?????
自由你已经买了
我想买
我可，我也想要QaQ
啊这
这也太少了
我靠
卧槽，买手办
????
还是氪金大佬
掠夺自由高达
？？？？？？？
这句话别有深意
钉在耻辱柱上！
点进来一看是共青团发的
gp01（fb）和飞翼零
会计水平高啊 
既然都这样了，那就全抽了吧『doge』
不是98亿？
拍卖
很棒
卖了赚了一百万哈哈哈哈
？？？？？？？
xswl
？？？？？？
完了我也是个财务的二刺螈
兄弟们去法院官网看看有没有在拍卖
志 同 道 合
50包邮
……………
被拘对他可能也是一种解脱
我酸了
建议把手办捐了
死宅之耻
？？？
？？？？？？
经典巨婴
开除宅籍！
道歉
xgnb
不至于吧，这也能上头？
风评被害
金水区的我
5年才300万……感觉算是少的了
一看就知道是手办啊，而且玩具哪有那么贵
这手办现在卖的话能赚
郑轻路过
虫生
这思想觉悟还巨婴？？）
风评被害
你这是玩物丧志啊
xgnb！
玩具?
………？？？认真的吗
我只想要一个blade的腰带啊
把手办拍卖掉
宅男之耻
拍卖!拍卖!
剁手中毒
低端弹幕挡字幕
别掰啊败家子！
？？？？？？
那怎么入党的
买手办 上瘾 
6666
卧槽这个会计他怎么当上的
宅男之耻
。。。。。。
瓦力~
小朋友你是否有很多的问号
正道的光
强袭自由
脸上，是被打了吗
绝了
这是比较
死宅之耻
？？？？
你是为了买而
拍卖的话，买个回来当警示作用
拍卖完了。按斤我收了不少
？？？？
？？？？
？？？？？？
不会有人举报共青团吧？
zard
司法拍卖开始告诉我一声
？
我看到链接了我想去抽一波 有没有大佬拍下再零售给我们
害怕
会不会司法拍卖，我愿意为国家人民挽回一些损失
开除宅籍！
入坑党
今天看到链接  7800保证金
肥宅之耻
？？？？？？？？？？
个个都是人才
没有大冰箱镇宅
氪金大佬
买上头了
屾
求司法拍卖
？？？
Zard
饭可以乱吃，话不可以乱说
这？
真给河南丢脸
每个人头每月贪250
？？？？
瓦力
？？？
虚荣心作祟，死宅之耻
屾
更完蛋了
哈哈哈，谁写的文案
今天看到还以为是假的呢
这学校好有钱
晚了！下辈子小心点
手办法院拍卖不
我竟然和他有同感
宅男之耻
手办都是高达和星战
阿宅风评被害
钱可以让人抛弃所有烦恼
伸手必被抓
全是高达
单手办是
这竟然是真的
有拍卖嘛我愿意为国家减少损失
游戏被禁了
你说这到时候法庭拍卖怎么拍？
就离谱
我看到了Titan显卡！
宅男风评被害
瓦力！！！
胶佬哈哈
？？？
FGO吗
看着像个文化人
犯法风评被害
业界胶老
鼻毛好评
你如果控制了全球经济的90%你就字由了！滑稽
坏人风评被害
人类风评被害
玩具？
瓦力
坐牢了还需要还钱吗
玩具？
正道的光
宅男之耻
告辞
卡版78诶
xgnb
xgnb
我想拍在哪买
只能说钱不够多。。
？？？
宅男耻辱！
宅男之耻！！！！
地球风评被害
司法拍卖见
xgnb
不贵难得之货 使民不为盗
我喜欢高达
哈哈哈哈
钱是万代的
服了
开除宅籍
手办王
收藏家
我去
千万别这么说。。。。
啊这
卧槽
那是你给得不够多
我去
zard?
不是段子？
怎么入党的？
啊这
你再。。骂吧
模玩殿堂
哈哈哈
闲鱼出嘛
？？？
特么就知道自己？
咱们淘宝司法拍卖见！
宅男之耻
？
不愧 有钱人
这不是玩具难不成是爹？
坐等司法拍卖
这声音我还以为是主持人
胶佬傻了
害怕
???
老宅男了
死宅之耻
？？？？？？
牛
666
什么时候拍卖
233333
？？？
丢人
肥宅耻辱
金钱至上去美国啊
宅男风评被害
这瓦力好看
哪有基德？！！我找三遍了
玩具玩具玩具玩具玩具玩具玩具玩具玩具玩具玩具玩具
飞翼
肥宅一面墙，北京一套房
手办是无辜的
风评被害
手办不是玩具
确实
全给党！
龟龟
zard
卖了升值不？
xgnb
屾
这单位太可以了，一个会计就可以这样
牛批
宅男风评被害
屁
我手办做错了什么？
这都能入党，是溺爱吗？？？
没出息
在隔壁区…
一人一万多？
呵呵
唉！要好好读书才能贪啊！像我这种连贪的机会都没有
丢人
那些说肥宅的说的是你们自己吧，你管这叫宅？
你不配当肥宅！！！！
瓦力
这种人也配买手办？
屾
78元祖啊
吸过吧
woc，零式飞翼
我卡了？
开除胶籍
瓦力！
mp36+
抽了吧抽了吧
？？？？
只有我卡了吗
他怎么入党的？
山山
用你提醒
98e的没买？
？？？0
我拿买玩具的钱交的税你拿来买玩具？
脸上淤青嘛
咱们不是一个行业谢谢
卖了分分钟回本，没准还为国理财了
我要参加拍卖
万代罪恶滔天
贪污三百万的苍蝇而已
？？？？？
手办
虫
瓦力风评被害
但你可以买台自由回来玩
zard
？？？？
hhhhhhh
？
怎么感觉这位哥们被打了一顿
玩具哈哈哈哈哈哈
肥宅败类
?
不还是你的钱不够多
va
欲望。。
lego
下辈子注意点吧
风评被害
？？？？
愧对的话早干嘛去了，都这德行
hhhh
就三百万？
屾
万代官方分类就是玩具
xgnb
。。。有这些钱还买玩具。。真宅男不需要女人吗。。
瓦力
有钱车都是玩具，就说什么不是玩具吧
屾
？？？
dy风评被害
？？？？
钱是万代的
啊？
MB强袭字由是买不来的
玩具？
不许欺负小肥星
丢了我们御宅族的脸
肥宅之耻
买不
手办能。？？？？？
B站歧路儿童的末路
吾辈之耻辱!
这是真事？？
丢了二次元宅男的脸，还有你他娘的还真是个人才
手办可以拍卖吗
卧槽
？？？？？？？？
启程T90
开除宅圈
我宣布了
做错了事多从自己身上找原因，不要怪到爱好上面，千万胶佬就你干出这么大的事，是你的问题还是模型手办的问题？
氦金大佬
手办不是玩具！！！
xgnb
好
。。。
？？？
掉毛
手办
别骂了别骂了听不下去了哈哈哈哈哈
？？？？？？？
?????
我都不敢买手办了
在说一遍这不能拿来玩 不是玩具
这就是后浪吗，i了
嗯？
拍卖吗
啊这
强行被迫害
小时候缺玩具
宅男之耻
666
瓦力 
？？？
握手可笑死我了
完了，风评被害
？？？？？？、
手办不是玩具是什么？
寄生兽
字写得不错
二次元之耻
二次元
厉害
这警车是什么牌子？
做生意啊？？？
背锅的吧，一个会计哪有那么大能耐，
？？？？
二次元的诱惑
美国可以买自由啊
害怕
他不配
肥宅风评被害。
啊啊啊老威
后浪
危
？？？
不本来就是金钱至上
是不是讲的太过了
暴走大事件？
bgm是血族的
看本人挺老实的啊，
说的好听
这。。。。就冲这出发点，肯定会减刑。那个监狱爱留神经病啊
开始了开始了
马上后悔椅，立刻道歉镯
后浪了
xgnb
Xh
扯淡，跟玩具没关系，还是你自己没吃过苦
瓦力
???????????????????????????????????????????????????????????????????????????????????????/
风评被害
瓦力
这锅不背
可拉倒吧你 强行把这个往不好的方向靠
有被冒犯到，他批评的好狠
疯了疯了
xgnb
zard
就这点出息？
玩胶很危险 
解释下管毒奶粉然后接着管毒疫苗那货
？？？？？
本来就是玩具一类的
拍卖吧
这些查扣的卖嘛
他暂停，看他写的字还不错，起码工整
拍卖了吧
手办不是玩具
手办不是玩具是啥。。。
别这么说，不管哪个省都有犯罪的人，也不能说因为他一个人犯罪你就丢脸。
玩具（捂脸）
那么这些手办怎么办？
现实中真的存在这种人？？？？？？？？？
手办还是娃娃
是个狠人
???
拍卖卖了500w
司法拍卖走起来
同款眼镜。。。
……还有这种人才…
这个字读啥阿
塑料之王
？？
少。
我河南省的啊，，
原来我中毒了。。。
吾辈耻辱
？？？？？？
会计风评被害！
?
？？
害怕
手办？
手办的耻辱！
玩具？
五十包邮
可怕
瓦力
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
另一个会计至少睡到了冯换头
？？？？？？？？？？？？？？？
????
肥宅之耻
手办全部拍卖
？？？？？？？？
宅男风评被害
乐高瓦力，才60
宅男之耻
老宅男了
宅男万岁....
？？？？？？？？？
世界之大，无奇不有
害怕
这是真的吗？
拍卖吗？
。。不然谁会买手办！
起玛别入党？
游戏有背锅了
绝了
牛批
卧槽，同行啊
这才叫资深二次元
他好厉害啊
拍卖吧
胶佬一面墙，深圳一套房
送我吧
掉毛！
胶警出动
？？？？
300w手办不配有个展示盒么
这脸，这得挨的多狠
字写的还挺好看哎
？？？
xgnb
表情包预订
京东有拍卖，7900三大箱
？？？？？
唉，胶佬
roll了
？
98E
行了，我去淘宝等着了
过度溺爱？病句？？？？？
男人学会计，
这个是真的感觉有被冒犯到
宅男之耻
风评被害
额，一名玩胶的团员从此路过……
我可去你大爷的吧
卖出去增值了
可以买手办呀〔dog〕
玩具？？？？？
离谱
这些是不是要拍卖
？？？？？
正义也是用钱买来的
50包邮
钱不是万能的，但这个世上钱已经是最万能的了，你买不到字由是你不够有钱
？？
？？？人才
那tm不就是肥宅大佬
不如抽了
危
牛逼
别损坏我们宅男的风
xgnb
法院拍卖手办吗？
这怎么入的党
高达挺好的
风评被害
哦嚯，要禁胶了
全roll了吧
xgnb
？？？？？？？
论斤买吗
你把限量的卖出去，不仅能补上窟窿，还能赚点
后面RG牛高达，MG力天使
钱是万代的
丢人
？？？？
过度溺爱是病句
只是你的钱不够
懂得都懂这3w5的是什么
woc开除宅籍
在哪法拍啊
？？？？
开除宅籍
做笔记  可能以后会上阅片无数
什么鬼扯
xgnb
这个社会没钱不行
有10个亿我肯定不上班了
玩  具
哈哈哈哈哈哈
？？？
？？？？哈哈
手办周边风评被害 草
人面兽心
有些雕像可能更贵
啥呀，让我看看？
玩具？
谢啥？
后浪～
恋物癖
xgnb
我先来，肥宅一堵墙，北京二环一套房
还笑尼玛呢
屁
？？？？？
有钱挺好的
xgnb
奥利给
金 身
开除宅籍
正版乐高的瓦里已经绝版了，价格在1600到1900元之间！！！
会计
这bgm不对劲
卧槽好想要
还真是23333
吾辈楷模？
???吾辈耻辱啊
放纵是种毒
这？能便宜点卖给我吗
？？？？
玩具？？你比没了
挖草
手办是玩具啊
XGNB
确实
BANDAI
这些绝对保真
我的母校
字是不错
？？？？？
惊
后悔了
总之b财团骗钱也是个重要元婴
PG
哎呦哦靠
?
真的贵
金 屋 藏 胶
？？？？？？？？？？？？
这个瓦力要299美金
人才。。。。
zard
求拍卖！！！！
好官方啊
擦 我们市里的
被抓了瞬间后悔，不被抓继续美汁汁
老宅了 攀比都是买的玩具
众所周知胶佬家里不是有钻石矿就是。。
弹幕护体
后悔椅
老宅了
zard 风评受害
司法拍卖请at所有人
吾辈楷模
我要两百万应该能把胶戒了        吧应该
美国可以
？？？？？？？？？？？？？？？
？？？
？？？？
我去面壁
宅界之耻
买手办跟谁攀比呢
开除宅籍！
我母校？？？
703人
？？？？
真的是
对啊
？？？
b站是个好地方
手办不是玩具
？？？
你再骂？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
卧槽！！！
炸的
公开拍卖吧
也就一慧 还没刷给冯
你不是有强袭自由吗
？？？？？？？
？？？？？？？？
说不定还是b站大会员呢
？？？？
？？？？？？
他快秃了，是阴阳崩三玩家！！！
变形金刚！！！
卧槽MP36
麻德高达！！！！！！！
丢人
这字算好看吗，最多工整
把这些卖了说不定还能挣点 狗头
思域？
哇，喜欢这个手办
乐高同款瓦力
自由高达能买
丑陋
？？？
nb
卖了估计能净赚一倍
强袭自由是买不来的
能给我吗
腾讯需要你这样的“有才人”
丢人现眼
大佬
丢二次元的脸
这种人怎么入党的？你们猜
wall_E：我TM一巴掌拍死你
强 袭 自 由
公开处刑
xgnb
玩胶风评迫害！！！
手办就是玩具啊，还能是啥
zard-
手办！！！
希望手办没事
还好没赌博
