赶上热乎的了
给我哭给我哭给我哭给我哭给我哭给我哭给我哭给我哭给我哭给我哭给我哭给我哭给我哭给我哭给我哭给我哭给我哭给我哭给我哭给我哭给我哭给我哭给我哭给我哭
给我哭给我哭给我哭给我哭给我哭给我哭给我哭给我哭给我哭给我哭给我哭给我哭给我哭给我哭给我哭给我哭给我哭给我哭给我哭给我哭给我哭给我哭给我哭给我哭
蕾姆
吹口哨
盛大
凯亚单推人
...
好棒
太棒了！
危
三连啦
香菱咋办
炸弹伤人，琴找上门
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
花玲好nb
我感觉很危
笨蛋测验召唤兽？
这波啊，这波是自爆卡车
原声大片
危
卖队友哈哈哈哈哈哈
草
渡你的海去吧
笨蛋测验召唤兽
不要相信他啊安安
泪目
风形剑
锐利的剑
美术呢？站出来！是不是偷懒！
正  义  人
确实串味了2333
哈哈哈哈哈
香菱：我觉得我还能抢救一下
危
排面
你给老子滚去挖矿！
危
炸弹伤人 琴找上门
迪卢克姥爷你学坏了
近朱者赤
你问一个哑巴有什么用
哈哈哈哈
双火
还不是你走了
巴巴托斯除外
泪目
给我哭
危
似曾相识
草
穿味儿了
awsl
担心“危”
上当啦哈哈哈哈哈哈
这剧情不对劲啊
泪目
暂时
危
草
划重点暂时
你挖矿也只是暂时的嘛。毕竟还是要用你渡海的
自爆了
《不包庇罪犯》
哈哈哈
世界级拉扯
报告指挥官是否从三味书屋杀回百草园。
我的剧本不是这么写的
AWSL
dadada
哈哈哈
危
危
不愧是矿工专家，挖坑有一手
泪目
危
哑巴骑士
《琴团长一定会开心的》
挖矿去吧
炸弹伤人琴找上门
凉凉
苦瓜骑士是你
真香
当国王
？
矿工头子滚去挖坑
矿工头子 矿邢10年
抬走
爷已经看穿了一切并且点了个赞
你就在房间里能找到什么
危
凯亚，你不是在挖矿吗？
我开始笑了
三连了希望继续！
所以香菱呢
画风突变
草，这熟悉的坑队友画风
老便秘了
带不动带不动
老哑巴了
救命啊！食材打人啦！
忙着挖矿，你也知道
笨蛋测试召唤兽
草
危
不愧是我
裂开
你个瘪三算计我！
危
可丽好像阿特拉
拉粑粑
好，好尬
哇 直接动漫开始呗
大姨妈你串台词了
危·可莉·危
fire the hole
给了
AWSL
把你手拿开，矿工头子
带恶人
卢姥爷开始你的表演
坦白从宽，牢底坐穿
带恶人
便秘
她赢啦
串味了
危
第一时间，暂时
凯亚(๑>؂<冰水混合
《任务》
可莉，危
姐姐吃的好hhhhh
我直接上线安排你挖矿再下线
草
怀念笨蛋测试召唤兽
╯﹏╰
荻村铃的头
优秀
hhhhhhhhh
妄想学生会的梗
最强的男人
带娃的妈
果然全世界就我一个人哥哥
可李
老骗子了
双倍伤害
爷果然是哑巴
AWSL
可爱
危
危
原声大碟
巴巴托斯：？？qwq
可爱
长按E
琪亚娜打的爽吗 现在轮到大姨妈你了
我将扭转万象
危
爷看到你的瞬间就知道你丫头又在炸鱼了
危
可莉海了
阿伟死了
笨测！
可莉便秘
暂时
屑凯亚
危
AWSL
AWSL
哑巴来了
呵呵呵
原声大碟
骑士团已无可用之兵!
草
爱尔兰酒局永不过时
我无话可说
拷走拷走！全都拷走！
那巴巴托斯这么说?
寸劲·开天
刚挖完矿
卖队友
危
草
危
所以香菱呢？！
好可爱
危
暂时
老子看透了一切
我的眼神看穿了一切
融化  融化  融化  融化  融化
琴啊，除了城里放炮，放火烧山，炸弹伤人，对可丽和其他人还是蛮好的
可莉好可爱啊
簌簌可是可莉的dd头子啊doge
可莉傻
笑死我了
2333333
阿伟死了
过分了
超能NONO
看到结局
危
抽不到哇
羽球！
但你挖矿是永久滴！
正义人
完结撒花
哈哈哈
日常diss骑士团
纳尼？
丁香花？？？？
哈哈哈哈哈哈哈哈哈哈哈哈
凯亚，你算计我
原声大碟
但你挖矿是永久的
、
原声大碟
爷真可爱
妹妹为什么不说话
妹妹还是哑巴
哈哈哈
这个画风!
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
我荧已看穿了一切
还不是因为骑士团缺火C？
德莉莎世界第一可爱
哈哈哈
危
凯亚：我没有说谎放火禁闭真君。
危
派蒙资深迪吹
懂了，用可莉炸人可以单抽出琴
哒哒哒
BGM是丽塔的吗？
老子看穿一切
扭转万象哈哈哈哈
火花骑士
手雷投出!!
果子哥？
我开始笑了
好孩子危！
独当一面
嘟——嘟——可——
说的好 没事的
草，经典坑队友画风
哈哈哈哈哈
周防尊和安娜
爱尔兰酒局
凯亚带恶人
杀气腾腾
爷不对劲
果子哥
凝冰渡海真君の赞
DIO强吻可莉
危
爷真逛gai
危
SYD厨狂喜
卢姥爷！！！
挖矿是永久的哈哈哈哈笑死我乐
凯果
awsl
原声大碟
香菱，危！
经典卖队友画风
白练台词
自投罗网
白练台词
草，，
这个画风，我已经猜到了结局
危
卖队友经典场景
但是你挖矿是永久的
挖矿去吧
正 義 人
但你挖矿是永久的
旅行者的本职是记者（
怎么还不炸
第三炸弹 败者食尘
爷是哑巴，别指望也跟你嗦发，除非……嘿嘿嘿
危
凯亚你还是继续挖矿去吧
雇佣童工
危
大姨妈你怎么抢虫虫的台词啊
~香~菱~
坦白从宽哈哈哈哈
哎呦喂，我死了
放火烧山，可莉完蛋
草
老子好平
看把孩子吓得，都语无伦次了
没救了，等死吧
草
炸鱼判刑三年
危
awsl
腰鼓预定
应该打屁股
串戏了喂
救命啊～食材打人啦～
绝活卧槽
FFF
正义人
原声大碟
旅行者的表情.........好像我什么都知道的感觉
躲禁闭室
可莉的头↓
原声大片
哈哈哈哈哈哈哈哈哈哈哈哈哈
贴贴
原声大碟
你 當 球
滋味儿
有一说一确实是暂时
卢州老窖
害怕
大制作啊
挖矿去了
可莉痛？
王炸
凯亚老坏蛋了
危
凯亚的话，只能信一半
炸弹人琴
凯亚的话，果然只能信一半
原声大碟
爷已经看穿一切
听这正直的声音
姬子阿姨！
老子真可爱可惜是哑巴
我信了你的邪
卖队友
雄儿：这我熟
小n
泪目
原版人马
旅行者画风有点草率
这画风，我笑了
爷已经看穿了一切
是鱼露不是鲈鱼哦
香————菱————
木大大
原 声 打 碟
豪 华 声 优 阵 容
？
果然还是哑巴
粮
不对劲啊
智慧的眼神，是你德莉傻！
草
爷已经看穿一切
蒸发*1.5
算了算了 我这有荷包蛋土豆饼 香菱也说算了
果子哥果然凯亚哈哈哈哈哈
专业卖队友背景
噗哈哈哈
（这凯亚说话怎么一股牛郎味（滑稽））
“肚饿真君”
香菱:我人呢？
所以爱会消失的吗
但挖矿是永久的
危
你怎么抢你侄女的台词啊
这个姥爷好坏啊，哈哈哈哈哈
但你挖矿是永久的！
荧的脸好黑啊哈哈，非酋旅行者吗？
笨蛋测试梗
丽——塔——
大片阵容
别去东边，东边有地雷
我还以为你痔疮犯了
凯亚又开始了
好一个安塞腰鼓！
卖队友画风！
原声大碟
你可莉害了
危
露一手水炸鱼！
豪华阵容
母爱泛滥
awsl
卖队友
好 队 友
出现了！是卖队友画风！
哈哈哈哈果子哥
琴：我羽球呢？
阿伟死着了
荧:老娘一眼就看出来你在炸鱼
awsl
琴，坷莉探索器
还不是因为没有迪卢克
原声大跌
哈哈哈哈哈哈哈
真的要说的话，炸弹难道不是最强的嘛
地狱厨房
《暂时》
正义人
老学生会了
卖队友专用BGM
亲妈
危
自古红蓝出cp
fancing!
正！   义！  人！
但你挖矿是永久的
亲生的
等等，你不对劲
原声？竟然，哇
但是你挖矿是永久的
她被打是暂时的，但你挖矿是永久的
卖队友专用画风
暂时
泪目
开心
啊啊啊啊啊好可爱
芜湖
串戏了啊
三连给你了
原 声 大 碟
危
琴找上门
哈哈哈哈哈哈哈哈哈哈哈哈
禁闭室报道
还不是你自爆了
所以香菱还活着吗？
安柏:你在教我做事?
来了
好可爱
回去挖矿吧你
阿巴阿巴阿巴
风压剑！！！
这个如何？
妄想学生会!
可莉老婆老婆
爷是哑巴X2
泪目
可莉老婆老婆
弹幕说什么？芭芭脱丝？
好家伙，原声大碟！
卢姥爷酒馆，专属食物堆高高，细节啊
放火烧山，可莉完蛋
可  莉  傻
危
果然！凯亚的话只能信一半！
1111111
卢老爷：这家伙说话只能信一半.
挖矿回来了
OxO
卖队友画风
可莉老琪亚娜了
凯亚就像QB一样
hhhhh
人间之屑
妈妈是艾莉丝~
原声大碟秀
危
前面的蛆以后再来探索吧
原声大碟
哟吼
危
草，生了出来
母爱变质，羽球节副本开启
？
你在吃香菱吗？！！
屮
希望队友没事
带恶人
危
还不是因为你跑了没火了
卖队友画风出现了
香菱酱，我是你的粉丝啊（飞扑
败者食尘！！！
果子哥！
狼人自爆
吹了个寂寞
好活
炸弹伤人，可莉完蛋
炸弹伤人，可莉完蛋
炸弹伤人，可莉完蛋
炸弹伤人，可莉完蛋
危
危
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
危！
危
抽到可莉了呀
放火烧山可莉完蛋
危
什么神仙制作阵容啊
红蓝CP？
好家伙，可莉都出动画片了！
正     义     人 
哈哈哈哈哈哈哈哈
哈哈哈
香菱痛哭
凯亚这梁子咱们结下了
危
炸鱼处一年以下有期徒刑
安柏暴风哭泣
团长不要
行秋也好用呐
赛高
awsl
这就派凯亚挖矿去
危
泪目
铁five凯亚
哈哈哈哈哈哈哈哈哈哈哈哈哈
危！！
欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉
烈焰焚步！
排面
好活
我真的是受不了了呀
好家伙 饿人来了
一时间不知道该羡慕谁
吹不出来
排面
香菱蒸发了吗
哈哈哈哈哈哈哈
恶人
爷已经看穿一切
大姨妈你怎么抢我台词
你给我挖矿去
《没事的》
不愧是我
ohhh
草
盖亚~
这个落差，是星落湖！
哈哈哈哈哈哈哈
蒙德往事
怎么觉得可莉有种像琴和卢姥爷的私生女的感觉?(滑稽)
哈老板 又来卖桃啊
我们击沉了一艘友军巡洋舰！
危
焚山、炸海、碎月真君
果子哥哈哈哈哈哈
禁闭室报道
危！
阿伟出来走流程
今天的炸弹是防水的！
我干的
因为卢姥爷一走，没有火属性了啊！哈哈哈！
雇佣童工
自爆
果子哥你来正直了？
已经看破一切的老子
大姨妈你怎么抢我台词
坦白从宽，牢底坐穿
泪目
肋骨，被抓住了？
可莉傻草
哈哈哈哈哈
啊我死了
危！
危！
危！
危
危
小哑巴你说句话啊
？？？
但你挖矿是永远的
首页通知书
爷。看透了一切
完全一致
纸片人
？？？
拧头那个哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
断句人
不对劲
危
危
啊吧啊吧
呦你矿挖完了？
果子哥
爷真可爱
挖矿要挖20小时的
我的追番键呢？
.
芽衣？
爷已经看穿了一切
危
前面可是地狱啊！！！
（OxO）
可莉完蛋
天呐居然不是由我来当工具人了ಥ_ಥ
丽塔
忽然台湾腔
我抽到了
反正你都出不去了
awsl
危
泪目
真，暂时
烈焰焚击！
可莉手上拿的是炸弹，而炸弹....我们都知道是会爆炸的（QAQ）
笨测hhhhhh
卖队友专用画风
原 声 大 碟
夏 目 漱 石
危
必须的那可是正义人
爷不说话装高手
香菱还好吗？？？？？？
好     玩   
"啊, 食材打人啦"
草
安 塞 腰 鼓
泪目
泪目
草、
.0.0
？？？
awsl
草
太草了 哈哈哈哈
被凯坑了
也看穿一切
肘，跟我进屋
按E绞杀
反手一个e
哈哈哈哈
危
危
哈哈哈哈
好可爱啊
笨测  哈哈哈
放小孩在酒吧？
漂亮
香玲快跑啊
？？？？？？
老子真可爱
危！
踏冰渡海真君
拿错了琪亚娜的剧本……
不愧是我
像极了上厕所
不愧是我
救命啊 食材炸人啦
坦白从宽，牢底坐穿
锅巴 鼓掌！
矿工兄弟
锅巴鼓掌的那个笑死我了23333
坦白从宽牢底坐穿
这我突然害怕不知道为什么
原声大作
果子哥啊
怎么感觉爷胖了
hhhhhhh
《开心》
危
危
看到这个我就知道卖队友了哈哈哈
危
正义人
凯亚的声音我感觉怪怪的。。。
不怼，你不对劲
二倍数太快乐了
哈哈哈哈哈哈哈哈哈
明井直呼内行
炸鱼了
公务员加班了
亲妈实锤了
自爆了
琴看来还没找上门
两级反转！！！
爱尔兰人
安塞腰鼓欸
经典禁闭室
凯亚算准了一切，就是没算准你会自爆啊
...
卖队友画风
香——菱——
呜呜呜
簌簌
危
wsl
谁世界第一可爱
因为老爷跑了可还行hhhhhh
哈哈哈哈哈哈哈哈哈哈
学生会。。。。
我叫磁力棒！
爷，无嘴
卖队友分镜
香菱：我不平安啊
危
危
卖队友专用画风
嘟嘟可
hahahahahaa
awsl
卖队友
原神看看给玩家闲的
我的妈 这什么豪华配置
危
abaabaabaaba
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈
反复折磨
带恶人
不对劲
啊巴啊巴啊巴
可莉的配音在崩三里是德丽莎￣□￣｜｜
哦吼
抢小侄女台词？
危
awsl
awsl
大姨妈串戏了
危
。。。。。
AWSL
爷已看穿了一切
爷表情出众
带 制 作！
/
禁闭室呢？？？？？？？？？？？？？？？？？？？？？？？？？
这BGM
《开心》
禁闭室报道
正 义 人
危
危
别骗我钱了
不愧是爷，喜欢吃东西
哈哈哈哈哈哈哈哈
大姨妈你怎么抢草履虫的台词
危
凯亚就是凯亚单推人配的。
再来一遍
awsl
许愿可莉
卢老爷来了
经典面瘫脸
哈哈哈哈哈
不干人事
？？？？？？
所以，让我看看
维
这个暂时......是几秒？
这就让你去挖矿
标题
都给我哭
卢  正  义
awsl
风压拳！
雷姆
老雄二了
阿威塑料
wasl
没墨了
这是人说的话？
禁闭室
正  义  人
危危
骑士团已无可用之兵
琴哥不要
哈哈哈哈哈哈哈
哈哈哈哈
卢姥爷好感语音说凯亚的话只能信一半看来是真的
哈哈哈哈哈，笨测专坑队友的画风
让她炸啊啊
阿巴阿巴阿巴
危
大姨妈友情客串
狼  人  自  爆
你老公侧面↓
危
心 脏 骤 停
可莉の便秘
温柔的世界
自爆
泪目
艺术就是派大星
哑巴来了
泪目
危
第一时间是担心，那么第二时间呢
欧吼
危
炸 弹 伤 人  琴 找 上 门
暂时！
卢正义
凯亚单推人
思路清晰
阿伟死了
卢姥爷应该是死鱼眼无欲无求的
没想到还有SYD梗
自 寻 死 路
正义人
危
？？？
危
0x0
米忽悠你看看，游戏不饱和啊，快去加项目
伪
断句梗要扣钱的
爷的肯定2333
好家伙爷这表情佑树直呼内行
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈卖队友专用画风哈哈
爷好颓废
危
羽毛球混合双打
便秘
老子真可爱
我的脑内恋碍选项BGM！
此处BGM:のうコメアイキャッチA
哈哈哈
牛逼！
太屑了
《》什么事都没有比你回来更重要
危
《什么事都没有你平安回来更重要》
肯定有问题
放心的去吧
渡海留冰真君
0x0
hhhhh
坦白从严，抗拒更严
香菱吃个煎蛋去找芭芭拉了
可莉来大姨……………妈
你 当 球
正 直 大 哥 哥
前面可是地狱啊
"""好队友"""
危
危
渡海去了
等反应过来就完蛋
炸弹伤人琴找上门
awsl
枭羽枭羽枭羽
这里是黑背鲈鱼来着………
太乖了吧
危
solo弹
炸弹商人，请找上门
卡普空配色
awsl
花玲 林簌簌老CP了哈哈哈
骑士团的智慧(
德丽莎可莉世界第一可爱
熊二就是这样卖明久的
草
你怎么抢陶典台词啊（）
这是脱衣服吗。。。
炸就完了！
果子哥！
凯亚带恶人
爷最可爱！
《未成年人保护法》
刚刚从矿场回来
先炸了再说
细节睁一只眼闭一只眼
？？？？？
好肥的鸡
草，召唤兽的梗
草
我永远喜欢凯亚！！
放火烧山  可莉完蛋
笑死了
炸弹伤人琴找上门
卖队友画风
日常炸鱼
再来亿遍
前面cqc的，粉名会员警告
是卢迪克（狗头）
真不错
裂开
哟西哟西哟西，哟西哟西哟西哟西哟西哟西哟西哟西
你不跑骑士团能缺火C？
香~~~菱~~~
所以香菱怎么样了
在吃的不就是香玲了
蝙蝠洞：不包庇罪犯
在此献祭30年阳寿换一个可莉
泪目
危
凎
可莉危
逐渐上瘾
有喜羊羊与灰太狼内味了
危
阿伟死了
哥哥气抖冷
这骑士团，不待也罢
炸弹伤人琴找上门
先礼后兵
所以，香菱呢
好咸鱼的旅行者
是你，德莉傻
哈哈哈哈
大可莉
老子真可爱
你的光能消散了
AWSL
危
大姨妈，你怎么用琪亚娜的台词呢？
凝冰渡海真君
不对劲
香！菱！
好你个凯亚  这就让你从摘星崖跳下去摔死
遗传因子让你变得这么坏怎么开呀！
没想到多年以后，能再次见到妄想学生会的梗
鱼雷接近左舷！
炸鱼~
团长の快乐
生前最后一张照片
awsl
危
危
太可爱了
太屑了
大制作
食材炸人啦
香————菱————
阿巴阿巴
第二时间呢？
豁  卢锅巴  你现在长大啊嗷
果子哥草
大制作
危
危
正道的光
危
我我的房间里有好康的
还能叫你登dua郎哦
爷的肯定
荧的胸爱了
正义人
笑死我了
awsl
哈哈哈哈哈
危！
233333
awsl
好可爱
killer queen！！！
羽球节
危
噔噔咚
愿风神忽悠你
愿风神忽悠你
wwwwwww
危
你介辈子就挖矿去吧！
卢姥爷
OxO
危
危
危
原声大碟
香菱：爷爷呢
这BGM不对
哟 果子哥
0x0
哈哈哈哈哈哈哈哈哈哈哈
和hhhhc
炸弹伤人，琴找上门
草
逐渐黑化！
哈哈哈哈
hh
第一炸弹！
zwsl
awsl
蒸发
所以爱会消失对吗
看吧，很简单吧，只有香菱一个人受伤的世界完成了
突然反转
危
卢锅巴
锅巴老爷
你永远也摆脱不了挖矿的真实
卧槽，呵呵呵呵
不，你是骑兵队长
危
woc笨蛋测试召唤兽梗
笨蛋测试召唤兽啊
小玲的头
OxO
看我我已经看穿了一切的眼神
awsl
风压剑警告
果子哥！
卖队友画风草
E！快E啊！
哈哈哈
爷馋了
哈哈哈
木篆土
哈哈哈啊哈哈哈哈哈
好一个安塞腰鼓
看了眼标题
这优雅的进度条
禁闭室警告
哇哦
凯亚，你算计我
好熟悉的画风
泪目
牛逼glass。
正   义  、 人
好可爱
正义人
？？？？？？
哇，果子哥
危
独  当  一  面
泪目
然而香菱怎么样了，都没有个镜头
危
香菱别去啊
危
三角贸易受害者
危
听团长说我找了你那么久，估计是在办公室的档案里找他
安博直呼内行
再来亿遍
风啊听从我的呼唤吧！
名   场   面
卢姥爷认识可莉的吧
现役队长不是凯亚啊
哈哈哈哈哈
挖矿归来
然而莹已经看穿一切了
危
香菱……
老子在吃堆高高！
正义人
考虑一下香菱的感受呀
危 可莉 危
这剧情不对啊
是荧
凯亚哥哥！
不愧为凯亚单推人
凯亚别走，矿队不能没有你啊
老实点！
碎冰！
泪目
蓄力中
所以说香菱呢？！
烈焰焚寂
奥妮克希亚深深地吸了一口气
哈哈
有谁看见粮了
原声大碟
给爷去挖矿！
不愧是你  自古枪兵幸运e
危
危
雄二：吉井啊
德丽莎又被姬子阿姐抓到禁闭室啦
危
未 成 年 人 保 护 法
原声大碟
带制作
迪卢克确实人很好啊
我们安全了，暂时... 
笨蛋测验
这不是我海盗头子吗
.
炸弹上人，警长上门
果子哥！
香菱呢？
炸 鱼
危
危
所以香菱呢
巴巴托斯：。。。
《同 伙》
爷的离开
？？？？？
香菱呢
教堂的不是
爷的肯定
快去挖矿
缺爱了
正义人士
卖队友画风
第三炸弹
脑补出了姬子拽走德莉莎的画面了，哈哈哈
自爆
卢本伟GB！
233333
可可爱爱没有脑袋
折磨王
暂时
簌簌
哈哈哈哈哈哈哈哈哈哈哈哈
？？
不对不对，我的剧本不是这么写的
