你真相了
哈哈哈哈哈哈哈
       八。        不          
你是要这个金石头呢还是银石头呢还是石头石头呢
麻烦石头捡回来
背景竟然还是动态的
不行，他真的和背景格格不入啊！
没想到你们家乡的特效师这么好
这特效也太好了吧。
真的好像假的，像抠图一样
你的头是假的[doge]
都是冰红茶，假滴！
哈哈哈哈哈哈
背景不假，人是批上去的
9999个评论
这特效真好啊
人是假的
什么都是真的，什么都是真的，你是假的。
优雅
人是假的
你打啊撒你打啊撒
我不信，除非你踹一脚
《 假 背 景 》
你是怎么做到与背景格格不入的
这人真的越看越像P上去的
这河水透心凉
假的啊
后期君好评
是有点像假的
懂了，人才是假的
扔东西の王
精卫填海
怎么搞那么真的背景
p的太完美了
特效辛苦了
你这人是假的吧
人是假的
是不是开了拉腿呀 
《p图大师》
背景不假，人假
哥你长得挺虚化
好的，那你的石头是假的)
诶，你看
都是假的
已经被逼疯了
主要是真像假的
白马？
这背景好真实啊。
《 解释 》
人是假的
知道了 P的
背景区up
好真实的假背景
背景是真的人是p的
真的
假
他与背景格格不入
这是水草还是…啊？
背景是真的，人是假的
你打我撒
你这背景太真了
特效真好看
人是假的
这个人真假
哪里有人一天跑这么多地方
真假啊
乱扔石头，罚款一万块钱，而且还影响到水的清澈程度和高度，扣十分
可是为什么人和背景就是融不进去呢
背景是真的，人是假的
我是假的 你是假的
请保护好你的显卡
新疆真美
尼玛的坐忘道
你说我的背景很假，假不假
这特效厉害啊
亿万特效
真的特效。
哈哈哈哈
从河里捧点水喝呗
批的不错
特效不错
真的好想假的啊
扶贫工作者值得尊重 大家玩梗适度呀
假的，都是假的，就连你人都是假的！（嘻）
天空是假的
你是假的。
白马
除非你让蜜蜂蛰一下否则我不信
特效真好
这屏幕真大
那个是水草还是？
溺尸：你等着，下雨天我弄死你
完美的特效。
关键是这为什么这么像，为什么这么像是假的
年轻的黑四眼仔哟 你掉的是这坨金石头 还是银石头 还是这块普通的石头？？？
这可真真
这是哪，好漂亮，好远阔
丢石区up主
太像真的了
不是假背景，是假人（
你这个背景图咋还冒白点呢
真会p图
人是p上去的吧
背景是真的，人是假的
对不起，但是真的好好笑。
反正我不信 除非你跳进去
为什么这么好笑
救命真的看起来不真
你人也是假的
白马？哼！定叫他有来无回
这哥们长得就特有喜感
你看
加油 我支持你 这就是不妥协了 你也没做错啥 凭啥p图 
4.7万个三连
嗄的
真假
你人是假的
针不戳
人假的
3D投影现在那么智能
好真的特效
现在的CG做的越来越真了
神秘客
你打我撒
UP主他急了UP主他急了
人是ai吧
《毫无ps痕迹》
没有我打窝大没灵魂
全中国最牛逼的特效
肤色和背景完全不对称，一看就是p上去的
辛苦了
《背景太假》
一看就知道是把人P上去的（dog）
同志们，新素材
特效真的
建模师的头发还保吗？
真特效，啊啊
怎么这么可爱
你是假的
油菜花，真想假的
绝对批图大师
你身后的山一定是p的(狗头
牛逼
为什么又扔不过去呢
环境真好
这是哪家公司做的三维合成 太牛了
轮廓线
用的什么引擎
说实话，我觉得都是真的。
确实假
假的人
水嘴颜色跟其他水不一样
这云怎么是扁的
年轻人哟你掉的是这个金石头还是这个银石头还是这个破石头呢
枪弹轨迹（确信）
真牛逼啊这
为什么你都能羽化啊 还带锯齿的那种
如果他上百大领奖也可能是假背景＝
up主剪辑真厉害
空气是假的
真的有点假
我感觉怎么整个人的边缘都有点虚化
这里好像是高中某物理课本。 T
白马？哼~定叫他有来无回！
这不随手抓只蜜蜂蜇自己一下
懂了，本人是假的。
很少能看见这么清的水
越来越真实了
你人是假的
woooo，你这个特效好真呀，谁p的[doge]
没有鱼肯定是假的
不是特效，请勿玩梗
不是假的那你后面的山为什么不动呢
年轻的樵夫呦。。。
全是假的
特效做的好真
这特效不戳
是不是人太黑了所以...
这背景越看越假
看起来很假，但事实上不是
 为什么我越看越假？
背景不是假的，但人是假的
好真的特效，好厉害的技术
河神:你掉的是金石头还是银石头呢?
这个河水做的不错
特效
人肯定就是虚拟投影
背景不假，人是假的。
菜薹
这画师太牛了
假的，水花都没有
全假的
数战之功，吾，应得此赏！
每日必看
你这假背景太真了
无我出力，怎会连胜？
特效好真啊
我的天，哈哈哈哈哈哈哈哈哈哈哈
我知道背景是真的你是假的
大家别被骗了，实际只有前面那个箱子是真的
你打我撒你打我撒
扣图
大家一看就知道这个人是假
百万后期
这特效不错！！
同款上衣
这么美的地方怎么没见有住户
越看越像假的这是为什么呢
牛掰呀这后期
百分百是假的
总感觉人融不进背景里啊
后面的山是假的 
河神：你清高
你这背景是假的吧
人是假的
最丑的人配最美的背景
兄弟们来活了
Maya动画。
那你也没证明，人假呀
绿幕拍摄
你是假的
我只能说太多了像真的了
什么百万后期
这个特效太好了
 河：你食不食油饼
拍个视屏的钱都够拍一部漫威电影啦
有种你往蜂箱里扔个
这特效太真实了
人是假的(dog)
你人是假的（doge）
你的背景太真了
假假假假
人是假的
你是怎么做到和背景格格不入的
非常真
兄弟你这远景假的吧
肥胖的黄蜂伏在菜花上。
呵呵呵呵，假的。
知道了人是假的
有点像P的，不确定再看看
真的
山是假的
有一说一啊，还真挺像假的
真好，一点PS痕迹都没有
我懂了背景不假，人假
投资巨大呀
蓝天白云绿青山
背景真假
假的还挺真的
特效真好
太
《特效》
人是假的
你  是  假  的
这是假背景
可是看起来真的很像假的
云是披上去的
你为什么不放打我撒
虽然但是，真的好违和
会不会其实你人是假的（bushi
背景不假，人假的
全是假的
这难道是真背景吗？
牛逼
你这背景太假
 后面的山好真啊
对不起越看越假
后面的山是假的
河神：啊~无知的少年，你丢的是这块银石头还是这块金石头？
河是真的人是假的
到哪一处都格格不入
没错全是假的
哈哈哈哈
去拍科幻片，我一定看
好真啊
这特效好真实
人是假的。
特效真棒
这个暂停下来看是真的假
P图高手快整活了
97年长的有点着急
河神:砸我干啥？
假的
后面的山是批q的
和这背景格格不入
？
为什么真的很像假的
人是假的（
你像假的
你人是假的（
如果你能表演被牛顶飞 我就相信你背景是真的 
明白了，景物是真的，人是假的
《以假乱真》
这抠图太厉害了吧
你打我撒你打我撒
趁他现在笑得出来……
可以说人是假的吗
年轻的阿力木啊，你掉的是这个金石头还是这个银石头还是这个黑石头呢
你用石头砸死了溺尸
你掉的是金石头还是银石头？还是这个普通的石头
哈哈哈哈
全球最强特效
你打我撒你打我撒
人是假的（does）
河神:年轻的up主呦，你掉的是这块银石头还是这块金石头呢？
你打我撒
假蜜蜂
白马
开个美颜吧
人假的，弹幕都能穿过
你们别说这是假的你觉得呀
不是假的你让后边山动一下看看
是真的
AI
这背景太真了！
特效真棒
你整个人都是假的
13个视频，100万粉丝
无瓦！
与背景格格不入
哈哈哈哈哈哈哈哈哈
嬉皮笑脸
你的衣服是假的。其实你只穿了一个裤头
(你再说！假吗！)
阿力木我相信不是假背景
这不是假背景人也不是假的
怎么会有人与背景格格不入
好美
现在特效技术都这么厉害了？
一米五
假的假的都是假的
背景的下载信息给我
132.5万赞！
人是p上去的吧
我觉得你人是假的吧
百万特效
假的像真的一样
第一次看到100多W的赞
是假的人
刚想说好漂亮，就转到一堆蜜蜂那里，你们不要过来啊!
真的！
主要是你这个人太不融景了…
真的很《真实》
eeeeeeeeeeeeee
eeeeeeeee
对背景确实是真的，但人是假的
这背景美的跟假的一样
阿婆主怎么做到与背景格格不入的
你人是假的，背景是真的
真的有点假
假的 别再狡辩了 
 这期视频的镜头太真了
一看你的肤色，就知道是真的
懂了吧中国特效有救了
蜂后 已苏醒
这个背景是真背景不是假被
快去捞
你这人是假的
假石头能进真河吗？所以，河也是假的
你打我宰 你打我宰
想看你往后跑的动作而已，背景不是重点
但是你一站在哪里，真的很像假的
背景后遗症
欢迎！
只是你在这里太违和了而已
落水有声
假的跟真的一样
哦年轻人你掉的是这块金石头还是这块银石头呢，还是我头上的这颗大石头呢
背景不假，人是假的
你这山一看就是绿布p的:)doge
人是假的
火钳刘明
我知道了
人也是假的
你人是假的
哈哈哈
这特效真是比国外强多了
假的
都是CG，都是CG
一点都不假
那山真的跟假的一样
你打我撒
《老梗发作》
懂了，人是假的。
人是假的
有一说一，这个人确实有点假，
假的多了，真的也变成假的了
！
背景不是假的人是假的
人是假的，背景是真的
呢
p的(狗头)
全部假
都假的都冰红茶兑水
人是假的
树是假的
所以这帐号到底是真是假
都是假的
我今天刚被一个野马峰蛰过
火钳刘明
现在的油菜花还没有开
背景是真的，人是假的
假的
P的真好
我也去过新疆确实是这样，昨天刚回来
真背景
你的衣服是假的吧
最后这个太像假的了
请问你也是假的吗 
其他都挺真的，下回能不能别戴眼镜
和真的一模一样。应该要好多钱吧。
人是假的
有可能吧
假的牛逼。
这是真是假？
抠像牛逼
你们去查查，阿里木的身份
哈喽，小伙
有没有可能up才是假的
好美
你是假的
啥都是假的
要不作者P白一点把
特效师好评
你这声音AI合成的吧
年轻人哦你丢的是这个银石头，还是这个金石头，还是这个普通的石头呢
人是假的
教教我怎么p的呗
这河好美(✪▽✪)
人是假的
省食不徦
这个蜜蜂不蛰人的嘛
好美！
真背景无假！！！
人是假的
特效
特效满级好吧。
能拍点别的吗，梗都玩烂了
☜
不用，我龙骨炮轰河就知道了
人是假的
人都是假的。
很假很假
是特效
罢了那心爱的桃花我不摘了公子我也不要了
真的不是
那个山好像真的是假的
所以说人是假的吗
有没有一种可能你是假的doge
我不管，他就是假的
加油
???，不对啊，我记得你前几天才1万粉丝
经典永不过时
全部是压北京啊
真的好美
到底真假的
好吧我相信背景不是假的但你这个人肯定是假的
人都是假的
你人是假的 
人假的
是的，绝对是假的
不是
全都是假的
人是假的
山是假的
我看人是AI合成的
不是假背景图
顶尖动画
每周
 好，你说的算。
河神:谁tm往河里丢石头。
为什么你总把真的拍的那么假？？？？？？？？
绝对是假的
官方玩梗
《游戏画面请勿模仿》
AI合成人技术
入侵地球的外星人！
不是不是他们在那忽悠你呢！
教教我你是怎么把你自己p的这么假的？
人也是假的 
不用说啦，全都是假的。
我怀疑你的声音是AI合成的（doge)
格格不入
假的
严格来说这些都不是你的呀
那个河看起来是真滴假啊卧槽
特效小哥全做出来了。
你是假的
每周必看
你这背景如果不假那蜜蜂为什么不咬你
他是怎么做到和环境格格不入的
白马？定叫他有来无回！
每周必看
对，是假的(刚正不阿)
蜜蜂：你最好有事
我作证背景确实是假的
好像越来越假
woc，居然是真的
啊 对对对 
救命 这一幕我的手机上真的飞来了一个虫子
这个真的好像假的
我想看你被蜜蜂蛰
假的很
不知道为什么看直播的时候觉得很假，但是看视频的时候就觉得是真的
@特效小哥   （doge）
＠特效小哥
王菲都唱过了 背景是真的 人是假的
干得漂亮
你们看播放量
真的好美啊
每周必看
《全是假的》
背景假
8
一点都不真
谢！！！谢！！！后！！！期！！！
这人好狂啊
这不罚款？
我做正全部都是徦的
《真实》
这个背景一定是假的（doge）
你人都是假的。
假的
这个真背景真的很假
你这个背景太真了
觉得你背景也是假的 就来你也是假 
你这特效太真了
亲爱的阿力木哟，你掉的是这个金石头呢，还是这个银石头呢，还是这个河边的石头呢？
[电摇]
反正你头上的坑是假的
《好像啊！》
白马？定叫他有来无回
阿瞒有我良计，取冀州便是易如反掌
肯定是假的，你怎么没被蜜蜂蛰呀？
这是新疆哪里
 你那水花是特效，你那盒是假的，图也是假的，你人自己也是特效
假！石头都消失了
虽然知道是真的，但是还是忍不住说是假的
主要是你这个人长得和这个背景不太融洽。
你这不都是假的吗怎么特效这么牛
每周必看
白马？哼！定叫他有来无回！
好特效啊！
人是假的，背景是真的
假的（憋笑）
你这背景太真了
人是假的，石头是假的，全是假的
""
